Date,hashrate90wma
2016/01/01,508400183159
2016/01/02,509527501892
2016/01/03,510985435753
2016/01/04,512326462835
2016/01/05,513791671785
2016/01/06,515285464118
2016/01/07,516165402340
2016/01/08,517543724661
2016/01/09,518896927119
2016/01/10,519907362089
2016/01/11,521401872485
2016/01/12,522404426141
2016/01/13,523139634528
2016/01/14,524346018415
2016/01/15,525796165671
2016/01/16,527351575318
2016/01/17,528728620915
2016/01/18,530564420036
2016/01/19,532198060623
2016/01/20,533847886028
2016/01/21,535349749324
2016/01/22,537384804236
2016/01/23,539327838057
2016/01/24,542143532854
2016/01/25,544325622114
2016/01/26,547523749231
2016/01/27,550452811426
2016/01/28,553082544268
2016/01/29,556061969006
2016/01/30,558975495326
2016/01/31,561367095635
2016/02/01,564436938274
2016/02/02,566785504330
2016/02/03,570158356311
2016/02/04,573424046749
2016/02/05,576736247991
2016/02/06,579465649066
2016/02/07,582565591572
2016/02/08,586277830485
2016/02/09,589408302334
2016/02/10,592903708347
2016/02/11,596998215212
2016/02/12,600452871073
2016/02/13,604852909713
2016/02/14,609405728865
2016/02/15,614328078620
2016/02/16,619075678299
2016/02/17,623335001622
2016/02/18,627120729963
2016/02/19,631802018814
2016/02/20,636527601090
2016/02/21,641362963643
2016/02/22,646906675481
2016/02/23,652469506468
2016/02/24,657875898112
2016/02/25,663394631530
2016/02/26,669391265649
2016/02/27,675628508896
2016/02/28,682185619867
2016/02/29,687986141032
2016/03/01,694016739378
2016/03/02,700792791749
2016/03/03,707861317029
2016/03/04,715378014911
2016/03/05,723817819693
2016/03/06,732271961342
2016/03/07,740824151642
2016/03/08,749518549382
2016/03/09,758530239874
2016/03/10,768355105893
2016/03/11,778643373215
2016/03/12,790171981144
2016/03/13,803196308005
2016/03/14,815059111180
2016/03/15,827829367682
2016/03/16,841001697669
2016/03/17,855017026346
2016/03/18,868518888057
2016/03/19,883249123884
2016/03/20,898458039510
2016/03/21,912954838017
2016/03/22,928060653190
2016/03/23,941247649732
2016/03/24,956774270912
2016/03/25,973582299808
2016/03/26,991156191847
2016/03/27,1008932355941
2016/03/28,1025700125183
2016/03/29,1043584330078
2016/03/30,1062101126384
2016/03/31,1081581791688
2016/04/01,1101215666428
2016/04/02,1119159714677
2016/04/03,1138988639637
2016/04/04,1160335772966
2016/04/05,1181552907247
2016/04/06,1201909866965
2016/04/07,1220135333207
2016/04/08,1241577657780
2016/04/09,1262390271137
2016/04/10,1284544259630
2016/04/11,1304899518335
2016/04/12,1324002100338
2016/04/13,1344893555048
2016/04/14,1365709836895
2016/04/15,1387963989364
2016/04/16,1410475427626
2016/04/17,1431462024491
2016/04/18,1454839112755
2016/04/19,1477792959238
2016/04/20,1501358324466
2016/04/21,1524940441482
2016/04/22,1546570269986
2016/04/23,1569902960906
2016/04/24,1592116874837
2016/04/25,1616468696095
2016/04/26,1638862982700
2016/04/27,1661194799354
2016/04/28,1684310109020
2016/04/29,1708048383551
2016/04/30,1733457869120
2016/05/01,1757933021682
2016/05/02,1780100532892
2016/05/03,1804802983183
2016/05/04,1828387111142
2016/05/05,1851704073122
2016/05/06,1874785119000
2016/05/07,1897148730992
2016/05/08,1920156351667
2016/05/09,1943212741607
2016/05/10,1967096287613
2016/05/11,1988256774957
2016/05/12,2010377940811
2016/05/13,2035833344485
2016/05/14,2059798612262
2016/05/15,2083715270719
2016/05/16,2106992288116
2016/05/17,2129685708241
2016/05/18,2154430767558
2016/05/19,2180107736682
2016/05/20,2206590923740
2016/05/21,2233052411623
2016/05/22,2258752864281
2016/05/23,2284231198826
2016/05/24,2310264498038
2016/05/25,2336380736926
2016/05/26,2362711119854
2016/05/27,2388791697017
2016/05/28,2416024021065
2016/05/29,2443184772684
2016/05/30,2469555435679
2016/05/31,2494475626274
2016/06/01,2517588985555
2016/06/02,2541708990622
2016/06/03,2569083349847
2016/06/04,2595513799580
2016/06/05,2619814606482
2016/06/06,2646101802669
2016/06/07,2672324978063
2016/06/08,2698245681116
2016/06/09,2727141929703
2016/06/10,2750679796360
2016/06/11,2776584883912
2016/06/12,2802492460859
2016/06/13,2830776871952
2016/06/14,2859223306169
2016/06/15,2886395214357
2016/06/16,2912963868401
2016/06/17,2942025690693
2016/06/18,2968435453309
2016/06/19,2996278818507
2016/06/20,3022640733677
2016/06/21,3047145988608
2016/06/22,3074562099889
2016/06/23,3103141588809
2016/06/24,3130999799652
2016/06/25,3157916658024
2016/06/26,3186883554674
2016/06/27,3216887327714
2016/06/28,3247399556505
2016/06/29,3275085254638
2016/06/30,3302703862113
2016/07/01,3331861394144
2016/07/02,3360671098778
2016/07/03,3391026727098
2016/07/04,3420549806113
2016/07/05,3449512464507
2016/07/06,3477943302018
2016/07/07,3505413746426
2016/07/08,3532846476116
2016/07/09,3559917788810
2016/07/10,3587083841205
2016/07/11,3615179345534
2016/07/12,3642640130396
2016/07/13,3670899340878
2016/07/14,3697544697790
2016/07/15,3722087977548
2016/07/16,3746648241814
2016/07/17,3771026533153
2016/07/18,3797596329507
2016/07/19,3822370624341
2016/07/20,3844655215382
2016/07/21,3870278156923
2016/07/22,3891643350142
2016/07/23,3916586770750
2016/07/24,3938260553422
2016/07/25,3956238174868
2016/07/26,3969210004661
2016/07/27,3977944631361
2016/07/28,3991923022355
2016/07/29,4003414992282
2016/07/30,4012769096619
2016/07/31,4023114220447
2016/08/01,4031138440645
2016/08/02,4032277092722
2016/08/03,4030448929127
2016/08/04,4035420338168
2016/08/05,4042150417027
2016/08/06,4046180110362
2016/08/07,4052803220135
2016/08/08,4060818493635
2016/08/09,4073234504663
2016/08/10,4087174154695
2016/08/11,4102818603462
2016/08/12,4117783018508
2016/08/13,4131236252155
2016/08/14,4144511203491
2016/08/15,4157840474861
2016/08/16,4173193479157
2016/08/17,4187998751785
2016/08/18,4204597261868
2016/08/19,4219669115708
2016/08/20,4237482907501
2016/08/21,4255966714644
2016/08/22,4274703870133
2016/08/23,4294951139297
2016/08/24,4314507073503
2016/08/25,4335996124267
2016/08/26,4360656869149
2016/08/27,4384806200511
2016/08/28,4407022485445
2016/08/29,4427340341175
2016/08/30,4447102147875
2016/08/31,4468743931902
2016/09/01,4491053820756
2016/09/02,4514551696473
2016/09/03,4531529815138
2016/09/04,4545065357678
2016/09/05,4562394288665
2016/09/06,4578224514034
2016/09/07,4596432886310
2016/09/08,4613024557979
2016/09/09,4629855520849
2016/09/10,4647327418003
2016/09/11,4668832820699
2016/09/12,4689561542908
2016/09/13,4709255593776
2016/09/14,4732542702091
2016/09/15,4755113821001
2016/09/16,4776526982891
2016/09/17,4801933667609
2016/09/18,4812222965818
2016/09/19,4824769953105
2016/09/20,4850006789402
2016/09/21,4878551550009
2016/09/22,4895384317278
2016/09/23,4924169924589
2016/09/24,4952912124766
2016/09/25,4986114995433
2016/09/26,5011119264301
2016/09/27,5042812307575
2016/09/28,5075309742929
2016/09/29,5110355886809
2016/09/30,5141125535709
2016/10/01,5176208167867
2016/10/02,5214736662415
2016/10/03,5249758105263
2016/10/04,5287378346583
2016/10/05,5323595728292
2016/10/06,5360459236090
2016/10/07,5392057534671
2016/10/08,5429116216528
2016/10/09,5468298867183
2016/10/10,5507848949570
2016/10/11,5548590473005
2016/10/12,5583482876813
2016/10/13,5623476587476
2016/10/14,5668767216306
2016/10/15,5715092127103
2016/10/16,5764888262148
2016/10/17,5805884633399
2016/10/18,5852100518996
2016/10/19,5897478510319
2016/10/20,5947812100691
2016/10/21,5999922403102
2016/10/22,6051491610937
2016/10/23,6097657389340
2016/10/24,6146430263979
2016/10/25,6196642784504
2016/10/26,6247662698662
2016/10/27,6294660003750
2016/10/28,6334018772629
2016/10/29,6339291778254
2016/10/30,6340453366002
2016/10/31,6350047830932
2016/11/01,6339140226635
2016/11/02,6316392644824
2016/11/03,6288706898021
2016/11/04,6252899229150
2016/11/05,6211810823314
2016/11/06,6169523922847
2016/11/07,6143343518898
2016/11/08,6128660766252
2016/11/09,6111045070167
2016/11/10,6084440130066
2016/11/11,6055055735840
2016/11/12,6027548840498
2016/11/13,6008386545694
2016/11/14,5993202123343
2016/11/15,5978621258385
2016/11/16,5961596765599
2016/11/17,5939823316044
2016/11/18,5925811876895
2016/11/19,5918034084506
2016/11/20,5921270692118
2016/11/21,5931608383537
2016/11/22,5933507118064
2016/11/23,5933979073044
2016/11/24,5920834576264
2016/11/25,5907844412374
2016/11/26,5896233907521
2016/11/27,5884280926298
2016/11/28,5876558811517
2016/11/29,5866716359441
2016/11/30,5851490524413
2016/12/01,5837568959525
2016/12/02,5825269655312
2016/12/03,5818895010145
2016/12/04,5810975844496
2016/12/05,5799845069161
