Date,sentinusd14rsiUSD
2016/01/01,51.315
2016/01/02,49.315
2016/01/03,52.15
2016/01/04,46.824
2016/01/05,63.145
2016/01/06,48.946
2016/01/07,50.427
2016/01/08,47.954
2016/01/09,48.475
2016/01/10,47.243
2016/01/11,53.952
2016/01/12,62.515
2016/01/13,51.354
2016/01/14,49.968
2016/01/15,59.423
2016/01/16,53.106
2016/01/17,50.014
2016/01/18,70.44
2016/01/19,56.726
2016/01/20,50.93
2016/01/21,50.1
2016/01/22,54.247
2016/01/23,57.767
2016/01/24,67.384
2016/01/25,70.159
2016/01/26,61.806
2016/01/27,56.828
2016/01/28,53.258
2016/01/29,52.525
2016/01/30,54.258
2016/01/31,54.893
2016/02/01,47.249
2016/02/02,47.568
2016/02/03,48.35
2016/02/04,44.397
2016/02/05,48.583
2016/02/06,43.622
2016/02/07,54.21
2016/02/08,63.054
2016/02/09,65.989
2016/02/10,73.512
2016/02/11,74.375
2016/02/12,80.228
2016/02/13,56.747
2016/02/14,51.466
2016/02/15,50.182
2016/02/16,55.734
2016/02/17,47.739
2016/02/18,51.138
2016/02/19,45.998
2016/02/20,52.755
2016/02/21,46.295
2016/02/22,50.454
2016/02/23,58.451
2016/02/24,63.078
2016/02/25,51.391
2016/02/26,69.033
2016/02/27,56.346
2016/02/28,48.57
2016/02/29,48.187
2016/03/01,51.982
2016/03/02,64.995
2016/03/03,57.187
2016/03/04,53.193
2016/03/05,62.523
2016/03/06,53.55
2016/03/07,52.03
2016/03/08,54.817
2016/03/09,49.726
2016/03/10,48.659
2016/03/11,48.946
2016/03/12,54.415
2016/03/13,58.863
2016/03/14,54.615
2016/03/15,51.211
2016/03/16,50.161
2016/03/17,53.446
2016/03/18,55.635
2016/03/19,46.047
2016/03/20,44.627
2016/03/21,47.298
2016/03/22,46.226
2016/03/23,45.52
2016/03/24,48.491
2016/03/25,45.299
2016/03/26,43.8
2016/03/27,50.465
2016/03/28,47.954
2016/03/29,52.2
2016/03/30,53
2016/03/31,48.835
2016/04/01,44.676
2016/04/02,44.587
2016/04/03,43.33
2016/04/04,45.573
2016/04/05,47.789
2016/04/06,46.819
2016/04/07,48.085
2016/04/08,46.159
2016/04/09,53.073
2016/04/10,50.731
2016/04/11,46.216
2016/04/12,49.478
2016/04/13,49.758
2016/04/14,48.766
2016/04/15,45.713
2016/04/16,44.372
2016/04/17,49.219
2016/04/18,47.201
2016/04/19,44.941
2016/04/20,47.648
2016/04/21,45.594
2016/04/22,48.311
2016/04/23,51.027
2016/04/24,44.885
2016/04/25,48.193
2016/04/26,51.891
2016/04/27,48.641
2016/04/28,48.431
2016/04/29,46.796
2016/04/30,65.048
2016/05/01,56.821
2016/05/02,59.202
2016/05/03,54.064
2016/05/04,50.994
2016/05/05,51.051
2016/05/06,59.125
2016/05/07,53.354
2016/05/08,52.42
2016/05/09,57.388
2016/05/10,57.511
2016/05/11,64.88
2016/05/12,66.987
2016/05/13,83.255
2016/05/14,66.214
2016/05/15,47.695
2016/05/16,47.867
2016/05/17,47.817
2016/05/18,50.887
2016/05/19,55.553
2016/05/20,53.665
2016/05/21,46.693
2016/05/22,45.3
2016/05/23,48.555
2016/05/24,50.618
2016/05/25,49.956
2016/05/26,47.753
2016/05/27,53.395
2016/05/28,51.429
2016/05/29,46.133
2016/05/30,46.352
2016/05/31,46.812
2016/06/01,45.648
2016/06/02,43.829
2016/06/03,44.792
2016/06/04,43.708
2016/06/05,43.659
2016/06/06,43.945
2016/06/07,49.082
2016/06/08,58.531
2016/06/09,45.499
2016/06/10,48.492
2016/06/11,46.057
2016/06/12,50.529
2016/06/13,52.19
2016/06/14,55.06
2016/06/15,50.326
2016/06/16,55.867
2016/06/17,69.347
2016/06/18,66.047
2016/06/19,49.367
2016/06/20,51.901
2016/06/21,49.035
2016/06/22,51.494
2016/06/23,49.486
2016/06/24,47.068
2016/06/25,47.887
2016/06/26,44.853
2016/06/27,45.008
2016/06/28,49.596
2016/06/29,47.708
2016/06/30,45.975
2016/07/01,45.83
2016/07/02,43.876
2016/07/03,44.163
2016/07/04,48.043
2016/07/05,58.231
2016/07/06,47.3
2016/07/07,46.826
2016/07/08,45.815
2016/07/09,45.536
2016/07/10,45.898
2016/07/11,46.582
2016/07/12,46.911
2016/07/13,47.339
2016/07/14,47.621
2016/07/15,64.21
2016/07/16,47.515
2016/07/17,47.31
2016/07/18,55.785
2016/07/19,71.732
2016/07/20,78.261
2016/07/21,48.476
2016/07/22,51.07
2016/07/23,50.637
2016/07/24,64.835
2016/07/25,59.236
2016/07/26,68.904
2016/07/27,57.185
2016/07/28,51.93
2016/07/29,49.535
2016/07/30,47.912
2016/07/31,47.614
2016/08/01,49.415
2016/08/02,53.128
2016/08/03,51.173
2016/08/04,46.947
2016/08/05,47.62
2016/08/06,45.085
2016/08/07,45.498
2016/08/08,45.551
2016/08/09,47.342
2016/08/10,50.152
2016/08/11,48.535
2016/08/12,46.122
2016/08/13,45.631
2016/08/14,44.976
2016/08/15,44.628
2016/08/16,43.792
2016/08/17,45.553
2016/08/18,44.469
2016/08/19,44.143
2016/08/20,45.56
2016/08/21,50.433
2016/08/22,47.473
2016/08/23,52.604
2016/08/24,45.155
2016/08/25,45.026
2016/08/26,47.65
2016/08/27,45.411
2016/08/28,45.078
2016/08/29,46.085
2016/08/30,45.276
2016/08/31,46.099
2016/09/01,49.457
2016/09/02,48.639
2016/09/03,46.854
2016/09/04,47.653
2016/09/05,45.294
2016/09/06,45.915
2016/09/07,45.591
2016/09/08,48.458
2016/09/09,45.113
2016/09/10,45.038
2016/09/11,46.067
2016/09/12,46.505
2016/09/13,46.779
2016/09/14,45.602
2016/09/15,44.833
2016/09/16,55.274
2016/09/17,46.966
2016/09/18,51.396
2016/09/19,47.868
2016/09/20,61.401
2016/09/21,62.85
2016/09/22,50.958
2016/09/23,51.737
2016/09/24,48.441
2016/09/25,53.308
2016/09/26,48.778
2016/09/27,47.514
2016/09/28,53.523
2016/09/29,51.663
2016/09/30,46.54
2016/10/01,46.159
2016/10/02,50.771
2016/10/03,45.67
2016/10/04,46.155
2016/10/05,47.833
2016/10/06,47.199
2016/10/07,47.153
2016/10/08,47.624
2016/10/09,55.447
2016/10/10,54.972
2016/10/11,53.444
2016/10/12,55.014
2016/10/13,46.248
2016/10/14,54.25
2016/10/15,47.292
2016/10/16,49.402
2016/10/17,50.497
2016/10/18,55.707
2016/10/19,46.98
2016/10/20,45.548
2016/10/21,45.092
2016/10/22,44.565
2016/10/23,44.229
2016/10/24,45.561
2016/10/25,48.108
2016/10/26,47.141
2016/10/27,47.063
2016/10/28,50.897
2016/10/29,52.309
2016/10/30,55.495
2016/10/31,48.454
2016/11/01,56.825
2016/11/02,62.936
2016/11/03,76.626
2016/11/04,47.426
2016/11/05,46.707
2016/11/06,45.89
2016/11/07,46.234
2016/11/08,46.328
2016/11/09,50.268
2016/11/10,47.43
2016/11/11,54.665
2016/11/12,47.998
2016/11/13,48.046
2016/11/14,46.225
2016/11/15,47.682
2016/11/16,47.856
2016/11/17,53.878
2016/11/18,47.79
2016/11/19,47.206
2016/11/20,46.603
2016/11/21,46.674
2016/11/22,52.895
2016/11/23,52.331
2016/11/24,47.103
2016/11/25,49.255
2016/11/26,46.752
2016/11/27,46.718
2016/11/28,46.938
2016/11/29,48.551
2016/11/30,48.199
2016/12/01,47.682
2016/12/02,55.351
2016/12/03,59.57
2016/12/04,48.863
2016/12/05,53.656
2016/12/06,58.767
2016/12/07,50.126
2016/12/08,50.882
2016/12/09,50.834
2016/12/10,47.449
2016/12/11,49.087
2016/12/12,46.48
2016/12/13,46.66
2016/12/14,46.47
2016/12/15,50.222
2016/12/16,47.643
2016/12/17,53.268
2016/12/18,50.144
2016/12/19,47.39
2016/12/20,47.355
2016/12/21,50.139
2016/12/22,54.531
2016/12/23,62.392
2016/12/24,49.445
2016/12/25,46.078
2016/12/26,45.5
2016/12/27,47.312
2016/12/28,51.763
2016/12/29,57.648
2016/12/30,53.289
2016/12/31,60.779
2017/01/01,48.246
2017/01/02,50.806
2017/01/03,56.649
2017/01/04,64.618
2017/01/05,65.098
2017/01/06,61.484
2017/01/07,52.185
2017/01/08,47.691
2017/01/09,52.791
2017/01/10,53.191
2017/01/11,52.795
2017/01/12,51.889
2017/01/13,46.468
2017/01/14,42.76
2017/01/15,41.958
2017/01/16,42.669
2017/01/17,45.43
2017/01/18,43.507
2017/01/19,44.034
2017/01/20,50.576
2017/01/21,44.886
2017/01/22,45.041
2017/01/23,44.684
2017/01/24,44.322
2017/01/25,45.022
2017/01/26,45.633
2017/01/27,45.419
2017/01/28,43.516
2017/01/29,45.088
2017/01/30,44.233
2017/01/31,47.885
2017/02/01,47.879
2017/02/02,47.633
2017/02/03,50.558
2017/02/04,52.001
2017/02/05,44.818
2017/02/06,49.439
2017/02/07,48.874
2017/02/08,48.233
2017/02/09,49.194
2017/02/10,51.599
2017/02/11,46.146
2017/02/12,48.588
2017/02/13,48.512
2017/02/14,65.359
2017/02/15,69.382
2017/02/16,54.731
2017/02/17,55.82
2017/02/18,54.368
2017/02/19,54.121
2017/02/20,54.802
2017/02/21,62.387
2017/02/22,54.296
2017/02/23,53.788
2017/02/24,66.218
2017/02/25,54.765
2017/02/26,58.098
2017/02/27,74.162
2017/02/28,78.848
2017/03/01,79.76
2017/03/02,87.204
2017/03/03,87.663
2017/03/04,63.299
2017/03/05,58.155
2017/03/06,68.225
2017/03/07,56.562
2017/03/08,56.828
2017/03/09,61.054
2017/03/10,59.759
2017/03/11,64.687
2017/03/12,75.209
2017/03/13,72.479
2017/03/14,50.691
2017/03/15,51.439
2017/03/16,78.285
2017/03/17,59.89
2017/03/18,63.052
2017/03/19,47.22
2017/03/20,48.782
2017/03/21,53.853
2017/03/22,52.013
2017/03/23,52.237
2017/03/24,56.894
2017/03/25,54.105
2017/03/26,51.324
2017/03/27,52.789
2017/03/28,52.614
2017/03/29,55.738
2017/03/30,60.014
2017/03/31,55.402
2017/04/01,49.477
2017/04/02,55.046
2017/04/03,55.439
2017/04/04,46.545
2017/04/05,50.559
2017/04/06,54.494
2017/04/07,44.418
2017/04/08,45.997
2017/04/09,45.929
2017/04/10,47.573
2017/04/11,47.592
2017/04/12,47.1
2017/04/13,45.613
2017/04/14,47.187
2017/04/15,43.178
2017/04/16,41.349
2017/04/17,42.245
2017/04/18,50.955
2017/04/19,52.627
2017/04/20,53.922
2017/04/21,49.44
2017/04/22,48.255
2017/04/23,48.321
2017/04/24,51.092
2017/04/25,49.928
2017/04/26,55.652
2017/04/27,62.966
2017/04/28,64.717
2017/04/29,65.121
2017/04/30,68.824
2017/05/01,78.868
2017/05/02,67.478
2017/05/03,69.869
2017/05/04,72.226
2017/05/05,74.345
2017/05/06,56.925
2017/05/07,62.475
2017/05/08,60.202
2017/05/09,58.432
2017/05/10,58.202
2017/05/11,63.212
2017/05/12,55.541
2017/05/13,48.345
2017/05/14,47.654
2017/05/15,54.048
2017/05/16,59.14
2017/05/17,48.918
2017/05/18,44.706
2017/05/19,54.394
2017/05/20,48.963
2017/05/21,54.241
2017/05/22,70.727
2017/05/23,56.701
2017/05/24,58.192
2017/05/25,57.551
2017/05/26,58.081
2017/05/27,49.512
2017/05/28,48.591
2017/05/29,49.963
2017/05/30,54.513
2017/05/31,67.9
2017/06/01,57.853
2017/06/02,57.314
2017/06/03,55.94
2017/06/04,55.146
2017/06/05,59.782
2017/06/06,64.212
2017/06/07,60.29
2017/06/08,55.737
2017/06/09,57.257
2017/06/10,51.444
2017/06/11,55.561
2017/06/12,72.97
2017/06/13,65.967
2017/06/14,52.992
2017/06/15,57.884
2017/06/16,56.483
2017/06/17,48.008
2017/06/18,47.349
