Date,confirmationtime30trx
2016/05/08,-0.209
2016/05/09,-0.203
2016/05/10,-0.197
2016/05/11,-0.191
2016/05/12,-0.185
2016/05/13,-0.179
2016/05/14,-0.173
2016/05/15,-0.168
2016/05/16,-0.162
2016/05/17,-0.156
2016/05/18,-0.151
2016/05/19,-0.146
2016/05/20,-0.141
2016/05/21,-0.136
2016/05/22,-0.131
2016/05/23,-0.126
2016/05/24,-0.122
2016/05/25,-0.117
2016/05/26,-0.113
2016/05/27,-0.109
2016/05/28,-0.105
2016/05/29,-0.101
2016/05/30,-0.097
2016/05/31,-0.092
2016/06/01,-0.088
2016/06/02,-0.085
2016/06/03,-0.081
2016/06/04,-0.078
2016/06/05,-0.075
2016/06/06,-0.072
2016/06/07,-0.069
2016/06/08,-0.066
2016/06/09,-0.064
2016/06/10,-0.061
2016/06/11,-0.059
2016/06/12,-0.057
2016/06/13,-0.055
2016/06/14,-0.053
2016/06/15,-0.051
2016/06/16,-0.049
2016/06/17,-0.047
2016/06/18,-0.044
2016/06/19,-0.042
2016/06/20,-0.039
2016/06/21,-0.037
2016/06/22,-0.036
2016/06/23,-0.034
2016/06/24,-0.033
2016/06/25,-0.031
2016/06/26,-0.03
2016/06/27,-0.029
2016/06/28,-0.028
2016/06/29,-0.026
2016/06/30,-0.025
2016/07/01,-0.024
2016/07/02,-0.024
2016/07/03,-0.023
2016/07/04,-0.022
2016/07/05,-0.021
2016/07/06,-0.02
2016/07/07,-0.02
2016/07/08,-0.019
2016/07/09,-0.019
2016/07/10,-0.018
2016/07/11,-0.018
2016/07/12,-0.017
2016/07/13,-0.017
2016/07/14,-0.016
2016/07/15,-0.016
2016/07/16,-0.015
2016/07/17,-0.015
2016/07/18,-0.015
2016/07/19,-0.014
2016/07/20,-0.013
2016/07/21,-0.013
2016/07/22,-0.012
2016/07/23,-0.012
2016/07/24,-0.011
2016/07/25,-0.01
2016/07/26,-0.009
2016/07/27,-0.008
2016/07/28,-0.007
2016/07/29,-0.006
2016/07/30,-0.006
2016/07/31,-0.005
2016/08/01,-0.004
2016/08/02,-0.003
2016/08/03,-0.001
2016/08/04,-0.001
2016/08/05,-0.001
2016/08/06,0
2016/08/07,0
2016/08/08,0
2016/08/09,-0.001
2016/08/10,-0.002
2016/08/11,-0.002
2016/08/12,-0.003
2016/08/13,-0.003
2016/08/14,-0.003
2016/08/15,-0.004
2016/08/16,-0.004
2016/08/17,-0.005
2016/08/18,-0.005
2016/08/19,-0.006
2016/08/20,-0.006
2016/08/21,-0.006
2016/08/22,-0.007
2016/08/23,-0.007
2016/08/24,-0.007
2016/08/25,-0.008
2016/08/26,-0.008
2016/08/27,-0.008
2016/08/28,-0.008
2016/08/29,-0.008
2016/08/30,-0.008
2016/08/31,-0.008
2016/09/01,-0.008
2016/09/02,-0.008
2016/09/03,-0.007
2016/09/04,-0.006
2016/09/05,-0.006
2016/09/06,-0.006
2016/09/07,-0.005
2016/09/08,-0.005
2016/09/09,-0.005
2016/09/10,-0.005
2016/09/11,-0.005
2016/09/12,-0.005
2016/09/13,-0.005
2016/09/14,-0.005
2016/09/15,-0.005
2016/09/16,-0.005
2016/09/17,-0.005
2016/09/18,-0.002
2016/09/19,-0.002
2016/09/20,-0.003
2016/09/21,-0.003
2016/09/22,-0.002
2016/09/23,-0.002
2016/09/24,-0.001
2016/09/25,-0.001
2016/09/26,0
2016/09/27,0
2016/09/28,0
2016/09/29,0
2016/09/30,0
2016/10/01,0.001
2016/10/02,0.002
2016/10/03,0.001
2016/10/04,0.001
2016/10/05,0.002
2016/10/06,0.003
2016/10/07,0.004
2016/10/08,0.005
2016/10/09,0.005
2016/10/10,0.005
2016/10/11,0.005
2016/10/12,0.006
2016/10/13,0.006
2016/10/14,0.005
2016/10/15,0.005
2016/10/16,0.005
2016/10/17,0.005
2016/10/18,0.004
2016/10/19,0.005
2016/10/20,0.005
2016/10/21,0.004
2016/10/22,0.003
2016/10/23,0.003
2016/10/24,0.002
2016/10/25,0.002
2016/10/26,0.001
2016/10/27,0
2016/10/28,0
2016/10/29,0.002
2016/10/30,0.003
2016/10/31,0.004
2016/11/01,0.006
2016/11/02,0.007
2016/11/03,0.008
2016/11/04,0.01
2016/11/05,0.012
2016/11/06,0.012
2016/11/07,0.012
2016/11/08,0.011
2016/11/09,0.01
2016/11/10,0.01
2016/11/11,0.009
2016/11/12,0.009
2016/11/13,0.007
2016/11/14,0.006
2016/11/15,0.005
2016/11/16,0.004
2016/11/17,0.003
2016/11/18,0.002
2016/11/19,0
2016/11/20,-0.002
2016/11/21,-0.004
2016/11/22,-0.005
2016/11/23,-0.005
2016/11/24,-0.004
2016/11/25,-0.004
2016/11/26,-0.003
2016/11/27,-0.002
2016/11/28,-0.002
2016/11/29,-0.001
2016/11/30,-0.001
2016/12/01,0
2016/12/02,0
2016/12/03,-0.001
2016/12/04,-0.001
2016/12/05,-0.001
2016/12/06,-0.002
2016/12/07,-0.002
2016/12/08,-0.003
2016/12/09,-0.004
2016/12/10,-0.005
2016/12/11,-0.006
2016/12/12,-0.006
2016/12/13,-0.007
2016/12/14,-0.007
2016/12/15,-0.008
2016/12/16,-0.008
2016/12/17,-0.009
2016/12/18,-0.009
2016/12/19,-0.01
2016/12/20,-0.01
2016/12/21,-0.01
2016/12/22,-0.01
2016/12/23,-0.01
2016/12/24,-0.009
2016/12/25,-0.009
2016/12/26,-0.009
2016/12/27,-0.008
2016/12/28,-0.008
2016/12/29,-0.008
2016/12/30,-0.008
2016/12/31,-0.007
2017/01/01,-0.007
2017/01/02,-0.007
2017/01/03,-0.007
2017/01/04,-0.007
2017/01/05,-0.008
2017/01/06,-0.008
2017/01/07,-0.008
2017/01/08,-0.008
2017/01/09,-0.008
2017/01/10,-0.009
2017/01/11,-0.009
2017/01/12,-0.009
2017/01/13,-0.009
2017/01/14,-0.009
2017/01/15,-0.009
2017/01/16,-0.009
2017/01/17,-0.009
2017/01/18,-0.009
2017/01/19,-0.009
2017/01/20,-0.009
2017/01/21,-0.008
2017/01/22,-0.008
2017/01/23,-0.008
2017/01/24,-0.007
2017/01/25,-0.007
2017/01/26,-0.006
2017/01/27,-0.005
2017/01/28,-0.005
2017/01/29,-0.004
2017/01/30,-0.003
2017/01/31,-0.003
2017/02/01,-0.002
2017/02/02,-0.001
2017/02/03,0
2017/02/04,0
2017/02/05,0.001
2017/02/06,0.001
2017/02/07,0.001
2017/02/08,0.002
2017/02/09,0.002
2017/02/10,0.002
2017/02/11,0.002
2017/02/12,0.003
2017/02/13,0.003
2017/02/14,0.003
2017/02/15,0.003
2017/02/16,0.002
2017/02/17,0.002
2017/02/18,0.003
2017/02/19,0.003
2017/02/20,0.003
2017/02/21,0.003
2017/02/22,0.004
2017/02/23,0.004
2017/02/24,0.005
2017/02/25,0.005
2017/02/26,0.005
2017/02/27,0.006
2017/02/28,0.006
2017/03/01,0.006
2017/03/02,0.006
2017/03/03,0.006
2017/03/04,0.006
2017/03/05,0.006
2017/03/06,0.007
2017/03/07,0.007
2017/03/08,0.007
2017/03/09,0.008
2017/03/10,0.009
2017/03/11,0.01
2017/03/12,0.011
2017/03/13,0.012
2017/03/14,0.013
2017/03/15,0.014
2017/03/16,0.014
2017/03/17,0.015
2017/03/18,0.015
2017/03/19,0.015
2017/03/20,0.015
2017/03/21,0.016
2017/03/22,0.016
2017/03/23,0.016
2017/03/24,0.017
2017/03/25,0.018
2017/03/26,0.018
2017/03/27,0.019
2017/03/28,0.02
2017/03/29,0.02
2017/03/30,0.021
2017/03/31,0.022
2017/04/01,0.022
2017/04/02,0.023
2017/04/03,0.024
2017/04/04,0.025
2017/04/05,0.025
2017/04/06,0.026
2017/04/07,0.027
2017/04/08,0.027
2017/04/09,0.028
2017/04/10,0.03
2017/04/11,0.031
2017/04/12,0.034
2017/04/13,0.036
2017/04/14,0.038
2017/04/15,0.04
2017/04/16,0.042
2017/04/17,0.044
2017/04/18,0.046
2017/04/19,0.048
2017/04/20,0.05
2017/04/21,0.051
2017/04/22,0.052
2017/04/23,0.053
2017/04/24,0.054
2017/04/25,0.055
2017/04/26,0.057
2017/04/27,0.059
2017/04/28,0.061
2017/04/29,0.064
2017/04/30,0.066
2017/05/01,0.069
2017/05/02,0.073
2017/05/03,0.076
2017/05/04,0.079
2017/05/05,0.082
2017/05/06,0.084
2017/05/07,0.086
2017/05/08,0.088
2017/05/09,0.089
2017/05/10,0.091
2017/05/11,0.092
2017/05/12,0.092
2017/05/13,0.093
2017/05/14,0.095
2017/05/15,0.098
2017/05/16,0.101
2017/05/17,0.105
2017/05/18,0.109
2017/05/19,0.113
2017/05/20,0.117
2017/05/21,0.12
2017/05/22,0.124
2017/05/23,0.127
2017/05/24,0.13
2017/05/25,0.132
2017/05/26,0.134
2017/05/27,0.136
2017/05/28,0.138
2017/05/29,0.138
2017/05/30,0.138
2017/05/31,0.137
2017/06/01,0.138
2017/06/02,0.14
2017/06/03,0.143
2017/06/04,0.147
2017/06/05,0.15
2017/06/06,0.154
2017/06/07,0.157
2017/06/08,0.161
2017/06/09,0.164
2017/06/10,0.166
2017/06/11,0.169
2017/06/12,0.17
2017/06/13,0.172
2017/06/14,0.172
2017/06/15,0.173
2017/06/16,0.172
2017/06/17,0.171
2017/06/18,0.17
2017/06/19,0.168
2017/06/20,0.167
2017/06/21,0.169
2017/06/22,0.171
2017/06/23,0.174
2017/06/24,0.178
2017/06/25,0.183
2017/06/26,0.187
2017/06/27,0.191
2017/06/28,0.195
2017/06/29,0.198
2017/06/30,0.201
2017/07/01,0.203
2017/07/02,0.205
2017/07/03,0.205
2017/07/04,0.205
2017/07/05,0.205
2017/07/06,0.205
2017/07/07,0.203
2017/07/08,0.201
2017/07/09,0.199
2017/07/10,0.199
2017/07/11,0.201
2017/07/12,0.206
2017/07/13,0.212
2017/07/14,0.219
2017/07/15,0.227
2017/07/16,0.234
2017/07/17,0.243
2017/07/18,0.251
2017/07/19,0.258
2017/07/20,0.264
2017/07/21,0.27
2017/07/22,0.274
2017/07/23,0.278
2017/07/24,0.281
2017/07/25,0.283
2017/07/26,0.284
2017/07/27,0.284
2017/07/28,0.283
2017/07/29,0.282
2017/07/30,0.28
2017/07/31,0.278
2017/08/01,0.279
2017/08/02,0.284
2017/08/03,0.291
2017/08/04,0.3
2017/08/05,0.31
2017/08/06,0.321
2017/08/07,0.332
2017/08/08,0.342
2017/08/09,0.351
2017/08/10,0.361
2017/08/11,0.369
2017/08/12,0.377
2017/08/13,0.383
2017/08/14,0.388
2017/08/15,0.391
2017/08/16,0.394
2017/08/17,0.395
2017/08/18,0.395
2017/08/19,0.394
2017/08/20,0.392
2017/08/21,0.389
2017/08/22,0.384
2017/08/23,0.379
2017/08/24,0.373
2017/08/25,0.372
2017/08/26,0.375
2017/08/27,0.382
2017/08/28,0.391
2017/08/29,0.402
2017/08/30,0.414
2017/08/31,0.426
2017/09/01,0.439
2017/09/02,0.45
2017/09/03,0.462
2017/09/04,0.472
2017/09/05,0.481
2017/09/06,0.489
2017/09/07,0.496
2017/09/08,0.501
2017/09/09,0.505
2017/09/10,0.508
2017/09/11,0.509
2017/09/12,0.509
2017/09/13,0.508
2017/09/14,0.505
2017/09/15,0.501
2017/09/16,0.496
2017/09/17,0.49
2017/09/18,0.484
2017/09/19,0.476
2017/09/20,0.468
2017/09/21,0.459
2017/09/22,0.455
2017/09/23,0.458
2017/09/24,0.464
2017/09/25,0.475
2017/09/26,0.488
2017/09/27,0.503
2017/09/28,0.519
2017/09/29,0.535
2017/09/30,0.553
2017/10/01,0.569
2017/10/02,0.585
2017/10/03,0.6
2017/10/04,0.613
2017/10/05,0.624
2017/10/06,0.633
2017/10/07,0.641
2017/10/08,0.647
2017/10/09,0.652
2017/10/10,0.654
2017/10/11,0.655
2017/10/12,0.654
2017/10/13,0.651
2017/10/14,0.647
2017/10/15,0.642
2017/10/16,0.623
2017/10/17,0.589
2017/10/18,0.542
2017/10/19,0.486
2017/10/20,0.422
2017/10/21,0.354
2017/10/22,0.282
2017/10/23,0.208
2017/10/24,0.133
2017/10/25,0.059
2017/10/26,-0.015
2017/10/27,-0.101
2017/10/28,-0.198
2017/10/29,-0.302
2017/10/30,-0.412
2017/10/31,-0.524
2017/11/01,-0.624
2017/11/02,-0.711
2017/11/03,-0.789
2017/11/04,-0.856
2017/11/05,-0.915
2017/11/06,-0.967
2017/11/07,-1.011
2017/11/08,-1.049
2017/11/09,-1.081
2017/11/10,-1.107
2017/11/11,-1.129
2017/11/12,-1.146
2017/11/13,-1.159
2017/11/14,-1.168
2017/11/15,-1.173
2017/11/16,-1.175
2017/11/17,-1.174
2017/11/18,-1.17
2017/11/19,-1.164
2017/11/20,-1.156
2017/11/21,-1.145
2017/11/22,-1.132
2017/11/23,-1.118
2017/11/24,-1.102
2017/11/25,-1.085
2017/11/26,-1.066
2017/11/27,-1.046
2017/11/28,-1.025
2017/11/29,-1.003
2017/11/30,-0.98
2017/12/01,-0.956
2017/12/02,-0.932
2017/12/03,-0.907
2017/12/04,-0.879
2017/12/05,-0.85
2017/12/06,-0.819
2017/12/07,-0.788
2017/12/08,-0.756
2017/12/09,-0.725
2017/12/10,-0.694
2017/12/11,-0.663
2017/12/12,-0.632
2017/12/13,-0.601
2017/12/14,-0.571
2017/12/15,-0.541
2017/12/16,-0.512
2017/12/17,-0.485
2017/12/18,-0.458
2017/12/19,-0.432
2017/12/20,-0.405
2017/12/21,-0.379
2017/12/22,-0.354
2017/12/23,-0.331
2017/12/24,-0.31
2017/12/25,-0.291
2017/12/26,-0.275
2017/12/27,-0.259
2017/12/28,-0.245
2017/12/29,-0.231
2017/12/30,-0.217
2017/12/31,-0.204
2018/01/01,-0.193
2018/01/02,-0.181
2018/01/03,-0.169
2018/01/04,-0.156
2018/01/05,-0.142
2018/01/06,-0.127
2018/01/07,-0.112
2018/01/08,-0.097
2018/01/09,-0.082
2018/01/10,-0.067
2018/01/11,-0.052
2018/01/12,-0.038
2018/01/13,-0.024
2018/01/14,-0.012
2018/01/15,0
2018/01/16,0.011
2018/01/17,0.02
2018/01/18,0.028
2018/01/19,0.035
2018/01/20,0.04
2018/01/21,0.043
2018/01/22,0.044
2018/01/23,0.043
2018/01/24,0.041
2018/01/25,0.039
2018/01/26,0.035
2018/01/27,0.03
2018/01/28,0.025
2018/01/29,0.019
2018/01/30,0.014
2018/01/31,0.008
2018/02/01,0.003
2018/02/02,-0.001
2018/02/03,-0.006
2018/02/04,-0.011
2018/02/05,-0.017
2018/02/06,-0.022
2018/02/07,-0.027
2018/02/08,-0.032
2018/02/09,-0.036
2018/02/10,-0.041
2018/02/11,-0.045
2018/02/12,-0.049
2018/02/13,-0.053
2018/02/14,-0.056
2018/02/15,-0.059
2018/02/16,-0.061
2018/02/17,-0.064
2018/02/18,-0.066
2018/02/19,-0.068
2018/02/20,-0.069
2018/02/21,-0.07
2018/02/22,-0.07
2018/02/23,-0.07
2018/02/24,-0.069
2018/02/25,-0.068
2018/02/26,-0.067
2018/02/27,-0.065
2018/02/28,-0.063
2018/03/01,-0.062
2018/03/02,-0.06
2018/03/03,-0.059
2018/03/04,-0.057
2018/03/05,-0.056
2018/03/06,-0.054
2018/03/07,-0.053
2018/03/08,-0.051
2018/03/09,-0.049
2018/03/10,-0.048
2018/03/11,-0.046
2018/03/12,-0.045
2018/03/13,-0.043
2018/03/14,-0.041
2018/03/15,-0.039
2018/03/16,-0.038
2018/03/17,-0.036
2018/03/18,-0.035
2018/03/19,-0.034
2018/03/20,-0.033
2018/03/21,-0.032
2018/03/22,-0.032
2018/03/23,-0.032
2018/03/24,-0.033
2018/03/25,-0.034
2018/03/26,-0.034
2018/03/27,-0.035
2018/03/28,-0.036
2018/03/29,-0.035
2018/03/30,-0.035
2018/03/31,-0.036
2018/04/01,-0.036
2018/04/02,-0.037
2018/04/03,-0.038
2018/04/04,-0.039
2018/04/05,-0.04
2018/04/06,-0.041
2018/04/07,-0.042
2018/04/08,-0.043
2018/04/09,-0.044
2018/04/10,-0.045
2018/04/11,-0.046
2018/04/12,-0.046
2018/04/13,-0.045
2018/04/14,-0.044
2018/04/15,-0.043
2018/04/16,-0.042
2018/04/17,-0.04
2018/04/18,-0.038
2018/04/19,-0.035
2018/04/20,-0.031
2018/04/21,-0.027
2018/04/22,-0.024
2018/04/23,-0.02
2018/04/24,-0.016
2018/04/25,-0.011
2018/04/26,-0.008
2018/04/27,-0.003
2018/04/28,0.001
2018/04/29,0.005
2018/04/30,0.009
2018/05/01,0.014
2018/05/02,0.019
2018/05/03,0.024
2018/05/04,0.029
2018/05/05,0.033
2018/05/06,0.037
2018/05/07,0.041
2018/05/08,0.044
2018/05/09,0.046
2018/05/10,0.049
2018/05/11,0.052
2018/05/12,0.054
2018/05/13,0.055
2018/05/14,0.057
2018/05/15,0.059
2018/05/16,0.061
2018/05/17,0.062
2018/05/18,0.064
2018/05/19,0.066
2018/05/20,0.068
2018/05/21,0.069
2018/05/22,0.071
2018/05/23,0.072
2018/05/24,0.074
2018/05/25,0.076
2018/05/26,0.077
2018/05/27,0.078
2018/05/28,0.078
2018/05/29,0.078
2018/05/30,0.079
2018/05/31,0.079
2018/06/01,0.079
2018/06/02,0.079
2018/06/03,0.079
2018/06/04,0.079
2018/06/05,0.079
2018/06/06,0.078
2018/06/07,0.078
2018/06/08,0.077
2018/06/09,0.076
2018/06/10,0.075
2018/06/11,0.074
2018/06/12,0.073
2018/06/13,0.071
2018/06/14,0.068
2018/06/15,0.065
2018/06/16,0.061
2018/06/17,0.057
2018/06/18,0.052
2018/06/19,0.046
2018/06/20,0.041
2018/06/21,0.036
2018/06/22,0.031
2018/06/23,0.025
2018/06/24,0.02
2018/06/25,0.015
2018/06/26,0.012
2018/06/27,0.008
2018/06/28,0.004
2018/06/29,0.001
2018/06/30,-0.002
2018/07/01,-0.005
2018/07/02,-0.008
2018/07/03,-0.011
2018/07/04,-0.013
2018/07/05,-0.016
2018/07/06,-0.018
2018/07/07,-0.02
2018/07/08,-0.022
2018/07/09,-0.023
2018/07/10,-0.024
2018/07/11,-0.025
2018/07/12,-0.027
2018/07/13,-0.029
2018/07/14,-0.032
2018/07/15,-0.035
2018/07/16,-0.038
2018/07/17,-0.04
2018/07/18,-0.042
2018/07/19,-0.043
2018/07/20,-0.043
2018/07/21,-0.044
2018/07/22,-0.045
2018/07/23,-0.046
2018/07/24,-0.047
2018/07/25,-0.047
2018/07/26,-0.047
2018/07/27,-0.047
2018/07/28,-0.048
2018/07/29,-0.049
2018/07/30,-0.05
2018/07/31,-0.05
2018/08/01,-0.051
2018/08/02,-0.051
2018/08/03,-0.051
2018/08/04,-0.051
2018/08/05,-0.051
2018/08/06,-0.051
2018/08/07,-0.051
2018/08/08,-0.051
2018/08/09,-0.05
2018/08/10,-0.05
2018/08/11,-0.05
2018/08/12,-0.049
2018/08/13,-0.048
2018/08/14,-0.047
2018/08/15,-0.047
2018/08/16,-0.046
2018/08/17,-0.045
2018/08/18,-0.044
2018/08/19,-0.043
2018/08/20,-0.042
2018/08/21,-0.041
2018/08/22,-0.04
2018/08/23,-0.039
2018/08/24,-0.038
2018/08/25,-0.037
2018/08/26,-0.036
2018/08/27,-0.035
2018/08/28,-0.034
2018/08/29,-0.033
2018/08/30,-0.032
2018/08/31,-0.032
2018/09/01,-0.031
2018/09/02,-0.03
2018/09/03,-0.029
2018/09/04,-0.029
2018/09/05,-0.028
2018/09/06,-0.028
2018/09/07,-0.028
2018/09/08,-0.028
2018/09/09,-0.028
2018/09/10,-0.027
2018/09/11,-0.027
2018/09/12,-0.028
2018/09/13,-0.028
2018/09/14,-0.029
2018/09/15,-0.03
2018/09/16,-0.032
2018/09/17,-0.033
2018/09/18,-0.035
2018/09/19,-0.036
2018/09/20,-0.037
2018/09/21,-0.039
2018/09/22,-0.04
2018/09/23,-0.041
2018/09/24,-0.043
2018/09/25,-0.044
2018/09/26,-0.046
2018/09/27,-0.047
2018/09/28,-0.048
2018/09/29,-0.05
2018/09/30,-0.051
2018/10/01,-0.052
2018/10/02,-0.053
2018/10/03,-0.055
2018/10/04,-0.056
2018/10/05,-0.057
2018/10/06,-0.058
2018/10/07,-0.06
2018/10/08,-0.061
2018/10/09,-0.062
2018/10/10,-0.064
2018/10/11,-0.065
2018/10/12,-0.066
2018/10/13,-0.067
2018/10/14,-0.068
2018/10/15,-0.068
2018/10/16,-0.068
2018/10/17,-0.068
2018/10/18,-0.068
2018/10/19,-0.067
2018/10/20,-0.066
2018/10/21,-0.065
2018/10/22,-0.064
2018/10/23,-0.063
2018/10/24,-0.062
2018/10/25,-0.06
2018/10/26,-0.059
2018/10/27,-0.057
2018/10/28,-0.056
2018/10/29,-0.055
2018/10/30,-0.053
2018/10/31,-0.051
2018/11/01,-0.049
2018/11/02,-0.047
2018/11/03,-0.045
2018/11/04,-0.043
2018/11/05,-0.041
2018/11/06,-0.039
2018/11/07,-0.037
2018/11/08,-0.035
2018/11/09,-0.033
2018/11/10,-0.032
2018/11/11,-0.03
2018/11/12,-0.029
2018/11/13,-0.028
2018/11/14,-0.026
2018/11/15,-0.025
2018/11/16,-0.024
2018/11/17,-0.023
2018/11/18,-0.022
2018/11/19,-0.021
2018/11/20,-0.019
2018/11/21,-0.018
2018/11/22,-0.016
2018/11/23,-0.015
2018/11/24,-0.014
2018/11/25,-0.014
2018/11/26,-0.013
2018/11/27,-0.011
2018/11/28,-0.01
2018/11/29,-0.009
2018/11/30,-0.008
2018/12/01,-0.006
2018/12/02,-0.005
2018/12/03,-0.004
2018/12/04,-0.002
2018/12/05,-0.001
2018/12/06,0.001
2018/12/07,0.003
2018/12/08,0.004
2018/12/09,0.006
2018/12/10,0.006
2018/12/11,0.007
2018/12/12,0.008
2018/12/13,0.009
2018/12/14,0.009
2018/12/15,0.01
2018/12/16,0.01
2018/12/17,0.011
2018/12/18,0.013
2018/12/19,0.015
2018/12/20,0.018
2018/12/21,0.021
2018/12/22,0.025
2018/12/23,0.028
2018/12/24,0.031
2018/12/25,0.034
2018/12/26,0.036
2018/12/27,0.038
2018/12/28,0.04
2018/12/29,0.042
2018/12/30,0.044
2018/12/31,0.046
2019/01/01,0.047
2019/01/02,0.048
2019/01/03,0.051
2019/01/04,0.055
2019/01/05,0.06
2019/01/06,0.066
2019/01/07,0.071
2019/01/08,0.077
2019/01/09,0.083
2019/01/10,0.09
2019/01/11,0.096
2019/01/12,0.102
2019/01/13,0.108
2019/01/14,0.113
2019/01/15,0.117
2019/01/16,0.122
2019/01/17,0.126
2019/01/18,0.13
2019/01/19,0.133
2019/01/20,0.135
2019/01/21,0.14
2019/01/22,0.147
2019/01/23,0.155
2019/01/24,0.165
2019/01/25,0.175
2019/01/26,0.186
2019/01/27,0.197
2019/01/28,0.21
2019/01/29,0.222
2019/01/30,0.235
2019/01/31,0.247
2019/02/01,0.26
2019/02/02,0.271
2019/02/03,0.283
2019/02/04,0.293
2019/02/05,0.302
2019/02/06,0.311
2019/02/07,0.319
2019/02/08,0.325
2019/02/09,0.331
2019/02/10,0.339
2019/02/11,0.352
2019/02/12,0.366
2019/02/13,0.382
2019/02/14,0.4
2019/02/15,0.418
2019/02/16,0.436
2019/02/17,0.454
2019/02/18,0.471
2019/02/19,0.486
2019/02/20,0.5
2019/02/21,0.512
2019/02/22,0.522
2019/02/23,0.53
2019/02/24,0.536
2019/02/25,0.542
2019/02/26,0.545
2019/02/27,0.547
2019/02/28,0.546
2019/03/01,0.535
2019/03/02,0.515
2019/03/03,0.486
2019/03/04,0.451
2019/03/05,0.412
2019/03/06,0.369
2019/03/07,0.325
2019/03/08,0.279
2019/03/09,0.232
2019/03/10,0.185
2019/03/11,0.139
2019/03/12,0.093
2019/03/13,0.049
2019/03/14,0.007
2019/03/15,-0.034
2019/03/16,-0.074
2019/03/17,-0.111
2019/03/18,-0.147
2019/03/19,-0.18
2019/03/20,-0.211
2019/03/21,-0.24
2019/03/22,-0.267
2019/03/23,-0.291
2019/03/24,-0.314
2019/03/25,-0.335
2019/03/26,-0.354
2019/03/27,-0.371
2019/03/28,-0.386
2019/03/29,-0.4
2019/03/30,-0.411
2019/03/31,-0.421
2019/04/01,-0.43
2019/04/02,-0.437
2019/04/03,-0.442
2019/04/04,-0.447
2019/04/05,-0.45
2019/04/06,-0.452
2019/04/07,-0.453
2019/04/08,-0.454
2019/04/09,-0.453
2019/04/10,-0.452
2019/04/11,-0.45
2019/04/12,-0.447
2019/04/13,-0.444
2019/04/14,-0.44
2019/04/15,-0.435
2019/04/16,-0.43
2019/04/17,-0.424
2019/04/18,-0.418
2019/04/19,-0.411
2019/04/20,-0.404
2019/04/21,-0.396
2019/04/22,-0.388
2019/04/23,-0.38
2019/04/24,-0.371
2019/04/25,-0.363
2019/04/26,-0.354
2019/04/27,-0.346
