Date,sentinusd7emaUSD
2017/02/01,11084781
2017/02/02,11580166
2017/02/03,13080798
2017/02/04,14770575
2017/02/05,13160429
2017/02/06,13720863
2017/02/07,13914388
2017/02/08,13814604
2017/02/09,14067632
2017/02/10,15071991
2017/02/11,13937229
2017/02/12,13874048
2017/02/13,13801417
2017/02/14,21046075
2017/02/15,29201222
2017/02/16,29492041
2017/02/17,30341836
2017/02/18,30327968
2017/02/19,30211587
2017/02/20,30450966
2017/02/21,34750853
2017/02/22,34578589
2017/02/23,34219428
2017/02/24,42339310
2017/02/25,42372243
2017/02/26,44983443
2017/02/27,67208490
2017/02/28,94751395
2017/03/01,117917919
2017/03/02,166723723
2017/03/03,206278863
2017/03/04,206528093
2017/03/05,198020983
2017/03/06,223124432
2017/03/07,216901715
2017/03/08,213072899
2017/03/09,223996323
2017/03/10,229352718
2017/03/11,250693429
2017/03/12,322452503
2017/03/13,369726685
2017/03/14,333223528
2017/03/15,309273453
2017/03/16,550413014
2017/03/17,597592860
2017/03/18,678188319
2017/03/19,560102793
2017/03/20,491671426
2017/03/21,509765569
2017/03/22,500310452
2017/03/23,496147845
2017/03/24,556122480
2017/03/25,570131612
2017/03/26,548849739
2017/03/27,550710828
2017/03/28,550278355
2017/03/29,586105361
2017/03/30,667428557
2017/03/31,684849178
2017/04/01,634860182
2017/04/02,665191300
2017/04/03,692983645
2017/04/04,611561489
2017/04/05,598549681
2017/04/06,640175571
2017/04/07,535400564
2017/04/08,476781497
2017/04/09,431848381
2017/04/10,417184885
2017/04/11,406399302
2017/04/12,392672694
2017/04/13,365855364
2017/04/14,360222199
2017/04/15,312868665
2017/04/16,256493569
2017/04/17,221308911
2017/04/18,271466361
2017/04/19,325726488
2017/04/20,379154934
2017/04/21,380010794
2017/04/22,369892701
2017/04/23,362835744
2017/04/24,379500879
2017/04/25,383135853
2017/04/26,432494637
2017/04/27,544322692
2017/04/28,649099916
2017/04/29,732438166
2017/04/30,840751290
2017/05/01,1112387785
2017/05/02,1223476012
2017/05/03,1354065419
2017/05/04,1502669619
2017/05/05,1663791077
2017/05/06,1599638212
2017/05/07,1659959184
2017/05/08,1675684466
2017/05/09,1664668162
2017/05/10,1653561473
2017/05/11,1736702234
2017/05/12,1701192673
2017/05/13,1563093777
2017/05/14,1447937425
2017/05/15,1466287629
2017/05/16,1579245924
2017/05/17,1490256420
2017/05/18,1335602434
2017/05/19,1421029682
2017/05/20,1366695029
2017/05/21,1452940755
2017/05/22,2159906583
2017/05/23,2280655310
2017/05/24,2439569403
2017/05/25,2538235371
2017/05/26,2634130459
2017/05/27,2424303709
2017/05/28,2233300065
2017/05/29,2136074883
2017/05/30,2223255340
2017/05/31,2970548524
2017/06/01,3157395691
2017/06/02,3275454502
2017/06/03,3310034572
2017/06/04,3305874339
2017/06/05,3529765089
2017/06/06,3950144429
2017/06/07,4126995937
2017/06/08,4087688354
2017/06/09,4133353109
2017/06/10,3937891555
2017/06/11,3985964358
2017/06/12,5395026297
2017/06/13,6106312192
2017/06/14,5821330064
2017/06/15,6056433889
2017/06/16,6133425969
2017/06/17,5518399873
2017/06/18,4999138971
2017/06/19,4742129547
2017/06/20,4863571025
2017/06/21,4128110296
2017/06/22,3779075258
2017/06/23,3666994066
2017/06/24,3657139366
2017/06/25,3044645044
2017/06/26,2973414615
2017/06/27,2943850737
2017/06/28,2970830843
2017/06/29,3082414509
2017/06/30,3038789098
2017/07/01,2884803825
2017/07/02,2635806558
2017/07/03,3695215266
2017/07/04,4162325141
2017/07/05,3585522069
2017/07/06,3242365371
2017/07/07,3011164152
2017/07/08,2710024095
2017/07/09,2241575212
2017/07/10,2285648764
2017/07/11,2343764958
2017/07/12,2411862687
2017/07/13,2942954117
2017/07/14,3439685890
2017/07/15,3709980991
2017/07/16,3782238190
2017/07/17,3819207270
2017/07/18,4195714104
2017/07/19,4437681566
2017/07/20,4444702119
2017/07/21,4505028646
2017/07/22,3634554522
2017/07/23,3120718066
2017/07/24,3519712534
2017/07/25,3860257556
2017/07/26,3844649235
2017/07/27,3948287314
2017/07/28,4166306601
2017/07/29,4164465559
2017/07/30,3829201309
2017/07/31,3301356295
2017/08/01,2993647420
2017/08/02,2741370714
2017/08/03,2477121534
2017/08/04,2292983551
2017/08/05,2262078419
2017/08/06,2261507235
2017/08/07,2346957769
2017/08/08,2528968475
2017/08/09,2727221291
2017/08/10,3791443254
2017/08/11,6346221053
2017/08/12,6929528076
2017/08/13,7444174635
2017/08/14,7401125003
2017/08/15,6944887406
2017/08/16,6340683246
2017/08/17,5907754033
2017/08/18,5604152858
2017/08/19,5061381320
2017/08/20,4535400877
2017/08/21,4394710223
2017/08/22,4182385155
2017/08/23,4176803819
2017/08/24,4085961349
2017/08/25,3922167695
2017/08/26,3383609276
2017/08/27,4185749462
2017/08/28,5554287617
2017/08/29,6063341457
2017/08/30,7937647991
2017/08/31,7548631522
2017/09/01,7184075450
2017/09/02,6622961271
2017/09/03,5894534831
2017/09/04,5708569255
2017/09/05,5476585125
2017/09/06,5454572425
2017/09/07,5042577482
2017/09/08,4841357212
2017/09/09,5124461114
2017/09/10,5095234276
2017/09/11,4932011027
2017/09/12,4845080943
2017/09/13,4302339281
2017/09/14,4174460182
2017/09/15,4182306827
2017/09/16,3778282757
2017/09/17,3584638924
2017/09/18,4014873195
2017/09/19,4070284533
2017/09/20,3738365733
2017/09/21,3443214549
2017/09/22,3132742013
2017/09/23,2862001350
2017/09/24,2612823780
2017/09/25,2562601947
2017/09/26,2545181903
2017/09/27,2578766684
2017/09/28,2665050082
2017/09/29,2597046860
2017/09/30,2428882918
2017/10/01,2158110145
2017/10/02,2144808802
2017/10/03,3257995660
2017/10/04,3537157321
2017/10/05,3340970885
2017/10/06,3210837082
2017/10/07,2985813014
2017/10/08,2900459028
2017/10/09,2952610757
2017/10/10,3041320149
2017/10/11,3020574207
2017/10/12,3095898624
2017/10/13,3454484230
2017/10/14,3445762886
2017/10/15,3348195485
2017/10/16,3140290698
2017/10/17,3255376512
2017/10/18,3552315090
2017/10/19,3620545304
2017/10/20,3585986329
2017/10/21,3466170367
2017/10/22,3284344029
2017/10/23,3376389539
2017/10/24,3483956243
2017/10/25,3364841062
2017/10/26,3245266232
2017/10/27,2433949674
2017/10/28,1825462255
2017/10/29,1369096691
2017/10/30,1026822519
2017/10/31,770116889
2017/11/01,1617698168
2017/11/02,2331256419
2017/11/03,2677531167
2017/11/04,2640712339
2017/11/05,2571654389
2017/11/06,2647867817
2017/11/07,2576193101
2017/11/08,2784238905
2017/11/09,3554813977
2017/11/10,3717052488
2017/11/11,3749832946
2017/11/12,4141785049
2017/11/13,3989630139
2017/11/14,3886965916
2017/11/15,4311294270
2017/11/16,4491875068
2017/11/17,4650891429
2017/11/18,4556083686
2017/11/19,4541167409
2017/11/20,4921916761
2017/11/21,5187083479
2017/11/22,5416999645
2017/11/23,5670634463
2017/11/24,5735759192
2017/11/25,6188593283
2017/11/26,6434688514
2017/11/27,7172998762
2017/11/28,8231990267
2017/11/29,9425854926
2017/11/30,9873543094
2017/12/01,9768385110
2017/12/02,9925986770
2017/12/03,9926744503
2017/12/04,9832991963
2017/12/05,8511482234
2017/12/06,7949603144
2017/12/07,7124449144
2017/12/08,6362335170
2017/12/09,5560337153
2017/12/10,4884306345
2017/12/11,4428042035
2017/12/12,5144111668
2017/12/13,5628468092
2017/12/14,6378389126
2017/12/15,6475269560
2017/12/16,6296215868
2017/12/17,6168690123
2017/12/18,6220944395
2017/12/19,6986100393
2017/12/20,7837468338
2017/12/21,8558094655
2017/12/22,8870140008
2017/12/23,8388029981
2017/12/24,7521465403
2017/12/25,6764165579
2017/12/26,6723183351
2017/12/27,6946601582
2017/12/28,7446148174
2017/12/29,8297149409
2017/12/30,9099025128
2017/12/31,8457353087
2018/01/01,7892481646
2018/01/02,8894188959
2018/01/03,9773659682
2018/01/04,12144514835
2018/01/05,13650133572
2018/01/06,14078755623
2018/01/07,13883834997
2018/01/08,14784135923
2018/01/09,15997871059
2018/01/10,17741350307
2018/01/11,18145297474
2018/01/12,17478234509
2018/01/13,16353373077
2018/01/14,20659754361
2018/01/15,19398943600
2018/01/16,18884319878
2018/01/17,17988123726
2018/01/18,17095637354
2018/01/19,15221258599
2018/01/20,13611409268
2018/01/21,12234363949
2018/01/22,11475221727
2018/01/23,10727990302
2018/01/24,10233963172
2018/01/25,8774829774
2018/01/26,9194851008
2018/01/27,8633455711
2018/01/28,8651144926
2018/01/29,8860339303
2018/01/30,9067418686
2018/01/31,9061749949
2018/02/01,9099862319
2018/02/02,9413529897
2018/02/03,8552220511
2018/02/04,7568142361
2018/02/05,7076038263
2018/02/06,6821025864
2018/02/07,6520874266
2018/02/08,5634617853
2018/02/09,5298565358
2018/02/10,5233676202
2018/02/11,4750245337
2018/02/12,4561500006
2018/02/13,4786029013
2018/02/14,4672027524
2018/02/15,4786774104
2018/02/16,4607357912
2018/02/17,4467803676
2018/02/18,4333571451
2018/02/19,4147754341
2018/02/20,4157234850
2018/02/21,4064610484
2018/02/22,4226714651
2018/02/23,3837897395
2018/02/24,3492565536
2018/02/25,3014751884
2018/02/26,2792308684
2018/02/27,2435357856
2018/02/28,2168360483
2018/03/01,1995624007
2018/03/02,1833501957
2018/03/03,1599700248
2018/03/04,1430159225
2018/03/05,1413703753
2018/03/06,1468149060
2018/03/07,1490411454
2018/03/08,1427904653
2018/03/09,1382963257
2018/03/10,1244196158
2018/03/11,1124457671
2018/03/12,1111083626
2018/03/13,1307761515
2018/03/14,1300024938
2018/03/15,1258397060
2018/03/16,1155310818
2018/03/17,1047400368
2018/03/18,1149706060
2018/03/19,1176750727
2018/03/20,1142870902
2018/03/21,1110691665
2018/03/22,1045435184
2018/03/23,1048976535
2018/03/24,947916556
2018/03/25,840551909
2018/03/26,874598653
2018/03/27,944142876
2018/03/28,986237685
2018/03/29,1006881491
2018/03/30,979188334
2018/03/31,885552071
2018/04/01,785518353
2018/04/02,728071575
2018/04/03,714308508
2018/04/04,689578342
2018/04/05,639945627
2018/04/06,602712825
2018/04/07,536842254
2018/04/08,526096554
2018/04/09,552139346
2018/04/10,541770182
2018/04/11,562231097
2018/04/12,676861803
2018/04/13,788386450
2018/04/14,712818868
2018/04/15,686932302
2018/04/16,694192561
2018/04/17,706072626
2018/04/18,754793506
2018/04/19,812777341
2018/04/20,927881100
2018/04/21,952824187
2018/04/22,910896921
2018/04/23,1177709534
2018/04/24,1352015115
2018/04/25,1420397966
2018/04/26,1385330346
2018/04/27,1389235144
2018/04/28,1345847445
2018/04/29,1293579548
2018/04/30,1313942069
2018/05/01,1295482294
2018/05/02,1425012553
2018/05/03,1595486198
2018/05/04,1703136343
2018/05/05,1628985504
2018/05/06,1524493563
2018/05/07,1692853499
2018/05/08,1665820927
2018/05/09,1662337111
2018/05/10,1651957597
2018/05/11,1623235849
2018/05/12,1486970706
2018/05/13,1323969426
2018/05/14,1383321967
2018/05/15,1394847245
2018/05/16,1340082044
2018/05/17,1304012274
2018/05/18,1260177742
2018/05/19,1157072119
2018/05/20,1093808362
2018/05/21,1113681001
2018/05/22,1212384192
2018/05/23,1330575286
2018/05/24,1309263346
2018/05/25,1252515923
2018/05/26,1137747442
2018/05/27,1137642979
2018/05/28,1222295137
2018/05/29,1221128478
2018/05/30,1221884674
2018/05/31,1241979198
2018/06/01,1288837815
2018/06/02,1158213043
2018/06/03,1040192069
2018/06/04,1086156964
2018/06/05,1122974306
2018/06/06,1181723584
2018/06/07,1213375460
2018/06/08,1259886393
2018/06/09,1125324738
2018/06/10,1095307997
2018/06/11,1109044858
2018/06/12,1219948223
2018/06/13,1408495821
2018/06/14,1558751656
2018/06/15,1619128835
2018/06/16,1414577560
2018/06/17,1209261551
2018/06/18,1106730842
2018/06/19,1085787056
2018/06/20,1088589431
2018/06/21,1064827518
2018/06/22,1093557393
2018/06/23,971926427
2018/06/24,953719619
2018/06/25,991441163
2018/06/26,962394822
2018/06/27,932138999
2018/06/28,895490144
2018/06/29,898123709
2018/06/30,813493273
2018/07/01,723864012
2018/07/02,706830610
2018/07/03,743327128
2018/07/04,738921154
2018/07/05,748516818
2018/07/06,748174793
2018/07/07,692233078
2018/07/08,673918663
2018/07/09,716063821
2018/07/10,751891748
2018/07/11,720293077
2018/07/12,682054875
2018/07/13,647473984
2018/07/14,586477558
2018/07/15,527805897
2018/07/16,596599790
2018/07/17,662659567
2018/07/18,750110400
2018/07/19,759202667
2018/07/20,772200215
2018/07/21,704317369
2018/07/22,648418127
2018/07/23,674296970
2018/07/24,708041038
2018/07/25,712186849
2018/07/26,681902434
2018/07/27,669389074
2018/07/28,595178998
2018/07/29,535996777
2018/07/30,581183780
2018/07/31,749249879
2018/08/01,721706173
2018/08/02,708117641
2018/08/03,666921507
2018/08/04,599028127
2018/08/05,540227253
2018/08/06,530561765
2018/08/07,537154935
2018/08/08,592116701
2018/08/09,589015484
2018/08/10,604701384
2018/08/11,585816031
2018/08/12,520878998
2018/08/13,583463862
2018/08/14,645124514
2018/08/15,651396616
2018/08/16,600261108
2018/08/17,590270188
2018/08/18,526972844
2018/08/19,453681482
2018/08/20,446391268
2018/08/21,437014879
2018/08/22,450022692
2018/08/23,437781448
2018/08/24,427414645
2018/08/25,396039785
2018/08/26,364248613
2018/08/27,384931636
2018/08/28,393464440
2018/08/29,409532616
2018/08/30,408215678
2018/08/31,411971007
2018/09/01,393999924
2018/09/02,363074379
2018/09/03,402530093
2018/09/04,512615450
2018/09/05,548599987
2018/09/06,583578292
2018/09/07,580973144
2018/09/08,548121252
2018/09/09,518788795
2018/09/10,510284714
2018/09/11,501450670
2018/09/12,542649004
2018/09/13,522570212
2018/09/14,505758949
2018/09/15,458036881
2018/09/16,409945455
2018/09/17,411029303
2018/09/18,400740260
2018/09/19,381712127
2018/09/20,385923634
2018/09/21,456905571
2018/09/22,437171848
2018/09/23,412248784
2018/09/24,420873384
2018/09/25,416544257
2018/09/26,411615544
2018/09/27,399873191
2018/09/28,395494562
2018/09/29,377515326
2018/09/30,361788485
2018/10/01,343605588
2018/10/02,320438432
2018/10/03,328438664
2018/10/04,335774624
2018/10/05,334536096
2018/10/06,312106687
2018/10/07,288807475
2018/10/08,309266906
2018/10/09,313214699
2018/10/10,318891954
2018/10/11,395560722
2018/10/12,395805333
2018/10/13,356368349
2018/10/14,325407283
2018/10/15,419569217
2018/10/16,433155244
2018/10/17,426351580
2018/10/18,441894271
2018/10/19,416809071
2018/10/20,386689181
2018/10/21,392132031
2018/10/22,376116242
2018/10/23,369330287
2018/10/24,361074632
2018/10/25,382942528
2018/10/26,375026010
2018/10/27,331954021
2018/10/28,300827830
2018/10/29,325231808
2018/10/30,325944853
2018/10/31,330394444
2018/11/01,328207262
2018/11/02,340710589
2018/11/03,310337924
2018/11/04,310650318
2018/11/05,356273429
2018/11/06,366757474
2018/11/07,392140037
2018/11/08,387140989
2018/11/09,378027564
2018/11/10,342511970
2018/11/11,316185210
2018/11/12,336035989
2018/11/13,341425863
2018/11/14,403780738
2018/11/15,444348770
2018/11/16,433252810
2018/11/17,386052136
2018/11/18,373693029
2018/11/19,474250704
2018/11/20,553212320
2018/11/21,543569204
2018/11/22,495855230
2018/11/23,465993854
2018/11/24,419394228
2018/11/25,424125512
2018/11/26,414923015
2018/11/27,387486674
2018/11/28,389583296
2018/11/29,400373999
2018/11/30,802118225
2018/12/01,1053112163
2018/12/02,831505397
2018/12/03,687465538
2018/12/04,578560746
2018/12/05,511485391
2018/12/06,479045949
2018/12/07,466928982
2018/12/08,412148565
2018/12/09,364882573
2018/12/10,331809934
2018/12/11,306732934
2018/12/12,283123710
2018/12/13,279561856
2018/12/14,267879649
2018/12/15,239491568
2018/12/16,218360803
2018/12/17,241909563
2018/12/18,258627863
2018/12/19,307429392
2018/12/20,351042486
2018/12/21,392141397
2018/12/22,353138264
2018/12/23,361354479
2018/12/24,415737052
2018/12/25,390408674
2018/12/26,363420837
2018/12/27,361068961
2018/12/28,363808123
2018/12/29,404373575
2018/12/30,359518809
2018/12/31,341582547
2019/01/01,313000455
2019/01/02,337288861
2019/01/03,348068641
2019/01/04,407227862
2019/01/05,471508609
2019/01/06,447351230
2019/01/07,437227847
2019/01/08,416442084
2019/01/09,395863102
2019/01/10,404913281
2019/01/11,427472523
2019/01/12,367672932
2019/01/13,330002017
2019/01/14,353066617
2019/01/15,340771115
2019/01/16,336855885
2019/01/17,318429385
2019/01/18,292631624
2019/01/19,264601281
2019/01/20,250675660
2019/01/21,241900871
2019/01/22,235629390
2019/01/23,235265547
2019/01/24,245852231
2019/01/25,241698391
2019/01/26,218927564
2019/01/27,217908818
2019/01/28,250165308
2019/01/29,247708831
2019/01/30,249408209
2019/01/31,250690850
2019/02/01,240139451
2019/02/02,212843305
2019/02/03,194762487
2019/02/04,173605602
2019/02/05,156611945
2019/02/06,162954244
2019/02/07,160095907
2019/02/08,179400925
2019/02/09,169012901
2019/02/10,169741140
2019/02/11,185168426
2019/02/12,185345655
2019/02/13,194347928
2019/02/14,196693761
2019/02/15,195928782
2019/02/16,180131260
2019/02/17,190481337
2019/02/18,249189859
2019/02/19,289025144
2019/02/20,298117912
2019/02/21,301875310
2019/02/22,304279156
2019/02/23,286028274
2019/02/24,325542163
2019/02/25,373391928
2019/02/26,344520038
2019/02/27,358282878
2019/02/28,349410401
2019/03/01,325451435
2019/03/02,293789813
2019/03/03,276858618
2019/03/04,287380053
2019/03/05,292228074
2019/03/06,294953385
2019/03/07,294670566
2019/03/08,303377760
2019/03/09,290029214
2019/03/10,275972724
2019/03/11,289656603
2019/03/12,296090934
2019/03/13,290458133
2019/03/14,293368530
2019/03/15,293922923
2019/03/16,288505979
2019/03/17,277322089
2019/03/18,297989149
2019/03/19,289263467
2019/03/20,317014532
2019/03/21,323668270
2019/03/22,313583810
2019/03/23,323006344
2019/03/24,303076432
2019/03/25,324441399
2019/03/26,328760359
2019/03/27,325806455
2019/03/28,325099809
2019/03/29,334801099
2019/03/30,341292525
2019/03/31,332598163
2019/04/01,336485752
2019/04/02,409947691
2019/04/03,484310710
2019/04/04,479962129
2019/04/05,469889590
2019/04/06,429746296
2019/04/07,423853918
2019/04/08,488755688
2019/04/09,514867084
2019/04/10,513849731
2019/04/11,508788340
2019/04/12,484782078
2019/04/13,427195866
2019/04/14,391243084
2019/04/15,398803477
2019/04/16,389735748
2019/04/17,385191500
2019/04/18,402488899
2019/04/19,401554705
2019/04/20,382817527
2019/04/21,372506628
2019/04/22,382164849
2019/04/23,405878754
2019/04/24,448978676
2019/04/25,465724716
2019/04/26,524941672
2019/04/27,469085708
2019/04/28,443932427
2019/04/29,452961665
2019/04/30,457414022
2019/05/01,448584986
2019/05/02,421031082
2019/05/03,420881884
2019/05/04,397091283
2019/05/05,374061897
2019/05/06,405726488
2019/05/07,453901674
2019/05/08,473330766
2019/05/09,475609381
2019/05/10,480256011
2019/05/11,570507291
2019/05/12,565633337
2019/05/13,616467705
2019/05/14,644971920
2019/05/15,739114720
2019/05/16,1014758078
2019/05/17,1036124332
2019/05/18,913129011
2019/05/19,835896187
2019/05/20,823599706
