Date,fee_to_reward90rsiUSD
2016/08/23,51.901
2016/08/24,49.714
2016/08/25,49.853
2016/08/26,49.815
2016/08/27,49.639
2016/08/28,49.504
2016/08/29,49.704
2016/08/30,49.863
2016/08/31,49.728
2016/09/01,49.844
2016/09/02,50.527
2016/09/03,49.608
2016/09/04,50.768
2016/09/05,49.653
2016/09/06,49.936
2016/09/07,49.947
2016/09/08,50.333
2016/09/09,50.354
2016/09/10,49.595
2016/09/11,49.631
2016/09/12,49.986
2016/09/13,49.756
2016/09/14,50.044
2016/09/15,50.058
2016/09/16,50.651
2016/09/17,50.001
2016/09/18,49.826
2016/09/19,49.451
2016/09/20,49.846
2016/09/21,49.721
2016/09/22,51.399
2016/09/23,50.538
2016/09/24,51.681
2016/09/25,51.383
2016/09/26,53.959
2016/09/27,52.483
2016/09/28,51.525
2016/09/29,50.163
2016/09/30,50.157
2016/10/01,52.166
2016/10/02,51.865
2016/10/03,51.196
2016/10/04,52.232
2016/10/05,50.96
2016/10/06,50.395
2016/10/07,50.193
2016/10/08,50.421
2016/10/09,50.824
2016/10/10,50.595
2016/10/11,49.906
2016/10/12,50.071
2016/10/13,52.76
2016/10/14,51.468
2016/10/15,51.288
2016/10/16,51.087
2016/10/17,51.352
2016/10/18,52.359
2016/10/19,52.095
2016/10/20,50.328
2016/10/21,49.925
2016/10/22,49.289
2016/10/23,49.242
2016/10/24,50.261
2016/10/25,50.041
2016/10/26,49.643
2016/10/27,49.581
2016/10/28,49.728
2016/10/29,49.563
2016/10/30,49.413
2016/10/31,49.557
2016/11/01,50.052
2016/11/02,49.398
2016/11/03,49.417
2016/11/04,49.023
2016/11/05,49.154
2016/11/06,49.075
2016/11/07,49.307
2016/11/08,49.479
2016/11/09,49.741
2016/11/10,49.747
2016/11/11,50.122
2016/11/12,49.46
2016/11/13,49.608
2016/11/14,49.875
2016/11/15,49.837
2016/11/16,49.713
2016/11/17,49.5
2016/11/18,49.606
2016/11/19,49.281
2016/11/20,49.539
2016/11/21,49.73
2016/11/22,49.939
2016/11/23,52.137
2016/11/24,50.88
2016/11/25,50.822
2016/11/26,51.591
2016/11/27,53.409
2016/11/28,53.721
2016/11/29,52.845
2016/11/30,49.595
2016/12/01,49.196
2016/12/02,49.241
2016/12/03,49.119
2016/12/04,49.18
2016/12/05,49.447
2016/12/06,49.59
2016/12/07,49.623
2016/12/08,49.645
2016/12/09,49.431
2016/12/10,49.301
2016/12/11,49.733
2016/12/12,49.444
2016/12/13,49.406
2016/12/14,49.625
2016/12/15,49.629
2016/12/16,49.391
2016/12/17,49.508
2016/12/18,49.219
2016/12/19,49.759
2016/12/20,50.168
2016/12/21,50.775
2016/12/22,49.93
2016/12/23,49.38
2016/12/24,49.142
2016/12/25,49.015
2016/12/26,48.969
2016/12/27,49.804
2016/12/28,49.494
2016/12/29,50.02
2016/12/30,50.262
2016/12/31,49.337
2017/01/01,49.113
2017/01/02,49.3
2017/01/03,50.041
2017/01/04,49.957
2017/01/05,49.696
2017/01/06,49.506
2017/01/07,49.401
2017/01/08,49.597
2017/01/09,49.775
2017/01/10,49.986
2017/01/11,49.709
2017/01/12,49.866
2017/01/13,49.772
2017/01/14,49.332
2017/01/15,49.397
2017/01/16,49.579
2017/01/17,50.062
2017/01/18,49.677
2017/01/19,49.46
2017/01/20,49.691
2017/01/21,49.46
2017/01/22,49.814
2017/01/23,49.768
2017/01/24,50.206
2017/01/25,49.959
2017/01/26,49.837
2017/01/27,49.821
2017/01/28,49.64
2017/01/29,49.468
2017/01/30,49.569
2017/01/31,49.551
2017/02/01,50.021
2017/02/02,49.815
2017/02/03,49.715
2017/02/04,49.595
2017/02/05,49.76
2017/02/06,49.831
2017/02/07,50.621
2017/02/08,50.424
2017/02/09,50.211
2017/02/10,50.645
2017/02/11,50.02
2017/02/12,50.165
2017/02/13,51.746
2017/02/14,50.88
2017/02/15,51.993
2017/02/16,50.031
2017/02/17,50.02
2017/02/18,50.468
2017/02/19,49.833
2017/02/20,50.173
2017/02/21,51.204
2017/02/22,50.957
2017/02/23,50.339
2017/02/24,50.186
2017/02/25,50.406
2017/02/26,49.971
2017/02/27,50.465
2017/02/28,50.843
2017/03/01,51.02
2017/03/02,51.159
2017/03/03,50.537
2017/03/04,50.241
2017/03/05,50.269
2017/03/06,50.144
2017/03/07,50.356
2017/03/08,50.036
2017/03/09,50.869
2017/03/10,51.154
2017/03/11,50.65
2017/03/12,50.742
2017/03/13,52.782
2017/03/14,52.716
2017/03/15,51.819
2017/03/16,53.386
2017/03/17,53.256
2017/03/18,51.357
2017/03/19,51.176
2017/03/20,51.069
2017/03/21,51.705
2017/03/22,51.323
2017/03/23,51.436
2017/03/24,52.005
2017/03/25,51.164
2017/03/26,51.152
2017/03/27,52.681
2017/03/28,51.638
2017/03/29,51.916
2017/03/30,52.113
2017/03/31,52.529
2017/04/01,50.964
2017/04/02,51.719
2017/04/03,52.228
2017/04/04,51.457
2017/04/05,51.685
2017/04/06,52.149
2017/04/07,51.998
2017/04/08,50.437
2017/04/09,50.874
2017/04/10,51.383
2017/04/11,50.992
2017/04/12,52.647
2017/04/13,51.124
2017/04/14,51.113
2017/04/15,50.868
2017/04/16,50.582
2017/04/17,50.97
2017/04/18,51.984
2017/04/19,52.513
2017/04/20,51.813
2017/04/21,53.269
2017/04/22,52.006
2017/04/23,51.163
2017/04/24,51.844
2017/04/25,52.067
2017/04/26,52.061
2017/04/27,52.965
2017/04/28,52.249
2017/04/29,51.621
2017/04/30,52.258
2017/05/01,54.117
2017/05/02,54.545
2017/05/03,51.828
2017/05/04,52.883
2017/05/05,52.215
2017/05/06,52.218
2017/05/07,53.577
2017/05/08,52.964
2017/05/09,53.596
2017/05/10,53.506
2017/05/11,53.786
2017/05/12,53.691
2017/05/13,53.712
2017/05/14,53.94
2017/05/15,55.578
2017/05/16,55.832
2017/05/17,60.676
2017/05/18,56.165
2017/05/19,57.019
2017/05/20,55.664
2017/05/21,55.895
2017/05/22,57.018
2017/05/23,60.434
2017/05/24,61.202
2017/05/25,57.712
2017/05/26,56.899
2017/05/27,55.582
2017/05/28,56.033
2017/05/29,55.486
2017/05/30,60.511
2017/05/31,66.445
2017/06/01,55.878
2017/06/02,57.44
2017/06/03,54.732
2017/06/04,55.6
2017/06/05,54.181
2017/06/06,55.562
2017/06/07,55.825
2017/06/08,54.535
2017/06/09,54.853
2017/06/10,53.527
2017/06/11,56.225
2017/06/12,60.089
2017/06/13,54.483
2017/06/14,53.508
2017/06/15,54.063
2017/06/16,53.472
2017/06/17,52.965
2017/06/18,53.237
2017/06/19,53.911
2017/06/20,62.17
2017/06/21,65.16
2017/06/22,60.162
2017/06/23,55.945
2017/06/24,57.48
2017/06/25,54.394
2017/06/26,55.931
2017/06/27,52.778
2017/06/28,55.85
2017/06/29,54.2
2017/06/30,52.548
2017/07/01,52.099
2017/07/02,52.124
2017/07/03,53.399
2017/07/04,52.671
2017/07/05,53.135
2017/07/06,51.723
2017/07/07,52.281
2017/07/08,52.395
2017/07/09,51
2017/07/10,51.443
2017/07/11,51.829
2017/07/12,52.468
2017/07/13,52.468
2017/07/14,51.67
2017/07/15,51.744
2017/07/16,51.622
2017/07/17,51.716
2017/07/18,53.716
2017/07/19,52.071
2017/07/20,51.07
2017/07/21,51.342
2017/07/22,50.654
2017/07/23,51.502
2017/07/24,51.804
2017/07/25,52.378
2017/07/26,51.457
2017/07/27,51.114
2017/07/28,51.285
2017/07/29,50.214
2017/07/30,50.231
2017/07/31,50.649
2017/08/01,51.581
2017/08/02,51.195
2017/08/03,51.221
2017/08/04,50.856
2017/08/05,51.18
2017/08/06,51.295
2017/08/07,52.465
2017/08/08,52.703
2017/08/09,51.482
2017/08/10,52.231
2017/08/11,52.743
2017/08/12,52.576
2017/08/13,51.927
2017/08/14,52.514
2017/08/15,53.083
2017/08/16,57.66
2017/08/17,54.859
2017/08/18,56.542
2017/08/19,53.262
2017/08/20,51.063
2017/08/21,51.397
2017/08/22,51.314
2017/08/23,51.206
2017/08/24,51.319
2017/08/25,51.858
2017/08/26,51.701
2017/08/27,51.401
2017/08/28,52.172
2017/08/29,54.518
2017/08/30,53.384
2017/08/31,56.07
2017/09/01,53.939
2017/09/02,52.176
2017/09/03,51.256
2017/09/04,53.49
2017/09/05,54.607
2017/09/06,56.423
2017/09/07,55.84
2017/09/08,56.056
2017/09/09,52.361
2017/09/10,51.922
2017/09/11,51.781
2017/09/12,52.84
2017/09/13,52.443
2017/09/14,51.82
2017/09/15,53.98
2017/09/16,54.291
2017/09/17,51.154
2017/09/18,51.523
2017/09/19,51.257
2017/09/20,53.033
2017/09/21,50.588
2017/09/22,51.015
2017/09/23,51.202
2017/09/24,52.5
2017/09/25,52.04
2017/09/26,52.106
2017/09/27,51.847
2017/09/28,51.849
2017/09/29,51.509
2017/09/30,51.93
2017/10/01,51.428
2017/10/02,51.525
2017/10/03,52.025
2017/10/04,51.986
2017/10/05,52.011
2017/10/06,52.66
2017/10/07,51.134
2017/10/08,51.606
2017/10/09,51.892
2017/10/10,52.069
2017/10/11,52.523
2017/10/12,52.268
2017/10/13,52.705
2017/10/14,51.916
2017/10/15,51.729
2017/10/16,50.908
2017/10/17,49.881
2017/10/18,49.563
2017/10/19,49.429
2017/10/20,50.606
2017/10/21,49.024
2017/10/22,48.666
2017/10/23,49.286
2017/10/24,50.063
2017/10/25,49.538
2017/10/26,49.326
2017/10/27,49.523
2017/10/28,48.984
2017/10/29,48.991
2017/10/30,49.567
2017/10/31,49.71
2017/11/01,50.185
2017/11/02,50.289
2017/11/03,49.418
2017/11/04,48.78
2017/11/05,48.628
2017/11/06,49.14
2017/11/07,49.495
2017/11/08,49.892
2017/11/09,49.779
2017/11/10,49.425
2017/11/11,49.057
2017/11/12,49.558
2017/11/13,49.742
2017/11/14,50.154
2017/11/15,50.682
2017/11/16,49.981
2017/11/17,50.228
2017/11/18,49.257
2017/11/19,49.501
2017/11/20,50.361
2017/11/21,50.289
2017/11/22,50.316
2017/11/23,50.23
2017/11/24,49.78
2017/11/25,49.532
2017/11/26,50.056
2017/11/27,50.495
2017/11/28,50.853
2017/11/29,51.177
2017/11/30,50.81
2017/12/01,50.827
2017/12/02,50.193
2017/12/03,50.76
2017/12/04,54.414
2017/12/05,57.199
2017/12/06,59.617
2017/12/07,63.644
2017/12/08,64.171
2017/12/09,62.834
2017/12/10,61.159
2017/12/11,58.031
2017/12/12,57.96
2017/12/13,56.4
2017/12/14,58.23
2017/12/15,56.447
2017/12/16,56.6
2017/12/17,54.594
2017/12/18,54.408
2017/12/19,56.108
2017/12/20,57.425
2017/12/21,57.73
2017/12/22,56.845
2017/12/23,53.934
2017/12/24,52.915
2017/12/25,51.199
2017/12/26,51.146
2017/12/27,51.617
2017/12/28,51.676
2017/12/29,52.661
2017/12/30,52.39
2017/12/31,51.806
2018/01/01,51.12
2018/01/02,52.716
2018/01/03,53.576
2018/01/04,54.65
2018/01/05,60.405
2018/01/06,61.817
2018/01/07,58.856
2018/01/08,59.266
2018/01/09,59.689
2018/01/10,61.018
2018/01/11,58.78
2018/01/12,55.848
2018/01/13,56.247
2018/01/14,55.468
2018/01/15,55.764
2018/01/16,55.401
2018/01/17,54.91
2018/01/18,55.287
2018/01/19,54.053
2018/01/20,53.526
2018/01/21,51.939
2018/01/22,51.286
2018/01/23,52.088
2018/01/24,51.601
2018/01/25,50.72
2018/01/26,50.307
2018/01/27,49.676
2018/01/28,49.968
2018/01/29,51.446
2018/01/30,50.733
2018/01/31,50.687
2018/02/01,52.421
2018/02/02,51.08
2018/02/03,49.866
2018/02/04,49.73
2018/02/05,49.812
2018/02/06,50.08
2018/02/07,49.716
2018/02/08,48.872
2018/02/09,49.158
2018/02/10,49.348
2018/02/11,48.897
2018/02/12,48.868
2018/02/13,48.825
2018/02/14,48.939
2018/02/15,48.826
2018/02/16,48.708
2018/02/17,49.042
2018/02/18,49.511
2018/02/19,48.963
2018/02/20,49.403
2018/02/21,49.284
2018/02/22,48.797
2018/02/23,48.795
2018/02/24,48.841
2018/02/25,48.519
2018/02/26,48.477
2018/02/27,48.573
2018/02/28,49.443
2018/03/01,48.616
2018/03/02,49.31
2018/03/03,48.373
2018/03/04,48.511
2018/03/05,48.855
2018/03/06,48.425
2018/03/07,48.881
2018/03/08,48.593
2018/03/09,48.387
2018/03/10,47.877
2018/03/11,47.698
2018/03/12,48.515
2018/03/13,47.912
2018/03/14,48.047
2018/03/15,47.918
2018/03/16,47.844
2018/03/17,47.506
2018/03/18,47.822
2018/03/19,47.903
2018/03/20,47.866
2018/03/21,48.278
2018/03/22,48.16
2018/03/23,48.342
2018/03/24,47.935
2018/03/25,47.704
2018/03/26,48.054
2018/03/27,47.87
2018/03/28,47.897
2018/03/29,48.01
2018/03/30,47.822
2018/03/31,47.432
2018/04/01,47.285
2018/04/02,47.621
2018/04/03,47.766
2018/04/04,47.501
2018/04/05,48.706
2018/04/06,47.835
2018/04/07,47.37
2018/04/08,47.614
2018/04/09,47.766
2018/04/10,47.669
2018/04/11,47.911
2018/04/12,48.241
2018/04/13,48.553
2018/04/14,47.873
2018/04/15,47.739
2018/04/16,47.98
2018/04/17,48.145
2018/04/18,48.56
2018/04/19,48.657
2018/04/20,48.714
2018/04/21,48.097
2018/04/22,48.183
2018/04/23,48.385
2018/04/24,48.971
2018/04/25,48.803
2018/04/26,48.806
2018/04/27,49.025
2018/04/28,48.863
2018/04/29,49.387
2018/04/30,49.534
2018/05/01,48.762
2018/05/02,48.897
2018/05/03,49.55
2018/05/04,49.411
2018/05/05,48.649
2018/05/06,48.366
2018/05/07,48.761
2018/05/08,48.991
2018/05/09,49.327
2018/05/10,50.769
2018/05/11,50.603
2018/05/12,49.194
2018/05/13,49.396
2018/05/14,50.336
2018/05/15,50.346
2018/05/16,50.63
2018/05/17,51.021
2018/05/18,50.742
2018/05/19,50.155
2018/05/20,49.821
2018/05/21,50.359
2018/05/22,50.935
2018/05/23,50.894
2018/05/24,50.661
2018/05/25,50.319
2018/05/26,49.749
2018/05/27,49.448
2018/05/28,51.414
2018/05/29,51.231
2018/05/30,51.501
2018/05/31,52.746
2018/06/01,51.527
2018/06/02,49.692
2018/06/03,49.627
2018/06/04,50.513
2018/06/05,49.972
2018/06/06,50.895
2018/06/07,49.829
2018/06/08,49.336
2018/06/09,48.633
2018/06/10,48.702
2018/06/11,48.853
2018/06/12,48.861
2018/06/13,49.025
2018/06/14,49.289
2018/06/15,49.797
2018/06/16,48.367
2018/06/17,47.903
2018/06/18,48.063
2018/06/19,48.998
2018/06/20,48.803
2018/06/21,48.69
2018/06/22,50.093
2018/06/23,48.275
2018/06/24,48.561
2018/06/25,49.381
2018/06/26,48.576
2018/06/27,48.586
2018/06/28,48.495
2018/06/29,48.653
2018/06/30,56.017
2018/07/01,60.902
2018/07/02,66.422
2018/07/03,61.331
2018/07/04,57.64
2018/07/05,56.34
2018/07/06,58.439
2018/07/07,57.219
2018/07/08,51.831
2018/07/09,50.948
2018/07/10,49.8
2018/07/11,50.1
2018/07/12,51.752
2018/07/13,52.307
2018/07/14,55.697
2018/07/15,56.498
2018/07/16,49.285
2018/07/17,48.996
2018/07/18,48.99
2018/07/19,48.865
2018/07/20,49.25
2018/07/21,49.294
2018/07/22,48.669
2018/07/23,49.252
2018/07/24,49.003
2018/07/25,48.903
2018/07/26,48.782
2018/07/27,48.694
2018/07/28,48.915
2018/07/29,48.516
2018/07/30,48.661
2018/07/31,48.682
2018/08/01,48.624
2018/08/02,48.616
2018/08/03,48.659
2018/08/04,48.588
2018/08/05,48.401
2018/08/06,48.935
2018/08/07,51.519
2018/08/08,55.239
2018/08/09,54.218
2018/08/10,51.77
2018/08/11,49.202
2018/08/12,48.844
2018/08/13,49.217
2018/08/14,49.462
2018/08/15,49.468
2018/08/16,49.202
2018/08/17,52.229
2018/08/18,49.09
2018/08/19,48.971
2018/08/20,49.024
2018/08/21,48.992
2018/08/22,49.714
2018/08/23,49.243
2018/08/24,49.936
2018/08/25,48.912
2018/08/26,49.323
2018/08/27,49.013
2018/08/28,49.05
2018/08/29,49.232
2018/08/30,49.179
2018/08/31,49.216
2018/09/01,49.001
2018/09/02,48.924
2018/09/03,49.037
2018/09/04,49.268
2018/09/05,49.028
2018/09/06,49.393
2018/09/07,49.386
2018/09/08,49.153
2018/09/09,49.227
2018/09/10,49.262
2018/09/11,49.465
2018/09/12,49.462
2018/09/13,49.475
2018/09/14,49.111
2018/09/15,49.077
2018/09/16,49.031
2018/09/17,49.24
2018/09/18,49.288
2018/09/19,50.002
2018/09/20,49.446
2018/09/21,49.823
2018/09/22,49.231
2018/09/23,49.077
2018/09/24,49.57
2018/09/25,49.506
2018/09/26,49.592
2018/09/27,49.71
2018/09/28,49.886
2018/09/29,49.925
2018/09/30,49.555
2018/10/01,49.874
2018/10/02,49.965
2018/10/03,49.308
2018/10/04,49.301
2018/10/05,49.274
2018/10/06,48.779
2018/10/07,48.86
2018/10/08,49.276
2018/10/09,49.135
2018/10/10,49.352
2018/10/11,49.423
2018/10/12,49.361
2018/10/13,48.929
2018/10/14,48.78
2018/10/15,49.237
2018/10/16,49.026
2018/10/17,49.141
2018/10/18,49.066
2018/10/19,49.275
2018/10/20,49.069
2018/10/21,48.96
2018/10/22,49.232
2018/10/23,49.226
2018/10/24,49.514
2018/10/25,49.786
2018/10/26,49.534
2018/10/27,49.036
2018/10/28,48.963
2018/10/29,49.349
2018/10/30,49.339
2018/10/31,49.316
2018/11/01,49.279
2018/11/02,49.454
2018/11/03,49.132
2018/11/04,49.059
2018/11/05,49.692
2018/11/06,49.729
2018/11/07,49.527
2018/11/08,49.703
2018/11/09,49.318
2018/11/10,48.809
2018/11/11,48.727
2018/11/12,49.479
2018/11/13,49.634
2018/11/14,50.095
2018/11/15,50.339
2018/11/16,49.93
2018/11/17,49.354
2018/11/18,49.543
2018/11/19,50.38
2018/11/20,50.445
2018/11/21,49.868
2018/11/22,49.787
2018/11/23,49.886
2018/11/24,49.555
2018/11/25,49.905
2018/11/26,49.864
2018/11/27,49.73
2018/11/28,50.449
2018/11/29,50.816
2018/11/30,51.595
2018/12/01,50.185
2018/12/02,49.878
2018/12/03,50.292
2018/12/04,50.331
2018/12/05,50.519
2018/12/06,49.807
2018/12/07,49.748
2018/12/08,49.059
2018/12/09,49.009
2018/12/10,49.294
2018/12/11,49.229
2018/12/12,49.154
2018/12/13,49.345
2018/12/14,49.364
2018/12/15,48.955
2018/12/16,48.828
2018/12/17,49.368
2018/12/18,49.628
2018/12/19,49.688
2018/12/20,49.681
2018/12/21,49.585
2018/12/22,48.992
2018/12/23,49.214
2018/12/24,49.606
2018/12/25,49.647
2018/12/26,49.324
2018/12/27,49.087
2018/12/28,49.231
2018/12/29,48.957
2018/12/30,50.384
2018/12/31,49.081
2019/01/01,48.888
2019/01/02,49.155
2019/01/03,49.184
2019/01/04,49.377
2019/01/05,49.416
2019/01/06,48.989
2019/01/07,49.091
2019/01/08,49.11
2019/01/09,48.992
2019/01/10,49.441
2019/01/11,49.246
2019/01/12,48.689
2019/01/13,48.791
2019/01/14,50.413
2019/01/15,49.814
2019/01/16,49.623
2019/01/17,49.287
2019/01/18,49.53
2019/01/19,49.257
2019/01/20,49.137
2019/01/21,49.667
2019/01/22,50.208
2019/01/23,49.712
2019/01/24,49.735
2019/01/25,49.493
2019/01/26,49.106
2019/01/27,49.114
2019/01/28,50.028
2019/01/29,49.66
2019/01/30,49.823
2019/01/31,50.134
2019/02/01,49.935
2019/02/02,49.279
2019/02/03,49.065
2019/02/04,49.133
2019/02/05,49.167
2019/02/06,49.319
2019/02/07,49.398
2019/02/08,49.68
2019/02/09,49.381
2019/02/10,49.6
2019/02/11,50.138
2019/02/12,50.04
2019/02/13,50.542
2019/02/14,50.377
2019/02/15,51.07
2019/02/16,50.496
2019/02/17,50.568
2019/02/18,51.791
2019/02/19,51.741
2019/02/20,51.501
2019/02/21,51.377
2019/02/22,51.143
2019/02/23,50.575
2019/02/24,51.446
2019/02/25,52.062
2019/02/26,52.017
2019/02/27,51.5
2019/02/28,52.203
2019/03/01,50.722
2019/03/02,50.132
2019/03/03,49.864
2019/03/04,50.834
2019/03/05,50.805
2019/03/06,50.682
2019/03/07,50.637
2019/03/08,50.582
2019/03/09,50.157
2019/03/10,49.571
2019/03/11,50.036
2019/03/12,50.047
2019/03/13,49.974
2019/03/14,49.694
2019/03/15,49.761
2019/03/16,49.115
2019/03/17,49.183
2019/03/18,50.702
2019/03/19,50.857
2019/03/20,50.375
2019/03/21,52.052
2019/03/22,51.103
2019/03/23,49.921
2019/03/24,49.926
2019/03/25,50.88
2019/03/26,51.008
2019/03/27,51.366
2019/03/28,50.795
2019/03/29,51.38
2019/03/30,50.264
2019/03/31,50.259
2019/04/01,51.254
2019/04/02,52.066
2019/04/03,53.012
2019/04/04,51.332
2019/04/05,50.248
2019/04/06,49.76
2019/04/07,49.821
2019/04/08,50.79
2019/04/09,50.27
2019/04/10,52.644
2019/04/11,59.693
2019/04/12,57.92
2019/04/13,55.316
2019/04/14,54.722
2019/04/15,55.856
2019/04/16,57.573
2019/04/17,58.277
2019/04/18,59.183
2019/04/19,53.038
2019/04/20,48.941
2019/04/21,49.065
2019/04/22,49.367
2019/04/23,49.513
2019/04/24,49.427
2019/04/25,49.11
2019/04/26,49.683
2019/04/27,48.771
2019/04/28,48.872
2019/04/29,49.066
2019/04/30,49.231
2019/05/01,49.262
2019/05/02,49.698
2019/05/03,49.55
2019/05/04,49.084
2019/05/05,49.177
2019/05/06,49.715
2019/05/07,50.236
2019/05/08,49.724
2019/05/09,49.643
2019/05/10,49.921
2019/05/11,49.471
2019/05/12,49.472
2019/05/13,50.103
2019/05/14,50.637
2019/05/15,51.506
2019/05/16,53.096
2019/05/17,51.906
2019/05/18,50.739
2019/05/19,50.211
2019/05/20,50.815
2019/05/21,50.126
2019/05/22,51.215
2019/05/23,50.662
2019/05/24,50.933
2019/05/25,49.912
2019/05/26,49.357
2019/05/27,51.025
2019/05/28,50.936
2019/05/29,51.038
2019/05/30,51.573
2019/05/31,50.986
2019/06/01,50.867
2019/06/02,49.73
2019/06/03,50.44
2019/06/04,50.48
2019/06/05,50.318
2019/06/06,50.142
2019/06/07,49.931
2019/06/08,51.67
2019/06/09,49.263
2019/06/10,51.662
2019/06/11,50.755
2019/06/12,49.504
2019/06/13,49.512
2019/06/14,50.217
2019/06/15,51.036
2019/06/16,49.488
2019/06/17,51.362
2019/06/18,49.992
2019/06/19,50.534
2019/06/20,51.615
2019/06/21,49.635
2019/06/22,49.455
