Date,price7trxUSD
2016/01/01,-0.045
2016/01/02,0.192
2016/01/03,0.41
2016/01/04,0.563
2016/01/05,0.66
2016/01/06,0.705
2016/01/07,0.744
2016/01/08,0.756
2016/01/09,0.861
2016/01/10,1.009
2016/01/11,1.083
2016/01/12,1.294
2016/01/13,1.426
2016/01/14,1.495
2016/01/15,1.658
2016/01/16,1.8
2016/01/17,1.866
2016/01/18,2.132
2016/01/19,2.317
2016/01/20,2.522
2016/01/21,2.733
2016/01/22,2.841
2016/01/23,3.125
2016/01/24,3.866
2016/01/25,4.731
2016/01/26,5.672
2016/01/27,6.083
2016/01/28,6.154
2016/01/29,5.958
2016/01/30,5.582
2016/01/31,4.976
2016/02/01,4.17
2016/02/02,3.38
2016/02/03,2.826
2016/02/04,2.488
2016/02/05,2.239
2016/02/06,2.015
2016/02/07,1.935
2016/02/08,2.174
2016/02/09,2.715
2016/02/10,3.789
2016/02/11,5.123
2016/02/12,6.715
2016/02/13,7.304
2016/02/14,7.166
2016/02/15,6.917
2016/02/16,6.231
2016/02/17,5.07
2016/02/18,3.857
2016/02/19,2.966
2016/02/20,2.278
2016/02/21,1.741
2016/02/22,1.589
2016/02/23,1.783
2016/02/24,2.094
2016/02/25,2.516
2016/02/26,2.754
2016/02/27,2.899
2016/02/28,2.996
2016/02/29,2.987
2016/03/01,2.981
2016/03/02,3.284
2016/03/03,3.939
2016/03/04,4.504
2016/03/05,5.313
2016/03/06,5.889
2016/03/07,5.919
2016/03/08,5.447
2016/03/09,4.986
2016/03/10,4.728
2016/03/11,4.384
2016/03/12,4.319
2016/03/13,4.523
2016/03/14,4.529
2016/03/15,4.24
2016/03/16,3.895
2016/03/17,3.272
2016/03/18,2.399
2016/03/19,1.597
2016/03/20,0.883
2016/03/21,0.408
2016/03/22,0.184
2016/03/23,0.129
2016/03/24,0.09
2016/03/25,-0.023
2016/03/26,-0.14
2016/03/27,-0.261
2016/03/28,-0.291
2016/03/29,-0.223
2016/03/30,-0.086
2016/03/31,0.054
2016/04/01,0.152
2016/04/02,0.193
2016/04/03,0.206
2016/04/04,0.171
2016/04/05,0.043
2016/04/06,-0.124
2016/04/07,-0.307
2016/04/08,-0.534
2016/04/09,-0.777
2016/04/10,-1.117
2016/04/11,-1.458
2016/04/12,-1.82
2016/04/13,-2.132
2016/04/14,-2.268
2016/04/15,-2.286
2016/04/16,-2.225
2016/04/17,-1.951
2016/04/18,-1.622
2016/04/19,-1.295
2016/04/20,-1.074
2016/04/21,-0.938
2016/04/22,-0.926
2016/04/23,-0.956
2016/04/24,-0.955
2016/04/25,-0.995
2016/04/26,-1.118
2016/04/27,-1.194
2016/04/28,-1.253
2016/04/29,-1.274
2016/04/30,-1.106
2016/05/01,-0.777
2016/05/02,-0.25
2016/05/03,0.294
2016/05/04,0.735
2016/05/05,1.047
2016/05/06,1.259
2016/05/07,1.305
2016/05/08,1.247
2016/05/09,1.162
2016/05/10,1.041
2016/05/11,0.972
2016/05/12,0.997
2016/05/13,1.114
2016/05/14,1.166
2016/05/15,1.152
2016/05/16,1.154
2016/05/17,1.346
2016/05/18,1.761
2016/05/19,2.311
2016/05/20,2.831
2016/05/21,3.071
2016/05/22,3.16
2016/05/23,3.112
2016/05/24,2.812
2016/05/25,2.339
2016/05/26,1.846
2016/05/27,1.252
2016/05/28,0.701
2016/05/29,0.335
2016/05/30,0.147
2016/05/31,0.162
2016/06/01,0.336
2016/06/02,0.536
2016/06/03,0.681
2016/06/04,0.767
2016/06/05,0.814
2016/06/06,0.837
2016/06/07,0.856
2016/06/08,0.908
2016/06/09,0.939
2016/06/10,0.901
2016/06/11,0.798
2016/06/12,0.773
2016/06/13,0.992
2016/06/14,1.437
2016/06/15,1.886
2016/06/16,2.347
2016/06/17,2.449
2016/06/18,1.876
2016/06/19,1.039
2016/06/20,0.171
2016/06/21,-0.556
2016/06/22,-0.883
2016/06/23,-1.102
2016/06/24,-1.139
2016/06/25,-1.041
2016/06/26,-0.91
2016/06/27,-0.776
2016/06/28,-0.734
2016/06/29,-0.831
2016/06/30,-0.93
2016/07/01,-1.037
2016/07/02,-1.133
2016/07/03,-1.209
2016/07/04,-1.287
2016/07/05,-1.463
2016/07/06,-1.626
2016/07/07,-1.803
2016/07/08,-1.891
2016/07/09,-1.838
2016/07/10,-1.715
2016/07/11,-1.594
2016/07/12,-1.475
2016/07/13,-1.363
2016/07/14,-1.167
2016/07/15,-0.829
2016/07/16,-0.487
2016/07/17,-0.256
2016/07/18,-0.095
2016/07/19,0.002
2016/07/20,0.173
2016/07/21,0.387
2016/07/22,0.728
2016/07/23,1.184
2016/07/24,1.443
2016/07/25,1.545
2016/07/26,1.474
2016/07/27,1.294
2016/07/28,1.091
2016/07/29,0.889
2016/07/30,0.701
2016/07/31,0.476
2016/08/01,0.193
2016/08/02,-0.247
2016/08/03,-0.758
2016/08/04,-1.074
2016/08/05,-1.218
2016/08/06,-1.279
2016/08/07,-1.251
2016/08/08,-1.163
2016/08/09,-0.949
2016/08/10,-0.629
2016/08/11,-0.345
2016/08/12,-0.122
2016/08/13,0.023
2016/08/14,0.083
2016/08/15,0.057
2016/08/16,-0.006
2016/08/17,-0.096
2016/08/18,-0.197
2016/08/19,-0.302
2016/08/20,-0.34
2016/08/21,-0.339
2016/08/22,-0.302
2016/08/23,-0.268
2016/08/24,-0.238
2016/08/25,-0.194
2016/08/26,-0.13
2016/08/27,-0.076
2016/08/28,-0.06
2016/08/29,-0.072
2016/08/30,-0.071
2016/08/31,-0.033
2016/09/01,0.131
2016/09/02,0.306
2016/09/03,0.43
2016/09/04,0.473
2016/09/05,0.472
2016/09/06,0.427
2016/09/07,0.368
2016/09/08,0.287
2016/09/09,0.217
2016/09/10,0.178
2016/09/11,0.183
2016/09/12,0.189
2016/09/13,0.221
2016/09/14,0.247
2016/09/15,0.272
2016/09/16,0.316
2016/09/17,0.409
2016/09/18,0.523
2016/09/19,0.633
2016/09/20,0.817
2016/09/21,1.002
2016/09/22,1.052
2016/09/23,1.044
2016/09/24,0.96
2016/09/25,0.838
2016/09/26,0.696
2016/09/27,0.576
2016/09/28,0.501
2016/09/29,0.433
2016/09/30,0.376
2016/10/01,0.321
2016/10/02,0.277
2016/10/03,0.249
2016/10/04,0.243
2016/10/05,0.223
2016/10/06,0.158
2016/10/07,0.059
2016/10/08,-0.09
2016/10/09,-0.243
2016/10/10,-0.417
2016/10/11,-0.554
2016/10/12,-0.661
2016/10/13,-0.715
2016/10/14,-0.728
2016/10/15,-0.72
2016/10/16,-0.683
2016/10/17,-0.634
2016/10/18,-0.508
2016/10/19,-0.386
2016/10/20,-0.3
2016/10/21,-0.24
2016/10/22,-0.198
2016/10/23,-0.176
2016/10/24,-0.168
2016/10/25,-0.219
2016/10/26,-0.287
2016/10/27,-0.359
2016/10/28,-0.438
2016/10/29,-0.579
2016/10/30,-0.719
2016/10/31,-0.761
2016/11/01,-0.806
2016/11/02,-0.806
2016/11/03,-0.772
2016/11/04,-0.709
2016/11/05,-0.62
2016/11/06,-0.532
2016/11/07,-0.466
2016/11/08,-0.418
2016/11/09,-0.412
2016/11/10,-0.424
2016/11/11,-0.46
2016/11/12,-0.533
2016/11/13,-0.608
2016/11/14,-0.673
2016/11/15,-0.708
2016/11/16,-0.701
2016/11/17,-0.692
2016/11/18,-0.717
2016/11/19,-0.752
2016/11/20,-0.783
2016/11/21,-0.796
2016/11/22,-0.74
2016/11/23,-0.661
2016/11/24,-0.625
2016/11/25,-0.621
2016/11/26,-0.628
2016/11/27,-0.671
2016/11/28,-0.758
2016/11/29,-0.933
2016/11/30,-1.076
2016/12/01,-1.165
2016/12/02,-1.281
2016/12/03,-1.388
2016/12/04,-1.494
2016/12/05,-1.639
2016/12/06,-1.829
2016/12/07,-1.828
2016/12/08,-1.583
2016/12/09,-1.264
2016/12/10,-0.952
2016/12/11,-0.695
2016/12/12,-0.463
2016/12/13,-0.259
2016/12/14,-0.103
2016/12/15,-0.063
2016/12/16,-0.105
2016/12/17,-0.209
2016/12/18,-0.283
2016/12/19,-0.35
2016/12/20,-0.418
2016/12/21,-0.448
2016/12/22,-0.474
2016/12/23,-0.541
2016/12/24,-0.625
2016/12/25,-0.704
2016/12/26,-0.755
2016/12/27,-0.786
2016/12/28,-0.787
2016/12/29,-0.577
2016/12/30,-0.272
2016/12/31,-0.017
2017/01/01,0.226
2017/01/02,0.411
2017/01/03,0.663
2017/01/04,1.221
2017/01/05,1.794
2017/01/06,2.141
2017/01/07,2.251
2017/01/08,2.244
2017/01/09,2.232
2017/01/10,2.174
2017/01/11,2.003
2017/01/12,1.69
2017/01/13,1.36
2017/01/14,1.06
2017/01/15,0.824
2017/01/16,0.618
2017/01/17,0.509
2017/01/18,0.481
2017/01/19,0.493
2017/01/20,0.557
2017/01/21,0.654
2017/01/22,0.748
2017/01/23,0.8
2017/01/24,0.798
2017/01/25,0.742
2017/01/26,0.663
2017/01/27,0.571
2017/01/28,0.482
2017/01/29,0.395
2017/01/30,0.32
2017/01/31,0.272
2017/02/01,0.248
2017/02/02,0.234
2017/02/03,0.238
2017/02/04,0.318
2017/02/05,0.406
2017/02/06,0.482
2017/02/07,0.554
2017/02/08,0.597
2017/02/09,0.578
2017/02/10,0.515
2017/02/11,0.476
2017/02/12,0.448
2017/02/13,0.413
2017/02/14,0.519
2017/02/15,0.734
2017/02/16,0.935
2017/02/17,1.08
2017/02/18,1.16
2017/02/19,1.181
2017/02/20,1.152
2017/02/21,1.069
2017/02/22,0.968
2017/02/23,0.875
2017/02/24,0.823
2017/02/25,0.818
2017/02/26,0.873
2017/02/27,1.046
2017/02/28,1.347
2017/03/01,1.65
2017/03/02,2.135
2017/03/03,2.756
2017/03/04,3.218
2017/03/05,3.398
2017/03/06,3.437
2017/03/07,3.305
2017/03/08,2.947
2017/03/09,2.45
2017/03/10,2.033
2017/03/11,1.834
2017/03/12,1.954
2017/03/13,2.583
2017/03/14,3.349
2017/03/15,4.099
2017/03/16,5.424
2017/03/17,6.958
2017/03/18,7.491
2017/03/19,7.384
2017/03/20,7.146
2017/03/21,6.704
2017/03/22,6.035
2017/03/23,5.315
2017/03/24,4.83
