Date,difficulty30rsi
2017/03/27,88.195
2017/03/28,86.217
2017/03/29,86.718
2017/03/30,87.277
2017/03/31,87.699
2017/04/01,86.671
2017/04/02,87.1
2017/04/03,73.755
2017/04/04,77.066
2017/04/05,78.161
2017/04/06,78.596
2017/04/07,78.774
2017/04/08,79.318
2017/04/09,79.447
2017/04/10,79.971
2017/04/11,80.884
2017/04/12,80.813
2017/04/13,76.306
2017/04/14,79.533
2017/04/15,79.673
2017/04/16,79.706
2017/04/17,80.226
2017/04/18,81.429
2017/04/19,82.355
2017/04/20,79.111
2017/04/21,80.264
2017/04/22,81.246
2017/04/23,81.45
2017/04/24,79.296
2017/04/25,79.824
2017/04/26,81.497
2017/04/27,82.182
2017/04/28,84.093
2017/04/29,85.539
2017/04/30,80.211
2017/05/01,80.681
2017/05/02,80.147
2017/05/03,80.727
2017/05/04,79.02
2017/05/05,80.851
2017/05/06,80.563
2017/05/07,81.133
2017/05/08,81.164
2017/05/09,82.635
2017/05/10,81.573
2017/05/11,82.269
2017/05/12,83.428
2017/05/13,83.001
2017/05/14,85.632
2017/05/15,86.399
2017/05/16,86.641
2017/05/17,82.172
2017/05/18,82.82
2017/05/19,84.409
2017/05/20,85.079
2017/05/21,85.976
2017/05/22,86.808
2017/05/23,80.754
2017/05/24,81.696
2017/05/25,81.188
2017/05/26,80.709
2017/05/27,82.258
2017/05/28,80.621
2017/05/29,82.274
2017/05/30,84.194
2017/05/31,84.633
2017/06/01,87.003
2017/06/02,87.648
2017/06/03,87.706
2017/06/04,88.677
2017/06/05,88.76
2017/06/06,89.387
2017/06/07,90.037
2017/06/08,90.322
2017/06/09,90.103
2017/06/10,90.868
2017/06/11,91.498
2017/06/12,89.477
2017/06/13,90.11
2017/06/14,90.699
2017/06/15,91.141
2017/06/16,91.39
2017/06/17,92.028
2017/06/18,92.233
2017/06/19,92.367
2017/06/20,93.799
2017/06/21,94.223
2017/06/22,93.761
2017/06/23,93.91
2017/06/24,94.026
2017/06/25,94.278
2017/06/26,94.562
2017/06/27,94.655
2017/06/28,94.928
2017/06/29,95.094
2017/06/30,95.213
2017/07/01,95.466
2017/07/02,95.578
2017/07/03,95.701
2017/07/04,95.86
2017/07/05,94.77
2017/07/06,94.967
2017/07/07,94.98
2017/07/08,95.219
2017/07/09,95.411
2017/07/10,96.603
2017/07/11,96.711
2017/07/12,91.272
2017/07/13,91.65
2017/07/14,87.14
2017/07/15,87.763
2017/07/16,88.571
2017/07/17,82.399
2017/07/18,82.697
2017/07/19,83.323
2017/07/20,84.408
2017/07/21,85.296
2017/07/22,81.475
2017/07/23,82.586
2017/07/24,80.878
2017/07/25,81.688
2017/07/26,81.783
2017/07/27,80.418
2017/07/28,80.781
2017/07/29,80.753
2017/07/30,81.698
2017/07/31,83.688
2017/08/01,87.492
2017/08/02,87.468
2017/08/03,81.735
2017/08/04,82.548
2017/08/05,82.008
2017/08/06,82.326
2017/08/07,82.825
2017/08/08,83.205
2017/08/09,83.777
2017/08/10,82.479
2017/08/11,81.319
2017/08/12,82.645
2017/08/13,82.451
2017/08/14,83.366
2017/08/15,83.494
2017/08/16,81.038
2017/08/17,81.704
2017/08/18,81.889
2017/08/19,83.158
2017/08/20,82.77
2017/08/21,81.86
2017/08/22,82.376
2017/08/23,83.355
2017/08/24,81.552
2017/08/25,87.631
2017/08/26,88.19
2017/08/27,86.419
2017/08/28,82.383
2017/08/29,83.582
2017/08/30,84.012
2017/08/31,82.719
2017/09/01,83.031
2017/09/02,82.833
2017/09/03,83.175
2017/09/04,82.609
2017/09/05,81.437
2017/09/06,81.47
2017/09/07,81.92
2017/09/08,83.788
2017/09/09,81.136
2017/09/10,78.418
2017/09/11,78.947
2017/09/12,80.313
2017/09/13,76.133
2017/09/14,75.96
2017/09/15,77.06
2017/09/16,75.761
2017/09/17,76.793
2017/09/18,73.67
2017/09/19,74.468
2017/09/20,74.473
2017/09/21,75.148
2017/09/22,84.439
2017/09/23,84.69
2017/09/24,83.75
2017/09/25,81.701
2017/09/26,80.154
2017/09/27,80.588
2017/09/28,79.347
2017/09/29,73.862
2017/09/30,72.248
2017/10/01,74.096
2017/10/02,73.848
2017/10/03,72.592
2017/10/04,73.779
2017/10/05,75.179
2017/10/06,72.085
2017/10/07,69.204
2017/10/08,70.492
2017/10/09,70.827
2017/10/10,69.897
2017/10/11,71.74
2017/10/12,67.382
2017/10/13,70.007
2017/10/14,64.889
2017/10/15,65.904
2017/10/16,38.785
2017/10/17,32.289
2017/10/18,32.083
2017/10/19,33.237
2017/10/20,33.088
2017/10/21,33.664
2017/10/22,33.894
2017/10/23,33.57
2017/10/24,34.674
2017/10/25,34.49
2017/10/26,33.804
2017/10/27,20.779
2017/10/28,20.779
2017/10/29,20.779
2017/10/30,20.779
2017/10/31,20.779
2017/11/01,46.42
2017/11/02,45.777
2017/11/03,45.532
2017/11/04,45.38
2017/11/05,45.827
2017/11/06,45.763
2017/11/07,45.512
2017/11/08,46.11
2017/11/09,45.694
2017/11/10,45.828
2017/11/11,45.953
2017/11/12,46.727
2017/11/13,46.305
2017/11/14,46.191
2017/11/15,45.838
2017/11/16,45.436
2017/11/17,45.547
2017/11/18,45.337
2017/11/19,45.579
2017/11/20,47.249
2017/11/21,46.944
2017/11/22,46.793
2017/11/23,47.923
2017/11/24,48.537
2017/11/25,48.798
2017/11/26,48.624
2017/11/27,48.292
2017/11/28,47.684
2017/11/29,47.98
2017/11/30,48.499
2017/12/01,48.601
2017/12/02,49.176
2017/12/03,47.742
2017/12/04,48.286
2017/12/05,47.006
2017/12/06,46.788
2017/12/07,47.131
2017/12/08,49.128
2017/12/09,49.137
2017/12/10,49.033
2017/12/11,49.796
2017/12/12,49.232
2017/12/13,50.903
2017/12/14,51.734
2017/12/15,53.854
2017/12/16,54.518
2017/12/17,54.918
2017/12/18,55.733
2017/12/19,54.087
2017/12/20,53.386
2017/12/21,54.154
2017/12/22,53.587
2017/12/23,55.618
2017/12/24,56.513
2017/12/25,57.411
2017/12/26,57.783
2017/12/27,57.708
2017/12/28,59.286
2017/12/29,57.348
2017/12/30,57.476
2017/12/31,58.881
2018/01/01,59.36
2018/01/02,58.886
2018/01/03,57.944
2018/01/04,57.528
2018/01/05,58.82
2018/01/06,57.196
2018/01/07,58.975
2018/01/08,60.781
2018/01/09,60.901
2018/01/10,60.714
2018/01/11,62.974
2018/01/12,63.727
2018/01/13,64.976
2018/01/14,65.816
2018/01/15,66.41
2018/01/16,66.776
2018/01/17,68.371
2018/01/18,68.881
2018/01/19,68.463
2018/01/20,71.043
2018/01/21,71.274
2018/01/22,71.848
2018/01/23,71.956
2018/01/24,73.492
2018/01/25,74.621
2018/01/26,74.158
2018/01/27,73.08
2018/01/28,73.467
2018/01/29,75.656
2018/01/30,75.767
2018/01/31,76.461
2018/02/01,77.327
2018/02/02,78.28
2018/02/03,79.352
2018/02/04,78.888
2018/02/05,79.423
2018/02/06,79.44
2018/02/07,80.431
2018/02/08,79.21
2018/02/09,80.318
2018/02/10,77.046
2018/02/11,79.405
2018/02/12,78.899
2018/02/13,79.437
2018/02/14,78.051
2018/02/15,73.753
2018/02/16,75.989
2018/02/17,74.822
2018/02/18,75.492
2018/02/19,73.683
2018/02/20,70.804
2018/02/21,69.439
2018/02/22,71.301
2018/02/23,70.443
2018/02/24,70.638
2018/02/25,73.675
2018/02/26,69.634
2018/02/27,66.664
2018/02/28,68.637
2018/03/01,69.898
2018/03/02,68.442
2018/03/03,71.174
2018/03/04,68.441
2018/03/05,68.177
2018/03/06,67.263
2018/03/07,69.19
2018/03/08,70.233
2018/03/09,65.896
2018/03/10,66.182
2018/03/11,65.252
2018/03/12,66.404
2018/03/13,65.639
2018/03/14,63.47
2018/03/15,64.223
2018/03/16,67.328
2018/03/17,66.698
2018/03/18,66.806
2018/03/19,67.402
2018/03/20,67.069
2018/03/21,65.897
2018/03/22,63.846
2018/03/23,65.663
2018/03/24,62.069
2018/03/25,63.512
2018/03/26,65.55
2018/03/27,62.466
2018/03/28,61.636
2018/03/29,57.974
2018/03/30,58.934
2018/03/31,57.835
2018/04/01,59.558
2018/04/02,57.549
2018/04/03,54.472
2018/04/04,56.148
2018/04/05,54.992
2018/04/06,58.585
2018/04/07,57.664
2018/04/08,55.678
2018/04/09,51.461
2018/04/10,53.142
2018/04/11,53.524
2018/04/12,52.898
2018/04/13,51.036
2018/04/14,52.786
2018/04/15,52.979
2018/04/16,51.964
2018/04/17,52.717
2018/04/18,50.379
2018/04/19,51.207
2018/04/20,50
2018/04/21,53.903
2018/04/22,52.966
2018/04/23,54.285
2018/04/24,52.129
2018/04/25,52.009
2018/04/26,55.246
2018/04/27,52.582
2018/04/28,51.592
2018/04/29,53.964
2018/04/30,54.17
2018/05/01,50.656
2018/05/02,50.548
2018/05/03,52.668
2018/05/04,54.128
2018/05/05,55.589
2018/05/06,56.668
2018/05/07,58.617
2018/05/08,59.155
2018/05/09,55.598
2018/05/10,56.011
2018/05/11,56.213
2018/05/12,59.136
2018/05/13,60.142
2018/05/14,56.54
2018/05/15,53.885
2018/05/16,54.761
2018/05/17,54.516
2018/05/18,52.531
2018/05/19,53.073
2018/05/20,55.317
2018/05/21,56.572
2018/05/22,55.688
2018/05/23,52.42
2018/05/24,51.172
2018/05/25,50.278
2018/05/26,52.371
2018/05/27,50.697
2018/05/28,51.427
2018/05/29,50.822
2018/05/30,48.972
2018/05/31,52.089
2018/06/01,47.979
2018/06/02,49.763
2018/06/03,50.115
2018/06/04,48.315
2018/06/05,51.38
2018/06/06,48.572
2018/06/07,48.506
2018/06/08,49.984
2018/06/09,54.119
2018/06/10,51.978
2018/06/11,51.316
2018/06/12,54.881
2018/06/13,52.291
2018/06/14,52.559
2018/06/15,51.746
2018/06/16,53.115
2018/06/17,53.191
2018/06/18,56.861
2018/06/19,58.131
2018/06/20,55.496
2018/06/21,58.169
2018/06/22,56.956
2018/06/23,55.471
2018/06/24,57.485
2018/06/25,55.005
2018/06/26,53.613
2018/06/27,57.668
2018/06/28,54.479
2018/06/29,53.429
2018/06/30,56.311
2018/07/01,52.32
2018/07/02,53.285
2018/07/03,55.24
2018/07/04,54.532
2018/07/05,58.119
2018/07/06,56.316
2018/07/07,56.703
2018/07/08,54.039
2018/07/09,56.33
2018/07/10,55.166
2018/07/11,50.398
2018/07/12,52.915
2018/07/13,53.039
2018/07/14,52.315
2018/07/15,52.232
2018/07/16,52.973
2018/07/17,53.144
2018/07/18,54.036
2018/07/19,52.365
2018/07/20,52.143
2018/07/21,45.677
2018/07/22,49.383
2018/07/23,54.398
2018/07/24,51.601
2018/07/25,52.98
2018/07/26,54.428
2018/07/27,53.599
2018/07/28,54.746
2018/07/29,55.091
2018/07/30,55.244
2018/07/31,54.082
2018/08/01,53.574
2018/08/02,54.754
2018/08/03,52.048
2018/08/04,54.713
2018/08/05,54.77
2018/08/06,55.597
2018/08/07,54.519
2018/08/08,55.288
2018/08/09,55.751
2018/08/10,54.816
2018/08/11,53.689
2018/08/12,51.293
2018/08/13,51.63
2018/08/14,53.215
2018/08/15,51.715
2018/08/16,49.098
2018/08/17,50.798
2018/08/18,49.278
2018/08/19,50.29
2018/08/20,51.247
2018/08/21,52.035
2018/08/22,54.793
2018/08/23,49.432
2018/08/24,48.712
2018/08/25,51.17
2018/08/26,53.475
2018/08/27,50.811
2018/08/28,50.662
2018/08/29,49.422
2018/08/30,48.588
2018/08/31,49.825
2018/09/01,48.437
2018/09/02,46.991
2018/09/03,47.796
2018/09/04,47.371
2018/09/05,48.993
2018/09/06,47.661
2018/09/07,47.656
2018/09/08,46.751
2018/09/09,41.096
2018/09/10,41.596
2018/09/11,40.851
2018/09/12,38.892
2018/09/13,36.546
2018/09/14,40.678
2018/09/15,40.847
2018/09/16,40.328
2018/09/17,40.807
2018/09/18,42.557
2018/09/19,42.283
2018/09/20,42.556
2018/09/21,40.387
2018/09/22,47.517
2018/09/23,46.508
2018/09/24,47.134
2018/09/25,45.65
2018/09/26,48.102
2018/09/27,47.85
2018/09/28,48.211
2018/09/29,47.45
2018/09/30,47.232
2018/10/01,46.465
2018/10/02,45.343
2018/10/03,46.008
2018/10/04,47.666
2018/10/05,48.368
2018/10/06,47.318
2018/10/07,48.395
2018/10/08,50.086
2018/10/09,49.068
2018/10/10,49.333
2018/10/11,45.969
2018/10/12,46.842
2018/10/13,45.086
2018/10/14,46.329
2018/10/15,46.093
2018/10/16,45.647
2018/10/17,44.93
2018/10/18,47.516
2018/10/19,46.384
2018/10/20,43.844
2018/10/21,42.607
2018/10/22,42.025
2018/10/23,41.396
2018/10/24,44.179
2018/10/25,43.061
2018/10/26,40.625
2018/10/27,44.203
2018/10/28,42.877
2018/10/29,41.055
2018/10/30,43.695
2018/10/31,44.18
2018/11/01,42.209
2018/11/02,39.96
2018/11/03,39.819
2018/11/04,41.714
2018/11/05,39.957
2018/11/06,41.35
2018/11/07,40.913
2018/11/08,44.298
2018/11/09,41.835
2018/11/10,41.68
2018/11/11,46.167
2018/11/12,43.09
2018/11/13,44.36
2018/11/14,45.893
2018/11/15,46.246
2018/11/16,47.228
2018/11/17,43.985
2018/11/18,43.081
2018/11/19,43.326
2018/11/20,40.488
2018/11/21,35.846
2018/11/22,34.842
2018/11/23,35.289
2018/11/24,35.05
2018/11/25,33.494
2018/11/26,33.12
2018/11/27,28.369
2018/11/28,25.864
2018/11/29,26.969
2018/11/30,27.349
2018/12/01,32.206
2018/12/02,30.118
2018/12/03,30.034
2018/12/04,32.445
2018/12/05,30.794
2018/12/06,33.103
2018/12/07,31.097
2018/12/08,29.936
2018/12/09,29.49
2018/12/10,33.107
2018/12/11,32.883
2018/12/12,30.69
2018/12/13,29.821
2018/12/14,29.766
2018/12/15,30.077
2018/12/16,30.095
2018/12/17,31.162
2018/12/18,30.61
2018/12/19,32.599
2018/12/20,32.235
2018/12/21,33.52
2018/12/22,33.759
2018/12/23,35.738
2018/12/24,40.415
2018/12/25,43.902
2018/12/26,47.091
2018/12/27,46.027
2018/12/28,44.259
2018/12/29,43.769
2018/12/30,46.295
2018/12/31,46.801
2019/01/01,42.829
2019/01/02,44.04
2019/01/03,50.91
2019/01/04,50.945
2019/01/05,52.629
2019/01/06,54.73
2019/01/07,54.912
2019/01/08,53.501
2019/01/09,54.788
2019/01/10,53.505
2019/01/11,54.169
2019/01/12,51.286
2019/01/13,50.596
2019/01/14,51.615
2019/01/15,54.277
2019/01/16,50.864
2019/01/17,49.274
2019/01/18,48.913
2019/01/19,51.532
2019/01/20,52.924
2019/01/21,58.569
2019/01/22,59.702
2019/01/23,54.574
2019/01/24,56.19
2019/01/25,56.418
2019/01/26,53.941
2019/01/27,53.571
2019/01/28,48.753
2019/01/29,43.846
2019/01/30,42.765
2019/01/31,44.957
2019/02/01,43.338
2019/02/02,42.006
2019/02/03,41.889
2019/02/04,42.171
2019/02/05,42.254
2019/02/06,41.804
2019/02/07,41.36
2019/02/08,42.957
2019/02/09,42.905
2019/02/10,57.14
2019/02/11,56.827
2019/02/12,58.247
2019/02/13,57.124
2019/02/14,55.394
2019/02/15,55.209
2019/02/16,56.146
2019/02/17,55.987
2019/02/18,56.382
2019/02/19,60.015
2019/02/20,60.094
2019/02/21,60.138
2019/02/22,59.06
2019/02/23,62.032
2019/02/24,61.667
2019/02/25,59.777
2019/02/26,60.119
2019/02/27,59.97
2019/02/28,57.919
2019/03/01,34.771
2019/03/02,33.039
2019/03/03,32.826
2019/03/04,32.495
2019/03/05,32.981
2019/03/06,33.286
2019/03/07,33.165
2019/03/08,34.024
2019/03/09,33.204
2019/03/10,33.242
2019/03/11,33.226
2019/03/12,32.665
2019/03/13,32.431
2019/03/14,32.888
2019/03/15,33.157
2019/03/16,34.555
2019/03/17,34.936
2019/03/18,34.513
2019/03/19,32.862
2019/03/20,35.319
2019/03/21,35.217
2019/03/22,34.748
2019/03/23,34.544
2019/03/24,35.156
2019/03/25,35.07
2019/03/26,33.799
2019/03/27,32.977
2019/03/28,33.686
2019/03/29,34.52
2019/03/30,32.572
2019/03/31,32.808
2019/04/01,37.283
2019/04/02,36.903
2019/04/03,36.679
2019/04/04,38.231
2019/04/05,38.324
2019/04/06,39.457
2019/04/07,38.782
2019/04/08,38.913
2019/04/09,40.323
2019/04/10,41.759
2019/04/11,42.626
2019/04/12,42.011
2019/04/13,43.076
2019/04/14,44.767
2019/04/15,44.51
2019/04/16,43.336
2019/04/17,41.886
2019/04/18,41.511
2019/04/19,43.146
2019/04/20,42.78
2019/04/21,42.98
2019/04/22,44.737
2019/04/23,44.271
2019/04/24,42.23
2019/04/25,42.084
2019/04/26,41.999
2019/04/27,44.985
2019/04/28,44.514
2019/04/29,45.858
2019/04/30,47.332
2019/05/01,46.811
2019/05/02,46.161
2019/05/03,45.496
2019/05/04,48.748
2019/05/05,49.546
2019/05/06,47.106
2019/05/07,48.883
2019/05/08,48.136
2019/05/09,48.159
2019/05/10,47.646
2019/05/11,49.337
2019/05/12,50.735
2019/05/13,50.288
2019/05/14,53.058
2019/05/15,54.423
2019/05/16,54.483
2019/05/17,59.54
2019/05/18,61.891
2019/05/19,58.355
2019/05/20,56.86
2019/05/21,54.449
2019/05/22,54.693
2019/05/23,53.822
2019/05/24,50.89
2019/05/25,51.458
2019/05/26,51.377
2019/05/27,55.561
2019/05/28,52.478
2019/05/29,56.808
2019/05/30,58.075
2019/05/31,55.221
2019/06/01,55.841
2019/06/02,57.776
2019/06/03,52.375
2019/06/04,52.814
2019/06/05,50.086
2019/06/06,54
2019/06/07,54.881
2019/06/08,51.865
2019/06/09,49.801
2019/06/10,50.106
2019/06/11,50.389
2019/06/12,50.024
2019/06/13,48.374
2019/06/14,48.69
2019/06/15,49.021
2019/06/16,48.735
2019/06/17,49.891
2019/06/18,50.182
2019/06/19,51.643
2019/06/20,50.198
2019/06/21,49.668
2019/06/22,47.98
2019/06/23,50.153
