Date,sentbyaddress14wma
2016/01/01,1540
2016/01/02,1552
2016/01/03,1563
2016/01/04,1574
2016/01/05,1584
2016/01/06,1601
2016/01/07,1622
2016/01/08,1631
2016/01/09,1642
2016/01/10,1673
2016/01/11,1704
2016/01/12,1749
2016/01/13,1760
2016/01/14,1762
2016/01/15,1796
2016/01/16,1769
2016/01/17,1729
2016/01/18,1721
2016/01/19,1697
2016/01/20,1738
2016/01/21,1711
2016/01/22,1693
2016/01/23,1713
2016/01/24,1762
2016/01/25,1824
2016/01/26,1898
2016/01/27,1934
2016/01/28,1967
2016/01/29,1989
2016/01/30,2005
2016/01/31,2032
2016/02/01,2048
2016/02/02,2053
2016/02/03,2055
2016/02/04,2053
2016/02/05,2054
2016/02/06,2038
2016/02/07,2047
2016/02/08,2079
2016/02/09,2132
2016/02/10,2288
2016/02/11,2449
2016/02/12,2587
2016/02/13,2682
2016/02/14,2710
2016/02/15,2748
2016/02/16,2777
2016/02/17,2793
2016/02/18,2806
2016/02/19,2802
2016/02/20,2775
2016/02/21,2868
2016/02/22,2891
2016/02/23,2901
2016/02/24,2893
2016/02/25,2941
2016/02/26,2951
2016/02/27,2975
2016/02/28,3044
2016/02/29,3186
2016/03/01,3358
2016/03/02,3537
2016/03/03,3743
2016/03/04,3932
2016/03/05,4222
2016/03/06,4429
2016/03/07,4501
2016/03/08,4677
2016/03/09,4772
2016/03/10,4918
2016/03/11,5006
2016/03/12,5064
2016/03/13,5091
2016/03/14,5104
2016/03/15,5084
2016/03/16,5017
2016/03/17,5011
2016/03/18,5049
2016/03/19,4959
2016/03/20,4900
2016/03/21,4918
2016/03/22,4850
2016/03/23,4804
2016/03/24,4741
2016/03/25,4666
2016/03/26,4574
2016/03/27,4571
2016/03/28,4583
2016/03/29,4765
2016/03/30,4949
2016/03/31,4949
2016/04/01,4917
2016/04/02,4859
2016/04/03,4796
2016/04/04,4819
2016/04/05,4849
2016/04/06,4869
2016/04/07,4868
2016/04/08,4843
2016/04/09,4853
2016/04/10,4915
2016/04/11,4889
2016/04/12,4897
2016/04/13,4965
2016/04/14,4987
2016/04/15,4951
2016/04/16,4904
2016/04/17,4932
2016/04/18,4945
2016/04/19,4940
2016/04/20,4951
2016/04/21,4955
2016/04/22,4972
2016/04/23,4961
2016/04/24,4970
2016/04/25,5015
2016/04/26,5069
2016/04/27,5113
2016/04/28,5128
2016/04/29,5467
2016/04/30,5849
2016/05/01,6050
2016/05/02,6372
2016/05/03,6570
2016/05/04,6684
2016/05/05,6791
2016/05/06,6880
2016/05/07,6910
2016/05/08,6984
2016/05/09,7082
2016/05/10,7175
2016/05/11,7403
2016/05/12,7621
2016/05/13,8011
2016/05/14,8208
2016/05/15,8224
2016/05/16,8199
2016/05/17,8262
2016/05/18,8397
2016/05/19,8547
2016/05/20,8600
2016/05/21,8522
2016/05/22,8325
2016/05/23,8413
2016/05/24,8427
2016/05/25,8401
2016/05/26,9330
2016/05/27,9483
2016/05/28,10405
2016/05/29,10303
2016/05/30,10170
2016/05/31,10091
2016/06/01,9904
2016/06/02,9654
2016/06/03,9423
2016/06/04,9113
2016/06/05,8810
2016/06/06,8571
2016/06/07,8386
2016/06/08,8204
2016/06/09,7972
2016/06/10,7845
2016/06/11,7625
2016/06/12,7648
2016/06/13,7920
2016/06/14,8203
2016/06/15,8302
2016/06/16,8499
2016/06/17,9287
2016/06/18,9821
2016/06/19,9930
2016/06/20,9912
2016/06/21,9954
2016/06/22,10096
2016/06/23,9952
2016/06/24,9749
2016/06/25,9455
2016/06/26,9139
2016/06/27,8858
2016/06/28,8745
2016/06/29,8613
2016/06/30,8377
2016/07/01,8174
2016/07/02,8053
2016/07/03,7975
2016/07/04,7983
2016/07/05,8022
2016/07/06,8030
2016/07/07,8054
2016/07/08,8080
2016/07/09,8067
2016/07/10,7997
2016/07/11,7975
2016/07/12,7952
2016/07/13,7908
2016/07/14,7945
2016/07/15,7962
2016/07/16,7822
2016/07/17,7617
2016/07/18,7555
2016/07/19,8863
2016/07/20,9174
2016/07/21,9326
2016/07/22,9591
2016/07/23,9697
2016/07/24,10432
2016/07/25,10735
2016/07/26,11767
2016/07/27,12209
2016/07/28,12417
2016/07/29,12308
2016/07/30,11969
2016/07/31,11758
2016/08/01,11573
2016/08/02,11673
2016/08/03,11535
2016/08/04,11337
2016/08/05,10960
2016/08/06,10564
2016/08/07,10190
2016/08/08,9987
2016/08/09,9923
2016/08/10,9787
2016/08/11,9894
2016/08/12,9723
2016/08/13,9479
2016/08/14,9323
2016/08/15,9198
2016/08/16,9219
2016/08/17,9137
2016/08/18,9065
2016/08/19,9013
2016/08/20,9002
2016/08/21,8951
2016/08/22,8826
2016/08/23,8952
2016/08/24,8953
2016/08/25,9098
2016/08/26,9142
2016/08/27,9226
2016/08/28,9216
2016/08/29,9314
2016/08/30,9334
2016/08/31,9454
2016/09/01,9694
2016/09/02,9813
2016/09/03,9758
2016/09/04,9674
2016/09/05,9595
2016/09/06,9525
2016/09/07,9483
2016/09/08,9656
2016/09/09,9599
2016/09/10,9497
2016/09/11,9457
2016/09/12,9438
2016/09/13,9422
2016/09/14,9433
2016/09/15,9414
2016/09/16,9535
2016/09/17,9576
2016/09/18,9442
2016/09/19,9231
2016/09/20,9811
2016/09/21,10164
2016/09/22,9959
2016/09/23,9842
2016/09/24,9780
2016/09/25,9685
2016/09/26,9584
2016/09/27,9516
2016/09/28,9438
2016/09/29,9516
2016/09/30,9615
2016/10/01,9485
2016/10/02,9608
2016/10/03,9535
2016/10/04,9179
2016/10/05,8888
2016/10/06,8757
2016/10/07,8816
2016/10/08,8902
2016/10/09,9118
2016/10/10,9315
2016/10/11,9325
2016/10/12,8809
2016/10/13,8098
2016/10/14,8029
2016/10/15,7769
2016/10/16,7685
2016/10/17,7740
2016/10/18,8237
2016/10/19,8054
2016/10/20,8451
2016/10/21,8916
2016/10/22,9096
2016/10/23,9212
2016/10/24,9253
2016/10/25,9321
2016/10/26,9407
2016/10/27,9485
2016/10/28,9534
2016/10/29,9467
2016/10/30,9302
2016/10/31,9453
2016/11/01,9715
2016/11/02,9571
2016/11/03,9591
2016/11/04,9215
2016/11/05,9074
2016/11/06,8805
2016/11/07,8790
2016/11/08,8734
2016/11/09,8732
2016/11/10,8532
2016/11/11,8519
2016/11/12,8461
2016/11/13,8559
2016/11/14,8401
2016/11/15,8371
2016/11/16,8299
2016/11/17,8231
2016/11/18,8220
2016/11/19,8111
2016/11/20,8053
2016/11/21,8019
2016/11/22,9837
2016/11/23,12630
2016/11/24,11915
2016/11/25,13568
2016/11/26,12811
2016/11/27,12118
2016/11/28,11639
2016/11/29,11088
2016/11/30,10582
2016/12/01,10026
2016/12/02,9570
2016/12/03,9368
2016/12/04,9165
2016/12/05,8721
2016/12/06,8556
2016/12/07,8086
2016/12/08,7868
2016/12/09,7864
2016/12/10,7794
2016/12/11,7802
2016/12/12,7804
2016/12/13,7716
2016/12/14,7866
2016/12/15,8145
2016/12/16,8100
2016/12/17,8037
2016/12/18,7956
2016/12/19,7973
2016/12/20,8053
2016/12/21,8185
2016/12/22,8286
2016/12/23,8225
2016/12/24,8101
2016/12/25,7873
2016/12/26,7671
2016/12/27,7570
2016/12/28,7540
2016/12/29,7634
2016/12/30,7653
2016/12/31,7761
2017/01/01,7589
2017/01/02,7583
2017/01/03,7691
2017/01/04,8115
2017/01/05,8434
2017/01/06,8754
2017/01/07,8833
2017/01/08,8787
2017/01/09,9005
2017/01/10,8973
2017/01/11,9032
2017/01/12,9105
2017/01/13,9067
2017/01/14,8930
2017/01/15,8719
2017/01/16,8763
2017/01/17,8685
2017/01/18,8540
2017/01/19,8541
2017/01/20,8614
2017/01/21,8569
2017/01/22,8467
2017/01/23,8435
2017/01/24,8437
2017/01/25,8345
2017/01/26,8328
2017/01/27,8271
2017/01/28,8201
2017/01/29,8083
2017/01/30,8100
2017/01/31,8105
2017/02/01,8127
2017/02/02,8206
2017/02/03,8196
2017/02/04,8306
2017/02/05,8429
2017/02/06,8543
2017/02/07,8604
2017/02/08,8690
2017/02/09,8758
2017/02/10,8966
2017/02/11,8925
2017/02/12,8966
2017/02/13,9277
2017/02/14,9542
2017/02/15,9759
2017/02/16,9822
2017/02/17,9871
2017/02/18,10022
2017/02/19,9942
2017/02/20,10018
2017/02/21,10026
2017/02/22,10005
2017/02/23,9950
2017/02/24,10043
2017/02/25,10048
2017/02/26,10058
2017/02/27,10194
2017/02/28,10649
2017/03/01,11167
2017/03/02,12622
2017/03/03,13241
2017/03/04,13528
2017/03/05,13738
2017/03/06,13912
2017/03/07,13888
2017/03/08,13881
2017/03/09,14121
2017/03/10,14452
2017/03/11,14575
2017/03/12,14936
2017/03/13,16063
2017/03/14,16573
2017/03/15,17117
2017/03/16,18850
2017/03/17,20425
2017/03/18,21222
2017/03/19,21429
2017/03/20,21607
2017/03/21,21748
2017/03/22,21593
2017/03/23,21382
2017/03/24,21745
2017/03/25,21782
2017/03/26,21360
2017/03/27,21330
2017/03/28,21135
2017/03/29,20972
2017/03/30,21397
2017/03/31,22627
2017/04/01,22438
2017/04/02,22658
2017/04/03,23701
2017/04/04,23704
2017/04/05,23832
2017/04/06,24351
2017/04/07,23845
2017/04/08,23101
2017/04/09,22194
2017/04/10,21745
2017/04/11,21237
2017/04/12,20924
2017/04/13,20820
2017/04/14,20499
2017/04/15,20098
2017/04/16,19301
2017/04/17,18770
2017/04/18,18786
2017/04/19,18883
2017/04/20,19105
2017/04/21,19009
2017/04/22,18780
2017/04/23,18602
2017/04/24,18848
2017/04/25,18973
2017/04/26,19189
2017/04/27,20609
2017/04/28,21487
2017/04/29,21838
2017/04/30,22452
2017/05/01,23426
2017/05/02,24235
2017/05/03,24422
2017/05/04,25476
2017/05/05,26387
2017/05/06,26528
2017/05/07,27104
2017/05/08,28558
2017/05/09,29266
2017/05/10,29466
2017/05/11,29936
2017/05/12,29997
2017/05/13,29455
2017/05/14,29073
2017/05/15,29504
2017/05/16,29873
2017/05/17,31133
2017/05/18,32092
2017/05/19,34393
2017/05/20,34826
2017/05/21,35395
2017/05/22,37017
2017/05/23,38893
2017/05/24,40887
2017/05/25,42592
2017/05/26,43771
2017/05/27,43647
2017/05/28,43172
2017/05/29,43217
2017/05/30,44353
2017/05/31,47580
2017/06/01,49883
2017/06/02,50138
2017/06/03,50351
2017/06/04,50396
2017/06/05,51325
2017/06/06,52088
2017/06/07,52652
2017/06/08,52482
2017/06/09,53763
2017/06/10,54869
2017/06/11,56968
2017/06/12,62237
2017/06/13,65762
2017/06/14,67628
2017/06/15,69747
2017/06/16,70476
