Date,transactions14wma
2016/10/04,46535
2016/10/05,46074
2016/10/06,44988
2016/10/07,44970
2016/10/08,44069
2016/10/09,44055
2016/10/10,44126
2016/10/11,43664
2016/10/12,41784
2016/10/13,40325
2016/10/14,40245
2016/10/15,38994
2016/10/16,38104
2016/10/17,37788
2016/10/18,39398
2016/10/19,39266
2016/10/20,39823
2016/10/21,42230
2016/10/22,41835
2016/10/23,41118
2016/10/24,42774
2016/10/25,43699
2016/10/26,44235
2016/10/27,44519
2016/10/28,44311
2016/10/29,43905
2016/10/30,43363
2016/10/31,43524
2016/11/01,44152
2016/11/02,44073
2016/11/03,43790
2016/11/04,42214
2016/11/05,41561
2016/11/06,40468
2016/11/07,40392
2016/11/08,40366
2016/11/09,40259
2016/11/10,40148
2016/11/11,40198
2016/11/12,40227
2016/11/13,40620
2016/11/14,41000
2016/11/15,41584
2016/11/16,41718
2016/11/17,41743
2016/11/18,42190
2016/11/19,41930
2016/11/20,42033
2016/11/21,42144
2016/11/22,43694
2016/11/23,46557
2016/11/24,45536
2016/11/25,47376
2016/11/26,46750
2016/11/27,46612
2016/11/28,46991
2016/11/29,47147
2016/11/30,46238
2016/12/01,45080
2016/12/02,44559
2016/12/03,44020
2016/12/04,43233
2016/12/05,42732
2016/12/06,43120
2016/12/07,42701
2016/12/08,42206
2016/12/09,41934
2016/12/10,41702
2016/12/11,41286
2016/12/12,40864
2016/12/13,41323
2016/12/14,42156
2016/12/15,42753
2016/12/16,42977
2016/12/17,42578
2016/12/18,41824
2016/12/19,42293
2016/12/20,42542
2016/12/21,43703
2016/12/22,45362
2016/12/23,45435
2016/12/24,44596
2016/12/25,43629
2016/12/26,42414
2016/12/27,42281
2016/12/28,42304
2016/12/29,42787
2016/12/30,43000
2016/12/31,42762
2017/01/01,42175
2017/01/02,41691
2017/01/03,42095
2017/01/04,43121
2017/01/05,44006
2017/01/06,44171
2017/01/07,44317
2017/01/08,44288
2017/01/09,44662
2017/01/10,45191
2017/01/11,45271
2017/01/12,46048
2017/01/13,46820
2017/01/14,46360
2017/01/15,45852
2017/01/16,45800
2017/01/17,45866
2017/01/18,45701
2017/01/19,45407
2017/01/20,45457
2017/01/21,45158
2017/01/22,45413
2017/01/23,45443
2017/01/24,46051
2017/01/25,46085
2017/01/26,46188
2017/01/27,46303
2017/01/28,46259
2017/01/29,45828
2017/01/30,45771
2017/01/31,45485
2017/02/01,45346
2017/02/02,45101
2017/02/03,44731
2017/02/04,44740
2017/02/05,44880
2017/02/06,45131
2017/02/07,45978
2017/02/08,46707
2017/02/09,46962
2017/02/10,47787
2017/02/11,47804
2017/02/12,47642
2017/02/13,48877
2017/02/14,50318
2017/02/15,51222
2017/02/16,51271
2017/02/17,51228
2017/02/18,51120
2017/02/19,50818
2017/02/20,50757
2017/02/21,51773
2017/02/22,51652
2017/02/23,51168
2017/02/24,51550
2017/02/25,51804
2017/02/26,51789
2017/02/27,51838
2017/02/28,52936
2017/03/01,53948
2017/03/02,56385
2017/03/03,57757
2017/03/04,58248
2017/03/05,58421
2017/03/06,58507
2017/03/07,59271
2017/03/08,59036
2017/03/09,59936
2017/03/10,60792
2017/03/11,61500
2017/03/12,62344
2017/03/13,65055
2017/03/14,66881
2017/03/15,69086
2017/03/16,74919
2017/03/17,79938
2017/03/18,82324
2017/03/19,83705
2017/03/20,84245
2017/03/21,85101
2017/03/22,85020
2017/03/23,85198
2017/03/24,85915
2017/03/25,85965
2017/03/26,85181
2017/03/27,86276
2017/03/28,85889
2017/03/29,86595
2017/03/30,87608
2017/03/31,89671
2017/04/01,88763
2017/04/02,89061
2017/04/03,90821
2017/04/04,90532
2017/04/05,90375
2017/04/06,91171
2017/04/07,91536
2017/04/08,89092
2017/04/09,87086
2017/04/10,85251
2017/04/11,83652
2017/04/12,82728
2017/04/13,82429
2017/04/14,81848
2017/04/15,80632
2017/04/16,78913
2017/04/17,77623
2017/04/18,78031
2017/04/19,78791
2017/04/20,79530
2017/04/21,79804
2017/04/22,79157
2017/04/23,78968
2017/04/24,79217
2017/04/25,81084
2017/04/26,82335
2017/04/27,85479
2017/04/28,88655
2017/04/29,89611
2017/04/30,90926
2017/05/01,94273
2017/05/02,96996
2017/05/03,97726
2017/05/04,100684
2017/05/05,102514
2017/05/06,102284
2017/05/07,103399
2017/05/08,105682
2017/05/09,107003
2017/05/10,107700
2017/05/11,109209
2017/05/12,109270
2017/05/13,108533
2017/05/14,107703
2017/05/15,109674
2017/05/16,110684
2017/05/17,114809
2017/05/18,118164
2017/05/19,124524
2017/05/20,126293
2017/05/21,130224
2017/05/22,137286
2017/05/23,145237
2017/05/24,152504
2017/05/25,158461
2017/05/26,162033
2017/05/27,162292
2017/05/28,162870
2017/05/29,163371
2017/05/30,168207
2017/05/31,175042
2017/06/01,179177
2017/06/02,182157
2017/06/03,182250
2017/06/04,182517
2017/06/05,183849
2017/06/06,186410
2017/06/07,189731
2017/06/08,190266
2017/06/09,194506
2017/06/10,197978
2017/06/11,204460
2017/06/12,217123
2017/06/13,226788
2017/06/14,231668
2017/06/15,237707
2017/06/16,241335
2017/06/17,243661
2017/06/18,245879
2017/06/19,252837
2017/06/20,261843
2017/06/21,258204
2017/06/22,262823
2017/06/23,265427
2017/06/24,264065
2017/06/25,259758
2017/06/26,266960
2017/06/27,265430
2017/06/28,266990
2017/06/29,266929
2017/06/30,265362
2017/07/01,262126
2017/07/02,259992
2017/07/03,264954
2017/07/04,267023
2017/07/05,268035
2017/07/06,266858
2017/07/07,270804
2017/07/08,268265
2017/07/09,262689
2017/07/10,267496
2017/07/11,270977
2017/07/12,273043
2017/07/13,271939
2017/07/14,269350
2017/07/15,264469
2017/07/16,261959
2017/07/17,259356
2017/07/18,260273
2017/07/19,261166
2017/07/20,259398
2017/07/21,255379
2017/07/22,248361
2017/07/23,249070
2017/07/24,249790
2017/07/25,248197
2017/07/26,244406
2017/07/27,241525
2017/07/28,241789
2017/07/29,235717
2017/07/30,231009
2017/07/31,232500
2017/08/01,229775
2017/08/02,229215
2017/08/03,229729
2017/08/04,233151
2017/08/05,236903
2017/08/06,240621
2017/08/07,246434
2017/08/08,257101
2017/08/09,261903
2017/08/10,273883
2017/08/11,287248
2017/08/12,297160
2017/08/13,304986
2017/08/14,321883
2017/08/15,337681
2017/08/16,351675
2017/08/17,365849
2017/08/18,380243
2017/08/19,384073
2017/08/20,377799
2017/08/21,382158
2017/08/22,381700
2017/08/23,382136
2017/08/24,378708
2017/08/25,375164
2017/08/26,365479
2017/08/27,358489
2017/08/28,356851
2017/08/29,359784
2017/08/30,363637
2017/08/31,365512
2017/09/01,368678
2017/09/02,364449
2017/09/03,356752
2017/09/04,367801
2017/09/05,378641
2017/09/06,395628
2017/09/07,405051
2017/09/08,415605
2017/09/09,414433
2017/09/10,404720
2017/09/11,400365
2017/09/12,401262
2017/09/13,396833
2017/09/14,394676
2017/09/15,400760
2017/09/16,397294
2017/09/17,382195
2017/09/18,376987
2017/09/19,369203
2017/09/20,360735
2017/09/21,352844
2017/09/22,340123
2017/09/23,327718
2017/09/24,319265
2017/09/25,314658
2017/09/26,310539
2017/09/27,307757
2017/09/28,308203
2017/09/29,308774
2017/09/30,306349
2017/10/01,303076
2017/10/02,302820
2017/10/03,306012
2017/10/04,306551
2017/10/05,308259
2017/10/06,310665
2017/10/07,308771
2017/10/08,307347
2017/10/09,309950
2017/10/10,315206
2017/10/11,319341
2017/10/12,325687
2017/10/13,333805
2017/10/14,335158
2017/10/15,335733
2017/10/16,346462
2017/10/17,369192
2017/10/18,385542
2017/10/19,403503
2017/10/20,426776
2017/10/21,436696
2017/10/22,441325
2017/10/23,448991
2017/10/24,458539
2017/10/25,462478
2017/10/26,466111
2017/10/27,406575
2017/10/28,350650
2017/10/29,297888
2017/10/30,248259
2017/10/31,202518
2017/11/01,231247
2017/11/02,260967
2017/11/03,284324
2017/11/04,296251
2017/11/05,311235
2017/11/06,339002
2017/11/07,360856
2017/11/08,384250
2017/11/09,405689
2017/11/10,425821
2017/11/11,433190
2017/11/12,442136
2017/11/13,448119
2017/11/14,454255
2017/11/15,464464
2017/11/16,467961
2017/11/17,474139
2017/11/18,473606
2017/11/19,473144
2017/11/20,480974
2017/11/21,487815
2017/11/22,497137
2017/11/23,504575
2017/11/24,509797
2017/11/25,519130
2017/11/26,524388
2017/11/27,537444
2017/11/28,552963
2017/11/29,570209
2017/11/30,585199
2017/12/01,594263
2017/12/02,602916
2017/12/03,618770
2017/12/04,633511
2017/12/05,645452
2017/12/06,668936
2017/12/07,672394
2017/12/08,689003
2017/12/09,695425
2017/12/10,701703
2017/12/11,721299
2017/12/12,744590
2017/12/13,770631
2017/12/14,798719
2017/12/15,818978
2017/12/16,835956
2017/12/17,847238
2017/12/18,871106
2017/12/19,906715
2017/12/20,924372
2017/12/21,951719
2017/12/22,979242
2017/12/23,978935
2017/12/24,955193
2017/12/25,930271
2017/12/26,914231
2017/12/27,911983
2017/12/28,914606
2017/12/29,935922
2017/12/30,961663
2017/12/31,959851
2018/01/01,952305
2018/01/02,978140
2018/01/03,1014599
2018/01/04,1063574
2018/01/05,1099466
2018/01/06,1127737
2018/01/07,1143253
2018/01/08,1163379
2018/01/09,1184530
2018/01/10,1190990
2018/01/11,1194431
2018/01/12,1188373
2018/01/13,1190119
2018/01/14,1178427
2018/01/15,1182097
2018/01/16,1192469
2018/01/17,1201547
2018/01/18,1200666
2018/01/19,1179573
2018/01/20,1152818
2018/01/21,1131307
2018/01/22,1106705
2018/01/23,1078491
2018/01/24,1051422
2018/01/25,1010180
2018/01/26,994598
2018/01/27,964385
2018/01/28,945109
2018/01/29,934032
2018/01/30,921487
2018/01/31,908573
2018/02/01,916996
2018/02/02,923578
2018/02/03,908563
2018/02/04,893350
2018/02/05,890083
2018/02/06,889401
2018/02/07,879825
2018/02/08,852849
2018/02/09,841355
2018/02/10,839231
2018/02/11,826964
2018/02/12,823201
2018/02/13,809364
2018/02/14,797142
2018/02/15,790291
2018/02/16,775969
2018/02/17,773253
2018/02/18,768810
2018/02/19,772165
2018/02/20,786202
2018/02/21,795400
2018/02/22,792478
2018/02/23,784949
2018/02/24,777930
2018/02/25,766374
2018/02/26,761857
2018/02/27,752496
2018/02/28,747060
2018/03/01,737078
2018/03/02,736015
2018/03/03,725078
2018/03/04,711051
2018/03/05,712700
2018/03/06,709553
2018/03/07,717554
2018/03/08,713709
2018/03/09,705203
2018/03/10,689663
2018/03/11,677808
2018/03/12,675931
2018/03/13,677446
2018/03/14,675199
2018/03/15,671198
2018/03/16,667488
2018/03/17,656453
2018/03/18,658283
2018/03/19,662382
2018/03/20,661333
2018/03/21,665579
2018/03/22,660187
2018/03/23,663155
2018/03/24,657345
2018/03/25,639750
2018/03/26,636306
2018/03/27,627677
2018/03/28,619583
2018/03/29,612868
2018/03/30,613487
2018/03/31,607743
2018/04/01,596849
2018/04/02,594392
2018/04/03,599262
2018/04/04,601951
2018/04/05,614292
2018/04/06,619520
2018/04/07,610077
2018/04/08,609353
2018/04/09,609844
2018/04/10,605373
2018/04/11,606051
2018/04/12,617585
2018/04/13,633113
2018/04/14,631833
2018/04/15,631470
2018/04/16,636316
2018/04/17,650991
2018/04/18,659473
2018/04/19,682045
2018/04/20,705876
2018/04/21,716470
2018/04/22,725430
2018/04/23,740132
2018/04/24,754784
2018/04/25,764801
2018/04/26,772324
2018/04/27,774964
2018/04/28,778724
2018/04/29,778431
2018/04/30,779701
2018/05/01,771315
2018/05/02,773057
2018/05/03,780909
2018/05/04,809980
2018/05/05,809279
2018/05/06,795102
2018/05/07,794618
2018/05/08,798290
2018/05/09,803396
2018/05/10,811356
2018/05/11,814906
2018/05/12,812853
2018/05/13,807202
2018/05/14,806724
2018/05/15,803031
2018/05/16,802454
2018/05/17,805491
2018/05/18,808041
2018/05/19,814126
2018/05/20,810466
2018/05/21,809311
2018/05/22,810732
2018/05/23,813593
2018/05/24,813471
2018/05/25,812388
2018/05/26,806358
2018/05/27,802459
2018/05/28,809762
2018/05/29,809990
2018/05/30,810549
2018/05/31,813108
2018/06/01,805750
2018/06/02,800413
2018/06/03,801420
2018/06/04,801737
2018/06/05,798472
2018/06/06,792060
2018/06/07,789305
2018/06/08,779445
2018/06/09,776942
2018/06/10,774616
2018/06/11,772028
2018/06/12,770479
2018/06/13,772987
2018/06/14,771451
2018/06/15,770270
2018/06/16,752497
2018/06/17,737115
2018/06/18,729565
2018/06/19,734144
2018/06/20,741983
2018/06/21,742550
2018/06/22,745799
2018/06/23,735963
2018/06/24,726494
2018/06/25,740007
2018/06/26,738857
2018/06/27,743371
2018/06/28,744510
2018/06/29,744557
2018/06/30,731264
2018/07/01,716655
2018/07/02,684550
2018/07/03,665605
2018/07/04,631759
2018/07/05,612032
2018/07/06,585309
2018/07/07,564888
2018/07/08,565948
2018/07/09,570115
2018/07/10,581361
2018/07/11,586611
2018/07/12,582699
2018/07/13,580124
2018/07/14,571936
2018/07/15,557563
2018/07/16,578171
2018/07/17,596376
2018/07/18,619345
2018/07/19,637939
2018/07/20,646149
2018/07/21,645539
2018/07/22,650924
2018/07/23,666998
2018/07/24,685551
2018/07/25,703571
2018/07/26,711971
2018/07/27,727263
2018/07/28,729109
2018/07/29,730742
2018/07/30,735395
2018/07/31,737850
2018/08/01,741581
2018/08/02,748157
2018/08/03,750737
2018/08/04,748188
2018/08/05,742514
2018/08/06,735937
2018/08/07,721497
2018/08/08,699047
2018/08/09,675093
2018/08/10,662969
2018/08/11,658299
2018/08/12,652023
2018/08/13,653523
2018/08/14,655008
2018/08/15,651444
2018/08/16,658009
2018/08/17,650580
2018/08/18,647242
2018/08/19,641074
2018/08/20,644451
2018/08/21,640417
2018/08/22,635240
2018/08/23,630410
2018/08/24,624554
2018/08/25,616335
2018/08/26,608457
2018/08/27,610800
2018/08/28,609338
2018/08/29,599670
2018/08/30,597106
2018/08/31,593642
2018/09/01,600998
2018/09/02,603281
2018/09/03,606857
2018/09/04,605153
2018/09/05,608593
2018/09/06,606662
2018/09/07,603929
2018/09/08,596149
2018/09/09,591665
2018/09/10,586721
2018/09/11,582012
2018/09/12,579622
2018/09/13,575012
2018/09/14,565244
2018/09/15,551449
2018/09/16,536500
2018/09/17,535798
2018/09/18,528741
2018/09/19,523431
2018/09/20,518047
2018/09/21,519733
2018/09/22,511859
2018/09/23,504456
2018/09/24,499538
2018/09/25,500564
2018/09/26,498540
2018/09/27,498656
2018/09/28,498774
2018/09/29,490218
2018/09/30,488100
2018/10/01,485376
2018/10/02,485250
2018/10/03,494388
2018/10/04,503056
2018/10/05,515967
2018/10/06,528596
2018/10/07,526806
2018/10/08,530749
2018/10/09,533321
2018/10/10,533022
2018/10/11,539669
2018/10/12,544564
2018/10/13,546159
2018/10/14,542719
2018/10/15,545677
2018/10/16,549607
2018/10/17,553382
2018/10/18,555013
2018/10/19,561292
2018/10/20,558578
2018/10/21,552986
2018/10/22,556536
2018/10/23,556947
2018/10/24,554039
2018/10/25,551578
2018/10/26,551303
2018/10/27,544192
2018/10/28,538913
2018/10/29,547630
2018/10/30,555005
2018/10/31,559041
2018/11/01,563478
2018/11/02,562284
2018/11/03,555787
2018/11/04,550346
2018/11/05,554413
2018/11/06,560406
2018/11/07,561668
2018/11/08,561398
2018/11/09,559949
2018/11/10,550701
2018/11/11,546707
2018/11/12,548323
2018/11/13,548011
2018/11/14,552033
2018/11/15,553538
2018/11/16,553822
2018/11/17,547879
2018/11/18,539159
2018/11/19,549107
2018/11/20,559043
2018/11/21,562544
2018/11/22,564484
2018/11/23,565109
2018/11/24,557225
2018/11/25,553531
2018/11/26,553603
2018/11/27,554934
2018/11/28,563716
2018/11/29,563181
2018/11/30,568510
2018/12/01,563606
2018/12/02,554080
2018/12/03,551906
2018/12/04,552725
2018/12/05,558219
2018/12/06,562888
2018/12/07,564880
2018/12/08,564110
2018/12/09,556806
2018/12/10,556084
2018/12/11,552797
2018/12/12,549516
2018/12/13,551315
2018/12/14,553234
2018/12/15,553403
2018/12/16,548626
2018/12/17,550731
2018/12/18,550797
2018/12/19,556468
2018/12/20,562749
2018/12/21,569467
2018/12/22,561063
2018/12/23,559616
2018/12/24,567412
2018/12/25,563895
2018/12/26,563726
2018/12/27,561758
2018/12/28,563124
2018/12/29,560651
2018/12/30,547143
2018/12/31,542390
2019/01/01,528245
2019/01/02,534036
2019/01/03,540784
2019/01/04,541296
2019/01/05,537258
2019/01/06,529894
2019/01/07,531546
2019/01/08,534133
2019/01/09,537277
2019/01/10,543630
2019/01/11,544189
2019/01/12,533152
2019/01/13,526802
2019/01/14,533037
2019/01/15,533768
2019/01/16,529330
2019/01/17,526929
2019/01/18,528194
2019/01/19,529589
2019/01/20,530528
2019/01/21,536995
2019/01/22,546199
2019/01/23,545342
2019/01/24,542897
2019/01/25,539020
2019/01/26,530091
2019/01/27,524309
2019/01/28,529089
2019/01/29,533613
2019/01/30,536465
2019/01/31,533757
2019/02/01,528623
2019/02/02,517398
2019/02/03,503560
2019/02/04,489738
2019/02/05,477289
2019/02/06,468556
2019/02/07,460770
2019/02/08,459625
2019/02/09,451483
2019/02/10,438995
2019/02/11,433913
2019/02/12,431374
2019/02/13,437152
2019/02/14,441330
2019/02/15,445086
2019/02/16,447225
2019/02/17,448478
2019/02/18,458107
2019/02/19,469641
2019/02/20,479599
2019/02/21,490534
2019/02/22,498498
2019/02/23,498620
2019/02/24,506709
2019/02/25,517757
2019/02/26,524783
2019/02/27,528784
2019/02/28,532586
2019/03/01,536574
2019/03/02,537049
2019/03/03,532228
2019/03/04,544028
2019/03/05,551851
2019/03/06,556507
2019/03/07,559866
2019/03/08,561583
2019/03/09,562127
2019/03/10,552343
2019/03/11,550077
2019/03/12,551886
2019/03/13,554792
2019/03/14,557450
2019/03/15,557025
2019/03/16,550037
2019/03/17,542024
2019/03/18,544531
2019/03/19,555744
2019/03/20,565847
2019/03/21,573861
2019/03/22,582824
2019/03/23,582233
2019/03/24,579891
2019/03/25,590210
2019/03/26,596837
2019/03/27,602441
2019/03/28,608665
2019/03/29,615111
2019/03/30,624407
2019/03/31,629245
2019/04/01,638154
2019/04/02,655490
2019/04/03,670017
2019/04/04,673691
2019/04/05,669960
2019/04/06,657909
2019/04/07,647730
2019/04/08,650006
2019/04/09,650615
2019/04/10,653251
2019/04/11,662757
2019/04/12,666794
2019/04/13,659581
2019/04/14,644448
2019/04/15,639689
2019/04/16,640141
2019/04/17,644959
2019/04/18,652495
2019/04/19,659205
2019/04/20,664388
2019/04/21,660937
2019/04/22,668679
2019/04/23,677261
2019/04/24,677106
2019/04/25,678587
2019/04/26,677856
2019/04/27,664370
2019/04/28,655481
2019/04/29,650922
2019/04/30,656801
2019/05/01,661661
2019/05/02,655982
2019/05/03,656925
2019/05/04,651749
2019/05/05,649053
2019/05/06,655454
2019/05/07,655567
2019/05/08,660220
2019/05/09,668892
2019/05/10,679649
2019/05/11,690426
2019/05/12,695958
2019/05/13,706018
2019/05/14,724454
2019/05/15,743987
2019/05/16,770230
2019/05/17,780738
2019/05/18,779930
2019/05/19,780324
2019/05/20,793986
2019/05/21,799867
2019/05/22,812352
2019/05/23,819508
2019/05/24,833086
2019/05/25,836522
2019/05/26,828782
2019/05/27,844411
2019/05/28,854134
2019/05/29,868027
2019/05/30,873554
2019/05/31,876406
2019/06/01,890160
2019/06/02,893025
2019/06/03,894327
2019/06/04,895739
2019/06/05,884056
2019/06/06,876467
2019/06/07,860239
2019/06/08,876624
2019/06/09,854633
2019/06/10,866153
2019/06/11,872972
2019/06/12,870363
2019/06/13,853791
2019/06/14,848653
2019/06/15,859092
2019/06/16,863038
2019/06/17,874350
2019/06/18,872591
2019/06/19,876038
2019/06/20,891858
2019/06/21,878500
2019/06/22,862360
2019/06/23,850502
2019/06/24,842912
2019/06/25,853130
2019/06/26,852182
2019/06/27,846752
2019/06/28,866048
2019/06/29,847531
2019/06/30,824654
2019/07/01,839182
2019/07/02,846043
2019/07/03,833565
2019/07/04,821590
2019/07/05,825419
2019/07/06,815896
2019/07/07,783482
2019/07/08,783255
2019/07/09,777981
2019/07/10,769452
2019/07/11,793886
2019/07/12,783600
2019/07/13,757411
2019/07/14,736107
2019/07/15,732801
2019/07/16,766147
2019/07/17,775362
2019/07/18,762226
2019/07/19,769537
2019/07/20,746306
2019/07/21,716469
2019/07/22,702969
2019/07/23,686564
2019/07/24,711787
2019/07/25,741067
2019/07/26,729309
2019/07/27,710030
2019/07/28,690175
2019/07/29,684615
2019/07/30,684858
2019/07/31,683640
2019/08/01,709591
2019/08/02,718967
2019/08/03,730817
2019/08/04,712186
2019/08/05,713018
2019/08/06,714924
2019/08/07,717027
2019/08/08,714067
2019/08/09,717426
2019/08/10,707897
2019/08/11,691406
2019/08/12,692213
2019/08/13,690774
2019/08/14,694561
2019/08/15,691507
2019/08/16,694222
2019/08/17,687038
2019/08/18,679365
2019/08/19,684098
2019/08/20,689979
2019/08/21,695580
2019/08/22,702037
2019/08/23,707557
2019/08/24,706427
2019/08/25,703859
2019/08/26,710201
2019/08/27,715823
2019/08/28,717522
2019/08/29,719614
2019/08/30,719906
2019/08/31,715795
2019/09/01,712712
2019/09/02,717998
2019/09/03,722132
2019/09/04,721191
2019/09/05,727805
2019/09/06,733925
2019/09/07,727568
2019/09/08,720959
2019/09/09,725229
2019/09/10,720794
2019/09/11,718720
2019/09/12,719266
2019/09/13,706449
2019/09/14,695152
2019/09/15,685077
2019/09/16,688744
2019/09/17,685818
2019/09/18,687144
2019/09/19,686356
2019/09/20,689592
2019/09/21,677295
2019/09/22,663024
2019/09/23,658090
2019/09/24,663622
2019/09/25,664737
2019/09/26,663448
2019/09/27,658249
2019/09/28,650945
2019/09/29,641722
2019/09/30,645156
2019/10/01,643862
2019/10/02,640530
2019/10/03,636396
2019/10/04,629667
2019/10/05,624802
2019/10/06,616842
2019/10/07,616608
2019/10/08,627268
2019/10/09,643384
2019/10/10,652768
2019/10/11,661206
2019/10/12,659819
2019/10/13,649167
2019/10/14,649921
2019/10/15,656335
2019/10/16,662837
2019/10/17,669910
2019/10/18,680133
2019/10/19,679859
2019/10/20,671875
2019/10/21,672329
2019/10/22,678675
2019/10/23,686225
2019/10/24,692387
2019/10/25,700603
2019/10/26,705134
