Date,transactions3rsi
2016/01/01,34.005
2016/01/02,38.537
2016/01/03,39.169
2016/01/04,41.253
2016/01/05,77.872
2016/01/06,79.635
2016/01/07,89.437
2016/01/08,34.26
2016/01/09,38.704
2016/01/10,33.055
2016/01/11,38.309
2016/01/12,38.066
2016/01/13,79.912
2016/01/14,39.084
2016/01/15,36.021
2016/01/16,42.836
2016/01/17,36.127
2016/01/18,64.747
2016/01/19,68.151
2016/01/20,37.702
2016/01/21,39.492
2016/01/22,70.938
2016/01/23,41.564
2016/01/24,57.963
2016/01/25,79.255
2016/01/26,71.581
2016/01/27,81.454
2016/01/28,55.717
2016/01/29,51.188
2016/01/30,32.574
2016/01/31,28.185
2016/02/01,29.14
2016/02/02,32.872
2016/02/03,32.399
2016/02/04,39.811
2016/02/05,75.814
2016/02/06,98.62
2016/02/07,39.439
2016/02/08,40.851
2016/02/09,44.27
2016/02/10,52.628
2016/02/11,70.31
2016/02/12,49.037
2016/02/13,56.291
2016/02/14,38.195
2016/02/15,43.58
2016/02/16,48.487
2016/02/17,71.644
2016/02/18,39.053
2016/02/19,54.035
2016/02/20,37.684
2016/02/21,43.772
2016/02/22,59.474
2016/02/23,63.628
2016/02/24,76.641
2016/02/25,75.229
2016/02/26,88.579
2016/02/27,42.627
2016/02/28,44.329
2016/02/29,67.306
2016/03/01,80.526
2016/03/02,88.948
2016/03/03,92.449
2016/03/04,76.723
2016/03/05,89.932
2016/03/06,91.353
2016/03/07,33.806
2016/03/08,43.88
2016/03/09,50.059
2016/03/10,54.346
2016/03/11,29.428
2016/03/12,75.982
2016/03/13,77.123
2016/03/14,79.556
2016/03/15,84.231
2016/03/16,47.534
2016/03/17,84.163
2016/03/18,64.655
2016/03/19,77.929
2016/03/20,53.963
2016/03/21,54.539
2016/03/22,59.082
2016/03/23,41.123
2016/03/24,81.199
2016/03/25,78.332
2016/03/26,75.814
2016/03/27,20.094
2016/03/28,50.099
2016/03/29,52.327
2016/03/30,70.799
2016/03/31,36.9
2016/04/01,46.024
2016/04/02,25.429
2016/04/03,28.225
2016/04/04,68.807
2016/04/05,81.435
2016/04/06,40.516
2016/04/07,39.735
2016/04/08,54.717
2016/04/09,40.009
2016/04/10,43.44
2016/04/11,28.544
2016/04/12,67.076
2016/04/13,73.797
2016/04/14,57.556
2016/04/15,59.433
2016/04/16,22.276
2016/04/17,74.403
2016/04/18,43.963
2016/04/19,40.641
2016/04/20,42.977
2016/04/21,67.904
2016/04/22,36.672
2016/04/23,37.971
2016/04/24,55.864
2016/04/25,65.304
2016/04/26,39.335
2016/04/27,52.042
2016/04/28,57.302
2016/04/29,78.559
2016/04/30,93.101
2016/05/01,53.306
2016/05/02,61.874
2016/05/03,41.302
2016/05/04,39.607
2016/05/05,50.636
2016/05/06,68.643
2016/05/07,31.869
2016/05/08,58.049
2016/05/09,48.121
2016/05/10,61.925
2016/05/11,62.812
2016/05/12,82.733
2016/05/13,88.676
2016/05/14,64.44
2016/05/15,41.591
2016/05/16,19.578
2016/05/17,42.779
2016/05/18,69.212
2016/05/19,58.516
2016/05/20,62.301
2016/05/21,46.997
2016/05/22,22.178
2016/05/23,57.315
2016/05/24,51.018
2016/05/25,70.32
2016/05/26,83.394
2016/05/27,64.113
2016/05/28,91.889
2016/05/29,39.402
2016/05/30,35.669
2016/05/31,39.876
2016/06/01,34.809
2016/06/02,28.417
2016/06/03,29.69
2016/06/04,22.644
2016/06/05,22.938
2016/06/06,40.174
