Date,transactions90roc
2016/01/01,34.702
2016/01/02,38.345
2016/01/03,47.444
2016/01/04,46.702
2016/01/05,130.726
2016/01/06,146.52
2016/01/07,226.408
2016/01/08,67.238
2016/01/09,95.799
2016/01/10,56.53
2016/01/11,59.768
2016/01/12,59.034
2016/01/13,171.811
2016/01/14,56.777
2016/01/15,50.373
2016/01/16,64.543
2016/01/17,47.592
2016/01/18,119.027
2016/01/19,117.082
2016/01/20,77.454
2016/01/21,55.836
2016/01/22,117.702
2016/01/23,89.108
2016/01/24,115.527
2016/01/25,152.373
2016/01/26,124.762
2016/01/27,139.242
2016/01/28,111.12
2016/01/29,116.951
2016/01/30,112.017
2016/01/31,116.011
2016/02/01,91.904
2016/02/02,103.084
2016/02/03,90.371
2016/02/04,82.327
2016/02/05,38.678
2016/02/06,153.106
2016/02/07,85.512
2016/02/08,80.579
2016/02/09,51.874
2016/02/10,79.788
2016/02/11,171.702
2016/02/12,151.13
2016/02/13,169.554
2016/02/14,123.381
2016/02/15,140.154
2016/02/16,138.017
2016/02/17,125.214
2016/02/18,167.313
2016/02/19,169.892
2016/02/20,135.973
2016/02/21,107.252
2016/02/22,154.334
2016/02/23,160.383
2016/02/24,168.48
2016/02/25,193.764
2016/02/26,209.051
2016/02/27,176.974
2016/02/28,112.141
2016/02/29,199.647
2016/03/01,234.943
2016/03/02,238
2016/03/03,260.061
2016/03/04,258.004
2016/03/05,197.869
2016/03/06,287.355
2016/03/07,247.484
2016/03/08,244.308
2016/03/09,229.89
2016/03/10,206.157
2016/03/11,181.828
2016/03/12,275.532
2016/03/13,80.881
2016/03/14,35.217
2016/03/15,184.094
2016/03/16,187.099
2016/03/17,271.247
2016/03/18,241.647
2016/03/19,252.05
2016/03/20,168.98
2016/03/21,54.615
2016/03/22,44.635
2016/03/23,135.557
2016/03/24,288.058
2016/03/25,242.737
2016/03/26,67.586
2016/03/27,142.351
2016/03/28,195.941
2016/03/29,55.809
2016/03/30,256.927
2016/03/31,291.826
2016/04/01,263.597
2016/04/02,217.11
2016/04/03,212.307
2016/04/04,112.459
2016/04/05,129.431
2016/04/06,45.314
2016/04/07,192.087
2016/04/08,188.391
2016/04/09,209.331
2016/04/10,195.942
2016/04/11,179.203
2016/04/12,96.281
2016/04/13,238.412
2016/04/14,252.213
2016/04/15,227.823
2016/04/16,212.742
2016/04/17,211.265
2016/04/18,149.724
2016/04/19,207.465
2016/04/20,206.913
2016/04/21,168.494
2016/04/22,187.329
2016/04/23,148.828
2016/04/24,98.855
2016/04/25,114.584
2016/04/26,73.798
2016/04/27,101.891
2016/04/28,109.472
2016/04/29,154.635
2016/04/30,223.09
2016/05/01,178.738
2016/05/02,192.128
2016/05/03,164.964
2016/05/04,160.831
2016/05/05,153.833
2016/05/06,31.361
2016/05/07,151.43
2016/05/08,172.186
2016/05/09,148.502
2016/05/10,137.349
2016/05/11,90.35
2016/05/12,148.506
2016/05/13,147.007
2016/05/14,175.174
2016/05/15,151.023
2016/05/16,113.254
2016/05/17,101.646
2016/05/18,171.277
2016/05/19,141.815
2016/05/20,170.294
2016/05/21,154.81
2016/05/22,113.826
2016/05/23,137.02
2016/05/24,119.606
2016/05/25,138.133
2016/05/26,142.771
2016/05/27,158.185
2016/05/28,267.98
2016/05/29,125.415
2016/05/30,97.112
2016/05/31,88.38
2016/06/01,69.992
2016/06/02,63.322
2016/06/03,46.908
2016/06/04,36.926
2016/06/05,62.846
2016/06/06,61.614
2016/06/07,87.893
2016/06/08,62.944
2016/06/09,72.349
2016/06/10,43.956
2016/06/11,31.194
2016/06/12,49.26
2016/06/13,57.773
2016/06/14,82.4
2016/06/15,28.988
2016/06/16,36.363
2016/06/17,91.374
2016/06/18,94.419
2016/06/19,56.978
2016/06/20,43.259
2016/06/21,48.88
2016/06/22,31.58
2016/06/23,13.998
2016/06/24,23.7
2016/06/25,22.386
2016/06/26,23.8
2016/06/27,16.948
2016/06/28,17.195
2016/06/29,54.676
2016/06/30,91.933
2016/07/01,36.539
2016/07/02,32.679
2016/07/03,13.894
2016/07/04,1.984
2016/07/05,22.42
2016/07/06,18.835
2016/07/07,18.886
2016/07/08,33.152
2016/07/09,25.353
2016/07/10,29.779
2016/07/11,11.274
2016/07/12,13.204
2016/07/13,2.757
2016/07/14,22.455
2016/07/15,34.862
2016/07/16,-5.325
2016/07/17,1.197
2016/07/18,20.158
2016/07/19,34.119
2016/07/20,36.174
2016/07/21,41.682
2016/07/22,52.168
2016/07/23,32.192
2016/07/24,64.31
2016/07/25,68.363
2016/07/26,82.97
2016/07/27,54.427
2016/07/28,30.063
2016/07/29,3.221
2016/07/30,6.147
2016/07/31,16.77
2016/08/01,21.567
2016/08/02,30.832
2016/08/03,27.819
2016/08/04,13.302
2016/08/05,20.489
2016/08/06,3.554
2016/08/07,11.398
2016/08/08,5.653
2016/08/09,15.305
2016/08/10,2.862
2016/08/11,0.905
2016/08/12,-2.94
2016/08/13,-4.608
2016/08/14,8.425
2016/08/15,4.944
2016/08/16,6.335
2016/08/17,0.773
2016/08/18,5.804
2016/08/19,-1.543
2016/08/20,6.23
2016/08/21,-2.883
2016/08/22,3.12
2016/08/23,4.278
2016/08/24,-8.458
2016/08/25,1.759
2016/08/26,-32.583
2016/08/27,4.463
2016/08/28,-0.745
2016/08/29,2.532
2016/08/30,11.269
2016/08/31,15.58
2016/09/01,19.222
2016/09/02,46.305
2016/09/03,18.197
2016/09/04,23.541
2016/09/05,-7.529
2016/09/06,21.44
2016/09/07,22.199
2016/09/08,39.42
2016/09/09,46.115
2016/09/10,0.69
2016/09/11,-6.149
2016/09/12,-10.355
2016/09/13,-1.526
2016/09/14,24.122
2016/09/15,-20.938
2016/09/16,-8.8
2016/09/17,-8.138
2016/09/18,-19.579
2016/09/19,-14.407
2016/09/20,11.215
2016/09/21,6.302
2016/09/22,16.161
2016/09/23,-3.994
2016/09/24,4.338
2016/09/25,-2.395
2016/09/26,0.986
2016/09/27,-6.173
2016/09/28,-33.079
2016/09/29,0.826
2016/09/30,-8.714
2016/10/01,33.501
2016/10/02,27.922
2016/10/03,21.395
2016/10/04,49.504
2016/10/05,3.181
2016/10/06,-13.363
2016/10/07,8.161
2016/10/08,-4.238
2016/10/09,13.887
2016/10/10,10.117
2016/10/11,14.866
2016/10/12,-29.917
2016/10/13,-21.567
2016/10/14,10.362
2016/10/15,-0.743
2016/10/16,-10.735
2016/10/17,-13.688
2016/10/18,2.502
2016/10/19,-14.226
2016/10/20,-10.359
2016/10/21,28.383
2016/10/22,-35.116
2016/10/23,-35.533
2016/10/24,-15.151
2016/10/25,-10.229
2016/10/26,-6.996
2016/10/27,-6.117
2016/10/28,-1.164
2016/10/29,-17.924
2016/10/30,-14.231
2016/10/31,-8.177
2016/11/01,-0.91
2016/11/02,-6.933
2016/11/03,-2.004
2016/11/04,-21.489
2016/11/05,-12.257
2016/11/06,-19.991
2016/11/07,-10.872
2016/11/08,-10.199
2016/11/09,-15.889
2016/11/10,-9.541
2016/11/11,-0.044
2016/11/12,0.752
2016/11/13,3.241
2016/11/14,-10.364
2016/11/15,1.032
2016/11/16,-12.793
2016/11/17,-5.146
2016/11/18,5.971
2016/11/19,-7.649
2016/11/20,-4.802
2016/11/21,-11.759
2016/11/22,14.447
2016/11/23,28.918
2016/11/24,-22.057
2016/11/25,21.146
2016/11/26,-4.232
2016/11/27,-2.331
2016/11/28,2.999
2016/11/29,2.596
2016/11/30,-17.504
2016/12/01,-33.01
2016/12/02,-7.033
2016/12/03,-14.069
2016/12/04,-7.087
2016/12/05,-15.252
2016/12/06,-1.029
2016/12/07,-25.394
2016/12/08,-26.579
2016/12/09,-3.338
2016/12/10,-6.416
2016/12/11,-13.206
2016/12/12,-9.039
2016/12/13,-17.072
2016/12/14,-10.125
2016/12/15,-19.867
2016/12/16,-6.248
2016/12/17,4.088
2016/12/18,-9.542
2016/12/19,-15.662
2016/12/20,-0.691
2016/12/21,-3.54
2016/12/22,56.657
2016/12/23,2.241
2016/12/24,-2.469
2016/12/25,-15.887
2016/12/26,-26.17
2016/12/27,-0.998
2016/12/28,7.349
2016/12/29,29.886
2016/12/30,-16.043
2016/12/31,-19.343
2017/01/01,-18.757
2017/01/02,-30.02
2017/01/03,9.981
2017/01/04,37.601
2017/01/05,13.471
2017/01/06,16.222
2017/01/07,-0.724
2017/01/08,-4.924
2017/01/09,12.508
2017/01/10,60.586
2017/01/11,40.246
2017/01/12,20.433
2017/01/13,51.01
2017/01/14,20.16
2017/01/15,9.471
2017/01/16,-12.569
2017/01/17,21.233
2017/01/18,3.582
2017/01/19,-24.493
2017/01/20,21.188
2017/01/21,22.447
2017/01/22,-9.734
2017/01/23,-3.222
2017/01/24,11.639
2017/01/25,4.291
2017/01/26,12.846
2017/01/27,16.668
2017/01/28,14.591
2017/01/29,-5.601
2017/01/30,-7.457
2017/01/31,0.299
2017/02/01,5.183
2017/02/02,34.192
2017/02/03,13.5
2017/02/04,32.04
2017/02/05,10.97
2017/02/06,13.801
2017/02/07,28.01
2017/02/08,27.201
2017/02/09,16.564
2017/02/10,27.738
2017/02/11,6.61
2017/02/12,3.289
2017/02/13,23.516
2017/02/14,39.857
2017/02/15,35.795
2017/02/16,13.45
2017/02/17,25.75
2017/02/18,17.265
2017/02/19,12.851
2017/02/20,-6.407
2017/02/21,-9.107
2017/02/22,36.654
2017/02/23,-18.035
2017/02/24,32.538
2017/02/25,19.789
2017/02/26,6.878
2017/02/27,11.919
2017/02/28,53.854
2017/03/01,61.025
2017/03/02,69.97
2017/03/03,55.461
2017/03/04,48.213
2017/03/05,37.051
2017/03/06,18.299
2017/03/07,49.889
2017/03/08,39.91
2017/03/09,55.067
2017/03/10,60.551
2017/03/11,65.466
2017/03/12,72.03
2017/03/13,82.962
2017/03/14,63.139
2017/03/15,76.142
2017/03/16,150.154
2017/03/17,170.359
2017/03/18,145.415
2017/03/19,85.528
2017/03/20,81.424
2017/03/21,65.964
2017/03/22,42.862
2017/03/23,85.7
2017/03/24,132.473
2017/03/25,130.578
2017/03/26,130.1
2017/03/27,123.151
2017/03/28,94.413
2017/03/29,99.94
2017/03/30,115.904
2017/03/31,150.126
2017/04/01,108.035
2017/04/02,124.322
2017/04/03,118.427
2017/04/04,70.266
2017/04/05,76.246
2017/04/06,117.279
2017/04/07,112.842
2017/04/08,68.849
2017/04/09,61.421
2017/04/10,56.68
2017/04/11,67.822
2017/04/12,58.823
2017/04/13,65.491
2017/04/14,93.024
2017/04/15,79.218
2017/04/16,55.667
2017/04/17,55.441
2017/04/18,85.142
2017/04/19,96.511
2017/04/20,86.674
2017/04/21,87.7
2017/04/22,55.041
2017/04/23,67.274
2017/04/24,59.739
2017/04/25,101.126
2017/04/26,91.314
2017/04/27,123.852
2017/04/28,134.997
2017/04/29,114.86
2017/04/30,109.839
2017/05/01,157.055
2017/05/02,147.758
2017/05/03,122.686
2017/05/04,168.542
2017/05/05,138.965
2017/05/06,104.147
2017/05/07,125.407
2017/05/08,126.563
2017/05/09,121.051
2017/05/10,129.092
2017/05/11,124.405
2017/05/12,130.329
2017/05/13,123.597
