Date,transactionvalue14smaUSD
2016/10/28,321.25
2016/10/29,327.582
2016/10/30,335.39
2016/10/31,316.462
2016/11/01,312.344
2016/11/02,365.172
2016/11/03,533.731
2016/11/04,553.279
2016/11/05,559.942
2016/11/06,561.204
2016/11/07,562.505
2016/11/08,555.974
2016/11/09,577.054
2016/11/10,579.22
2016/11/11,617.44
2016/11/12,603.878
2016/11/13,577.953
2016/11/14,564.707
2016/11/15,536.149
2016/11/16,478.012
2016/11/17,351.18
2016/11/18,339.46
2016/11/19,336.396
2016/11/20,335.027
2016/11/21,333.719
2016/11/22,355.223
2016/11/23,343.761
2016/11/24,340.012
2016/11/25,289.515
2016/11/26,279.055
2016/11/27,268.589
2016/11/28,270.219
2016/11/29,270.261
2016/11/30,269.628
2016/12/01,230.377
2016/12/02,258.513
2016/12/03,309.056
2016/12/04,322.034
2016/12/05,356.646
2016/12/06,385.895
2016/12/07,391.682
2016/12/08,414.561
2016/12/09,433.393
2016/12/10,442.493
2016/12/11,461.127
2016/12/12,467.126
2016/12/13,465.536
2016/12/14,460.665
2016/12/15,469.909
2016/12/16,442.727
2016/12/17,420.043
2016/12/18,429.646
2016/12/19,401.165
2016/12/20,354.931
2016/12/21,345.158
2016/12/22,339.665
2016/12/23,377.016
2016/12/24,388.643
2016/12/25,374.499
2016/12/26,370.546
2016/12/27,372.807
2016/12/28,393.808
2016/12/29,424.696
2016/12/30,449.95
2016/12/31,495.167
2017/01/01,489.83
2017/01/02,515.239
2017/01/03,567.655
2017/01/04,660.801
2017/01/05,749.983
2017/01/06,797.331
2017/01/07,835.583
2017/01/08,862.479
2017/01/09,921.248
2017/01/10,974.906
2017/01/11,1014
2017/01/12,1018
2017/01/13,1008
2017/01/14,935.315
2017/01/15,917.439
2017/01/16,887.491
2017/01/17,841.762
2017/01/18,740.133
2017/01/19,634.931
2017/01/20,558.138
2017/01/21,504.379
2017/01/22,478.503
2017/01/23,421.976
2017/01/24,363.07
2017/01/25,305.237
2017/01/26,261.276
2017/01/27,244.069
2017/01/28,238.707
2017/01/29,244.253
2017/01/30,243.561
2017/01/31,241.874
2017/02/01,249.403
2017/02/02,253.962
2017/02/03,239.058
2017/02/04,253.553
2017/02/05,250.442
2017/02/06,259.072
2017/02/07,267.184
2017/02/08,270.75
2017/02/09,275.761
2017/02/10,284.102
2017/02/11,290.317
2017/02/12,296.6
2017/02/13,302.455
2017/02/14,332.779
2017/02/15,380.442
2017/02/16,402.751
2017/02/17,420.945
2017/02/18,433.531
2017/02/19,464.976
2017/02/20,486.112
2017/02/21,524.397
2017/02/22,553.801
2017/02/23,581.411
2017/02/24,644.769
2017/02/25,685.585
2017/02/26,736.966
2017/02/27,901.3
2017/02/28,1059
2017/03/01,1214
2017/03/02,1486
2017/03/03,1800
2017/03/04,2008
2017/03/05,2180
2017/03/06,2509
2017/03/07,2677
2017/03/08,2889
2017/03/09,3124
2017/03/10,3305
2017/03/11,3595
2017/03/12,4099
2017/03/13,4364
2017/03/14,4361
2017/03/15,4346
2017/03/16,4857
2017/03/17,4992
2017/03/18,5470
2017/03/19,5428
2017/03/20,5309
2017/03/21,5561
2017/03/22,5729
2017/03/23,5862
2017/03/24,6192
2017/03/25,6363
2017/03/26,6223
2017/03/27,6196
2017/03/28,6453
2017/03/29,6777
2017/03/30,6626
2017/03/31,6642
2017/04/01,6341
2017/04/02,6774
2017/04/03,7073
2017/04/04,6899
2017/04/05,6928
2017/04/06,7083
2017/04/07,6654
2017/04/08,6434
2017/04/09,6283
2017/04/10,6216
2017/04/11,6103
2017/04/12,5883
2017/04/13,5449
2017/04/14,5241
2017/04/15,4974
2017/04/16,4455
2017/04/17,4016
2017/04/18,4073
2017/04/19,4023
2017/04/20,3900
2017/04/21,4066
2017/04/22,4098
2017/04/23,4130
2017/04/24,4158
2017/04/25,4108
2017/04/26,4258
2017/04/27,4617
2017/04/28,4963
2017/04/29,5569
2017/04/30,6355
2017/05/01,7468
2017/05/02,8114
2017/05/03,8988
2017/05/04,9748
2017/05/05,10826
2017/05/06,11554
2017/05/07,12470
2017/05/08,13136
2017/05/09,13866
2017/05/10,14459
2017/05/11,15068
2017/05/12,15482
2017/05/13,15523
2017/05/14,15426
2017/05/15,15084
2017/05/16,15254
2017/05/17,14596
2017/05/18,13838
2017/05/19,13166
2017/05/20,12765
2017/05/21,12348
2017/05/22,13036
2017/05/23,13013
2017/05/24,13070
2017/05/25,12965
2017/05/26,13132
2017/05/27,13180
2017/05/28,13167
2017/05/29,13113
2017/05/30,12852
2017/05/31,13967
2017/06/01,14847
2017/06/02,15436
2017/06/03,16168
2017/06/04,16657
2017/06/05,16499
2017/06/06,17346
2017/06/07,17840
2017/06/08,18244
2017/06/09,18429
2017/06/10,18693
2017/06/11,19156
2017/06/12,20671
2017/06/13,21856
2017/06/14,21534
2017/06/15,22047
2017/06/16,22550
2017/06/17,22246
2017/06/18,21939
2017/06/19,21353
2017/06/20,20708
2017/06/21,19722
2017/06/22,18898
2017/06/23,18347
2017/06/24,18259
2017/06/25,17405
2017/06/26,15682
2017/06/27,14386
2017/06/28,13764
2017/06/29,12843
2017/06/30,11832
2017/07/01,11468
2017/07/02,11011
2017/07/03,11645
2017/07/04,11846
2017/07/05,11714
2017/07/06,11638
2017/07/07,11337
2017/07/08,10823
2017/07/09,10715
2017/07/10,10663
2017/07/11,10474
2017/07/12,10337
2017/07/13,10655
2017/07/14,11245
2017/07/15,11917
2017/07/16,12521
2017/07/17,12025
2017/07/18,12017
2017/07/19,12894
2017/07/20,13559
2017/07/21,14438
2017/07/22,14273
2017/07/23,14441
2017/07/24,15151
2017/07/25,15970
2017/07/26,16528
2017/07/27,16635
2017/07/28,16620
2017/07/29,16722
2017/07/30,16552
2017/07/31,15912
2017/08/01,15186
2017/08/02,14434
2017/08/03,13667
2017/08/04,12711
2017/08/05,12949
2017/08/06,13125
2017/08/07,12505
2017/08/08,11759
2017/08/09,11388
2017/08/10,11514
2017/08/11,12923
2017/08/12,13259
2017/08/13,14211
2017/08/14,14987
2017/08/15,15274
2017/08/16,15443
2017/08/17,15703
2017/08/18,15975
2017/08/19,16032
2017/08/20,16105
2017/08/21,16166
2017/08/22,16171
2017/08/23,16118
2017/08/24,15416
2017/08/25,13305
2017/08/26,11887
2017/08/27,11411
2017/08/28,12042
2017/08/29,12452
2017/08/30,14090
2017/08/31,14507
2017/09/01,14863
2017/09/02,15277
2017/09/03,15471
2017/09/04,15580
2017/09/05,15654
2017/09/06,15636
2017/09/07,15470
2017/09/08,15428
2017/09/09,16128
2017/09/10,15775
2017/09/11,14746
2017/09/12,14181
2017/09/13,12283
2017/09/14,11810
2017/09/15,11377
2017/09/16,10804
2017/09/17,10669
2017/09/18,10883
2017/09/19,11011
2017/09/20,10838
2017/09/21,10808
2017/09/22,10734
2017/09/23,10185
2017/09/24,9559
2017/09/25,9253
2017/09/26,9026
2017/09/27,9123
2017/09/28,9045
2017/09/29,8888
2017/09/30,8863
2017/10/01,8460
2017/10/02,7907
2017/10/03,8448
2017/10/04,8862
2017/10/05,8910
2017/10/06,8961
2017/10/07,8965
2017/10/08,9127
2017/10/09,9242
2017/10/10,9336
2017/10/11,9330
2017/10/12,9349
2017/10/13,9679
2017/10/14,9949
2017/10/15,10274
2017/10/16,10223
2017/10/17,9295
2017/10/18,8953
2017/10/19,8881
2017/10/20,8706
2017/10/21,8618
2017/10/22,8431
2017/10/23,8312
2017/10/24,8188
2017/10/25,8041
2017/10/26,7830
2017/10/27,6977
2017/10/28,6242
2017/10/29,5578
2017/10/30,5138
2017/10/31,4629
2017/11/01,4523
2017/11/02,4569
2017/11/03,4658
2017/11/04,4631
2017/11/05,4587
2017/11/06,4431
2017/11/07,4238
2017/11/08,4278
2017/11/09,4733
2017/11/10,5389
2017/11/11,6086
2017/11/12,6961
2017/11/13,7530
2017/11/14,8067
2017/11/15,8236
2017/11/16,8369
2017/11/17,8546
2017/11/18,8757
2017/11/19,9043
2017/11/20,9458
2017/11/21,9915
2017/11/22,10207
2017/11/23,10165
2017/11/24,10315
2017/11/25,10579
2017/11/26,10649
2017/11/27,11181
2017/11/28,11919
2017/11/29,12581
2017/11/30,13072
2017/12/01,13436
2017/12/02,13956
2017/12/03,14287
2017/12/04,14442
2017/12/05,14095
2017/12/06,13862
2017/12/07,13510
2017/12/08,13084
2017/12/09,12442
2017/12/10,11782
2017/12/11,10944
2017/12/12,10266
2017/12/13,9422
2017/12/14,8853
2017/12/15,8303
2017/12/16,7577
2017/12/17,7027
2017/12/18,6517
2017/12/19,6656
2017/12/20,6843
2017/12/21,7053
2017/12/22,7308
2017/12/23,7529
2017/12/24,7708
2017/12/25,7871
2017/12/26,7853
2017/12/27,7893
2017/12/28,7912
2017/12/29,8089
2017/12/30,8355
2017/12/31,8376
2018/01/01,8400
2018/01/02,8530
2018/01/03,8493
2018/01/04,8798
2018/01/05,9184
2018/01/06,9539
2018/01/07,9900
2018/01/08,10501
2018/01/09,11038
2018/01/10,11835
2018/01/11,12340
2018/01/12,12617
2018/01/13,12680
2018/01/14,14405
2018/01/15,14843
2018/01/16,15075
2018/01/17,15215
2018/01/18,15051
2018/01/19,14687
2018/01/20,14430
2018/01/21,14180
2018/01/22,13828
2018/01/23,13364
2018/01/24,12655
2018/01/25,11876
2018/01/26,11671
2018/01/27,11482
2018/01/28,9963
2018/01/29,9762
2018/01/30,9556
2018/01/31,9437
2018/02/01,9235
2018/02/02,9332
2018/02/03,9218
2018/02/04,9055
2018/02/05,8836
2018/02/06,8670
2018/02/07,8476
2018/02/08,8390
2018/02/09,7995
2018/02/10,7822
2018/02/11,7428
2018/02/12,7049
2018/02/13,6808
2018/02/14,6486
2018/02/15,6305
2018/02/16,5964
2018/02/17,5815
2018/02/18,5775
2018/02/19,5634
2018/02/20,5484
2018/02/21,5312
2018/02/22,5441
2018/02/23,5314
2018/02/24,5129
2018/02/25,4988
2018/02/26,4849
2018/02/27,4467
2018/02/28,4188
2018/03/01,3871
2018/03/02,3587
2018/03/03,3308
2018/03/04,3039
2018/03/05,2852
2018/03/06,2679
2018/03/07,2503
2018/03/08,2189
2018/03/09,2066
2018/03/10,1927
2018/03/11,1853
2018/03/12,1760
2018/03/13,1814
2018/03/14,1814
2018/03/15,1783
2018/03/16,1746
2018/03/17,1738
2018/03/18,1788
2018/03/19,1786
2018/03/20,1735
2018/03/21,1697
2018/03/22,1667
2018/03/23,1641
2018/03/24,1616
2018/03/25,1597
2018/03/26,1595
2018/03/27,1543
2018/03/28,1544
2018/03/29,1551
2018/03/30,1559
2018/03/31,1546
2018/04/01,1458
2018/04/02,1396
2018/04/03,1358
2018/04/04,1325
2018/04/05,1277
2018/04/06,1219
2018/04/07,1189
2018/04/08,1178
2018/04/09,1141
2018/04/10,1064
2018/04/11,999.774
2018/04/12,974.246
2018/04/13,983.053
2018/04/14,965.962
2018/04/15,972.553
2018/04/16,983.202
2018/04/17,980.099
2018/04/18,1002
2018/04/19,1038
2018/04/20,1093
2018/04/21,1146
2018/04/22,1162
2018/04/23,1264
2018/04/24,1364
2018/04/25,1436
2018/04/26,1446
2018/04/27,1467
2018/04/28,1523
2018/04/29,1560
2018/04/30,1609
2018/05/01,1662
2018/05/02,1735
2018/05/03,1827
2018/05/04,1863
2018/05/05,1892
2018/05/06,1942
2018/05/07,1965
2018/05/08,1939
2018/05/09,1935
2018/05/10,1955
2018/05/11,1957
2018/05/12,1943
2018/05/13,1914
2018/05/14,1927
2018/05/15,1934
2018/05/16,1873
2018/05/17,1796
2018/05/18,1749
2018/05/19,1693
2018/05/20,1651
2018/05/21,1557
2018/05/22,1550
2018/05/23,1552
2018/05/24,1526
2018/05/25,1490
2018/05/26,1467
2018/05/27,1493
2018/05/28,1476
2018/05/29,1453
2018/05/30,1456
2018/05/31,1465
2018/06/01,1503
2018/06/02,1502
2018/06/03,1480
2018/06/04,1484
2018/06/05,1466
2018/06/06,1450
2018/06/07,1461
2018/06/08,1503
2018/06/09,1496
2018/06/10,1484
2018/06/11,1468
2018/06/12,1505
2018/06/13,1575
2018/06/14,1651
2018/06/15,1684
2018/06/16,1702
2018/06/17,1707
2018/06/18,1681
2018/06/19,1662
2018/06/20,1631
2018/06/21,1605
2018/06/22,1575
2018/06/23,1573
2018/06/24,1575
2018/06/25,1562
2018/06/26,1504
2018/06/27,1405
2018/06/28,1293
2018/06/29,1213
2018/06/30,1186
2018/07/01,1173
2018/07/02,1187
2018/07/03,1199
2018/07/04,1217
2018/07/05,1228
2018/07/06,1235
2018/07/07,1248
2018/07/08,1223
2018/07/09,1221
2018/07/10,1224
2018/07/11,1216
2018/07/12,1212
2018/07/13,1193
2018/07/14,1186
2018/07/15,1190
2018/07/16,1175
2018/07/17,1157
2018/07/18,1138
2018/07/19,1109
2018/07/20,1079
2018/07/21,1059
2018/07/22,1040
2018/07/23,1019
2018/07/24,1004
2018/07/25,999.99
2018/07/26,986.581
2018/07/27,974.858
2018/07/28,956.031
2018/07/29,936.391
2018/07/30,922.486
2018/07/31,954.975
2018/08/01,918.293
2018/08/02,902.949
2018/08/03,868.201
2018/08/04,849.771
2018/08/05,835.829
2018/08/06,816.247
2018/08/07,805.113
2018/08/08,834.979
2018/08/09,853.689
2018/08/10,872.301
2018/08/11,892.003
2018/08/12,892.541
2018/08/13,904.243
2018/08/14,869.965
2018/08/15,883.537
2018/08/16,866.952
2018/08/17,881.328
2018/08/18,880.506
2018/08/19,871.455
2018/08/20,865.924
2018/08/21,851.632
2018/08/22,814.764
2018/08/23,785.653
2018/08/24,757.298
2018/08/25,737.155
2018/08/26,734.327
2018/08/27,704.49
2018/08/28,667.364
2018/08/29,653.341
2018/08/30,657.516
2018/08/31,643.982
2018/09/01,642.63
2018/09/02,645.907
2018/09/03,659.149
2018/09/04,713.05
2018/09/05,729.129
2018/09/06,764.851
2018/09/07,787.694
2018/09/08,809.435
2018/09/09,830.382
2018/09/10,842.61
2018/09/11,854.718
2018/09/12,878.319
2018/09/13,889.036
2018/09/14,899.892
2018/09/15,909.762
2018/09/16,920.029
2018/09/17,914.546
2018/09/18,865.205
2018/09/19,836.117
2018/09/20,809.763
2018/09/21,827.284
2018/09/22,825.588
2018/09/23,822.626
2018/09/24,827.4
2018/09/25,822.057
2018/09/26,796.102
2018/09/27,788.352
2018/09/28,779.708
2018/09/29,786.038
2018/09/30,791.524
2018/10/01,781.431
2018/10/02,765.206
2018/10/03,764.528
2018/10/04,753.081
2018/10/05,704.929
2018/10/06,676.823
2018/10/07,656.797
2018/10/08,639.134
2018/10/09,626.84
2018/10/10,615.836
2018/10/11,642.481
2018/10/12,638.286
2018/10/13,616.454
2018/10/14,602.031
2018/10/15,647.91
2018/10/16,670.178
2018/10/17,675.108
2018/10/18,691.079
2018/10/19,691.974
2018/10/20,702.307
2018/10/21,728.325
2018/10/22,720.145
2018/10/23,721.724
2018/10/24,720.386
2018/10/25,701.707
2018/10/26,696.841
2018/10/27,694.467
2018/10/28,691.072
2018/10/29,648.145
2018/10/30,627.835
2018/10/31,619.792
2018/11/01,597.119
2018/11/02,605.784
2018/11/03,597.159
2018/11/04,583.296
2018/11/05,603.191
2018/11/06,606.009
2018/11/07,620.159
2018/11/08,608.379
2018/11/09,608.582
2018/11/10,614.03
2018/11/11,617.069
2018/11/12,620.241
2018/11/13,627.862
2018/11/14,658.434
2018/11/15,691.243
2018/11/16,693.745
2018/11/17,697.274
2018/11/18,703.302
2018/11/19,731.785
2018/11/20,774.343
2018/11/21,778.53
2018/11/22,774.954
2018/11/23,777.244
2018/11/24,782.964
2018/11/25,810.043
2018/11/26,810.207
2018/11/27,802.593
2018/11/28,775.519
2018/11/29,759.345
2018/11/30,946.947
2018/12/01,1158
2018/12/02,1132
2018/12/03,1077
2018/12/04,1018
2018/12/05,992.121
2018/12/06,993.978
2018/12/07,999.695
2018/12/08,991.547
2018/12/09,963.762
2018/12/10,944.04
2018/12/11,936.365
2018/12/12,919.348
2018/12/13,897.663
2018/12/14,687.625
2018/12/15,462.174
2018/12/16,459.417
2018/12/17,465.305
2018/12/18,473.123
2018/12/19,490.169
2018/12/20,501.163
2018/12/21,508.135
2018/12/22,510.139
2018/12/23,529.459
2018/12/24,566.719
2018/12/25,577.848
2018/12/26,585.471
2018/12/27,597.629
2018/12/28,614.755
2018/12/29,663.889
2018/12/30,677.367
2018/12/31,677.578
2019/01/01,674.151
2019/01/02,669.577
2019/01/03,657.986
2019/01/04,673.304
2019/01/05,732.098
2019/01/06,736.325
2019/01/07,721.897
2019/01/08,725.623
2019/01/09,732.305
2019/01/10,739.146
2019/01/11,757.979
2019/01/12,718.578
2019/01/13,715.877
2019/01/14,728.754
2019/01/15,732.738
2019/01/16,728.82
2019/01/17,719.626
2019/01/18,672.136
2019/01/19,603.222
2019/01/20,576.03
2019/01/21,549.707
2019/01/22,529.576
2019/01/23,518.204
2019/01/24,503.378
2019/01/25,470.534
2019/01/26,463.995
2019/01/27,463.191
2019/01/28,454.525
2019/01/29,444.65
2019/01/30,431.643
2019/01/31,430.455
2019/02/01,431.778
2019/02/02,428.635
2019/02/03,424.536
2019/02/04,417.005
2019/02/05,409.62
2019/02/06,408.581
2019/02/07,395.704
2019/02/08,399.191
2019/02/09,399.629
2019/02/10,400.453
2019/02/11,395.404
2019/02/12,395.38
2019/02/13,394.824
2019/02/14,390.311
2019/02/15,389.974
2019/02/16,390.072
2019/02/17,401.746
2019/02/18,442.136
2019/02/19,478.633
2019/02/20,492.17
2019/02/21,507.978
2019/02/22,513.974
2019/02/23,525.058
2019/02/24,551.558
2019/02/25,577.378
2019/02/26,580.33
2019/02/27,601.052
2019/02/28,612.984
2019/03/01,616.543
2019/03/02,622.623
2019/03/03,620.093
2019/03/04,597.543
2019/03/05,579.494
2019/03/06,573.062
2019/03/07,568.654
2019/03/08,568.592
2019/03/09,566.029
2019/03/10,541.811
2019/03/11,521.493
2019/03/12,528.158
2019/03/13,509.342
2019/03/14,504.364
2019/03/15,509.468
2019/03/16,521.088
2019/03/17,523.479
2019/03/18,531.549
2019/03/19,524.461
2019/03/20,532.42
2019/03/21,535.469
2019/03/22,525.808
2019/03/23,538.346
2019/03/24,535.493
2019/03/25,534.239
2019/03/26,533.122
2019/03/27,535.205
2019/03/28,533.967
2019/03/29,536.381
2019/03/30,536.388
2019/03/31,535.082
2019/04/01,526.448
2019/04/02,556.226
2019/04/03,578.544
2019/04/04,588.366
2019/04/05,606.672
2019/04/06,601.53
2019/04/07,620.524
2019/04/08,650.822
2019/04/09,676.522
2019/04/10,694.482
2019/04/11,706.477
2019/04/12,708.321
2019/04/13,699.328
2019/04/14,702.181
2019/04/15,714.411
2019/04/16,694.53
2019/04/17,665.773
2019/04/18,662.777
2019/04/19,653.37
2019/04/20,647.815
2019/04/21,635.826
2019/04/22,603.571
2019/04/23,585.789
2019/04/24,593.411
2019/04/25,599.182
2019/04/26,632.695
2019/04/27,641.385
2019/04/28,649
2019/04/29,655.117
2019/04/30,663.181
2019/05/01,667.099
2019/05/02,659.168
2019/05/03,662.842
2019/05/04,666.196
2019/05/05,661.715
2019/05/06,671.538
2019/05/07,689.773
2019/05/08,683.297
2019/05/09,677.129
2019/05/10,649.093
2019/05/11,691.765
2019/05/12,702.4
2019/05/13,720.296
2019/05/14,735.604
2019/05/15,778.852
2019/05/16,885.106
2019/05/17,937.326
2019/05/18,952.856
2019/05/19,976.04
2019/05/20,990.719
2019/05/21,988.872
2019/05/22,993.411
2019/05/23,1008
2019/05/24,1009
2019/05/25,967.991
2019/05/26,970.436
2019/05/27,964.576
2019/05/28,956.065
2019/05/29,947.821
2019/05/30,883.533
2019/05/31,860.337
2019/06/01,844.912
2019/06/02,821.75
2019/06/03,817.144
2019/06/04,818.497
2019/06/05,833.298
2019/06/06,813.78
2019/06/07,812.752
2019/06/08,795.373
2019/06/09,780.821
2019/06/10,758.517
2019/06/11,745.31
2019/06/12,718.397
2019/06/13,705.107
2019/06/14,691.749
2019/06/15,727.476
2019/06/16,756.822
2019/06/17,744.189
2019/06/18,744.497
2019/06/19,734.486
2019/06/20,737.062
2019/06/21,769.173
2019/06/22,828.225
2019/06/23,847.017
2019/06/24,871.357
2019/06/25,899.035
2019/06/26,953.398
2019/06/27,987.094
2019/06/28,984.813
2019/06/29,988.041
2019/06/30,987.323
2019/07/01,992.751
2019/07/02,980.401
2019/07/03,973.511
2019/07/04,976.994
2019/07/05,936.539
2019/07/06,886.54
2019/07/07,876.469
2019/07/08,855.944
2019/07/09,909.801
2019/07/10,877.008
2019/07/11,850.676
2019/07/12,842.484
2019/07/13,800.068
2019/07/14,801.575
2019/07/15,814.313
2019/07/16,801.672
2019/07/17,795.591
2019/07/18,802.333
2019/07/19,800.933
2019/07/20,807.9
2019/07/21,790.497
2019/07/22,782.905
2019/07/23,699.728
2019/07/24,653.019
2019/07/25,605.904
2019/07/26,617.684
2019/07/27,614.113
2019/07/28,575.159
2019/07/29,547.06
2019/07/30,543.229
2019/07/31,529.081
2019/08/01,524.055
2019/08/02,524.804
2019/08/03,511.852
2019/08/04,504.523
2019/08/05,529.03
2019/08/06,540.574
2019/08/07,553.532
2019/08/08,575.604
2019/08/09,553.339
2019/08/10,555.347
