Date,transactions30std
2016/07/05,15122
2016/07/06,15184
2016/07/07,15267
2016/07/08,15205
2016/07/09,15182
2016/07/10,15218
2016/07/11,15111
2016/07/12,15162
2016/07/13,15505
2016/07/14,15366
2016/07/15,15405
2016/07/16,15562
2016/07/17,13554
2016/07/18,11365
2016/07/19,10910
2016/07/20,11201
2016/07/21,11082
2016/07/22,11070
2016/07/23,11123
2016/07/24,12501
2016/07/25,13060
2016/07/26,14684
2016/07/27,14964
2016/07/28,15036
2016/07/29,14937
2016/07/30,13054
2016/07/31,13113
2016/08/01,13018
2016/08/02,13030
2016/08/03,13042
2016/08/04,12899
2016/08/05,12648
2016/08/06,12601
2016/08/07,12589
2016/08/08,12491
2016/08/09,12307
2016/08/10,12032
2016/08/11,11913
2016/08/12,11302
2016/08/13,11390
2016/08/14,11424
2016/08/15,11115
2016/08/16,10126
2016/08/17,9747
2016/08/18,9688
2016/08/19,9721
2016/08/20,9906
2016/08/21,10006
2016/08/22,10026
2016/08/23,9091
2016/08/24,8524
2016/08/25,6348
2016/08/26,5764
2016/08/27,5723
2016/08/28,5769
2016/08/29,5641
2016/08/30,5535
2016/08/31,5533
2016/09/01,5421
2016/09/02,6371
2016/09/03,6357
2016/09/04,6376
2016/09/05,6288
2016/09/06,6329
2016/09/07,6321
2016/09/08,7259
2016/09/09,7757
2016/09/10,7843
2016/09/11,7887
2016/09/12,7658
2016/09/13,7484
2016/09/14,7755
2016/09/15,7991
2016/09/16,8783
2016/09/17,8785
2016/09/18,9302
2016/09/19,9376
2016/09/20,9516
2016/09/21,9503
2016/09/22,9669
2016/09/23,10669
2016/09/24,10721
2016/09/25,11143
2016/09/26,11201
2016/09/27,11095
2016/09/28,11182
2016/09/29,11414
2016/09/30,12048
2016/10/01,12290
2016/10/02,11963
2016/10/03,11959
2016/10/04,12505
2016/10/05,12550
2016/10/06,12995
2016/10/07,12992
2016/10/08,12789
2016/10/09,12405
2016/10/10,12377
2016/10/11,12450
2016/10/12,13580
2016/10/13,14276
2016/10/14,13841
2016/10/15,13916
2016/10/16,13161
2016/10/17,13146
2016/10/18,13492
2016/10/19,13554
2016/10/20,12875
2016/10/21,14017
2016/10/22,13617
2016/10/23,13607
2016/10/24,14103
2016/10/25,14146
2016/10/26,14170
2016/10/27,14105
2016/10/28,14112
2016/10/29,14122
2016/10/30,13946
2016/10/31,13448
2016/11/01,13292
2016/11/02,13159
2016/11/03,12039
2016/11/04,12494
2016/11/05,12454
2016/11/06,12691
2016/11/07,12622
2016/11/08,12587
2016/11/09,12519
2016/11/10,12525
2016/11/11,11819
2016/11/12,11309
2016/11/13,11328
2016/11/14,10926
2016/11/15,10639
2016/11/16,10518
2016/11/17,9963
2016/11/18,9874
2016/11/19,9933
2016/11/20,8115
2016/11/21,7978
2016/11/22,8615
2016/11/23,11095
2016/11/24,11170
2016/11/25,12448
2016/11/26,12465
2016/11/27,12464
2016/11/28,12555
2016/11/29,12537
2016/11/30,12622
2016/12/01,12637
2016/12/02,12644
2016/12/03,12655
2016/12/04,12130
2016/12/05,11976
2016/12/06,11634
2016/12/07,11638
2016/12/08,11708
2016/12/09,11680
2016/12/10,11665
2016/12/11,11742
2016/12/12,11833
2016/12/13,11840
2016/12/14,11914
2016/12/15,11931
2016/12/16,11907
2016/12/17,11961
2016/12/18,12231
2016/12/19,12149
2016/12/20,12136
2016/12/21,12383
2016/12/22,12558
2016/12/23,10087
2016/12/24,10013
2016/12/25,8730
2016/12/26,9193
2016/12/27,9166
2016/12/28,8910
2016/12/29,8877
2016/12/30,8834
2016/12/31,8621
2017/01/01,8729
2017/01/02,8781
2017/01/03,8798
2017/01/04,9240
2017/01/05,9358
2017/01/06,9350
2017/01/07,9259
2017/01/08,9237
2017/01/09,9237
2017/01/10,9244
2017/01/11,9065
2017/01/12,9369
2017/01/13,9608
2017/01/14,9617
2017/01/15,9656
2017/01/16,9509
2017/01/17,9107
2017/01/18,9101
2017/01/19,9107
2017/01/20,8824
2017/01/21,7873
2017/01/22,7967
2017/01/23,7633
2017/01/24,7358
2017/01/25,6297
2017/01/26,6229
2017/01/27,6200
2017/01/28,6188
2017/01/29,6272
2017/01/30,6077
2017/01/31,5579
2017/02/01,5131
2017/02/02,5189
2017/02/03,4967
2017/02/04,4731
2017/02/05,4711
2017/02/06,4704
2017/02/07,5088
2017/02/08,5418
2017/02/09,5403
2017/02/10,5827
2017/02/11,5606
2017/02/12,5335
2017/02/13,6239
2017/02/14,7316
2017/02/15,7874
2017/02/16,7914
2017/02/17,7893
2017/02/18,7780
2017/02/19,7746
2017/02/20,7599
2017/02/21,8455
2017/02/22,8435
2017/02/23,8414
2017/02/24,8604
2017/02/25,8722
2017/02/26,8734
2017/02/27,8696
2017/02/28,9152
2017/03/01,9635
2017/03/02,11769
2017/03/03,12366
2017/03/04,12198
2017/03/05,11746
2017/03/06,11484
2017/03/07,11654
2017/03/08,11402
2017/03/09,11924
2017/03/10,12428
2017/03/11,12607
2017/03/12,13140
2017/03/13,15572
2017/03/14,16480
2017/03/15,18378
2017/03/16,25874
2017/03/17,30537
2017/03/18,31661
2017/03/19,32024
2017/03/20,31919
2017/03/21,31845
2017/03/22,31440
2017/03/23,31615
2017/03/24,31510
2017/03/25,30726
2017/03/26,30145
2017/03/27,30286
2017/03/28,29364
2017/03/29,28860
2017/03/30,29091
2017/03/31,29734
2017/04/01,29585
2017/04/02,29249
2017/04/03,29014
2017/04/04,27602
2017/04/05,25986
2017/04/06,25124
2017/04/07,22832
2017/04/08,22004
2017/04/09,21051
2017/04/10,19914
2017/04/11,18926
2017/04/12,18983
2017/04/13,18667
2017/04/14,18669
2017/04/15,17151
2017/04/16,16220
2017/04/17,16681
2017/04/18,16684
2017/04/19,16628
2017/04/20,16633
2017/04/21,16546
2017/04/22,16995
2017/04/23,17127
2017/04/24,17166
2017/04/25,17412
2017/04/26,17107
2017/04/27,18626
2017/04/28,19965
2017/04/29,19678
2017/04/30,18894
2017/05/01,21246
2017/05/02,22997
2017/05/03,22789
2017/05/04,24986
2017/05/05,26123
2017/05/06,26117
2017/05/07,26915
2017/05/08,28150
2017/05/09,28716
2017/05/10,28838
2017/05/11,29494
2017/05/12,29444
2017/05/13,29272
2017/05/14,28872
2017/05/15,29336
2017/05/16,28327
2017/05/17,30233
2017/05/18,32126
2017/05/19,37717
2017/05/20,38008
2017/05/21,39704
2017/05/22,44204
2017/05/23,49656
2017/05/24,53953
2017/05/25,57499
2017/05/26,58483
2017/05/27,58534
2017/05/28,58835
2017/05/29,58062
2017/05/30,60642
2017/05/31,66436
2017/06/01,69143
2017/06/02,69847
2017/06/03,69876
2017/06/04,69481
2017/06/05,68127
2017/06/06,68207
2017/06/07,69275
2017/06/08,68022
2017/06/09,68187
2017/06/10,68176
2017/06/11,69392
2017/06/12,77255
2017/06/13,80268
2017/06/14,80420
2017/06/15,80079
2017/06/16,79982
2017/06/17,78496
2017/06/18,78848
2017/06/19,79700
2017/06/20,84477
2017/06/21,83392
2017/06/22,86348
2017/06/23,88012
2017/06/24,87477
2017/06/25,85236
2017/06/26,86577
2017/06/27,82217
2017/06/28,78465
2017/06/29,77225
2017/06/30,76727
2017/07/01,75105
2017/07/02,72978
2017/07/03,71126
2017/07/04,67270
2017/07/05,63517
2017/07/06,60219
2017/07/07,58820
2017/07/08,52612
2017/07/09,51619
2017/07/10,50298
2017/07/11,50311
2017/07/12,49784
2017/07/13,49567
2017/07/14,49609
2017/07/15,51068
2017/07/16,51020
2017/07/17,50685
2017/07/18,50218
2017/07/19,49683
2017/07/20,47311
2017/07/21,46129
2017/07/22,49980
2017/07/23,49678
2017/07/24,49540
2017/07/25,48763
2017/07/26,46152
2017/07/27,47620
2017/07/28,47359
2017/07/29,51598
2017/07/30,54376
2017/07/31,54193
2017/08/01,55585
2017/08/02,52870
2017/08/03,51738
2017/08/04,51127
2017/08/05,51210
2017/08/06,48553
2017/08/07,50089
2017/08/08,55408
2017/08/09,53175
2017/08/10,60165
2017/08/11,70168
2017/08/12,76410
2017/08/13,81061
2017/08/14,96641
2017/08/15,109939
2017/08/16,120843
2017/08/17,132452
2017/08/18,144457
2017/08/19,147246
2017/08/20,145699
2017/08/21,145976
2017/08/22,146938
2017/08/23,148233
2017/08/24,147039
2017/08/25,143955
2017/08/26,140054
2017/08/27,137475
2017/08/28,130465
2017/08/29,124732
2017/08/30,123068
2017/08/31,115808
2017/09/01,109151
2017/09/02,101120
2017/09/03,96660
2017/09/04,95521
2017/09/05,93575
2017/09/06,99421
2017/09/07,100928
2017/09/08,98950
2017/09/09,97537
2017/09/10,99383
2017/09/11,98228
2017/09/12,96582
2017/09/13,96476
2017/09/14,95932
2017/09/15,97596
2017/09/16,96362
2017/09/17,99386
2017/09/18,99542
2017/09/19,97492
2017/09/20,99212
2017/09/21,101415
2017/09/22,107998
2017/09/23,115024
2017/09/24,119139
2017/09/25,119116
2017/09/26,120136
2017/09/27,121829
2017/09/28,121868
2017/09/29,121610
2017/09/30,123283
2017/10/01,125209
2017/10/02,126110
2017/10/03,125120
2017/10/04,121490
2017/10/05,116552
2017/10/06,102014
2017/10/07,94622
2017/10/08,81867
2017/10/09,79113
2017/10/10,79604
2017/10/11,78560
2017/10/12,74237
2017/10/13,75398
2017/10/14,72555
2017/10/15,57615
2017/10/16,63079
2017/10/17,90784
2017/10/18,103720
2017/10/19,119175
2017/10/20,141050
2017/10/21,147012
2017/10/22,147383
2017/10/23,148686
2017/10/24,152878
2017/10/25,154646
2017/10/26,156124
2017/10/27,205868
2017/10/28,244426
2017/10/29,275917
2017/10/30,302272
2017/10/31,325135
2017/11/01,332498
2017/11/02,340113
2017/11/03,343944
2017/11/04,344224
2017/11/05,344874
2017/11/06,348678
2017/11/07,350039
2017/11/08,352108
2017/11/09,353679
2017/11/10,354702
2017/11/11,354698
2017/11/12,355238
2017/11/13,355414
2017/11/14,356223
2017/11/15,360258
2017/11/16,359713
2017/11/17,361050
2017/11/18,360003
2017/11/19,356549
2017/11/20,359151
2017/11/21,361919
2017/11/22,365059
2017/11/23,366928
2017/11/24,369073
2017/11/25,372791
2017/11/26,343728
2017/11/27,311515
2017/11/28,271885
2017/11/29,219650
2017/11/30,135397
2017/12/01,141304
2017/12/02,147052
2017/12/03,159805
2017/12/04,165305
2017/12/05,169107
2017/12/06,190816
2017/12/07,192109
2017/12/08,203783
2017/12/09,206222
2017/12/10,207408
2017/12/11,212970
2017/12/12,225582
2017/12/13,240353
2017/12/14,258472
2017/12/15,271644
2017/12/16,278050
2017/12/17,280913
2017/12/18,288453
2017/12/19,307563
2017/12/20,313382
2017/12/21,325564
2017/12/22,339288
2017/12/23,331509
2017/12/24,317386
2017/12/25,305951
2017/12/26,290658
2017/12/27,283154
2017/12/28,278760
2017/12/29,286911
2017/12/30,296712
2017/12/31,284805
2018/01/01,270406
2018/01/02,278569
2018/01/03,295015
2018/01/04,322703
2018/01/05,339867
2018/01/06,335950
2018/01/07,333401
2018/01/08,327310
2018/01/09,322416
2018/01/10,319515
2018/01/11,318127
2018/01/12,315622
2018/01/13,316704
2018/01/14,311890
2018/01/15,310323
2018/01/16,310392
2018/01/17,315649
2018/01/18,318192
2018/01/19,316189
2018/01/20,318743
2018/01/21,320337
2018/01/22,316996
2018/01/23,298245
2018/01/24,278096
2018/01/25,281718
2018/01/26,278379
2018/01/27,290159
2018/01/28,300086
2018/01/29,304972
2018/01/30,307808
2018/01/31,310456
2018/02/01,310627
2018/02/02,307065
2018/02/03,302848
2018/02/04,305157
2018/02/05,302483
2018/02/06,302832
2018/02/07,302026
2018/02/08,308915
2018/02/09,308321
2018/02/10,302225
2018/02/11,303896
2018/02/12,294746
2018/02/13,297832
2018/02/14,286160
2018/02/15,255917
2018/02/16,222765
2018/02/17,189590
2018/02/18,181016
2018/02/19,174864
2018/02/20,165386
2018/02/21,158316
2018/02/22,157131
2018/02/23,158294
2018/02/24,161375
2018/02/25,161319
2018/02/26,163730
2018/02/27,166733
2018/02/28,162440
2018/03/01,162682
2018/03/02,160485
2018/03/03,143418
2018/03/04,130191
2018/03/05,129023
2018/03/06,129569
2018/03/07,122760
2018/03/08,115147
2018/03/09,117932
2018/03/10,128459
2018/03/11,135869
2018/03/12,130920
2018/03/13,130443
2018/03/14,126519
2018/03/15,128603
2018/03/16,130348
2018/03/17,135716
2018/03/18,136054
2018/03/19,134134
2018/03/20,133927
2018/03/21,127993
2018/03/22,111224
2018/03/23,94546
2018/03/24,93844
2018/03/25,107162
2018/03/26,106277
2018/03/27,110498
2018/03/28,111722
2018/03/29,114535
2018/03/30,112535
2018/03/31,114862
2018/04/01,115865
2018/04/02,116613
2018/04/03,116616
2018/04/04,109407
2018/04/05,108071
2018/04/06,93849
2018/04/07,97865
2018/04/08,98260
2018/04/09,97582
2018/04/10,99469
2018/04/11,97800
2018/04/12,97165
2018/04/13,103118
2018/04/14,102701
2018/04/15,102109
2018/04/16,102485
2018/04/17,108906
2018/04/18,108850
2018/04/19,127382
2018/04/20,144492
2018/04/21,149459
2018/04/22,153882
2018/04/23,163572
2018/04/24,167338
2018/04/25,174057
2018/04/26,177192
2018/04/27,176678
2018/04/28,176297
2018/04/29,177017
2018/04/30,175347
2018/05/01,166233
2018/05/02,164471
2018/05/03,169377
2018/05/04,194979
2018/05/05,195892
2018/05/06,194090
2018/05/07,180979
2018/05/08,175010
2018/05/09,169806
2018/05/10,159200
2018/05/11,149835
2018/05/12,147054
2018/05/13,146220
2018/05/14,133081
2018/05/15,118767
2018/05/16,109817
2018/05/17,109345
2018/05/18,104603
2018/05/19,105838
2018/05/20,105470
2018/05/21,103659
2018/05/22,102135
2018/05/23,102721
2018/05/24,102655
2018/05/25,102646
2018/05/26,103691
2018/05/27,103205
2018/05/28,104706
2018/05/29,103106
2018/05/30,102558
2018/05/31,96541
2018/06/01,98149
2018/06/02,98833
2018/06/03,68922
2018/06/04,68734
2018/06/05,55399
2018/06/06,58283
2018/06/07,58988
2018/06/08,65375
2018/06/09,63066
2018/06/10,62843
2018/06/11,63535
2018/06/12,63060
2018/06/13,63024
2018/06/14,63655
2018/06/15,64436
2018/06/16,83011
2018/06/17,94999
2018/06/18,96522
2018/06/19,96526
2018/06/20,96558
2018/06/21,95332
2018/06/22,92704
2018/06/23,97560
2018/06/24,102429
2018/06/25,105875
2018/06/26,106442
2018/06/27,100202
2018/06/28,98491
2018/06/29,96363
2018/06/30,101619
2018/07/01,111197
2018/07/02,143581
2018/07/03,152018
2018/07/04,179325
2018/07/05,189754
2018/07/06,208602
2018/07/07,219908
2018/07/08,220452
2018/07/09,218438
2018/07/10,215883
2018/07/11,213501
2018/07/12,213776
2018/07/13,211204
2018/07/14,214003
2018/07/15,220959
2018/07/16,222143
2018/07/17,223145
2018/07/18,225423
2018/07/19,222492
2018/07/20,214857
2018/07/21,210856
2018/07/22,205436
2018/07/23,209875
2018/07/24,216332
2018/07/25,210919
2018/07/26,210540
2018/07/27,212054
2018/07/28,209797
2018/07/29,208722
2018/07/30,213269
2018/07/31,216466
2018/08/01,212360
2018/08/02,215005
2018/08/03,202376
2018/08/04,196050
2018/08/05,178839
2018/08/06,162654
2018/08/07,162425
2018/08/08,168100
2018/08/09,176542
2018/08/10,177772
2018/08/11,172729
2018/08/12,167521
2018/08/13,153685
2018/08/14,125026
2018/08/15,126515
2018/08/16,126646
2018/08/17,129850
2018/08/18,131348
2018/08/19,135388
2018/08/20,133285
2018/08/21,136754
2018/08/22,138378
2018/08/23,136394
2018/08/24,133182
2018/08/25,135801
2018/08/26,131909
2018/08/27,130949
2018/08/28,129995
2018/08/29,129664
2018/08/30,125809
2018/08/31,120262
2018/09/01,108130
2018/09/02,98358
2018/09/03,92135
2018/09/04,88029
2018/09/05,83090
2018/09/06,83464
2018/09/07,82318
2018/09/08,81720
2018/09/09,83814
2018/09/10,84550
2018/09/11,86094
2018/09/12,81141
2018/09/13,76697
2018/09/14,80684
2018/09/15,78548
2018/09/16,91078
2018/09/17,90217
2018/09/18,94472
2018/09/19,92244
2018/09/20,95188
2018/09/21,95100
2018/09/22,100491
2018/09/23,105257
2018/09/24,108725
2018/09/25,109289
2018/09/26,105855
2018/09/27,104210
2018/09/28,105448
2018/09/29,110832
2018/09/30,111835
2018/10/01,104272
2018/10/02,99473
2018/10/03,92267
2018/10/04,89941
2018/10/05,85611
2018/10/06,86498
2018/10/07,83760
2018/10/08,83740
2018/10/09,82179
2018/10/10,80487
2018/10/11,81537
2018/10/12,80826
2018/10/13,80054
2018/10/14,80063
2018/10/15,80675
2018/10/16,80138
2018/10/17,82105
2018/10/18,83109
2018/10/19,87212
2018/10/20,86532
2018/10/21,86649
2018/10/22,85692
2018/10/23,82863
2018/10/24,80413
2018/10/25,80167
2018/10/26,78690
2018/10/27,78994
2018/10/28,78457
2018/10/29,72986
2018/10/30,72272
2018/10/31,68147
2018/11/01,65252
2018/11/02,65296
2018/11/03,67754
2018/11/04,67639
2018/11/05,66518
2018/11/06,65573
2018/11/07,65552
2018/11/08,65227
2018/11/09,63725
2018/11/10,67854
2018/11/11,68389
2018/11/12,68597
2018/11/13,66835
2018/11/14,67517
2018/11/15,67173
2018/11/16,66514
2018/11/17,68576
2018/11/18,70172
2018/11/19,74888
2018/11/20,77727
2018/11/21,77816
2018/11/22,77973
2018/11/23,77521
2018/11/24,80147
2018/11/25,80685
2018/11/26,78037
2018/11/27,76159
2018/11/28,76987
2018/11/29,74720
2018/11/30,75559
2018/12/01,75412
2018/12/02,78676
2018/12/03,76656
2018/12/04,74987
2018/12/05,75769
2018/12/06,75358
2018/12/07,75520
2018/12/08,75534
2018/12/09,77530
2018/12/10,73516
2018/12/11,73130
2018/12/12,73453
2018/12/13,73513
2018/12/14,73029
2018/12/15,73007
2018/12/16,74368
2018/12/17,72220
2018/12/18,67038
2018/12/19,64421
2018/12/20,61672
2018/12/21,63660
2018/12/22,67453
2018/12/23,67592
2018/12/24,67227
2018/12/25,66896
2018/12/26,66888
2018/12/27,66982
2018/12/28,62983
2018/12/29,63183
2018/12/30,70232
2018/12/31,70430
2019/01/01,76969
2019/01/02,78198
2019/01/03,79668
2019/01/04,78114
2019/01/05,78081
2019/01/06,80676
2019/01/07,80662
2019/01/08,79373
2019/01/09,79425
2019/01/10,80239
2019/01/11,80080
2019/01/12,87105
2019/01/13,89766
2019/01/14,90542
2019/01/15,89981
2019/01/16,90455
2019/01/17,90779
2019/01/18,88359
2019/01/19,85234
2019/01/20,81303
2019/01/21,81646
2019/01/22,85147
2019/01/23,80437
2019/01/24,80676
2019/01/25,81008
2019/01/26,84714
2019/01/27,84782
2019/01/28,85795
2019/01/29,82616
2019/01/30,82840
2019/01/31,76665
2019/02/01,75298
2019/02/02,77457
2019/02/03,85730
2019/02/04,94152
2019/02/05,101073
2019/02/06,105430
2019/02/07,108929
2019/02/08,108359
2019/02/09,109547
2019/02/10,116909
2019/02/11,118426
2019/02/12,120189
2019/02/13,116292
2019/02/14,115107
2019/02/15,115183
2019/02/16,115358
2019/02/17,114528
2019/02/18,113210
2019/02/19,112955
2019/02/20,108250
2019/02/21,100897
2019/02/22,100687
2019/02/23,99531
2019/02/24,101604
2019/02/25,106973
2019/02/26,109997
2019/02/27,107510
2019/02/28,105341
2019/03/01,104667
2019/03/02,105158
2019/03/03,105053
2019/03/04,115272
2019/03/05,119212
2019/03/06,119351
2019/03/07,117846
2019/03/08,116117
2019/03/09,113282
2019/03/10,112773
2019/03/11,107106
2019/03/12,95474
2019/03/13,90234
2019/03/14,85045
2019/03/15,83856
2019/03/16,81657
2019/03/17,79258
2019/03/18,74025
2019/03/19,73189
2019/03/20,77747
2019/03/21,81033
2019/03/22,84763
2019/03/23,84641
2019/03/24,84109
2019/03/25,84338
2019/03/26,86916
2019/03/27,89405
2019/03/28,92195
2019/03/29,94555
2019/03/30,99319
2019/03/31,101394
2019/04/01,105906
2019/04/02,116488
2019/04/03,128109
2019/04/04,130702
2019/04/05,130527
2019/04/06,131070
2019/04/07,130671
2019/04/08,131243
2019/04/09,123800
2019/04/10,122071
2019/04/11,126455
2019/04/12,127399
2019/04/13,125897
2019/04/14,126058
2019/04/15,117169
2019/04/16,105378
2019/04/17,103568
2019/04/18,105372
2019/04/19,106621
2019/04/20,106999
2019/04/21,106939
2019/04/22,104665
2019/04/23,100338
2019/04/24,100280
2019/04/25,99779
2019/04/26,98832
2019/04/27,104881
2019/04/28,107477
2019/04/29,108013
2019/04/30,109299
2019/05/01,109978
2019/05/02,104492
2019/05/03,99250
2019/05/04,99606
2019/05/05,99116
2019/05/06,94393
2019/05/07,88905
2019/05/08,89359
2019/05/09,91611
2019/05/10,95235
2019/05/11,96521
2019/05/12,97636
2019/05/13,100912
2019/05/14,106049
2019/05/15,119350
2019/05/16,142287
2019/05/17,147816
2019/05/18,148309
2019/05/19,149325
2019/05/20,159206
2019/05/21,160499
2019/05/22,170105
2019/05/23,175936
2019/05/24,185822
2019/05/25,188583
2019/05/26,186514
2019/05/27,187542
2019/05/28,185731
2019/05/29,189724
2019/05/30,192405
2019/05/31,192683
2019/06/01,192320
2019/06/02,189027
2019/06/03,178591
2019/06/04,167948
2019/06/05,162524
2019/06/06,150038
2019/06/07,142853
2019/06/08,147048
2019/06/09,149259
2019/06/10,150547
2019/06/11,144583
2019/06/12,139853
2019/06/13,145087
2019/06/14,145519
2019/06/15,147361
2019/06/16,146650
2019/06/17,141899
2019/06/18,135494
2019/06/19,135534
2019/06/20,139549
2019/06/21,144107
2019/06/22,149785
2019/06/23,153303
2019/06/24,154405
2019/06/25,151248
2019/06/26,149193
2019/06/27,149608
2019/06/28,155032
2019/06/29,161989
2019/06/30,173833
2019/07/01,173473
2019/07/02,173592
2019/07/03,176956
2019/07/04,180116
2019/07/05,179260
2019/07/06,182271
2019/07/07,203339
2019/07/08,195486
2019/07/09,191964
2019/07/10,189118
2019/07/11,193025
2019/07/12,196151
2019/07/13,212483
2019/07/14,224996
2019/07/15,221303
2019/07/16,230607
2019/07/17,225345
2019/07/18,230069
2019/07/19,227945
2019/07/20,229491
2019/07/21,248051
2019/07/22,252719
2019/07/23,259586
2019/07/24,264073
2019/07/25,265593
2019/07/26,267930
2019/07/27,275307
2019/07/28,266795
2019/07/29,267780
2019/07/30,267202
2019/07/31,255967
2019/08/01,254554
2019/08/02,254790
2019/08/03,255422
2019/08/04,258138
2019/08/05,257886
2019/08/06,252607
2019/08/07,250812
2019/08/08,250434
2019/08/09,250380
2019/08/10,233829
2019/08/11,238158
2019/08/12,234093
2019/08/13,231418
2019/08/14,231311
2019/08/15,204531
2019/08/16,199046
2019/08/17,199816
2019/08/18,196330
2019/08/19,192593
2019/08/20,181919
2019/08/21,180723
2019/08/22,177256
2019/08/23,161755
2019/08/24,133595
2019/08/25,132219
2019/08/26,125952
2019/08/27,117356
2019/08/28,116883
2019/08/29,116981
2019/08/30,116599
2019/08/31,99188
2019/09/01,96381
2019/09/02,93856
2019/09/03,81806
2019/09/04,81742
2019/09/05,84392
2019/09/06,86308
2019/09/07,86860
2019/09/08,87510
2019/09/09,84569
2019/09/10,70356
2019/09/11,70433
2019/09/12,70266
2019/09/13,77066
2019/09/14,82298
2019/09/15,86525
2019/09/16,83499
2019/09/17,78474
2019/09/18,78327
2019/09/19,78131
2019/09/20,77762
2019/09/21,86766
2019/09/22,97416
2019/09/23,99635
2019/09/24,99428
2019/09/25,97769
2019/09/26,96757
2019/09/27,99261
2019/09/28,102642
2019/09/29,107484
2019/09/30,107482
2019/10/01,108257
2019/10/02,106021
2019/10/03,104444
2019/10/04,107170
2019/10/05,103237
2019/10/06,100250
2019/10/07,100317
2019/10/08,102106
2019/10/09,101436
2019/10/10,102271
2019/10/11,102093
2019/10/12,99074
2019/10/13,103252
2019/10/14,102936
2019/10/15,103700
2019/10/16,100610
2019/10/17,101788
2019/10/18,103999
2019/10/19,103078
2019/10/20,101123
2019/10/21,99790
2019/10/22,99270
2019/10/23,103087
2019/10/24,104222
2019/10/25,108114
2019/10/26,109848
2019/10/27,109112
2019/10/28,108806
2019/10/29,105815
