Date,hashrate90rsi
2016/01/01,59.82
2016/01/02,59.882
2016/01/03,60.407
2016/01/04,60.238
2016/01/05,60.476
2016/01/06,60.58
2016/01/07,59.34
2016/01/08,60.118
2016/01/09,60.149
2016/01/10,59.497
2016/01/11,60.25
2016/01/12,59.283
2016/01/13,58.794
2016/01/14,59.537
2016/01/15,59.959
2016/01/16,60.176
2016/01/17,59.903
2016/01/18,60.63
2016/01/19,60.314
2016/01/20,60.416
2016/01/21,60.224
2016/01/22,61.059
2016/01/23,60.969
2016/01/24,62.246
2016/01/25,60.99
2016/01/26,62.418
2016/01/27,61.969
2016/01/28,61.435
2016/01/29,61.955
2016/01/30,61.896
2016/01/31,60.854
2016/02/01,61.811
2016/02/02,60.407
2016/02/03,61.788
2016/02/04,61.672
2016/02/05,61.796
2016/02/06,60.707
2016/02/07,61.246
2016/02/08,62.088
2016/02/09,61.016
2016/02/10,61.538
2016/02/11,62.343
2016/02/12,61.172
2016/02/13,62.379
2016/02/14,62.623
2016/02/15,63.125
2016/02/16,62.902
2016/02/17,62.047
2016/02/18,61.224
2016/02/19,62.38
2016/02/20,62.522
2016/02/21,62.743
2016/02/22,63.649
2016/02/23,63.77
2016/02/24,63.642
2016/02/25,63.876
2016/02/26,64.519
2016/02/27,64.891
2016/02/28,65.349
2016/02/29,64.018
2016/03/01,64.377
2016/03/02,65.302
2016/03/03,65.725
2016/03/04,66.31
2016/03/05,67.352
2016/03/06,67.496
2016/03/07,67.724
2016/03/08,68
2016/03/09,68.439
2016/03/10,69.33
2016/03/11,69.882
2016/03/12,71.081
2016/03/13,72.4
2016/03/14,70.48
2016/03/15,71.325
2016/03/16,71.772
2016/03/17,72.531
2016/03/18,71.935
2016/03/19,72.955
2016/03/20,73.431
2016/03/21,72.526
2016/03/22,73.09
2016/03/23,70.079
2016/03/24,71.841
2016/03/25,72.806
2016/03/26,73.425
2016/03/27,73.701
2016/03/28,72.489
2016/03/29,73.314
2016/03/30,73.839
2016/03/31,74.534
2016/04/01,74.781
2016/04/02,72.621
2016/04/03,73.824
2016/04/04,74.769
2016/04/05,74.87
2016/04/06,74.087
2016/04/07,71.506
2016/04/08,73.348
2016/04/09,72.965
2016/04/10,73.791
2016/04/11,71.9
2016/04/12,70.749
2016/04/13,71.825
2016/04/14,71.964
2016/04/15,72.822
2016/04/16,73.116
2016/04/17,71.71
2016/04/18,72.984
2016/04/19,72.956
2016/04/20,73.405
2016/04/21,73.592
2016/04/22,71.749
2016/04/23,72.689
2016/04/24,71.867
2016/04/25,72.97
2016/04/26,71.263
2016/04/27,71.415
2016/04/28,71.935
2016/04/29,72.378
2016/04/30,73.241
2016/05/01,72.726
2016/05/02,70.747
2016/05/03,71.98
2016/05/04,71.304
2016/05/05,71.38
2016/05/06,71.469
2016/05/07,71.201
2016/05/08,71.659
2016/05/09,71.867
2016/05/10,72.393
2016/05/11,70.098
2016/05/12,70.687
2016/05/13,72.186
2016/05/14,71.227
2016/05/15,71.397
2016/05/16,71.249
2016/05/17,71.154
2016/05/18,72.138
2016/05/19,72.677
2016/05/20,73.159
2016/05/21,73.344
2016/05/22,73.133
2016/05/23,73.246
2016/05/24,73.638
2016/05/25,73.863
2016/05/26,74.134
2016/05/27,74.241
2016/05/28,74.831
2016/05/29,75.001
2016/05/30,74.79
2016/05/31,73.904
2016/06/01,72.66
2016/06/02,73.225
2016/06/03,74.534
2016/06/04,74.185
2016/06/05,72.708
2016/06/06,73.579
2016/06/07,73.752
2016/06/08,73.845
2016/06/09,74.986
2016/06/10,70.806
2016/06/11,71.779
2016/06/12,71.96
2016/06/13,72.891
2016/06/14,73.121
2016/06/15,72.556
2016/06/16,72.532
2016/06/17,73.475
2016/06/18,71.804
2016/06/19,72.42
2016/06/20,71.715
2016/06/21,70.71
2016/06/22,71.796
2016/06/23,72.318
2016/06/24,72.217
2016/06/25,71.936
2016/06/26,72.711
2016/06/27,73.182
2016/06/28,73.496
2016/06/29,71.809
2016/06/30,71.958
2016/07/01,72.569
2016/07/02,72.644
2016/07/03,73.245
2016/07/04,73.064
2016/07/05,73.072
2016/07/06,73.091
2016/07/07,72.822
2016/07/08,72.979
2016/07/09,73.043
2016/07/10,73.237
2016/07/11,73.676
2016/07/12,73.662
2016/07/13,74.061
2016/07/14,73.247
2016/07/15,72.035
2016/07/16,72.207
2016/07/17,72.325
2016/07/18,73.139
2016/07/19,72.179
2016/07/20,70.689
2016/07/21,71.857
2016/07/22,69.202
2016/07/23,70.433
2016/07/24,68.606
2016/07/25,66.547
2016/07/26,63.803
2016/07/27,61.64
2016/07/28,63.496
2016/07/29,62.384
2016/07/30,61.457
2016/07/31,61.904
2016/08/01,60.905
2016/08/02,57.684
2016/08/03,56.447
2016/08/04,58.805
2016/08/05,59.463
2016/08/06,58.41
2016/08/07,59.319
2016/08/08,59.85
2016/08/09,61.244
