Date,mining_profitability30roc
2017/07/12,-68.442
2017/07/13,-68.462
2017/07/14,-68.028
2017/07/15,-65.655
2017/07/16,-73.236
2017/07/17,-69.485
2017/07/18,-64.468
2017/07/19,-60.831
2017/07/20,-60.394
2017/07/21,-55.789
2017/07/22,-53.283
2017/07/23,-53.585
2017/07/24,-52.096
2017/07/25,-51.527
2017/07/26,-47.391
2017/07/27,-41.683
2017/07/28,-52.006
2017/07/29,-55.669
2017/07/30,-51.368
2017/07/31,-49.006
2017/08/01,-49.068
2017/08/02,-49.65
2017/08/03,-46.555
2017/08/04,-45.368
2017/08/05,-41.082
2017/08/06,-33.056
2017/08/07,-27.62
2017/08/08,-23.916
2017/08/09,-4.291
2017/08/10,13.59
2017/08/11,7.411
2017/08/12,7.194
2017/08/13,5.593
2017/08/14,14.437
2017/08/15,32.692
2017/08/16,24.928
2017/08/17,6.712
2017/08/18,-1.157
2017/08/19,-3.543
2017/08/20,-4.245
2017/08/21,2.502
2017/08/22,-0.036
2017/08/23,-0.324
2017/08/24,10.472
2017/08/25,2.937
2017/08/26,-1.389
2017/08/27,5.078
2017/08/28,15.027
2017/08/29,14.018
2017/08/30,25.415
2017/08/31,32.087
2017/09/01,29.223
2017/09/02,15.554
2017/09/03,12.173
2017/09/04,-4.387
2017/09/05,-15.092
2017/09/06,-7.066
2017/09/07,-12.138
2017/09/08,-22.075
2017/09/09,-27.652
2017/09/10,-29.459
2017/09/11,-29.908
2017/09/12,-26.008
2017/09/13,-30.985
2017/09/14,-33.629
2017/09/15,-42.374
2017/09/16,-36.881
2017/09/17,-39.669
2017/09/18,-24.571
2017/09/19,-25.683
2017/09/20,-31.219
2017/09/21,-32.975
2017/09/22,-47.708
2017/09/23,-46.284
2017/09/24,-36.105
2017/09/25,-32.482
2017/09/26,-33.606
2017/09/27,-36.095
2017/09/28,-35.664
2017/09/29,-38.49
2017/09/30,-38.351
2017/10/01,-40.509
2017/10/02,-35.845
2017/10/03,-33.314
2017/10/04,-28.407
2017/10/05,-27.297
2017/10/06,-31.431
2017/10/07,-27.669
2017/10/08,-22.75
2017/10/09,-20.937
2017/10/10,-19.72
2017/10/11,-19.174
2017/10/12,-17.915
2017/10/13,-9.789
2017/10/14,7.171
2017/10/15,10.918
2017/10/16,4.136
2017/10/17,26.203
2017/10/18,3.98
2017/10/19,3.628
2017/10/20,3.295
2017/10/21,4.284
2017/10/22,31.454
2017/10/23,23.762
2017/10/24,22.414
2017/10/25,16.593
2017/10/26,19.396
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,11.654
2017/11/02,13.026
2017/11/03,20.701
2017/11/04,26.061
2017/11/05,17.053
2017/11/06,13.385
2017/11/07,15.491
2017/11/08,18.876
2017/11/09,28.155
2017/11/10,23.34
2017/11/11,19.638
2017/11/12,14.543
2017/11/13,8.813
2017/11/14,19.169
2017/11/15,21.096
2017/11/16,4.297
2017/11/17,10.248
2017/11/18,13.59
2017/11/19,18.616
2017/11/20,19.976
2017/11/21,24.549
2017/11/22,28.534
2017/11/23,29.599
2017/11/24,39.814
2017/11/25,45.309
2017/11/26,0
2017/11/27,0
2017/11/28,0
2017/11/29,0
2017/11/30,0
2017/12/01,45.111
2017/12/02,48.381
2017/12/03,49.441
2017/12/04,43.385
2017/12/05,54.386
2017/12/06,47.91
2017/12/07,46.606
2017/12/08,50.891
2017/12/09,47.02
2017/12/10,41.214
2017/12/11,45.015
2017/12/12,79.643
2017/12/13,96.625
2017/12/14,98.716
2017/12/15,70.82
2017/12/16,76.343
2017/12/17,77.024
2017/12/18,75.637
2017/12/19,93.562
2017/12/20,98.827
2017/12/21,95.466
2017/12/22,63.651
2017/12/23,59.187
2017/12/24,33.998
2017/12/25,31.263
2017/12/26,36.918
2017/12/27,32.213
2017/12/28,19.526
2017/12/29,29.352
2017/12/30,34.956
2017/12/31,32.72
2018/01/01,33.282
2018/01/02,44.927
2018/01/03,56.027
2018/01/04,60.876
2018/01/05,79.832
2018/01/06,90.41
2018/01/07,91.13
2018/01/08,90.431
2018/01/09,115.443
2018/01/10,136.596
2018/01/11,71.17
2018/01/12,45.838
2018/01/13,49.512
2018/01/14,63.173
2018/01/15,55.579
2018/01/16,29.905
2018/01/17,5.838
2018/01/18,-0.3
2018/01/19,0.9
2018/01/20,3.398
2018/01/21,15.308
2018/01/22,5.711
2018/01/23,14.82
2018/01/24,9.204
2018/01/25,8.454
2018/01/26,4.836
2018/01/27,18.258
2018/01/28,20.692
2018/01/29,24.491
2018/01/30,18.022
2018/01/31,9.246
2018/02/01,-3.825
2018/02/02,-25.791
2018/02/03,-30.933
2018/02/04,-39.439
2018/02/05,-51.518
2018/02/06,-58.561
2018/02/07,-54.479
2018/02/08,-56.034
2018/02/09,-60.103
2018/02/10,-51.603
2018/02/11,-54.485
2018/02/12,-56.538
2018/02/13,-56.555
2018/02/14,-53.346
2018/02/15,-40.747
2018/02/16,-29.636
2018/02/17,-32.863
2018/02/18,-34.543
2018/02/19,-36.593
2018/02/20,-31.958
2018/02/21,-32.185
2018/02/22,-34.733
2018/02/23,-33.495
2018/02/24,-35.292
2018/02/25,-36.707
2018/02/26,-36.042
2018/02/27,-39.09
2018/02/28,-39.624
2018/03/01,-38.025
2018/03/02,-34.125
2018/03/03,-37.619
2018/03/04,-22.7
2018/03/05,-21.75
2018/03/06,-20.355
2018/03/07,-13.482
2018/03/08,-8.172
2018/03/09,-23.821
2018/03/10,-21.944
2018/03/11,-24.169
2018/03/12,-27.923
2018/03/13,-23.153
2018/03/14,-28.567
2018/03/15,-34.135
2018/03/16,-38.647
2018/03/17,-45.235
2018/03/18,-50.707
2018/03/19,-50.126
2018/03/20,-48.258
2018/03/21,-45.176
2018/03/22,-47.421
2018/03/23,-46.819
2018/03/24,-40.337
2018/03/25,-44.13
2018/03/26,-47.197
2018/03/27,-48.19
2018/03/28,-51.3
2018/03/29,-56.229
2018/03/30,-58.523
2018/03/31,-55.174
2018/04/01,-58.44
2018/04/02,-55.5
2018/04/03,-53.178
2018/04/04,-55.696
2018/04/05,-54.762
2018/04/06,-53.512
2018/04/07,-48.275
2018/04/08,-43.312
2018/04/09,-42.751
2018/04/10,-42.313
2018/04/11,-40.698
2018/04/12,-33.993
2018/04/13,-22.213
2018/04/14,-15.945
2018/04/15,-11.233
2018/04/16,-8.033
2018/04/17,4.481
2018/04/18,1.718
2018/04/19,5.58
2018/04/20,8.444
2018/04/21,11.472
2018/04/22,23.2
2018/04/23,19.55
2018/04/24,37.4
2018/04/25,36.534
2018/04/26,38.951
2018/04/27,52.04
2018/04/28,66.651
2018/04/29,79.483
2018/04/30,69.734
2018/05/01,77.882
2018/05/02,79.326
2018/05/03,80.328
2018/05/04,97.868
2018/05/05,104.374
2018/05/06,109.861
2018/05/07,87.48
2018/05/08,80.489
2018/05/09,72.762
2018/05/10,80.496
2018/05/11,60.685
2018/05/12,38.164
2018/05/13,26.962
2018/05/14,36.1
2018/05/15,35.196
2018/05/16,30.242
2018/05/17,32.525
2018/05/18,25.975
2018/05/19,22.481
2018/05/20,12.876
2018/05/21,11.852
2018/05/22,4.532
2018/05/23,-5.026
2018/05/24,-16.796
2018/05/25,-9.395
2018/05/26,-6.536
2018/05/27,-15.163
2018/05/28,-22.082
2018/05/29,-20.659
2018/05/30,-16.5
2018/05/31,-14.415
2018/06/01,-14.449
2018/06/02,-20.837
2018/06/03,-22.224
2018/06/04,-23.378
2018/06/05,-23.847
2018/06/06,-13.988
2018/06/07,-14.684
2018/06/08,-17.535
2018/06/09,-22.617
2018/06/10,-20.885
2018/06/11,-19.661
2018/06/12,-25.495
2018/06/13,-32.53
2018/06/14,-32.742
2018/06/15,-27.675
2018/06/16,-29.797
2018/06/17,-28.289
2018/06/18,-31.354
2018/06/19,-28.634
2018/06/20,-26.631
2018/06/21,-25.358
2018/06/22,-23.668
2018/06/23,-24.633
2018/06/24,-29.777
2018/06/25,-27.32
2018/06/26,-25.876
2018/06/27,-26.576
2018/06/28,-25.532
2018/06/29,-31.421
2018/06/30,-22.836
2018/07/01,-17.976
2018/07/02,-6.92
2018/07/03,-16.084
2018/07/04,-20.238
2018/07/05,-21.041
2018/07/06,-21.063
2018/07/07,-22.058
2018/07/08,-21.626
2018/07/09,-21.893
2018/07/10,-23.289
2018/07/11,-16.56
2018/07/12,-14.379
2018/07/13,-8.471
2018/07/14,-4.99
2018/07/15,-2.901
2018/07/16,-10.148
2018/07/17,-7.519
2018/07/18,-3.633
2018/07/19,-10.061
2018/07/20,-13.662
2018/07/21,-6.933
2018/07/22,-4.985
2018/07/23,-4.744
2018/07/24,4.116
2018/07/25,1.869
2018/07/26,1.819
2018/07/27,6.888
2018/07/28,4.916
2018/07/29,7.097
2018/07/30,-6.779
2018/07/31,-18
2018/08/01,-28.752
2018/08/02,-26.952
2018/08/03,-22.62
2018/08/04,-20.092
2018/08/05,-25.27
2018/08/06,-23.771
2018/08/07,-19.444
2018/08/08,-18.662
2018/08/09,-15.448
2018/08/10,-21.347
2018/08/11,-32.089
2018/08/12,-31.828
2018/08/13,-37.916
2018/08/14,-49.66
2018/08/15,-38.893
2018/08/16,-39.376
2018/08/17,-34.822
2018/08/18,-35.835
2018/08/19,-36.235
2018/08/20,-41.619
2018/08/21,-42.463
2018/08/22,-38.765
2018/08/23,-41.064
2018/08/24,-38.741
2018/08/25,-40.598
2018/08/26,-40.108
2018/08/27,-40.247
2018/08/28,-36.772
2018/08/29,-33.749
2018/08/30,-33.663
2018/08/31,-32.597
2018/09/01,-26.826
2018/09/02,-25.437
2018/09/03,-26.125
2018/09/04,-24.407
2018/09/05,-31.681
2018/09/06,-42.666
2018/09/07,-41.726
2018/09/08,-42.43
2018/09/09,-40.852
2018/09/10,-31.548
2018/09/11,-33.885
2018/09/12,-35.55
2018/09/13,-12.878
2018/09/14,-17.529
2018/09/15,-17.291
2018/09/16,-23.914
2018/09/17,-22.471
2018/09/18,-24.364
2018/09/19,-19.32
2018/09/20,-15.35
2018/09/21,-6.343
2018/09/22,-7.467
2018/09/23,-9.484
2018/09/24,-7.267
2018/09/25,-14.606
2018/09/26,-16.052
2018/09/27,-17.873
2018/09/28,-17.802
2018/09/29,-13.689
2018/09/30,-11.238
2018/10/01,-14.236
2018/10/02,-16.509
2018/10/03,-19.035
2018/10/04,-18.342
2018/10/05,-10.655
2018/10/06,4.124
2018/10/07,4.373
2018/10/08,10.222
2018/10/09,13.488
2018/10/10,13.228
2018/10/11,5.611
2018/10/12,9.046
2018/10/13,-3.829
2018/10/14,-8.138
2018/10/15,-5.556
2018/10/16,-5.447
2018/10/17,-2.48
2018/10/18,-0.228
2018/10/19,-4.797
2018/10/20,-1.608
2018/10/21,-11.042
2018/10/22,-9.961
2018/10/23,-11.667
2018/10/24,-10.978
2018/10/25,-1.938
2018/10/26,1.107
2018/10/27,-3.092
2018/10/28,-5.222
2018/10/29,-6.423
2018/10/30,-11.469
2018/10/31,-11.801
2018/11/01,-10.01
2018/11/02,-1.889
2018/11/03,-2.871
2018/11/04,-1.613
2018/11/05,1.497
2018/11/06,3.992
2018/11/07,6.515
2018/11/08,1.747
2018/11/09,2.557
2018/11/10,11.849
2018/11/11,11.154
2018/11/12,13.508
2018/11/13,11.871
2018/11/14,-0.1
2018/11/15,-10.038
2018/11/16,-11.466
2018/11/17,-8.905
2018/11/18,-6.122
2018/11/19,-17.028
2018/11/20,-26.822
2018/11/21,-26.363
2018/11/22,-25.477
2018/11/23,-30.976
2018/11/24,-31.37
2018/11/25,-37.857
2018/11/26,-34.888
2018/11/27,-34.73
2018/11/28,-24.474
2018/11/29,-20.632
2018/11/30,-22.696
2018/12/01,-27.239
2018/12/02,-26.515
2018/12/03,-29.579
2018/12/04,-31.897
2018/12/05,-35.027
2018/12/06,-41.665
2018/12/07,-48.656
2018/12/08,-43.59
2018/12/09,-41.168
2018/12/10,-43.636
2018/12/11,-43.436
2018/12/12,-42.769
2018/12/13,-41.097
2018/12/14,-39.283
2018/12/15,-35.16
2018/12/16,-32.438
2018/12/17,-30.134
2018/12/18,-25.957
2018/12/19,-13.135
2018/12/20,1.981
2018/12/21,5.148
2018/12/22,1.703
2018/12/23,26.746
2018/12/24,39.257
2018/12/25,29.881
2018/12/26,25.218
2018/12/27,17.456
2018/12/28,2.88
2018/12/29,14.008
2018/12/30,15.599
2018/12/31,16.997
2019/01/01,16.384
2019/01/02,32.016
2019/01/03,29.485
2019/01/04,30.466
2019/01/05,47.9
2019/01/06,54.597
2019/01/07,44.803
2019/01/08,37.613
2019/01/09,42.708
2019/01/10,33.769
2019/01/11,17.909
2019/01/12,18.458
2019/01/13,19.038
2019/01/14,23.218
2019/01/15,21.176
2019/01/16,16.862
2019/01/17,8.281
2019/01/18,2.136
2019/01/19,-3.99
2019/01/20,-10.23
2019/01/21,-15.77
2019/01/22,-26.644
2019/01/23,-30.153
2019/01/24,-21.28
2019/01/25,-20.763
2019/01/26,-14.89
2019/01/27,-17.073
2019/01/28,-27.379
2019/01/29,-22.878
2019/01/30,-17.736
2019/01/31,-22.097
2019/02/01,-27.507
2019/02/02,-22.241
2019/02/03,-21.952
2019/02/04,-25.118
2019/02/05,-21.463
2019/02/06,-22.645
2019/02/07,-20.297
2019/02/08,-16.646
2019/02/09,-1.444
2019/02/10,-9.809
2019/02/11,-8.694
2019/02/12,-8.237
2019/02/13,-5.55
2019/02/14,-5.243
2019/02/15,-4.839
2019/02/16,-5.97
2019/02/17,-3.558
2019/02/18,9.643
2019/02/19,44.797
2019/02/20,21.519
2019/02/21,21.924
2019/02/22,19.037
2019/02/23,20.916
2019/02/24,25.365
2019/02/25,12.517
2019/02/26,11.832
2019/02/27,13.317
2019/02/28,3.507
2019/03/01,0.72
2019/03/02,5.8
2019/03/03,4.804
2019/03/04,-0.382
2019/03/05,1.154
2019/03/06,6.666
2019/03/07,7.992
2019/03/08,8.007
2019/03/09,8.57
2019/03/10,3.328
2019/03/11,-5.417
2019/03/12,13.156
2019/03/13,9.855
2019/03/14,11.51
2019/03/15,10.264
2019/03/16,10.788
2019/03/17,9.114
2019/03/18,28.67
2019/03/19,12.343
2019/03/20,-3.29
2019/03/21,-23.584
2019/03/22,-1.036
2019/03/23,-1.204
2019/03/24,-4.065
2019/03/25,-2.358
2019/03/26,-3.52
2019/03/27,10.813
2019/03/28,11.682
2019/03/29,13.2
2019/03/30,24.58
2019/03/31,21.917
2019/04/01,13.678
2019/04/02,23.828
2019/04/03,42.902
2019/04/04,27.815
2019/04/05,24.032
2019/04/06,22.974
2019/04/07,30.012
2019/04/08,36.021
2019/04/09,32.976
2019/04/10,38.14
2019/04/11,35.225
2019/04/12,31.707
2019/04/13,28.46
2019/04/14,23.144
2019/04/15,23.267
2019/04/16,28.152
2019/04/17,14.857
2019/04/18,35.52
2019/04/19,29.018
2019/04/20,22.899
2019/04/21,21.281
2019/04/22,20.25
2019/04/23,24.095
2019/04/24,21.396
2019/04/25,17.353
2019/04/26,6.657
2019/04/27,5.448
