Date,sentbyaddress14ema
2016/01/01,1519
2016/01/02,1532
2016/01/03,1544
2016/01/04,1555
2016/01/05,1565
2016/01/06,1580
2016/01/07,1600
2016/01/08,1606
2016/01/09,1616
2016/01/10,1646
2016/01/11,1677
2016/01/12,1719
2016/01/13,1726
2016/01/14,1727
2016/01/15,1759
2016/01/16,1730
2016/01/17,1691
2016/01/18,1687
2016/01/19,1668
2016/01/20,1717
2016/01/21,1694
2016/01/22,1682
2016/01/23,1708
2016/01/24,1762
2016/01/25,1824
2016/01/26,1894
2016/01/27,1919
2016/01/28,1942
2016/01/29,1952
2016/01/30,1957
2016/01/31,1976
2016/02/01,1988
2016/02/02,1991
2016/02/03,1996
2016/02/04,1995
2016/02/05,2002
2016/02/06,1995
2016/02/07,2015
2016/02/08,2055
2016/02/09,2112
2016/02/10,2265
2016/02/11,2415
2016/02/12,2534
2016/02/13,2605
2016/02/14,2612
2016/02/15,2632
2016/02/16,2648
2016/02/17,2654
2016/02/18,2664
2016/02/19,2663
2016/02/20,2644
2016/02/21,2754
2016/02/22,2791
2016/02/23,2817
2016/02/24,2826
2016/02/25,2887
2016/02/26,2901
2016/02/27,2924
2016/02/28,2988
2016/02/29,3125
2016/03/01,3285
2016/03/02,3446
2016/03/03,3629
2016/03/04,3791
2016/03/05,4053
2016/03/06,4228
2016/03/07,4263
2016/03/08,4411
2016/03/09,4481
2016/03/10,4611
2016/03/11,4688
2016/03/12,4744
2016/03/13,4783
2016/03/14,4818
2016/03/15,4824
2016/03/16,4787
2016/03/17,4818
2016/03/18,4890
2016/03/19,4830
2016/03/20,4795
2016/03/21,4835
2016/03/22,4790
2016/03/23,4763
2016/03/24,4721
2016/03/25,4661
2016/03/26,4586
2016/03/27,4598
2016/03/28,4621
2016/03/29,4808
2016/03/30,4983
2016/03/31,4966
2016/04/01,4918
2016/04/02,4843
2016/04/03,4773
2016/04/04,4794
2016/04/05,4819
2016/04/06,4835
2016/04/07,4831
2016/04/08,4807
2016/04/09,4825
2016/04/10,4901
2016/04/11,4885
2016/04/12,4906
2016/04/13,4974
2016/04/14,4981
2016/04/15,4930
2016/04/16,4875
2016/04/17,4904
2016/04/18,4921
2016/04/19,4919
2016/04/20,4933
2016/04/21,4939
2016/04/22,4958
2016/04/23,4951
2016/04/24,4965
2016/04/25,5009
2016/04/26,5061
2016/04/27,5101
2016/04/28,5104
2016/04/29,5433
2016/04/30,5790
2016/05/01,5952
2016/05/02,6230
2016/05/03,6377
2016/05/04,6444
2016/05/05,6512
2016/05/06,6572
2016/05/07,6582
2016/05/08,6653
2016/05/09,6756
2016/05/10,6863
2016/05/11,7109
2016/05/12,7345
2016/05/13,7758
2016/05/14,7950
2016/05/15,7945
2016/05/16,7909
2016/05/17,7962
2016/05/18,8089
2016/05/19,8234
2016/05/20,8284
2016/05/21,8212
2016/05/22,8040
2016/05/23,8175
2016/05/24,8233
2016/05/25,8254
2016/05/26,9223
2016/05/27,9351
2016/05/28,10229
2016/05/29,10029
2016/05/30,9833
2016/05/31,9725
2016/06/01,9531
2016/06/02,9293
2016/06/03,9092
2016/06/04,8832
2016/06/05,8607
2016/06/06,8479
2016/06/07,8408
2016/06/08,8343
2016/06/09,8232
2016/06/10,8165
2016/06/11,7991
2016/06/12,7996
2016/06/13,8243
2016/06/14,8481
2016/06/15,8511
2016/06/16,8640
2016/06/17,9360
2016/06/18,9789
2016/06/19,9788
2016/06/20,9685
2016/06/21,9669
2016/06/22,9770
2016/06/23,9596
2016/06/24,9395
2016/06/25,9133
2016/06/26,8889
2016/06/27,8707
2016/06/28,8694
2016/06/29,8650
2016/06/30,8506
2016/07/01,8395
2016/07/02,8320
2016/07/03,8254
2016/07/04,8263
2016/07/05,8295
2016/07/06,8282
2016/07/07,8266
2016/07/08,8250
2016/07/09,8199
2016/07/10,8101
2016/07/11,8067
2016/07/12,8038
2016/07/13,7986
2016/07/14,8014
2016/07/15,8025
2016/07/16,7881
2016/07/17,7683
2016/07/18,7641
2016/07/19,8965
2016/07/20,9202
2016/07/21,9273
2016/07/22,9463
2016/07/23,9492
2016/07/24,10163
2016/07/25,10381
2016/07/26,11336
2016/07/27,11666
2016/07/28,11777
2016/07/29,11596
2016/07/30,11232
2016/07/31,11063
2016/08/01,10977
2016/08/02,11215
2016/08/03,11139
2016/08/04,11011
2016/08/05,10726
2016/08/06,10443
2016/08/07,10209
2016/08/08,10121
2016/08/09,10164
2016/08/10,10060
2016/08/11,10172
2016/08/12,9975
2016/08/13,9714
2016/08/14,9569
2016/08/15,9462
2016/08/16,9499
2016/08/17,9399
2016/08/18,9305
2016/08/19,9228
2016/08/20,9202
2016/08/21,9143
2016/08/22,9018
2016/08/23,9149
2016/08/24,9133
2016/08/25,9260
2016/08/26,9262
2016/08/27,9307
2016/08/28,9269
2016/08/29,9347
2016/08/30,9347
2016/08/31,9444
2016/09/01,9660
2016/09/02,9748
2016/09/03,9666
2016/09/04,9568
2016/09/05,9489
2016/09/06,9437
2016/09/07,9411
2016/09/08,9605
2016/09/09,9552
2016/09/10,9459
2016/09/11,9434
2016/09/12,9436
2016/09/13,9436
2016/09/14,9465
2016/09/15,9455
2016/09/16,9571
2016/09/17,9591
2016/09/18,9440
2016/09/19,9227
2016/09/20,9822
2016/09/21,10155
2016/09/22,9915
2016/09/23,9771
2016/09/24,9697
2016/09/25,9604
2016/09/26,9515
2016/09/27,9466
2016/09/28,9410
2016/09/29,9513
2016/09/30,9630
2016/10/01,9503
2016/10/02,9636
2016/10/03,9575
2016/10/04,9251
2016/10/05,8973
2016/10/06,8844
2016/10/07,8919
2016/10/08,9015
2016/10/09,9234
2016/10/10,9419
2016/10/11,9409
2016/10/12,8876
2016/10/13,8184
2016/10/14,8166
2016/10/15,7936
2016/10/16,7892
2016/10/17,7964
2016/10/18,8462
2016/10/19,8258
2016/10/20,8657
2016/10/21,9103
2016/10/22,9229
2016/10/23,9278
2016/10/24,9236
2016/10/25,9210
2016/10/26,9203
2016/10/27,9224
2016/10/28,9268
2016/10/29,9204
2016/10/30,9073
2016/10/31,9282
2016/11/01,9593
2016/11/02,9458
2016/11/03,9521
2016/11/04,9166
2016/11/05,9043
2016/11/06,8793
2016/11/07,8807
2016/11/08,8777
2016/11/09,8801
2016/11/10,8621
2016/11/11,8636
2016/11/12,8594
2016/11/13,8710
2016/11/14,8567
2016/11/15,8541
2016/11/16,8447
2016/11/17,8362
2016/11/18,8324
2016/11/19,8206
2016/11/20,8147
2016/11/21,8124
2016/11/22,9950
2016/11/23,12631
2016/11/24,11649
2016/11/25,13145
2016/11/26,12165
2016/11/27,11357
2016/11/28,10838
2016/11/29,10315
2016/11/30,9893
2016/12/01,9470
2016/12/02,9193
2016/12/03,9201
2016/12/04,9224
2016/12/05,9019
2016/12/06,9116
2016/12/07,8781
2016/12/08,8519
2016/12/09,8522
2016/12/10,8321
2016/12/11,8236
2016/12/12,8172
2016/12/13,8029
2016/12/14,8145
2016/12/15,8392
2016/12/16,8312
2016/12/17,8229
2016/12/18,8124
2016/12/19,8113
2016/12/20,8169
2016/12/21,8259
2016/12/22,8326
2016/12/23,8242
2016/12/24,8097
2016/12/25,7870
2016/12/26,7687
2016/12/27,7616
2016/12/28,7627
2016/12/29,7748
2016/12/30,7765
2016/12/31,7869
2017/01/01,7688
2017/01/02,7688
2017/01/03,7798
2017/01/04,8210
2017/01/05,8481
2017/01/06,8731
2017/01/07,8732
2017/01/08,8623
2017/01/09,8807
2017/01/10,8751
2017/01/11,8803
2017/01/12,8877
2017/01/13,8839
2017/01/14,8712
2017/01/15,8523
2017/01/16,8621
2017/01/17,8598
2017/01/18,8512
2017/01/19,8554
2017/01/20,8651
2017/01/21,8605
2017/01/22,8505
2017/01/23,8487
2017/01/24,8491
2017/01/25,8400
2017/01/26,8385
2017/01/27,8321
2017/01/28,8247
2017/01/29,8133
2017/01/30,8170
2017/01/31,8182
2017/02/01,8208
2017/02/02,8291
2017/02/03,8274
2017/02/04,8369
2017/02/05,8471
2017/02/06,8562
2017/02/07,8595
2017/02/08,8653
2017/02/09,8696
2017/02/10,8879
2017/02/11,8810
2017/02/12,8838
2017/02/13,9148
2017/02/14,9396
2017/02/15,9590
2017/02/16,9627
2017/02/17,9655
2017/02/18,9797
2017/02/19,9707
2017/02/20,9783
2017/02/21,9793
2017/02/22,9782
2017/02/23,9745
2017/02/24,9866
2017/02/25,9889
2017/02/26,9929
2017/02/27,10101
2017/02/28,10570
2017/03/01,11063
2017/03/02,12461
2017/03/03,12948
2017/03/04,13098
2017/03/05,13182
2017/03/06,13264
2017/03/07,13169
2017/03/08,13129
2017/03/09,13373
2017/03/10,13728
2017/03/11,13877
2017/03/12,14291
2017/03/13,15480
2017/03/14,16008
2017/03/15,16555
2017/03/16,18274
2017/03/17,19681
2017/03/18,20243
2017/03/19,20233
2017/03/20,20258
2017/03/21,20305
2017/03/22,20126
2017/03/23,19974
2017/03/24,20454
2017/03/25,20617
2017/03/26,20362
2017/03/27,20551
2017/03/28,20536
2017/03/29,20565
2017/03/30,21183
2017/03/31,22484
2017/04/01,22212
2017/04/02,22353
2017/04/03,23327
2017/04/04,23221
2017/04/05,23270
2017/04/06,23749
2017/04/07,23214
2017/04/08,22476
2017/04/09,21634
2017/04/10,21340
2017/04/11,21002
2017/04/12,20890
2017/04/13,20995
2017/04/14,20836
2017/04/15,20513
2017/04/16,19816
2017/04/17,19403
2017/04/18,19469
2017/04/19,19582
2017/04/20,19773
2017/04/21,19565
2017/04/22,19238
2017/04/23,19000
2017/04/24,19230
2017/04/25,19320
2017/04/26,19500
2017/04/27,20864
2017/04/28,21583
2017/04/29,21739
2017/04/30,22179
2017/05/01,23012
2017/05/02,23682
2017/05/03,23718
2017/05/04,24650
2017/05/05,25408
2017/05/06,25410
2017/05/07,25925
2017/05/08,27363
2017/05/09,28015
2017/05/10,28190
2017/05/11,28693
2017/05/12,28742
2017/05/13,28208
2017/05/14,27926
2017/05/15,28502
2017/05/16,28977
2017/05/17,30318
2017/05/18,31322
2017/05/19,33603
2017/05/20,33884
2017/05/21,34361
2017/05/22,35906
2017/05/23,37586
2017/05/24,39316
2017/05/25,40728
2017/05/26,41597
2017/05/27,41219
2017/05/28,40676
2017/05/29,40829
2017/05/30,42144
2017/05/31,45553
2017/06/01,47856
2017/06/02,48042
2017/06/03,48169
2017/06/04,48237
2017/06/05,49288
2017/06/06,50129
2017/06/07,50726
2017/06/08,50548
2017/06/09,51840
2017/06/10,52909
2017/06/11,55029
2017/06/12,60338
2017/06/13,63700
2017/06/14,65287
2017/06/15,66990
2017/06/16,67221
2017/06/17,67565
2017/06/18,68161
2017/06/19,69516
2017/06/20,72523
2017/06/21,74865
2017/06/22,76798
2017/06/23,77566
2017/06/24,77616
2017/06/25,76451
2017/06/26,79917
2017/06/27,80207
2017/06/28,69513
2017/06/29,70533
2017/06/30,71225
2017/07/01,71352
2017/07/02,71204
2017/07/03,73338
2017/07/04,75077
2017/07/05,75141
2017/07/06,74828
2017/07/07,76994
2017/07/08,75193
2017/07/09,73257
2017/07/10,74536
2017/07/11,75179
2017/07/12,75406
2017/07/13,73970
2017/07/14,72500
2017/07/15,71247
2017/07/16,69912
2017/07/17,69480
2017/07/18,69807
2017/07/19,70450
2017/07/20,70402
2017/07/21,69276
2017/07/22,67180
2017/07/23,69730
2017/07/24,69437
2017/07/25,68610
2017/07/26,67315
2017/07/27,66703
2017/07/28,66323
2017/07/29,64467
2017/07/30,62916
2017/07/31,65149
2017/08/01,64484
2017/08/02,64545
2017/08/03,64542
2017/08/04,65509
2017/08/05,66705
2017/08/06,67140
2017/08/07,68753
2017/08/08,71625
2017/08/09,73145
2017/08/10,76289
2017/08/11,79094
2017/08/12,80698
2017/08/13,81034
2017/08/14,84861
2017/08/15,88339
2017/08/16,91380
2017/08/17,94199
2017/08/18,97885
2017/08/19,97482
2017/08/20,95867
2017/08/21,97354
2017/08/22,97575
2017/08/23,98698
2017/08/24,97673
2017/08/25,97919
2017/08/26,94813
2017/08/27,92773
2017/08/28,92919
2017/08/29,95100
2017/08/30,97116
2017/08/31,99808
2017/09/01,101285
2017/09/02,99798
2017/09/03,97042
2017/09/04,101670
2017/09/05,104396
2017/09/06,107453
2017/09/07,108613
2017/09/08,109418
2017/09/09,108418
2017/09/10,104686
2017/09/11,104450
2017/09/12,107279
2017/09/13,107482
2017/09/14,109683
2017/09/15,112791
2017/09/16,109875
2017/09/17,104372
2017/09/18,103728
2017/09/19,103034
2017/09/20,101909
2017/09/21,99922
2017/09/22,96360
2017/09/23,93760
2017/09/24,92283
2017/09/25,92033
2017/09/26,90859
2017/09/27,89827
2017/09/28,90465
2017/09/29,91061
2017/09/30,90198
2017/10/01,87932
2017/10/02,87515
2017/10/03,87652
2017/10/04,86818
2017/10/05,86871
2017/10/06,86268
2017/10/07,85469
2017/10/08,84894
2017/10/09,84909
2017/10/10,87247
2017/10/11,89621
2017/10/12,91129
2017/10/13,94581
2017/10/14,94392
2017/10/15,93058
2017/10/16,92049
2017/10/17,96894
2017/10/18,97689
2017/10/19,96980
2017/10/20,98797
2017/10/21,99580
2017/10/22,104203
2017/10/23,104602
2017/10/24,105023
2017/10/25,103799
2017/10/26,102707
2017/10/27,89013
2017/10/28,77144
2017/10/29,66859
2017/10/30,57944
2017/10/31,50218
2017/11/01,61156
2017/11/02,72639
2017/11/03,78338
2017/11/04,80309
2017/11/05,81793
2017/11/06,85205
2017/11/07,88380
2017/11/08,92604
2017/11/09,96626
2017/11/10,98845
2017/11/11,99119
2017/11/12,101536
2017/11/13,102773
2017/11/14,105901
2017/11/15,110876
2017/11/16,112869
2017/11/17,116182
2017/11/18,115944
2017/11/19,116338
2017/11/20,117946
2017/11/21,120983
2017/11/22,123823
2017/11/23,125742
2017/11/24,126981
2017/11/25,127985
2017/11/26,129414
2017/11/27,134889
2017/11/28,140061
2017/11/29,146631
2017/11/30,149949
2017/12/01,149561
2017/12/02,150311
2017/12/03,154360
2017/12/04,157482
2017/12/05,160759
2017/12/06,169666
2017/12/07,169019
2017/12/08,172776
2017/12/09,176199
2017/12/10,178977
2017/12/11,185167
2017/12/12,196352
2017/12/13,207081
2017/12/14,217525
2017/12/15,224002
2017/12/16,227322
2017/12/17,230133
2017/12/18,235628
2017/12/19,246018
2017/12/20,253785
2017/12/21,263113
2017/12/22,277358
2017/12/23,277676
2017/12/24,268358
2017/12/25,259678
2017/12/26,258236
2017/12/27,259248
2017/12/28,259991
2017/12/29,271769
2017/12/30,285337
2017/12/31,283888
2018/01/01,282685
2018/01/02,295925
2018/01/03,306174
2018/01/04,321513
2018/01/05,330767
2018/01/06,337381
2018/01/07,342309
2018/01/08,346573
2018/01/09,359494
2018/01/10,362037
2018/01/11,367399
2018/01/12,366960
2018/01/13,371093
2018/01/14,370893
2018/01/15,380006
2018/01/16,390668
2018/01/17,398400
2018/01/18,402362
2018/01/19,392513
2018/01/20,375812
2018/01/21,382150
2018/01/22,372177
2018/01/23,360912
2018/01/24,348956
2018/01/25,332476
2018/01/26,327920
2018/01/27,318609
2018/01/28,309004
2018/01/29,305141
2018/01/30,300523
2018/01/31,295901
2018/02/01,298030
2018/02/02,298540
2018/02/03,290112
2018/02/04,285991
2018/02/05,282524
2018/02/06,281237
2018/02/07,276650
2018/02/08,266380
2018/02/09,261262
2018/02/10,258743
2018/02/11,254600
2018/02/12,253627
2018/02/13,247712
2018/02/14,245297
2018/02/15,243179
2018/02/16,235811
2018/02/17,229531
2018/02/18,225207
2018/02/19,224171
2018/02/20,227101
2018/02/21,226874
2018/02/22,223769
2018/02/23,219329
2018/02/24,211867
2018/02/25,206327
2018/02/26,207307
2018/02/27,206820
2018/02/28,207879
2018/03/01,207497
2018/03/02,206909
2018/03/03,202036
2018/03/04,195885
2018/03/05,196838
2018/03/06,199900
2018/03/07,215285
2018/03/08,213340
2018/03/09,209764
2018/03/10,204472
2018/03/11,197613
2018/03/12,193218
2018/03/13,192777
2018/03/14,196268
2018/03/15,195411
2018/03/16,191586
2018/03/17,187106
2018/03/18,185027
2018/03/19,187037
2018/03/20,185546
2018/03/21,187320
2018/03/22,185015
2018/03/23,193415
2018/03/24,195369
2018/03/25,187393
2018/03/26,185105
2018/03/27,182273
2018/03/28,177955
2018/03/29,177059
2018/03/30,177670
2018/03/31,173709
2018/04/01,168391
2018/04/02,166305
2018/04/03,167579
2018/04/04,167140
2018/04/05,171204
2018/04/06,171954
2018/04/07,169026
2018/04/08,168792
2018/04/09,170333
2018/04/10,169711
2018/04/11,170899
2018/04/12,175237
2018/04/13,179290
2018/04/14,178347
2018/04/15,177090
2018/04/16,177000
2018/04/17,177323
2018/04/18,178585
2018/04/19,182714
2018/04/20,187239
2018/04/21,190288
2018/04/22,197146
2018/04/23,204550
2018/04/24,210466
2018/04/25,211984
2018/04/26,213159
2018/04/27,212138
2018/04/28,209903
2018/04/29,207355
2018/04/30,207742
2018/05/01,204909
2018/05/02,207530
2018/05/03,213601
2018/05/04,251573
2018/05/05,253343
2018/05/06,249128
2018/05/07,249995
2018/05/08,252162
2018/05/09,251747
2018/05/10,251987
2018/05/11,251603
2018/05/12,250488
2018/05/13,247014
2018/05/14,246927
2018/05/15,249111
2018/05/16,251681
2018/05/17,255606
2018/05/18,257763
2018/05/19,261857
2018/05/20,261842
2018/05/21,260493
2018/05/22,265113
2018/05/23,266569
2018/05/24,266899
2018/05/25,266112
2018/05/26,265016
2018/05/27,265285
2018/05/28,268145
2018/05/29,270073
2018/05/30,269785
2018/05/31,271715
2018/06/01,267248
2018/06/02,268194
2018/06/03,268585
2018/06/04,266874
2018/06/05,262874
2018/06/06,259314
2018/06/07,258899
2018/06/08,255879
2018/06/09,257841
2018/06/10,260259
2018/06/11,259460
2018/06/12,254552
2018/06/13,250095
2018/06/14,246175
2018/06/15,247736
2018/06/16,240390
2018/06/17,236342
2018/06/18,232335
2018/06/19,234638
2018/06/20,239175
2018/06/21,241638
2018/06/22,245611
2018/06/23,241207
2018/06/24,239563
2018/06/25,256034
2018/06/26,256279
2018/06/27,255396
2018/06/28,253282
2018/06/29,253615
2018/06/30,239220
2018/07/01,220829
2018/07/02,207400
2018/07/03,196849
2018/07/04,186892
2018/07/05,181768
2018/07/06,173023
2018/07/07,166060
2018/07/08,165346
2018/07/09,166446
2018/07/10,168486
2018/07/11,168886
2018/07/12,166045
2018/07/13,161537
2018/07/14,157630
2018/07/15,153901
2018/07/16,161948
2018/07/17,170069
2018/07/18,185429
2018/07/19,193089
2018/07/20,195548
2018/07/21,192641
2018/07/22,196822
2018/07/23,207577
2018/07/24,219241
2018/07/25,228562
2018/07/26,231139
2018/07/27,237422
2018/07/28,235400
2018/07/29,235099
2018/07/30,236734
2018/07/31,237012
2018/08/01,238758
2018/08/02,239858
2018/08/03,243419
2018/08/04,241953
2018/08/05,237553
2018/08/06,236241
2018/08/07,232448
2018/08/08,225403
2018/08/09,216637
2018/08/10,213957
2018/08/11,215764
2018/08/12,217400
2018/08/13,219106
2018/08/14,218897
2018/08/15,218009
2018/08/16,220883
2018/08/17,219350
2018/08/18,216920
2018/08/19,213995
2018/08/20,214566
2018/08/21,209819
2018/08/22,207554
2018/08/23,203945
2018/08/24,204309
2018/08/25,203017
2018/08/26,203506
2018/08/27,205889
2018/08/28,204164
2018/08/29,199428
2018/08/30,195989
2018/08/31,194088
2018/09/01,196026
2018/09/02,198372
2018/09/03,200765
2018/09/04,201056
2018/09/05,201495
2018/09/06,199029
2018/09/07,198326
2018/09/08,196740
2018/09/09,195516
2018/09/10,193615
2018/09/11,188909
2018/09/12,185220
2018/09/13,183397
2018/09/14,179660
2018/09/15,172529
2018/09/16,166115
2018/09/17,165420
2018/09/18,162043
2018/09/19,158347
2018/09/20,156603
2018/09/21,156315
2018/09/22,153543
2018/09/23,151362
2018/09/24,149192
2018/09/25,148367
2018/09/26,145869
2018/09/27,144407
2018/09/28,142639
2018/09/29,139190
2018/09/30,140201
2018/10/01,138537
2018/10/02,136578
2018/10/03,141652
2018/10/04,145765
2018/10/05,152603
2018/10/06,158477
2018/10/07,157443
2018/10/08,158292
2018/10/09,160124
2018/10/10,159640
2018/10/11,161242
2018/10/12,161367
2018/10/13,162340
2018/10/14,160651
2018/10/15,162225
2018/10/16,164626
2018/10/17,168453
2018/10/18,169102
2018/10/19,169946
2018/10/20,169341
2018/10/21,167705
2018/10/22,170401
2018/10/23,171289
2018/10/24,172388
2018/10/25,172205
2018/10/26,172801
2018/10/27,171415
2018/10/28,167686
2018/10/29,171008
2018/10/30,174525
2018/10/31,176598
2018/11/01,175764
2018/11/02,171769
2018/11/03,167852
2018/11/04,165464
2018/11/05,165984
2018/11/06,165722
2018/11/07,163060
2018/11/08,160515
2018/11/09,161354
2018/11/10,159996
2018/11/11,161950
2018/11/12,162820
2018/11/13,162117
2018/11/14,163227
2018/11/15,163069
2018/11/16,161632
2018/11/17,158536
2018/11/18,155167
2018/11/19,161902
2018/11/20,164237
2018/11/21,162659
2018/11/22,161118
2018/11/23,159804
2018/11/24,156192
2018/11/25,155011
2018/11/26,154890
2018/11/27,154017
2018/11/28,153912
2018/11/29,152049
2018/11/30,152427
2018/12/01,149881
2018/12/02,147513
2018/12/03,147023
2018/12/04,145765
2018/12/05,147184
2018/12/06,147469
2018/12/07,150029
2018/12/08,154662
2018/12/09,154502
2018/12/10,155074
2018/12/11,153871
2018/12/12,153614
2018/12/13,152922
2018/12/14,152382
2018/12/15,153650
2018/12/16,154706
2018/12/17,154983
2018/12/18,153540
2018/12/19,155252
2018/12/20,156852
2018/12/21,157124
2018/12/22,153359
2018/12/23,152896
2018/12/24,154029
2018/12/25,153652
2018/12/26,154582
2018/12/27,155963
2018/12/28,157103
2018/12/29,159224
2018/12/30,156671
2018/12/31,156502
2019/01/01,153733
2019/01/02,155354
2019/01/03,159153
2019/01/04,158894
2019/01/05,157291
2019/01/06,156447
2019/01/07,157899
2019/01/08,159797
