Date,transactions7ema
2016/10/04,48915
2016/10/05,47116
2016/10/06,44544
2016/10/07,44335
2016/10/08,42674
2016/10/09,42990
2016/10/10,43478
2016/10/11,42871
2016/10/12,39654
2016/10/13,37802
2016/10/14,38853
2016/10/15,37555
2016/10/16,36914
2016/10/17,37219
2016/10/18,40889
2016/10/19,40291
2016/10/20,41078
2016/10/21,45253
2016/10/22,43383
2016/10/23,41378
2016/10/24,44170
2016/10/25,45030
2016/10/26,45062
2016/10/27,44885
2016/10/28,44044
2016/10/29,43036
2016/10/30,42136
2016/10/31,42860
2016/11/01,44401
2016/11/02,44180
2016/11/03,43722
2016/11/04,40934
2016/11/05,40123
2016/11/06,38690
2016/11/07,39503
2016/11/08,40019
2016/11/09,40144
2016/11/10,40149
2016/11/11,40379
2016/11/12,40505
2016/11/13,41297
2016/11/14,41942
2016/11/15,42789
2016/11/16,42513
2016/11/17,42069
2016/11/18,42498
2016/11/19,41696
2016/11/20,41803
2016/11/21,42036
2016/11/22,44923
2016/11/23,49765
2016/11/24,46539
2016/11/25,49423
2016/11/26,47268
2016/11/27,46563
2016/11/28,47020
2016/11/29,47024
2016/11/30,45062
2016/12/01,43077
2016/12/02,42718
2016/12/03,42378
2016/12/04,41694
2016/12/05,41674
2016/12/06,43305
2016/12/07,42918
2016/12/08,42085
2016/12/09,41925
2016/12/10,41585
2016/12/11,40980
2016/12/12,40420
2016/12/13,41481
2016/12/14,42934
2016/12/15,43726
2016/12/16,43783
2016/12/17,42698
2016/12/18,41183
2016/12/19,42287
2016/12/20,42776
2016/12/21,44780
2016/12/22,47378
2016/12/23,46631
2016/12/24,44413
2016/12/25,42460
2016/12/26,40486
2016/12/27,40957
2016/12/28,41564
2016/12/29,42810
2016/12/30,43248
2016/12/31,42741
2017/01/01,41738
2017/01/02,41217
2017/01/03,42383
2017/01/04,44456
2017/01/05,45741
2017/01/06,45257
2017/01/07,44848
2017/01/08,44318
2017/01/09,44785
2017/01/10,45634
2017/01/11,45531
2017/01/12,46795
2017/01/13,47805
2017/01/14,46364
2017/01/15,45210
2017/01/16,45252
2017/01/17,45606
2017/01/18,45453
2017/01/19,44997
2017/01/20,45191
2017/01/21,44719
2017/01/22,45397
2017/01/23,45567
2017/01/24,46779
2017/01/25,46648
2017/01/26,46700
2017/01/27,46695
2017/01/28,46319
2017/01/29,45366
2017/01/30,45367
2017/01/31,44937
2017/02/01,44838
2017/02/02,44556
2017/02/03,44111
2017/02/04,44436
2017/02/05,44963
2017/02/06,45548
2017/02/07,47128
2017/02/08,48118
2017/02/09,48057
2017/02/10,49098
2017/02/11,48464
2017/02/12,47677
2017/02/13,49756
2017/02/14,51891
2017/02/15,52748
2017/02/16,51980
2017/02/17,51336
2017/02/18,50852
2017/02/19,50196
2017/02/20,50185
2017/02/21,52247
2017/02/22,51778
2017/02/23,50734
2017/02/24,51571
2017/02/25,51989
2017/02/26,51921
2017/02/27,52101
2017/02/28,54145
2017/03/01,55552
2017/03/02,59359
2017/03/03,60593
2017/03/04,60134
2017/03/05,59358
2017/03/06,58773
2017/03/07,59727
2017/03/08,58642
2017/03/09,60048
2017/03/10,61318
2017/03/11,62189
2017/03/12,63303
2017/03/13,67907
2017/03/14,70219
2017/03/15,72965
2017/03/16,82212
2017/03/17,88317
2017/03/18,88718
2017/03/19,87688
2017/03/20,85832
2017/03/21,85449
2017/03/22,83792
2017/03/23,83452
2017/03/24,84533
2017/03/25,84498
2017/03/26,83257
2017/03/27,86080
2017/03/28,85647
2017/03/29,87501
2017/03/30,89678
2017/03/31,93034
2017/04/01,89919
2017/04/02,89676
2017/04/03,92312
2017/04/04,90804
2017/04/05,89956
2017/04/06,91261
2017/04/07,91657
2017/04/08,86779
2017/04/09,83723
2017/04/10,81664
2017/04/11,80221
2017/04/12,80253
2017/04/13,81220
2017/04/14,81204
2017/04/15,79608
2017/04/16,77365
2017/04/17,76160
2017/04/18,77946
2017/04/19,79893
2017/04/20,81282
2017/04/21,81281
2017/04/22,79346
2017/04/23,78777
2017/04/24,79216
2017/04/25,82670
2017/04/26,84413
2017/04/27,89433
2017/04/28,93623
2017/04/29,93051
2017/04/30,93589
2017/05/01,98242
2017/05/02,101270
2017/05/03,100286
2017/05/04,103934
2017/05/05,105079
2017/05/06,102563
2017/05/07,103580
2017/05/08,107062
2017/05/09,108530
2017/05/10,108816
2017/05/11,110909
2017/05/12,109992
2017/05/13,107827
2017/05/14,106207
2017/05/15,110353
2017/05/16,111850
2017/05/17,118921
2017/05/18,123543
2017/05/19,133050
2017/05/20,132515
2017/05/21,136811
2017/05/22,146672
2017/05/23,156784
2017/05/24,164411
2017/05/25,169061
2017/05/26,169250
2017/05/27,164300
2017/05/28,162043
2017/05/29,161169
2017/05/30,169281
2017/05/31,180492
2017/06/01,185159
2017/06/02,187597
2017/06/03,184609
2017/06/04,183491
2017/06/05,185194
2017/06/06,189026
2017/06/07,193565
2017/06/08,192099
2017/06/09,198032
2017/06/10,201863
2017/06/11,211520
2017/06/12,231875
2017/06/13,243920
2017/06/14,245524
2017/06/15,249547
2017/06/16,249161
2017/06/17,247376
2017/06/18,247022
2017/06/19,256818
2017/06/20,269718
2017/06/21,257611
2017/06/22,264264
2017/06/23,267201
2017/06/24,263043
2017/06/25,255066
2017/06/26,270497
2017/06/27,266121
2017/06/28,268151
2017/06/29,267061
2017/06/30,263459
2017/07/01,257710
2017/07/02,255437
2017/07/03,267086
2017/07/04,270681
2017/07/05,270912
2017/07/06,267882
2017/07/07,274759
2017/07/08,268104
2017/07/09,257376
2017/07/10,268690
2017/07/11,274437
2017/07/12,276785
2017/07/13,272775
2017/07/14,266926
2017/07/15,258185
2017/07/16,255923
2017/07/17,254061
2017/07/18,258309
2017/07/19,261262
2017/07/20,258463
2017/07/21,251987
2017/07/22,240384
2017/07/23,245410
2017/07/24,249832
2017/07/25,248104
2017/07/26,241815
2017/07/27,237720
2017/07/28,239914
2017/07/29,229628
2017/07/30,223877
2017/07/31,230430
2017/08/01,227468
2017/08/02,228368
2017/08/03,230360
2017/08/04,237060
2017/08/05,243145
2017/08/06,248640
2017/08/07,256773
2017/08/08,272296
2017/08/09,274299
2017/08/10,290285
2017/08/11,306884
2017/08/12,314827
2017/08/13,319371
2017/08/14,342044
2017/08/15,359844
2017/08/16,373289
2017/08/17,386969
2017/08/18,401065
2017/08/19,395154
2017/08/20,373847
2017/08/21,378605
2017/08/22,375136
2017/08/23,375029
2017/08/24,369388
2017/08/25,365196
2017/08/26,350464
2017/08/27,343892
2017/08/28,348837
2017/08/29,360290
2017/08/30,370273
2017/08/31,373810
2017/09/01,378107
2017/09/02,366529
2017/09/03,350528
2017/09/04,373544
2017/09/05,391301
2017/09/06,417570
2017/09/07,425264
2017/09/08,434866
2017/09/09,422063
2017/09/10,397829
2017/09/11,389718
2017/09/12,393513
2017/09/13,386554
2017/09/14,384979
2017/09/15,399176
2017/09/16,392823
2017/09/17,366996
2017/09/18,365938
2017/09/19,358892
2017/09/20,350415
2017/09/21,342080
2017/09/22,324427
2017/09/23,308347
2017/09/24,301493
2017/09/25,302773
2017/09/26,303598
2017/09/27,304961
2017/09/28,311022
2017/09/29,314892
2017/09/30,310119
2017/10/01,303557
2017/10/02,304191
2017/10/03,310120
2017/10/04,309417
2017/10/05,310765
2017/10/06,313044
2017/10/07,307556
2017/10/08,304874
2017/10/09,310699
2017/10/10,320425
2017/10/11,326395
2017/10/12,335649
2017/10/13,346521
2017/10/14,342933
2017/10/15,339430
2017/10/16,356647
2017/10/17,393888
2017/10/18,413028
2017/10/19,433317
2017/10/20,461697
2017/10/21,461998
2017/10/22,455372
2017/10/23,458571
2017/10/24,467000
2017/10/25,465355
2017/10/26,465618
2017/10/27,349213
2017/10/28,261910
2017/10/29,196432
2017/10/30,147324
2017/10/31,110493
2017/11/01,213471
2017/11/02,293491
2017/11/03,342278
2017/11/04,356398
2017/11/05,371574
2017/11/06,406596
2017/11/07,422552
2017/11/08,437017
2017/11/09,444556
2017/11/10,447774
2017/11/11,434425
2017/11/12,434413
2017/11/13,436604
2017/11/14,446449
2017/11/15,469969
2017/11/16,475347
2017/11/17,483658
2017/11/18,477663
2017/11/19,474388
2017/11/20,488326
2017/11/21,497256
2017/11/22,509564
2017/11/23,516440
2017/11/24,518692
2017/11/25,529303
2017/11/26,532599
2017/11/27,551623
2017/11/28,573464
2017/11/29,595993
2017/11/30,610859
2017/12/01,613824
2017/12/02,617314
2017/12/03,636438
2017/12/04,652787
2017/12/05,662863
2017/12/06,695083
2017/12/07,686080
2017/12/08,706162
2017/12/09,706428
2017/12/10,708964
2017/12/11,738948
2017/12/12,772296
2017/12/13,806630
2017/12/14,840612
2017/12/15,856546
2017/12/16,867373
2017/12/17,869674
2017/12/18,898260
2017/12/19,946754
2017/12/20,956591
2017/12/21,985610
2017/12/22,1015088
2017/12/23,991036
2017/12/24,932836
2017/12/25,887717
2017/12/26,869165
2017/12/27,880062
2017/12/28,897422
2017/12/29,945614
2017/12/30,993376
2017/12/31,981763
2018/01/01,963559
2018/01/02,1011153
2018/01/03,1067872
2018/01/04,1138377
2018/01/05,1171677
2018/01/06,1185362
2018/01/07,1177202
2018/01/08,1186770
2018/01/09,1204137
2018/01/10,1197524
2018/01/11,1191634
2018/01/12,1173415
2018/01/13,1174892
2018/01/14,1151567
2018/01/15,1165280
2018/01/16,1193444
2018/01/17,1214354
2018/01/18,1212061
2018/01/19,1169860
2018/01/20,1123517
2018/01/21,1094271
2018/01/22,1063931
2018/01/23,1030072
2018/01/24,1000971
2018/01/25,947857
2018/01/26,949250
2018/01/27,919910
2018/01/28,912208
2018/01/29,918367
2018/01/30,915420
2018/01/31,905886
2018/02/01,931604
2018/02/02,943933
2018/02/03,911571
2018/02/04,883895
2018/02/05,881861
2018/02/06,883451
2018/02/07,867244
2018/02/08,820769
2018/02/09,813029
2018/02/10,821869
2018/02/11,809776
2018/02/12,814587
2018/02/13,797380
2018/02/14,784631
2018/02/15,782803
2018/02/16,763292
2018/02/17,765489
2018/02/18,763139
2018/02/19,775201
2018/02/20,803125
2018/02/21,814969
2018/02/22,801700
2018/02/23,784546
2018/02/24,771625
2018/02/25,751364
2018/02/26,747886
2018/02/27,734561
2018/02/28,731012
2018/03/01,719360
2018/03/02,725687
2018/03/03,712631
2018/03/04,695284
2018/03/05,709652
2018/03/06,710387
2018/03/07,728729
2018/03/08,719082
2018/03/09,701826
2018/03/10,674214
2018/03/11,657885
2018/03/12,662891
2018/03/13,671941
2018/03/14,671755
2018/03/15,667449
2018/03/16,664233
2018/03/17,646476
2018/03/18,655848
2018/03/19,667858
2018/03/20,666342
2018/03/21,674224
2018/03/22,660531
2018/03/23,664674
2018/03/24,651806
2018/03/25,620448
2018/03/26,621990
2018/03/27,612506
2018/03/28,604344
2018/03/29,599176
2018/03/30,607786
2018/03/31,601939
2018/04/01,587739
2018/04/02,590431
2018/04/03,604304
2018/04/04,610338
2018/04/05,631721
2018/04/06,635786
2018/04/07,610806
2018/04/08,607038
2018/04/09,607728
2018/04/10,598643
2018/04/11,601258
2018/04/12,624095
2018/04/13,650657
2018/04/14,640790
2018/04/15,635589
2018/04/16,642792
2018/04/17,667800
2018/04/18,676673
2018/04/19,711084
2018/04/20,741368
2018/04/21,742552
2018/04/22,744129
2018/04/23,758814
2018/04/24,773182
2018/04/25,779640
2018/04/26,783198
2018/04/27,778518
2018/04/28,777719
2018/04/29,772452
2018/04/30,773872
2018/05/01,758864
2018/05/02,766078
2018/05/03,784455
2018/05/04,838473
2018/05/05,826170
2018/05/06,792446
2018/05/07,791800
2018/05/08,798875
2018/05/09,806938
2018/05/10,818910
2018/05/11,820707
2018/05/12,812652
2018/05/13,800099
2018/05/14,800487
2018/05/15,795168
2018/05/16,798190
2018/05/17,807583
2018/05/18,813645
2018/05/19,821806
2018/05/20,810675
2018/05/21,808559
2018/05/22,812021
2018/05/23,817360
2018/05/24,815812
2018/05/25,812069
2018/05/26,799534
2018/05/27,793657
2018/05/28,810493
2018/05/29,810916
2018/05/30,812441
2018/05/31,817510
2018/06/01,802662
2018/06/02,794000
2018/06/03,798000
2018/06/04,800291
2018/06/05,795382
2018/06/06,785054
2018/06/07,782747
2018/06/08,767065
2018/06/09,767655
2018/06/10,768561
2018/06/11,768667
2018/06/12,769050
2018/06/13,776197
2018/06/14,773627
2018/06/15,771171
2018/06/16,738322
2018/06/17,715878
2018/06/18,710847
2018/06/19,727827
2018/06/20,746639
2018/06/21,747988
2018/06/22,753605
2018/06/23,734183
2018/06/24,718636
2018/06/25,748293
2018/06/26,744262
2018/06/27,751181
2018/06/28,749582
2018/06/29,745960
2018/06/30,717715
2018/07/01,693944
2018/07/02,642848
2018/07/03,625519
2018/07/04,580917
2018/07/05,567584
2018/07/06,540457
2018/07/07,526369
2018/07/08,552653
2018/07/09,577471
2018/07/10,606046
2018/07/11,615515
2018/07/12,603150
2018/07/13,593192
2018/07/14,572132
2018/07/15,542525
2018/07/16,582894
2018/07/17,612493
2018/07/18,645906
2018/07/19,668105
2018/07/20,668981
2018/07/21,656894
2018/07/22,661510
2018/07/23,685796
2018/07/24,710564
2018/07/25,729804
2018/07/26,728761
2018/07/27,743749
2018/07/28,733805
2018/07/29,729431
2018/07/30,736501
2018/07/31,738642
2018/08/01,743421
2018/08/02,752548
2018/08/03,752708
2018/08/04,744668
2018/08/05,734563
2018/08/06,725807
2018/08/07,703440
2018/08/08,668996
2018/08/09,636380
2018/08/10,630758
2018/08/11,637396
2018/08/12,638529
2018/08/13,652632
2018/08/14,662061
2018/08/15,658687
2018/08/16,673198
2018/08/17,656716
2018/08/18,649418
2018/08/19,636978
2018/08/20,643676
2018/08/21,634167
2018/08/22,624343
2018/08/23,618147
2018/08/24,612667
2018/08/25,603810
2018/08/26,596375
2018/08/27,608754
2018/08/28,610026
2018/08/29,594230
2018/08/30,593884
2018/08/31,589728
2018/09/01,606359
2018/09/02,609836
2018/09/03,615234
2018/09/04,608806
2018/09/05,613344
2018/09/06,607248
2018/09/07,600982
2018/09/08,586571
2018/09/09,581336
2018/09/10,576397
2018/09/11,571627
2018/09/12,571388
2018/09/13,567472
2018/09/14,554203
2018/09/15,535576
2018/09/16,516290
2018/09/17,525647
2018/09/18,519364
2018/09/19,516337
2018/09/20,511789
2018/09/21,520013
2018/09/22,507587
2018/09/23,497847
2018/09/24,493470
2018/09/25,499879
2018/09/26,498286
2018/09/27,499726
2018/09/28,499887
2018/09/29,483494
2018/09/30,482458
2018/10/01,480921
2018/10/02,483256
2018/10/03,502194
2018/10/04,516440
2018/10/05,536171
2018/10/06,551344
2018/10/07,537950
2018/10/08,539173
2018/10/09,538637
2018/10/10,533171
2018/10/11,542509
2018/10/12,547417
2018/10/13,546012
2018/10/14,537439
2018/10/15,543582
2018/10/16,551542
2018/10/17,558742
2018/10/18,560504
2018/10/19,570658
2018/10/20,561513
2018/10/21,548138
2018/10/22,555432
2018/10/23,555632
2018/10/24,549901
2018/10/25,546725
2018/10/26,547849
2018/10/27,535678
2018/10/28,529224
2018/10/29,550592
2018/10/30,565043
2018/10/31,570209
2018/11/01,574931
2018/11/02,568332
2018/11/03,552499
2018/11/04,542086
2018/11/05,552153
2018/11/06,563406
2018/11/07,563705
2018/11/08,561627
2018/11/09,558182
2018/11/10,540917
2018/11/11,537637
2018/11/12,546018
2018/11/13,547911
2018/11/14,556479
2018/11/15,558122
2018/11/16,556599
2018/11/17,543845
2018/11/18,529084
2018/11/19,552548
2018/11/20,570849
2018/11/21,573020
2018/11/22,571989
2018/11/23,568989
2018/11/24,551002
2018/11/25,545511
2018/11/26,548474
2018/11/27,552812
2018/11/28,570254
2018/11/29,566588
2018/11/30,574701
2018/12/01,562438
2018/12/02,544931
2018/12/03,545723
2018/12/04,550593
2018/12/05,561929
2018/12/06,569177
2018/12/07,569987
2018/12/08,565638
2018/12/09,551117
2018/12/10,552183
2018/12/11,548138
2018/12/12,544584
2018/12/13,549860
2018/12/14,554222
2018/12/15,553645
2018/12/16,544408
2018/12/17,550819
2018/12/18,552194
2018/12/19,563577
2018/12/20,573290
2018/12/21,581599
2018/12/22,560087
2018/12/23,555979
2018/12/24,570872
2018/12/25,561904
2018/12/26,561440
2018/12/27,558183
2018/12/28,561684
2018/12/29,557200
2018/12/30,532999
2018/12/31,530259
2019/01/01,509736
2019/01/02,529792
2019/01/03,546492
2019/01/04,547219
2019/01/05,538211
2019/01/06,525501
2019/01/07,531867
2019/01/08,537242
2019/01/09,542643
2019/01/10,552692
2019/01/11,549979
2019/01/12,525661
2019/01/13,514582
2019/01/14,530246
2019/01/15,532659
2019/01/16,526416
2019/01/17,524082
2019/01/18,527787
2019/01/19,530621
2019/01/20,532392
2019/01/21,544982
2019/01/22,560126
2019/01/23,553549
2019/01/24,545194
2019/01/25,535122
2019/01/26,517436
2019/01/27,510281
2019/01/28,524851
2019/01/29,535145
2019/01/30,540196
2019/01/31,534411
2019/02/01,525522
2019/02/02,506720
2019/02/03,486135
2019/02/04,468699
2019/02/05,455228
2019/02/06,448688
2019/02/07,443685
2019/02/08,450751
2019/02/09,442346
2019/02/10,427047
2019/02/11,427537
2019/02/12,430181
2019/02/13,445474
2019/02/14,452801
2019/02/15,456750
2019/02/16,456140
2019/02/17,454091
2019/02/18,468682
2019/02/19,484912
2019/02/20,496251
2019/02/21,508393
2019/02/22,514004
2019/02/23,504559
2019/02/24,513470
2019/02/25,528541
2019/02/26,534887
2019/02/27,536044
2019/02/28,537398
2019/03/01,539954
2019/03/02,536693
2019/03/03,525616
2019/03/04,549264
2019/03/05,561470
2019/03/06,565835
2019/03/07,567548
2019/03/08,566251
2019/03/09,563642
2019/03/10,543741
2019/03/11,541909
2019/03/12,547508
2019/03/13,553951
2019/03/14,558920
2019/03/15,557443
2019/03/16,544128
2019/03/17,531814
2019/03/18,542346
2019/03/19,565744
2019/03/20,581886
2019/03/21,590994
2019/03/22,600421
2019/03/23,590760
2019/03/24,580338
2019/03/25,597421
2019/03/26,605318
2019/03/27,610476
2019/03/28,616449
2019/03/29,622424
2019/03/30,633810
2019/03/31,636915
2019/04/01,649580
2019/04/02,676910
2019/04/03,694334
2019/04/04,689130
2019/04/05,672329
2019/04/06,644006
2019/04/07,626226
2019/04/08,636670
2019/04/09,641721
2019/04/10,649808
2019/04/11,669614
2019/04/12,675903
2019/04/13,660500
2019/04/14,633139
2019/04/15,630369
2019/04/16,636892
2019/04/17,648143
2019/04/18,660520
2019/04/19,668685
2019/04/20,673220
2019/04/21,662713
2019/04/22,676861
2019/04/23,689963
2019/04/24,684701
2019/04/25,683729
2019/04/26,677992
2019/04/27,649166
2019/04/28,635245
2019/04/29,633681
2019/04/30,652203
2019/05/01,665100
2019/05/02,655402
2019/05/03,659272
2019/05/04,650303
2019/05/05,647093
2019/05/06,661854
2019/05/07,660901
2019/05/08,667425
2019/05/09,680179
2019/05/10,694324
2019/05/11,706328
2019/05/12,708702
2019/05/13,721161
2019/05/14,748521
2019/05/15,773292
2019/05/16,807021
2019/05/17,807846
2019/05/18,789740
2019/05/19,780412
2019/05/20,800350
2019/05/21,803462
2019/05/22,820942
2019/05/23,827388
2019/05/24,846555
2019/05/25,844904
2019/05/26,824451
2019/05/27,853772
2019/05/28,867962
2019/05/29,887849
2019/05/30,888864
2019/05/31,884317
2019/06/01,902425
2019/06/02,899542
2019/06/03,896924
2019/06/04,895681
2019/06/05,871609
2019/06/06,859911
2019/06/07,834547
2019/06/08,874073
2019/06/09,834490
2019/06/10,866791
2019/06/11,882594
2019/06/12,877116
2019/06/13,845276
2019/06/14,840298
2019/06/15,864962
2019/06/16,870966
2019/06/17,889248
2019/06/18,879433
2019/06/19,881084
2019/06/20,907069
2019/06/21,874708
2019/06/22,845565
2019/06/23,827548
2019/06/24,823070
2019/06/25,850351
2019/06/26,849914
2019/06/27,840965
2019/06/28,881766
2019/06/29,844659
2019/06/30,804984
2019/07/01,841734
2019/07/02,855064
2019/07/03,829605
2019/07/04,809082
2019/07/05,819082
2019/07/06,802821
2019/07/07,747633
2019/07/08,763173
2019/07/09,765369
2019/07/10,758051
2019/07/11,812360
2019/07/12,790868
2019/07/13,739972
2019/07/14,708351
2019/07/15,717087
2019/07/16,788635
2019/07/17,798983
2019/07/18,766206
2019/07/19,778541
2019/07/20,729927
2019/07/21,678045
2019/07/22,668700
2019/07/23,653224
2019/07/24,716721
2019/07/25,775004
2019/07/26,741318
2019/07/27,700413
2019/07/28,668484
2019/07/29,670610
2019/07/30,681903
2019/07/31,682498
2019/08/01,731285
2019/08/02,740541
2019/08/03,751279
2019/08/04,705743
2019/08/05,708917
2019/08/06,714700
2019/08/07,721645
2019/08/08,714417
2019/08/09,716254
2019/08/10,694922
2019/08/11,666819
2019/08/12,678351
2019/08/13,683431
2019/08/14,696735
2019/08/15,694820
2019/08/16,700834
2019/08/17,685902
2019/08/18,671241
2019/08/19,684546
2019/08/20,696786
2019/08/21,705464
2019/08/22,713384
2019/08/23,718359
2019/08/24,709828
2019/08/25,701686
2019/08/26,713976
2019/08/27,722521
2019/08/28,722456
2019/08/29,722890
2019/08/30,720466
2019/08/31,710292
2019/09/01,705278
2019/09/02,718336
2019/09/03,726558
2019/09/04,723526
2019/09/05,735113
2019/09/06,743460
2019/09/07,726956
2019/09/08,713984
2019/09/09,724615
2019/09/10,716365
2019/09/11,713597
2019/09/12,716129
2019/09/13,692964
2019/09/14,676840
2019/09/15,666120
2019/09/16,682843
2019/09/17,682586
2019/09/18,689125
2019/09/19,689965
2019/09/20,696756
2019/09/21,671810
2019/09/22,647961
2019/09/23,645820
2019/09/24,661745
2019/09/25,665728
2019/09/26,663715
2019/09/27,653694
2019/09/28,642235
2019/09/29,629673
2019/09/30,643235
2019/10/01,643665
2019/10/02,639507
2019/10/03,633427
2019/10/04,622620
2019/10/05,615744
2019/10/06,604750
2019/10/07,610908
2019/10/08,635775
2019/10/09,664669
2019/10/10,675034
2019/10/11,681898
2019/10/12,670033
2019/10/13,644236
2019/10/14,645827
2019/10/15,657037
2019/10/16,666425
2019/10/17,675745
2019/10/18,690220
2019/10/19,683958
2019/10/20,666053
2019/10/21,669172
2019/10/22,683437
2019/10/23,696674
2019/10/24,703735
2019/10/25,713215
2019/10/26,714117
