Date,sentinusd30trxUSD
2016/04/21,-0.293
2016/04/22,-0.359
2016/04/23,-0.415
2016/04/24,-0.475
2016/04/25,-0.532
2016/04/26,-0.576
2016/04/27,-0.617
2016/04/28,-0.655
2016/04/29,-0.694
2016/04/30,-0.683
2016/05/01,-0.65
2016/05/02,-0.59
2016/05/03,-0.521
2016/05/04,-0.454
2016/05/05,-0.39
2016/05/06,-0.301
2016/05/07,-0.21
2016/05/08,-0.121
2016/05/09,-0.017
2016/05/10,0.098
2016/05/11,0.251
2016/05/12,0.442
2016/05/13,0.813
2016/05/14,1.247
2016/05/15,1.59
2016/05/16,1.852
2016/05/17,2.043
2016/05/18,2.195
2016/05/19,2.348
2016/05/20,2.483
2016/05/21,2.552
2016/05/22,2.559
2016/05/23,2.536
2016/05/24,2.504
2016/05/25,2.459
2016/05/26,2.393
2016/05/27,2.341
2016/05/28,2.289
2016/05/29,2.211
2016/05/30,2.115
2016/05/31,2.007
2016/06/01,1.887
2016/06/02,1.752
2016/06/03,1.61
2016/06/04,1.46
2016/06/05,1.306
2016/06/06,1.151
2016/06/07,1.011
2016/06/08,0.914
2016/06/09,0.809
2016/06/10,0.709
2016/06/11,0.606
2016/06/12,0.515
2016/06/13,0.442
2016/06/14,0.395
2016/06/15,0.352
2016/06/16,0.335
2016/06/17,0.412
2016/06/18,0.553
2016/06/19,0.668
2016/06/20,0.776
2016/06/21,0.86
2016/06/22,0.936
2016/06/23,0.995
2016/06/24,1.025
2016/06/25,1.036
2016/06/26,1.017
2016/06/27,0.976
2016/06/28,0.933
2016/06/29,0.883
2016/06/30,0.821
2016/07/01,0.749
2016/07/02,0.663
2016/07/03,0.567
2016/07/04,0.475
2016/07/05,0.423
2016/07/06,0.365
2016/07/07,0.301
2016/07/08,0.228
2016/07/09,0.149
2016/07/10,0.066
2016/07/11,-0.017
2016/07/12,-0.099
2016/07/13,-0.177
2016/07/14,-0.252
2016/07/15,-0.271
2016/07/16,-0.297
2016/07/17,-0.33
2016/07/18,-0.333
2016/07/19,-0.199
2016/07/20,0.134
2016/07/21,0.41
2016/07/22,0.661
2016/07/23,0.882
2016/07/24,1.264
2016/07/25,1.706
2016/07/26,2.368
2016/07/27,3.024
2016/07/28,3.567
2016/07/29,3.96
2016/07/30,4.202
2016/07/31,4.317
2016/08/01,4.356
2016/08/02,4.38
2016/08/03,4.367
2016/08/04,4.28
2016/08/05,4.147
2016/08/06,3.959
2016/08/07,3.738
2016/08/08,3.497
2016/08/09,3.258
2016/08/10,3.041
2016/08/11,2.834
2016/08/12,2.622
2016/08/13,2.409
2016/08/14,2.193
2016/08/15,1.977
2016/08/16,1.76
2016/08/17,1.551
2016/08/18,1.347
2016/08/19,1.148
2016/08/20,0.959
2016/08/21,0.794
2016/08/22,0.64
2016/08/23,0.513
2016/08/24,0.384
2016/08/25,0.255
2016/08/26,0.133
2016/08/27,0.013
2016/08/28,-0.107
2016/08/29,-0.223
2016/08/30,-0.337
2016/08/31,-0.446
2016/09/01,-0.544
2016/09/02,-0.632
2016/09/03,-0.717
2016/09/04,-0.795
2016/09/05,-0.873
2016/09/06,-0.949
2016/09/07,-1.024
2016/09/08,-1.091
2016/09/09,-1.159
2016/09/10,-1.226
2016/09/11,-1.29
2016/09/12,-1.352
2016/09/13,-1.41
2016/09/14,-1.466
2016/09/15,-1.522
2016/09/16,-1.561
2016/09/17,-1.6
2016/09/18,-1.63
2016/09/19,-1.658
2016/09/20,-1.653
2016/09/21,-1.617
2016/09/22,-1.577
2016/09/23,-1.532
2016/09/24,-1.492
2016/09/25,-1.442
2016/09/26,-1.396
2016/09/27,-1.358
2016/09/28,-1.309
2016/09/29,-1.257
2016/09/30,-1.216
2016/10/01,-1.185
2016/10/02,-1.153
2016/10/03,-1.133
2016/10/04,-1.122
2016/10/05,-1.115
2016/10/06,-1.113
2016/10/07,-1.116
2016/10/08,-1.12
2016/10/09,-1.108
2016/10/10,-1.082
2016/10/11,-1.048
2016/10/12,-1.002
2016/10/13,-0.968
2016/10/14,-0.922
2016/10/15,-0.886
2016/10/16,-0.853
2016/10/17,-0.819
2016/10/18,-0.769
2016/10/19,-0.732
2016/10/20,-0.71
2016/10/21,-0.702
2016/10/22,-0.709
2016/10/23,-0.727
2016/10/24,-0.752
2016/10/25,-0.778
2016/10/26,-0.805
2016/10/27,-0.834
2016/10/28,-0.855
2016/10/29,-0.868
2016/10/30,-0.865
2016/10/31,-0.863
2016/11/01,-0.841
2016/11/02,-0.783
2016/11/03,-0.617
2016/11/04,-0.483
2016/11/05,-0.38
2016/11/06,-0.31
2016/11/07,-0.267
2016/11/08,-0.246
2016/11/09,-0.225
2016/11/10,-0.218
2016/11/11,-0.187
2016/11/12,-0.169
2016/11/13,-0.163
2016/11/14,-0.177
2016/11/15,-0.199
2016/11/16,-0.228
2016/11/17,-0.234
2016/11/18,-0.25
2016/11/19,-0.276
2016/11/20,-0.313
2016/11/21,-0.359
2016/11/22,-0.386
2016/11/23,-0.399
2016/11/24,-0.422
2016/11/25,-0.444
2016/11/26,-0.476
2016/11/27,-0.515
2016/11/28,-0.559
2016/11/29,-0.601
2016/11/30,-0.643
2016/12/01,-0.686
2016/12/02,-0.705
2016/12/03,-0.687
2016/12/04,-0.673
2016/12/05,-0.644
2016/12/06,-0.579
2016/12/07,-0.518
2016/12/08,-0.457
2016/12/09,-0.399
2016/12/10,-0.355
2016/12/11,-0.319
2016/12/12,-0.299
2016/12/13,-0.293
2016/12/14,-0.298
2016/12/15,-0.301
2016/12/16,-0.31
2016/12/17,-0.306
2016/12/18,-0.301
2016/12/19,-0.304
2016/12/20,-0.315
2016/12/21,-0.322
2016/12/22,-0.313
2016/12/23,-0.26
2016/12/24,-0.214
2016/12/25,-0.189
2016/12/26,-0.184
2016/12/27,-0.189
2016/12/28,-0.186
2016/12/29,-0.152
2016/12/30,-0.107
2016/12/31,-0.018
2017/01/01,0.052
2017/01/02,0.117
2017/01/03,0.21
2017/01/04,0.382
2017/01/05,0.619
2017/01/06,0.887
2017/01/07,1.127
2017/01/08,1.312
2017/01/09,1.48
2017/01/10,1.632
2017/01/11,1.765
2017/01/12,1.875
2017/01/13,1.938
2017/01/14,1.942
2017/01/15,1.895
2017/01/16,1.813
2017/01/17,1.715
2017/01/18,1.597
2017/01/19,1.467
2017/01/20,1.352
2017/01/21,1.227
2017/01/22,1.097
2017/01/23,0.963
2017/01/24,0.826
2017/01/25,0.69
2017/01/26,0.558
2017/01/27,0.43
2017/01/28,0.302
2017/01/29,0.178
2017/01/30,0.055
2017/01/31,-0.057
2017/02/01,-0.159
2017/02/02,-0.254
2017/02/03,-0.336
2017/02/04,-0.405
2017/02/05,-0.474
2017/02/06,-0.536
2017/02/07,-0.592
2017/02/08,-0.643
2017/02/09,-0.688
2017/02/10,-0.724
2017/02/11,-0.761
2017/02/12,-0.794
2017/02/13,-0.824
2017/02/14,-0.816
2017/02/15,-0.762
2017/02/16,-0.698
2017/02/17,-0.623
2017/02/18,-0.544
2017/02/19,-0.461
2017/02/20,-0.374
2017/02/21,-0.265
2017/02/22,-0.156
2017/02/23,-0.049
2017/02/24,0.097
2017/02/25,0.242
2017/02/26,0.396
2017/02/27,0.658
2017/02/28,1.054
2017/03/01,1.56
2017/03/02,2.288
2017/03/03,3.172
2017/03/04,3.991
2017/03/05,4.678
2017/03/06,5.362
2017/03/07,5.894
2017/03/08,6.287
2017/03/09,6.601
2017/03/10,6.824
2017/03/11,7.016
2017/03/12,7.325
2017/03/13,7.652
2017/03/14,7.767
2017/03/15,7.735
2017/03/16,8.163
2017/03/17,8.548
2017/03/18,8.936
2017/03/19,8.964
2017/03/20,8.785
2017/03/21,8.576
2017/03/22,8.311
2017/03/23,8.014
2017/03/24,7.772
2017/03/25,7.527
2017/03/26,7.248
2017/03/27,6.967
2017/03/28,6.685
2017/03/29,6.435
2017/03/30,6.248
2017/03/31,6.07
2017/04/01,5.854
2017/04/02,5.658
2017/04/03,5.479
2017/04/04,5.253
2017/04/05,5.026
2017/04/06,4.826
2017/04/07,4.58
2017/04/08,4.318
2017/04/09,4.047
2017/04/10,3.784
2017/04/11,3.531
2017/04/12,3.287
2017/04/13,3.047
2017/04/14,2.82
2017/04/15,2.589
2017/04/16,2.352
2017/04/17,2.117
2017/04/18,1.912
2017/04/19,1.738
2017/04/20,1.594
2017/04/21,1.463
2017/04/22,1.339
2017/04/23,1.222
2017/04/24,1.12
2017/04/25,1.026
2017/04/26,0.955
2017/04/27,0.925
2017/04/28,0.934
2017/04/29,0.974
2017/04/30,1.051
2017/05/01,1.211
2017/05/02,1.404
2017/05/03,1.633
2017/05/04,1.896
2017/05/05,2.19
2017/05/06,2.449
2017/05/07,2.699
2017/05/08,2.925
2017/05/09,3.118
2017/05/10,3.277
2017/05/11,3.423
2017/05/12,3.531
2017/05/13,3.58
2017/05/14,3.58
2017/05/15,3.562
2017/05/16,3.549
2017/05/17,3.503
2017/05/18,3.417
2017/05/19,3.337
2017/05/20,3.241
2017/05/21,3.154
2017/05/22,3.177
2017/05/23,3.213
2017/05/24,3.263
2017/05/25,3.318
2017/05/26,3.374
2017/05/27,3.387
2017/05/28,3.363
2017/05/29,3.315
2017/05/30,3.268
2017/05/31,3.303
2017/06/01,3.349
2017/06/02,3.396
2017/06/03,3.433
2017/06/04,3.457
2017/06/05,3.489
2017/06/06,3.548
2017/06/07,3.608
2017/06/08,3.648
2017/06/09,3.675
2017/06/10,3.668
2017/06/11,3.652
2017/06/12,3.732
2017/06/13,3.85
2017/06/14,3.925
2017/06/15,3.995
2017/06/16,4.048
2017/06/17,4.04
2017/06/18,3.981
2017/06/19,3.892
2017/06/20,3.8
2017/06/21,3.66
2017/06/22,3.498
2017/06/23,3.329
2017/06/24,3.162
2017/06/25,2.969
2017/06/26,2.778
2017/06/27,2.593
2017/06/28,2.417
2017/06/29,2.254
2017/06/30,2.097
2017/07/01,1.942
2017/07/02,1.785
2017/07/03,1.679
2017/07/04,1.599
2017/07/05,1.505
2017/07/06,1.404
2017/07/07,1.299
2017/07/08,1.188
2017/07/09,1.065
2017/07/10,0.948
2017/07/11,0.838
2017/07/12,0.736
2017/07/13,0.658
2017/07/14,0.604
2017/07/15,0.566
2017/07/16,0.536
2017/07/17,0.513
2017/07/18,0.507
2017/07/19,0.513
2017/07/20,0.523
2017/07/21,0.538
2017/07/22,0.525
2017/07/23,0.494
2017/07/24,0.475
2017/07/25,0.469
2017/07/26,0.462
2017/07/27,0.459
2017/07/28,0.464
2017/07/29,0.47
2017/07/30,0.464
2017/07/31,0.441
2017/08/01,0.407
2017/08/02,0.363
2017/08/03,0.31
2017/08/04,0.25
2017/08/05,0.189
2017/08/06,0.128
2017/08/07,0.071
2017/08/08,0.021
2017/08/09,-0.02
2017/08/10,-0.025
2017/08/11,0.056
2017/08/12,0.165
2017/08/13,0.296
2017/08/14,0.429
2017/08/15,0.549
2017/08/16,0.648
2017/08/17,0.727
2017/08/18,0.791
2017/08/19,0.831
2017/08/20,0.848
2017/08/21,0.853
2017/08/22,0.846
2017/08/23,0.832
2017/08/24,0.812
2017/08/25,0.783
2017/08/26,0.735
2017/08/27,0.708
2017/08/28,0.719
2017/08/29,0.746
2017/08/30,0.826
2017/08/31,0.897
2017/09/01,0.957
2017/09/02,0.999
2017/09/03,1.016
2017/09/04,1.024
2017/09/05,1.022
2017/09/06,1.014
2017/09/07,0.992
2017/09/08,0.962
2017/09/09,0.936
2017/09/10,0.908
2017/09/11,0.874
2017/09/12,0.837
2017/09/13,0.786
2017/09/14,0.731
2017/09/15,0.676
2017/09/16,0.612
2017/09/17,0.544
2017/09/18,0.487
2017/09/19,0.433
2017/09/20,0.373
2017/09/21,0.308
2017/09/22,0.238
2017/09/23,0.163
2017/09/24,0.085
2017/09/25,0.006
2017/09/26,-0.07
2017/09/27,-0.142
2017/09/28,-0.21
2017/09/29,-0.276
2017/09/30,-0.343
2017/10/01,-0.414
2017/10/02,-0.481
2017/10/03,-0.52
2017/10/04,-0.547
2017/10/05,-0.573
2017/10/06,-0.599
2017/10/07,-0.626
2017/10/08,-0.653
2017/10/09,-0.675
2017/10/10,-0.693
2017/10/11,-0.709
2017/10/12,-0.721
2017/10/13,-0.72
2017/10/14,-0.717
2017/10/15,-0.714
2017/10/16,-0.715
2017/10/17,-0.71
2017/10/18,-0.697
2017/10/19,-0.679
2017/10/20,-0.661
2017/10/21,-0.644
2017/10/22,-0.632
2017/10/23,-0.616
2017/10/24,-0.597
2017/10/25,-0.581
2017/10/26,-0.568
2017/10/27,-0.578
2017/10/28,-0.606
2017/10/29,-0.65
2017/10/30,-0.707
2017/10/31,-0.774
2017/11/01,-0.818
2017/11/02,-0.84
2017/11/03,-0.85
2017/11/04,-0.858
2017/11/05,-0.864
2017/11/06,-0.865
2017/11/07,-0.866
2017/11/08,-0.859
2017/11/09,-0.825
2017/11/10,-0.782
2017/11/11,-0.734
2017/11/12,-0.671
2017/11/13,-0.609
2017/11/14,-0.55
2017/11/15,-0.476
2017/11/16,-0.395
2017/11/17,-0.309
2017/11/18,-0.226
2017/11/19,-0.145
2017/11/20,-0.054
2017/11/21,0.043
2017/11/22,0.146
2017/11/23,0.253
2017/11/24,0.359
2017/11/25,0.475
2017/11/26,0.593
2017/11/27,0.73
2017/11/28,0.894
2017/11/29,1.089
2017/11/30,1.289
2017/12/01,1.475
2017/12/02,1.652
2017/12/03,1.813
2017/12/04,1.954
2017/12/05,2.039
2017/12/06,2.09
2017/12/07,2.101
2017/12/08,2.078
2017/12/09,2.021
2017/12/10,1.937
2017/12/11,1.836
2017/12/12,1.748
2017/12/13,1.67
2017/12/14,1.61
2017/12/15,1.553
2017/12/16,1.492
2017/12/17,1.429
2017/12/18,1.369
2017/12/19,1.328
2017/12/20,1.307
2017/12/21,1.304
2017/12/22,1.309
2017/12/23,1.305
2017/12/24,1.282
2017/12/25,1.242
2017/12/26,1.201
2017/12/27,1.163
2017/12/28,1.135
2017/12/29,1.123
2017/12/30,1.129
2017/12/31,1.122
2018/01/01,1.104
2018/01/02,1.104
2018/01/03,1.121
2018/01/04,1.181
2018/01/05,1.268
2018/01/06,1.362
2018/01/07,1.449
2018/01/08,1.547
2018/01/09,1.659
2018/01/10,1.793
2018/01/11,1.924
2018/01/12,2.033
2018/01/13,2.111
2018/01/14,2.244
2018/01/15,2.343
2018/01/16,2.419
2018/01/17,2.467
2018/01/18,2.488
2018/01/19,2.47
2018/01/20,2.419
2018/01/21,2.34
2018/01/22,2.245
2018/01/23,2.137
2018/01/24,2.021
2018/01/25,1.886
2018/01/26,1.758
2018/01/27,1.625
2018/01/28,1.497
2018/01/29,1.374
2018/01/30,1.259
2018/01/31,1.149
2018/02/01,1.045
2018/02/02,0.949
2018/02/03,0.849
2018/02/04,0.744
2018/02/05,0.638
2018/02/06,0.534
2018/02/07,0.431
2018/02/08,0.324
2018/02/09,0.217
2018/02/10,0.114
2018/02/11,0.01
2018/02/12,-0.091
2018/02/13,-0.186
2018/02/14,-0.277
2018/02/15,-0.362
2018/02/16,-0.445
2018/02/17,-0.524
2018/02/18,-0.601
2018/02/19,-0.676
2018/02/20,-0.746
2018/02/21,-0.814
2018/02/22,-0.876
2018/02/23,-0.938
2018/02/24,-1.001
2018/02/25,-1.066
2018/02/26,-1.131
2018/02/27,-1.197
2018/02/28,-1.264
2018/03/01,-1.331
2018/03/02,-1.398
2018/03/03,-1.466
2018/03/04,-1.533
2018/03/05,-1.6
2018/03/06,-1.663
2018/03/07,-1.724
2018/03/08,-1.783
2018/03/09,-1.841
2018/03/10,-1.898
2018/03/11,-1.954
2018/03/12,-2.009
2018/03/13,-2.059
2018/03/14,-2.107
2018/03/15,-2.153
2018/03/16,-2.198
2018/03/17,-2.242
2018/03/18,-2.284
2018/03/19,-2.322
2018/03/20,-2.359
2018/03/21,-2.394
2018/03/22,-2.428
2018/03/23,-2.46
2018/03/24,-2.492
2018/03/25,-2.524
2018/03/26,-2.554
2018/03/27,-2.581
2018/03/28,-2.606
2018/03/29,-2.627
2018/03/30,-2.648
2018/03/31,-2.668
2018/04/01,-2.69
2018/04/02,-2.711
2018/04/03,-2.731
2018/04/04,-2.751
2018/04/05,-2.77
2018/04/06,-2.79
2018/04/07,-2.81
2018/04/08,-2.83
2018/04/09,-2.848
2018/04/10,-2.865
2018/04/11,-2.881
2018/04/12,-2.892
2018/04/13,-2.897
2018/04/14,-2.903
2018/04/15,-2.907
2018/04/16,-2.91
2018/04/17,-2.91
2018/04/18,-2.906
2018/04/19,-2.898
2018/04/20,-2.883
2018/04/21,-2.864
2018/04/22,-2.844
2018/04/23,-2.809
2018/04/24,-2.762
2018/04/25,-2.707
2018/04/26,-2.649
2018/04/27,-2.586
2018/04/28,-2.521
2018/04/29,-2.456
2018/04/30,-2.387
2018/05/01,-2.316
2018/05/02,-2.237
2018/05/03,-2.146
2018/05/04,-2.046
2018/05/05,-1.947
2018/05/06,-1.852
2018/05/07,-1.746
2018/05/08,-1.642
2018/05/09,-1.537
2018/05/10,-1.433
2018/05/11,-1.333
2018/05/12,-1.243
2018/05/13,-1.168
2018/05/14,-1.092
2018/05/15,-1.02
2018/05/16,-0.955
2018/05/17,-0.897
2018/05/18,-0.845
2018/05/19,-0.805
2018/05/20,-0.773
2018/05/21,-0.744
2018/05/22,-0.711
2018/05/23,-0.673
2018/05/24,-0.637
2018/05/25,-0.607
2018/05/26,-0.588
2018/05/27,-0.571
2018/05/28,-0.55
2018/05/29,-0.53
2018/05/30,-0.511
2018/05/31,-0.492
2018/06/01,-0.47
2018/06/02,-0.458
2018/06/03,-0.457
2018/06/04,-0.454
2018/06/05,-0.45
2018/06/06,-0.441
2018/06/07,-0.43
2018/06/08,-0.415
2018/06/09,-0.411
2018/06/10,-0.409
2018/06/11,-0.407
2018/06/12,-0.397
2018/06/13,-0.37
2018/06/14,-0.331
2018/06/15,-0.284
2018/06/16,-0.253
2018/06/17,-0.239
2018/06/18,-0.236
2018/06/19,-0.236
2018/06/20,-0.237
2018/06/21,-0.242
2018/06/22,-0.246
2018/06/23,-0.261
2018/06/24,-0.278
2018/06/25,-0.293
2018/06/26,-0.31
2018/06/27,-0.33
2018/06/28,-0.353
2018/06/29,-0.376
2018/06/30,-0.406
2018/07/01,-0.443
2018/07/02,-0.482
2018/07/03,-0.517
2018/07/04,-0.552
2018/07/05,-0.585
2018/07/06,-0.616
2018/07/07,-0.651
2018/07/08,-0.686
2018/07/09,-0.716
2018/07/10,-0.741
2018/07/11,-0.767
2018/07/12,-0.794
2018/07/13,-0.823
2018/07/14,-0.856
2018/07/15,-0.893
2018/07/16,-0.923
2018/07/17,-0.945
2018/07/18,-0.956
2018/07/19,-0.963
2018/07/20,-0.967
2018/07/21,-0.974
2018/07/22,-0.984
2018/07/23,-0.991
2018/07/24,-0.993
2018/07/25,-0.992
2018/07/26,-0.993
2018/07/27,-0.994
2018/07/28,-1.001
2018/07/29,-1.014
2018/07/30,-1.022
2018/07/31,-1.011
2018/08/01,-1.001
2018/08/02,-0.99
2018/08/03,-0.982
2018/08/04,-0.981
2018/08/05,-0.986
2018/08/06,-0.992
2018/08/07,-0.998
2018/08/08,-0.997
2018/08/09,-0.996
2018/08/10,-0.991
2018/08/11,-0.988
2018/08/12,-0.992
2018/08/13,-0.988
2018/08/14,-0.975
2018/08/15,-0.96
2018/08/16,-0.949
2018/08/17,-0.939
2018/08/18,-0.937
2018/08/19,-0.945
2018/08/20,-0.954
2018/08/21,-0.965
2018/08/22,-0.974
2018/08/23,-0.985
2018/08/24,-0.998
2018/08/25,-1.014
2018/08/26,-1.035
2018/08/27,-1.053
2018/08/28,-1.069
2018/08/29,-1.081
2018/08/30,-1.093
2018/08/31,-1.103
2018/09/01,-1.114
2018/09/02,-1.129
2018/09/03,-1.137
2018/09/04,-1.126
2018/09/05,-1.107
2018/09/06,-1.079
2018/09/07,-1.047
2018/09/08,-1.019
2018/09/09,-0.993
2018/09/10,-0.968
2018/09/11,-0.944
2018/09/12,-0.913
2018/09/13,-0.884
2018/09/14,-0.857
2018/09/15,-0.839
2018/09/16,-0.83
2018/09/17,-0.823
2018/09/18,-0.818
2018/09/19,-0.818
2018/09/20,-0.817
2018/09/21,-0.805
2018/09/22,-0.795
2018/09/23,-0.79
2018/09/24,-0.783
2018/09/25,-0.776
2018/09/26,-0.771
2018/09/27,-0.767
2018/09/28,-0.764
2018/09/29,-0.765
2018/09/30,-0.769
2018/10/01,-0.776
2018/10/02,-0.789
2018/10/03,-0.8
2018/10/04,-0.809
2018/10/05,-0.819
2018/10/06,-0.832
2018/10/07,-0.85
2018/10/08,-0.864
2018/10/09,-0.876
2018/10/10,-0.886
2018/10/11,-0.878
2018/10/12,-0.868
2018/10/13,-0.864
2018/10/14,-0.866
2018/10/15,-0.846
2018/10/16,-0.82
2018/10/17,-0.794
2018/10/18,-0.763
2018/10/19,-0.736
2018/10/20,-0.715
2018/10/21,-0.693
2018/10/22,-0.674
2018/10/23,-0.658
2018/10/24,-0.644
2018/10/25,-0.625
2018/10/26,-0.608
2018/10/27,-0.602
2018/10/28,-0.605
2018/10/29,-0.603
2018/10/30,-0.601
2018/10/31,-0.599
2018/11/01,-0.597
2018/11/02,-0.592
2018/11/03,-0.594
2018/11/04,-0.597
2018/11/05,-0.588
2018/11/06,-0.575
2018/11/07,-0.554
2018/11/08,-0.534
2018/11/09,-0.515
2018/11/10,-0.505
2018/11/11,-0.502
2018/11/12,-0.494
2018/11/13,-0.486
2018/11/14,-0.46
2018/11/15,-0.423
2018/11/16,-0.387
2018/11/17,-0.363
2018/11/18,-0.342
2018/11/19,-0.296
2018/11/20,-0.226
2018/11/21,-0.158
2018/11/22,-0.102
2018/11/23,-0.057
2018/11/24,-0.026
2018/11/25,0.003
2018/11/26,0.027
2018/11/27,0.04
2018/11/28,0.051
2018/11/29,0.062
2018/11/30,0.181
2018/12/01,0.374
2018/12/02,0.51
2018/12/03,0.604
2018/12/04,0.662
2018/12/05,0.694
2018/12/06,0.709
2018/12/07,0.714
2018/12/08,0.697
2018/12/09,0.663
2018/12/10,0.615
2018/12/11,0.556
2018/12/12,0.488
2018/12/13,0.418
2018/12/14,0.344
2018/12/15,0.262
2018/12/16,0.176
2018/12/17,0.097
2018/12/18,0.023
2018/12/19,-0.035
2018/12/20,-0.079
2018/12/21,-0.109
2018/12/22,-0.144
2018/12/23,-0.173
2018/12/24,-0.185
2018/12/25,-0.2
2018/12/26,-0.219
2018/12/27,-0.236
2018/12/28,-0.25
2018/12/29,-0.252
2018/12/30,-0.264
2018/12/31,-0.278
2019/01/01,-0.299
2019/01/02,-0.313
2019/01/03,-0.324
2019/01/04,-0.317
2019/01/05,-0.291
2019/01/06,-0.269
2019/01/07,-0.248
2019/01/08,-0.231
2019/01/09,-0.219
2019/01/10,-0.205
2019/01/11,-0.184
2019/01/12,-0.18
2019/01/13,-0.187
2019/01/14,-0.189
2019/01/15,-0.195
2019/01/16,-0.202
2019/01/17,-0.216
2019/01/18,-0.236
2019/01/19,-0.265
2019/01/20,-0.299
2019/01/21,-0.335
2019/01/22,-0.374
2019/01/23,-0.412
2019/01/24,-0.447
2019/01/25,-0.482
2019/01/26,-0.523
2019/01/27,-0.562
2019/01/28,-0.591
2019/01/29,-0.619
2019/01/30,-0.644
2019/01/31,-0.667
2019/02/01,-0.691
2019/02/02,-0.72
2019/02/03,-0.754
2019/02/04,-0.793
2019/02/05,-0.836
2019/02/06,-0.877
2019/02/07,-0.917
2019/02/08,-0.95
2019/02/09,-0.985
2019/02/10,-1.017
2019/02/11,-1.042
2019/02/12,-1.066
2019/02/13,-1.083
2019/02/14,-1.098
2019/02/15,-1.11
2019/02/16,-1.124
2019/02/17,-1.134
2019/02/18,-1.121
2019/02/19,-1.091
2019/02/20,-1.053
2019/02/21,-1.01
2019/02/22,-0.963
2019/02/23,-0.919
2019/02/24,-0.859
2019/02/25,-0.78
2019/02/26,-0.708
2019/02/27,-0.631
2019/02/28,-0.556
2019/03/01,-0.491
2019/03/02,-0.44
2019/03/03,-0.398
2019/03/04,-0.356
2019/03/05,-0.314
2019/03/06,-0.274
2019/03/07,-0.237
2019/03/08,-0.199
2019/03/09,-0.168
2019/03/10,-0.146
2019/03/11,-0.12
2019/03/12,-0.094
2019/03/13,-0.073
2019/03/14,-0.052
2019/03/15,-0.032
2019/03/16,-0.017
2019/03/17,-0.007
2019/03/18,0.009
2019/03/19,0.02
2019/03/20,0.041
2019/03/21,0.064
2019/03/22,0.082
2019/03/23,0.103
2019/03/24,0.115
2019/03/25,0.135
2019/03/26,0.154
2019/03/27,0.172
2019/03/28,0.189
2019/03/29,0.207
2019/03/30,0.228
2019/03/31,0.244
2019/04/01,0.26
2019/04/02,0.302
2019/04/03,0.373
2019/04/04,0.442
2019/04/05,0.507
2019/04/06,0.555
2019/04/07,0.597
2019/04/08,0.659
2019/04/09,0.727
2019/04/10,0.792
2019/04/11,0.851
2019/04/12,0.896
2019/04/13,0.916
2019/04/14,0.917
2019/04/15,0.915
2019/04/16,0.906
2019/04/17,0.891
2019/04/18,0.879
2019/04/19,0.863
2019/04/20,0.84
2019/04/21,0.811
2019/04/22,0.784
2019/04/23,0.764
2019/04/24,0.757
2019/04/25,0.756
2019/04/26,0.774
