Date,sentbyaddress3mom
2016/09/05,-1345
2016/09/06,-35
2016/09/07,311
2016/09/08,1895
2016/09/09,103
2016/09/10,-381
2016/09/11,-1602
2016/09/12,245
2016/09/13,583
2016/09/14,381
2016/09/15,-54
2016/09/16,881
2016/09/17,75
2016/09/18,-939
2016/09/19,-2477
2016/09/20,3961
2016/09/21,3868
2016/09/22,511
2016/09/23,-4854
2016/09/24,-3101
2016/09/25,643
2016/09/26,106
2016/09/27,-75
2016/09/28,49
2016/09/29,1239
2016/09/30,1245
2016/10/01,-371
2016/10/02,326
2016/10/03,-1213
2016/10/04,-1531
2016/10/05,-3336
2016/10/06,-1174
2016/10/07,2261
2016/10/08,2472
2016/10/09,2650
2016/10/10,1215
2016/10/11,-291
2016/10/12,-5241
2016/10/13,-6935
2016/10/14,-1302
2016/10/15,1029
2016/10/16,3917
2016/10/17,390
2016/10/18,5256
2016/10/19,-676
2016/10/20,2818
2016/10/21,304
2016/10/22,3117
2016/10/23,-1657
2016/10/24,-3038
2016/10/25,-1007
2016/10/26,-435
2016/10/27,396
2016/10/28,514
2016/10/29,-374
2016/10/30,-1138
2016/10/31,1087
2016/11/01,2831
2016/11/02,356
2016/11/03,-711
2016/11/04,-4762
2016/11/05,-331
2016/11/06,-2758
2016/11/07,2037
2016/11/08,339
2016/11/09,1785
2016/11/10,-1440
2016/11/11,142
2016/11/12,-628
2016/11/13,2008
2016/11/14,-1093
2016/11/15,45
2016/11/16,-1626
2016/11/17,172
2016/11/18,-288
2016/11/19,-404
2016/11/20,-43
2016/11/21,-103
2016/11/22,14380
2016/11/23,22299
2016/11/24,-2717
2016/11/25,1055
2016/11/26,-24264
2016/11/27,841
2016/11/28,-15405
2016/11/29,1116
2016/11/30,1043
2016/12/01,-736
2016/12/02,475
2016/12/03,2103
2016/12/04,2651
2016/12/05,294
2016/12/06,496
2016/12/07,-2774
2016/12/08,-867
2016/12/09,-1206
2016/12/10,411
2016/12/11,869
2016/12/12,-788
2016/12/13,85
2016/12/14,1212
2016/12/15,2246
2016/12/16,696
2016/12/17,-1213
2016/12/18,-2557
2016/12/19,248
2016/12/20,850
2016/12/21,1398
2016/12/22,722
2016/12/23,-842
2016/12/24,-1680
2016/12/25,-2378
2016/12/26,-1195
2016/12/27,-3
2016/12/28,1311
2016/12/29,2038
2016/12/30,722
2016/12/31,846
2017/01/01,-2025
2017/01/02,-190
2017/01/03,-33
2017/01/04,4378
2017/01/05,2556
2017/01/06,1838
2017/01/07,-2144
2017/01/08,-2332
2017/01/09,-344
2017/01/10,-364
2017/01/11,1231
2017/01/12,-646
2017/01/13,207
2017/01/14,-1256
2017/01/15,-2066
2017/01/16,669
2017/01/17,567
2017/01/18,657
2017/01/19,-428
2017/01/20,826
2017/01/21,356
2017/01/22,-976
2017/01/23,-908
2017/01/24,210
2017/01/25,-42
2017/01/26,-88
2017/01/27,-608
2017/01/28,-48
2017/01/29,-892
2017/01/30,505
2017/01/31,497
2017/02/01,983
2017/02/02,419
2017/02/03,-96
2017/02/04,611
2017/02/05,301
2017/02/06,988
2017/02/07,-173
2017/02/08,-104
2017/02/09,-179
2017/02/10,1256
2017/02/11,-668
2017/02/12,45
2017/02/13,1096
2017/02/14,2648
2017/02/15,1830
2017/02/16,-1300
2017/02/17,-1172
2017/02/18,-125
2017/02/19,-748
2017/02/20,443
2017/02/21,-867
2017/02/22,592
2017/02/23,-777
2017/02/24,801
2017/02/25,325
2017/02/26,687
2017/02/27,560
2017/02/28,3586
2017/03/01,4078
2017/03/02,10329
2017/03/03,2498
2017/03/04,-200
2017/03/05,-7816
2017/03/06,-2325
2017/03/07,-1513
2017/03/08,-859
2017/03/09,1165
2017/03/10,3474
2017/03/11,1980
2017/03/12,2021
2017/03/13,7179
2017/03/14,4588
2017/03/15,3133
2017/03/16,6235
2017/03/17,9387
2017/03/18,3785
2017/03/19,-9274
2017/03/20,-8407
2017/03/21,-3288
2017/03/22,-1206
2017/03/23,-1435
2017/03/24,2967
2017/03/25,2709
2017/03/26,-275
2017/03/27,-1795
2017/03/28,-1239
2017/03/29,2044
2017/03/30,3423
2017/03/31,10503
2017/04/01,-304
2017/04/02,-1937
2017/04/03,-1276
2017/04/04,2078
2017/04/05,324
2017/04/06,-2797
2017/04/07,-2791
2017/04/08,-5915
2017/04/09,-10698
2017/04/10,-313
2017/04/11,1132
2017/04/12,3995
2017/04/13,2255
2017/04/14,995
2017/04/15,-1750
2017/04/16,-6390
2017/04/17,-3082
2017/04/18,1481
2017/04/19,5028
2017/04/20,4295
2017/04/21,-1674
2017/04/22,-3204
2017/04/23,-3568
2017/04/24,2508
2017/04/25,2796
2017/04/26,3217
2017/04/27,9010
2017/04/28,6345
2017/04/29,2089
2017/04/30,-4699
2017/05/01,2177
2017/05/02,5278
2017/05/03,-1085
2017/05/04,2280
2017/05/05,2300
2017/05/06,1472
2017/05/07,-1437
2017/05/08,6377
2017/05/09,6832
2017/05/10,50
2017/05/11,-4742
2017/05/12,-3195
2017/05/13,-4584
2017/05/14,-5880
2017/05/15,3186
2017/05/16,7324
2017/05/17,12948
2017/05/18,5604
2017/05/19,16363
2017/05/20,-3325
2017/05/21,-391
2017/05/22,-2478
2017/05/23,12800
2017/05/24,13100
2017/05/25,3957
2017/05/26,-1265
2017/05/27,-11794
2017/05/28,-12763
2017/05/29,-5420
2017/05/30,11927
2017/05/31,30566
2017/06/01,20999
2017/06/02,-1437
2017/06/03,-18715
2017/06/04,-14142
2017/06/05,6860
2017/06/06,6603
2017/06/07,5925
2017/06/08,-6726
2017/06/09,4645
2017/06/10,5247
2017/06/11,19421
2017/06/12,34605
2017/06/13,25700
2017/06/14,6790
2017/06/15,-16787
2017/06/16,-16828
2017/06/17,-5806
2017/06/18,-6022
2017/06/19,9602
2017/06/20,22269
2017/06/21,18052
2017/06/22,11032
2017/06/23,-9505
2017/06/24,-12150
2017/06/25,-20481
2017/06/26,19890
2017/06/27,4155
2017/06/28,-68879
2017/06/29,-25287
2017/06/30,-6373
2017/07/01,72178
2017/07/02,-6915
2017/07/03,11486
2017/07/04,14199
2017/07/05,5309
2017/07/06,-14408
2017/07/07,4693
2017/07/08,-12067
2017/07/09,-12129
2017/07/10,-8216
2017/07/11,15870
2017/07/12,16208
2017/07/13,-18219
2017/07/14,-16411
2017/07/15,-13778
2017/07/16,-3403
2017/07/17,3730
2017/07/18,8830
2017/07/19,13394
2017/07/20,3414
2017/07/21,-9971
2017/07/22,-21070
2017/07/23,16211
2017/07/24,5578
2017/07/25,9674
2017/07/26,-27404
2017/07/27,-4809
2017/07/28,619
2017/07/29,-6496
2017/07/30,-9890
2017/07/31,15809
2017/08/01,7761
2017/08/02,12107
2017/08/03,-15140
2017/08/04,11632
2017/08/05,9531
2017/08/06,5449
2017/08/07,7445
2017/08/08,15818
2017/08/09,13057
2017/08/10,17485
2017/08/11,7030
2017/08/12,8098
2017/08/13,-13504
2017/08/14,12415
2017/08/15,19821
2017/08/16,27926
2017/08/17,2780
2017/08/18,10904
2017/08/19,-16287
2017/08/20,-27150
2017/08/21,-14824
2017/08/22,4147
2017/08/23,20632
2017/08/24,-16013
2017/08/25,512
2017/08/26,-31379
2017/08/27,-11496
2017/08/28,-5653
2017/08/29,34652
2017/08/30,30707
2017/08/31,23437
2017/09/01,1613
2017/09/02,-20090
2017/09/03,-38171
2017/09/04,20860
2017/09/05,31989
2017/09/06,48189
2017/09/07,-15592
2017/09/08,-7471
2017/09/09,-25406
2017/09/10,-35723
2017/09/11,-11735
2017/09/12,23748
2017/09/13,28375
2017/09/14,21075
2017/09/15,7327
2017/09/16,-17883
2017/09/17,-55386
2017/09/18,-33449
2017/09/19,7597
2017/09/20,25992
2017/09/21,-12531
2017/09/22,-25320
2017/09/23,-17731
2017/09/24,-4333
2017/09/25,17208
2017/09/26,6362
2017/09/27,442
2017/09/28,4202
2017/09/29,11709
2017/09/30,1474
2017/10/01,-21409
2017/10/02,-10131
2017/10/03,3945
2017/10/04,8194
2017/10/05,2415
2017/10/06,-6191
2017/10/07,-1119
2017/10/08,-6064
2017/10/09,2662
2017/10/10,22163
2017/10/11,23900
2017/10/12,15919
2017/10/13,14576
2017/10/14,-11892
2017/10/15,-16540
2017/10/16,-31526
2017/10/17,35228
2017/10/18,18464
2017/10/19,6880
2017/10/20,-17784
2017/10/21,1822
2017/10/22,41879
2017/10/23,-3408
2017/10/24,3084
2017/10/25,-38409
2017/10/26,-11588
2017/10/27,-107759
2017/10/28,-95840
2017/10/29,-95611
2017/10/30,0
2017/10/31,0
2017/11/01,132250
2017/11/02,147281
2017/11/03,115377
2017/11/04,-39128
2017/11/05,-55844
2017/11/06,-7992
2017/11/07,15898
2017/11/08,28620
2017/11/09,15383
2017/11/10,4248
2017/11/11,-19155
2017/11/12,-5524
2017/11/13,-2452
2017/11/14,25330
2017/11/15,25971
2017/11/16,15004
2017/11/17,11487
2017/11/18,-28817
2017/11/19,-6921
2017/11/20,-9319
2017/11/21,26326
2017/11/22,23381
2017/11/23,9818
2017/11/24,-5692
2017/11/25,-7766
2017/11/26,482
2017/11/27,35445
2017/11/28,39162
2017/11/29,50642
2017/11/30,1039
2017/12/01,-26639
2017/12/02,-34154
2017/12/03,9164
2017/12/04,30738
2017/12/05,26870
2017/12/06,46883
2017/12/07,-12961
2017/12/08,15133
2017/12/09,-29109
2017/12/10,32215
2017/12/11,28213
2017/12/12,70598
2017/12/13,79792
2017/12/14,60008
2017/12/15,-2949
2017/12/16,-27918
2017/12/17,-37009
2017/12/18,5246
2017/12/19,64646
2017/12/20,55867
2017/12/21,52399
2017/12/22,56399
2017/12/23,-24529
2017/12/24,-115955
2017/12/25,-166693
2017/12/26,-30875
2017/12/27,58035
2017/12/28,61566
2017/12/29,99460
2017/12/30,107697
2017/12/31,9647
2018/01/01,-73460
2018/01/02,8462
2018/01/03,98324
2018/01/04,146352
2018/01/05,8927
2018/01/06,7586
2018/01/07,-46878
2018/01/08,-16624
2018/01/09,63097
2018/01/10,4233
2018/01/11,27960
2018/01/12,-79367
2018/01/13,19383
2018/01/14,-32659
2018/01/15,75137
2018/01/16,62013
2018/01/17,79066
2018/01/18,-11133
2018/01/19,-131473
2018/01/20,-181402
2018/01/21,-4764
2018/01/22,-21142
2018/01/23,20430
2018/01/24,-152101
2018/01/25,-82002
2018/01/26,10620
2018/01/27,-13158
2018/01/28,21222
2018/01/29,-18273
2018/01/30,12419
2018/01/31,19280
2018/02/01,31839
2018/02/02,31348
2018/02/03,-30529
2018/02/04,-52665
2018/02/05,-41866
2018/02/06,37544
2018/02/07,-12369
2018/02/08,-60369
2018/02/09,-44872
2018/02/10,-4467
2018/02/11,28052
2018/02/12,19304
2018/02/13,-33107
2018/02/14,1931
2018/02/15,-17889
2018/02/16,-21343
2018/02/17,-40898
2018/02/18,-32306
2018/02/19,29514
2018/02/20,57439
2018/02/21,28294
2018/02/22,-13846
2018/02/23,-55681
2018/02/24,-62030
2018/02/25,-33273
2018/02/26,23216
2018/02/27,40278
2018/02/28,44454
2018/03/01,-8666
2018/03/02,-564
2018/03/03,-44407
2018/03/04,-49114
2018/03/05,-46
2018/03/06,49440
2018/03/07,159385
2018/03/08,-2336
2018/03/09,-33283
2018/03/10,-145211
2018/03/11,-47675
2018/03/12,-21869
2018/03/13,19839
2018/03/14,65934
2018/03/15,25188
2018/03/16,-23193
2018/03/17,-60974
2018/03/18,-18321
2018/03/19,33378
2018/03/20,17872
2018/03/21,27331
2018/03/22,-30063
2018/03/23,72156
2018/03/24,9224
2018/03/25,-34492
2018/03/26,-77780
2018/03/27,-44209
2018/03/28,14348
2018/03/29,1003
2018/03/30,17774
2018/03/31,-1925
2018/04/01,-37413
2018/04/02,-28890
2018/04/03,27893
2018/04/04,30461
2018/04/05,44871
2018/04/06,972
2018/04/07,-14292
2018/04/08,-30351
2018/04/09,3523
2018/04/10,15670
2018/04/11,11356
2018/04/12,23083
2018/04/13,39971
2018/04/14,-6410
2018/04/15,-34518
2018/04/16,-29215
2018/04/17,7206
2018/04/18,17868
2018/04/19,33135
2018/04/20,37232
2018/04/21,23318
2018/04/22,32167
2018/04/23,36026
2018/04/24,38819
2018/04/25,-19877
2018/04/26,-31879
2018/04/27,-43421
2018/04/28,-26470
2018/04/29,-30007
2018/04/30,4755
2018/05/01,-8882
2018/05/02,33776
2018/05/03,42804
2018/05/04,311901
2018/05/05,40280
2018/05/06,-31328
2018/05/07,-242770
2018/05/08,1403
2018/05/09,27318
2018/05/10,-2077
2018/05/11,-17145
2018/05/12,-5812
2018/05/13,-29117
2018/05/14,-2741
2018/05/15,20071
2018/05/16,43954
2018/05/17,34754
2018/05/18,8473
2018/05/19,20082
2018/05/20,-19370
2018/05/21,-20058
2018/05/22,6675
2018/05/23,14284
2018/05/24,17318
2018/05/25,-34148
2018/05/26,-18138
2018/05/27,-2008
2018/05/28,25741
2018/05/29,24712
2018/05/30,873
2018/05/31,-2475
2018/06/01,-44389
2018/06/02,6429
2018/06/03,-13133
2018/06/04,17538
2018/06/05,-37460
2018/06/06,-34956
2018/06/07,450
2018/06/08,-632
2018/06/09,34428
2018/06/10,19770
2018/06/11,18016
2018/06/12,-47943
2018/06/13,-54852
2018/06/14,-33565
2018/06/15,35224
2018/06/16,-28484
2018/06/17,-10662
2018/06/18,-51591
2018/06/19,56970
2018/06/20,58630
2018/06/21,51362
2018/06/22,21820
2018/06/23,-56084
2018/06/24,-28770
2018/06/25,91664
2018/06/26,45295
2018/06/27,20775
2018/06/28,-123551
2018/06/29,-2101
2018/06/30,-103999
2018/07/01,-138254
2018/07/02,-135663
2018/07/03,-17391
2018/07/04,20882
2018/07/05,28351
2018/07/06,-12086
2018/07/07,-1368
2018/07/08,12246
2018/07/09,57415
2018/07/10,60940
2018/07/11,10778
2018/07/12,-26013
2018/07/13,-49506
2018/07/14,-39256
2018/07/15,-17917
2018/07/16,82020
2018/07/17,90625
2018/07/18,155601
2018/07/19,28625
2018/07/20,-11325
2018/07/21,-111522
2018/07/22,-18878
2018/07/23,65953
2018/07/24,121314
2018/07/25,65143
2018/07/26,-29592
2018/07/27,-16794
2018/07/28,-66892
2018/07/29,-14750
2018/07/30,-30897
2018/07/31,16559
2018/08/01,16966
2018/08/02,-359
2018/08/03,27753
2018/08/04,-17686
2018/08/05,-38048
2018/08/06,-38854
2018/08/07,-24633
2018/08/08,-29345
2018/08/09,-68053
2018/08/10,-11257
2018/08/11,47896
2018/08/12,68378
2018/08/13,33662
2018/08/14,-9971
2018/08/15,-15797
2018/08/16,9370
2018/08/17,-8153
2018/08/18,-11118
2018/08/19,-44578
2018/08/20,8886
2018/08/21,-22157
2018/08/22,-2156
2018/08/23,-37787
2018/08/24,27715
2018/08/25,1791
2018/08/26,26193
2018/08/27,14702
2018/08/28,-1669
2018/08/29,-38032
2018/08/30,-47748
2018/08/31,-11219
2018/09/01,39973
2018/09/02,39986
2018/09/03,34586
2018/09/04,-5667
2018/09/05,-9274
2018/09/06,-33316
2018/09/07,-9199
2018/09/08,-17916
2018/09/09,4560
2018/09/10,-12492
2018/09/11,-28115
2018/09/12,-26319
2018/09/13,-9716
2018/09/14,-2945
2018/09/15,-35065
2018/09/16,-47119
2018/09/17,5527
2018/09/18,13918
2018/09/19,9899
2018/09/20,-15636
2018/09/21,14347
2018/09/22,1200
2018/09/23,-8078
2018/09/24,-19354
2018/09/25,7483
2018/09/26,-7551
2018/09/27,-186
2018/09/28,-11866
2018/09/29,-12861
2018/09/30,11870
2018/10/01,-3420
2018/10/02,7070
2018/10/03,27860
2018/10/04,44778
2018/10/05,73208
2018/10/06,22024
2018/10/07,-21775
2018/10/08,-33238
2018/10/09,-24631
2018/10/10,5774
2018/10/11,7844
2018/10/12,-9846
2018/10/13,12166
2018/10/14,-21987
2018/10/15,10273
2018/10/16,11572
2018/10/17,43658
2018/10/18,868
2018/10/19,-4803
2018/10/20,-27916
2018/10/21,-16254
2018/10/22,12492
2018/10/23,11653
2018/10/24,22462
2018/10/25,-16908
2018/10/26,-388
2018/10/27,-17123
2018/10/28,-27573
2018/10/29,15929
2018/10/30,34974
2018/10/31,46628
2018/11/01,-22261
2018/11/02,-51579
2018/11/03,-47678
2018/11/04,-20402
2018/11/05,23564
2018/11/06,21621
2018/11/07,-4183
2018/11/08,-25395
2018/11/09,2790
2018/11/10,5413
2018/11/11,30677
2018/11/12,1668
2018/11/13,6381
2018/11/14,-4209
2018/11/15,-6427
2018/11/16,-5267
2018/11/17,-32025
2018/11/18,-28781
2018/11/19,53401
2018/11/20,40995
2018/11/21,19135
2018/11/22,-54582
2018/11/23,-28143
2018/11/24,-19691
2018/11/25,-3767
2018/11/26,2833
2018/11/27,15639
2018/11/28,5891
2018/11/29,-14160
2018/11/30,6532
2018/12/01,-19893
2018/12/02,-7817
2018/12/03,-11043
2018/12/04,4250
2018/12/05,24287
2018/12/06,5484
2018/12/07,29087
2018/12/08,28363
2018/12/09,4141
2018/12/10,-7877
2018/12/11,-38726
2018/12/12,-1518
2018/12/13,-10370
2018/12/14,2823
2018/12/15,9951
2018/12/16,13146
2018/12/17,7909
2018/12/18,-17734
2018/12/19,4812
2018/12/20,10473
2018/12/21,14727
2018/12/22,-37494
2018/12/23,-17366
2018/12/24,2503
2018/12/25,22317
2018/12/26,10739
2018/12/27,3550
2018/12/28,13303
2018/12/29,12390
2018/12/30,-24863
2018/12/31,-9106
2019/01/01,-37280
2019/01/02,25808
2019/01/03,28445
2019/01/04,21480
2019/01/05,-19015
2019/01/06,-32887
2019/01/07,10122
2019/01/08,25260
2019/01/09,18079
2019/01/10,-2509
2019/01/11,-8991
2019/01/12,-46679
2019/01/13,-36466
2019/01/14,32161
2019/01/15,50212
2019/01/16,15728
2019/01/17,-50133
2019/01/18,-25587
2019/01/19,-5921
2019/01/20,-12363
2019/01/21,-3682
2019/01/22,-1730
2019/01/23,14820
2019/01/24,2361
2019/01/25,9685
2019/01/26,-23783
2019/01/27,-5547
2019/01/28,16778
2019/01/29,28890
2019/01/30,-606
2019/01/31,-20177
2019/02/01,-15264
2019/02/02,-22660
2019/02/03,-35178
2019/02/04,-35788
2019/02/05,-11994
2019/02/06,-2841
2019/02/07,3344
2019/02/08,19008
2019/02/09,2827
2019/02/10,-6312
2019/02/11,-6681
2019/02/12,9354
2019/02/13,24870
2019/02/14,9533
2019/02/15,11729
2019/02/16,-3728
2019/02/17,-9289
2019/02/18,24859
2019/02/19,24444
2019/02/20,19037
2019/02/21,-26038
2019/02/22,-11412
2019/02/23,-9219
2019/02/24,7734
2019/02/25,-962
2019/02/26,12215
2019/02/27,11941
2019/02/28,6408
2019/03/01,18020
2019/03/02,-5676
2019/03/03,-8737
2019/03/04,-7025
2019/03/05,17190
2019/03/06,27616
2019/03/07,4675
2019/03/08,-5590
2019/03/09,-228
2019/03/10,-30159
2019/03/11,-14587
2019/03/12,-817
2019/03/13,25867
2019/03/14,12465
2019/03/15,-6118
2019/03/16,-23474
2019/03/17,-18467
2019/03/18,11999
2019/03/19,41766
2019/03/20,35968
2019/03/21,-8452
2019/03/22,-10656
2019/03/23,-19873
2019/03/24,-8732
2019/03/25,28590
2019/03/26,31432
2019/03/27,22871
2019/03/28,-15447
2019/03/29,-7688
2019/03/30,-3254
2019/03/31,-13050
2019/04/01,28732
2019/04/02,70843
2019/04/03,59199
2019/04/04,-8329
2019/04/05,-49836
2019/04/06,-58392
2019/04/07,-24343
2019/04/08,6913
2019/04/09,37266
2019/04/10,9610
2019/04/11,24181
2019/04/12,36781
2019/04/13,8701
2019/04/14,-73236
2019/04/15,-56624
2019/04/16,-15078
2019/04/17,34904
2019/04/18,12269
2019/04/19,35952
2019/04/20,90140
2019/04/21,13753
2019/04/22,-8246
2019/04/23,-50492
2019/04/24,-4042
2019/04/25,-10016
2019/04/26,-37903
2019/04/27,-43992
2019/04/28,-32926
2019/04/29,-9955
2019/04/30,39192
2019/05/01,40441
2019/05/02,-11064
2019/05/03,-20205
2019/05/04,-39746
2019/05/05,7354
2019/05/06,2606
2019/05/07,17118
2019/05/08,11443
2019/05/09,12788
2019/05/10,20992
2019/05/11,18542
2019/05/12,-572
2019/05/13,17447
2019/05/14,41436
2019/05/15,57648
2019/05/16,50983
2019/05/17,-4131
2019/05/18,-35634
2019/05/19,-57286
2019/05/20,-10803
2019/05/21,28230
2019/05/22,14338
2019/05/23,1922
2019/05/24,-3751
2019/05/25,-3383
2019/05/26,-12946
2019/05/27,21340
2019/05/28,21768
2019/05/29,33133
2019/05/30,-12459
2019/05/31,26113
2019/06/01,90888
2019/06/02,14459
2019/06/03,-27284
2019/06/04,-90577
2019/06/05,-37472
2019/06/06,47955
2019/06/07,-49303
2019/06/08,-34427
2019/06/09,-46156
2019/06/10,23083
2019/06/11,98737
2019/06/12,139498
2019/06/13,31988
2019/06/14,-44068
2019/06/15,-146305
2019/06/16,92877
2019/06/17,-21643
2019/06/18,-652
2019/06/19,-118842
2019/06/20,-11706
2019/06/21,31568
2019/06/22,27721
2019/06/23,23636
2019/06/24,-21420
2019/06/25,-10230
2019/06/26,46141
2019/06/27,-1512
2019/06/28,-22912
2019/06/29,-64980
2019/06/30,-53266
2019/07/01,-6832
2019/07/02,63741
2019/07/03,65014
2019/07/04,30738
2019/07/05,-52661
2019/07/06,-48276
2019/07/07,-66832
2019/07/08,-291
2019/07/09,39063
2019/07/10,47789
2019/07/11,-18720
2019/07/12,-16576
2019/07/13,-49012
2019/07/14,-22566
2019/07/15,-3164
2019/07/16,-7634
2019/07/17,30381
2019/07/18,-21239
2019/07/19,40599
2019/07/20,-37506
2019/07/21,-43448
2019/07/22,-22524
2019/07/23,635
2019/07/24,5050
2019/07/25,-14262
2019/07/26,18193
2019/07/27,19604
2019/07/28,4065
2019/07/29,422
2019/07/30,48314
2019/07/31,16625
2019/08/01,-17868
2019/08/02,-29521
2019/08/03,-30329
2019/08/04,-1372
2019/08/05,28163
2019/08/06,78770
2019/08/07,34286
2019/08/08,-17497
2019/08/09,-19435
2019/08/10,-3016
2019/08/11,-31053
2019/08/12,20350
2019/08/13,4446
2019/08/14,38050
2019/08/15,-47011
2019/08/16,9127
2019/08/17,-40972
2019/08/18,-15056
2019/08/19,-9587
2019/08/20,39805
2019/08/21,40299
2019/08/22,2643
2019/08/23,7649
2019/08/24,-14633
2019/08/25,-16124
2019/08/26,-4020
2019/08/27,20242
2019/08/28,15323
2019/08/29,-7952
2019/08/30,-18244
2019/08/31,-18009
2019/09/01,-23064
2019/09/02,22909
2019/09/03,29287
2019/09/04,29432
2019/09/05,11553
2019/09/06,7270
2019/09/07,-12905
2019/09/08,-37028
2019/09/09,3785
2019/09/10,2408
2019/09/11,10243
2019/09/12,-13196
2019/09/13,-17535
2019/09/14,-19293
2019/09/15,-20928
2019/09/16,37751
2019/09/17,23433
2019/09/18,20588
2019/09/19,-13466
2019/09/20,5701
2019/09/21,-46683
2019/09/22,-55424
2019/09/23,-55725
