Date,hashrate7ema
2016/01/01,537242625399
2016/01/02,534945393593
2016/01/03,537419207539
2016/01/04,538387105504
2016/01/05,541005601688
2016/01/06,543799853924
2016/01/07,539404566261
2016/01/08,542225410253
2016/01/09,544583316308
2016/01/10,542924156137
2016/01/11,547607511115
2016/01/12,545978804996
2016/01/13,542124328017
2016/01/14,545030993992
2016/01/15,550558098415
2016/01/16,556439978094
2016/01/17,559410413342
2016/01/18,567432676185
2016/01/19,571794523346
2016/01/20,575877411404
2016/01/21,577942600427
2016/01/22,586121559228
2016/01/23,591792221947
2016/01/24,606508910629
2016/01/25,611037237925
2016/01/26,626549289812
2016/01/27,635811236205
2016/01/28,639926377454
2016/01/29,647454617619
2016/01/30,652788861843
2016/01/31,651263857822
2016/02/01,658258028838
2016/02/02,655852024961
2016/02/03,666088192962
2016/02/04,673122649209
2016/02/05,679490875114
2016/02/06,678250323596
2016/02/07,682022881327
2016/02/08,692363825272
2016/02/09,694107478200
2016/02/10,700094941079
2016/02/11,711957883700
2016/02/12,714185675976
2016/02/13,727126924441
2016/02/14,739169894518
2016/02/15,753055573985
2016/02/16,762201607971
2016/02/17,764170954547
2016/02/18,760864530411
2016/02/19,769344202721
2016/02/20,777082074989
2016/02/21,785023276473
2016/02/22,799928053215
2016/02/23,812318767489
2016/02/24,820886004049
2016/02/25,829633003315
2016/02/26,842637510259
2016/02/27,856191513849
2016/02/28,871096824897
2016/02/29,874813879058
2016/03/01,881251139405
2016/03/02,895721834295
2016/03/03,911109587490
2016/03/04,929037462132
2016/03/05,954291776096
2016/03/06,974902245988
2016/03/07,993011695599
2016/03/08,1009816438959
2016/03/09,1027601172072
2016/03/10,1051789955650
2016/03/11,1076896615703
2016/03/12,1111597486588
2016/03/13,1156467240473
2016/03/14,1178990111822
2016/03/15,1208112466583
2016/03/16,1236642819717
2016/03/17,1269763726421
2016/03/18,1291033059549
2016/03/19,1323196713622
2016/03/20,1355227180898
2016/03/21,1373704898942
2016/03/22,1396891281331
2016/03/23,1394991844174
2016/03/24,1422541080263
2016/03/25,1460462358180
2016/03/26,1500517409781
2016/03/27,1535846325878
2016/03/28,1553918839931
2016/03/29,1583133634849
2016/03/30,1615396651232
2016/03/31,1653806424802
2016/04/01,1687809167021
2016/04/02,1697594346522
2016/04/03,1729657340489
2016/04/04,1774542415953
2016/04/05,1810506196026
2016/04/06,1831489586875
2016/04/07,1826782005783
2016/04/08,1863348559355
2016/04/09,1887558818313
2016/04/10,1924925329478
2016/04/11,1936587903971
2016/04/12,1935059201074
2016/04/13,1958149745940
