Date,transactionvalue14rsiUSD
2016/01/01,52.652
2016/01/02,49.88
2016/01/03,52.394
2016/01/04,47.37
2016/01/05,56.183
2016/01/06,47.461
2016/01/07,47.618
2016/01/08,48.025
2016/01/09,48.276
2016/01/10,47.398
2016/01/11,54.611
2016/01/12,63.783
2016/01/13,49.11
2016/01/14,50.415
2016/01/15,60.953
2016/01/16,53.287
2016/01/17,50.73
2016/01/18,67.946
2016/01/19,55.343
2016/01/20,51.635
2016/01/21,50.597
2016/01/22,53.067
2016/01/23,58.882
2016/01/24,66.71
2016/01/25,63.547
2016/01/26,58.218
2016/01/27,52.759
2016/01/28,51.358
2016/01/29,50.989
2016/01/30,53.83
2016/01/31,54.884
2016/02/01,47.479
2016/02/02,47.734
2016/02/03,48.493
2016/02/04,44.641
2016/02/05,48.135
2016/02/06,42.223
2016/02/07,54.12
2016/02/08,62.041
2016/02/09,64.016
2016/02/10,69.711
2016/02/11,63.591
2016/02/12,72.519
2016/02/13,54.047
2016/02/14,51.529
2016/02/15,50.033
2016/02/16,54.825
2016/02/17,46.959
2016/02/18,51.119
2016/02/19,46.066
2016/02/20,52.761
2016/02/21,46.617
2016/02/22,49.992
2016/02/23,57.005
2016/02/24,60.512
2016/02/25,50.613
2016/02/26,66.067
2016/02/27,56.419
2016/02/28,48.432
2016/02/29,47.797
2016/03/01,50.975
2016/03/02,62.222
2016/03/03,54.931
2016/03/04,51.866
2016/03/05,59.067
2016/03/06,51.729
2016/03/07,51.835
2016/03/08,54.302
2016/03/09,49.227
2016/03/10,48.154
2016/03/11,48.877
2016/03/12,52.555
2016/03/13,56.548
2016/03/14,52.765
2016/03/15,49.666
2016/03/16,49.246
2016/03/17,50.359
2016/03/18,52.82
2016/03/19,44.739
2016/03/20,43.82
2016/03/21,46.108
2016/03/22,45.176
2016/03/23,44.713
2016/03/24,46.406
2016/03/25,44.033
2016/03/26,42.885
2016/03/27,49.909
2016/03/28,46.913
2016/03/29,50.572
2016/03/30,50.525
2016/03/31,48.106
2016/04/01,44.135
2016/04/02,44.477
2016/04/03,43.165
2016/04/04,44.781
2016/04/05,46.129
2016/04/06,46.306
2016/04/07,47.616
2016/04/08,45.421
2016/04/09,52.649
2016/04/10,50.267
2016/04/11,46.171
2016/04/12,48.51
2016/04/13,48.458
2016/04/14,47.847
2016/04/15,45.002
2016/04/16,44.244
2016/04/17,47.222
2016/04/18,46.588
2016/04/19,44.347
2016/04/20,47.226
2016/04/21,44.529
2016/04/22,48.379
2016/04/23,51.228
2016/04/24,44.482
2016/04/25,47.495
2016/04/26,51.9
2016/04/27,48.318
2016/04/28,48.013
2016/04/29,46.017
2016/04/30,60.065
2016/05/01,55.801
2016/05/02,57.475
2016/05/03,54.012
2016/05/04,50.795
2016/05/05,50.494
2016/05/06,58.056
2016/05/07,54.395
