Date,transactions30mom
2017/03/21,36071
2017/03/22,28669
2017/03/23,24000
2017/03/24,37403
2017/03/25,36793
2017/03/26,25453
2017/03/27,41304
2017/03/28,32632
2017/03/29,40422
2017/03/30,35932
2017/03/31,43328
2017/04/01,9793
2017/04/02,24654
2017/04/03,41465
2017/04/04,29248
2017/04/05,30391
2017/04/06,32588
2017/04/07,37460
2017/04/08,7878
2017/04/09,9431
2017/04/10,10684
2017/04/11,9245
2017/04/12,-1371
2017/04/13,6969
2017/04/14,-50
2017/04/15,-35130
2017/04/16,-36001
2017/04/17,-17374
2017/04/18,-1296
2017/04/19,5470
2017/04/20,1152
2017/04/21,2457
2017/04/22,-8895
2017/04/23,-10702
2017/04/24,-3863
2017/04/25,13499
2017/04/26,-4907
2017/04/27,20146
2017/04/28,13129
2017/04/29,-4874
2017/04/30,-7900
2017/05/01,31630
2017/05/02,21406
2017/05/03,-2887
2017/05/04,28598
2017/05/05,21103
2017/05/06,-163
2017/05/07,13785
2017/05/08,45365
2017/05/09,38376
2017/05/10,34186
2017/05/11,41298
2017/05/12,26894
2017/05/13,17208
2017/05/14,20193
2017/05/15,47972
2017/05/16,45707
2017/05/17,67589
2017/05/18,54106
2017/05/19,75834
2017/05/20,45462
2017/05/21,68421
2017/05/22,102716
2017/05/23,110048
2017/05/24,106762
2017/05/25,89977
2017/05/26,80176
2017/05/27,44956
2017/05/28,49078
2017/05/29,67212
2017/05/30,98416
2017/05/31,101924
2017/06/01,88806
2017/06/02,97577
2017/06/03,60767
2017/06/04,71622
2017/06/05,95291
2017/06/06,93892
2017/06/07,89671
2017/06/08,74767
2017/06/09,106158
2017/06/10,96167
2017/06/11,133249
2017/06/12,191609
2017/06/13,178706
2017/06/14,127545
2017/06/15,145276
2017/06/16,107868
2017/06/17,104613
2017/06/18,84389
2017/06/19,155297
2017/06/20,158718
2017/06/21,45034
2017/06/22,97104
2017/06/23,88719
2017/06/24,67560
2017/06/25,61317
2017/06/26,167338
2017/06/27,97724
2017/06/28,115694
2017/06/29,70173
2017/06/30,38526
2017/07/01,41305
2017/07/02,53706
2017/07/03,126388
2017/07/04,101329
2017/07/05,81301
2017/07/06,58268
2017/07/07,88209
2017/07/08,60442
2017/07/09,9358
2017/07/10,89277
2017/07/11,51187
2017/07/12,-9113
2017/07/13,-19309
2017/07/14,-956
2017/07/15,-29656
2017/07/16,1135
2017/07/17,6451
2017/07/18,25098
2017/07/19,-16087
2017/07/20,-58352
2017/07/21,11271
2017/07/22,-78651
2017/07/23,-15522
2017/07/24,12525
2017/07/25,11787
2017/07/26,-93840
2017/07/27,-27560
2017/07/28,-27747
2017/07/29,-65018
2017/07/30,-46028
2017/07/31,9623
2017/08/01,-30035
2017/08/02,-70964
2017/08/03,-45130
2017/08/04,-14446
2017/08/05,2609
2017/08/06,-30262
2017/08/07,33030
2017/08/08,93677
2017/08/09,-22325
2017/08/10,46564
2017/08/11,72854
2017/08/12,77909
2017/08/13,83624
2017/08/14,178100
2017/08/15,164108
2017/08/16,165151
2017/08/17,156952
2017/08/18,173234
2017/08/19,127353
2017/08/20,77366
2017/08/21,187306
2017/08/22,104237
2017/08/23,111616
2017/08/24,109543
2017/08/25,129673
2017/08/26,80833
2017/08/27,77679
2017/08/28,164901
2017/08/29,188025
2017/08/30,150132
2017/08/31,165839
2017/09/01,159929
2017/09/02,95462
2017/09/03,45365
2017/09/04,181192
2017/09/05,179445
2017/09/06,215204
2017/09/07,129481
2017/09/08,183362
2017/09/09,45413
2017/09/10,-31554
2017/09/11,26730
2017/09/12,71893
2017/09/13,-44382
2017/09/14,-32995
2017/09/15,28143
2017/09/16,-54243
2017/09/17,-153839
2017/09/18,-14654
2017/09/19,27826
2017/09/20,-67896
2017/09/21,-47653
2017/09/22,-103241
2017/09/23,-92358
2017/09/24,-71692
2017/09/25,346
2017/09/26,-18098
2017/09/27,-54627
2017/09/28,-65441
2017/09/29,-73718
2017/09/30,-88623
2017/10/01,-107126
2017/10/02,-25702
2017/10/03,25381
2017/10/04,-135283
2017/10/05,-129764
2017/10/06,-176494
2017/10/07,-157256
2017/10/08,-166841
2017/10/09,-55482
2017/10/10,24477
2017/10/11,-21079
2017/10/12,-41487
2017/10/13,13457
2017/10/14,-48082
2017/10/15,-112846
2017/10/16,34533
2017/10/17,216094
2017/10/18,107685
2017/10/19,156432
2017/10/20,221853
2017/10/21,145828
2017/10/22,164023
2017/10/23,208061
2017/10/24,211359
2017/10/25,153805
2017/10/26,160331
2017/10/27,-309047
2017/10/28,-329208
2017/10/29,-326502
2017/10/30,-295798
2017/10/31,-283871
2017/11/01,216310
2017/11/02,205643
2017/11/03,181330
2017/11/04,83950
2017/11/05,97220
2017/11/06,220572
2017/11/07,173589
2017/11/08,152241
2017/11/09,117567
2017/11/10,113122
2017/11/11,30967
2017/11/12,55244
2017/11/13,111007
2017/11/14,147063
2017/11/15,132233
2017/11/16,-14129
2017/11/17,38141
2017/11/18,-34505
2017/11/19,-82274
2017/11/20,67239
2017/11/21,88551
2017/11/22,78321
2017/11/23,44780
2017/11/24,65027
2017/11/25,94733
2017/11/26,542484
2017/11/27,608695
2017/11/28,638989
2017/11/29,663579
2017/11/30,655457
2017/12/01,100315
2017/12/02,94236
2017/12/03,205169
2017/12/04,303076
2017/12/05,275988
2017/12/06,280083
2017/12/07,188650
2017/12/08,285998
2017/12/09,240051
2017/12/10,259148
2017/12/11,434521
2017/12/12,437960
2017/12/13,466455
2017/12/14,466575
2017/12/15,363816
2017/12/16,408375
2017/12/17,367984
2017/12/18,524342
2017/12/19,627671
2017/12/20,455963
2017/12/21,548621
2017/12/22,557034
2017/12/23,381813
2017/12/24,232788
2017/12/25,191222
2017/12/26,271026
2017/12/27,304057
2017/12/28,310514
2017/12/29,426612
2017/12/30,481202
2017/12/31,324207
2018/01/01,281160
2018/01/02,460128
2018/01/03,536196
2018/01/04,656800
2018/01/05,479831
2018/01/06,567349
2018/01/07,386311
2018/01/08,508250
2018/01/09,539665
2018/01/10,348786
2018/01/11,301625
2018/01/12,209126
2018/01/13,236762
2018/01/14,177247
2018/01/15,306563
2018/01/16,401362
2018/01/17,293062
2018/01/18,112950
2018/01/19,57153
2018/01/20,-88176
2018/01/21,-96993
2018/01/22,54030
2018/01/23,170260
2018/01/24,161307
2018/01/25,-24995
2018/01/26,40677
2018/01/27,-117614
2018/01/28,-201087
2018/01/29,-199814
2018/01/30,-40349
2018/01/31,-31661
2018/02/01,-145177
2018/02/02,-257112
2018/02/03,-535404
2018/02/04,-470712
2018/02/05,-350656
2018/02/06,-264503
2018/02/07,-396848
2018/02/08,-574896
2018/02/09,-387878
2018/02/10,-325575
2018/02/11,-345261
2018/02/12,-350301
2018/02/13,-335832
2018/02/14,-460036
2018/02/15,-500618
2018/02/16,-572325
2018/02/17,-433105
2018/02/18,-287165
2018/02/19,-173105
2018/02/20,-119633
2018/02/21,-122407
2018/02/22,-166601
2018/02/23,-180584
2018/02/24,-55654
2018/02/25,-262847
2018/02/26,-94436
2018/02/27,-194521
2018/02/28,-216477
2018/03/01,-222174
2018/03/02,-132618
2018/03/03,-335294
2018/03/04,-337677
2018/03/05,-61730
2018/03/06,-88274
2018/03/07,-92004
2018/03/08,-198080
2018/03/09,-168567
2018/03/10,-89967
2018/03/11,-180908
2018/03/12,-170482
2018/03/13,-74403
2018/03/14,-157822
2018/03/15,-91230
2018/03/16,-91800
2018/03/17,-184115
2018/03/18,-20794
2018/03/19,-68188
2018/03/20,-94301
2018/03/21,-113512
2018/03/22,-267444
2018/03/23,-173401
2018/03/24,-148690
2018/03/25,-206712
2018/03/26,-106246
2018/03/27,-106527
2018/03/28,-157595
2018/03/29,-110910
2018/03/30,-86752
2018/03/31,-100008
2018/04/01,-199525
2018/04/02,-74960
2018/04/03,2683
2018/04/04,-124315
2018/04/05,-16720
2018/04/06,-135776
2018/04/07,-154274
2018/04/08,-54325
2018/04/09,18422
2018/04/10,-37511
2018/04/11,-68806
2018/04/12,-6487
2018/04/13,59146
2018/04/14,-43343
2018/04/15,-34599
2018/04/16,71199
2018/04/17,58859
2018/04/18,-598
2018/04/19,152527
2018/04/20,134348
2018/04/21,126651
2018/04/22,71755
2018/04/23,189667
2018/04/24,289914
2018/04/25,172399
2018/04/26,209818
2018/04/27,184621
2018/04/28,191648
2018/04/29,123035
2018/04/30,193737
2018/05/01,168698
2018/05/02,189217
2018/05/03,193662
2018/05/04,372085
2018/05/05,93390
2018/05/06,43292
2018/05/07,253998
2018/05/08,224365
2018/05/09,221328
2018/05/10,283439
2018/05/11,216997
2018/05/12,95881
2018/05/13,32095
2018/05/14,190462
2018/05/15,159225
2018/05/16,142855
2018/05/17,92938
2018/05/18,128538
2018/05/19,31970
2018/05/20,-54937
2018/05/21,56107
2018/05/22,73551
2018/05/23,30507
2018/05/24,-5119
2018/05/25,1824
2018/05/26,-31941
2018/05/27,11545
2018/05/28,85681
2018/05/29,55532
2018/05/30,38885
2018/05/31,118877
2018/06/01,-29605
2018/06/02,-71569
2018/06/03,-190529
2018/06/04,17904
2018/06/05,89381
2018/06/06,-35793
2018/06/07,-44270
2018/06/08,-111110
2018/06/09,-85400
2018/06/10,-54819
2018/06/11,-19502
2018/06/12,7760
2018/06/13,-4013
2018/06/14,-13294
2018/06/15,-43454
2018/06/16,-195986
2018/06/17,-183283
2018/06/18,-150535
2018/06/19,1482
2018/06/20,865
2018/06/21,-70374
2018/06/22,-62920
2018/06/23,-135249
2018/06/24,-128844
2018/06/25,75333
2018/06/26,-43854
2018/06/27,-89064
2018/06/28,-67399
2018/06/29,-81926
2018/06/30,-199735
2018/07/01,-135484
2018/07/02,-278458
2018/07/03,-236465
2018/07/04,-360053
2018/07/05,-253068
2018/07/06,-294995
2018/07/07,-291723
2018/07/08,-88512
2018/07/09,-117501
2018/07/10,-79509
2018/07/11,-125065
2018/07/12,-204141
2018/07/13,-234320
2018/07/14,-256965
2018/07/15,-310097
2018/07/16,64224
2018/07/17,52744
2018/07/18,50392
2018/07/19,-44063
2018/07/20,-131468
2018/07/21,-131401
2018/07/22,-95101
2018/07/23,82739
2018/07/24,112871
2018/07/25,-49738
2018/07/26,-6540
2018/07/27,16777
2018/07/28,-40811
2018/07/29,-18784
2018/07/30,124731
2018/07/31,122430
2018/08/01,268199
2018/08/02,206396
2018/08/03,306078
2018/08/04,192962
2018/08/05,245174
2018/08/06,215431
2018/08/07,4837
2018/08/08,-86263
2018/08/09,-153241
2018/08/10,-30028
2018/08/11,91254
2018/08/12,78610
2018/08/13,185990
2018/08/14,236642
2018/08/15,-55434
2018/08/16,15440
2018/08/17,-138875
2018/08/18,-107180
2018/08/19,-71948
2018/08/20,43135
2018/08/21,-69717
2018/08/22,-163785
2018/08/23,-185308
2018/08/24,-191300
2018/08/25,-148391
2018/08/26,-214643
2018/08/27,-58083
2018/08/28,-102464
2018/08/29,-210871
2018/08/30,-152216
2018/08/31,-180500
2018/09/01,-123674
2018/09/02,-132923
2018/09/03,-89119
2018/09/04,-114728
2018/09/05,-72579
2018/09/06,-47383
2018/09/07,16521
2018/09/08,4807
2018/09/09,-48261
2018/09/10,-95732
2018/09/11,-84610
2018/09/12,-124268
2018/09/13,-134624
2018/09/14,-134171
2018/09/15,-237037
2018/09/16,-148838
2018/09/17,-73802
2018/09/18,-99147
2018/09/19,-156514
2018/09/20,-107493
2018/09/21,-50186
2018/09/22,-129248
2018/09/23,-127600
2018/09/24,-96902
2018/09/25,-54964
2018/09/26,-152383
2018/09/27,-109797
2018/09/28,-46471
2018/09/29,-158532
2018/09/30,-97907
2018/10/01,-179946
2018/10/02,-130005
2018/10/03,-72423
2018/10/04,-30340
2018/10/05,-31596
2018/10/06,7906
2018/10/07,-84417
2018/10/08,-495
2018/10/09,-28603
2018/10/10,-44808
2018/10/11,13208
2018/10/12,-8533
2018/10/13,-13927
2018/10/14,-2675
2018/10/15,82316
2018/10/16,116989
2018/10/17,26622
2018/10/18,65278
2018/10/19,93864
2018/10/20,35934
2018/10/21,-36672
2018/10/22,107005
2018/10/23,87604
2018/10/24,52372
2018/10/25,18090
2018/10/26,57711
2018/10/27,-4882
2018/10/28,9492
2018/10/29,180380
2018/10/30,129046
2018/10/31,109399
2018/11/01,98834
2018/11/02,-10472
2018/11/03,-54180
2018/11/04,-84513
2018/11/05,-14511
2018/11/06,99399
2018/11/07,21760
2018/11/08,18364
2018/11/09,31076
2018/11/10,-81405
2018/11/11,-34341
2018/11/12,29365
2018/11/13,41871
2018/11/14,20170
2018/11/15,-12370
2018/11/16,-28310
2018/11/17,-60210
2018/11/18,-116318
2018/11/19,88862
2018/11/20,117738
2018/11/21,2217
2018/11/22,12664
2018/11/23,27283
2018/11/24,-40157
2018/11/25,-22180
2018/11/26,58199
2018/11/27,55963
2018/11/28,7885
2018/11/29,-52806
2018/11/30,13332
2018/12/01,-63448
2018/12/02,-56124
2018/12/03,43099
2018/12/04,54354
2018/12/05,13583
2018/12/06,-6243
2018/12/07,7815
2018/12/08,-2803
2018/12/09,-40293
2018/12/10,66259
2018/12/11,8207
2018/12/12,-37242
2018/12/13,12099
2018/12/14,-14875
2018/12/15,-11135
2018/12/16,-35335
2018/12/17,64470
2018/12/18,71519
2018/12/19,-25217
2018/12/20,-23323
2018/12/21,26995
2018/12/22,-73344
2018/12/23,-16337
2018/12/24,118510
2018/12/25,5963
2018/12/26,2683
2018/12/27,-17414
2018/12/28,-50391
2018/12/29,-11845
2018/12/30,-138644
2018/12/31,-3608
2019/01/01,-44242
2019/01/02,41859
2019/01/03,31391
2019/01/04,-46539
2019/01/05,-79734
2019/01/06,-85045
2019/01/07,-1625
2019/01/08,45812
2019/01/09,3468
2019/01/10,46833
2019/01/11,7918
2019/01/12,-112982
2019/01/13,-85959
2019/01/14,25323
2019/01/15,23199
2019/01/16,-62364
2019/01/17,-39238
2019/01/18,-58826
2019/01/19,-63304
2019/01/20,-68821
2019/01/21,87200
2019/01/22,61903
2019/01/23,-81732
2019/01/24,-14871
2019/01/25,-55144
2019/01/26,-84031
2019/01/27,-83375
2019/01/28,24818
2019/01/29,105631
2019/01/30,33307
2019/01/31,68889
2019/02/01,-91103
2019/02/02,-146279
2019/02/03,-125020
2019/02/04,-94795
2019/02/05,-72557
2019/02/06,-121899
2019/02/07,-124691
2019/02/08,-86895
2019/02/09,-165710
2019/02/10,-160687
2019/02/11,-23700
2019/02/12,-43236
2019/02/13,-85885
2019/02/14,-65114
2019/02/15,-39088
2019/02/16,-62773
2019/02/17,-90954
2019/02/18,-26670
2019/02/19,-4103
2019/02/20,-52483
2019/02/21,-60741
2019/02/22,-2980
2019/02/23,-43905
2019/02/24,35298
2019/02/25,109376
2019/02/26,65111
2019/02/27,-29048
2019/02/28,-24568
2019/03/01,-7725
2019/03/02,9855
2019/03/03,-6474
2019/03/04,169897
2019/03/05,173707
2019/03/06,162538
2019/03/07,157870
2019/03/08,133296
2019/03/09,127138
2019/03/10,12086
2019/03/11,119283
2019/03/12,183155
2019/03/13,144274
2019/03/14,135717
2019/03/15,61658
2019/03/16,29401
2019/03/17,26273
2019/03/18,119631
2019/03/19,187995
2019/03/20,117858
2019/03/21,84716
2019/03/22,98432
2019/03/23,16961
2019/03/24,18234
2019/03/25,172445
2019/03/26,88809
2019/03/27,52192
2019/03/28,80442
2019/03/29,100836
2019/03/30,126509
2019/03/31,98608
2019/04/01,160662
2019/04/02,266518
2019/04/03,126394
2019/04/04,75435
2019/04/05,42992
2019/04/06,-13646
2019/04/07,10525
2019/04/08,112186
2019/04/09,172837
2019/04/10,137658
2019/04/11,164726
2019/04/12,121490
2019/04/13,40463
2019/04/14,-1957
2019/04/15,117875
2019/04/16,161589
2019/04/17,107956
2019/04/18,61710
2019/04/19,62870
2019/04/20,68506
2019/04/21,2490
2019/04/22,157528
2019/04/23,180195
2019/04/24,20247
2019/04/25,51802
2019/04/26,34833
2019/04/27,-71680
2019/04/28,-46870
2019/04/29,-38978
2019/04/30,61541
2019/05/01,16216
2019/05/02,-132592
2019/05/03,-75723
2019/05/04,-50125
2019/05/05,15540
2019/05/06,147096
2019/05/07,85158
2019/05/08,18996
2019/05/09,61565
2019/05/10,62692
2019/05/11,13305
2019/05/12,21056
2019/05/13,144246
2019/05/14,279547
2019/05/15,225548
2019/05/16,251747
2019/05/17,128424
2019/05/18,37770
2019/05/19,59248
2019/05/20,173337
2019/05/21,181609
2019/05/22,154078
2019/05/23,117456
2019/05/24,235140
2019/05/25,159137
2019/05/26,102313
2019/05/27,379046
2019/05/28,317053
2019/05/29,318520
2019/05/30,184136
2019/05/31,166886
2019/06/01,330443
2019/06/02,220012
2019/06/03,265672
2019/06/04,254491
2019/06/05,93257
2019/06/06,166773
2019/06/07,71458
2019/06/08,274213
2019/06/09,-21021
2019/06/10,221357
2019/06/11,214174
2019/06/12,102145
2019/06/13,-80844
2019/06/14,-22242
2019/06/15,30744
2019/06/16,78659
2019/06/17,208674
2019/06/18,97558
2019/06/19,25875
2019/06/20,172225
2019/06/21,-95757
2019/06/22,-88591
2019/06/23,-130558
2019/06/24,-30312
2019/06/25,169100
2019/06/26,-93132
2019/06/27,-96417
2019/06/28,56661
2019/06/29,-158570
2019/06/30,-184718
2019/07/01,-4766
2019/07/02,4160
2019/07/03,-135840
2019/07/04,-144441
2019/07/05,49688
2019/07/06,-70777
2019/07/07,-176387
2019/07/08,-182857
2019/07/09,56214
2019/07/10,-227598
2019/07/11,45287
2019/07/12,-134290
2019/07/13,-162475
2019/07/14,-211874
2019/07/15,-195658
2019/07/16,114299
2019/07/17,-114065
2019/07/18,-182115
2019/07/19,-70488
2019/07/20,-400939
2019/07/21,-255231
2019/07/22,-117467
2019/07/23,-166704
2019/07/24,97576
2019/07/25,17660
2019/07/26,-208341
2019/07/27,-236421
2019/07/28,-431473
2019/07/29,-56347
2019/07/30,29824
2019/07/31,-267701
2019/08/01,-17411
2019/08/02,15085
2019/08/03,35978
2019/08/04,-279946
2019/08/05,-35602
2019/08/06,149985
2019/08/07,-67319
2019/08/08,-79219
2019/08/09,-14334
2019/08/10,-344359
2019/08/11,-143885
2019/08/12,125666
2019/08/13,85181
2019/08/14,-6647
2019/08/15,-314202
2019/08/16,-111154
2019/08/17,-26768
2019/08/18,-188288
2019/08/19,140376
2019/08/20,211107
2019/08/21,90834
2019/08/22,130349
2019/08/23,-173931
2019/08/24,-265619
2019/08/25,37000
2019/08/26,173148
2019/08/27,175461
2019/08/28,45272
2019/08/29,8407
2019/08/30,28910
2019/08/31,-197870
2019/09/01,-78077
2019/09/02,-25984
2019/09/03,182090
2019/09/04,-4006
2019/09/05,37820
2019/09/06,26023
2019/09/07,-15291
2019/09/08,-46694
2019/09/09,125579
2019/09/10,109110
