Date,size90sma
2016/09/03,1567
2016/09/04,1571
2016/09/05,1569
2016/09/06,1572
2016/09/07,1574
2016/09/08,1579
2016/09/09,1585
2016/09/10,1585
2016/09/11,1584
2016/09/12,1582
2016/09/13,1582
2016/09/14,1584
2016/09/15,1579
2016/09/16,1579
2016/09/17,1579
2016/09/18,1575
2016/09/19,1572
2016/09/20,1573
2016/09/21,1574
2016/09/22,1577
2016/09/23,1575
2016/09/24,1576
2016/09/25,1576
2016/09/26,1576
2016/09/27,1575
2016/09/28,1566
2016/09/29,1567
2016/09/30,1567
2016/10/01,1572
2016/10/02,1575
2016/10/03,1578
2016/10/04,1586
2016/10/05,1591
2016/10/06,1595
2016/10/07,1625
2016/10/08,1669
2016/10/09,1717
2016/10/10,1841
2016/10/11,1856
2016/10/12,1853
2016/10/13,1851
2016/10/14,1852
2016/10/15,1852
2016/10/16,1851
2016/10/17,1849
2016/10/18,1849
2016/10/19,1851
2016/10/20,1849
2016/10/21,1851
2016/10/22,1846
2016/10/23,1841
2016/10/24,1840
2016/10/25,1839
2016/10/26,1839
2016/10/27,1838
2016/10/28,1838
2016/10/29,1837
2016/10/30,1835
2016/10/31,1833
2016/11/01,1834
2016/11/02,1832
2016/11/03,1832
2016/11/04,1829
2016/11/05,1828
2016/11/06,1826
2016/11/07,1824
2016/11/08,1822
2016/11/09,1821
2016/11/10,1820
2016/11/11,1820
2016/11/12,1821
2016/11/13,1821
2016/11/14,1820
2016/11/15,1821
2016/11/16,1819
2016/11/17,1818
2016/11/18,1819
2016/11/19,1818
2016/11/20,1817
2016/11/21,1812
2016/11/22,1813
2016/11/23,1816
2016/11/24,1814
2016/11/25,1816
2016/11/26,1817
2016/11/27,1818
2016/11/28,1820
2016/11/29,1821
2016/11/30,1828
2016/12/01,1823
2016/12/02,1823
2016/12/03,1819
2016/12/04,1818
2016/12/05,1816
2016/12/06,1815
2016/12/07,1810
2016/12/08,1806
2016/12/09,1806
2016/12/10,1805
2016/12/11,1806
2016/12/12,1806
2016/12/13,1804
2016/12/14,1805
2016/12/15,1800
2016/12/16,1799
2016/12/17,1799
2016/12/18,1799
2016/12/19,1798
2016/12/20,1797
2016/12/21,1796
2016/12/22,1801
2016/12/23,1801
2016/12/24,1801
2016/12/25,1798
2016/12/26,1794
2016/12/27,1794
2016/12/28,1795
2016/12/29,1798
2016/12/30,1796
2016/12/31,1794
2017/01/01,1791
2017/01/02,1783
2017/01/03,1781
2017/01/04,1778
2017/01/05,1751
2017/01/06,1708
2017/01/07,1663
2017/01/08,1539
2017/01/09,1526
2017/01/10,1531
2017/01/11,1534
2017/01/12,1537
2017/01/13,1542
2017/01/14,1545
2017/01/15,1546
2017/01/16,1544
2017/01/17,1544
2017/01/18,1546
2017/01/19,1544
2017/01/20,1546
2017/01/21,1549
2017/01/22,1547
2017/01/23,1546
2017/01/24,1548
2017/01/25,1550
2017/01/26,1552
2017/01/27,1554
2017/01/28,1556
2017/01/29,1556
2017/01/30,1555
2017/01/31,1556
2017/02/01,1557
2017/02/02,1561
2017/02/03,1563
2017/02/04,1566
2017/02/05,1568
2017/02/06,1570
2017/02/07,1574
2017/02/08,1577
2017/02/09,1578
2017/02/10,1582
2017/02/11,1583
2017/02/12,1583
2017/02/13,1586
2017/02/14,1591
2017/02/15,1595
2017/02/16,1596
2017/02/17,1599
2017/02/18,1603
2017/02/19,1604
2017/02/20,1604
2017/02/21,1604
2017/02/22,1608
2017/02/23,1607
2017/02/24,1610
2017/02/25,1611
2017/02/26,1611
2017/02/27,1612
2017/02/28,1609
2017/03/01,1618
2017/03/02,1626
2017/03/03,1634
2017/03/04,1639
2017/03/05,1643
2017/03/06,1645
2017/03/07,1650
2017/03/08,1654
2017/03/09,1664
2017/03/10,1673
2017/03/11,1676
2017/03/12,1683
2017/03/13,1693
2017/03/14,1699
2017/03/15,1709
2017/03/16,1726
2017/03/17,1743
2017/03/18,1756
2017/03/19,1764
2017/03/20,1773
2017/03/21,1781
2017/03/22,1788
2017/03/23,1799
2017/03/24,1812
2017/03/25,1825
2017/03/26,1837
2017/03/27,1851
2017/03/28,1863
2017/03/29,1875
2017/03/30,1888
2017/03/31,1904
2017/04/01,1915
2017/04/02,1929
2017/04/03,1941
2017/04/04,1950
2017/04/05,1960
2017/04/06,1974
2017/04/07,1987
2017/04/08,1995
2017/04/09,2003
2017/04/10,2012
2017/04/11,2020
2017/04/12,2032
2017/04/13,2041
2017/04/14,2052
2017/04/15,2061
2017/04/16,2068
2017/04/17,2076
2017/04/18,2087
2017/04/19,2099
2017/04/20,2110
2017/04/21,2123
2017/04/22,2132
2017/04/23,2141
2017/04/24,2150
2017/04/25,2163
2017/04/26,2174
2017/04/27,2190
2017/04/28,2208
2017/04/29,2222
2017/04/30,2238
2017/05/01,2261
2017/05/02,2281
2017/05/03,2297
2017/05/04,2317
2017/05/05,2335
2017/05/06,2350
2017/05/07,2369
2017/05/08,2386
2017/05/09,2404
2017/05/10,2422
2017/05/11,2440
2017/05/12,2457
2017/05/13,2474
2017/05/14,2488
2017/05/15,2510
2017/05/16,2530
2017/05/17,2559
2017/05/18,2588
2017/05/19,2622
2017/05/20,2650
2017/05/21,2682
2017/05/22,2719
2017/05/23,2773
2017/05/24,2829
2017/05/25,2875
2017/05/26,2917
2017/05/27,2955
2017/05/28,2995
2017/05/29,3028
2017/05/30,3082
2017/05/31,3133
2017/06/01,3183
2017/06/02,3246
2017/06/03,3299
2017/06/04,3351
2017/06/05,3401
2017/06/06,3462
2017/06/07,3518
2017/06/08,3571
2017/06/09,3631
2017/06/10,3682
2017/06/11,3751
2017/06/12,3829
2017/06/13,3899
2017/06/14,3953
2017/06/15,4013
2017/06/16,4074
2017/06/17,4136
2017/06/18,4198
2017/06/19,4270
2017/06/20,4346
2017/06/21,4387
2017/06/22,4455
2017/06/23,4530
2017/06/24,4603
2017/06/25,4670
2017/06/26,4748
2017/06/27,4805
2017/06/28,4885
2017/06/29,4957
2017/06/30,5028
2017/07/01,5089
2017/07/02,5152
2017/07/03,5237
2017/07/04,5321
2017/07/05,5402
2017/07/06,5469
2017/07/07,5552
2017/07/08,5625
2017/07/09,5675
2017/07/10,5766
2017/07/11,5853
2017/07/12,5943
2017/07/13,6035
2017/07/14,6120
2017/07/15,6193
2017/07/16,6270
2017/07/17,6350
2017/07/18,6445
2017/07/19,6531
2017/07/20,6605
2017/07/21,6674
2017/07/22,6737
2017/07/23,6811
2017/07/24,6898
2017/07/25,6976
2017/07/26,7035
2017/07/27,7092
2017/07/28,7164
2017/07/29,7213
2017/07/30,7258
2017/07/31,7323
2017/08/01,7395
2017/08/02,7462
2017/08/03,7534
2017/08/04,7618
2017/08/05,7697
2017/08/06,7775
2017/08/07,7870
2017/08/08,7981
2017/08/09,8070
2017/08/10,8186
2017/08/11,8313
2017/08/12,8429
2017/08/13,8531
2017/08/14,8665
2017/08/15,8799
2017/08/16,8945
2017/08/17,9084
2017/08/18,9230
2017/08/19,9361
2017/08/20,9444
2017/08/21,9539
2017/08/22,9623
2017/08/23,9717
2017/08/24,9808
2017/08/25,9927
2017/08/26,10029
2017/08/27,10141
2017/08/28,10259
2017/08/29,10388
2017/08/30,10525
2017/08/31,10635
2017/09/01,10766
2017/09/02,10865
2017/09/03,10947
2017/09/04,11085
2017/09/05,11222
2017/09/06,11396
2017/09/07,11547
2017/09/08,11707
2017/09/09,11802
2017/09/10,11860
2017/09/11,11948
2017/09/12,12060
2017/09/13,12157
2017/09/14,12260
2017/09/15,12386
2017/09/16,12484
2017/09/17,12544
2017/09/18,12636
2017/09/19,12751
2017/09/20,12833
2017/09/21,12910
2017/09/22,13000
2017/09/23,13077
2017/09/24,13171
2017/09/25,13301
2017/09/26,13395
2017/09/27,13500
2017/09/28,13631
2017/09/29,13780
2017/09/30,13930
2017/10/01,14059
2017/10/02,14181
2017/10/03,14302
2017/10/04,14430
2017/10/05,14548
2017/10/06,14690
2017/10/07,14831
2017/10/08,14926
2017/10/09,15028
2017/10/10,15147
2017/10/11,15251
2017/10/12,15374
2017/10/13,15520
2017/10/14,15639
2017/10/15,15741
2017/10/16,15797
2017/10/17,15843
2017/10/18,15884
2017/10/19,15932
2017/10/20,16012
2017/10/21,16042
2017/10/22,16047
2017/10/23,16081
2017/10/24,16142
2017/10/25,16209
2017/10/26,16266
2017/10/27,16184
2017/10/28,16099
2017/10/29,15996
2017/10/30,15890
2017/10/31,15785
2017/11/01,15853
2017/11/02,15911
2017/11/03,15971
2017/11/04,15990
2017/11/05,15987
2017/11/06,15993
2017/11/07,16025
2017/11/08,16032
2017/11/09,16027
2017/11/10,16024
2017/11/11,16021
2017/11/12,15994
2017/11/13,15972
2017/11/14,15959
2017/11/15,15950
2017/11/16,15927
2017/11/17,15915
2017/11/18,15935
2017/11/19,15928
2017/11/20,15955
2017/11/21,15975
2017/11/22,15999
2017/11/23,16002
2017/11/24,16008
2017/11/25,16021
2017/11/26,16003
2017/11/27,16044
2017/11/28,16046
2017/11/29,16058
2017/11/30,16054
2017/12/01,16086
2017/12/02,16131
2017/12/03,16126
2017/12/04,16127
2017/12/05,16096
2017/12/06,16096
2017/12/07,16062
2017/12/08,16107
2017/12/09,16165
2017/12/10,16211
2017/12/11,16272
2017/12/12,16368
2017/12/13,16468
2017/12/14,16542
2017/12/15,16648
2017/12/16,16782
2017/12/17,16875
2017/12/18,17001
2017/12/19,17173
2017/12/20,17299
2017/12/21,17446
2017/12/22,17593
2017/12/23,17685
2017/12/24,17695
2017/12/25,17731
2017/12/26,17770
2017/12/27,17816
2017/12/28,17866
2017/12/29,17949
2017/12/30,18033
2017/12/31,18077
2018/01/01,18111
2018/01/02,18220
2018/01/03,18355
2018/01/04,18488
2018/01/05,18641
2018/01/06,18791
2018/01/07,18920
2018/01/08,19043
2018/01/09,19187
2018/01/10,19293
2018/01/11,19398
2018/01/12,19517
2018/01/13,19653
2018/01/14,19798
2018/01/15,19992
2018/01/16,20211
2018/01/17,20427
2018/01/18,20610
2018/01/19,20797
2018/01/20,20980
2018/01/21,21135
2018/01/22,21268
2018/01/23,21387
2018/01/24,21500
2018/01/25,21763
2018/01/26,22052
2018/01/27,22302
2018/01/28,22570
2018/01/29,22851
2018/01/30,22957
2018/01/31,23059
2018/02/01,23175
2018/02/02,23331
2018/02/03,23453
2018/02/04,23552
2018/02/05,23663
2018/02/06,23782
2018/02/07,23882
2018/02/08,23956
2018/02/09,24061
2018/02/10,24160
2018/02/11,24232
2018/02/12,24299
2018/02/13,24343
2018/02/14,24416
2018/02/15,24488
2018/02/16,24556
2018/02/17,24637
2018/02/18,24683
2018/02/19,24745
2018/02/20,24839
2018/02/21,24920
2018/02/22,24993
2018/02/23,25045
2018/02/24,25102
2018/02/25,25084
2018/02/26,25114
2018/02/27,25141
2018/02/28,25180
2018/03/01,25207
2018/03/02,25258
2018/03/03,25279
2018/03/04,25291
2018/03/05,25321
2018/03/06,25326
2018/03/07,25381
2018/03/08,25384
2018/03/09,25389
2018/03/10,25367
2018/03/11,25312
2018/03/12,25268
2018/03/13,25210
2018/03/14,25144
2018/03/15,25076
2018/03/16,24999
2018/03/17,24904
2018/03/18,24818
2018/03/19,24698
2018/03/20,24615
2018/03/21,24509
2018/03/22,24383
2018/03/23,24302
2018/03/24,24258
2018/03/25,24183
2018/03/26,24132
2018/03/27,24049
2018/03/28,23952
2018/03/29,23819
2018/03/30,23698
2018/03/31,23608
2018/04/01,23518
2018/04/02,23370
2018/04/03,23222
2018/04/04,23055
2018/04/05,22900
2018/04/06,22735
2018/04/07,22563
2018/04/08,22394
2018/04/09,22234
2018/04/10,22088
2018/04/11,21946
2018/04/12,21842
2018/04/13,21729
2018/04/14,21605
2018/04/15,21459
2018/04/16,21325
2018/04/17,21213
2018/04/18,21110
2018/04/19,21070
2018/04/20,21058
2018/04/21,21001
2018/04/22,20970
2018/04/23,20961
2018/04/24,20973
2018/04/25,20989
2018/04/26,20974
2018/04/27,20992
2018/04/28,20996
2018/04/29,20990
2018/04/30,20997
2018/05/01,20994
2018/05/02,20986
2018/05/03,20988
2018/05/04,21045
2018/05/05,21061
2018/05/06,21041
2018/05/07,21020
2018/05/08,21030
2018/05/09,21079
2018/05/10,21131
2018/05/11,21164
2018/05/12,21195
2018/05/13,21210
2018/05/14,21271
2018/05/15,21304
2018/05/16,21336
2018/05/17,21380
2018/05/18,21410
2018/05/19,21452
2018/05/20,21473
2018/05/21,21486
2018/05/22,21509
2018/05/23,21555
2018/05/24,21607
2018/05/25,21648
2018/05/26,21676
2018/05/27,21696
2018/05/28,21746
2018/05/29,21787
2018/05/30,21841
2018/05/31,21895
2018/06/01,21939
2018/06/02,21982
2018/06/03,22010
2018/06/04,22063
2018/06/05,22097
2018/06/06,22129
2018/06/07,22173
2018/06/08,22236
2018/06/09,22298
2018/06/10,22330
2018/06/11,22369
2018/06/12,22409
2018/06/13,22469
2018/06/14,22520
2018/06/15,22579
2018/06/16,22647
2018/06/17,22640
2018/06/18,22662
2018/06/19,22710
2018/06/20,22796
2018/06/21,22848
2018/06/22,22936
2018/06/23,22998
2018/06/24,23033
2018/06/25,23122
2018/06/26,23195
2018/06/27,23273
2018/06/28,23334
2018/06/29,23403
2018/06/30,23472
2018/07/01,23534
2018/07/02,23540
2018/07/03,23578
2018/07/04,23571
2018/07/05,23613
2018/07/06,23650
2018/07/07,23678
2018/07/08,23719
2018/07/09,23773
2018/07/10,23827
2018/07/11,23837
2018/07/12,23838
2018/07/13,23867
2018/07/14,23878
2018/07/15,23854
2018/07/16,23867
2018/07/17,23879
2018/07/18,23861
2018/07/19,23832
2018/07/20,23827
2018/07/21,23783
2018/07/22,23745
2018/07/23,23717
2018/07/24,23707
2018/07/25,23701
2018/07/26,23694
2018/07/27,23674
2018/07/28,23618
2018/07/29,23573
2018/07/30,23565
2018/07/31,23546
2018/08/01,23528
2018/08/02,23492
2018/08/03,23474
2018/08/04,23461
2018/08/05,23451
2018/08/06,23445
2018/08/07,23393
2018/08/08,23276
2018/08/09,23170
2018/08/10,23113
2018/08/11,23077
2018/08/12,23008
2018/08/13,22977
2018/08/14,22945
2018/08/15,22891
2018/08/16,22865
2018/08/17,22821
2018/08/18,22807
2018/08/19,22768
2018/08/20,22766
2018/08/21,22758
2018/08/22,22728
2018/08/23,22722
2018/08/24,22719
2018/08/25,22735
2018/08/26,22722
2018/08/27,22717
2018/08/28,22722
2018/08/29,22690
2018/08/30,22674
2018/08/31,22646
2018/09/01,22631
2018/09/02,22594
2018/09/03,22584
2018/09/04,22570
2018/09/05,22581
2018/09/06,22570
2018/09/07,22580
2018/09/08,22588
2018/09/09,22562
2018/09/10,22560
2018/09/11,22525
2018/09/12,22525
2018/09/13,22541
2018/09/14,22540
2018/09/15,22605
2018/09/16,22662
2018/09/17,22672
2018/09/18,22679
2018/09/19,22640
2018/09/20,22637
2018/09/21,22700
2018/09/22,22745
2018/09/23,22751
2018/09/24,22804
2018/09/25,22845
2018/09/26,22909
2018/09/27,22979
2018/09/28,23045
2018/09/29,23022
2018/09/30,23069
2018/10/01,23098
2018/10/02,23155
2018/10/03,23154
2018/10/04,23193
2018/10/05,23205
2018/10/06,23152
2018/10/07,23075
2018/10/08,23004
2018/10/09,22961
2018/10/10,22913
2018/10/11,22883
2018/10/12,22890
2018/10/13,22875
2018/10/14,22784
2018/10/15,22717
2018/10/16,22651
2018/10/17,22585
2018/10/18,22547
2018/10/19,22540
2018/10/20,22484
2018/10/21,22407
2018/10/22,22355
2018/10/23,22282
2018/10/24,22251
2018/10/25,22241
2018/10/26,22247
2018/10/27,22173
2018/10/28,22081
2018/10/29,22034
2018/10/30,21971
2018/10/31,21896
2018/11/01,21848
2018/11/02,21803
2018/11/03,21731
2018/11/04,21649
2018/11/05,21624
2018/11/06,21653
2018/11/07,21678
2018/11/08,21676
2018/11/09,21644
2018/11/10,21607
2018/11/11,21553
2018/11/12,21515
2018/11/13,21492
2018/11/14,21453
2018/11/15,21421
2018/11/16,21361
2018/11/17,21289
2018/11/18,21172
2018/11/19,21103
2018/11/20,21069
2018/11/21,20998
2018/11/22,20942
2018/11/23,20861
2018/11/24,20766
2018/11/25,20673
2018/11/26,20576
2018/11/27,20502
2018/11/28,20460
2018/11/29,20412
2018/11/30,20356
2018/12/01,20280
2018/12/02,20172
2018/12/03,20116
2018/12/04,20033
2018/12/05,19983
2018/12/06,19917
2018/12/07,19841
2018/12/08,19788
2018/12/09,19714
2018/12/10,19668
2018/12/11,19597
2018/12/12,19515
2018/12/13,19419
2018/12/14,19340
2018/12/15,19224
2018/12/16,19113
2018/12/17,19032
2018/12/18,19028
2018/12/19,18977
2018/12/20,18903
2018/12/21,18843
2018/12/22,18741
2018/12/23,18615
2018/12/24,18513
2018/12/25,18365
2018/12/26,18243
2018/12/27,18127
2018/12/28,18099
2018/12/29,18022
2018/12/30,17910
2018/12/31,17825
2019/01/01,17739
2019/01/02,17689
2019/01/03,17672
2019/01/04,17686
2019/01/05,17708
2019/01/06,17695
2019/01/07,17694
2019/01/08,17706
2019/01/09,17703
2019/01/10,17691
2019/01/11,17706
2019/01/12,17714
2019/01/13,17694
2019/01/14,17703
2019/01/15,17706
2019/01/16,17709
2019/01/17,17702
2019/01/18,17724
2019/01/19,17743
2019/01/20,17724
2019/01/21,17766
2019/01/22,17788
2019/01/23,17775
2019/01/24,17772
2019/01/25,17807
2019/01/26,17827
2019/01/27,17812
2019/01/28,17839
2019/01/29,17886
2019/01/30,17925
2019/01/31,17966
2019/02/01,18016
2019/02/02,18034
2019/02/03,18023
2019/02/04,17995
2019/02/05,17982
2019/02/06,17967
2019/02/07,17966
2019/02/08,17995
2019/02/09,17996
2019/02/10,17998
2019/02/11,18031
2019/02/12,18053
2019/02/13,18117
2019/02/14,18186
2019/02/15,18266
2019/02/16,18342
2019/02/17,18378
2019/02/18,18426
2019/02/19,18500
2019/02/20,18577
2019/02/21,18661
2019/02/22,18765
2019/02/23,18824
2019/02/24,18903
2019/02/25,19001
2019/02/26,19072
2019/02/27,19155
2019/02/28,19227
2019/03/01,19257
2019/03/02,19270
2019/03/03,19240
2019/03/04,19261
2019/03/05,19258
2019/03/06,19242
2019/03/07,19228
2019/03/08,19244
2019/03/09,19252
2019/03/10,19217
2019/03/11,19209
2019/03/12,19221
2019/03/13,19237
2019/03/14,19235
2019/03/15,19248
2019/03/16,19252
2019/03/17,19212
2019/03/18,19209
2019/03/19,19226
2019/03/20,19227
2019/03/21,19234
2019/03/22,19269
2019/03/23,19270
2019/03/24,19246
2019/03/25,19286
2019/03/26,19307
2019/03/27,19336
2019/03/28,19357
2019/03/29,19401
2019/03/30,19470
2019/03/31,19508
2019/04/01,19584
2019/04/02,19639
2019/04/03,19681
2019/04/04,19714
2019/04/05,19735
2019/04/06,19748
2019/04/07,19741
2019/04/08,19767
2019/04/09,19786
2019/04/10,19825
2019/04/11,19885
2019/04/12,19934
2019/04/13,19954
2019/04/14,19938
2019/04/15,19976
2019/04/16,20028
2019/04/17,20061
2019/04/18,20100
2019/04/19,20132
2019/04/20,20158
2019/04/21,20153
2019/04/22,20135
2019/04/23,20149
2019/04/24,20151
2019/04/25,20171
2019/04/26,20200
2019/04/27,20180
2019/04/28,20140
2019/04/29,20107
2019/04/30,20100
2019/05/01,20093
2019/05/02,20134
2019/05/03,20184
2019/05/04,20204
2019/05/05,20235
2019/05/06,20327
2019/05/07,20449
2019/05/08,20528
2019/05/09,20571
2019/05/10,20635
2019/05/11,20680
2019/05/12,20689
2019/05/13,20714
2019/05/14,20723
2019/05/15,20746
2019/05/16,20788
2019/05/17,20835
2019/05/18,20844
2019/05/19,20819
2019/05/20,20823
2019/05/21,20814
2019/05/22,20819
2019/05/23,20824
2019/05/24,20866
2019/05/25,20851
2019/05/26,20798
2019/05/27,20803
2019/05/28,20806
2019/05/29,20817
2019/05/30,20892
2019/05/31,20969
2019/06/01,21079
2019/06/02,21129
2019/06/03,21202
2019/06/04,21286
2019/06/05,21356
2019/06/06,21407
2019/06/07,21464
2019/06/08,21611
2019/06/09,21648
2019/06/10,21759
2019/06/11,21848
2019/06/12,21916
2019/06/13,21963
2019/06/14,22046
2019/06/15,22167
2019/06/16,22213
2019/06/17,22274
2019/06/18,22328
2019/06/19,22401
2019/06/20,22493
2019/06/21,22556
2019/06/22,22611
2019/06/23,22637
2019/06/24,22680
2019/06/25,22755
2019/06/26,22839
2019/06/27,22888
2019/06/28,22976
2019/06/29,22989
2019/06/30,22991
2019/07/01,23042
2019/07/02,23075
2019/07/03,23089
2019/07/04,23127
2019/07/05,23215
2019/07/06,23314
2019/07/07,23374
2019/07/08,23501
2019/07/09,23510
2019/07/10,23491
2019/07/11,23576
2019/07/12,23629
2019/07/13,23638
2019/07/14,23612
2019/07/15,23767
2019/07/16,23870
2019/07/17,23918
2019/07/18,23969
2019/07/19,24012
2019/07/20,23978
2019/07/21,23924
2019/07/22,23891
2019/07/23,23882
2019/07/24,23949
2019/07/25,24036
2019/07/26,24070
2019/07/27,24068
2019/07/28,24046
2019/07/29,24038
2019/07/30,24042
2019/07/31,24001
2019/08/01,24043
2019/08/02,24087
2019/08/03,24124
2019/08/04,24048
2019/08/05,23974
2019/08/06,23940
2019/08/07,23928
2019/08/08,23909
2019/08/09,23892
2019/08/10,23854
2019/08/11,23788
2019/08/12,23743
2019/08/13,23689
2019/08/14,23637
2019/08/15,23585
2019/08/16,23564
2019/08/17,23528
2019/08/18,23456
2019/08/19,23427
2019/08/20,23377
2019/08/21,23330
2019/08/22,23284
2019/08/23,23263
2019/08/24,23242
2019/08/25,23195
2019/08/26,23180
2019/08/27,23136
2019/08/28,23090
2019/08/29,23067
2019/08/30,23021
2019/08/31,22972
2019/09/01,22914
2019/09/02,22878
2019/09/03,22858
2019/09/04,22828
2019/09/05,22817
2019/09/06,22748
2019/09/07,22738
2019/09/08,22644
2019/09/09,22581
2019/09/10,22526
2019/09/11,22500
2019/09/12,22462
2019/09/13,22371
2019/09/14,22307
2019/09/15,22213
2019/09/16,22032
2019/09/17,21735
2019/09/18,21422
2019/09/19,21167
2019/09/20,20923
2019/09/21,20675
2019/09/22,20405
2019/09/23,20106
2019/09/24,19803
2019/09/25,19521
2019/09/26,19203
2019/09/27,18968
2019/09/28,18738
2019/09/29,18431
2019/09/30,18141
2019/10/01,17885
2019/10/02,17633
2019/10/03,17356
2019/10/04,17061
2019/10/05,16776
2019/10/06,16431
2019/10/07,16171
2019/10/08,15922
2019/10/09,15611
2019/10/10,15362
2019/10/11,15165
2019/10/12,14951
2019/10/13,14544
2019/10/14,14209
2019/10/15,13926
2019/10/16,13643
2019/10/17,13376
2019/10/18,13179
2019/10/19,12998
2019/10/20,12787
2019/10/21,12574
2019/10/22,12282
2019/10/23,11973
2019/10/24,11757
2019/10/25,11560
2019/10/26,11368
2019/10/27,11144
