Date,sentbyaddress30trx
2016/01/01,0.627
2016/01/02,0.64
2016/01/03,0.652
2016/01/04,0.663
2016/01/05,0.673
2016/01/06,0.683
2016/01/07,0.693
2016/01/08,0.702
2016/01/09,0.709
2016/01/10,0.719
2016/01/11,0.731
2016/01/12,0.747
2016/01/13,0.761
2016/01/14,0.771
2016/01/15,0.783
2016/01/16,0.788
2016/01/17,0.784
2016/01/18,0.777
2016/01/19,0.766
2016/01/20,0.761
2016/01/21,0.751
2016/01/22,0.738
2016/01/23,0.728
2016/01/24,0.724
2016/01/25,0.728
2016/01/26,0.74
2016/01/27,0.753
2016/01/28,0.766
2016/01/29,0.777
2016/01/30,0.787
2016/01/31,0.795
2016/02/01,0.803
2016/02/02,0.808
2016/02/03,0.811
2016/02/04,0.812
2016/02/05,0.811
2016/02/06,0.807
2016/02/07,0.804
2016/02/08,0.804
2016/02/09,0.809
2016/02/10,0.832
2016/02/11,0.869
2016/02/12,0.916
2016/02/13,0.965
2016/02/14,1.008
2016/02/15,1.047
2016/02/16,1.08
2016/02/17,1.109
2016/02/18,1.132
2016/02/19,1.149
2016/02/20,1.159
2016/02/21,1.176
2016/02/22,1.193
2016/02/23,1.207
2016/02/24,1.217
2016/02/25,1.228
2016/02/26,1.236
2016/02/27,1.242
2016/02/28,1.25
2016/02/29,1.267
2016/03/01,1.295
2016/03/02,1.333
2016/03/03,1.381
2016/03/04,1.436
2016/03/05,1.506
2016/03/06,1.58
2016/03/07,1.645
2016/03/08,1.711
2016/03/09,1.769
2016/03/10,1.826
2016/03/11,1.877
2016/03/12,1.92
2016/03/13,1.953
2016/03/14,1.978
2016/03/15,1.992
2016/03/16,1.994
2016/03/17,1.99
2016/03/18,1.984
2016/03/19,1.966
2016/03/20,1.941
2016/03/21,1.913
2016/03/22,1.878
2016/03/23,1.838
2016/03/24,1.793
2016/03/25,1.742
2016/03/26,1.686
2016/03/27,1.631
2016/03/28,1.577
2016/03/29,1.536
2016/03/30,1.505
2016/03/31,1.472
2016/04/01,1.435
2016/04/02,1.392
2016/04/03,1.346
2016/04/04,1.301
2016/04/05,1.259
2016/04/06,1.218
2016/04/07,1.177
2016/04/08,1.136
2016/04/09,1.096
2016/04/10,1.062
2016/04/11,1.027
2016/04/12,0.994
2016/04/13,0.965
2016/04/14,0.937
2016/04/15,0.906
2016/04/16,0.873
2016/04/17,0.842
2016/04/18,0.813
2016/04/19,0.785
2016/04/20,0.758
2016/04/21,0.732
2016/04/22,0.707
2016/04/23,0.683
2016/04/24,0.659
2016/04/25,0.639
2016/04/26,0.621
2016/04/27,0.606
2016/04/28,0.59
2016/04/29,0.59
2016/04/30,0.605
2016/05/01,0.626
2016/05/02,0.656
2016/05/03,0.689
2016/05/04,0.721
2016/05/05,0.751
2016/05/06,0.78
2016/05/07,0.804
2016/05/08,0.828
2016/05/09,0.851
2016/05/10,0.875
2016/05/11,0.905
2016/05/12,0.939
2016/05/13,0.985
2016/05/14,1.032
2016/05/15,1.071
2016/05/16,1.102
2016/05/17,1.128
2016/05/18,1.154
2016/05/19,1.179
2016/05/20,1.2
2016/05/21,1.212
2016/05/22,1.212
2016/05/23,1.214
2016/05/24,1.213
2016/05/25,1.209
2016/05/26,1.237
2016/05/27,1.263
2016/05/28,1.313
2016/05/29,1.347
2016/05/30,1.367
2016/05/31,1.376
2016/06/01,1.374
2016/06/02,1.359
2016/06/03,1.334
2016/06/04,1.3
2016/06/05,1.257
2016/06/06,1.21
2016/06/07,1.162
2016/06/08,1.113
2016/06/09,1.062
2016/06/10,1.011
2016/06/11,0.956
2016/06/12,0.904
2016/06/13,0.862
2016/06/14,0.828
2016/06/15,0.796
2016/06/16,0.768
2016/06/17,0.762
2016/06/18,0.766
2016/06/19,0.768
2016/06/20,0.766
2016/06/21,0.762
2016/06/22,0.759
2016/06/23,0.75
2016/06/24,0.734
2016/06/25,0.712
2016/06/26,0.683
2016/06/27,0.65
2016/06/28,0.617
2016/06/29,0.585
2016/06/30,0.551
2016/07/01,0.515
2016/07/02,0.479
2016/07/03,0.443
2016/07/04,0.41
2016/07/05,0.379
2016/07/06,0.349
2016/07/07,0.321
2016/07/08,0.294
2016/07/09,0.267
2016/07/10,0.24
2016/07/11,0.213
2016/07/12,0.188
2016/07/13,0.163
2016/07/14,0.14
2016/07/15,0.119
2016/07/16,0.096
2016/07/17,0.07
2016/07/18,0.045
2016/07/19,0.054
2016/07/20,0.068
2016/07/21,0.084
2016/07/22,0.103
2016/07/23,0.122
2016/07/24,0.155
2016/07/25,0.192
2016/07/26,0.248
2016/07/27,0.309
2016/07/28,0.367
2016/07/29,0.415
2016/07/30,0.45
2016/07/31,0.478
2016/08/01,0.499
2016/08/02,0.523
2016/08/03,0.542
2016/08/04,0.555
2016/08/05,0.558
2016/08/06,0.553
2016/08/07,0.541
2016/08/08,0.526
2016/08/09,0.512
2016/08/10,0.496
2016/08/11,0.481
2016/08/12,0.463
2016/08/13,0.438
2016/08/14,0.411
2016/08/15,0.383
2016/08/16,0.357
2016/08/17,0.33
2016/08/18,0.302
2016/08/19,0.273
2016/08/20,0.246
2016/08/21,0.219
2016/08/22,0.191
2016/08/23,0.168
2016/08/24,0.145
2016/08/25,0.127
2016/08/26,0.11
2016/08/27,0.096
2016/08/28,0.081
2016/08/29,0.069
2016/08/30,0.058
2016/08/31,0.05
2016/09/01,0.048
2016/09/02,0.047
2016/09/03,0.045
2016/09/04,0.041
2016/09/05,0.036
2016/09/06,0.03
2016/09/07,0.024
2016/09/08,0.023
2016/09/09,0.02
2016/09/10,0.016
2016/09/11,0.012
2016/09/12,0.008
2016/09/13,0.004
2016/09/14,0.002
2016/09/15,-0.001
2016/09/16,-0.001
2016/09/17,0
2016/09/18,-0.003
2016/09/19,-0.01
2016/09/20,-0.004
2016/09/21,0.009
2016/09/22,0.016
2016/09/23,0.02
2016/09/24,0.022
2016/09/25,0.022
2016/09/26,0.019
2016/09/27,0.016
2016/09/28,0.012
2016/09/29,0.01
2016/09/30,0.011
2016/10/01,0.009
2016/10/02,0.01
2016/10/03,0.01
2016/10/04,0.002
2016/10/05,-0.01
2016/10/06,-0.025
2016/10/07,-0.037
2016/10/08,-0.046
2016/10/09,-0.05
2016/10/10,-0.05
2016/10/11,-0.049
2016/10/12,-0.06
2016/10/13,-0.084
2016/10/14,-0.108
2016/10/15,-0.134
2016/10/16,-0.16
2016/10/17,-0.182
2016/10/18,-0.191
2016/10/19,-0.204
2016/10/20,-0.207
2016/10/21,-0.2
2016/10/22,-0.19
2016/10/23,-0.179
2016/10/24,-0.168
2016/10/25,-0.159
2016/10/26,-0.15
2016/10/27,-0.14
2016/10/28,-0.13
2016/10/29,-0.121
2016/10/30,-0.116
2016/10/31,-0.106
2016/11/01,-0.09
2016/11/02,-0.078
2016/11/03,-0.065
2016/11/04,-0.06
2016/11/05,-0.058
2016/11/06,-0.062
2016/11/07,-0.066
2016/11/08,-0.07
2016/11/09,-0.073
2016/11/10,-0.079
2016/11/11,-0.085
2016/11/12,-0.091
2016/11/13,-0.095
2016/11/14,-0.101
2016/11/15,-0.107
2016/11/16,-0.114
2016/11/17,-0.123
2016/11/18,-0.132
2016/11/19,-0.143
2016/11/20,-0.154
2016/11/21,-0.164
2016/11/22,-0.133
2016/11/23,-0.044
2016/11/24,0.019
2016/11/25,0.111
2016/11/26,0.175
2016/11/27,0.217
2016/11/28,0.243
2016/11/29,0.254
2016/11/30,0.255
2016/12/01,0.245
2016/12/02,0.229
2016/12/03,0.213
2016/12/04,0.198
2016/12/05,0.178
2016/12/06,0.162
2016/12/07,0.139
2016/12/08,0.111
2016/12/09,0.085
2016/12/10,0.056
2016/12/11,0.027
2016/12/12,-0.002
2016/12/13,-0.032
2016/12/14,-0.057
2016/12/15,-0.075
2016/12/16,-0.093
2016/12/17,-0.112
2016/12/18,-0.131
2016/12/19,-0.149
2016/12/20,-0.164
2016/12/21,-0.175
2016/12/22,-0.184
2016/12/23,-0.194
2016/12/24,-0.205
2016/12/25,-0.221
2016/12/26,-0.238
2016/12/27,-0.256
2016/12/28,-0.272
2016/12/29,-0.284
2016/12/30,-0.293
2016/12/31,-0.299
2017/01/01,-0.309
2017/01/02,-0.316
2017/01/03,-0.321
2017/01/04,-0.314
2017/01/05,-0.302
2017/01/06,-0.283
2017/01/07,-0.265
2017/01/08,-0.25
2017/01/09,-0.23
2017/01/10,-0.213
2017/01/11,-0.195
2017/01/12,-0.176
2017/01/13,-0.159
2017/01/14,-0.145
2017/01/15,-0.137
2017/01/16,-0.126
2017/01/17,-0.117
2017/01/18,-0.11
2017/01/19,-0.103
2017/01/20,-0.093
2017/01/21,-0.086
2017/01/22,-0.081
2017/01/23,-0.077
2017/01/24,-0.072
2017/01/25,-0.071
2017/01/26,-0.069
2017/01/27,-0.07
2017/01/28,-0.072
2017/01/29,-0.076
2017/01/30,-0.08
2017/01/31,-0.082
2017/02/01,-0.084
2017/02/02,-0.084
2017/02/03,-0.084
2017/02/04,-0.081
2017/02/05,-0.077
2017/02/06,-0.07
2017/02/07,-0.062
2017/02/08,-0.054
2017/02/09,-0.045
2017/02/10,-0.032
2017/02/11,-0.022
2017/02/12,-0.011
2017/02/13,0.006
2017/02/14,0.028
2017/02/15,0.053
2017/02/16,0.077
2017/02/17,0.099
2017/02/18,0.124
2017/02/19,0.144
2017/02/20,0.164
2017/02/21,0.183
2017/02/22,0.199
2017/02/23,0.213
2017/02/24,0.228
2017/02/25,0.241
2017/02/26,0.254
2017/02/27,0.269
2017/02/28,0.294
2017/03/01,0.327
2017/03/02,0.389
2017/03/03,0.456
2017/03/04,0.521
2017/03/05,0.581
2017/03/06,0.637
2017/03/07,0.684
2017/03/08,0.724
2017/03/09,0.764
2017/03/10,0.806
2017/03/11,0.845
2017/03/12,0.887
2017/03/13,0.947
2017/03/14,1.011
2017/03/15,1.077
2017/03/16,1.169
2017/03/17,1.278
2017/03/18,1.383
2017/03/19,1.472
2017/03/20,1.548
2017/03/21,1.611
2017/03/22,1.657
2017/03/23,1.69
2017/03/24,1.721
2017/03/25,1.744
2017/03/26,1.754
2017/03/27,1.759
2017/03/28,1.757
2017/03/29,1.748
2017/03/30,1.744
2017/03/31,1.756
2017/04/01,1.755
2017/04/02,1.75
2017/04/03,1.754
2017/04/04,1.75
2017/04/05,1.74
2017/04/06,1.733
2017/04/07,1.712
2017/04/08,1.677
2017/04/09,1.628
2017/04/10,1.574
2017/04/11,1.516
2017/04/12,1.457
2017/04/13,1.402
2017/04/14,1.345
2017/04/15,1.286
2017/04/16,1.22
2017/04/17,1.152
2017/04/18,1.088
2017/04/19,1.028
2017/04/20,0.974
2017/04/21,0.92
2017/04/22,0.864
2017/04/23,0.809
2017/04/24,0.759
2017/04/25,0.714
2017/04/26,0.673
2017/04/27,0.649
2017/04/28,0.635
2017/04/29,0.622
2017/04/30,0.615
2017/05/01,0.616
2017/05/02,0.624
2017/05/03,0.631
2017/05/04,0.645
2017/05/05,0.666
2017/05/06,0.684
2017/05/07,0.704
2017/05/08,0.736
2017/05/09,0.771
2017/05/10,0.803
2017/05/11,0.835
2017/05/12,0.862
2017/05/13,0.88
2017/05/14,0.89
2017/05/15,0.903
2017/05/16,0.917
2017/05/17,0.94
2017/05/18,0.968
2017/05/19,1.013
2017/05/20,1.053
2017/05/21,1.092
2017/05/22,1.138
2017/05/23,1.191
2017/05/24,1.252
2017/05/25,1.316
2017/05/26,1.376
2017/05/27,1.423
2017/05/28,1.456
2017/05/29,1.481
2017/05/30,1.509
2017/05/31,1.558
2017/06/01,1.614
2017/06/02,1.661
2017/06/03,1.697
2017/06/04,1.724
2017/06/05,1.749
2017/06/06,1.772
2017/06/07,1.789
2017/06/08,1.797
2017/06/09,1.806
2017/06/10,1.815
2017/06/11,1.831
2017/06/12,1.874
2017/06/13,1.927
2017/06/14,1.978
2017/06/15,2.026
2017/06/16,2.062
2017/06/17,2.088
2017/06/18,2.105
2017/06/19,2.121
2017/06/20,2.143
2017/06/21,2.167
2017/06/22,2.19
2017/06/23,2.205
2017/06/24,2.21
2017/06/25,2.199
2017/06/26,2.198
2017/06/27,2.189
2017/06/28,2.121
2017/06/29,2.057
2017/06/30,1.996
2017/07/01,1.934
2017/07/02,1.872
2017/07/03,1.82
2017/07/04,1.774
2017/07/05,1.728
2017/07/06,1.679
2017/07/07,1.639
2017/07/08,1.591
2017/07/09,1.535
2017/07/10,1.486
2017/07/11,1.439
2017/07/12,1.393
2017/07/13,1.343
2017/07/14,1.288
2017/07/15,1.231
2017/07/16,1.171
2017/07/17,1.112
2017/07/18,1.056
2017/07/19,1.006
2017/07/20,0.957
2017/07/21,0.907
2017/07/22,0.852
2017/07/23,0.809
2017/07/24,0.767
2017/07/25,0.724
2017/07/26,0.679
2017/07/27,0.634
2017/07/28,0.591
2017/07/29,0.544
2017/07/30,0.495
2017/07/31,0.457
2017/08/01,0.418
2017/08/02,0.382
2017/08/03,0.349
2017/08/04,0.32
2017/08/05,0.298
2017/08/06,0.278
2017/08/07,0.264
2017/08/08,0.26
2017/08/09,0.262
2017/08/10,0.272
2017/08/11,0.291
2017/08/12,0.313
2017/08/13,0.333
2017/08/14,0.364
2017/08/15,0.402
2017/08/16,0.446
2017/08/17,0.494
2017/08/18,0.549
2017/08/19,0.597
2017/08/20,0.634
2017/08/21,0.671
2017/08/22,0.704
2017/08/23,0.735
2017/08/24,0.759
2017/08/25,0.779
2017/08/26,0.786
2017/08/27,0.784
2017/08/28,0.78
2017/08/29,0.78
2017/08/30,0.784
2017/08/31,0.792
2017/09/01,0.801
2017/09/02,0.803
2017/09/03,0.796
2017/09/04,0.798
2017/09/05,0.806
2017/09/06,0.819
2017/09/07,0.831
2017/09/08,0.842
2017/09/09,0.847
2017/09/10,0.84
2017/09/11,0.831
2017/09/12,0.827
2017/09/13,0.822
2017/09/14,0.82
2017/09/15,0.823
2017/09/16,0.817
2017/09/17,0.797
2017/09/18,0.774
2017/09/19,0.749
2017/09/20,0.722
2017/09/21,0.691
2017/09/22,0.652
2017/09/23,0.609
2017/09/24,0.565
2017/09/25,0.522
2017/09/26,0.479
2017/09/27,0.436
2017/09/28,0.397
2017/09/29,0.361
2017/09/30,0.326
2017/10/01,0.288
2017/10/02,0.251
2017/10/03,0.217
2017/10/04,0.184
2017/10/05,0.152
2017/10/06,0.122
2017/10/07,0.093
2017/10/08,0.064
2017/10/09,0.037
2017/10/10,0.018
2017/10/11,0.005
2017/10/12,-0.003
2017/10/13,-0.003
2017/10/14,-0.002
2017/10/15,-0.005
2017/10/16,-0.009
2017/10/17,-0.002
2017/10/18,0.007
2017/10/19,0.014
2017/10/20,0.024
2017/10/21,0.036
2017/10/22,0.057
2017/10/23,0.077
2017/10/24,0.097
2017/10/25,0.113
2017/10/26,0.125
2017/10/27,0.107
2017/10/28,0.064
2017/10/29,0.001
2017/10/30,-0.077
2017/10/31,-0.168
2017/11/01,-0.229
2017/11/02,-0.261
2017/11/03,-0.278
2017/11/04,-0.288
2017/11/05,-0.294
2017/11/06,-0.291
2017/11/07,-0.281
2017/11/08,-0.26
2017/11/09,-0.231
2017/11/10,-0.198
2017/11/11,-0.166
2017/11/12,-0.129
2017/11/13,-0.092
2017/11/14,-0.049
2017/11/15,0.001
2017/11/16,0.054
2017/11/17,0.109
2017/11/18,0.161
2017/11/19,0.209
2017/11/20,0.256
2017/11/21,0.306
2017/11/22,0.358
2017/11/23,0.408
2017/11/24,0.457
2017/11/25,0.502
2017/11/26,0.545
2017/11/27,0.595
2017/11/28,0.65
2017/11/29,0.712
2017/11/30,0.774
2017/12/01,0.827
2017/12/02,0.875
2017/12/03,0.924
2017/12/04,0.972
2017/12/05,1.019
2017/12/06,1.076
2017/12/07,1.122
2017/12/08,1.168
2017/12/09,1.213
2017/12/10,1.254
2017/12/11,1.298
2017/12/12,1.355
2017/12/13,1.42
2017/12/14,1.493
2017/12/15,1.565
2017/12/16,1.63
2017/12/17,1.686
2017/12/18,1.739
2017/12/19,1.797
2017/12/20,1.855
2017/12/21,1.914
2017/12/22,1.981
2017/12/23,2.033
2017/12/24,2.056
2017/12/25,2.056
2017/12/26,2.044
2017/12/27,2.027
2017/12/28,2.005
2017/12/29,1.994
2017/12/30,1.994
2017/12/31,1.984
2018/01/01,1.967
2018/01/02,1.96
2018/01/03,1.96
2018/01/04,1.971
2018/01/05,1.985
2018/01/06,1.997
2018/01/07,2.006
2018/01/08,2.011
2018/01/09,2.022
2018/01/10,2.027
2018/01/11,2.029
2018/01/12,2.022
2018/01/13,2.013
2018/01/14,1.997
2018/01/15,1.984
2018/01/16,1.975
2018/01/17,1.967
2018/01/18,1.957
2018/01/19,1.931
2018/01/20,1.886
2018/01/21,1.845
2018/01/22,1.793
2018/01/23,1.731
2018/01/24,1.66
2018/01/25,1.577
2018/01/26,1.495
2018/01/27,1.408
2018/01/28,1.319
2018/01/29,1.232
2018/01/30,1.147
2018/01/31,1.063
2018/02/01,0.985
2018/02/02,0.914
2018/02/03,0.84
2018/02/04,0.768
2018/02/05,0.698
2018/02/06,0.632
2018/02/07,0.568
2018/02/08,0.5
2018/02/09,0.434
2018/02/10,0.37
2018/02/11,0.309
2018/02/12,0.251
2018/02/13,0.193
2018/02/14,0.138
2018/02/15,0.086
2018/02/16,0.033
2018/02/17,-0.021
2018/02/18,-0.073
2018/02/19,-0.122
2018/02/20,-0.165
2018/02/21,-0.205
2018/02/22,-0.243
2018/02/23,-0.281
2018/02/24,-0.321
2018/02/25,-0.361
2018/02/26,-0.397
2018/02/27,-0.43
2018/02/28,-0.459
2018/03/01,-0.486
2018/03/02,-0.51
2018/03/03,-0.535
2018/03/04,-0.562
2018/03/05,-0.585
2018/03/06,-0.604
2018/03/07,-0.608
2018/03/08,-0.613
2018/03/09,-0.618
2018/03/10,-0.626
2018/03/11,-0.637
2018/03/12,-0.65
2018/03/13,-0.661
2018/03/14,-0.667
2018/03/15,-0.672
2018/03/16,-0.679
2018/03/17,-0.688
2018/03/18,-0.697
2018/03/19,-0.702
2018/03/20,-0.707
2018/03/21,-0.709
2018/03/22,-0.712
2018/03/23,-0.706
2018/03/24,-0.698
2018/03/25,-0.696
2018/03/26,-0.694
2018/03/27,-0.693
2018/03/28,-0.696
2018/03/29,-0.697
2018/03/30,-0.697
2018/03/31,-0.699
2018/04/01,-0.705
2018/04/02,-0.711
2018/04/03,-0.715
2018/04/04,-0.718
2018/04/05,-0.716
2018/04/06,-0.712
2018/04/07,-0.71
2018/04/08,-0.706
2018/04/09,-0.701
2018/04/10,-0.695
2018/04/11,-0.688
2018/04/12,-0.675
2018/04/13,-0.658
2018/04/14,-0.642
2018/04/15,-0.627
2018/04/16,-0.611
2018/04/17,-0.595
2018/04/18,-0.578
2018/04/19,-0.557
2018/04/20,-0.531
2018/04/21,-0.503
2018/04/22,-0.469
2018/04/23,-0.428
2018/04/24,-0.383
2018/04/25,-0.338
2018/04/26,-0.294
2018/04/27,-0.254
2018/04/28,-0.218
2018/04/29,-0.186
2018/04/30,-0.156
2018/05/01,-0.131
2018/05/02,-0.105
2018/05/03,-0.074
2018/05/04,-0.007
2018/05/05,0.058
2018/05/06,0.114
2018/05/07,0.166
2018/05/08,0.216
2018/05/09,0.261
2018/05/10,0.303
2018/05/11,0.339
2018/05/12,0.371
2018/05/13,0.395
2018/05/14,0.416
2018/05/15,0.436
2018/05/16,0.455
2018/05/17,0.475
2018/05/18,0.494
2018/05/19,0.515
2018/05/20,0.532
2018/05/21,0.544
2018/05/22,0.559
2018/05/23,0.572
2018/05/24,0.582
2018/05/25,0.589
2018/05/26,0.593
2018/05/27,0.595
2018/05/28,0.598
2018/05/29,0.601
2018/05/30,0.601
2018/05/31,0.602
2018/06/01,0.596
2018/06/02,0.591
2018/06/03,0.584
2018/06/04,0.575
2018/06/05,0.562
2018/06/06,0.545
2018/06/07,0.528
2018/06/08,0.508
2018/06/09,0.49
2018/06/10,0.474
2018/06/11,0.458
2018/06/12,0.437
2018/06/13,0.414
2018/06/14,0.388
2018/06/15,0.364
2018/06/16,0.336
2018/06/17,0.305
2018/06/18,0.273
2018/06/19,0.244
2018/06/20,0.221
2018/06/21,0.201
2018/06/22,0.186
2018/06/23,0.168
2018/06/24,0.15
2018/06/25,0.147
2018/06/26,0.144
2018/06/27,0.14
2018/06/28,0.135
2018/06/29,0.131
2018/06/30,0.115
2018/07/01,0.085
2018/07/02,0.045
2018/07/03,0
2018/07/04,-0.051
2018/07/05,-0.102
2018/07/06,-0.158
2018/07/07,-0.215
2018/07/08,-0.268
2018/07/09,-0.317
2018/07/10,-0.361
2018/07/11,-0.4
2018/07/12,-0.439
2018/07/13,-0.478
2018/07/14,-0.517
2018/07/15,-0.556
2018/07/16,-0.585
2018/07/17,-0.604
2018/07/18,-0.607
2018/07/19,-0.602
2018/07/20,-0.593
2018/07/21,-0.585
2018/07/22,-0.573
2018/07/23,-0.55
2018/07/24,-0.517
2018/07/25,-0.476
2018/07/26,-0.433
2018/07/27,-0.386
2018/07/28,-0.343
2018/07/29,-0.301
2018/07/30,-0.26
2018/07/31,-0.221
2018/08/01,-0.182
2018/08/02,-0.144
2018/08/03,-0.105
2018/08/04,-0.07
2018/08/05,-0.042
2018/08/06,-0.016
2018/08/07,0.003
2018/08/08,0.015
2018/08/09,0.017
2018/08/10,0.016
2018/08/11,0.016
2018/08/12,0.017
2018/08/13,0.019
2018/08/14,0.021
2018/08/15,0.022
2018/08/16,0.025
