Date,sentinusd3smaUSD
2016/07/25,113321707
2016/07/26,189623270
2016/07/27,185016388
2016/07/28,173867811
2016/07/29,107500662
2016/07/30,70848621
2016/07/31,53126193
2016/08/01,51554571
2016/08/02,70209536
2016/08/03,83515523
2016/08/04,75658618
2016/08/05,56421975
2016/08/06,34895337
2016/08/07,29379410
2016/08/08,21858315
2016/08/09,27718454
2016/08/10,39658799
2016/08/11,47261122
2016/08/12,43975756
2016/08/13,32170819
2016/08/14,22949874
2016/08/15,19246145
2016/08/16,14948477
2016/08/17,15259499
2016/08/18,14223134
2016/08/19,14429976
2016/08/20,13698795
2016/08/21,22528283
2016/08/22,27196599
2016/08/23,38003841
2016/08/24,28564045
2016/08/25,23666910
2016/08/26,14509074
2016/08/27,14427449
2016/08/28,14036917
2016/08/29,11016071
2016/08/30,10589884
2016/08/31,11665520
2016/09/01,15344296
2016/09/02,19222094
2016/09/03,20054553
2016/09/04,17789509
2016/09/05,13903836
2016/09/06,12671506
2016/09/07,10305009
2016/09/08,12923299
2016/09/09,11866601
2016/09/10,11066007
2016/09/11,8624964
2016/09/12,9601311
2016/09/13,10824645
2016/09/14,10472378
2016/09/15,9291897
2016/09/16,14701299
2016/09/17,15068695
2016/09/18,19269982
2016/09/19,13993966
2016/09/20,27443671
2016/09/21,39378926
2016/09/22,43673293
2016/09/23,35936131
2016/09/24,23144284
2016/09/25,25658017
2016/09/26,22824752
2016/09/27,21937429
2016/09/28,22190920
2016/09/29,25191582
2016/09/30,24271208
2016/10/01,16851402
2016/10/02,15510716
2016/10/03,14199564
2016/10/04,13725845
2016/10/05,10403129
2016/10/06,11706702
2016/10/07,12537061
2016/10/08,12256660
2016/10/09,18775379
2016/10/10,24999271
2016/10/11,29848231
2016/10/12,29685418
2016/10/13,23558241
2016/10/14,24887002
2016/10/15,19116355
2016/10/16,21423687
2016/10/17,18222787
2016/10/18,25521170
2016/10/19,23490560
2016/10/20,19139963
2016/10/21,9749752
2016/10/22,7433570
2016/10/23,6237723
2016/10/24,6339977
2016/10/25,8567919
2016/10/26,10411076
2016/10/27,11337629
2016/10/28,12868769
2016/10/29,15927040
2016/10/30,21014491
2016/10/31,19852638
2016/11/01,23504397
2016/11/02,30522417
2016/11/03,62070268
2016/11/04,56163909
2016/11/05,43721298
2016/11/06,9444358
2016/11/07,7393452
2016/11/08,6648407
2016/11/09,11955210
2016/11/10,13224405
2016/11/11,23823198
2016/11/12,20819805
2016/11/13,21475076
2016/11/14,10220597
2016/11/15,9499084
2016/11/16,8907708
2016/11/17,17800767
2016/11/18,17822418
2016/11/19,16921169
2016/11/20,8284159
2016/11/21,6904567
2016/11/22,12668594
2016/11/23,18601108
2016/11/24,19146715
2016/11/25,15375667
2016/11/26,9592141
2016/11/27,9092355
2016/11/28,6676838
2016/11/29,8094781
2016/11/30,9263297
2016/12/01,9857442
2016/12/02,15036182
2016/12/03,24370582
2016/12/04,25761713
2016/12/05,25751362
2016/12/06,27338298
2016/12/07,29323885
2016/12/08,27626325
2016/12/09,20414127
2016/12/10,18006590
2016/12/11,16233433
2016/12/12,12155408
2016/12/13,11350163
2016/12/14,8982401
2016/12/15,11654626
2016/12/16,12258987
2016/12/17,17218688
2016/12/18,17227265
2016/12/19,17084692
2016/12/20,12717548
2016/12/21,12436409
2016/12/22,17330889
2016/12/23,29071604
2016/12/24,29395126
2016/12/25,23486957
2016/12/26,10215433
2016/12/27,7919374
2016/12/28,12324017
2016/12/29,22715718
2016/12/30,28334525
2016/12/31,38338748
2017/01/01,30940681
2017/01/02,29733655
2017/01/03,27666865
2017/01/04,50042972
2017/01/05,70486052
2017/01/06,80349340
2017/01/07,67327644
2017/01/08,47420719
2017/01/09,38011491
2017/01/10,39574262
2017/01/11,46684783
2017/01/12,45766028
2017/01/13,37828641
2017/01/14,25392407
2017/01/15,12871875
2017/01/16,7476726
2017/01/17,9652394
2017/01/18,10715951
2017/01/19,11559128
2017/01/20,15835609
2017/01/21,16251651
2017/01/22,16350835
2017/01/23,10040611
2017/01/24,9451364
2017/01/25,9242039
2017/01/26,9838462
2017/01/27,10622108
2017/01/28,9410138
2017/01/29,8700921
2017/01/30,7558571
2017/01/31,9961410
2017/02/01,11425417
2017/02/02,13351616
2017/02/03,14712628
2017/02/04,16829641
2017/02/05,15250864
2017/02/06,14524021
2017/02/07,12742373
2017/02/08,14470793
2017/02/09,14278977
2017/02/10,15475678
2017/02/11,14481576
2017/02/12,14100839
2017/02/13,12600325
2017/02/14,23349360
2017/02/15,36676746
2017/02/16,42270403
2017/02/17,38974127
2017/02/18,31180694
2017/02/19,31013342
2017/02/20,30439304
2017/02/21,36227354
2017/02/22,37627138
2017/02/23,38284752
2017/02/24,44634233
2017/02/25,47437315
2017/02/26,53995680
2017/02/27,76390573
2017/02/28,121360261
2017/03/01,166227077
2017/03/02,225979578
2017/03/03,275167636
2017/03/04,281787067
2017/03/05,234906574
2017/03/06,226070072
2017/03/07,223055999
2017/03/08,232751598
2017/03/09,218862202
2017/03/10,234591649
2017/03/11,272301353
2017/03/12,365955730
2017/03/13,454664840
2017/03/14,424331005
2017/03/15,324228839
2017/03/16,578322993
2017/03/17,750129107
2017/03/18,977646264
2017/03/19,621651104
2017/03/20,470732746
2017/03/21,352090513
2017/03/22,440790140
2017/03/23,506551040
2017/03/24,563883836
2017/03/25,610621807
2017/03/26,611069838
2017/03/27,551152407
2017/03/28,530093049
2017/03/29,599620470
2017/03/30,717988487
2017/03/31,780698523
2017/04/01,711134127
2017/04/02,659396297
2017/04/03,672479509
2017/04/04,633280118
2017/04/05,567723319
2017/04/06,563954172
2017/04/07,515214347
2017/04/08,429017694
2017/04/09,273016291
2017/04/10,323722576
2017/04/11,348095327
2017/04/12,366243274
2017/04/13,336979599
2017/04/14,326739650
2017/04/15,266511380
2017/04/16,200499683
2017/04/17,124643761
2017/04/18,208353977
2017/04/19,342066839
2017/04/20,483295283
2017/04/21,470175171
2017/04/22,420519022
2017/04/23,354593890
2017/04/24,370233194
2017/04/25,388400644
2017/04/26,468036016
2017/04/27,618139540
2017/04/28,807936477
2017/04/29,941897121
2017/04/30,1037191722
2017/05/01,1358480282
2017/05/02,1549909541
2017/05/03,1743290534
2017/05/04,1750352185
2017/05/05,1947157104
2017/05/06,1834272430
2017/05/07,1798419056
2017/05/08,1656987344
2017/05/09,1731800553
2017/05/10,1658240322
2017/05/11,1745995057
2017/05/12,1733676639
2017/05/13,1576528532
2017/05/14,1281976483
2017/05/15,1257534567
2017/05/16,1513975806
2017/05/17,1554248986
2017/05/18,1337683064
2017/05/19,1257413270
2017/05/20,1250880990
2017/05/21,1530893476
2017/05/22,2398724357
2017/05/23,2878461165
2017/05/24,3280005747
2017/05/25,2797815483
2017/05/26,2890786893
2017/05/27,2516957486
2017/05/28,2125642771
2017/05/29,1766503977
2017/05/30,1996495060
2017/05/31,3180541375
2017/06/01,3805053993
2017/06/02,4186665402
2017/06/03,3587114304
2017/06/04,3445599786
2017/06/05,3636201920
2017/06/06,4235371143
2017/06/07,4690090083
2017/06/08,4612866172
2017/06/09,4299221147
2017/06/10,3863873291
2017/06/11,3917345677
2017/06/12,5701300592
2017/06/13,7330854919
2017/06/14,7609588558
2017/06/15,6656099640
2017/06/16,6030843752
2017/06/17,5599823053
2017/06/18,4493026686
2017/06/19,3695259708
2017/06/20,4213450999
2017/06/21,3706908281
2017/06/22,3293864570
2017/06/23,2661482915
2017/06/24,3230098633
2017/06/25,2721829278
2017/06/26,2531486890
2017/06/27,2274014836
2017/06/28,2888884531
2017/06/29,3108031924
2017/06/30,3125616511
2017/07/01,2915975459
2017/07/02,2406525209
2017/07/03,3728368051
2017/07/04,4775303638
2017/07/05,4764069669
2017/07/06,3210554299
2017/07/07,2128522875
2017/07/08,2112353232
2017/07/09,1653464328
2017/07/10,1686900635
2017/07/11,1924070507
2017/07/12,2517379611
2017/07/13,3223499274
2017/07/14,4027421830
2017/07/15,4662325303
2017/07/16,4483252430
2017/07/17,4149996863
2017/07/18,4418119635
2017/07/19,4806311023
2017/07/20,4984860780
2017/07/21,4771785319
2017/07/22,3391634719
2017/07/23,2429449691
2017/07/24,2439678929
2017/07/25,3725932418
2017/07/26,4465470945
2017/07/27,4312972815
2017/07/28,4292463429
2017/07/29,4412836149
2017/07/30,3934238485
2017/07/31,2900057415
2017/08/01,2203916869
2017/08/02,1924294215
2017/08/03,1913145128
2017/08/04,1803161398
2017/08/05,1864768872
2017/08/06,2056575436
2017/08/07,2344155358
2017/08/08,2646034549
2017/08/09,3000096567
2017/08/10,4460363158
2017/08/11,8105547778
2017/08/12,9891370912
2017/08/13,10559372636
2017/08/14,8313179854
2017/08/15,7278755012
2017/08/16,5792073829
2017/08/17,4904403926
2017/08/18,4610128831
2017/08/19,4245127478
2017/08/20,3694625195
2017/08/21,3454388171
2017/08/22,3491835920
2017/08/23,3892702675
2017/08/24,3839634567
2017/08/25,3801426827
2017/08/26,3004051563
2017/08/27,3930296925
2017/08/28,6006668707
2017/08/29,7947525026
2017/08/30,10270324217
2017/08/31,9177550895
2017/09/01,8677518982
2017/09/02,5803869361
2017/09/03,4913093826
2017/09/04,4599848924
2017/09/05,4546853591
2017/09/06,5106613197
2017/09/07,4658586572
2017/09/08,4477607793
2017/09/09,4672687292
2017/09/10,5073007661
2017/09/11,5141222620
2017/09/12,4678061911
2017/09/13,3900248756
2017/09/14,3683075958
2017/09/15,3556927981
2017/09/16,3520960065
2017/09/17,3258588245
2017/09/18,3625164660
2017/09/19,4181933993
2017/09/20,4094901296
2017/09/21,3178962958
2017/09/22,2500564911
2017/09/23,2269621587
2017/09/24,2038798279
2017/09/25,2109002293
2017/09/26,2256716431
2017/09/27,2528126416
2017/09/28,2698781025
2017/09/29,2665486165
2017/09/30,2413776187
2017/10/01,1887740038
2017/10/02,1791695897
2017/10/03,3349417611
2017/10/04,4359034436
2017/10/05,4574870038
2017/10/06,3315829851
2017/10/07,2627862687
2017/10/08,2591857851
2017/10/09,2688067941
2017/10/10,3020303780
2017/10/11,3124950217
2017/10/12,3195885528
2017/10/13,3603483101
2017/10/14,3757237258
2017/10/15,3668444395
2017/10/16,2997222825
2017/10/17,3057567859
2017/10/18,3520113705
2017/10/19,3956333575
2017/10/20,3916892058
2017/10/21,3471422611
2017/10/22,3109298966
2017/10/23,3166037855
2017/10/24,3399349146
2017/10/25,3488892648
2017/10/26,3233564538
2017/10/27,1964679087
2017/10/28,962180580
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,1386814001
2017/11/02,2877457726
2017/11/03,4116242862
2017/11/04,3572847479
2017/11/05,2870363935
2017/11/06,2590414832
2017/11/07,2534052531
2017/11/08,2882017791
2017/11/09,3878694821
2017/11/10,4492894511
2017/11/11,4639493844
2017/11/12,4456527900
2017/11/13,4232993695
2017/11/14,4143260005
2017/11/15,4232139330
2017/11/16,4732290014
2017/11/17,5248612436
2017/11/18,4811072810
2017/11/19,4632006515
2017/11/20,4944081283
2017/11/21,5514389009
2017/11/22,6051165531
2017/11/23,6173623565
2017/11/24,6156473480
2017/11/25,6636589284
2017/11/26,6883734381
2017/11/27,8035999757
2017/11/28,9323289498
2017/11/29,11268114396
2017/11/30,11877673761
2017/12/01,11225655886
2017/12/02,10356103503
2017/12/03,9926906869
2017/12/04,9959847932
2017/12/05,8009235030
2017/12/06,6787551089
2017/12/07,5153302022
2017/12/08,4996315422
2017/12/09,3959774498
2017/12/10,3362183424
2017/12/11,3023268709
2017/12/12,4402594531
2017/12/13,5811035678
2017/12/14,7667336720
2017/12/15,7491866817
2017/12/16,7051039294
2017/12/17,6103692847
2017/12/18,5974291630
2017/12/19,7148462829
2017/12/20,8683615924
2017/12/21,10131038056
2017/12/22,10305940616
2017/12/23,9155983190
2017/12/24,7223249212
2017/12/25,5451912558
2017/12/26,5338091481
2017/12/27,6236453016
2017/12/28,7720626964
2017/12/29,9137265781
2017/12/30,10433197783
2017/12/31,9629047454
2018/01/01,8078285523
2018/01/02,8209838396
2018/01/03,10169750024
2018/01/04,14522821015
2018/01/05,16612047309
2018/01/06,17596230617
2018/01/07,15610228226
2018/01/08,15382911198
2018/01/09,16807729429
2018/01/10,20031967739
2018/01/11,20656001164
2018/01/12,19268657547
2018/01/13,15937657790
2018/01/14,20678244203
2018/01/15,20724732770
2018/01/16,22178619414
2018/01/17,16085498433
2018/01/18,15686054074
2018/01/19,13105278615
2018/01/20,10932720616
2018/01/21,8827737200
2018/01/22,8694294775
2018/01/23,8595773027
2018/01/24,8811990957
2018/01/25,7211869131
2018/01/26,7868075357
2018/01/27,7267204704
2018/01/28,8702799034
2018/01/29,8380468274
2018/01/30,9293597279
2018/01/31,9407107669
2018/02/01,9315866667
2018/02/02,9537825266
2018/02/03,8512341470
2018/02/04,6979577633
2018/02/05,5394642078
2018/02/06,5423874182
2018/02/07,5758711369
2018/02/08,4884085584
2018/02/09,4295558653
2018/02/10,4101755073
2018/02/11,4209789784
2018/02/12,4111408496
2018/02/13,4251610929
2018/02/14,4594967700
2018/02/15,4973550979
2018/02/16,4510048746
2018/02/17,4416421383
2018/02/18,4016375027
2018/02/19,3856772918
2018/02/20,3902284722
2018/02/21,3854238924
2018/02/22,4228480305
2018/02/23,3723736722
2018/02/24,3280347580
2018/02/25,2236442172
2018/02/26,2054286657
2018/02/27,1690265128
2018/02/28,1618950940
2018/03/01,1403096105
2018/03/02,1397306250
2018/03/03,1240948502
2018/03/04,1055655694
2018/03/05,1061389538
2018/03/06,1305786159
2018/03/07,1517673651
2018/03/08,1476355956
2018/03/09,1348573985
2018/03/10,1105472727
2018/03/11,947092047
2018/03/12,888032854
2018/03/13,1244666294
2018/03/14,1415190626
2018/03/15,1436041272
2018/03/16,1085460243
2018/03/17,901078179
2018/03/18,1008781415
2018/03/19,1146058961
2018/03/20,1251913097
2018/03/21,1104423370
2018/03/22,968350374
2018/03/23,974473427
2018/03/24,851334316
2018/03/25,740931725
2018/03/26,713311157
2018/03/27,882657465
2018/03/28,1080678847
2018/03/29,1111370189
2018/03/30,1025814628
2018/03/31,856521684
2018/04/01,662056448
2018/04/02,548597240
2018/04/03,571389248
2018/04/04,614712797
2018/04/05,593151545
2018/04/06,532483249
2018/04/07,440430814
2018/04/08,441368138
2018/04/09,487785906
2018/04/10,544929956
2018/04/11,588181417
2018/04/12,718343484
2018/04/13,922442718
2018/04/14,876610145
2018/04/15,739449705
2018/04/16,603787355
2018/04/17,688986254
2018/04/18,786214102
2018/04/19,876465938
2018/04/20,1053625790
2018/04/21,1095858223
2018/04/22,1028653649
2018/04/23,1263638648
2018/04/24,1546064785
2018/04/25,1826208583
2018/04/26,1593535288
2018/04/27,1435541181
2018/04/28,1298920457
2018/04/29,1251136582
2018/04/30,1242496612
2018/05/01,1250636152
2018/05/02,1476245310
2018/05/03,1720204478
2018/05/04,1982199081
2018/05/05,1846508966
2018/05/06,1547879169
2018/05/07,1605161344
2018/05/08,1664558086
2018/05/09,1811514060
2018/05/10,1619142643
2018/05/11,1603258441
2018/05/12,1412021645
2018/05/13,1150070489
2018/05/14,1158173484
2018/05/15,1275256085
2018/05/16,1388863037
2018/05/17,1267004161
2018/05/18,1166754517
2018/05/19,1057410786
2018/05/20,960148828
2018/05/21,975023753
2018/05/22,1195269924
2018/05/23,1455647084
2018/05/24,1479656619
2018/05/25,1337583249
2018/05/26,1040347727
2018/05/27,1004348415
2018/05/28,1135674399
2018/05/29,1277069900
2018/05/30,1306011124
2018/05/31,1248014845
2018/06/01,1318609900
2018/06/02,1166005054
2018/06/03,960627181
2018/06/04,892173173
2018/06/05,1047869043
2018/06/06,1271816465
2018/06/07,1299909613
2018/06/08,1355240566
2018/06/09,1143130018
2018/06/10,1042105579
2018/06/11,959050996
2018/06/12,1236057178
2018/06/13,1559017459
2018/06/14,1845438698
2018/06/15,1927972716
2018/06/16,1536901089
2018/06/17,1064832544
2018/06/18,731125324
2018/06/19,805135979
2018/06/20,973030323
2018/06/21,1037831344
2018/06/22,1090095118
2018/06/23,926774108
2018/06/24,895293248
2018/06/25,870246173
2018/06/26,959653597
2018/06/27,940411041
2018/06/28,834056970
2018/06/29,844313171
2018/06/30,750389982
2018/07/01,640200866
2018/07/02,556769533
2018/07/03,654507772
2018/07/04,744750105
2018/07/05,785274574
2018/07/06,750051920
2018/07/07,682953487
2018/07/08,630177357
2018/07/09,661960883
2018/07/10,773616747
2018/07/11,775790629
2018/07/12,684070953
2018/07/13,578856214
2018/07/14,504853287
2018/07/15,433003502
2018/07/16,519420222
2018/07/17,671870427
2018/07/18,892094421
2018/07/19,886593755
2018/07/20,870045076
2018/07/21,699447054
2018/07/22,597527363
2018/07/23,577774243
2018/07/24,680642380
2018/07/25,761943674
2018/07/26,708315571
2018/07/27,649174155
2018/07/28,531815651
2018/07/29,454282627
2018/07/30,482581225
2018/07/31,776214360
2018/08/01,869756006
2018/08/02,853291759
2018/08/03,616586735
2018/08/04,535344379
2018/08/05,434168574
2018/08/06,420245972
2018/08/07,474108126
2018/08/08,605167248
2018/08/09,631216093
2018/08/10,662824305
2018/08/11,586876962
2018/08/12,502328984
2018/08/13,542148775
2018/08/14,642464274
2018/08/15,757179281
2018/08/16,649057992
2018/08/17,559121645
2018/08/18,448077609
2018/08/19,377061878
2018/08/20,331802945
2018/08/21,355737911
2018/08/22,440817490
2018/08/23,432996519
2018/08/24,428806028
2018/08/25,366429052
2018/08/26,322368179
2018/08/27,339257002
2018/08/28,378306218
2018/08/29,441260234
2018/08/30,427021620
2018/08/31,428413000
2018/09/01,389196177
2018/09/02,344540471
2018/09/03,377093885
2018/09/04,544688833
2018/09/05,673440784
2018/09/06,729312775
2018/09/07,639408168
2018/09/08,570412161
2018/09/09,484504900
2018/09/10,455043157
2018/09/11,463504144
2018/09/12,541988339
2018/09/13,534508793
2018/09/14,527967667
2018/09/15,410843225
2018/09/16,345289004
2018/09/17,331607568
2018/09/18,349941718
2018/09/19,369593903
2018/09/20,364353005
2018/09/21,464345756
2018/09/22,482126739
2018/09/23,461767218
2018/09/24,387399152
2018/09/25,395927884
2018/09/26,415711155
2018/09/27,388344137
2018/09/28,381278070
2018/09/29,356860808
2018/09/30,340181418
2018/10/01,309080825
2018/10/02,284867275
2018/10/03,297477741
2018/10/04,320386276
2018/10/05,347014125
2018/10/06,311140492
2018/10/07,264849604
2018/10/08,278124499
2018/10/09,304871040
2018/10/10,343875665
2018/10/11,428849608
2018/10/12,452676637
2018/10/13,420054530
2018/10/14,289040216
2018/10/15,390878834
2018/10/16,469497477
2018/10/17,527302977
2018/10/18,456125419
2018/10/19,412005468
2018/10/20,375468443
2018/10/21,348781187
2018/10/22,344286323
2018/10/23,361833959
2018/10/24,337782989
2018/10/25,377942101
2018/10/26,378710114
2018/10/27,334186909
2018/10/28,253821257
2018/10/29,269543685
2018/10/30,311325663
2018/10/31,356756983
2018/11/01,331157641
2018/11/02,347869835
2018/11/03,306362072
2018/11/04,303009332
2018/11/05,341316730
2018/11/06,400979957
2018/11/07,453213366
2018/11/08,412880394
2018/11/09,397039619
2018/11/10,319598773
2018/11/11,274619134
2018/11/12,289586148
2018/11/13,330129580
2018/11/14,448009725
2018/11/15,504831238
2018/11/16,518954387
2018/11/17,403489303
2018/11/18,327010250
2018/11/19,452329850
2018/11/20,634212203
2018/11/21,693553585
2018/11/22,552483444
2018/11/23,414587629
2018/11/24,336239460
2018/11/25,364774813
2018/11/26,368410080
2018/11/27,376937514
2018/11/28,362788780
2018/11/29,377932307
2018/11/30,945323391
2018/12/01,1415396995
2018/12/02,1326709993
2018/12/03,742708345
2018/12/04,224625810
2018/12/05,272483886
2018/12/06,314611106
2018/12/07,374188344
2018/12/08,353371006
2018/12/09,300489998
2018/12/10,234494642
2018/12/11,229059517
2018/12/12,225463329
2018/12/13,237558089
2018/12/14,238001786
2018/12/15,218678883
2018/12/16,180709621
2018/12/17,207283893
2018/12/18,258769037
2018/12/19,358390862
2018/12/20,414832836
2018/12/21,483717960
2018/12/22,411149588
2018/12/23,379190040
2018/12/24,400338920
2018/12/25,426437145
2018/12/26,391921879
2018/12/27,316964733
2018/12/28,336165423
2018/12/29,417369624
2018/12/30,374350017
2018/12/31,346266067
2019/01/01,246660817
2019/01/02,308394006
2019/01/03,339272080
2019/01/04,458422528
2019/01/05,543154786
2019/01/06,541311822
2019/01/07,482029214
2019/01/08,378607195
2019/01/09,365022884
2019/01/10,373424924
2019/01/11,420446742
2019/01/12,371829408
2019/01/13,300137894
2019/01/14,275841283
2019/01/15,314378099
2019/01/16,350418407
2019/01/17,297381563
2019/01/18,267832807
2019/01/19,219632826
2019/01/20,201549130
2019/01/21,201661851
2019/01/22,213763417
2019/01/23,222188489
2019/01/24,242867082
2019/01/25,247007723
2019/01/26,219154746
2019/01/27,198234845
2019/01/28,237467481
2019/01/29,267375586
2019/01/30,280593507
2019/01/31,249794838
2019/02/01,239176790
2019/02/02,197992964
2019/02/03,159986718
2019/02/04,127203282
2019/02/05,118761985
2019/02/06,132582354
2019/02/07,146377670
2019/02/08,190272673
2019/02/09,175561901
2019/02/10,182363556
2019/02/11,180408322
2019/02/12,196417828
2019/02/13,212894124
2019/02/14,203654450
2019/02/15,206239950
2019/02/16,176701266
2019/02/17,182634702
2019/02/18,259861897
2019/02/19,351792664
2019/02/20,386414214
2019/02/21,349024906
2019/02/22,316678138
2019/02/23,285304609
2019/02/24,328950051
2019/02/25,397433561
2019/02/26,406309807
2019/02/27,391472329
2019/02/28,326756245
2019/03/01,325312968
2019/03/02,258390818
2019/03/03,226148173
2019/03/04,247938113
2019/03/05,283927175
2019/03/06,309615270
2019/03/07,301241189
2019/03/08,308816924
2019/03/09,291101676
2019/03/10,271095391
2019/03/11,271498356
2019/03/12,293301807
2019/03/13,306553965
2019/03/14,297017792
2019/03/15,290415184
2019/03/16,289980324
2019/03/17,270537223
2019/03/18,292005298
2019/03/19,288949057
2019/03/20,341114825
2019/03/21,335661211
2019/03/22,342409213
2019/03/23,326077954
2019/03/24,292630358
2019/03/25,327698981
2019/03/26,324513412
2019/03/27,349066094
2019/03/28,327213951
2019/03/29,334609861
2019/03/30,349217215
2019/03/31,343728950
2019/04/01,338476799
2019/04/02,428332368
2019/04/03,561960598
2019/04/04,601549888
2019/04/05,537996042
2019/04/06,405301591
2019/04/07,385055057
2019/04/08,466318065
2019/04/09,560946351
2019/04/10,595819980
2019/04/11,532534371
2019/04/12,472388377
2019/04/13,386934897
2019/04/14,316861753
2019/04/15,319768875
2019/04/16,355800651
2019/04/17,385191990
2019/04/18,396157472
2019/04/19,408230658
2019/04/20,393246405
2019/04/21,355644015
2019/04/22,359773145
2019/04/23,409911303
2019/04/24,488812808
2019/04/25,523753916
2019/04/26,598944605
2019/04/27,506691065
2019/04/28,457527647
2019/04/29,383346594
2019/04/30,439764352
2019/05/01,457639450
2019/05/02,410412780
2019/05/03,393633845
2019/05/04,361507714
2019/05/05,350375836
2019/05/06,377137828
2019/05/07,468040410
2019/05/08,543588512
2019/05/09,537496833
2019/05/10,502753057
2019/05/11,605967419
2019/05/12,628822835
2019/05/13,720414472
2019/05/14,683488949
2019/05/15,840332831
2019/05/16,1197905278
2019/05/17,1321151455
2019/05/18,1162018098
2019/05/19,749521286
2019/05/20,645017009
2019/05/21,703017450
