Date,hashrate14sma
2016/01/01,541108501476
2016/01/02,539623941346
2016/01/03,540462570877
2016/01/04,541165724722
2016/01/05,540016694277
2016/01/06,539957684164
2016/01/07,539010205619
2016/01/08,539831696074
2016/01/09,541424182128
2016/01/10,540888890369
2016/01/11,542067399477
2016/01/12,541988805407
2016/01/13,541703971415
2016/01/14,542491528493
2016/01/15,545424340485
2016/01/16,548712334696
2016/01/17,550389553961
2016/01/18,553975887198
2016/01/19,556548671097
2016/01/20,559116061450
2016/01/21,563253166038
2016/01/22,567536772709
2016/01/23,571618713826
2016/01/24,579669592473
2016/01/25,584167067027
2016/01/26,593595121230
2016/01/27,603097705394
2016/01/28,610134906057
2016/01/29,617484900802
2016/01/30,624249613473
2016/01/31,629847265378
2016/02/01,636114485176
2016/02/02,640668338640
2016/02/03,648430525882
2016/02/04,656293943772
2016/02/05,662575166428
2016/02/06,667269770638
2016/02/07,670318454770
2016/02/08,677373057434
2016/02/09,679248271114
2016/02/10,683138289280
2016/02/11,689943640020
2016/02/12,693574333927
2016/02/13,700514267878
2016/02/14,709700693520
2016/02/15,717948698556
2016/02/16,728020534027
2016/02/17,733254983835
2016/02/18,737306358124
2016/02/19,744176905755
2016/02/20,753160264523
2016/02/21,761410716409
2016/02/22,770071839718
2016/02/23,780797016384
2016/02/24,789977758100
2016/02/25,797715421639
2016/02/26,809199848660
2016/02/27,818550052573
2016/02/28,828586763522
2016/02/29,835104794176
2016/03/01,843027880641
2016/03/02,855103232405
2016/03/03,869840917339
2016/03/04,883272193511
2016/03/05,899683552525
2016/03/06,915961179292
2016/03/07,930439583648
2016/03/08,945492423557
2016/03/09,962232970534
2016/03/10,981410278054
2016/03/11,1000736389823
2016/03/12,1023511145153
2016/03/13,1050315698303
2016/03/14,1076072390040
2016/03/15,1104280719356
2016/03/16,1131645002224
2016/03/17,1161063116471
2016/03/18,1187635971676
2016/03/19,1215466897237
2016/03/20,1245080106313
2016/03/21,1272351392645
2016/03/22,1301367089749
2016/03/23,1323391244127
2016/03/24,1350593564281
2016/03/25,1380737106857
2016/03/26,1409664425810
2016/03/27,1434718466670
2016/03/28,1460545442114
2016/03/29,1487352477024
2016/03/30,1515206178543
2016/03/31,1543771128470
2016/04/01,1574840866666
2016/04/02,1596788167322
2016/04/03,1623540148727
2016/04/04,1657830119389
2016/04/05,1690112055656
2016/04/06,1726193928993
2016/04/07,1748156105706
2016/04/08,1776643393430
2016/04/09,1800893895616
2016/04/10,1829121880531
2016/04/11,1855081826628
2016/04/12,1873631474684
2016/04/13,1896148308981
2016/04/14,1915529693637
2016/04/15,1939268989074
2016/04/16,1969563636106
2016/04/17,1989094670711
2016/04/18,2011637788510
2016/04/19,2033449760027
2016/04/20,2060258563477
2016/04/21,2094301071795
2016/04/22,2111874507340
2016/04/23,2137178712678
2016/04/24,2154679127242
2016/04/25,2185118089543
2016/04/26,2213499718040
2016/04/27,2236074250053
2016/04/28,2261612083175
2016/04/29,2284703559677
2016/04/30,2312571701717
2016/05/01,2342606445915
2016/05/02,2357636342277
2016/05/03,2382396726913
2016/05/04,2401723996913
2016/05/05,2420255910302
2016/05/06,2444502152810
2016/05/07,2461099672765
2016/05/08,2483576788771
2016/05/09,2499435567334
2016/05/10,2524499963680
2016/05/11,2541152717583
2016/05/12,2558490739943
2016/05/13,2584792703062
2016/05/14,2601035422292
2016/05/15,2620235146773
2016/05/16,2644977557969
2016/05/17,2659747732418
2016/05/18,2684926234316
2016/05/19,2714236478382
2016/05/20,2747182988024
2016/05/21,2782656892707
2016/05/22,2813866887501
2016/05/23,2844447041333
2016/05/24,2874363183973
2016/05/25,2913629214553
2016/05/26,2950819323301
2016/05/27,2976646909079
2016/05/28,3011243695924
2016/05/29,3046038742391
2016/05/30,3080659023343
2016/05/31,3112758595625
2016/06/01,3132540630097
2016/06/02,3152621604832
2016/06/03,3180732907834
2016/06/04,3205977026682
2016/06/05,3226872798503
2016/06/06,3255017523448
2016/06/07,3281296011038
2016/06/08,3306427886694
2016/06/09,3340600479069
2016/06/10,3358335159803
2016/06/11,3379964130244
2016/06/12,3401776295137
2016/06/13,3433837130958
2016/06/14,3471181382855
2016/06/15,3510366515479
2016/06/16,3544427995752
2016/06/17,3576098828766
2016/06/18,3602260839323
2016/06/19,3639965050814
2016/06/20,3666514705935
2016/06/21,3687210882387
2016/06/22,3718335621773
2016/06/23,3743614397940
2016/06/24,3783909708671
2016/06/25,3813578466976
2016/06/26,3849953033792
2016/06/27,3882089933360
2016/06/28,3915411959685
2016/06/29,3943750730129
2016/06/30,3973829518800
2016/07/01,4000796004920
2016/07/02,4035307014673
2016/07/03,4070269279444
2016/07/04,4107347941495
2016/07/05,4148692679258
2016/07/06,4178907192290
2016/07/07,4202311143029
2016/07/08,4227880193165
2016/07/09,4255348684130
2016/07/10,4276454015897
2016/07/11,4297156278022
2016/07/12,4314167138625
2016/07/13,4342897929644
2016/07/14,4366705623491
2016/07/15,4378680821764
2016/07/16,4391638109300
2016/07/17,4398906691205
2016/07/18,4415833732587
2016/07/19,4428692484045
2016/07/20,4435033115468
2016/07/21,4455036864971
2016/07/22,4461352508747
2016/07/23,4480261012757
2016/07/24,4488250934884
2016/07/25,4480958180465
2016/07/26,4459063059405
2016/07/27,4420308037772
2016/07/28,4403125909147
2016/07/29,4384247178301
2016/07/30,4357845774936
2016/07/31,4334629528625
2016/08/01,4296322997077
2016/08/02,4240773005564
2016/08/03,4182840430869
2016/08/04,4135307222698
2016/08/05,4106529824027
2016/08/06,4056842767624
2016/08/07,4025408813804
2016/08/08,4009986441270
2016/08/09,4024685435593
2016/08/10,4058085458290
2016/08/11,4080162309585
2016/08/12,4108062974073
2016/08/13,4138129894907
2016/08/14,4164517331512
2016/08/15,4198642523080
2016/08/16,4261937998798
2016/08/17,4333519019465
2016/08/18,4389299126081
2016/08/19,4434655629637
2016/08/20,4497809491150
2016/08/21,4555067230974
2016/08/22,4608920238435
2016/08/23,4653644683537
2016/08/24,4691231112314
2016/08/25,4729563977571
2016/08/26,4780553905857
2016/08/27,4834975225762
2016/08/28,4883911631992
2016/08/29,4926660671258
2016/08/30,4961143746580
2016/08/31,5003680221030
