Date,transactionvalue90wmaUSD
2016/01/01,40.063
2016/01/02,39.677
2016/01/03,39.554
2016/01/04,38.91
2016/01/05,39.278
2016/01/06,38.615
2016/01/07,37.973
2016/01/08,37.377
2016/01/09,36.806
2016/01/10,36.141
2016/01/11,36.228
2016/01/12,37.595
2016/01/13,37.194
2016/01/14,36.99
2016/01/15,38.614
2016/01/16,39.063
2016/01/17,39.072
2016/01/18,43.526
2016/01/19,45.239
2016/01/20,45.965
2016/01/21,46.407
2016/01/22,47.516
2016/01/23,50.358
2016/01/24,56.259
2016/01/25,61.348
2016/01/26,65.076
2016/01/27,67.233
2016/01/28,68.953
2016/01/29,70.577
2016/01/30,73.015
2016/01/31,75.731
2016/02/01,76.424
2016/02/02,77.18
2016/02/03,78.128
2016/02/04,78.02
2016/02/05,78.742
2016/02/06,77.763
2016/02/07,80.104
2016/02/08,85.548
2016/02/09,91.86
2016/02/10,101.177
2016/02/11,108.638
2016/02/12,121.993
2016/02/13,127.446
2016/02/14,131.444
2016/02/15,134.567
2016/02/16,140.459
2016/02/17,141.747
2016/02/18,145.495
2016/02/19,145.95
2016/02/20,150.686
2016/02/21,151.108
2016/02/22,153.804
2016/02/23,161.932
2016/02/24,173.17
2016/02/25,177.114
2016/02/26,199.542
2016/02/27,212.289
2016/02/28,215.007
2016/02/29,216.807
2016/03/01,222.505
2016/03/02,246.03
2016/03/03,259.639
2016/03/04,268.553
2016/03/05,290.529
2016/03/06,300.604
2016/03/07,310.723
2016/03/08,325.05
2016/03/09,331.021
2016/03/10,335.074
2016/03/11,340.125
2016/03/12,350.694
2016/03/13,367.761
2016/03/14,379.317
2016/03/15,386.129
2016/03/16,392.223
2016/03/17,399.712
2016/03/18,410.405
2016/03/19,409.601
2016/03/20,407.302
2016/03/21,407.73
2016/03/22,406.787
2016/03/23,405.167
2016/03/24,405.268
2016/03/25,402.404
2016/03/26,398.098
2016/03/27,400.792
2016/03/28,400.006
2016/03/29,403.038
2016/03/30,405.916
2016/03/31,406.254
2016/04/01,402.259
2016/04/02,398.535
2016/04/03,393.422
2016/04/04,389.547
2016/04/05,386.677
2016/04/06,383.893
2016/04/07,381.975
2016/04/08,378.332
2016/04/09,379.792
2016/04/10,379.452
2016/04/11,375.94
2016/04/12,374.02
2016/04/13,372.009
2016/04/14,369.539
2016/04/15,365.143
2016/04/16,360.219
2016/04/17,356.861
2016/04/18,353.142
2016/04/19,348.105
2016/04/20,344.437
2016/04/21,339.247
2016/04/22,335.87
2016/04/23,333.91
2016/04/24,328.346
2016/04/25,324.294
2016/04/26,322.555
2016/04/27,318.907
2016/04/28,315.089
2016/04/29,310.234
2016/04/30,313.462
2016/05/01,314.414
2016/05/02,316.428
2016/05/03,316.576
2016/05/04,314.925
2016/05/05,313.058
2016/05/06,315.711
2016/05/07,316.385
2016/05/08,315.568
2016/05/09,318.401
2016/05/10,320.711
2016/05/11,328.53
2016/05/12,336.505
2016/05/13,367.861
2016/05/14,388.276
2016/05/15,387.205
2016/05/16,387.565
2016/05/17,387.173
2016/05/18,389.545
2016/05/19,398.873
2016/05/20,405.514
2016/05/21,403.123
2016/05/22,399.177
2016/05/23,398.721
2016/05/24,401.192
2016/05/25,402.02
2016/05/26,399.585
2016/05/27,403.763
2016/05/28,402.567
2016/05/29,399.292
2016/05/30,396.653
2016/05/31,394.296
2016/06/01,391.15
2016/06/02,386.262
2016/06/03,382.361
2016/06/04,377.66
2016/06/05,373.02
2016/06/06,368.627
2016/06/07,367.343
2016/06/08,376.336
2016/06/09,371.979
2016/06/10,370.914
2016/06/11,367.391
2016/06/12,368.066
2016/06/13,369.828
2016/06/14,373.518
2016/06/15,374.543
2016/06/16,381.685
2016/06/17,398.302
2016/06/18,413.706
2016/06/19,415.351
2016/06/20,421.739
2016/06/21,423.665
2016/06/22,428.839
2016/06/23,432.82
2016/06/24,432.135
2016/06/25,434.518
2016/06/26,430.789
2016/06/27,427.509
2016/06/28,429.677
2016/06/29,428.213
2016/06/30,423.68
2016/07/01,421.145
2016/07/02,415.971
2016/07/03,411.047
