Date,transactionfees90rocUSD
2016/01/01,64.46
2016/01/02,112.289
2016/01/03,70.505
2016/01/04,127.247
2016/01/05,231.035
2016/01/06,264.918
2016/01/07,169.249
2016/01/08,112.093
2016/01/09,277.517
2016/01/10,168.889
2016/01/11,123.416
2016/01/12,181.654
2016/01/13,146.543
2016/01/14,67.751
2016/01/15,188.737
2016/01/16,144.459
2016/01/17,143.57
2016/01/18,255.534
2016/01/19,399.304
2016/01/20,161.162
2016/01/21,164.47
2016/01/22,271.906
2016/01/23,184.369
2016/01/24,242.396
2016/01/25,137.767
2016/01/26,354.873
2016/01/27,324.776
2016/01/28,218.639
2016/01/29,190.139
2016/01/30,173.591
2016/01/31,240.333
2016/02/01,209.469
2016/02/02,270.175
2016/02/03,257.921
2016/02/04,217.948
2016/02/05,143.042
2016/02/06,746.861
2016/02/07,563.303
2016/02/08,330.28
2016/02/09,489.841
2016/02/10,548.254
2016/02/11,557.99
2016/02/12,370.743
2016/02/13,545.361
2016/02/14,549.255
2016/02/15,667.843
2016/02/16,573.658
2016/02/17,381.286
2016/02/18,298.275
2016/02/19,479.286
2016/02/20,362.282
2016/02/21,372.236
2016/02/22,442.585
2016/02/23,1777
2016/02/24,1297
2016/02/25,717.242
2016/02/26,651.405
2016/02/27,690.119
2016/02/28,392.098
2016/02/29,519.979
2016/03/01,607.271
2016/03/02,964.335
2016/03/03,795.304
2016/03/04,693.614
2016/03/05,763.586
2016/03/06,1283
2016/03/07,1140
2016/03/08,1056
2016/03/09,802.438
2016/03/10,436.887
2016/03/11,239.273
2016/03/12,359.153
2016/03/13,174.839
2016/03/14,138.635
2016/03/15,142.314
2016/03/16,251.444
2016/03/17,229.754
2016/03/18,215.16
2016/03/19,319.142
2016/03/20,283.461
2016/03/21,331.073
2016/03/22,192.997
2016/03/23,312.473
2016/03/24,422.964
2016/03/25,369.581
2016/03/26,208.093
2016/03/27,171.705
2016/03/28,252.002
2016/03/29,159.104
2016/03/30,416.383
2016/03/31,399.791
2016/04/01,313.772
2016/04/02,242.217
2016/04/03,218.55
2016/04/04,124.213
2016/04/05,106.108
2016/04/06,142.407
2016/04/07,194.888
2016/04/08,106.427
2016/04/09,117.747
2016/04/10,110.596
2016/04/11,88.007
2016/04/12,34.831
2016/04/13,148.588
2016/04/14,162.518
2016/04/15,111.065
2016/04/16,116.583
2016/04/17,104.181
2016/04/18,49.339
2016/04/19,101.527
2016/04/20,115.366
2016/04/21,102.145
2016/04/22,88.487
2016/04/23,23.434
2016/04/24,0.055
2016/04/25,-11.468
2016/04/26,-33.243
2016/04/27,-25.214
2016/04/28,-14.521
2016/04/29,-23.153
2016/04/30,1.613
2016/05/01,58.599
2016/05/02,36.389
2016/05/03,44.875
2016/05/04,20.501
2016/05/05,19.046
2016/05/06,-57.094
2016/05/07,-37.266
2016/05/08,-16.037
2016/05/09,-42.958
2016/05/10,-57.629
2016/05/11,-29.947
2016/05/12,-18.092
2016/05/13,2.516
2016/05/14,-3.448
2016/05/15,-24.78
2016/05/16,-16.18
2016/05/17,-1.562
2016/05/18,42.075
2016/05/19,14.553
2016/05/20,69.538
2016/05/21,53.474
2016/05/22,13.345
2016/05/23,-67.148
2016/05/24,-44.017
2016/05/25,-14.062
2016/05/26,-40.197
2016/05/27,-5.736
2016/05/28,31.867
2016/05/29,-1.898
2016/05/30,-12.223
2016/05/31,-29.679
2016/06/01,-22.003
2016/06/02,-30.415
2016/06/03,-37.955
2016/06/04,-42.048
2016/06/05,-35.978
2016/06/06,-30.808
2016/06/07,82.939
2016/06/08,6.654
2016/06/09,12.803
2016/06/10,-10.045
2016/06/11,-22.037
2016/06/12,-23.322
2016/06/13,27.18
2016/06/14,21.235
2016/06/15,17.722
2016/06/16,108.036
2016/06/17,343.506
2016/06/18,391.065
2016/06/19,17.812
2016/06/20,39.559
2016/06/21,71.996
2016/06/22,17.566
2016/06/23,-16.181
2016/06/24,16.208
2016/06/25,59.623
2016/06/26,4.594
2016/06/27,18.593
2016/06/28,-18.721
2016/06/29,51.823
2016/06/30,102.327
2016/07/01,95.068
2016/07/02,6.863
2016/07/03,14.095
2016/07/04,-1.201
2016/07/05,12.237
2016/07/06,18.801
2016/07/07,-9.558
2016/07/08,60.386
2016/07/09,155.778
2016/07/10,46.144
2016/07/11,50.152
2016/07/12,18.027
2016/07/13,-5.47
2016/07/14,50.383
2016/07/15,80.193
2016/07/16,6.122
2016/07/17,20.107
2016/07/18,40.062
2016/07/19,19.868
2016/07/20,160.908
2016/07/21,81.931
2016/07/22,112.061
2016/07/23,96.057
2016/07/24,63.408
2016/07/25,96.826
2016/07/26,105.229
2016/07/27,86.234
2016/07/28,257.881
2016/07/29,111.333
2016/07/30,11.753
2016/07/31,20.376
2016/08/01,12.153
2016/08/02,1.502
2016/08/03,-16.704
2016/08/04,-10.058
2016/08/05,18.166
2016/08/06,0.283
2016/08/07,9.126
2016/08/08,116.257
2016/08/09,3.985
2016/08/10,-0.521
2016/08/11,-17.48
2016/08/12,1.64
2016/08/13,-3.337
2016/08/14,-11.742
2016/08/15,-13.393
2016/08/16,-28.277
2016/08/17,-32.248
2016/08/18,-32.039
2016/08/19,-33.225
2016/08/20,-31.535
2016/08/21,-20.504
2016/08/22,-12.652
2016/08/23,88.506
2016/08/24,-18.096
2016/08/25,-16.962
2016/08/26,-42.323
2016/08/27,-34.374
2016/08/28,-27.792
2016/08/29,-23.907
2016/08/30,-25.62
2016/08/31,-17.639
2016/09/01,-5.916
2016/09/02,12.209
2016/09/03,-16.333
2016/09/04,30.173
2016/09/05,-61.757
2016/09/06,-22.679
2016/09/07,-21.898
2016/09/08,-16.623
2016/09/09,-11.961
2016/09/10,-25.742
2016/09/11,-40.975
2016/09/12,-34.108
2016/09/13,-33.64
2016/09/14,-56.069
2016/09/15,-86.147
2016/09/16,-81.995
2016/09/17,-26.47
2016/09/18,-22.33
2016/09/19,-58.031
2016/09/20,-44.664
2016/09/21,-5.801
2016/09/22,30.658
2016/09/23,69.473
2016/09/24,131.93
2016/09/25,133.064
2016/09/26,251.67
2016/09/27,98.348
2016/09/28,23.536
2016/09/29,-2.479
2016/09/30,98.663
2016/10/01,146.53
2016/10/02,191.706
2016/10/03,128.078
2016/10/04,143.182
2016/10/05,207.235
2016/10/06,82.035
2016/10/07,16.892
2016/10/08,140.628
2016/10/09,113.44
2016/10/10,70.894
2016/10/11,57.716
2016/10/12,107.987
2016/10/13,394.266
2016/10/14,189.858
2016/10/15,272.715
2016/10/16,208.394
2016/10/17,199.6
2016/10/18,28.808
2016/10/19,212.5
2016/10/20,46.9
2016/10/21,-17.313
2016/10/22,2.905
2016/10/23,-6.649
2016/10/24,17.192
2016/10/25,14.711
2016/10/26,-46.351
2016/10/27,-30.077
2016/10/28,7.667
2016/10/29,9.362
2016/10/30,7.655
2016/10/31,17.069
2016/11/01,40.089
2016/11/02,-1.663
2016/11/03,2.749
2016/11/04,8.642
2016/11/05,2.556
2016/11/06,-45.876
2016/11/07,-3.544
2016/11/08,-6.787
2016/11/09,15.93
2016/11/10,15.778
2016/11/11,57.101
2016/11/12,11.184
2016/11/13,9.083
2016/11/14,23.275
2016/11/15,16.9
2016/11/16,3.648
2016/11/17,-0.255
2016/11/18,7.352
2016/11/19,-9.762
2016/11/20,-2.231
2016/11/21,-52.14
2016/11/22,-0.863
2016/11/23,72.335
2016/11/24,100.61
2016/11/25,44.31
2016/11/26,148.951
2016/11/27,230.968
2016/11/28,190.846
2016/11/29,138.906
2016/11/30,-6.841
2016/12/01,-37.175
2016/12/02,-25.79
2016/12/03,-58.794
2016/12/04,-35.359
2016/12/05,-31.042
2016/12/06,-39.587
2016/12/07,-23.105
2016/12/08,1792
2016/12/09,-15.183
2016/12/10,-24.313
2016/12/11,-16.025
2016/12/12,-21.605
2016/12/13,-27.796
2016/12/14,-25.626
2016/12/15,-40.363
2016/12/16,-42.729
2016/12/17,-36.552
2016/12/18,-32.691
2016/12/19,-25.783
2016/12/20,-19.272
2016/12/21,-47.097
2016/12/22,-71.112
2016/12/23,-77.02
2016/12/24,-78.028
2016/12/25,-86.121
2016/12/26,-82.434
2016/12/27,-70.858
2016/12/28,-61.026
2016/12/29,-52.135
2016/12/30,-63.393
2016/12/31,-75.405
2017/01/01,-70.681
2017/01/02,-71.188
2017/01/03,-61.944
2017/01/04,-53.685
2017/01/05,-52.64
2017/01/06,-61
2017/01/07,-59.408
2017/01/08,-46.281
2017/01/09,-28.837
2017/01/10,-52.005
2017/01/11,-81.553
2017/01/12,-67.402
2017/01/13,-72.274
2017/01/14,-71.268
2017/01/15,-68.696
2017/01/16,-70.37
2017/01/17,-71.452
2017/01/18,-49.68
2017/01/19,-16.172
2017/01/20,-12.46
2017/01/21,-15.108
2017/01/22,-26.45
2017/01/23,-22.228
2017/01/24,-3.741
2017/01/25,-0.236
2017/01/26,-15.965
2017/01/27,-4.431
2017/01/28,-6.313
2017/01/29,-9.007
2017/01/30,-15.67
2017/01/31,6.134
2017/02/01,18.921
2017/02/02,18.073
2017/02/03,18.485
2017/02/04,9.544
2017/02/05,11.171
2017/02/06,3.718
2017/02/07,10.307
2017/02/08,4.135
2017/02/09,-15.79
2017/02/10,28.213
2017/02/11,19.356
2017/02/12,15.04
2017/02/13,50.197
2017/02/14,23.26
2017/02/15,181.134
2017/02/16,30.913
2017/02/17,46.578
2017/02/18,55.291
2017/02/19,21.601
2017/02/20,48.159
2017/02/21,-5.963
2017/02/22,-15.598
2017/02/23,20.267
2017/02/24,-40.026
2017/02/25,-52.365
2017/02/26,-52.911
2017/02/27,-29.278
2017/02/28,75.023
2017/03/01,136.165
2017/03/02,161.332
2017/03/03,188.767
2017/03/04,176.756
2017/03/05,164.436
2017/03/06,187.389
2017/03/07,106.306
2017/03/08,-92.314
2017/03/09,111.178
2017/03/10,161.645
2017/03/11,90.566
2017/03/12,141.774
2017/03/13,336.923
2017/03/14,347.813
2017/03/15,302.812
2017/03/16,475.905
2017/03/17,504.199
2017/03/18,344.536
2017/03/19,331.36
2017/03/20,308.285
2017/03/21,292.851
2017/03/22,489.317
2017/03/23,530.226
2017/03/24,678.583
2017/03/25,631.399
2017/03/26,664.469
2017/03/27,575.079
2017/03/28,622.423
2017/03/29,449.782
2017/03/30,371.782
2017/03/31,579.757
2017/04/01,564.611
2017/04/02,539.708
2017/04/03,340.434
2017/04/04,302.847
2017/04/05,387.29
2017/04/06,376.61
2017/04/07,395.78
2017/04/08,318.07
2017/04/09,311.36
