Date,fee_to_reward90momUSD
2017/05/26,0.548
2017/05/27,0.49
2017/05/28,0.503
2017/05/29,0.456
2017/05/30,0.858
2017/05/31,1.487
2017/06/01,0.721
2017/06/02,0.913
2017/06/03,0.663
2017/06/04,0.77
2017/06/05,0.624
2017/06/06,0.802
2017/06/07,0.802
2017/06/08,0.663
2017/06/09,0.721
2017/06/10,0.582
2017/06/11,0.842
2017/06/12,1.407
2017/06/13,0.792
2017/06/14,0.602
2017/06/15,0.69
2017/06/16,0.686
2017/06/17,0.626
2017/06/18,0.671
2017/06/19,0.746
2017/06/20,2.267
2017/06/21,2.977
2017/06/22,2.212
2017/06/23,1.523
2017/06/24,1.89
2017/06/25,1.237
2017/06/26,1.656
2017/06/27,0.979
2017/06/28,1.783
2017/06/29,1.39
2017/06/30,1.055
2017/07/01,0.913
2017/07/02,0.898
2017/07/03,1.275
2017/07/04,1.087
2017/07/05,1.196
2017/07/06,0.85
2017/07/07,1.064
2017/07/08,1.077
2017/07/09,0.701
2017/07/10,0.837
2017/07/11,0.872
2017/07/12,1.11
2017/07/13,1.11
2017/07/14,0.919
2017/07/15,0.951
2017/07/16,0.904
2017/07/17,0.886
2017/07/18,1.412
2017/07/19,1.026
2017/07/20,0.7
2017/07/21,0.826
2017/07/22,0.679
2017/07/23,0.884
2017/07/24,0.959
2017/07/25,1.121
2017/07/26,0.84
2017/07/27,0.778
2017/07/28,0.851
2017/07/29,0.537
2017/07/30,0.455
2017/07/31,0.547
2017/08/01,0.919
2017/08/02,0.767
2017/08/03,0.804
2017/08/04,0.708
2017/08/05,0.729
2017/08/06,0.787
2017/08/07,1.076
2017/08/08,1.146
2017/08/09,0.821
2017/08/10,1.033
2017/08/11,1.177
2017/08/12,1.123
2017/08/13,0.875
2017/08/14,1.026
2017/08/15,0.905
2017/08/16,2.543
2017/08/17,1.747
2017/08/18,2.398
2017/08/19,1.428
2017/08/20,0.655
2017/08/21,0.529
2017/08/22,0.442
2017/08/23,0.59
2017/08/24,0.674
2017/08/25,0.931
2017/08/26,0.849
2017/08/27,0.786
2017/08/28,0.636
2017/08/29,0.834
2017/08/30,1.267
2017/08/31,2.123
2017/09/01,1.67
2017/09/02,0.95
2017/09/03,0.752
2017/09/04,1.49
2017/09/05,1.937
2017/09/06,2.889
2017/09/07,2.638
2017/09/08,2.873
2017/09/09,1.105
2017/09/10,0.362
2017/09/11,0.952
2017/09/12,1.553
2017/09/13,1.307
2017/09/14,1.127
2017/09/15,2.195
2017/09/16,2.305
2017/09/17,0.856
2017/09/18,-0.475
2017/09/19,-1.308
2017/09/20,0.298
2017/09/21,-0.115
2017/09/22,-0.27
2017/09/23,0.414
2017/09/24,0.692
2017/09/25,1.142
2017/09/26,0.363
2017/09/27,0.618
2017/09/28,1.015
2017/09/29,0.969
2017/09/30,1.169
2017/10/01,0.592
2017/10/02,0.817
2017/10/03,0.933
2017/10/04,1.267
2017/10/05,1.126
2017/10/06,1.407
2017/10/07,1.08
2017/10/08,1.187
2017/10/09,1.22
2017/10/10,1.129
2017/10/11,1.348
2017/10/12,1.437
2017/10/13,1.628
2017/10/14,1.313
2017/10/15,1.205
2017/10/16,0.291
2017/10/17,0.236
2017/10/18,0.35
2017/10/19,0.213
2017/10/20,0.936
2017/10/21,-0.041
2017/10/22,-0.298
2017/10/23,-0.174
2017/10/24,0.43
2017/10/25,0.273
2017/10/26,0.124
2017/10/27,0.501
2017/10/28,0.242
2017/10/29,0.132
2017/10/30,0.136
2017/10/31,0.303
2017/11/01,0.512
2017/11/02,0.654
2017/11/03,0.171
2017/11/04,-0.156
2017/11/05,-0.547
2017/11/06,-0.388
2017/11/07,0.081
2017/11/08,0.05
2017/11/09,-0.145
2017/11/10,-0.26
2017/11/11,-0.26
2017/11/12,-0.206
2017/11/13,-0.287
2017/11/14,-1.542
2017/11/15,-0.568
2017/11/16,-1.456
2017/11/17,-0.393
2017/11/18,-0.116
2017/11/19,-0.127
2017/11/20,0.274
2017/11/21,0.278
2017/11/22,0.252
2017/11/23,0.033
2017/11/24,-0.108
2017/11/25,-0.119
2017/11/26,-0.159
2017/11/27,-0.806
2017/11/28,-0.298
2017/11/29,-1.196
2017/11/30,-0.643
2017/12/01,-0.018
2017/12/02,0.06
2017/12/03,-0.609
2017/12/04,0.546
2017/12/05,1.141
2017/12/06,2.726
2017/12/07,5.29
2017/12/08,7.105
2017/12/09,6.722
2017/12/10,6.047
2017/12/11,4.106
2017/12/12,4.233
2017/12/13,3.713
2017/12/14,3.962
2017/12/15,2.881
2017/12/16,4.335
2017/12/17,3.065
2017/12/18,3.08
2017/12/19,3.39
2017/12/20,5.486
2017/12/21,5.504
2017/12/22,4.918
2017/12/23,2.546
2017/12/24,2.126
2017/12/25,0.974
2017/12/26,1.059
2017/12/27,1.387
2017/12/28,1.585
2017/12/29,2.071
2017/12/30,2.128
2017/12/31,1.703
2018/01/01,1.01
2018/01/02,2.161
2018/01/03,2.784
2018/01/04,3.29
2018/01/05,9.055
2018/01/06,10.293
2018/01/07,8.111
2018/01/08,8.45
2018/01/09,8.673
2018/01/10,10.221
2018/01/11,8.37
2018/01/12,6.396
2018/01/13,6.898
2018/01/14,6.618
2018/01/15,7.396
2018/01/16,7.243
2018/01/17,6.897
2018/01/18,6.74
2018/01/19,6.445
2018/01/20,6.166
2018/01/21,4.479
2018/01/22,3.521
2018/01/23,4.553
2018/01/24,4.209
2018/01/25,3.302
2018/01/26,3.169
2018/01/27,2.567
2018/01/28,2.581
2018/01/29,3.945
2018/01/30,3.056
2018/01/31,2.966
2018/02/01,5.091
2018/02/02,4.109
2018/02/03,2.979
2018/02/04,2.615
2018/02/05,2.538
2018/02/06,2.625
2018/02/07,2.319
2018/02/08,1.637
2018/02/09,2.077
2018/02/10,2.042
2018/02/11,1.516
2018/02/12,1.308
2018/02/13,1.035
2018/02/14,1.444
2018/02/15,1.227
2018/02/16,1.539
2018/02/17,1.736
2018/02/18,1.787
2018/02/19,1.307
2018/02/20,1.693
2018/02/21,1.619
2018/02/22,1.359
2018/02/23,1.462
2018/02/24,1.283
2018/02/25,0.805
2018/02/26,0.615
2018/02/27,0.558
2018/02/28,1.449
2018/03/01,0.705
2018/03/02,1.559
2018/03/03,0.477
2018/03/04,-1.039
2018/03/05,-2.163
2018/03/06,-3.922
2018/03/07,-6.199
2018/03/08,-6.844
2018/03/09,-6.464
2018/03/10,-6.186
2018/03/11,-4.881
2018/03/12,-4.172
2018/03/13,-3.933
2018/03/14,-5.071
2018/03/15,-4.255
2018/03/16,-4.426
2018/03/17,-3.627
2018/03/18,-3.271
2018/03/19,-4.382
2018/03/20,-5.376
2018/03/21,-5.284
2018/03/22,-4.891
2018/03/23,-3.036
2018/03/24,-2.735
2018/03/25,-1.807
2018/03/26,-1.508
2018/03/27,-1.987
2018/03/28,-2.008
2018/03/29,-2.618
2018/03/30,-2.594
2018/03/31,-2.527
2018/04/01,-2.194
2018/04/02,-3.088
2018/04/03,-3.62
2018/04/04,-4.643
2018/04/05,-8.866
2018/04/06,-11.006
2018/04/07,-9.328
2018/04/08,-9.58
2018/04/09,-9.914
2018/04/10,-11.425
2018/04/11,-9.616
2018/04/12,-7.065
2018/04/13,-7.267
2018/04/14,-7.13
2018/04/15,-7.539
2018/04/16,-7.074
2018/04/17,-6.553
2018/04/18,-6.654
2018/04/19,-5.552
2018/04/20,-5.062
2018/04/21,-4.1
2018/04/22,-3.448
2018/04/23,-4.099
2018/04/24,-3.266
2018/04/25,-2.567
2018/04/26,-2.177
2018/04/27,-1.436
2018/04/28,-1.821
2018/04/29,-2.911
2018/04/30,-2.144
2018/05/01,-2.613
2018/05/02,-4.257
2018/05/03,-2.562
2018/05/04,-1.451
2018/05/05,-1.816
2018/05/06,-2.085
2018/05/07,-2.103
2018/05/08,-1.602
2018/05/09,-0.551
2018/05/10,0.097
2018/05/11,-0.191
2018/05/12,-0.657
2018/05/13,-0.499
2018/05/14,0.151
2018/05/15,0.052
2018/05/16,0.345
2018/05/17,0.712
2018/05/18,0.236
2018/05/19,-0.559
2018/05/20,-0.26
2018/05/21,-0.316
2018/05/22,0.164
2018/05/23,0.589
2018/05/24,0.447
2018/05/25,0.198
2018/05/26,0.137
2018/05/27,-0.013
2018/05/28,1.147
2018/05/29,0.292
2018/05/30,1.204
2018/05/31,1.427
2018/06/01,1.527
2018/06/02,0.228
2018/06/03,-0.109
2018/06/04,0.858
2018/06/05,0.118
2018/06/06,0.988
2018/06/07,0.467
2018/06/08,0.591
2018/06/09,0.271
2018/06/10,-0.358
2018/06/11,0.276
2018/06/12,0.171
2018/06/13,0.389
2018/06/14,0.62
2018/06/15,1.239
2018/06/16,0.046
2018/06/17,-0.333
2018/06/18,-0.201
2018/06/19,0.067
2018/06/20,0.036
2018/06/21,-0.179
2018/06/22,1.053
2018/06/23,0.024
2018/06/24,-0.055
2018/06/25,0.63
2018/06/26,0.06
2018/06/27,-0.017
2018/06/28,0.07
2018/06/29,0.481
2018/06/30,6.029
2018/07/01,10.47
2018/07/02,17.216
2018/07/03,13.439
2018/07/04,9.289
2018/07/05,8.716
2018/07/06,11.845
2018/07/07,10.46
2018/07/08,4.387
2018/07/09,3.376
2018/07/10,1.754
2018/07/11,1.907
2018/07/12,3.86
2018/07/13,5.123
2018/07/14,10.191
2018/07/15,11.298
2018/07/16,1.002
2018/07/17,0.254
2018/07/18,0.177
2018/07/19,-0.06
2018/07/20,0.964
2018/07/21,0.973
2018/07/22,-0.133
2018/07/23,0.351
2018/07/24,0.082
2018/07/25,-0.075
2018/07/26,-0.403
2018/07/27,-0.427
2018/07/28,-0.448
2018/07/29,-1.143
2018/07/30,-0.424
2018/07/31,-0.481
2018/08/01,-0.985
2018/08/02,-0.905
2018/08/03,-0.346
2018/08/04,-0.258
2018/08/05,-0.769
2018/08/06,-0.201
2018/08/07,3.213
2018/08/08,8.175
2018/08/09,6.852
2018/08/10,4.151
2018/08/11,-0.111
2018/08/12,-1.324
2018/08/13,-0.727
2018/08/14,-0.515
2018/08/15,-0.759
2018/08/16,-1.019
2018/08/17,4.41
2018/08/18,-0.747
2018/08/19,-1.302
2018/08/20,-1.582
2018/08/21,-1.613
2018/08/22,-0.238
2018/08/23,-0.851
2018/08/24,0.693
2018/08/25,-0.924
2018/08/26,-1.459
2018/08/27,-1.894
2018/08/28,-2.006
2018/08/29,-2.52
2018/08/30,-1.864
2018/08/31,-0.623
2018/09/01,-0.943
2018/09/02,-1.654
2018/09/03,-1.119
2018/09/04,-1.364
2018/09/05,-1.054
2018/09/06,-0.146
2018/09/07,0.322
2018/09/08,-0.095
2018/09/09,-0.078
2018/09/10,-0.03
2018/09/11,0.173
2018/09/12,0.002
2018/09/13,-0.302
2018/09/14,0.089
2018/09/15,0.352
2018/09/16,0.184
2018/09/17,-0.107
2018/09/18,0.091
2018/09/19,1.184
2018/09/20,-0.517
2018/09/21,1.241
2018/09/22,0.199
2018/09/23,-0.559
2018/09/24,0.683
2018/09/25,0.584
2018/09/26,0.766
2018/09/27,0.828
2018/09/28,-4.363
2018/09/29,-8.988
2018/09/30,-16.343
2018/10/01,-11.932
2018/10/02,-8.52
2018/10/03,-8.156
2018/10/04,-10.929
2018/10/05,-9.753
2018/10/06,-4.447
2018/10/07,-3.258
2018/10/08,-1.278
2018/10/09,-1.846
2018/10/10,-3.744
2018/10/11,-4.41
2018/10/12,-9.455
2018/10/13,-11.274
2018/10/14,-1.28
2018/10/15,-0.263
2018/10/16,-0.516
2018/10/17,-0.179
2018/10/18,-0.855
2018/10/19,-0.677
2018/10/20,0.048
2018/10/21,-0.954
2018/10/22,-0.257
2018/10/23,-0.109
2018/10/24,0.402
2018/10/25,0.846
2018/10/26,0.239
2018/10/27,0.268
2018/10/28,-0.022
2018/10/29,0.374
2018/10/30,0.448
2018/10/31,0.434
2018/11/01,0.336
2018/11/02,0.622
2018/11/03,0.537
2018/11/04,-0.253
2018/11/05,-3.216
2018/11/06,-9.063
2018/11/07,-7.847
2018/11/08,-4.053
2018/11/09,-0.321
2018/11/10,-0.252
2018/11/11,-0.941
2018/11/12,-0.583
2018/11/13,-0.437
2018/11/14,0.464
2018/11/15,-4.349
2018/11/16,0.611
2018/11/17,0.243
2018/11/18,0.34
2018/11/19,1.231
2018/11/20,0.065
2018/11/21,0.318
2018/11/22,-0.953
2018/11/23,0.947
2018/11/24,-0.081
2018/11/25,0.804
2018/11/26,0.702
2018/11/27,0.269
2018/11/28,1.043
2018/11/29,1.334
2018/11/30,2.454
2018/12/01,1.256
2018/12/02,0.779
2018/12/03,0.808
2018/12/04,1.241
2018/12/05,0.844
2018/12/06,0.186
2018/12/07,0.502
2018/12/08,-0.265
2018/12/09,-0.366
2018/12/10,-0.414
2018/12/11,-0.471
2018/12/12,-0.559
2018/12/13,0.162
2018/12/14,0.231
2018/12/15,-0.071
2018/12/16,-0.484
2018/12/17,-0.086
2018/12/18,-0.878
2018/12/19,-0.022
2018/12/20,-0.566
2018/12/21,0.209
2018/12/22,-0.078
2018/12/23,-0.586
2018/12/24,-0.168
2018/12/25,-0.254
2018/12/26,-0.687
2018/12/27,-1.127
2018/12/28,-1.064
2018/12/29,-0.786
2018/12/30,-0.055
2018/12/31,-1.265
2019/01/01,-0.546
2019/01/02,-0.32
2019/01/03,-0.261
2019/01/04,0.554
2019/01/05,0.482
2019/01/06,-0.393
2019/01/07,-0.129
2019/01/08,-0.387
2019/01/09,-0.57
2019/01/10,-0.148
2019/01/11,0.245
2019/01/12,-0.004
2019/01/13,-0.479
2019/01/14,1.027
2019/01/15,0.422
2019/01/16,0.365
2019/01/17,-0.143
2019/01/18,0.291
2019/01/19,0.21
2019/01/20,-0.195
2019/01/21,0.208
2019/01/22,0.29
2019/01/23,-0.394
2019/01/24,-0.088
2019/01/25,0.302
2019/01/26,0.095
2019/01/27,-0.324
2019/01/28,0.353
2019/01/29,0.107
2019/01/30,0.266
2019/01/31,0.305
2019/02/01,0.512
2019/02/02,0.115
2019/02/03,-0.703
2019/02/04,-0.694
2019/02/05,-0.457
2019/02/06,-0.535
2019/02/07,-0.079
2019/02/08,0.647
2019/02/09,0.526
2019/02/10,-0.081
2019/02/11,0.126
2019/02/12,-0.406
2019/02/13,-0.315
2019/02/14,-0.014
2019/02/15,1.036
2019/02/16,0.471
2019/02/17,-0.315
2019/02/18,0.452
2019/02/19,0.99
2019/02/20,0.917
2019/02/21,0.742
2019/02/22,0.916
2019/02/23,0.217
2019/02/24,0.835
2019/02/25,1.38
2019/02/26,0.668
2019/02/27,-0.006
2019/02/28,-0.292
2019/03/01,0.096
2019/03/02,0.007
2019/03/03,-0.568
2019/03/04,0.037
2019/03/05,-0.16
2019/03/06,0.43
2019/03/07,0.457
2019/03/08,1.076
2019/03/09,0.856
2019/03/10,0.223
2019/03/11,0.578
2019/03/12,0.654
2019/03/13,0.438
2019/03/14,0.248
2019/03/15,0.659
2019/03/16,0.374
2019/03/17,-0.052
2019/03/18,0.65
2019/03/19,0.696
2019/03/20,0.411
2019/03/21,1.556
2019/03/22,1.489
2019/03/23,0.562
2019/03/24,0.24
2019/03/25,0.815
2019/03/26,1.168
2019/03/27,1.598
2019/03/28,1.13
2019/03/29,1.733
2019/03/30,-0.121
2019/03/31,0.965
2019/04/01,1.767
2019/04/02,2.085
2019/04/03,2.7
2019/04/04,1.498
2019/04/05,0.762
2019/04/06,0.786
2019/04/07,0.746
2019/04/08,1.374
2019/04/09,1.128
2019/04/10,2.433
2019/04/11,8.558
2019/04/12,7.782
2019/04/13,5.802
2019/04/14,4.105
2019/04/15,5.646
2019/04/16,7.514
2019/04/17,8.513
2019/04/18,9.303
2019/04/19,4.371
2019/04/20,0.362
2019/04/21,0.094
2019/04/22,-0.003
2019/04/23,0.521
2019/04/24,0.415
2019/04/25,0.267
2019/04/26,1.135
2019/04/27,0.183
2019/04/28,-0.383
2019/04/29,0.081
2019/04/30,0.126
2019/05/01,-0.069
2019/05/02,0.502
2019/05/03,0.83
2019/05/04,0.524
2019/05/05,0.566
2019/05/06,1.058
2019/05/07,1.457
2019/05/08,0.907
2019/05/09,0.637
2019/05/10,1.108
2019/05/11,0.53
2019/05/12,0.168
2019/05/13,0.825
2019/05/14,0.993
