Date,fee_to_reward3rsiUSD
2016/01/01,32.793
2016/01/02,36.11
2016/01/03,35.98
2016/01/04,40.585
2016/01/05,80.006
2016/01/06,83.113
2016/01/07,83.192
2016/01/08,27.487
2016/01/09,45.789
2016/01/10,33.889
2016/01/11,33.462
2016/01/12,37.28
2016/01/13,80.631
2016/01/14,39.616
2016/01/15,36.717
2016/01/16,36.38
2016/01/17,28.565
2016/01/18,59.913
2016/01/19,67.962
2016/01/20,34.434
2016/01/21,38.817
2016/01/22,62.733
2016/01/23,36.097
2016/01/24,48.678
2016/01/25,74.986
2016/01/26,64.037
2016/01/27,82.717
2016/01/28,50.926
2016/01/29,45.28
2016/01/30,40.363
2016/01/31,38.653
2016/02/01,31.113
2016/02/02,25.563
2016/02/03,17.925
2016/02/04,53.86
2016/02/05,71.466
2016/02/06,97.349
2016/02/07,43.912
2016/02/08,39.377
2016/02/09,48.761
2016/02/10,56.342
2016/02/11,43.544
2016/02/12,32.652
2016/02/13,37.436
2016/02/14,28.369
2016/02/15,37.752
2016/02/16,45.381
2016/02/17,67.243
2016/02/18,35.944
2016/02/19,54.136
2016/02/20,33.603
2016/02/21,37.189
2016/02/22,53.736
2016/02/23,93.115
2016/02/24,49.744
2016/02/25,37.206
2016/02/26,53.606
2016/02/27,37.157
2016/02/28,37.739
2016/02/29,46.791
2016/03/01,45.26
2016/03/02,56.542
2016/03/03,48.647
2016/03/04,43.832
2016/03/05,40.593
2016/03/06,68.662
2016/03/07,32.149
2016/03/08,40.775
2016/03/09,24.401
2016/03/10,14.287
2016/03/11,13.154
2016/03/12,48.28
2016/03/13,50.969
2016/03/14,67.73
2016/03/15,29.704
2016/03/16,28.683
2016/03/17,63.259
2016/03/18,47.104
2016/03/19,81.337
2016/03/20,55.108
2016/03/21,46.369
2016/03/22,30.384
2016/03/23,54.597
2016/03/24,71.471
2016/03/25,68.154
2016/03/26,43.621
2016/03/27,17.39
2016/03/28,42.621
2016/03/29,36.753
2016/03/30,66.401
2016/03/31,40.78
2016/04/01,37.985
2016/04/02,26.05
2016/04/03,24.922
2016/04/04,58.447
2016/04/05,70.214
2016/04/06,41.149
2016/04/07,40.422
2016/04/08,58.635
2016/04/09,35.697
2016/04/10,30.988
2016/04/11,29.838
2016/04/12,65.073
2016/04/13,87.499
2016/04/14,77.772
2016/04/15,36.876
2016/04/16,23.619
2016/04/17,63.916
2016/04/18,39.454
2016/04/19,37.933
2016/04/20,55.007
2016/04/21,72.367
2016/04/22,39.308
2016/04/23,36.351
2016/04/24,50.894
2016/04/25,55.161
2016/04/26,45.137
2016/04/27,34.566
2016/04/28,56.209
2016/04/29,63.038
2016/04/30,88.854
2016/05/01,93.46
2016/05/02,43.914
2016/05/03,42.22
2016/05/04,46.928
2016/05/05,65.058
2016/05/06,78.492
2016/05/07,31.276
2016/05/08,49.994
2016/05/09,40.859
2016/05/10,48.934
2016/05/11,68.708
2016/05/12,83.213
2016/05/13,88.018
2016/05/14,48.769
2016/05/15,35.067
2016/05/16,25.962
2016/05/17,27.591
2016/05/18,65.224
2016/05/19,56.642
2016/05/20,74.676
2016/05/21,59.119
2016/05/22,27.035
2016/05/23,33.659
2016/05/24,29.279
2016/05/25,59.181
2016/05/26,73.795
2016/05/27,80.534
2016/05/28,97.384
2016/05/29,43.266
2016/05/30,36.872
2016/05/31,36.656
2016/06/01,35.744
2016/06/02,26.072
2016/06/03,24.706
2016/06/04,22.861
2016/06/05,22.717
2016/06/06,40.718
2016/06/07,94.91
2016/06/08,41.507
2016/06/09,42.252
2016/06/10,44.065
2016/06/11,39.025
2016/06/12,45.713
2016/06/13,66.898
2016/06/14,70.399
2016/06/15,39.589
2016/06/16,68.031
2016/06/17,97.457
2016/06/18,98.004
2016/06/19,34.471
2016/06/20,34.469
2016/06/21,43.178
2016/06/22,35.457
2016/06/23,29.113
2016/06/24,35.84
2016/06/25,29.549
2016/06/26,28.525
2016/06/27,29.771
2016/06/28,42.949
2016/06/29,78.223
2016/06/30,89.839
2016/07/01,42.258
2016/07/02,30.911
2016/07/03,38.663
2016/07/04,34.891
2016/07/05,42.925
2016/07/06,40.569
2016/07/07,34.473
2016/07/08,68.57
2016/07/09,79.284
2016/07/10,35.691
2016/07/11,37.757
2016/07/12,50.714
2016/07/13,31.947
2016/07/14,55.591
2016/07/15,45.424
2016/07/16,31.518
2016/07/17,23.654
2016/07/18,49.504
2016/07/19,63.527
2016/07/20,93.602
2016/07/21,43.982
2016/07/22,48.342
2016/07/23,42.572
2016/07/24,51.578
2016/07/25,54.526
2016/07/26,69.334
2016/07/27,42.359
2016/07/28,76.304
2016/07/29,48.194
2016/07/30,31.889
2016/07/31,31.697
2016/08/01,34.074
2016/08/02,48.249
2016/08/03,43.32
2016/08/04,36.107
2016/08/05,26.946
2016/08/06,18.729
2016/08/07,30.41
2016/08/08,89.403
2016/08/09,42.364
2016/08/10,46.865
2016/08/11,44.143
2016/08/12,38.736
2016/08/13,27.18
2016/08/14,25.186
2016/08/15,44.462
2016/08/16,65.631
2016/08/17,49.093
2016/08/18,73.914
2016/08/19,46.703
2016/08/20,33.415
2016/08/21,45.52
2016/08/22,54.51
2016/08/23,94.688
2016/08/24,40.785
2016/08/25,43.914
2016/08/26,42.982
2016/08/27,37.511
2016/08/28,32.758
2016/08/29,47.271
2016/08/30,58.028
2016/08/31,46.055
2016/09/01,57.274
2016/09/02,84.942
2016/09/03,36.809
2016/09/04,69.747
2016/09/05,39.766
2016/09/06,48.264
2016/09/07,48.667
2016/09/08,63.981
2016/09/09,64.858
2016/09/10,28.535
2016/09/11,31.219
2016/09/12,55.894
2016/09/13,41.444
2016/09/14,60.443
2016/09/15,61.321
2016/09/16,84.31
2016/09/17,42.913
2016/09/18,35.799
2016/09/19,23.326
2016/09/20,50.212
2016/09/21,43.017
2016/09/22,85.502
2016/09/23,54.641
2016/09/24,74.171
2016/09/25,63.925
2016/09/26,87.922
2016/09/27,57.697
2016/09/28,42.845
2016/09/29,27.329
2016/09/30,27.266
2016/10/01,67.865
2016/10/02,60.631
2016/10/03,44.665
2016/10/04,66.602
2016/10/05,39.374
2016/10/06,30.767
2016/10/07,27.543
2016/10/08,38.518
2016/10/09,56.185
2016/10/10,45.419
2016/10/11,24.256
2016/10/12,35.151
2016/10/13,86.145
2016/10/14,55.803
2016/10/15,51.923
2016/10/16,46.517
2016/10/17,55.966
2016/10/18,78.233
2016/10/19,66.121
2016/10/20,25.395
2016/10/21,20.857
2016/10/22,14.616
2016/10/23,14.143
2016/10/24,57.62
2016/10/25,49.465
2016/10/26,35.764
2016/10/27,33.593
2016/10/28,45.133
2016/10/29,34.863
2016/10/30,26.613
2016/10/31,44.919
2016/11/01,75.835
2016/11/02,35.687
2016/11/03,37.113
2016/11/04,21.826
2016/11/05,34.745
2016/11/06,30.121
2016/11/07,55.252
2016/11/08,67.982
2016/11/09,80.591
2016/11/10,80.857
2016/11/11,91.441
2016/11/12,36.985
2016/11/13,47.358
2016/11/14,63.481
2016/11/15,59.63
2016/11/16,45.916
2016/11/17,28.837
2016/11/18,43.972
2016/11/19,22.071
2016/11/20,50.602
2016/11/21,64.826
2016/11/22,76.108
2016/11/23,96.175
2016/11/24,56.544
2016/11/25,54.942
2016/11/26,71.507
2016/11/27,87.931
2016/11/28,89.539
2016/11/29,60.136
2016/11/30,20.348
2016/12/01,18.016
2016/12/02,19.507
2016/12/03,18.125
2016/12/04,22.063
2016/12/05,40.906
2016/12/06,50.432
2016/12/07,53.02
2016/12/08,55.372
2016/12/09,32.045
2016/12/10,23.164
2016/12/11,67.177
2016/12/12,42.437
2016/12/13,39.617
2016/12/14,61.443
2016/12/15,61.803
2016/12/16,32.928
2016/12/17,49.707
2016/12/18,25.532
2016/12/19,68.014
2016/12/20,80.66
2016/12/21,89.745
2016/12/22,45.577
2016/12/23,30.627
2016/12/24,25.218
2016/12/25,22.115
2016/12/26,20.731
2016/12/27,69.95
2016/12/28,51.711
2016/12/29,70.816
2016/12/30,77.081
2016/12/31,34.476
2017/01/01,28.672
2017/01/02,40.701
2017/01/03,70.558
2017/01/04,64.944
2017/01/05,47.548
2017/01/06,36.77
