Date,fee_to_reward30momUSD
2016/08/07,-0.036
2016/08/08,0.018
2016/08/09,0.009
2016/08/10,0.014
2016/08/11,-0.003
2016/08/12,0.016
2016/08/13,-0.023
2016/08/14,-0.015
2016/08/15,0.009
2016/08/16,0.034
2016/08/17,0.01
2016/08/18,0.017
2016/08/19,-0.138
2016/08/20,-0.021
2016/08/21,-0.029
2016/08/22,-0.009
2016/08/23,0.101
2016/08/24,-0.03
2016/08/25,-0.045
2016/08/26,-0.017
2016/08/27,-0.103
2016/08/28,-0.061
2016/08/29,-0.003
2016/08/30,0.007
2016/08/31,-0.003
2016/09/01,-0.008
2016/09/02,0.034
2016/09/03,-0.012
2016/09/04,0.061
2016/09/05,0.006
2016/09/06,0.019
2016/09/07,-0.06
2016/09/08,0.032
2016/09/09,0.025
2016/09/10,-0.013
2016/09/11,-0.005
2016/09/12,0.029
2016/09/13,0.019
2016/09/14,0.027
2016/09/15,0.014
2016/09/16,0.054
2016/09/17,0
2016/09/18,0.006
2016/09/19,-0.003
2016/09/20,0.012
2016/09/21,0.001
2016/09/22,-0.035
2016/09/23,0.046
2016/09/24,0.102
2016/09/25,0.088
2016/09/26,0.251
2016/09/27,0.179
2016/09/28,0.114
2016/09/29,0.025
2016/09/30,0.033
2016/10/01,0.149
2016/10/02,0.093
2016/10/03,0.106
2016/10/04,0.105
2016/10/05,0.093
2016/10/06,0.042
2016/10/07,0.029
2016/10/08,0.021
2016/10/09,0.045
2016/10/10,0.074
2016/10/11,0.03
2016/10/12,0.02
2016/10/13,0.204
2016/10/14,0.109
2016/10/15,0.098
2016/10/16,0.053
2016/10/17,0.105
2016/10/18,0.18
2016/10/19,0.185
2016/10/20,0.054
2016/10/21,0.035
2016/10/22,-0.098
2016/10/23,-0.055
2016/10/24,-0.054
2016/10/25,-0.052
2016/10/26,-0.23
2016/10/27,-0.154
2016/10/28,-0.091
2016/10/29,-0.022
2016/10/30,-0.031
2016/10/31,-0.146
2016/11/01,-0.098
2016/11/02,-0.099
2016/11/03,-0.163
2016/11/04,-0.111
2016/11/05,-0.069
2016/11/06,-0.061
2016/11/07,-0.062
2016/11/08,-0.077
2016/11/09,-0.048
2016/11/10,-0.006
2016/11/11,0.005
2016/11/12,-0.203
2016/11/13,-0.116
2016/11/14,-0.09
2016/11/15,-0.08
2016/11/16,-0.104
2016/11/17,-0.181
2016/11/18,-0.16
2016/11/19,-0.068
2016/11/20,-0.028
2016/11/21,0.023
2016/11/22,0.037
2016/11/23,0.093
2016/11/24,0.04
2016/11/25,0.062
2016/11/26,0.11
2016/11/27,0.208
2016/11/28,0.237
2016/11/29,0.2
2016/11/30,0.006
2016/12/01,-0.048
2016/12/02,-0.005
2016/12/03,-0.014
2016/12/04,0.014
2016/12/05,0.021
2016/12/06,0.034
2016/12/07,0.023
2016/12/08,0.014
2016/12/09,-0.013
2016/12/10,-0.021
2016/12/11,-0.019
2016/12/12,0.003
2016/12/13,-0.007
2016/12/14,-0.01
2016/12/15,-0.008
2016/12/16,-0.014
2016/12/17,0.004
2016/12/18,-0.017
2016/12/19,0.029
2016/12/20,0.036
2016/12/21,0.058
2016/12/22,0.003
2016/12/23,-0.147
2016/12/24,-0.092
2016/12/25,-0.096
2016/12/26,-0.142
2016/12/27,-0.207
2016/12/28,-0.242
2016/12/29,-0.168
2016/12/30,0.029
2016/12/31,0.006
2017/01/01,-0.008
2017/01/02,0.008
2017/01/03,0.042
2017/01/04,0.022
2017/01/05,0.001
2017/01/06,-0.01
2017/01/07,-0.016
2017/01/08,0.005
2017/01/09,0.021
2017/01/10,0.007
2017/01/11,0.01
2017/01/12,0.02
2017/01/13,0.003
2017/01/14,-0.017
2017/01/15,-0.002
2017/01/16,0.001
2017/01/17,0.038
2017/01/18,-0.008
2017/01/19,-0.039
2017/01/20,-0.06
2017/01/21,-0.027
2017/01/22,0.018
2017/01/23,0.028
2017/01/24,0.054
2017/01/25,0.046
2017/01/26,-0.002
2017/01/27,0.013
2017/01/28,-0.021
2017/01/29,-0.041
2017/01/30,0.011
2017/01/31,0.021
2017/02/01,0.032
2017/02/02,-0.014
2017/02/03,-0.014
2017/02/04,-0.006
2017/02/05,0.01
2017/02/06,0.018
2017/02/07,0.04
2017/02/08,0.024
2017/02/09,0.006
2017/02/10,0.036
2017/02/11,0.004
2017/02/12,0.014
2017/02/13,0.098
2017/02/14,0.062
2017/02/15,0.099
2017/02/16,-0.001
2017/02/17,0.016
2017/02/18,0.044
2017/02/19,0.008
2017/02/20,0.032
2017/02/21,0.06
2017/02/22,0.052
2017/02/23,0.008
2017/02/24,0.012
2017/02/25,0.026
2017/02/26,0.01
2017/02/27,0.037
2017/02/28,0.06
2017/03/01,0.063
2017/03/02,0.069
2017/03/03,0.026
2017/03/04,0.023
2017/03/05,0.028
2017/03/06,0.028
2017/03/07,0.03
2017/03/08,0.015
2017/03/09,0.015
2017/03/10,0.034
2017/03/11,0.024
2017/03/12,0.01
2017/03/13,0.115
2017/03/14,0.107
2017/03/15,0.011
2017/03/16,0.109
2017/03/17,0.058
2017/03/18,0.065
2017/03/19,0.058
2017/03/20,0.036
2017/03/21,0.087
2017/03/22,0.059
2017/03/23,0.021
2017/03/24,0.054
2017/03/25,0.047
2017/03/26,0.052
2017/03/27,0.106
2017/03/28,0.084
2017/03/29,0.075
2017/03/30,0.068
2017/03/31,0.078
2017/04/01,0.012
2017/04/02,0.067
2017/04/03,0.1
2017/04/04,0.069
2017/04/05,0.084
2017/04/06,0.095
2017/04/07,0.101
2017/04/08,0.008
2017/04/09,0.015
2017/04/10,0.055
2017/04/11,0.036
2017/04/12,0.025
2017/04/13,-0.034
2017/04/14,-0.001
2017/04/15,-0.076
2017/04/16,-0.083
2017/04/17,0.006
2017/04/18,0.056
2017/04/19,0.083
2017/04/20,0.029
2017/04/21,0.108
2017/04/22,0.052
2017/04/23,-0.006
2017/04/24,0.056
2017/04/25,0.067
2017/04/26,0.004
2017/04/27,0.085
2017/04/28,0.044
2017/04/29,0.01
2017/04/30,0.021
2017/05/01,0.168
2017/05/02,0.157
2017/05/03,0.021
2017/05/04,0.102
2017/05/05,0.063
2017/05/06,0.044
2017/05/07,0.117
2017/05/08,0.151
2017/05/09,0.165
2017/05/10,0.14
2017/05/11,0.169
2017/05/12,0.095
2017/05/13,0.157
2017/05/14,0.169
2017/05/15,0.261
2017/05/16,0.286
2017/05/17,0.552
2017/05/18,0.305
2017/05/19,0.336
2017/05/20,0.297
2017/05/21,0.247
2017/05/22,0.37
2017/05/23,0.647
2017/05/24,0.676
2017/05/25,0.483
2017/05/26,0.438
2017/05/27,0.322
2017/05/28,0.384
2017/05/29,0.378
2017/05/30,0.759
2017/05/31,1.307
2017/06/01,0.497
2017/06/02,0.792
2017/06/03,0.492
2017/06/04,0.623
2017/06/05,0.485
2017/06/06,0.584
2017/06/07,0.644
2017/06/08,0.484
2017/06/09,0.526
2017/06/10,0.377
2017/06/11,0.722
2017/06/12,1.284
2017/06/13,0.624
2017/06/14,0.416
2017/06/15,0.487
2017/06/16,0.128
2017/06/17,0.266
2017/06/18,0.252
2017/06/19,0.42
2017/06/20,1.912
2017/06/21,2.554
2017/06/22,1.571
2017/06/23,0.79
2017/06/24,1.341
2017/06/25,0.795
2017/06/26,1.25
2017/06/27,0.551
2017/06/28,1.396
2017/06/29,0.61
2017/06/30,-0.42
2017/07/01,0.259
2017/07/02,0.085
2017/07/03,0.681
2017/07/04,0.401
2017/07/05,0.666
2017/07/06,0.149
2017/07/07,0.269
2017/07/08,0.429
2017/07/09,0.035
2017/07/10,0.291
2017/07/11,0.055
2017/07/12,-0.331
2017/07/13,0.317
2017/07/14,0.242
2017/07/15,0.178
2017/07/16,0.224
2017/07/17,0.316
2017/07/18,0.824
2017/07/19,0.31
2017/07/20,-1.459
2017/07/21,-2.098
2017/07/22,-1.538
2017/07/23,-0.582
2017/07/24,-0.865
2017/07/25,-0.112
2017/07/26,-0.732
2017/07/27,-0.157
2017/07/28,-0.923
2017/07/29,-0.832
2017/07/30,-0.432
2017/07/31,-0.208
2017/08/01,0.042
2017/08/02,-0.406
2017/08/03,-0.221
2017/08/04,-0.443
2017/08/05,-0.004
2017/08/06,-0.126
2017/08/07,0.163
2017/08/08,0.585
2017/08/09,0.153
2017/08/10,0.256
2017/08/11,0.224
2017/08/12,0.182
2017/08/13,0.217
2017/08/14,0.361
2017/08/15,0.552
2017/08/16,1.961
2017/08/17,0.67
2017/08/18,1.669
2017/08/19,0.975
2017/08/20,0.199
2017/08/21,0.496
2017/08/22,0.234
2017/08/23,0.115
2017/08/24,-0.01
2017/08/25,0.413
2017/08/26,0.455
2017/08/27,0.313
2017/08/28,0.858
2017/08/29,1.686
2017/08/30,1.216
2017/08/31,1.996
2017/09/01,1.394
2017/09/02,0.77
2017/09/03,0.529
2017/09/04,1.345
2017/09/05,1.794
2017/09/06,2.297
2017/09/07,2.018
2017/09/08,2.429
2017/09/09,0.794
2017/09/10,0.469
2017/09/11,0.453
2017/09/12,1.094
2017/09/13,0.768
2017/09/14,0.351
2017/09/15,-0.082
2017/09/16,0.811
2017/09/17,-1.123
2017/09/18,0.009
2017/09/19,0.591
2017/09/20,1.34
2017/09/21,0.233
2017/09/22,0.48
2017/09/23,0.535
2017/09/24,1.011
2017/09/25,0.844
2017/09/26,0.972
2017/09/27,0.592
2017/09/28,-0.24
2017/09/29,-0.04
2017/09/30,-0.869
2017/10/01,-0.396
2017/10/02,0.268
2017/10/03,0.847
2017/10/04,-0.074
2017/10/05,-0.542
2017/10/06,-1.052
2017/10/07,-1.523
2017/10/08,-1.395
2017/10/09,0.169
2017/10/10,0.436
2017/10/11,0.713
2017/10/12,0.126
2017/10/13,0.499
2017/10/14,0.41
2017/10/15,-0.674
2017/10/16,-1.19
2017/10/17,-0.311
2017/10/18,-0.634
2017/10/19,-0.577
2017/10/20,-0.9
2017/10/21,-0.508
2017/10/22,-0.892
2017/10/23,-0.7
2017/10/24,-0.994
2017/10/25,-1.026
2017/10/26,-1.161
2017/10/27,-0.949
2017/10/28,-1.205
2017/10/29,-1.045
2017/10/30,-0.991
2017/10/31,-0.696
2017/11/01,-0.526
2017/11/02,-0.722
2017/11/03,-1.1
2017/11/04,-1.408
2017/11/05,-1.791
2017/11/06,-0.883
2017/11/07,-0.952
2017/11/08,-0.913
2017/11/09,-1.05
2017/11/10,-1.427
2017/11/11,-1.48
2017/11/12,-1.473
2017/11/13,-1.048
2017/11/14,-0.785
2017/11/15,-0.189
2017/11/16,-0.023
2017/11/17,0.232
2017/11/18,-0.13
2017/11/19,-0.566
2017/11/20,0.549
2017/11/21,0.691
2017/11/22,0.416
2017/11/23,0.017
2017/11/24,0.074
2017/11/25,0.07
2017/11/26,0.199
2017/11/27,0.639
2017/11/28,0.787
2017/11/29,0.663
2017/11/30,0.449
2017/12/01,0.24
2017/12/02,-0.064
2017/12/03,0.566
2017/12/04,2.496
2017/12/05,3.984
2017/12/06,5.132
2017/12/07,7.638
2017/12/08,7.849
2017/12/09,7.336
2017/12/10,6.761
2017/12/11,5.46
2017/12/12,5.207
2017/12/13,4.351
2017/12/14,5.422
2017/12/15,4.26
2017/12/16,4.669
2017/12/17,3.467
2017/12/18,3.787
2017/12/19,4.856
2017/12/20,5.445
2017/12/21,5.706
2017/12/22,5.201
2017/12/23,3.524
2017/12/24,3.078
2017/12/25,2.064
2017/12/26,1.81
2017/12/27,1.953
2017/12/28,1.843
2017/12/29,2.399
2017/12/30,2.374
2017/12/31,1.99
2018/01/01,1.797
2018/01/02,2.695
2018/01/03,1.696
2018/01/04,1.097
2018/01/05,4.806
2018/01/06,3.608
2018/01/07,1.175
2018/01/08,2.164
2018/01/09,3.339
2018/01/10,6.242
2018/01/11,4.636
2018/01/12,3.092
2018/01/13,2.262
2018/01/14,2.547
2018/01/15,2.749
2018/01/16,3.544
2018/01/17,3.24
2018/01/18,2.45
2018/01/19,0.451
2018/01/20,-0.231
2018/01/21,-1.139
2018/01/22,-0.02
2018/01/23,1.401
2018/01/24,2.074
2018/01/25,1.294
2018/01/26,0.578
2018/01/27,-0.063
2018/01/28,-0.481
2018/01/29,1.122
2018/01/30,0.827
2018/01/31,1.233
2018/02/01,1.83
2018/02/02,-0.083
2018/02/03,-2.103
2018/02/04,-7.323
2018/02/05,-8.707
2018/02/06,-6.399
2018/02/07,-7.181
2018/02/08,-8.463
2018/02/09,-9.625
2018/02/10,-7.802
2018/02/11,-5.928
2018/02/12,-6.375
2018/02/13,-5.772
2018/02/14,-5.975
2018/02/15,-5.783
2018/02/16,-5.488
2018/02/17,-5.57
2018/02/18,-4.109
2018/02/19,-4.168
2018/02/20,-2.37
2018/02/21,-1.885
2018/02/22,-3.119
2018/02/23,-2.676
2018/02/24,-1.821
2018/02/25,-1.726
2018/02/26,-1.165
2018/02/27,-1.359
2018/02/28,-2.046
2018/03/01,-2.111
2018/03/02,-1.471
2018/03/03,-4.048
2018/03/04,-2.653
2018/03/05,-1.157
2018/03/06,-1.406
2018/03/07,-1.1
2018/03/08,-1.62
2018/03/09,-1.447
2018/03/10,-1.062
2018/03/11,-1.498
2018/03/12,-1.007
2018/03/13,-1.097
2018/03/14,-0.958
2018/03/15,-1.03
2018/03/16,-1.2
2018/03/17,-1.387
2018/03/18,-1.024
2018/03/19,-1.261
2018/03/20,-1.718
2018/03/21,-0.885
2018/03/22,-1.382
2018/03/23,-1.131
2018/03/24,-1.016
2018/03/25,-1.205
2018/03/26,-0.981
2018/03/27,-0.838
2018/03/28,-0.781
2018/03/29,-0.778
2018/03/30,-1.669
2018/03/31,-1.243
2018/04/01,-1.956
2018/04/02,-0.87
2018/04/03,-0.885
2018/04/04,-1.384
2018/04/05,-0.138
2018/04/06,-1.199
2018/04/07,-1.309
2018/04/08,-0.952
2018/04/09,-0.389
2018/04/10,-0.303
2018/04/11,-0.808
2018/04/12,-0.041
2018/04/13,0.066
2018/04/14,-0.328
2018/04/15,-0.364
2018/04/16,0.096
2018/04/17,-0.042
2018/04/18,0.177
2018/04/19,0.275
2018/04/20,-0.008
2018/04/21,-0.349
2018/04/22,-0.432
2018/04/23,0.036
2018/04/24,0.616
2018/04/25,0.234
2018/04/26,0.387
2018/04/27,0.509
2018/04/28,0.317
2018/04/29,0.804
2018/04/30,1.21
2018/05/01,0.814
2018/05/02,0.661
2018/05/03,0.975
2018/05/04,1.089
2018/05/05,-0.272
2018/05/06,0.214
2018/05/07,0.827
2018/05/08,0.797
2018/05/09,0.9
2018/05/10,1.898
2018/05/11,1.624
2018/05/12,0.481
2018/05/13,0.392
2018/05/14,1.509
2018/05/15,1.616
2018/05/16,1.636
2018/05/17,1.777
2018/05/18,1.32
2018/05/19,0.884
2018/05/20,0.634
2018/05/21,1.415
2018/05/22,1.727
2018/05/23,1.569
2018/05/24,1.037
2018/05/25,0.944
2018/05/26,0.588
2018/05/27,0.259
2018/05/28,1.608
2018/05/29,1.158
2018/05/30,1.237
2018/05/31,2.569
2018/06/01,1.736
2018/06/02,0.138
2018/06/03,0.186
2018/06/04,1.268
2018/06/05,1.103
2018/06/06,1.47
2018/06/07,0.622
2018/06/08,0.08
2018/06/09,-1.324
2018/06/10,-1.173
2018/06/11,-0.163
2018/06/12,-0.288
2018/06/13,-0.792
2018/06/14,-0.632
2018/06/15,-0.493
2018/06/16,-1.69
2018/06/17,-1.83
2018/06/18,-1.36
2018/06/19,-0.559
2018/06/20,-1.03
2018/06/21,-1.474
2018/06/22,-0.552
2018/06/23,-1.629
2018/06/24,-1.234
2018/06/25,-0.346
2018/06/26,-0.708
2018/06/27,-1.942
2018/06/28,-1.892
2018/06/29,-1.965
2018/06/30,2.647
2018/07/01,8.073
2018/07/02,16.104
2018/07/03,12.164
2018/07/04,8.293
2018/07/05,7.399
2018/07/06,9.548
2018/07/07,9.04
2018/07/08,3.407
2018/07/09,2.802
2018/07/10,1.303
2018/07/11,1.59
2018/07/12,3.755
2018/07/13,4.406
2018/07/14,9.206
2018/07/15,10.156
2018/07/16,0.915
2018/07/17,0.764
2018/07/18,0.653
2018/07/19,-0.135
2018/07/20,0.579
2018/07/21,0.72
2018/07/22,-1.15
2018/07/23,0.942
2018/07/24,0.372
2018/07/25,-0.317
2018/07/26,0.047
2018/07/27,-0.093
2018/07/28,0.286
2018/07/29,-0.415
2018/07/30,-5.64
2018/07/31,-10.291
2018/08/01,-17.226
2018/08/02,-13.255
2018/08/03,-9.906
2018/08/04,-8.76
2018/08/05,-11.788
2018/08/06,-9.864
2018/08/07,-0.274
2018/08/08,6.697
2018/08/09,6.722
2018/08/10,2.724
2018/08/11,-3.579
2018/08/12,-4.937
2018/08/13,-9.301
2018/08/14,-10.177
2018/08/15,0.016
2018/08/16,0.047
2018/08/17,5.117
2018/08/18,-0.054
2018/08/19,-0.851
2018/08/20,-0.828
2018/08/21,0.089
2018/08/22,0.449
2018/08/23,0.011
2018/08/24,1.356
2018/08/25,-0.262
2018/08/26,0.577
2018/08/27,-0.288
2018/08/28,0.374
2018/08/29,0.473
2018/08/30,0.354
2018/08/31,0.5
2018/09/01,0.148
2018/09/02,-0.04
2018/09/03,0.242
2018/09/04,0.875
2018/09/05,-0.23
2018/09/06,-3.279
2018/09/07,-9.176
2018/09/08,-8.12
2018/09/09,-4.392
2018/09/10,-0.207
2018/09/11,0.704
2018/09/12,0.097
2018/09/13,-0.281
2018/09/14,-0.842
2018/09/15,-0.459
2018/09/16,-5.587
2018/09/17,0.082
2018/09/18,0.363
2018/09/19,1.292
2018/09/20,0.544
2018/09/21,-0.15
2018/09/22,-0.184
2018/09/23,-1.598
2018/09/24,0.898
2018/09/25,0.101
2018/09/26,0.768
2018/09/27,0.869
2018/09/28,0.805
2018/09/29,0.949
2018/09/30,0.383
2018/10/01,1.174
2018/10/02,1.426
2018/10/03,0.362
2018/10/04,-0.017
2018/10/05,0.342
2018/10/06,-0.893
2018/10/07,-0.779
2018/10/08,0.12
2018/10/09,-0.178
2018/10/10,0.041
2018/10/11,-0.177
2018/10/12,-0.251
2018/10/13,-0.817
2018/10/14,-0.455
2018/10/15,0.149
2018/10/16,-0.047
2018/10/17,-0.207
2018/10/18,-0.367
2018/10/19,-1.141
2018/10/20,-0.585
2018/10/21,-1.253
2018/10/22,-0.084
2018/10/23,0.133
2018/10/24,-0.233
2018/10/25,0.168
2018/10/26,-0.241
2018/10/27,-0.975
2018/10/28,-1.299
2018/10/29,-0.928
2018/10/30,-0.435
2018/10/31,-0.889
2018/11/01,-1.051
2018/11/02,0.018
2018/11/03,-0.322
2018/11/04,-0.364
2018/11/05,0.956
2018/11/06,0.892
2018/11/07,0.152
2018/11/08,0.517
2018/11/09,-0.156
2018/11/10,-0.779
2018/11/11,-0.787
2018/11/12,0.514
2018/11/13,0.86
2018/11/14,0.774
2018/11/15,1.285
2018/11/16,0.736
2018/11/17,0.247
2018/11/18,0.189
2018/11/19,1.272
2018/11/20,1.468
2018/11/21,0.586
2018/11/22,0.512
2018/11/23,0.282
2018/11/24,-0.35
2018/11/25,0.276
2018/11/26,0.808
2018/11/27,0.764
2018/11/28,1.022
2018/11/29,1.386
2018/11/30,2.169
2018/12/01,0.881
2018/12/02,0.399
2018/12/03,1.147
2018/12/04,1.263
2018/12/05,0.781
2018/12/06,0.072
2018/12/07,0.23
2018/12/08,-0.604
2018/12/09,-0.251
2018/12/10,0.542
2018/12/11,0.567
2018/12/12,-0.256
2018/12/13,-0.243
2018/12/14,-0.692
2018/12/15,-1.309
2018/12/16,-1.013
2018/12/17,0.035
2018/12/18,0.073
2018/12/19,-0.709
2018/12/20,-0.782
2018/12/21,-0.293
2018/12/22,-0.723
2018/12/23,-0.635
2018/12/24,0.013
2018/12/25,-0.289
2018/12/26,-0.52
2018/12/27,-0.591
2018/12/28,-1.158
2018/12/29,-1.737
2018/12/30,-1.335
2018/12/31,-1.095
2019/01/01,-0.963
2019/01/02,-1.145
2019/01/03,-1.16
2019/01/04,-1.184
2019/01/05,-0.483
2019/01/06,-0.775
2019/01/07,-0.042
2019/01/08,0.02
2019/01/09,-0.334
2019/01/10,0.071
2019/01/11,-0.013
2019/01/12,-0.621
2019/01/13,-0.561
2019/01/14,1.051
2019/01/15,0.699
2019/01/16,0.083
2019/01/17,-0.405
2019/01/18,-0.272
2019/01/19,-0.477
2019/01/20,-0.488
2019/01/21,0.419
2019/01/22,0.642
2019/01/23,-0.058
2019/01/24,-0.075
2019/01/25,0.015
2019/01/26,-0.077
2019/01/27,-0.189
2019/01/28,0.704
2019/01/29,-0.727
2019/01/30,0.48
2019/01/31,0.87
2019/02/01,0.51
2019/02/02,0.011
2019/02/03,-0.3
2019/02/04,-0.284
2019/02/05,0.088
2019/02/06,0.112
2019/02/07,0.152
2019/02/08,0.438
2019/02/09,-0.112
2019/02/10,0.188
2019/02/11,0.99
2019/02/12,0.847
2019/02/13,-0.057
2019/02/14,0.3
2019/02/15,0.917
2019/02/16,0.803
2019/02/17,0.666
2019/02/18,1.71
2019/02/19,1.77
2019/02/20,1.222
2019/02/21,0.735
2019/02/22,0.961
2019/02/23,0.581
2019/02/24,1.341
2019/02/25,2.048
2019/02/26,2.014
2019/02/27,1.027
2019/02/28,1.77
2019/03/01,0.711
2019/03/02,0.1
2019/03/03,0.067
2019/03/04,1.186
2019/03/05,1.323
2019/03/06,1.197
2019/03/07,1.145
2019/03/08,1.006
2019/03/09,0.684
2019/03/10,0.119
2019/03/11,0.619
2019/03/12,0.479
2019/03/13,0.07
2019/03/14,-0.037
2019/03/15,-0.335
2019/03/16,-0.625
2019/03/17,-1.052
2019/03/18,0.252
2019/03/19,0.301
2019/03/20,-0.822
2019/03/21,0.273
2019/03/22,-0.151
2019/03/23,-0.814
2019/03/24,-0.663
2019/03/25,0.309
2019/03/26,-0.187
2019/03/27,-0.373
2019/03/28,-0.696
2019/03/29,0.002
2019/03/30,-1.164
2019/03/31,-0.226
2019/04/01,0.798
2019/04/02,1.508
2019/04/03,1.503
2019/04/04,0.475
2019/04/05,-0.151
2019/04/06,-0.446
2019/04/07,-0.372
2019/04/08,0.539
2019/04/09,0.571
2019/04/10,1.926
2019/04/11,7.891
2019/04/12,6.723
2019/04/13,4.992
2019/04/14,4.497
2019/04/15,5.971
2019/04/16,7.649
2019/04/17,7.457
2019/04/18,8.335
2019/04/19,3.483
2019/04/20,-1.681
2019/04/21,-0.976
2019/04/22,0.077
2019/04/23,0.223
2019/04/24,-0.475
2019/04/25,-0.886
2019/04/26,-0.54
2019/04/27,-1.136
2019/04/28,-1.411
2019/04/29,-0.525
2019/04/30,-0.359
2019/05/01,-0.967
2019/05/02,-1.073
2019/05/03,-1.859
2019/05/04,-1.274
2019/05/05,-0.48
2019/05/06,0.359
2019/05/07,0.823
2019/05/08,-0.315
