Date,transactionvalue30trxUSD
2016/03/28,1.554
2016/03/29,1.395
2016/03/30,1.256
2016/03/31,1.125
2016/04/01,0.988
2016/04/02,0.849
2016/04/03,0.706
2016/04/04,0.565
2016/04/05,0.43
2016/04/06,0.302
2016/04/07,0.184
2016/04/08,0.07
2016/04/09,-0.025
2016/04/10,-0.107
2016/04/11,-0.189
2016/04/12,-0.264
2016/04/13,-0.333
2016/04/14,-0.397
2016/04/15,-0.463
2016/04/16,-0.532
2016/04/17,-0.597
2016/04/18,-0.659
2016/04/19,-0.723
2016/04/20,-0.783
2016/04/21,-0.844
2016/04/22,-0.899
2016/04/23,-0.945
2016/04/24,-0.994
2016/04/25,-1.04
2016/04/26,-1.076
2016/04/27,-1.109
2016/04/28,-1.14
2016/04/29,-1.172
2016/04/30,-1.176
2016/05/01,-1.163
2016/05/02,-1.133
2016/05/03,-1.094
2016/05/04,-1.054
2016/05/05,-1.013
2016/05/06,-0.955
2016/05/07,-0.89
2016/05/08,-0.825
2016/05/09,-0.746
2016/05/10,-0.657
2016/05/11,-0.54
2016/05/12,-0.399
2016/05/13,-0.147
2016/05/14,0.151
2016/05/15,0.397
2016/05/16,0.601
2016/05/17,0.765
2016/05/18,0.903
2016/05/19,1.045
2016/05/20,1.177
2016/05/21,1.264
2016/05/22,1.308
2016/05/23,1.33
2016/05/24,1.344
2016/05/25,1.346
2016/05/26,1.325
2016/05/27,1.31
2016/05/28,1.279
2016/05/29,1.23
2016/05/30,1.169
2016/05/31,1.099
2016/06/01,1.021
2016/06/02,0.931
2016/06/03,0.835
2016/06/04,0.732
2016/06/05,0.624
2016/06/06,0.515
2016/06/07,0.415
2016/06/08,0.355
2016/06/09,0.287
2016/06/10,0.222
2016/06/11,0.154
2016/06/12,0.095
2016/06/13,0.048
2016/06/14,0.017
2016/06/15,-0.008
2016/06/16,-0.011
2016/06/17,0.035
2016/06/18,0.117
2016/06/19,0.185
2016/06/20,0.256
2016/06/21,0.314
2016/06/22,0.371
2016/06/23,0.423
2016/06/24,0.455
2016/06/25,0.482
2016/06/26,0.484
2016/06/27,0.467
2016/06/28,0.452
2016/06/29,0.428
2016/06/30,0.387
2016/07/01,0.339
2016/07/02,0.278
2016/07/03,0.209
2016/07/04,0.144
2016/07/05,0.125
2016/07/06,0.1
2016/07/07,0.067
2016/07/08,0.024
2016/07/09,-0.029
2016/07/10,-0.086
2016/07/11,-0.145
2016/07/12,-0.205
2016/07/13,-0.26
2016/07/14,-0.314
2016/07/15,-0.309
2016/07/16,-0.312
2016/07/17,-0.322
2016/07/18,-0.299
2016/07/19,-0.14
2016/07/20,0.187
2016/07/21,0.456
2016/07/22,0.696
2016/07/23,0.908
2016/07/24,1.228
2016/07/25,1.588
2016/07/26,2.089
2016/07/27,2.599
2016/07/28,3.036
2016/07/29,3.367
2016/07/30,3.589
2016/07/31,3.707
2016/08/01,3.767
2016/08/02,3.819
2016/08/03,3.839
2016/08/04,3.791
2016/08/05,3.704
2016/08/06,3.563
2016/08/07,3.388
2016/08/08,3.192
2016/08/09,2.992
2016/08/10,2.812
2016/08/11,2.636
2016/08/12,2.455
2016/08/13,2.269
2016/08/14,2.08
2016/08/15,1.887
2016/08/16,1.69
2016/08/17,1.498
2016/08/18,1.308
2016/08/19,1.122
2016/08/20,0.945
2016/08/21,0.794
2016/08/22,0.653
2016/08/23,0.535
2016/08/24,0.415
2016/08/25,0.291
2016/08/26,0.175
2016/08/27,0.058
2016/08/28,-0.058
2016/08/29,-0.171
2016/08/30,-0.283
2016/08/31,-0.39
2016/09/01,-0.486
2016/09/02,-0.575
2016/09/03,-0.66
2016/09/04,-0.739
2016/09/05,-0.817
2016/09/06,-0.894
2016/09/07,-0.969
2016/09/08,-1.039
2016/09/09,-1.11
2016/09/10,-1.179
2016/09/11,-1.246
2016/09/12,-1.308
2016/09/13,-1.366
2016/09/14,-1.423
2016/09/15,-1.48
2016/09/16,-1.525
2016/09/17,-1.567
2016/09/18,-1.597
2016/09/19,-1.623
2016/09/20,-1.622
2016/09/21,-1.584
2016/09/22,-1.545
2016/09/23,-1.494
2016/09/24,-1.446
2016/09/25,-1.384
2016/09/26,-1.326
2016/09/27,-1.278
2016/09/28,-1.218
2016/09/29,-1.152
2016/09/30,-1.097
2016/10/01,-1.057
2016/10/02,-1.019
2016/10/03,-0.995
2016/10/04,-0.984
2016/10/05,-0.976
2016/10/06,-0.972
2016/10/07,-0.972
2016/10/08,-0.972
2016/10/09,-0.955
2016/10/10,-0.925
2016/10/11,-0.885
2016/10/12,-0.817
2016/10/13,-0.76
2016/10/14,-0.694
2016/10/15,-0.637
2016/10/16,-0.583
2016/10/17,-0.528
2016/10/18,-0.469
2016/10/19,-0.424
2016/10/20,-0.398
2016/10/21,-0.393
2016/10/22,-0.402
2016/10/23,-0.425
2016/10/24,-0.458
2016/10/25,-0.493
2016/10/26,-0.531
2016/10/27,-0.571
2016/10/28,-0.602
2016/10/29,-0.622
2016/10/30,-0.623
2016/10/31,-0.627
2016/11/01,-0.616
2016/11/02,-0.568
2016/11/03,-0.406
2016/11/04,-0.272
2016/11/05,-0.17
2016/11/06,-0.103
2016/11/07,-0.063
2016/11/08,-0.047
2016/11/09,-0.03
2016/11/10,-0.028
2016/11/11,0.001
2016/11/12,0.015
2016/11/13,0.015
2016/11/14,-0.004
2016/11/15,-0.034
2016/11/16,-0.071
2016/11/17,-0.082
2016/11/18,-0.104
2016/11/19,-0.136
2016/11/20,-0.179
2016/11/21,-0.231
2016/11/22,-0.272
2016/11/23,-0.307
2016/11/24,-0.348
2016/11/25,-0.39
2016/11/26,-0.439
2016/11/27,-0.492
2016/11/28,-0.55
2016/11/29,-0.605
2016/11/30,-0.657
2016/12/01,-0.706
2016/12/02,-0.728
2016/12/03,-0.711
2016/12/04,-0.696
2016/12/05,-0.665
2016/12/06,-0.604
2016/12/07,-0.546
2016/12/08,-0.486
2016/12/09,-0.425
2016/12/10,-0.379
2016/12/11,-0.338
2016/12/12,-0.313
2016/12/13,-0.302
2016/12/14,-0.305
2016/12/15,-0.308
2016/12/16,-0.317
2016/12/17,-0.31
2016/12/18,-0.298
2016/12/19,-0.296
2016/12/20,-0.303
2016/12/21,-0.312
2016/12/22,-0.313
2016/12/23,-0.27
2016/12/24,-0.228
2016/12/25,-0.205
2016/12/26,-0.199
2016/12/27,-0.203
2016/12/28,-0.199
2016/12/29,-0.168
2016/12/30,-0.128
2016/12/31,-0.039
2017/01/01,0.034
2017/01/02,0.104
2017/01/03,0.198
2017/01/04,0.352
2017/01/05,0.557
2017/01/06,0.799
2017/01/07,1.018
2017/01/08,1.19
2017/01/09,1.345
2017/01/10,1.483
2017/01/11,1.606
2017/01/12,1.702
2017/01/13,1.753
2017/01/14,1.752
2017/01/15,1.706
2017/01/16,1.627
2017/01/17,1.533
2017/01/18,1.42
2017/01/19,1.298
2017/01/20,1.189
2017/01/21,1.072
2017/01/22,0.949
2017/01/23,0.822
2017/01/24,0.692
2017/01/25,0.562
2017/01/26,0.436
2017/01/27,0.313
2017/01/28,0.19
2017/01/29,0.071
2017/01/30,-0.045
2017/01/31,-0.151
2017/02/01,-0.249
2017/02/02,-0.338
2017/02/03,-0.413
2017/02/04,-0.476
2017/02/05,-0.541
2017/02/06,-0.599
2017/02/07,-0.653
2017/02/08,-0.704
2017/02/09,-0.75
2017/02/10,-0.79
2017/02/11,-0.829
2017/02/12,-0.864
2017/02/13,-0.898
2017/02/14,-0.904
2017/02/15,-0.873
2017/02/16,-0.831
2017/02/17,-0.777
2017/02/18,-0.715
2017/02/19,-0.648
2017/02/20,-0.576
2017/02/21,-0.49
2017/02/22,-0.4
2017/02/23,-0.308
2017/02/24,-0.184
2017/02/25,-0.06
2017/02/26,0.075
2017/02/27,0.306
2017/02/28,0.634
2017/03/01,1.043
2017/03/02,1.58
2017/03/03,2.235
2017/03/04,2.872
2017/03/05,3.438
2017/03/06,4.038
2017/03/07,4.528
2017/03/08,4.932
2017/03/09,5.266
2017/03/10,5.518
2017/03/11,5.738
2017/03/12,6.039
2017/03/13,6.3
2017/03/14,6.394
2017/03/15,6.364
2017/03/16,6.508
2017/03/17,6.61
2017/03/18,6.754
2017/03/19,6.71
2017/03/20,6.564
2017/03/21,6.417
2017/03/22,6.252
2017/03/23,6.072
2017/03/24,5.927
2017/03/25,5.784
2017/03/26,5.62
2017/03/27,5.439
2017/03/28,5.258
2017/03/29,5.089
2017/03/30,4.956
2017/03/31,4.817
2017/04/01,4.661
2017/04/02,4.522
2017/04/03,4.387
2017/04/04,4.217
2017/04/05,4.048
2017/04/06,3.896
2017/04/07,3.705
2017/04/08,3.505
2017/04/09,3.3
2017/04/10,3.103
2017/04/11,2.915
2017/04/12,2.73
2017/04/13,2.544
2017/04/14,2.366
2017/04/15,2.182
2017/04/16,1.988
2017/04/17,1.792
2017/04/18,1.621
2017/04/19,1.476
2017/04/20,1.357
2017/04/21,1.248
2017/04/22,1.148
2017/04/23,1.055
2017/04/24,0.974
2017/04/25,0.896
2017/04/26,0.836
2017/04/27,0.803
2017/04/28,0.795
2017/04/29,0.817
2017/04/30,0.872
2017/05/01,0.981
2017/05/02,1.112
2017/05/03,1.279
2017/05/04,1.466
2017/05/05,1.678
2017/05/06,1.876
2017/05/07,2.069
2017/05/08,2.239
2017/05/09,2.384
2017/05/10,2.505
2017/05/11,2.616
2017/05/12,2.702
2017/05/13,2.749
2017/05/14,2.762
2017/05/15,2.754
2017/05/16,2.748
2017/05/17,2.707
2017/05/18,2.63
2017/05/19,2.543
2017/05/20,2.445
2017/05/21,2.348
2017/05/22,2.301
2017/05/23,2.254
2017/05/24,2.212
2017/05/25,2.172
2017/05/26,2.141
2017/05/27,2.097
2017/05/28,2.039
2017/05/29,1.974
2017/05/30,1.907
2017/05/31,1.876
2017/06/01,1.855
2017/06/02,1.839
2017/06/03,1.831
2017/06/04,1.823
2017/06/05,1.825
2017/06/06,1.847
2017/06/07,1.87
2017/06/08,1.891
2017/06/09,1.904
2017/06/10,1.899
2017/06/11,1.883
2017/06/12,1.899
2017/06/13,1.927
2017/06/14,1.941
2017/06/15,1.957
2017/06/16,1.972
2017/06/17,1.961
2017/06/18,1.927
2017/06/19,1.875
2017/06/20,1.816
2017/06/21,1.734
2017/06/22,1.637
2017/06/23,1.536
2017/06/24,1.436
2017/06/25,1.321
2017/06/26,1.202
2017/06/27,1.087
2017/06/28,0.975
2017/06/29,0.87
2017/06/30,0.77
2017/07/01,0.673
2017/07/02,0.573
2017/07/03,0.5
2017/07/04,0.445
2017/07/05,0.381
2017/07/06,0.313
2017/07/07,0.241
2017/07/08,0.167
2017/07/09,0.084
2017/07/10,0.003
2017/07/11,-0.075
2017/07/12,-0.147
2017/07/13,-0.2
2017/07/14,-0.232
2017/07/15,-0.247
2017/07/16,-0.254
2017/07/17,-0.254
2017/07/18,-0.242
2017/07/19,-0.221
2017/07/20,-0.195
2017/07/21,-0.16
2017/07/22,-0.148
2017/07/23,-0.151
2017/07/24,-0.146
2017/07/25,-0.129
2017/07/26,-0.108
2017/07/27,-0.081
2017/07/28,-0.049
2017/07/29,-0.009
2017/07/30,0.023
2017/07/31,0.034
2017/08/01,0.034
2017/08/02,0.023
2017/08/03,0
2017/08/04,-0.033
2017/08/05,-0.071
2017/08/06,-0.112
2017/08/07,-0.154
2017/08/08,-0.195
2017/08/09,-0.232
2017/08/10,-0.247
2017/08/11,-0.209
2017/08/12,-0.153
2017/08/13,-0.081
2017/08/14,-0.014
2017/08/15,0.039
2017/08/16,0.077
2017/08/17,0.1
2017/08/18,0.111
2017/08/19,0.11
2017/08/20,0.098
2017/08/21,0.079
2017/08/22,0.055
2017/08/23,0.028
2017/08/24,0
2017/08/25,-0.032
2017/08/26,-0.073
2017/08/27,-0.095
2017/08/28,-0.088
2017/08/29,-0.072
2017/08/30,-0.02
2017/08/31,0.027
2017/09/01,0.068
2017/09/02,0.102
2017/09/03,0.125
2017/09/04,0.137
2017/09/05,0.139
2017/09/06,0.132
2017/09/07,0.114
2017/09/08,0.089
2017/09/09,0.069
2017/09/10,0.054
2017/09/11,0.037
2017/09/12,0.018
2017/09/13,-0.012
2017/09/14,-0.044
2017/09/15,-0.079
2017/09/16,-0.12
2017/09/17,-0.16
2017/09/18,-0.191
2017/09/19,-0.217
2017/09/20,-0.247
2017/09/21,-0.28
2017/09/22,-0.316
2017/09/23,-0.353
2017/09/24,-0.395
2017/09/25,-0.436
2017/09/26,-0.477
2017/09/27,-0.515
2017/09/28,-0.551
2017/09/29,-0.587
2017/09/30,-0.625
2017/10/01,-0.667
2017/10/02,-0.708
2017/10/03,-0.721
2017/10/04,-0.722
2017/10/05,-0.724
2017/10/06,-0.727
2017/10/07,-0.732
2017/10/08,-0.737
2017/10/09,-0.739
2017/10/10,-0.741
2017/10/11,-0.742
2017/10/12,-0.743
2017/10/13,-0.736
2017/10/14,-0.727
2017/10/15,-0.719
2017/10/16,-0.717
2017/10/17,-0.718
2017/10/18,-0.718
2017/10/19,-0.719
2017/10/20,-0.724
2017/10/21,-0.732
2017/10/22,-0.744
2017/10/23,-0.754
2017/10/24,-0.763
2017/10/25,-0.774
2017/10/26,-0.787
2017/10/27,-0.816
2017/10/28,-0.859
2017/10/29,-0.913
2017/10/30,-0.975
2017/10/31,-1.045
2017/11/01,-1.1
2017/11/02,-1.14
2017/11/03,-1.17
2017/11/04,-1.195
2017/11/05,-1.215
2017/11/06,-1.232
2017/11/07,-1.248
2017/11/08,-1.256
2017/11/09,-1.242
2017/11/10,-1.22
2017/11/11,-1.188
2017/11/12,-1.14
2017/11/13,-1.092
2017/11/14,-1.045
2017/11/15,-0.99
2017/11/16,-0.93
2017/11/17,-0.866
2017/11/18,-0.802
2017/11/19,-0.736
2017/11/20,-0.665
2017/11/21,-0.589
2017/11/22,-0.511
2017/11/23,-0.43
2017/11/24,-0.349
2017/11/25,-0.262
2017/11/26,-0.171
2017/11/27,-0.072
2017/11/28,0.04
2017/11/29,0.167
2017/11/30,0.297
2017/12/01,0.419
2017/12/02,0.539
2017/12/03,0.647
2017/12/04,0.741
2017/12/05,0.8
2017/12/06,0.834
2017/12/07,0.845
2017/12/08,0.832
2017/12/09,0.796
2017/12/10,0.743
2017/12/11,0.674
2017/12/12,0.607
2017/12/13,0.542
2017/12/14,0.482
2017/12/15,0.423
2017/12/16,0.361
2017/12/17,0.298
2017/12/18,0.236
2017/12/19,0.179
2017/12/20,0.134
2017/12/21,0.098
2017/12/22,0.065
2017/12/23,0.032
2017/12/24,-0.004
2017/12/25,-0.043
2017/12/26,-0.078
2017/12/27,-0.109
2017/12/28,-0.133
2017/12/29,-0.15
2017/12/30,-0.16
2017/12/31,-0.174
2018/01/01,-0.19
2018/01/02,-0.199
2018/01/03,-0.201
2018/01/04,-0.187
2018/01/05,-0.159
2018/01/06,-0.124
2018/01/07,-0.088
2018/01/08,-0.042
2018/01/09,0.015
2018/01/10,0.091
2018/01/11,0.172
2018/01/12,0.25
2018/01/13,0.315
2018/01/14,0.426
2018/01/15,0.521
2018/01/16,0.603
2018/01/17,0.668
2018/01/18,0.718
2018/01/19,0.747
2018/01/20,0.759
2018/01/21,0.754
2018/01/22,0.738
2018/01/23,0.714
2018/01/24,0.684
2018/01/25,0.639
2018/01/26,0.597
2018/01/27,0.551
2018/01/28,0.505
2018/01/29,0.462
2018/01/30,0.421
2018/01/31,0.383
2018/02/01,0.345
2018/02/02,0.309
2018/02/03,0.269
2018/02/04,0.22
2018/02/05,0.167
2018/02/06,0.113
2018/02/07,0.058
2018/02/08,-0.004
2018/02/09,-0.067
2018/02/10,-0.13
2018/02/11,-0.196
2018/02/12,-0.263
2018/02/13,-0.323
2018/02/14,-0.381
2018/02/15,-0.434
2018/02/16,-0.485
2018/02/17,-0.536
2018/02/18,-0.585
2018/02/19,-0.635
2018/02/20,-0.684
2018/02/21,-0.732
2018/02/22,-0.775
2018/02/23,-0.82
2018/02/24,-0.867
2018/02/25,-0.917
2018/02/26,-0.969
2018/02/27,-1.024
2018/02/28,-1.081
2018/03/01,-1.139
2018/03/02,-1.198
2018/03/03,-1.259
2018/03/04,-1.322
2018/03/05,-1.383
2018/03/06,-1.442
2018/03/07,-1.499
2018/03/08,-1.554
2018/03/09,-1.608
2018/03/10,-1.661
2018/03/11,-1.714
2018/03/12,-1.766
2018/03/13,-1.812
2018/03/14,-1.855
2018/03/15,-1.896
2018/03/16,-1.937
2018/03/17,-1.978
2018/03/18,-2.015
2018/03/19,-2.049
2018/03/20,-2.081
2018/03/21,-2.113
2018/03/22,-2.143
2018/03/23,-2.171
2018/03/24,-2.199
2018/03/25,-2.228
2018/03/26,-2.253
2018/03/27,-2.275
2018/03/28,-2.292
2018/03/29,-2.306
2018/03/30,-2.319
2018/03/31,-2.333
2018/04/01,-2.347
2018/04/02,-2.363
2018/04/03,-2.377
2018/04/04,-2.392
2018/04/05,-2.408
2018/04/06,-2.425
2018/04/07,-2.443
2018/04/08,-2.46
2018/04/09,-2.476
2018/04/10,-2.491
2018/04/11,-2.504
2018/04/12,-2.511
2018/04/13,-2.514
2018/04/14,-2.517
2018/04/15,-2.519
2018/04/16,-2.52
2018/04/17,-2.519
2018/04/18,-2.514
2018/04/19,-2.507
2018/04/20,-2.494
2018/04/21,-2.478
2018/04/22,-2.461
2018/04/23,-2.431
2018/04/24,-2.39
2018/04/25,-2.342
2018/04/26,-2.292
2018/04/27,-2.238
2018/04/28,-2.182
2018/04/29,-2.126
2018/04/30,-2.067
2018/05/01,-2.006
2018/05/02,-1.937
2018/05/03,-1.859
2018/05/04,-1.778
2018/05/05,-1.698
2018/05/06,-1.62
2018/05/07,-1.531
2018/05/08,-1.444
2018/05/09,-1.357
2018/05/10,-1.274
2018/05/11,-1.193
2018/05/12,-1.122
2018/05/13,-1.064
2018/05/14,-1.004
2018/05/15,-0.947
2018/05/16,-0.896
2018/05/17,-0.851
2018/05/18,-0.813
2018/05/19,-0.786
2018/05/20,-0.766
2018/05/21,-0.747
2018/05/22,-0.724
2018/05/23,-0.696
2018/05/24,-0.67
2018/05/25,-0.649
2018/05/26,-0.636
2018/05/27,-0.623
2018/05/28,-0.608
2018/05/29,-0.594
2018/05/30,-0.581
2018/05/31,-0.567
2018/06/01,-0.547
2018/06/02,-0.537
2018/06/03,-0.537
2018/06/04,-0.535
2018/06/05,-0.53
2018/06/06,-0.519
2018/06/07,-0.506
2018/06/08,-0.485
2018/06/09,-0.476
2018/06/10,-0.469
2018/06/11,-0.461
2018/06/12,-0.444
2018/06/13,-0.414
2018/06/14,-0.368
2018/06/15,-0.316
2018/06/16,-0.276
2018/06/17,-0.252
2018/06/18,-0.238
2018/06/19,-0.229
2018/06/20,-0.224
2018/06/21,-0.222
2018/06/22,-0.221
2018/06/23,-0.229
2018/06/24,-0.238
2018/06/25,-0.248
2018/06/26,-0.261
2018/06/27,-0.278
2018/06/28,-0.297
2018/06/29,-0.317
2018/06/30,-0.342
2018/07/01,-0.373
2018/07/02,-0.399
2018/07/03,-0.418
2018/07/04,-0.429
2018/07/05,-0.435
2018/07/06,-0.434
2018/07/07,-0.437
2018/07/08,-0.445
2018/07/09,-0.451
2018/07/10,-0.456
2018/07/11,-0.465
2018/07/12,-0.477
2018/07/13,-0.492
2018/07/14,-0.511
2018/07/15,-0.535
2018/07/16,-0.555
2018/07/17,-0.571
2018/07/18,-0.58
2018/07/19,-0.589
2018/07/20,-0.594
2018/07/21,-0.605
2018/07/22,-0.62
2018/07/23,-0.635
2018/07/24,-0.648
2018/07/25,-0.662
2018/07/26,-0.677
2018/07/27,-0.694
2018/07/28,-0.718
2018/07/29,-0.747
2018/07/30,-0.772
2018/07/31,-0.778
2018/08/01,-0.786
2018/08/02,-0.793
2018/08/03,-0.803
2018/08/04,-0.819
2018/08/05,-0.84
2018/08/06,-0.861
2018/08/07,-0.878
2018/08/08,-0.882
2018/08/09,-0.88
2018/08/10,-0.873
2018/08/11,-0.868
2018/08/12,-0.871
2018/08/13,-0.866
2018/08/14,-0.853
2018/08/15,-0.838
2018/08/16,-0.828
2018/08/17,-0.818
2018/08/18,-0.815
2018/08/19,-0.821
2018/08/20,-0.83
2018/08/21,-0.84
2018/08/22,-0.847
2018/08/23,-0.855
2018/08/24,-0.863
2018/08/25,-0.875
2018/08/26,-0.892
2018/08/27,-0.906
2018/08/28,-0.918
2018/08/29,-0.925
2018/08/30,-0.93
2018/08/31,-0.933
2018/09/01,-0.94
2018/09/02,-0.951
2018/09/03,-0.955
2018/09/04,-0.938
2018/09/05,-0.913
2018/09/06,-0.877
2018/09/07,-0.837
2018/09/08,-0.8
2018/09/09,-0.765
2018/09/10,-0.731
2018/09/11,-0.697
2018/09/12,-0.655
2018/09/13,-0.616
2018/09/14,-0.578
2018/09/15,-0.548
2018/09/16,-0.527
2018/09/17,-0.508
2018/09/18,-0.492
2018/09/19,-0.482
2018/09/20,-0.471
2018/09/21,-0.447
2018/09/22,-0.424
2018/09/23,-0.406
2018/09/24,-0.385
2018/09/25,-0.367
2018/09/26,-0.35
2018/09/27,-0.337
2018/09/28,-0.326
2018/09/29,-0.317
2018/09/30,-0.312
2018/10/01,-0.313
2018/10/02,-0.321
2018/10/03,-0.332
2018/10/04,-0.343
2018/10/05,-0.358
2018/10/06,-0.381
2018/10/07,-0.408
2018/10/08,-0.431
2018/10/09,-0.453
2018/10/10,-0.473
2018/10/11,-0.475
2018/10/12,-0.476
2018/10/13,-0.484
2018/10/14,-0.497
2018/10/15,-0.488
2018/10/16,-0.475
2018/10/17,-0.463
2018/10/18,-0.446
2018/10/19,-0.435
2018/10/20,-0.429
2018/10/21,-0.419
2018/10/22,-0.413
2018/10/23,-0.41
2018/10/24,-0.408
2018/10/25,-0.4
2018/10/26,-0.393
2018/10/27,-0.397
2018/10/28,-0.408
2018/10/29,-0.416
2018/10/30,-0.427
2018/10/31,-0.437
2018/11/01,-0.449
2018/11/02,-0.455
2018/11/03,-0.467
2018/11/04,-0.477
2018/11/05,-0.476
2018/11/06,-0.473
2018/11/07,-0.462
2018/11/08,-0.451
2018/11/09,-0.439
2018/11/10,-0.434
2018/11/11,-0.435
2018/11/12,-0.432
2018/11/13,-0.428
2018/11/14,-0.408
2018/11/15,-0.377
2018/11/16,-0.346
2018/11/17,-0.325
2018/11/18,-0.305
2018/11/19,-0.264
2018/11/20,-0.206
2018/11/21,-0.149
2018/11/22,-0.103
2018/11/23,-0.065
2018/11/24,-0.039
2018/11/25,-0.012
2018/11/26,0.01
2018/11/27,0.022
2018/11/28,0.029
2018/11/29,0.037
2018/11/30,0.145
2018/12/01,0.335
2018/12/02,0.472
2018/12/03,0.567
2018/12/04,0.627
2018/12/05,0.659
2018/12/06,0.673
2018/12/07,0.677
2018/12/08,0.661
2018/12/09,0.628
2018/12/10,0.582
2018/12/11,0.527
2018/12/12,0.462
2018/12/13,0.395
2018/12/14,0.323
2018/12/15,0.243
2018/12/16,0.16
2018/12/17,0.082
2018/12/18,0.011
2018/12/19,-0.048
2018/12/20,-0.094
2018/12/21,-0.128
2018/12/22,-0.164
2018/12/23,-0.193
2018/12/24,-0.209
2018/12/25,-0.225
2018/12/26,-0.245
2018/12/27,-0.262
2018/12/28,-0.277
2018/12/29,-0.278
2018/12/30,-0.285
2018/12/31,-0.294
2019/01/01,-0.307
2019/01/02,-0.316
2019/01/03,-0.323
2019/01/04,-0.313
2019/01/05,-0.28
2019/01/06,-0.249
2019/01/07,-0.22
2019/01/08,-0.196
2019/01/09,-0.179
2019/01/10,-0.162
2019/01/11,-0.14
2019/01/12,-0.131
2019/01/13,-0.132
2019/01/14,-0.131
2019/01/15,-0.134
2019/01/16,-0.138
2019/01/17,-0.148
2019/01/18,-0.166
2019/01/19,-0.193
2019/01/20,-0.225
2019/01/21,-0.262
2019/01/22,-0.303
2019/01/23,-0.343
2019/01/24,-0.379
2019/01/25,-0.414
2019/01/26,-0.453
2019/01/27,-0.49
2019/01/28,-0.518
2019/01/29,-0.546
2019/01/30,-0.573
2019/01/31,-0.596
2019/02/01,-0.619
2019/02/02,-0.646
2019/02/03,-0.676
2019/02/04,-0.71
2019/02/05,-0.747
2019/02/06,-0.779
2019/02/07,-0.81
2019/02/08,-0.833
2019/02/09,-0.857
2019/02/10,-0.875
2019/02/11,-0.886
2019/02/12,-0.893
2019/02/13,-0.898
2019/02/14,-0.9
2019/02/15,-0.901
2019/02/16,-0.907
2019/02/17,-0.906
2019/02/18,-0.885
2019/02/19,-0.85
2019/02/20,-0.81
2019/02/21,-0.767
2019/02/22,-0.723
2019/02/23,-0.682
2019/02/24,-0.628
2019/02/25,-0.559
2019/02/26,-0.5
2019/02/27,-0.436
2019/02/28,-0.376
2019/03/01,-0.327
2019/03/02,-0.29
2019/03/03,-0.261
2019/03/04,-0.235
2019/03/05,-0.212
2019/03/06,-0.192
2019/03/07,-0.175
2019/03/08,-0.156
2019/03/09,-0.143
2019/03/10,-0.134
2019/03/11,-0.12
2019/03/12,-0.107
2019/03/13,-0.097
2019/03/14,-0.089
2019/03/15,-0.081
2019/03/16,-0.073
2019/03/17,-0.068
2019/03/18,-0.058
2019/03/19,-0.055
2019/03/20,-0.047
2019/03/21,-0.039
2019/03/22,-0.036
2019/03/23,-0.028
2019/03/24,-0.026
2019/03/25,-0.02
2019/03/26,-0.015
2019/03/27,-0.012
2019/03/28,-0.01
2019/03/29,-0.007
2019/03/30,-0.003
2019/03/31,-0.004
2019/04/01,-0.005
2019/04/02,0.009
2019/04/03,0.042
2019/04/04,0.076
2019/04/05,0.112
2019/04/06,0.14
2019/04/07,0.171
2019/04/08,0.219
2019/04/09,0.273
2019/04/10,0.325
2019/04/11,0.37
2019/04/12,0.404
2019/04/13,0.42
2019/04/14,0.427
2019/04/15,0.433
2019/04/16,0.432
