Date,confirmationtime14rsi
2016/01/01,56.743
2016/01/02,47.453
2016/01/03,46.019
2016/01/04,47.678
2016/01/05,46.462
2016/01/06,48.172
2016/01/07,53.188
2016/01/08,44.946
2016/01/09,48.276
2016/01/10,48.541
2016/01/11,47.924
2016/01/12,55.822
2016/01/13,52.276
2016/01/14,48.36
2016/01/15,48.638
2016/01/16,50.472
2016/01/17,50.973
2016/01/18,49.059
2016/01/19,54.262
2016/01/20,50.566
2016/01/21,54.376
2016/01/22,51.837
2016/01/23,55.852
2016/01/24,44.178
2016/01/25,56.107
2016/01/26,46.065
2016/01/27,51.746
2016/01/28,49.191
2016/01/29,51.822
2016/01/30,50.511
2016/01/31,55.502
2016/02/01,50.13
2016/02/02,52.186
2016/02/03,44.445
2016/02/04,48.929
2016/02/05,49.458
2016/02/06,51.482
2016/02/07,48.001
2016/02/08,48.59
2016/02/09,49.214
2016/02/10,52.907
2016/02/11,50.452
2016/02/12,49.859
2016/02/13,47.329
2016/02/14,51.881
2016/02/15,52.54
2016/02/16,50.096
2016/02/17,57.435
2016/02/18,50.623
2016/02/19,49.172
2016/02/20,48.389
2016/02/21,48.206
2016/02/22,45.983
2016/02/23,52.659
2016/02/24,49.656
2016/02/25,45.217
2016/02/26,48.831
2016/02/27,51.863
2016/02/28,49.98
2016/02/29,59.291
2016/03/01,48.539
2016/03/02,47.257
2016/03/03,50.275
2016/03/04,51.126
2016/03/05,45.26
2016/03/06,54.449
2016/03/07,49.716
2016/03/08,50.062
2016/03/09,51.195
2016/03/10,43.592
2016/03/11,48.706
2016/03/12,50.315
2016/03/13,44.604
2016/03/14,47.617
2016/03/15,30.382
2016/03/16,29.861
2016/03/17,29.204
2016/03/18,32.602
2016/03/19,31
2016/03/20,32.617
2016/03/21,33.637
2016/03/22,32.413
2016/03/23,35.602
2016/03/24,33.391
2016/03/25,34.579
2016/03/26,34.037
2016/03/27,35.871
2016/03/28,37.69
2016/03/29,37.421
2016/03/30,36.485
2016/03/31,37.663
2016/04/01,36.012
2016/04/02,42.648
2016/04/03,39.605
2016/04/04,38.133
2016/04/05,40.605
2016/04/06,41.989
2016/04/07,44.473
2016/04/08,39.268
2016/04/09,46.887
2016/04/10,42.387
2016/04/11,47.632
2016/04/12,44.925
2016/04/13,44.925
2016/04/14,44.702
2016/04/15,43.246
2016/04/16,45.268
2016/04/17,45.478
2016/04/18,43.678
2016/04/19,48.44
2016/04/20,44.611
2016/04/21,47.886
2016/04/22,45.883
2016/04/23,44.907
2016/04/24,49.03
2016/04/25,42.994
2016/04/26,51.052
2016/04/27,45.954
2016/04/28,47.573
2016/04/29,47.573
2016/04/30,46.169
2016/05/01,52.515
2016/05/02,45.646
2016/05/03,47.026
2016/05/04,50.91
2016/05/05,47.983
2016/05/06,48.811
2016/05/07,50.741
2016/05/08,47.207
2016/05/09,47.639
2016/05/10,49.681
2016/05/11,55.527
2016/05/12,45.041
2016/05/13,47.029
2016/05/14,52.736
2016/05/15,49.615
2016/05/16,52.483
2016/05/17,46.705
2016/05/18,47.153
2016/05/19,50.118
2016/05/20,48.642
2016/05/21,51.94
2016/05/22,46.119
2016/05/23,50.237
2016/05/24,50.412
2016/05/25,49.237
2016/05/26,49.898
2016/05/27,48.147
2016/05/28,50.035
2016/05/29,51.365
2016/05/30,50.878
2016/05/31,56.226
2016/06/01,48.09
2016/06/02,45.852
2016/06/03,49.176
2016/06/04,50.181
2016/06/05,54.202
2016/06/06,43.917
2016/06/07,51.883
2016/06/08,45.861
2016/06/09,45.806
2016/06/10,56.873
2016/06/11,45.699
2016/06/12,48.166
2016/06/13,47.265
2016/06/14,49.882
2016/06/15,51.385
2016/06/16,50.914
2016/06/17,59.453
2016/06/18,56.832
2016/06/19,41.439
2016/06/20,52.648
2016/06/21,50.664
2016/06/22,45.639
2016/06/23,50.746
2016/06/24,49.293
2016/06/25,51
2016/06/26,48.831
2016/06/27,48.831
2016/06/28,48.179
2016/06/29,51.733
2016/06/30,52.017
2016/07/01,45.372
2016/07/02,51.215
2016/07/03,49.267
2016/07/04,48.243
2016/07/05,53.872
2016/07/06,47.36
2016/07/07,49.771
2016/07/08,51.634
2016/07/09,45.778
2016/07/10,49.539
2016/07/11,50.34
2016/07/12,51.47
2016/07/13,47.463
2016/07/14,51.764
2016/07/15,52.416
2016/07/16,47.531
2016/07/17,50.301
2016/07/18,46.272
2016/07/19,53.335
2016/07/20,54.478
2016/07/21,44.588
2016/07/22,53.232
2016/07/23,47.65
2016/07/24,53.671
2016/07/25,49.945
2016/07/26,57.638
2016/07/27,45.467
2016/07/28,48.349
2016/07/29,51.446
2016/07/30,51.379
2016/07/31,49.741
2016/08/01,52.08
2016/08/02,54.385
2016/08/03,50.86
2016/08/04,44.089
2016/08/05,48.534
2016/08/06,51.482
2016/08/07,48.112
2016/08/08,48.76
2016/08/09,46.324
2016/08/10,49.249
2016/08/11,48.717
2016/08/12,50.933
2016/08/13,50.151
2016/08/14,50.059
2016/08/15,47.465
2016/08/16,49.279
2016/08/17,51.56
2016/08/18,46.992
2016/08/19,51.373
2016/08/20,49.267
2016/08/21,47.792
2016/08/22,48.136
2016/08/23,51.778
2016/08/24,49.51
2016/08/25,47.143
2016/08/26,52.441
2016/08/27,48.283
2016/08/28,50.735
2016/08/29,52.003
2016/08/30,51.191
2016/08/31,48.056
2016/09/01,53.563
2016/09/02,47.224
2016/09/03,55.28
2016/09/04,50.788
2016/09/05,47.851
2016/09/06,52.506
2016/09/07,45.905
2016/09/08,51.268
2016/09/09,48.314
2016/09/10,52.163
2016/09/11,47.412
2016/09/12,48.992
2016/09/13,52.136
2016/09/14,47.53
2016/09/15,50.712
2016/09/16,48.895
2016/09/17,50.082
2016/09/18,68.321
2016/09/19,40.795
2016/09/20,47.021
2016/09/21,49.638
2016/09/22,57.021
2016/09/23,46.227
2016/09/24,53.033
2016/09/25,46.063
2016/09/26,53.292
2016/09/27,49.619
2016/09/28,48.746
2016/09/29,48.403
2016/09/30,50.641
2016/10/01,54.951
2016/10/02,49.169
2016/10/03,46.834
2016/10/04,49.254
2016/10/05,54.159
2016/10/06,51.307
2016/10/07,52.596
2016/10/08,46.553
2016/10/09,49.487
2016/10/10,49.649
2016/10/11,49.457
2016/10/12,52.597
2016/10/13,47.97
2016/10/14,48.779
2016/10/15,50.041
2016/10/16,49.333
