Date,transactionvalue3emaUSD
2016/01/01,32.717
2016/01/02,30.022
2016/01/03,34.65
2016/01/04,25.234
2016/01/05,43.372
2016/01/06,29.158
2016/01/07,22.47
2016/01/08,20.141
2016/01/09,19.565
2016/01/10,17.18
2016/01/11,33.011
2016/01/12,70.119
2016/01/13,48.592
2016/01/14,42.086
2016/01/15,80.445
2016/01/16,73.467
2016/01/17,60.244
2016/01/18,154.802
2016/01/19,140.856
2016/01/20,111.873
2016/01/21,91.127
2016/01/22,95.967
2016/01/23,138.345
2016/01/24,229.943
2016/01/25,258.65
2016/01/26,242.361
2016/01/27,199.101
2016/01/28,167.989
2016/01/29,150.032
2016/01/30,160.139
2016/01/31,172.339
2016/02/01,133.121
2016/02/02,115.032
2016/02/03,110.277
2016/02/04,84.239
2016/02/05,89.85
2016/02/06,54.269
2016/02/07,111.739
2016/02/08,211.286
2016/02/09,281.965
2016/02/10,387.456
2016/02/11,400.593
2016/02/12,543.275
2016/02/13,438.446
2016/02/14,354.651
2016/02/15,294.058
2016/02/16,327.215
2016/02/17,240.887
2016/02/18,254.396
2016/02/19,187.548
2016/02/20,252.112
2016/02/21,187.782
2016/02/22,207.61
2016/02/23,342.094
2016/02/24,482.589
2016/02/25,389.731
2016/02/26,764.941
2016/02/27,738.581
2016/02/28,501.036
2016/02/29,362.709
2016/03/01,383.331
2016/03/02,801.245
2016/03/03,791.226
2016/03/04,683.645
2016/03/05,930.101
2016/03/06,788.998
2016/03/07,722.772
2016/03/08,788.908
2016/03/09,636.468
2016/03/10,519.193
2016/03/11,485.287
2016/03/12,596.062
2016/03/13,802.976
2016/03/14,786.567
2016/03/15,674.555
2016/03/16,604.568
2016/03/17,604.029
2016/03/18,679.87
2016/03/19,460.292
2016/03/20,317.75
2016/03/21,309.375
2016/03/22,275.614
2016/03/23,244.646
2016/03/24,269.443
2016/03/25,216.011
2016/03/26,157.312
2016/03/27,287.764
2016/03/28,275.939
2016/03/29,358.264
2016/03/30,398.306
2016/03/31,362.782
2016/04/01,248.049
2016/04/02,197.411
2016/04/03,141.12
2016/04/04,141.503
2016/04/05,165.009
2016/04/06,179.691
2016/04/07,207.699
2016/04/08,183.699
2016/04/09,288.55
2016/04/10,302.156
2016/04/11,238.265
2016/04/12,242.91
2016/04/13,244.39
2016/04/14,235.847
2016/04/15,188.362
2016/04/16,153.045
2016/04/17,171.368
2016/04/18,172.015
2016/04/19,142.597
2016/04/20,159.211
2016/04/21,133.465
2016/04/22,161.887
2016/04/23,208.373
2016/04/24,149.257
2016/04/25,153.028
2016/04/26,207.125
2016/04/27,191.333
2016/04/28,179.769
2016/04/29,150.632
2016/04/30,319.644
2016/05/01,354.089
2016/05/02,397.081
2016/05/03,378.067
2016/05/04,329.009
2016/05/05,300.813
2016/05/06,390.53
2016/05/07,392.921
2016/05/08,361.46
2016/05/09,428.869
2016/05/10,451.487
2016/05/11,587.999
2016/05/12,661.548
2016/05/13,1231
2016/05/14,1274
2016/05/15,813.108
2016/05/16,615.738
2016/05/17,500.265
2016/05/18,506.712
2016/05/19,669.525
2016/05/20,693.776
2016/05/21,502.643
2016/05/22,372.737
2016/05/23,387.286
2016/05/24,460.726
2016/05/25,459.569
2016/05/26,385.651
2016/05/27,494.559
2016/05/28,426.135
2016/05/29,345.146
2016/05/30,319.328
2016/05/31,312.24
2016/06/01,285.659
2016/06/02,229.845
2016/06/03,222.159
2016/06/04,194.771
2016/06/05,179.787
2016/06/06,175.194
2016/06/07,239.818
2016/06/08,504.948
2016/06/09,335.822
2016/06/10,324.576
2016/06/11,260.851
2016/06/12,319.983
2016/06/13,372.115
2016/06/14,441.241
2016/06/15,415.066
2016/06/16,539.944
2016/06/17,817.444
2016/06/18,933.335
2016/06/19,683.12
2016/06/20,666.648
2016/06/21,559.162
2016/06/22,580.631
