Date,transactionfees7trxUSD
2016/10/08,0.106
2016/10/09,-0.288
2016/10/10,-0.792
2016/10/11,-1.505
2016/10/12,-1.689
2016/10/13,0.486
2016/10/14,1.592
2016/10/15,2.261
2016/10/16,2.464
2016/10/17,2.357
2016/10/18,2.178
2016/10/19,2.444
2016/10/20,1.72
2016/10/21,0.232
2016/10/22,-1.335
2016/10/23,-2.71
2016/10/24,-3.658
2016/10/25,-4.32
2016/10/26,-4.859
2016/10/27,-5.277
2016/10/28,-5.446
2016/10/29,-5.561
2016/10/30,-5.594
2016/10/31,-5.529
2016/11/01,-5.289
2016/11/02,-5.134
2016/11/03,-4.947
2016/11/04,-4.761
2016/11/05,-4.562
2016/11/06,-4.297
2016/11/07,-3.969
2016/11/08,-3.496
2016/11/09,-2.807
2016/11/10,-2.043
2016/11/11,-0.989
2016/11/12,-0.588
2016/11/13,-0.489
2016/11/14,-0.362
2016/11/15,-0.334
2016/11/16,-0.294
2016/11/17,-0.443
2016/11/18,-0.603
2016/11/19,-0.89
2016/11/20,-1.071
2016/11/21,-1.075
2016/11/22,-1.148
2016/11/23,-0.168
2016/11/24,1.617
2016/11/25,2.342
2016/11/26,3.737
2016/11/27,6.23
2016/11/28,8.141
2016/11/29,8.418
2016/11/30,6.416
2016/12/01,3.818
2016/12/02,1.334
2016/12/03,-0.799
2016/12/04,-2.491
2016/12/05,-3.732
2016/12/06,-4.677
2016/12/07,-5.126
2016/12/08,19.443
2016/12/09,21.749
2016/12/10,16.022
2016/12/11,10.108
2016/12/12,5.312
2016/12/13,1.592
2016/12/14,-1.205
2016/12/15,-3.318
2016/12/16,-4.941
2016/12/17,-6.086
2016/12/18,-6.901
2016/12/19,-7.417
2016/12/20,-7.542
2016/12/21,-7.299
2016/12/22,-7.169
2016/12/23,-7.121
2016/12/24,-7.064
2016/12/25,-6.985
2016/12/26,-6.838
2016/12/27,-6.381
2016/12/28,-5.91
2016/12/29,-5.057
2016/12/30,-3.793
2016/12/31,-3.016
2017/01/01,-2.587
2017/01/02,-2.248
2017/01/03,-1.517
2017/01/04,-0.592
2017/01/05,0.099
2017/01/06,0.523
2017/01/07,0.663
2017/01/08,0.875
2017/01/09,1.158
2017/01/10,1.457
2017/01/11,1.533
2017/01/12,1.316
2017/01/13,0.949
2017/01/14,0.526
2017/01/15,0.232
2017/01/16,0.011
2017/01/17,0.191
2017/01/18,0.346
2017/01/19,0.385
2017/01/20,0.447
2017/01/21,0.47
2017/01/22,0.581
2017/01/23,0.702
2017/01/24,0.905
2017/01/25,1.073
2017/01/26,1.098
2017/01/27,0.991
2017/01/28,0.794
2017/01/29,0.538
2017/01/30,0.298
2017/01/31,0.134
2017/02/01,0.294
2017/02/02,0.465
2017/02/03,0.591
2017/02/04,0.588
2017/02/05,0.567
2017/02/06,0.558
2017/02/07,0.855
2017/02/08,1.133
2017/02/09,1.288
2017/02/10,1.402
2017/02/11,1.381
2017/02/12,1.417
2017/02/13,1.853
2017/02/14,2.007
2017/02/15,3.792
2017/02/16,3.932
2017/02/17,3.345
2017/02/18,2.77
2017/02/19,1.967
2017/02/20,1.301
2017/02/21,0.983
2017/02/22,0.981
2017/02/23,0.922
2017/02/24,0.6
2017/02/25,0.385
2017/02/26,0.14
2017/02/27,0.211
2017/02/28,0.501
2017/03/01,1.015
2017/03/02,1.432
2017/03/03,1.742
2017/03/04,1.895
2017/03/05,1.963
2017/03/06,1.922
2017/03/07,1.715
2017/03/08,1.407
2017/03/09,1.128
2017/03/10,1.144
2017/03/11,1.155
2017/03/12,1.329
2017/03/13,2.583
2017/03/14,4.217
2017/03/15,5.151
2017/03/16,6.264
2017/03/17,7.697
2017/03/18,7.558
2017/03/19,6.77
2017/03/20,6.119
2017/03/21,5.649
2017/03/22,5.124
2017/03/23,4.528
2017/03/24,4.423
2017/03/25,4.185
2017/03/26,3.979
2017/03/27,4.004
2017/03/28,3.815
2017/03/29,3.567
2017/03/30,3.277
2017/03/31,2.897
2017/04/01,2.402
2017/04/02,1.975
2017/04/03,1.473
2017/04/04,0.945
2017/04/05,0.616
2017/04/06,0.331
2017/04/07,0.079
2017/04/08,-0.178
2017/04/09,-0.347
2017/04/10,-0.322
2017/04/11,-0.31
2017/04/12,0.162
2017/04/13,0.361
2017/04/14,0.478
2017/04/15,0.527
2017/04/16,0.568
2017/04/17,0.692
2017/04/18,0.972
2017/04/19,1.351
2017/04/20,1.471
2017/04/21,2.057
2017/04/22,2.43
2017/04/23,2.258
2017/04/24,2.031
2017/04/25,1.667
2017/04/26,1.322
2017/04/27,1.199
2017/04/28,1.213
2017/04/29,1.416
2017/04/30,1.853
2017/05/01,2.772
2017/05/02,3.788
2017/05/03,3.988
2017/05/04,3.979
2017/05/05,3.911
2017/05/06,4.013
2017/05/07,4.385
2017/05/08,4.14
2017/05/09,3.817
2017/05/10,3.552
2017/05/11,3.241
2017/05/12,3.102
2017/05/13,3.011
2017/05/14,2.937
2017/05/15,2.914
2017/05/16,3.013
2017/05/17,3.702
2017/05/18,3.832
2017/05/19,3.905
2017/05/20,4.363
2017/05/21,4.676
2017/05/22,5.195
2017/05/23,6.375
2017/05/24,8.067
2017/05/25,8.711
2017/05/26,8.383
2017/05/27,7.21
2017/05/28,6.154
2017/05/29,5.288
2017/05/30,5.785
2017/05/31,9.482
2017/06/01,9.673
2017/06/02,8.804
2017/06/03,7.268
2017/06/04,6.039
2017/06/05,4.698
2017/06/06,3.814
2017/06/07,3.237
2017/06/08,2.694
2017/06/09,2.12
2017/06/10,1.551
2017/06/11,1.787
2017/06/12,3.28
2017/06/13,3.723
2017/06/14,3.481
2017/06/15,2.82
2017/06/16,2.134
2017/06/17,1.483
2017/06/18,1.01
2017/06/19,0.593
2017/06/20,2.312
2017/06/21,6.712
2017/06/22,8.516
2017/06/23,7.909
2017/06/24,7.341
2017/06/25,5.838
2017/06/26,4.781
2017/06/27,2.88
2017/06/28,2.304
2017/06/29,1.557
2017/06/30,0.496
2017/07/01,-0.674
2017/07/02,-1.747
2017/07/03,-2.484
2017/07/04,-3.016
2017/07/05,-3.283
2017/07/06,-3.599
2017/07/07,-3.884
2017/07/08,-3.948
2017/07/09,-4.091
2017/07/10,-4.491
2017/07/11,-4.946
2017/07/12,-5.178
2017/07/13,-5.127
2017/07/14,-5.074
2017/07/15,-4.927
2017/07/16,-4.952
2017/07/17,-4.919
2017/07/18,-4.205
2017/07/19,-3.429
2017/07/20,-2.92
2017/07/21,-2.147
2017/07/22,-1.629
2017/07/23,-1.238
2017/07/24,-0.863
2017/07/25,-0.28
2017/07/26,0.042
2017/07/27,0.032
2017/07/28,-0.183
2017/07/29,-0.646
2017/07/30,-1.095
2017/07/31,-1.574
2017/08/01,-1.482
2017/08/02,-1.346
2017/08/03,-1.219
2017/08/04,-1.303
2017/08/05,-1.293
2017/08/06,-1.051
2017/08/07,-0.29
2017/08/08,0.534
2017/08/09,1.155
2017/08/10,1.511
2017/08/11,1.803
2017/08/12,2.112
2017/08/13,2.025
2017/08/14,1.655
2017/08/15,1.299
2017/08/16,4.348
2017/08/17,6.008
2017/08/18,7.68
2017/08/19,7.079
2017/08/20,5.296
2017/08/21,3.351
2017/08/22,1.69
2017/08/23,0.337
2017/08/24,-0.591
2017/08/25,-1.217
2017/08/26,-1.485
2017/08/27,-1.693
2017/08/28,-1.738
2017/08/29,-0.922
2017/08/30,-0.106
2017/08/31,2.082
2017/09/01,3.38
2017/09/02,4.636
2017/09/03,4.152
2017/09/04,3.081
2017/09/05,2.209
2017/09/06,1.892
2017/09/07,1.914
2017/09/08,1.956
2017/09/09,1.334
2017/09/10,0.624
2017/09/11,-0.207
2017/09/12,-0.721
2017/09/13,-1.155
2017/09/14,-1.753
2017/09/15,-2.07
2017/09/16,-1.777
2017/09/17,-1.717
2017/09/18,-1.764
2017/09/19,-1.8
2017/09/20,-0.801
2017/09/21,-0.662
2017/09/22,-0.864
2017/09/23,-1.02
2017/09/24,-0.653
2017/09/25,-0.447
2017/09/26,-0.317
2017/09/27,-0.077
2017/09/28,-0.095
2017/09/29,-0.408
2017/09/30,-0.45
2017/10/01,-0.359
2017/10/02,-0.348
2017/10/03,-0.402
2017/10/04,-0.355
2017/10/05,-0.171
2017/10/06,0.133
2017/10/07,0.116
2017/10/08,0.135
2017/10/09,0.053
2017/10/10,-0.024
2017/10/11,1.894
2017/10/12,2.286
2017/10/13,2.175
2017/10/14,1.85
2017/10/15,1.391
2017/10/16,0.508
2017/10/17,-0.698
2017/10/18,-1.914
2017/10/19,-3.024
2017/10/20,-3.534
2017/10/21,-4.208
2017/10/22,-4.918
2017/10/23,-5.395
2017/10/24,-5.39
2017/10/25,-5.259
2017/10/26,-5.09
2017/10/27,-5.883
2017/10/28,-7.07
2017/10/29,-8.353
2017/10/30,-9.596
2017/10/31,-10.743
2017/11/01,-9.873
2017/11/02,-7.8
2017/11/03,-5.441
2017/11/04,-3.257
2017/11/05,-1.637
2017/11/06,-0.35
2017/11/07,1.077
2017/11/08,2.759
2017/11/09,3.955
2017/11/10,4.365
2017/11/11,4.125
2017/11/12,3.924
2017/11/13,3.772
2017/11/14,3.696
2017/11/15,3.811
2017/11/16,3.718
2017/11/17,3.547
2017/11/18,2.837
2017/11/19,2.243
2017/11/20,2.048
2017/11/21,2.009
2017/11/22,1.938
2017/11/23,2.009
2017/11/24,1.985
2017/11/25,1.792
2017/11/26,1.943
2017/11/27,2.085
2017/11/28,2.316
2017/11/29,2.52
2017/11/30,2.403
2017/12/01,2.237
2017/12/02,1.78
2017/12/03,1.385
2017/12/04,2.568
2017/12/05,5.573
2017/12/06,8.776
2017/12/07,13.852
2017/12/08,16.838
2017/12/09,17.688
2017/12/10,16.123
2017/12/11,12.92
2017/12/12,10.173
2017/12/13,8.075
2017/12/14,6.921
2017/12/15,5.742
2017/12/16,4.776
2017/12/17,3.676
2017/12/18,2.515
2017/12/19,1.904
2017/12/20,2.019
2017/12/21,2.244
2017/12/22,1.948
2017/12/23,1.383
2017/12/24,0.692
2017/12/25,-0.205
2017/12/26,-1.112
2017/12/27,-1.887
2017/12/28,-2.571
2017/12/29,-3.007
2017/12/30,-3.371
2017/12/31,-3.522
2018/01/01,-3.564
2018/01/02,-3.257
2018/01/03,-2.571
2018/01/04,-1.464
2018/01/05,2.401
2018/01/06,7.574
2018/01/07,11.194
2018/01/08,12.895
2018/01/09,13.298
2018/01/10,14.132
2018/01/11,13.285
2018/01/12,11.106
2018/01/13,9.004
2018/01/14,7.21
2018/01/15,5.496
2018/01/16,3.714
2018/01/17,1.884
2018/01/18,0.521
2018/01/19,-0.458
2018/01/20,-1.035
2018/01/21,-1.743
2018/01/22,-2.506
2018/01/23,-2.993
2018/01/24,-3.325
2018/01/25,-3.509
2018/01/26,-3.855
2018/01/27,-4.199
2018/01/28,-4.359
2018/01/29,-3.993
2018/01/30,-3.617
2018/01/31,-3.236
2018/02/01,-2.505
2018/02/02,-2.234
2018/02/03,-2.286
2018/02/04,-2.541
2018/02/05,-3.023
2018/02/06,-3.594
2018/02/07,-3.969
2018/02/08,-4.226
2018/02/09,-4.407
2018/02/10,-4.435
2018/02/11,-4.464
2018/02/12,-4.482
2018/02/13,-4.37
2018/02/14,-4.092
2018/02/15,-3.717
2018/02/16,-3.234
2018/02/17,-2.63
2018/02/18,-1.821
2018/02/19,-1.362
2018/02/20,-1.059
2018/02/21,-0.913
2018/02/22,-1.009
2018/02/23,-1.083
2018/02/24,-1.124
2018/02/25,-1.234
2018/02/26,-1.401
2018/02/27,-1.398
2018/02/28,-0.914
2018/03/01,-0.647
2018/03/02,-0.241
2018/03/03,-0.249
2018/03/04,-0.254
2018/03/05,-0.273
2018/03/06,-0.546
2018/03/07,-0.868
2018/03/08,-1.215
2018/03/09,-1.617
2018/03/10,-2.058
2018/03/11,-2.59
2018/03/12,-2.786
2018/03/13,-3.124
2018/03/14,-3.393
2018/03/15,-3.694
2018/03/16,-3.862
2018/03/17,-4.13
2018/03/18,-4.485
2018/03/19,-4.751
2018/03/20,-4.827
2018/03/21,-4.596
2018/03/22,-4.128
2018/03/23,-3.654
2018/03/24,-3.245
2018/03/25,-2.888
2018/03/26,-2.506
2018/03/27,-2.375
2018/03/28,-2.349
2018/03/29,-2.389
2018/03/30,-2.69
2018/03/31,-3.14
2018/04/01,-3.652
2018/04/02,-3.992
2018/04/03,-4.133
2018/04/04,-4.275
2018/04/05,-3.876
2018/04/06,-3.565
2018/04/07,-3.46
2018/04/08,-3.348
2018/04/09,-3.106
2018/04/10,-2.777
2018/04/11,-2.293
2018/04/12,-1.623
2018/04/13,-0.531
2018/04/14,0.27
2018/04/15,0.709
2018/04/16,0.987
2018/04/17,1.07
2018/04/18,1.451
2018/04/19,1.782
2018/04/20,2.102
2018/04/21,2.122
2018/04/22,2.079
2018/04/23,2.065
2018/04/24,2.586
2018/04/25,2.946
2018/04/26,3.123
2018/04/27,3.439
2018/04/28,3.826
2018/04/29,4.291
2018/04/30,4.604
2018/05/01,4.28
2018/05/02,3.705
2018/05/03,3.46
2018/05/04,3.011
2018/05/05,2.565
2018/05/06,2.152
2018/05/07,1.7
2018/05/08,1.418
2018/05/09,1.271
2018/05/10,1.873
2018/05/11,2.483
2018/05/12,2.265
2018/05/13,1.927
2018/05/14,1.967
2018/05/15,2.202
2018/05/16,2.404
2018/05/17,2.649
2018/05/18,2.65
2018/05/19,2.312
2018/05/20,1.883
2018/05/21,1.604
2018/05/22,1.507
2018/05/23,1.296
2018/05/24,0.897
2018/05/25,0.447
2018/05/26,-0.082
2018/05/27,-0.732
2018/05/28,-0.957
2018/05/29,-0.917
2018/05/30,-0.628
2018/05/31,0.141
2018/06/01,0.783
2018/06/02,0.671
2018/06/03,0.21
2018/06/04,-0.031
2018/06/05,-0.331
2018/06/06,-0.14
2018/06/07,-0.202
2018/06/08,-0.464
2018/06/09,-1.088
2018/06/10,-1.841
2018/06/11,-2.517
2018/06/12,-3.07
2018/06/13,-3.539
2018/06/14,-3.74
2018/06/15,-3.554
2018/06/16,-2.982
2018/06/17,-2.994
2018/06/18,-3.252
2018/06/19,-3.273
2018/06/20,-3.245
2018/06/21,-3.134
2018/06/22,-1.845
2018/06/23,-1.518
2018/06/24,-1.209
2018/06/25,-1.189
2018/06/26,-1.5
2018/06/27,-1.989
2018/06/28,-2.479
2018/06/29,-2.852
2018/06/30,2.721
2018/07/01,14.126
2018/07/02,36.01
2018/07/03,38.198
2018/07/04,32.117
2018/07/05,24.185
2018/07/06,19.413
2018/07/07,15.422
2018/07/08,10.445
2018/07/09,6.018
2018/07/10,2.256
2018/07/11,-0.647
2018/07/12,-2.467
2018/07/13,-3.487
2018/07/14,-2.854
2018/07/15,-0.594
2018/07/16,-0.725
2018/07/17,-1.917
2018/07/18,-3.429
2018/07/19,-4.935
2018/07/20,-6.173
2018/07/21,-7.085
2018/07/22,-7.934
2018/07/23,-8.551
2018/07/24,-9.032
2018/07/25,-9.388
2018/07/26,-9.626
2018/07/27,-9.812
2018/07/28,-9.654
2018/07/29,-9.56
2018/07/30,-9.436
2018/07/31,-9.243
2018/08/01,-8.345
2018/08/02,-7.807
2018/08/03,-7.439
2018/08/04,-6.982
2018/08/05,-6.782
2018/08/06,-6.258
2018/08/07,-2.66
2018/08/08,7.038
2018/08/09,15.454
2018/08/10,16.488
2018/08/11,12.343
2018/08/12,7.58
2018/08/13,3.707
2018/08/14,0.719
2018/08/15,-1.449
2018/08/16,-3.15
2018/08/17,-2.329
2018/08/18,-2.556
2018/08/19,-3.269
2018/08/20,-4.146
2018/08/21,-4.993
2018/08/22,-4.869
2018/08/23,-4.737
2018/08/24,-3.763
2018/08/25,-3.705
2018/08/26,-2.894
2018/08/27,-2.995
2018/08/28,-3.411
2018/08/29,-3.428
2018/08/30,-3.55
2018/08/31,-3.633
2018/09/01,-3.936
2018/09/02,-4.283
2018/09/03,-4.503
2018/09/04,-4.295
2018/09/05,-4.265
2018/09/06,-4.021
2018/09/07,-3.668
2018/09/08,-3.501
2018/09/09,-3.452
2018/09/10,-3.39
2018/09/11,-3.157
2018/09/12,-2.94
2018/09/13,-2.492
2018/09/14,-2.18
2018/09/15,-1.839
2018/09/16,-1.503
2018/09/17,-1.248
2018/09/18,-0.613
2018/09/19,0.689
2018/09/20,1.36
2018/09/21,2.286
2018/09/22,2.491
2018/09/23,2.143
2018/09/24,2.737
2018/09/25,2.585
2018/09/26,2.284
2018/09/27,2.042
2018/09/28,2.063
2018/09/29,2.606
2018/09/30,2.565
2018/10/01,2.543
2018/10/02,2.517
2018/10/03,1.64
2018/10/04,0.568
2018/10/05,-0.521
2018/10/06,-1.774
2018/10/07,-2.721
2018/10/08,-3.133
2018/10/09,-3.321
2018/10/10,-3.128
2018/10/11,-2.946
2018/10/12,-2.392
2018/10/13,-2.394
2018/10/14,-2.699
2018/10/15,-2.782
2018/10/16,-2.915
2018/10/17,-2.937
2018/10/18,-2.919
2018/10/19,-2.781
2018/10/20,-2.567
2018/10/21,-2.363
2018/10/22,-2.096
2018/10/23,-1.74
2018/10/24,-1.045
2018/10/25,-0.04
2018/10/26,0.653
2018/10/27,0.745
2018/10/28,0.45
2018/10/29,0.101
2018/10/30,-0.248
2018/10/31,-0.482
2018/11/01,-0.682
2018/11/02,-0.566
2018/11/03,-0.374
2018/11/04,-0.34
2018/11/05,0.036
2018/11/06,0.507
2018/11/07,0.935
2018/11/08,1.561
2018/11/09,1.593
2018/11/10,1.065
2018/11/11,0.202
2018/11/12,-0.145
2018/11/13,-0.063
2018/11/14,0.341
2018/11/15,0.841
2018/11/16,1.049
2018/11/17,0.755
2018/11/18,0.547
2018/11/19,0.346
2018/11/20,0.013
2018/11/21,-0.542
2018/11/22,-1.14
2018/11/23,-1.678
2018/11/24,-2.119
2018/11/25,-2.466
2018/11/26,-2.749
2018/11/27,-3.081
2018/11/28,-3.039
2018/11/29,-2.38
2018/11/30,-1.33
2018/12/01,-0.721
2018/12/02,-0.474
2018/12/03,-0.421
2018/12/04,-0.489
2018/12/05,-0.615
2018/12/06,-1.122
2018/12/07,-1.826
2018/12/08,-2.717
2018/12/09,-3.493
2018/12/10,-4.042
2018/12/11,-4.422
2018/12/12,-4.667
2018/12/13,-4.675
2018/12/14,-4.205
2018/12/15,-4.108
2018/12/16,-4.164
2018/12/17,-4.068
2018/12/18,-2.908
2018/12/19,-2.009
2018/12/20,-1.294
2018/12/21,-0.763
2018/12/22,-0.512
2018/12/23,-0.153
2018/12/24,0.574
2018/12/25,1.353
2018/12/26,2.237
2018/12/27,2.142
2018/12/28,1.675
2018/12/29,1.173
2018/12/30,2.329
2018/12/31,2.4
2019/01/01,2.074
2019/01/02,1.543
2019/01/03,0.927
2019/01/04,0.639
2019/01/05,1.409
2019/01/06,1.5
2019/01/07,1.253
2019/01/08,0.748
2019/01/09,0.147
2019/01/10,-0.337
2019/01/11,-0.82
2019/01/12,-1.362
2019/01/13,-1.863
2019/01/14,-1.602
2019/01/15,-1.139
2019/01/16,-0.556
2019/01/17,-0.456
2019/01/18,-0.476
2019/01/19,-0.669
2019/01/20,-1.01
2019/01/21,-1.315
2019/01/22,-1.135
2019/01/23,-1.077
2019/01/24,-1.005
2019/01/25,-1.011
2019/01/26,-1.156
2019/01/27,-1.417
2019/01/28,-1.551
2019/01/29,-1.763
2019/01/30,-1.825
2019/01/31,-1.514
2019/02/01,-1.156
2019/02/02,-0.982
2019/02/03,-0.978
2019/02/04,-0.951
2019/02/05,-0.888
2019/02/06,-0.828
2019/02/07,-0.648
2019/02/08,-0.378
2019/02/09,0.047
2019/02/10,0.51
2019/02/11,1.02
2019/02/12,1.372
2019/02/13,1.608
2019/02/14,1.992
2019/02/15,2.418
2019/02/16,2.559
2019/02/17,2.583
2019/02/18,3.162
2019/02/19,23.92
2019/02/20,23.71
2019/02/21,17.551
2019/02/22,11.66
2019/02/23,7.125
2019/02/24,3.872
2019/02/25,1.49
2019/02/26,-0.208
2019/02/27,-1.469
2019/02/28,-2.23
2019/03/01,-2.985
2019/03/02,-3.68
2019/03/03,-4.246
2019/03/04,-4.668
2019/03/05,-4.871
2019/03/06,-4.854
2019/03/07,-4.674
2019/03/08,-4.386
2019/03/09,-4.144
2019/03/10,-3.918
2019/03/11,-3.696
2019/03/12,-3.503
2019/03/13,-3.363
2019/03/14,-3.311
2019/03/15,-3.171
2019/03/16,-3.038
2019/03/17,-2.717
2019/03/18,6.43
2019/03/19,8.631
2019/03/20,7.356
2019/03/21,5.644
2019/03/22,3.708
2019/03/23,1.81
2019/03/24,0.223
2019/03/25,-0.956
2019/03/26,-1.727
2019/03/27,-2.037
2019/03/28,-2.27
2019/03/29,-2.254
2019/03/30,-2.42
2019/03/31,-2.57
2019/04/01,-2.453
2019/04/02,-2.02
2019/04/03,-0.937
2019/04/04,-0.157
2019/04/05,0.12
2019/04/06,0.115
2019/04/07,0.02
2019/04/08,0.152
2019/04/09,0.15
2019/04/10,0.626
2019/04/11,0.676
2019/04/12,0.374
2019/04/13,-0.127
2019/04/14,-0.583
2019/04/15,-0.921
2019/04/16,-1.022
2019/04/17,-0.951
2019/04/18,-0.716
2019/04/19,-0.707
2019/04/20,-1.068
2019/04/21,-1.374
2019/04/22,-1.57
2019/04/23,-1.558
2019/04/24,-1.454
2019/04/25,-1.54
2019/04/26,-1.365
2019/04/27,-1.44
2019/04/28,-1.601
