Date,fee_to_reward14emaUSD
2016/04/05,0.082
2016/04/06,0.08
2016/04/07,0.079
2016/04/08,0.078
2016/04/09,0.076
2016/04/10,0.074
2016/04/11,0.072
2016/04/12,0.072
2016/04/13,0.076
2016/04/14,0.079
2016/04/15,0.078
2016/04/16,0.075
2016/04/17,0.077
2016/04/18,0.075
2016/04/19,0.073
2016/04/20,0.073
2016/04/21,0.076
2016/04/22,0.074
2016/04/23,0.072
2016/04/24,0.072
2016/04/25,0.072
2016/04/26,0.071
2016/04/27,0.07
2016/04/28,0.07
2016/04/29,0.07
2016/04/30,0.074
2016/05/01,0.08
2016/05/02,0.08
2016/05/03,0.08
2016/05/04,0.081
2016/05/05,0.083
2016/05/06,0.086
2016/05/07,0.085
2016/05/08,0.085
2016/05/09,0.085
2016/05/10,0.085
2016/05/11,0.087
2016/05/12,0.091
2016/05/13,0.096
2016/05/14,0.098
2016/05/15,0.097
2016/05/16,0.096
2016/05/17,0.094
2016/05/18,0.096
2016/05/19,0.097
2016/05/20,0.099
2016/05/21,0.101
2016/05/22,0.099
2016/05/23,0.098
2016/05/24,0.096
2016/05/25,0.097
2016/05/26,0.098
2016/05/27,0.101
2016/05/28,0.117
2016/05/29,0.117
2016/05/30,0.114
2016/05/31,0.112
2016/06/01,0.11
2016/06/02,0.106
2016/06/03,0.102
2016/06/04,0.098
2016/06/05,0.095
2016/06/06,0.093
2016/06/07,0.108
2016/06/08,0.105
2016/06/09,0.103
2016/06/10,0.101
2016/06/11,0.099
2016/06/12,0.097
2016/06/13,0.099
2016/06/14,0.102
2016/06/15,0.101
2016/06/16,0.104
2016/06/17,0.176
2016/06/18,0.252
2016/06/19,0.239
2016/06/20,0.229
2016/06/21,0.228
2016/06/22,0.218
2016/06/23,0.202
2016/06/24,0.191
2016/06/25,0.177
2016/06/26,0.165
2016/06/27,0.154
2016/06/28,0.147
2016/06/29,0.15
2016/06/30,0.166
2016/07/01,0.162
2016/07/02,0.15
2016/07/03,0.143
2016/07/04,0.135
2016/07/05,0.129
2016/07/06,0.124
2016/07/07,0.118
2016/07/08,0.119
2016/07/09,0.122
2016/07/10,0.117
2016/07/11,0.113
2016/07/12,0.112
2016/07/13,0.107
2016/07/14,0.106
2016/07/15,0.104
2016/07/16,0.1
2016/07/17,0.094
2016/07/18,0.092
2016/07/19,0.092
2016/07/20,0.11
2016/07/21,0.109
2016/07/22,0.11
2016/07/23,0.109
2016/07/24,0.11
2016/07/25,0.111
2016/07/26,0.116
2016/07/27,0.115
2016/07/28,0.125
2016/07/29,0.127
2016/07/30,0.122
2016/07/31,0.118
2016/08/01,0.115
2016/08/02,0.114
2016/08/03,0.112
2016/08/04,0.11
2016/08/05,0.108
2016/08/06,0.104
2016/08/07,0.101
2016/08/08,0.11
2016/08/09,0.108
2016/08/10,0.107
2016/08/11,0.106
2016/08/12,0.104
2016/08/13,0.1
2016/08/14,0.097
2016/08/15,0.095
2016/08/16,0.095
2016/08/17,0.094
2016/08/18,0.096
2016/08/19,0.095
2016/08/20,0.093
2016/08/21,0.092
2016/08/22,0.092
2016/08/23,0.109
2016/08/24,0.106
2016/08/25,0.105
2016/08/26,0.104
2016/08/27,0.102
2016/08/28,0.099
2016/08/29,0.098
2016/08/30,0.098
2016/08/31,0.097
2016/09/01,0.097
2016/09/02,0.102
2016/09/03,0.1
2016/09/04,0.107
2016/09/05,0.104
2016/09/06,0.104
2016/09/07,0.104
2016/09/08,0.107
2016/09/09,0.109
2016/09/10,0.106
2016/09/11,0.103
2016/09/12,0.104
2016/09/13,0.102
2016/09/14,0.103
2016/09/15,0.104
2016/09/16,0.109
2016/09/17,0.109
2016/09/18,0.107
2016/09/19,0.103
2016/09/20,0.103
2016/09/21,0.101
2016/09/22,0.112
2016/09/23,0.115
2016/09/24,0.127
2016/09/25,0.134
2016/09/26,0.162
2016/09/27,0.174
2016/09/28,0.178
2016/09/29,0.171
2016/09/30,0.165
2016/10/01,0.176
2016/10/02,0.183
2016/10/03,0.184
2016/10/04,0.194
2016/10/05,0.192
2016/10/06,0.185
2016/10/07,0.178
2016/10/08,0.174
2016/10/09,0.174
2016/10/10,0.172
2016/10/11,0.164
2016/10/12,0.159
2016/10/13,0.178
2016/10/14,0.183
2016/10/15,0.186
2016/10/16,0.187
2016/10/17,0.191
2016/10/18,0.202
2016/10/19,0.21
2016/10/20,0.202
2016/10/21,0.192
2016/10/22,0.178
2016/10/23,0.165
2016/10/24,0.163
2016/10/25,0.159
2016/10/26,0.152
2016/10/27,0.145
2016/10/28,0.141
2016/10/29,0.136
2016/10/30,0.13
2016/10/31,0.126
2016/11/01,0.127
2016/11/02,0.122
2016/11/03,0.118
2016/11/04,0.112
2016/11/05,0.107
2016/11/06,0.102
2016/11/07,0.1
2016/11/08,0.099
2016/11/09,0.101
2016/11/10,0.102
2016/11/11,0.106
2016/11/12,0.104
2016/11/13,0.104
2016/11/14,0.106
2016/11/15,0.107
2016/11/16,0.107
2016/11/17,0.106
2016/11/18,0.105
2016/11/19,0.102
2016/11/20,0.102
2016/11/21,0.103
2016/11/22,0.105
2016/11/23,0.123
2016/11/24,0.13
2016/11/25,0.135
2016/11/26,0.145
2016/11/27,0.169
2016/11/28,0.191
2016/11/29,0.205
2016/11/30,0.192
2016/12/01,0.178
2016/12/02,0.165
2016/12/03,0.154
2016/12/04,0.144
2016/12/05,0.138
2016/12/06,0.134
2016/12/07,0.13
2016/12/08,0.127
2016/12/09,0.123
2016/12/10,0.119
2016/12/11,0.118
2016/12/12,0.115
2016/12/13,0.113
2016/12/14,0.112
2016/12/15,0.111
2016/12/16,0.109
2016/12/17,0.108
2016/12/18,0.105
2016/12/19,0.106
2016/12/20,0.11
2016/12/21,0.117
2016/12/22,0.118
2016/12/23,0.114
2016/12/24,0.11
2016/12/25,0.105
2016/12/26,0.101
2016/12/27,0.102
2016/12/28,0.102
2016/12/29,0.105
2016/12/30,0.109
2016/12/31,0.106
2017/01/01,0.103
2017/01/02,0.101
2017/01/03,0.104
2017/01/04,0.106
2017/01/05,0.106
2017/01/06,0.105
2017/01/07,0.103
2017/01/08,0.103
2017/01/09,0.104
2017/01/10,0.106
2017/01/11,0.106
2017/01/12,0.107
2017/01/13,0.108
2017/01/14,0.105
2017/01/15,0.104
2017/01/16,0.103
2017/01/17,0.106
2017/01/18,0.106
2017/01/19,0.104
2017/01/20,0.105
2017/01/21,0.103
2017/01/22,0.104
2017/01/23,0.105
2017/01/24,0.108
2017/01/25,0.109
2017/01/26,0.11
2017/01/27,0.11
2017/01/28,0.109
2017/01/29,0.107
2017/01/30,0.106
2017/01/31,0.105
2017/02/01,0.107
2017/02/02,0.108
2017/02/03,0.107
2017/02/04,0.107
2017/02/05,0.107
2017/02/06,0.107
2017/02/07,0.112
2017/02/08,0.115
2017/02/09,0.116
2017/02/10,0.12
2017/02/11,0.12
2017/02/12,0.121
2017/02/13,0.129
2017/02/14,0.133
2017/02/15,0.142
2017/02/16,0.139
2017/02/17,0.137
2017/02/18,0.137
2017/02/19,0.134
2017/02/20,0.133
2017/02/21,0.138
2017/02/22,0.141
2017/02/23,0.14
2017/02/24,0.139
2017/02/25,0.139
2017/02/26,0.136
2017/02/27,0.137
2017/02/28,0.14
2017/03/01,0.143
2017/03/02,0.146
2017/03/03,0.146
2017/03/04,0.144
2017/03/05,0.143
2017/03/06,0.141
2017/03/07,0.141
2017/03/08,0.139
2017/03/09,0.141
2017/03/10,0.145
2017/03/11,0.146
2017/03/12,0.147
2017/03/13,0.158
2017/03/14,0.168
2017/03/15,0.172
2017/03/16,0.184
2017/03/17,0.194
2017/03/18,0.193
2017/03/19,0.191
2017/03/20,0.189
2017/03/21,0.191
2017/03/22,0.19
2017/03/23,0.19
2017/03/24,0.194
2017/03/25,0.192
2017/03/26,0.191
2017/03/27,0.198
2017/03/28,0.199
2017/03/29,0.201
2017/03/30,0.204
2017/03/31,0.209
2017/04/01,0.205
2017/04/02,0.206
2017/04/03,0.21
2017/04/04,0.209
2017/04/05,0.21
2017/04/06,0.213
2017/04/07,0.215
2017/04/08,0.208
2017/04/09,0.205
2017/04/10,0.205
2017/04/11,0.203
2017/04/12,0.21
2017/04/13,0.209
2017/04/14,0.207
2017/04/15,0.204
2017/04/16,0.201
2017/04/17,0.2
2017/04/18,0.204
2017/04/19,0.211
2017/04/20,0.214
2017/04/21,0.225
2017/04/22,0.227
2017/04/23,0.225
2017/04/24,0.227
2017/04/25,0.23
2017/04/26,0.232
2017/04/27,0.24
2017/04/28,0.242
2017/04/29,0.241
2017/04/30,0.244
2017/05/01,0.258
2017/05/02,0.273
2017/05/03,0.27
2017/05/04,0.275
2017/05/05,0.275
2017/05/06,0.275
2017/05/07,0.285
2017/05/08,0.289
2017/05/09,0.297
2017/05/10,0.303
2017/05/11,0.31
2017/05/12,0.316
2017/05/13,0.321
2017/05/14,0.327
2017/05/15,0.344
2017/05/16,0.359
2017/05/17,0.411
2017/05/18,0.428
2017/05/19,0.45
2017/05/20,0.46
2017/05/21,0.471
2017/05/22,0.49
2017/05/23,0.539
2017/05/24,0.589
2017/05/25,0.608
2017/05/26,0.618
2017/05/27,0.617
2017/05/28,0.621
2017/05/29,0.62
2017/05/30,0.673
2017/05/31,0.804
2017/06/01,0.813
2017/06/02,0.844
2017/06/03,0.838
2017/06/04,0.846
2017/06/05,0.835
2017/06/06,0.847
2017/06/07,0.862
2017/06/08,0.858
2017/06/09,0.86
2017/06/10,0.843
2017/06/11,0.874
2017/06/12,0.976
2017/06/13,0.978
2017/06/14,0.963
2017/06/15,0.961
2017/06/16,0.949
2017/06/17,0.93
2017/06/18,0.919
2017/06/19,0.923
2017/06/20,1.127
2017/06/21,1.399
2017/06/22,1.536
2017/06/23,1.558
2017/06/24,1.627
2017/06/25,1.607
2017/06/26,1.641
2017/06/27,1.582
2017/06/28,1.638
2017/06/29,1.638
2017/06/30,1.584
2017/07/01,1.523
2017/07/02,1.471
2017/07/03,1.472
2017/07/04,1.449
2017/07/05,1.446
2017/07/06,1.397
2017/07/07,1.374
2017/07/08,1.359
2017/07/09,1.299
2017/07/10,1.262
2017/07/11,1.245
2017/07/12,1.253
2017/07/13,1.261
2017/07/14,1.24
2017/07/15,1.225
2017/07/16,1.208
2017/07/17,1.196
2017/07/18,1.26
2017/07/19,1.259
2017/07/20,1.224
2017/07/21,1.203
2017/07/22,1.161
2017/07/23,1.156
2017/07/24,1.163
2017/07/25,1.19
2017/07/26,1.182
2017/07/27,1.163
2017/07/28,1.153
2017/07/29,1.105
2017/07/30,1.065
2017/07/31,1.045
2017/08/01,1.063
2017/08/02,1.064
2017/08/03,1.066
2017/08/04,1.055
2017/08/05,1.057
2017/08/06,1.064
2017/08/07,1.112
2017/08/08,1.162
2017/08/09,1.164
2017/08/10,1.194
2017/08/11,1.239
2017/08/12,1.273
2017/08/13,1.279
2017/08/14,1.307
2017/08/15,1.353
2017/08/16,1.583
2017/08/17,1.684
2017/08/18,1.85
2017/08/19,1.866
2017/08/20,1.786
2017/08/21,1.733
2017/08/22,1.683
2017/08/23,1.634
2017/08/24,1.598
2017/08/25,1.59
2017/08/26,1.577
2017/08/27,1.553
2017/08/28,1.567
2017/08/29,1.69
2017/08/30,1.749
2017/08/31,1.939
2017/09/01,2.009
2017/09/02,1.988
2017/09/03,1.925
2017/09/04,1.99
2017/09/05,2.111
2017/09/06,2.326
2017/09/07,2.484
2017/09/08,2.633
2017/09/09,2.573
2017/09/10,2.497
2017/09/11,2.423
2017/09/12,2.422
2017/09/13,2.4
2017/09/14,2.347
2017/09/15,2.434
2017/09/16,2.53
2017/09/17,2.433
2017/09/18,2.372
2017/09/19,2.304
2017/09/20,2.36
2017/09/21,2.257
2017/09/22,2.197
2017/09/23,2.156
2017/09/24,2.209
2017/09/25,2.226
2017/09/26,2.245
2017/09/27,2.246
2017/09/28,2.247
2017/09/29,2.226
2017/09/30,2.236
2017/10/01,2.214
2017/10/02,2.201
2017/10/03,2.223
2017/10/04,2.239
2017/10/05,2.254
2017/10/06,2.309
2017/10/07,2.266
2017/10/08,2.259
2017/10/09,2.271
2017/10/10,2.293
2017/10/11,2.342
2017/10/12,2.369
2017/10/13,2.42
2017/10/14,2.419
2017/10/15,2.407
2017/10/16,2.347
2017/10/17,2.233
2017/10/18,2.115
2017/10/19,2.004
2017/10/20,1.98
2017/10/21,1.86
2017/10/22,1.733
2017/10/23,1.662
2017/10/24,1.648
2017/10/25,1.603
2017/10/26,1.55
2017/10/27,1.517
2017/10/28,1.454
2017/10/29,1.4
2017/10/30,1.388
2017/10/31,1.386
2017/11/01,1.414
2017/11/02,1.444
2017/11/03,1.417
2017/11/04,1.354
2017/11/05,1.291
2017/11/06,1.266
2017/11/07,1.265
2017/11/08,1.288
2017/11/09,1.301
2017/11/10,1.292
2017/11/11,1.261
2017/11/12,1.264
2017/11/13,1.277
2017/11/14,1.312
2017/11/15,1.374
2017/11/16,1.386
2017/11/17,1.412
2017/11/18,1.377
2017/11/19,1.361
2017/11/20,1.397
2017/11/21,1.424
2017/11/22,1.449
2017/11/23,1.466
2017/11/24,1.455
2017/11/25,1.432
2017/11/26,1.441
2017/11/27,1.473
2017/11/28,1.522
2017/11/29,1.582
2017/11/30,1.614
2017/12/01,1.643
2017/12/02,1.634
2017/12/03,1.657
2017/12/04,1.895
2017/12/05,2.291
2017/12/06,2.817
2017/12/07,3.628
2017/12/08,4.382
2017/12/09,4.961
2017/12/10,5.365
2017/12/11,5.519
2017/12/12,5.649
2017/12/13,5.657
2017/12/14,5.831
2017/12/15,5.858
2017/12/16,5.896
2017/12/17,5.782
2017/12/18,5.67
2017/12/19,5.729
2017/12/20,5.908
2017/12/21,6.095
2017/12/22,6.191
2017/12/23,6.045
2017/12/24,5.834
2017/12/25,5.502
2017/12/26,5.21
2017/12/27,5
2017/12/28,4.824
2017/12/29,4.764
2017/12/30,4.688
2017/12/31,4.573
2018/01/01,4.412
2018/01/02,4.425
2018/01/03,4.52
2018/01/04,4.712
2018/01/05,5.556
2018/01/06,6.482
2018/01/07,7.013
2018/01/08,7.529
2018/01/09,8.036
2018/01/10,8.667
2018/01/11,8.994
2018/01/12,8.969
2018/01/13,9.003
2018/01/14,8.947
2018/01/15,8.939
2018/01/16,8.892
2018/01/17,8.797
2018/01/18,8.766
2018/01/19,8.601
2018/01/20,8.397
2018/01/21,8.034
2018/01/22,7.64
2018/01/23,7.403
2018/01/24,7.139
2018/01/25,6.8
2018/01/26,6.456
2018/01/27,6.077
2018/01/28,5.786
2018/01/29,5.724
2018/01/30,5.58
2018/01/31,5.45
2018/02/01,5.568
2018/02/02,5.5
2018/02/03,5.281
2018/02/04,5.072
2018/02/05,4.902
2018/02/06,4.791
2018/02/07,4.646
2018/02/08,4.409
2018/02/09,4.24
2018/02/10,4.117
2018/02/11,3.952
2018/02/12,3.805
2018/02/13,3.672
2018/02/14,3.571
2018/02/15,3.469
2018/02/16,3.365
2018/02/17,3.315
2018/02/18,3.329
2018/02/19,3.273
2018/02/20,3.277
2018/02/21,3.266
2018/02/22,3.196
2018/02/23,3.136
2018/02/24,3.089
2018/02/25,3.009
2018/02/26,2.934
2018/02/27,2.881
2018/02/28,2.933
2018/03/01,2.88
2018/03/02,2.914
2018/03/03,2.83
2018/03/04,2.773
2018/03/05,2.763
2018/03/06,2.703
2018/03/07,2.703
2018/03/08,2.668
2018/03/09,2.614
2018/03/10,2.506
2018/03/11,2.391
2018/03/12,2.381
2018/03/13,2.301
2018/03/14,2.246
2018/03/15,2.184
2018/03/16,2.121
2018/03/17,2.027
2018/03/18,1.979
2018/03/19,1.946
2018/03/20,1.913
2018/03/21,1.928
2018/03/22,1.927
2018/03/23,1.945
2018/03/24,1.916
2018/03/25,1.866
2018/03/26,1.857
2018/03/27,1.829
2018/03/28,1.808
2018/03/29,1.801
2018/03/30,1.775
2018/03/31,1.711
2018/04/01,1.64
2018/04/02,1.61
2018/04/03,1.598
2018/04/04,1.56
2018/04/05,1.642
2018/04/06,1.623
2018/04/07,1.558
2018/04/08,1.524
2018/04/09,1.51
2018/04/10,1.487
2018/04/11,1.49
2018/04/12,1.523
2018/04/13,1.581
2018/04/14,1.564
2018/04/15,1.535
2018/04/16,1.532
2018/04/17,1.545
2018/04/18,1.593
2018/04/19,1.644
2018/04/20,1.693
2018/04/21,1.677
2018/04/22,1.671
2018/04/23,1.684
2018/04/24,1.746
2018/04/25,1.785
2018/04/26,1.818
2018/04/27,1.867
2018/04/28,1.894
2018/04/29,1.962
2018/04/30,2.035
2018/05/01,2.029
2018/05/02,2.035
2018/05/03,2.097
2018/05/04,2.138
2018/05/05,2.106
2018/05/06,2.054
2018/05/07,2.041
2018/05/08,2.05
2018/05/09,2.085
2018/05/10,2.239
2018/05/11,2.358
2018/05/12,2.34
2018/05/13,2.341
2018/05/14,2.423
2018/05/15,2.496
2018/05/16,2.583
2018/05/17,2.692
2018/05/18,2.764
2018/05/19,2.776
2018/05/20,2.759
2018/05/21,2.79
2018/05/22,2.866
2018/05/23,2.928
2018/05/24,2.963
2018/05/25,2.965
2018/05/26,2.92
2018/05/27,2.855
2018/05/28,2.965
2018/05/29,3.045
2018/05/30,3.138
2018/05/31,3.328
2018/06/01,3.392
2018/06/02,3.291
2018/06/03,3.198
2018/06/04,3.194
2018/06/05,3.144
2018/06/06,3.182
2018/06/07,3.121
2018/06/08,3.024
2018/06/09,2.876
2018/06/10,2.754
2018/06/11,2.661
2018/06/12,2.581
2018/06/13,2.526
2018/06/14,2.5
2018/06/15,2.521
2018/06/16,2.413
2018/06/17,2.278
2018/06/18,2.174
2018/06/19,2.163
2018/06/20,2.136
2018/06/21,2.102
2018/06/22,2.192
2018/06/23,2.108
2018/06/24,2.06
2018/06/25,2.089
2018/06/26,2.041
2018/06/27,2.001
2018/06/28,1.957
2018/06/29,1.933
2018/06/30,2.636
2018/07/01,3.87
2018/07/02,5.852
2018/07/03,7.039
2018/07/04,7.629
2018/07/05,7.974
2018/07/06,8.641
2018/07/07,9.058
2018/07/08,8.624
2018/07/09,8.103
2018/07/10,7.457
2018/07/11,6.949
2018/07/12,6.798
2018/07/13,6.768
2018/07/14,7.404
2018/07/15,8.125
2018/07/16,7.392
2018/07/17,6.695
2018/07/18,6.089
2018/07/19,5.538
2018/07/20,5.138
2018/07/21,4.8
2018/07/22,4.377
2018/07/23,4.127
2018/07/24,3.859
2018/07/25,3.606
2018/07/26,3.363
2018/07/27,3.133
2018/07/28,2.977
2018/07/29,2.762
2018/07/30,2.602
2018/07/31,2.468
2018/08/01,2.34
2018/08/02,2.228
2018/08/03,2.138
2018/08/04,2.047
2018/08/05,1.933
2018/08/06,1.929
2018/08/07,2.409
2018/08/08,3.609
2018/08/09,4.459
2018/08/10,4.714
2018/08/11,4.384
2018/08/12,4.018
2018/08/13,3.78
2018/08/14,3.628
2018/08/15,3.497
2018/08/16,3.325
2018/08/17,3.851
2018/08/18,3.591
2018/08/19,3.337
2018/08/20,3.129
2018/08/21,2.941
2018/08/22,2.942
2018/08/23,2.834
2018/08/24,2.898
2018/08/25,2.714
2018/08/26,2.648
2018/08/27,2.518
2018/08/28,2.414
2018/08/29,2.364
2018/08/30,2.308
2018/08/31,2.269
2018/09/01,2.186
2018/09/02,2.097
2018/09/03,2.043
2018/09/04,2.046
2018/09/05,1.997
2018/09/06,2.03
2018/09/07,2.058
2018/09/08,2.032
2018/09/09,2.025
2018/09/10,2.026
2018/09/11,2.068
2018/09/12,2.103
2018/09/13,2.137
2018/09/14,2.092
2018/09/15,2.047
2018/09/16,1.998
2018/09/17,1.996
2018/09/18,2.003
2018/09/19,2.145
2018/09/20,2.161
2018/09/21,2.246
2018/09/22,2.206
2018/09/23,2.141
2018/09/24,2.178
2018/09/25,2.197
2018/09/26,2.229
2018/09/27,2.279
2018/09/28,2.354
2018/09/29,2.427
2018/09/30,2.422
2018/10/01,2.476
2018/10/02,2.538
2018/10/03,2.474
2018/10/04,2.418
2018/10/05,2.364
2018/10/06,2.229
2018/10/07,2.126
2018/10/08,2.107
2018/10/09,2.067
2018/10/10,2.068
2018/10/11,2.08
2018/10/12,2.081
2018/10/13,2.008
2018/10/14,1.92
2018/10/15,1.918
2018/10/16,1.88
2018/10/17,1.866
2018/10/18,1.841
2018/10/19,1.853
2018/10/20,1.83
2018/10/21,1.792
2018/10/22,1.801
2018/10/23,1.808
2018/10/24,1.858
2018/10/25,1.942
2018/10/26,1.976
2018/10/27,1.93
2018/10/28,1.879
2018/10/29,1.891
2018/10/30,1.9
2018/10/31,1.904
2018/11/01,1.902
2018/11/02,1.926
2018/11/03,1.9
2018/11/04,1.866
2018/11/05,1.926
2018/11/06,1.982
2018/11/07,2.003
2018/11/08,2.045
2018/11/09,2.028
2018/11/10,1.942
2018/11/11,1.856
2018/11/12,1.882
2018/11/13,1.925
2018/11/14,2.025
2018/11/15,2.145
2018/11/16,2.194
2018/11/17,2.158
2018/11/18,2.153
2018/11/19,2.259
2018/11/20,2.36
2018/11/21,2.372
2018/11/22,2.371
2018/11/23,2.383
2018/11/24,2.35
2018/11/25,2.367
2018/11/26,2.376
2018/11/27,2.367
2018/11/28,2.451
2018/11/29,2.57
2018/11/30,2.774
2018/12/01,2.774
2018/12/02,2.734
2018/12/03,2.753
2018/12/04,2.774
2018/12/05,2.817
2018/12/06,2.764
2018/12/07,2.711
2018/12/08,2.578
2018/12/09,2.457
2018/12/10,2.386
2018/12/11,2.316
2018/12/12,2.247
2018/12/13,2.209
2018/12/14,2.179
2018/12/15,2.103
2018/12/16,2.023
2018/12/17,2.015
2018/12/18,2.038
2018/12/19,2.065
2018/12/20,2.088
2018/12/21,2.097
2018/12/22,2.036
2018/12/23,2.008
2018/12/24,2.027
2018/12/25,2.049
2018/12/26,2.031
2018/12/27,1.989
2018/12/28,1.969
2018/12/29,1.92
2018/12/30,2.033
2018/12/31,1.986
2019/01/01,1.923
2019/01/02,1.897
2019/01/03,1.878
2019/01/04,1.882
2019/01/05,1.89
2019/01/06,1.85
2019/01/07,1.826
2019/01/08,1.808
2019/01/09,1.779
2019/01/10,1.8
2019/01/11,1.797
2019/01/12,1.737
2019/01/13,1.695
2019/01/14,1.824
2019/01/15,1.874
2019/01/16,1.897
2019/01/17,1.882
2019/01/18,1.894
2019/01/19,1.876
2019/01/20,1.848
2019/01/21,1.876
2019/01/22,1.955
2019/01/23,1.974
2019/01/24,1.992
2019/01/25,1.984
2019/01/26,1.938
2019/01/27,1.899
2019/01/28,1.954
2019/01/29,1.965
2019/01/30,1.991
2019/01/31,2.043
2019/02/01,2.07
2019/02/02,2.029
2019/02/03,1.973
2019/02/04,1.931
2019/02/05,1.897
2019/02/06,1.882
2019/02/07,1.876
2019/02/08,1.897
2019/02/09,1.887
2019/02/10,1.898
2019/02/11,1.956
2019/02/12,1.998
2019/02/13,2.079
2019/02/14,2.135
2019/02/15,2.245
2019/02/16,2.291
2019/02/17,2.337
2019/02/18,2.488
2019/02/19,2.614
2019/02/20,2.703
2019/02/21,2.77
2019/02/22,2.808
2019/02/23,2.793
2019/02/24,2.857
2019/02/25,2.968
2019/02/26,3.06
2019/02/27,3.097
2019/02/28,3.192
2019/03/01,3.149
2019/03/02,3.06
2019/03/03,2.96
2019/03/04,2.958
2019/03/05,2.955
2019/03/06,2.941
2019/03/07,2.926
2019/03/08,2.907
2019/03/09,2.856
2019/03/10,2.762
2019/03/11,2.719
2019/03/12,2.683
2019/03/13,2.646
2019/03/14,2.59
2019/03/15,2.548
2019/03/16,2.458
2019/03/17,2.385
2019/03/18,2.446
2019/03/19,2.511
2019/03/20,2.529
2019/03/21,2.687
2019/03/22,2.746
2019/03/23,2.698
2019/03/24,2.658
2019/03/25,2.704
2019/03/26,2.754
2019/03/27,2.829
2019/03/28,2.847
2019/03/29,2.913
2019/03/30,2.877
2019/03/31,2.846
2019/04/01,2.904
2019/04/02,3.025
2019/04/03,3.216
2019/04/04,3.241
2019/04/05,3.169
2019/04/06,3.064
2019/04/07,2.978
2019/04/08,2.989
2019/04/09,2.953
2019/04/10,3.142
2019/04/11,4.101
2019/04/12,4.771
2019/04/13,5.098
2019/04/14,5.321
2019/04/15,5.657
2019/04/16,6.178
2019/04/17,6.727
2019/04/18,7.333
2019/04/19,7.173
2019/04/20,6.487
2019/04/21,5.909
2019/04/22,5.45
2019/04/23,5.072
2019/04/24,4.733
2019/04/25,4.395
2019/04/26,4.179
2019/04/27,3.865
2019/04/28,3.607
2019/04/29,3.409
2019/04/30,3.259
2019/05/01,3.133
2019/05/02,3.081
2019/05/03,3.016
2019/05/04,2.898
2019/05/05,2.808
2019/05/06,2.799
2019/05/07,2.858
2019/05/08,2.843
2019/05/09,2.819
2019/05/10,2.834
2019/05/11,2.79
2019/05/12,2.751
2019/05/13,2.797
2019/05/14,2.904
2019/05/15,3.108
2019/05/16,3.498
2019/05/17,3.689
2019/05/18,3.705
2019/05/19,3.65
2019/05/20,3.683
2019/05/21,3.621
2019/05/22,3.714
2019/05/23,3.723
2019/05/24,3.766
2019/05/25,3.669
2019/05/26,3.51
2019/05/27,3.599
2019/05/28,3.664
2019/05/29,3.735
2019/05/30,3.871
2019/05/31,3.911
2019/06/01,3.93
2019/06/02,3.795
2019/06/03,3.774
2019/06/04,3.761
2019/06/05,3.728
2019/06/06,3.677
2019/06/07,3.605
2019/06/08,3.777
2019/06/09,3.599
2019/06/10,3.789
2019/06/11,3.826
2019/06/12,3.674
2019/06/13,3.544
2019/06/14,3.534
2019/06/15,3.647
2019/06/16,3.516
2019/06/17,3.691
2019/06/18,3.631
2019/06/19,3.666
2019/06/20,3.869
2019/06/21,3.731
2019/06/22,3.582
