Date,hashrate90sma
2016/01/01,476760695811
2016/01/02,478504658678
2016/01/03,480274067208
2016/01/04,482194082989
2016/01/05,484215059492
2016/01/06,486181514181
2016/01/07,487974276593
2016/01/08,490086322669
2016/01/09,491971884448
2016/01/10,493657353039
2016/01/11,495476495303
2016/01/12,497108915460
2016/01/13,498860525093
2016/01/14,501157711498
2016/01/15,503314478208
2016/01/16,505666144420
2016/01/17,507970604703
2016/01/18,510549418125
2016/01/19,513059019639
2016/01/20,515803387541
2016/01/21,518063437129
2016/01/22,520396171254
2016/01/23,522544863404
2016/01/24,525337158486
2016/01/25,527570661642
2016/01/26,530324745510
2016/01/27,532618956896
2016/01/28,534475512572
2016/01/29,536226146938
2016/01/30,537871031680
2016/01/31,539562701827
2016/02/01,541774257761
2016/02/02,543331931839
2016/02/03,545637103016
2016/02/04,547890396341
2016/02/05,550340920100
2016/02/06,552293170511
2016/02/07,554479786587
2016/02/08,556901967827
2016/02/09,559016356157
2016/02/10,561246649174
2016/02/11,563682211127
2016/02/12,565748911727
2016/02/13,568145533359
2016/02/14,570745698517
2016/02/15,573623924523
2016/02/16,576279783102
2016/02/17,578694618456
2016/02/18,581784576937
2016/02/19,585281698235
2016/02/20,588837884788
2016/02/21,592403494776
2016/02/22,596382100439
2016/02/23,600596893929
2016/02/24,604771630568
2016/02/25,608804178685
2016/02/26,613058956890
2016/02/27,617464208872
2016/02/28,622041328499
2016/02/29,626170695730
2016/03/01,630823536063
2016/03/02,635654946848
2016/03/03,640811332441
2016/03/04,646043600410
2016/03/05,652070210598
2016/03/06,658215385783
2016/03/07,664635571886
2016/03/08,670923454018
2016/03/09,677324902544
2016/03/10,684100432671
2016/03/11,691148438506
2016/03/12,698469629939
2016/03/13,706801181388
2016/03/14,714432860038
2016/03/15,722892864727
2016/03/16,731428991731
2016/03/17,740506351069
2016/03/18,749461945723
2016/03/19,759312921722
2016/03/20,769533721024
2016/03/21,779135838097
2016/03/22,789285190056
2016/03/23,798727524832
2016/03/24,809460877195
2016/03/25,821070476775
2016/03/26,833017607934
2016/03/27,845202881552
2016/03/28,857046696869
2016/03/29,869671468498
2016/03/30,882665474137
2016/03/31,896476093045
2016/04/01,910495689662
2016/04/02,923630236725
2016/04/03,937903075869
2016/04/04,953017926448
2016/04/05,968198092288
2016/04/06,983400548468
2016/04/07,997422452026
2016/04/08,1013215687422
2016/04/09,1029018386528
2016/04/10,1045411356383
2016/04/11,1061305611281
2016/04/12,1076860191229
2016/04/13,1093234306658
2016/04/14,1109603592425
2016/04/15,1126804502565
2016/04/16,1144390649503
2016/04/17,1161143775527
2016/04/18,1179365122490
2016/04/19,1197538889845
2016/04/20,1216268054736
2016/04/21,1234919120773
2016/04/22,1252811033080
2016/04/23,1271297583005
2016/04/24,1289713232416
2016/04/25,1308875850796
2016/04/26,1327367170974
2016/04/27,1346158204613
2016/04/28,1365356709683
2016/04/29,1385097338642
2016/04/30,1406147784045
2016/05/01,1426598080531
2016/05/02,1446449034167
2016/05/03,1467266965561
2016/05/04,1487779396336
2016/05/05,1508336125376
2016/05/06,1529269403640
2016/05/07,1549863550248
2016/05/08,1570678257291
2016/05/09,1592016096875
2016/05/10,1613801209213
2016/05/11,1634124061122
2016/05/12,1655454817285
2016/05/13,1678207317448
2016/05/14,1700355408520
2016/05/15,1722509305809
2016/05/16,1744642349002
2016/05/17,1766943615340
2016/05/18,1790742488188
2016/05/19,1814789836673
2016/05/20,1839450716184
2016/05/21,1864279622117
2016/05/22,1888601931391
2016/05/23,1913028322978
2016/05/24,1938038942127
2016/05/25,1963266206687
2016/05/26,1988595624452
2016/05/27,2013911272904
2016/05/28,2039879820227
2016/05/29,2066432364420
2016/05/30,2092718304534
2016/05/31,2118134449619
2016/06/01,2142717999061
2016/06/02,2167799745101
2016/06/03,2194280615899
2016/06/04,2220504309489
2016/06/05,2245824875924
2016/06/06,2272287782961
2016/06/07,2298782081761
2016/06/08,2324935612475
2016/06/09,2352574482779
2016/06/10,2377106119628
2016/06/11,2402269576307
2016/06/12,2428208527435
2016/06/13,2455093746338
2016/06/14,2482062331050
2016/06/15,2508165194463
2016/06/16,2534411837735
2016/06/17,2561490027470
2016/06/18,2587176867957
2016/06/19,2614120333861
2016/06/20,2640199634368
2016/06/21,2666487358824
2016/06/22,2693251043641
2016/06/23,2720133172503
2016/06/24,2746433163628
2016/06/25,2772314465244
2016/06/26,2799894152807
