Date,sentinusd14rocUSD
2016/01/01,49.385
2016/01/02,20.501
2016/01/03,92.072
2016/01/04,-29.369
2016/01/05,370.615
2016/01/06,102.365
2016/01/07,218.739
2016/01/08,224.287
2016/01/09,78.484
2016/01/10,126.431
2016/01/11,40.595
2016/01/12,376.51
2016/01/13,147.096
2016/01/14,1.936
2016/01/15,254.83
2016/01/16,183.13
2016/01/17,26.037
2016/01/18,2049
2016/01/19,68.523
2016/01/20,244.692
2016/01/21,116.848
2016/01/22,617.767
2016/01/23,789.712
2016/01/24,2595
2016/01/25,824.738
2016/01/26,220.479
2016/01/27,511.094
2016/01/28,505.419
2016/01/29,84.572
2016/01/30,252.021
2016/01/31,470.383
2016/02/01,-58.602
2016/02/02,-18.656
2016/02/03,71.265
2016/02/04,10.714
2016/02/05,4.278
2016/02/06,-70.532
2016/02/07,-41.348
2016/02/08,-7.006
2016/02/09,46.597
2016/02/10,189.216
2016/02/11,286.549
2016/02/12,473.664
2016/02/13,158.33
2016/02/14,72.242
2016/02/15,200.452
2016/02/16,356.488
2016/02/17,105.125
2016/02/18,443.522
2016/02/19,52.666
2016/02/20,801.464
2016/02/21,-12.439
2016/02/22,-9.575
2016/02/23,60.968
2016/02/24,44.09
2016/02/25,-34.727
2016/02/26,93.372
2016/02/27,109.662
2016/02/28,11.554
2016/02/29,14.027
2016/03/01,39.106
2016/03/02,829.744
2016/03/03,326.805
2016/03/04,529.554
2016/03/05,502.735
2016/03/06,748.007
2016/03/07,269.306
2016/03/08,133.998
2016/03/09,-2.372
2016/03/10,72.252
2016/03/11,-56.547
2016/03/12,45.81
2016/03/13,465.508
2016/03/14,380.982
2016/03/15,87.186
2016/03/16,-48.644
2016/03/17,4.292
2016/03/18,71.88
2016/03/19,-73.758
2016/03/20,-68.278
2016/03/21,-35.95
2016/03/22,-61.406
2016/03/23,-42.859
2016/03/24,9.005
2016/03/25,-42.739
2016/03/26,-81.667
2016/03/27,-55.869
2016/03/28,-59.594
2016/03/29,-9.259
2016/03/30,9.249
2016/03/31,-47.829
2016/04/01,-81.528
2016/04/02,-48.53
2016/04/03,-55.85
2016/04/04,-49.388
2016/04/05,-7.164
2016/04/06,-8.2
2016/04/07,-30.851
2016/04/08,-9.124
2016/04/09,247.513
2016/04/10,-18.797
2016/04/11,-40.432
2016/04/12,-42.557
2016/04/13,-45.002
2016/04/14,-25.113
2016/04/15,10.869
2016/04/16,-16.715
2016/04/17,203.843
2016/04/18,16.831
2016/04/19,-50.003
2016/04/20,-7.1
2016/04/21,-46.722
2016/04/22,10.995
2016/04/23,-35.375
2016/04/24,-69.851
2016/04/25,5.052
2016/04/26,-0.842
2016/04/27,-32.969
2016/04/28,-26.932
2016/04/29,-7.904
2016/04/30,523.212
2016/05/01,101.64
2016/05/02,217.505
2016/05/03,267.806
2016/05/04,81.163
2016/05/05,163.467
2016/05/06,228.771
2016/05/07,74.686
2016/05/08,330.786
2016/05/09,244.469
2016/05/10,126.626
2016/05/11,397.649
2016/05/12,472.662
2016/05/13,1794
2016/05/14,169.559
2016/05/15,-1.402
2016/05/16,-14.779
2016/05/17,14.219
2016/05/18,125.11
2016/05/19,251.189
2016/05/20,63.662
2016/05/21,-4.155
2016/05/22,-28.56
2016/05/23,-8.015
2016/05/24,18.836
2016/05/25,-27.996
2016/05/26,-51.802
2016/05/27,-65.575
2016/05/28,-58.378
2016/05/29,-20.048
2016/05/30,-19.528
2016/05/31,-12.676
2016/06/01,-53.694
2016/06/02,-81.372
2016/06/03,-73.663
2016/06/04,-53.345
2016/06/05,-33.875
2016/06/06,-62.244
2016/06/07,-38.716
2016/06/08,46.25
2016/06/09,-58.333
2016/06/10,-57.467
2016/06/11,-71.011
2016/06/12,33.17
2016/06/13,55.512
2016/06/14,89.667
2016/06/15,53.768
2016/06/16,317.899
2016/06/17,753.031
2016/06/18,944.045
2016/06/19,253.752
2016/06/20,360.947
2016/06/21,52.163
2016/06/22,-5.991
2016/06/23,247.754
2016/06/24,23.697
2016/06/25,144.885
2016/06/26,-46.318
2016/06/27,-53.839
2016/06/28,-20.568
2016/06/29,-8.427
2016/06/30,-62.558
2016/07/01,-85.691
2016/07/02,-91.615
2016/07/03,-72.409
2016/07/04,-55.927
2016/07/05,76.125
2016/07/06,-61.659
2016/07/07,-57.143
2016/07/08,-53.75
2016/07/09,-63.614
2016/07/10,-16.798
2016/07/11,-5.906
2016/07/12,-55.39
2016/07/13,-36.183
2016/07/14,-4.834
2016/07/15,345.405
2016/07/16,65.566
2016/07/17,41.277
2016/07/18,139.938
2016/07/19,191.827
2016/07/20,1413
2016/07/21,120.181
2016/07/22,468.868
2016/07/23,485.004
2016/07/24,2277
2016/07/25,1435
2016/07/26,2831
2016/07/27,1503
2016/07/28,845.745
2016/07/29,45.805
2016/07/30,418.156
2016/07/31,411.477
2016/08/01,94.489
