Date,activeaddresses7std
2017/10/29,219661
2017/10/30,238819
2017/10/31,242639
2017/11/01,256452
2017/11/02,277907
2017/11/03,283707
2017/11/04,251131
2017/11/05,195869
2017/11/06,73305
2017/11/07,72949
2017/11/08,70748
2017/11/09,52646
2017/11/10,54304
2017/11/11,47404
2017/11/12,31846
2017/11/13,29590
2017/11/14,31327
2017/11/15,53982
2017/11/16,54991
2017/11/17,59179
2017/11/18,45611
2017/11/19,45092
2017/11/20,41001
2017/11/21,42881
2017/11/22,41466
2017/11/23,43625
2017/11/24,44052
2017/11/25,32015
2017/11/26,10487
2017/11/27,45546
2017/11/28,69264
2017/11/29,97926
2017/11/30,102387
2017/12/01,92232
2017/12/02,73797
2017/12/03,43293
2017/12/04,41201
2017/12/05,40776
2017/12/06,131869
2017/12/07,133212
2017/12/08,126828
2017/12/09,118647
2017/12/10,119507
2017/12/11,125489
2017/12/12,139498
2017/12/13,153832
2017/12/14,178455
2017/12/15,177483
2017/12/16,152425
2017/12/17,86679
2017/12/18,84192
2017/12/19,136234
2017/12/20,149791
2017/12/21,183465
2017/12/22,190815
2017/12/23,170011
2017/12/24,215282
2017/12/25,262589
2017/12/26,262167
2017/12/27,251730
2017/12/28,209517
2017/12/29,198457
2017/12/30,275093
2017/12/31,246571
2018/01/01,209333
2018/01/02,206980
2018/01/03,242615
2018/01/04,310044
2018/01/05,331783
2018/01/06,336370
2018/01/07,280174
2018/01/08,165264
2018/01/09,143319
2018/01/10,147628
2018/01/11,96116
2018/01/12,92969
2018/01/13,92627
2018/01/14,121367
2018/01/15,122320
2018/01/16,126014
2018/01/17,141269
2018/01/18,141053
2018/01/19,184420
2018/01/20,258967
2018/01/21,265512
2018/01/22,274618
2018/01/23,252070
2018/01/24,191423
2018/01/25,163160
2018/01/26,151785
2018/01/27,162168
2018/01/28,132761
2018/01/29,118689
2018/01/30,113218
2018/01/31,111451
2018/02/01,91334
2018/02/02,100231
2018/02/03,110866
2018/02/04,132330
2018/02/05,131135
2018/02/06,131091
2018/02/07,139875
2018/02/08,157555
2018/02/09,114915
2018/02/10,115938
2018/02/11,122391
2018/02/12,114135
2018/02/13,94535
2018/02/14,90071
2018/02/15,64825
2018/02/16,84549
2018/02/17,77010
2018/02/18,80578
2018/02/19,56527
2018/02/20,87726
2018/02/21,90031
2018/02/22,89890
2018/02/23,89453
2018/02/24,115924
2018/02/25,132403
2018/02/26,127207
2018/02/27,91988
2018/02/28,72246
2018/03/01,64219
2018/03/02,63758
2018/03/03,65635
2018/03/04,85054
2018/03/05,74937
2018/03/06,74404
2018/03/07,108564
2018/03/08,108872
2018/03/09,109896
2018/03/10,113348
2018/03/11,119806
2018/03/12,120278
2018/03/13,118421
2018/03/14,62961
2018/03/15,60704
2018/03/16,60081
2018/03/17,66338
2018/03/18,51501
2018/03/19,56928
2018/03/20,57906
2018/03/21,49509
2018/03/22,48054
2018/03/23,65579
2018/03/24,49383
2018/03/25,85127
2018/03/26,80807
2018/03/27,84155
2018/03/28,87769
2018/03/29,87816
2018/03/30,58422
2018/03/31,51137
2018/04/01,51012
2018/04/02,43921
2018/04/03,50468
2018/04/04,49061
2018/04/05,68223
2018/04/06,69983
2018/04/07,68701
2018/04/08,51864
2018/04/09,49355
2018/04/10,51683
2018/04/11,50768
2018/04/12,50619
2018/04/13,62704
2018/04/14,54274
2018/04/15,53785
2018/04/16,53451
2018/04/17,50959
2018/04/18,46133
2018/04/19,50838
2018/04/20,62880
2018/04/21,65496
2018/04/22,65329
2018/04/23,73557
2018/04/24,79375
2018/04/25,56579
2018/04/26,49086
2018/04/27,58864
2018/04/28,67052
2018/04/29,78765
2018/04/30,65702
2018/05/01,40865
2018/05/02,41300
2018/05/03,64234
2018/05/04,218853
2018/05/05,213493
2018/05/06,203377
2018/05/07,199443
2018/05/08,181969
2018/05/09,174640
2018/05/10,172997
2018/05/11,45771
2018/05/12,47060
2018/05/13,25950
2018/05/14,19549
2018/05/15,19864
2018/05/16,22258
2018/05/17,37699
2018/05/18,40657
2018/05/19,60945
2018/05/20,54975
2018/05/21,58180
2018/05/22,52411
2018/05/23,51713
2018/05/24,50848
2018/05/25,54990
2018/05/26,33494
2018/05/27,33446
2018/05/28,48092
2018/05/29,48016
2018/05/30,46490
2018/05/31,46712
2018/06/01,62143
2018/06/02,63058
2018/06/03,63259
2018/06/04,44810
2018/06/05,44676
2018/06/06,43240
2018/06/07,37975
2018/06/08,50535
2018/06/09,276366
2018/06/10,400823
2018/06/11,396879
2018/06/12,388167
2018/06/13,384488
2018/06/14,376328
2018/06/15,381711
2018/06/16,327759
2018/06/17,69303
2018/06/18,60571
2018/06/19,62854
2018/06/20,67267
2018/06/21,69215
2018/06/22,70588
2018/06/23,49050
2018/06/24,43309
2018/06/25,80958
2018/06/26,84203
2018/06/27,84345
2018/06/28,84559
2018/06/29,84049
2018/06/30,143044
2018/07/01,209326
2018/07/02,192877
2018/07/03,196945
2018/07/04,183729
2018/07/05,137313
2018/07/06,46447
2018/07/07,41365
2018/07/08,45094
2018/07/09,67855
2018/07/10,80121
2018/07/11,76627
2018/07/12,76495
2018/07/13,70675
2018/07/14,69224
2018/07/15,77976
2018/07/16,109223
2018/07/17,133559
2018/07/18,184877
2018/07/19,194815
2018/07/20,178535
2018/07/21,146021
2018/07/22,85238
2018/07/23,90134
2018/07/24,100587
2018/07/25,102154
2018/07/26,102252
2018/07/27,103103
2018/07/28,60170
2018/07/29,44258
2018/07/30,43838
2018/07/31,41396
2018/08/01,32527
2018/08/02,36021
2018/08/03,28465
2018/08/04,40556
2018/08/05,54359
2018/08/06,51790
2018/08/07,63822
2018/08/08,87034
2018/08/09,97346
2018/08/10,292753
2018/08/11,366233
2018/08/12,391991
2018/08/13,391237
2018/08/14,395961
2018/08/15,406522
2018/08/16,426866
2018/08/17,381845
2018/08/18,293741
2018/08/19,62684
2018/08/20,55614
2018/08/21,59141
2018/08/22,59691
2018/08/23,35551
2018/08/24,35674
2018/08/25,36107
2018/08/26,35672
2018/08/27,26140
2018/08/28,26926
2018/08/29,46731
2018/08/30,47782
2018/08/31,49517
2018/09/01,54163
2018/09/02,62424
2018/09/03,65934
2018/09/04,64883
2018/09/05,48542
2018/09/06,43792
2018/09/07,35918
2018/09/08,45014
2018/09/09,41740
2018/09/10,29712
2018/09/11,38433
2018/09/12,32944
2018/09/13,28138
2018/09/14,27126
2018/09/15,51779
2018/09/16,60712
2018/09/17,55368
2018/09/18,55431
2018/09/19,54467
2018/09/20,42218
2018/09/21,43421
2018/09/22,41637
2018/09/23,38154
2018/09/24,28448
2018/09/25,29137
2018/09/26,29817
2018/09/27,28599
2018/09/28,17856
2018/09/29,29510
2018/09/30,30589
2018/10/01,30639
2018/10/02,29273
2018/10/03,46303
2018/10/04,59650
2018/10/05,76440
2018/10/06,80930
2018/10/07,79151
2018/10/08,69460
2018/10/09,49790
2018/10/10,55176
2018/10/11,55103
2018/10/12,50704
2018/10/13,19880
2018/10/14,16280
2018/10/15,27125
2018/10/16,36801
2018/10/17,37955
2018/10/18,38055
2018/10/19,33971
2018/10/20,31291
2018/10/21,32748
2018/10/22,34770
2018/10/23,32759
2018/10/24,28518
2018/10/25,28233
2018/10/26,28372
2018/10/27,34114
2018/10/28,33058
2018/10/29,40622
2018/10/30,48315
2018/10/31,51242
2018/11/01,50433
2018/11/02,59524
2018/11/03,66345
2018/11/04,70946
2018/11/05,63674
2018/11/06,52919
2018/11/07,40764
2018/11/08,33993
2018/11/09,35016
2018/11/10,31798
2018/11/11,31642
2018/11/12,28977
2018/11/13,28364
2018/11/14,28882
2018/11/15,24255
2018/11/16,26404
2018/11/17,32368
2018/11/18,41393
2018/11/19,57500
2018/11/20,63149
2018/11/21,62868
2018/11/22,64067
2018/11/23,64403
2018/11/24,71242
2018/11/25,66042
2018/11/26,48066
2018/11/27,27179
2018/11/28,32126
2018/11/29,32884
2018/11/30,34981
2018/12/01,31106
2018/12/02,39592
2018/12/03,38751
2018/12/04,39393
2018/12/05,32897
2018/12/06,34275
2018/12/07,36936
2018/12/08,44248
2018/12/09,33242
2018/12/10,32430
2018/12/11,28505
2018/12/12,32362
2018/12/13,34307
2018/12/14,33498
2018/12/15,22071
2018/12/16,27555
2018/12/17,22889
2018/12/18,22857
2018/12/19,24176
2018/12/20,24138
2018/12/21,20691
2018/12/22,41160
2018/12/23,39488
2018/12/24,43384
2018/12/25,43680
2018/12/26,41668
2018/12/27,38328
2018/12/28,41014
2018/12/29,26975
2018/12/30,33767
2018/12/31,28289
2019/01/01,37269
2019/01/02,37796
2019/01/03,43339
2019/01/04,39241
2019/01/05,38707
2019/01/06,37286
2019/01/07,41108
2019/01/08,36620
2019/01/09,38717
2019/01/10,36498
2019/01/11,35919
2019/01/12,55157
2019/01/13,60723
2019/01/14,66725
2019/01/15,64307
2019/01/16,62135
2019/01/17,59682
2019/01/18,58873
2019/01/19,50796
2019/01/20,53000
2019/01/21,31907
2019/01/22,20049
2019/01/23,20614
2019/01/24,20527
2019/01/25,20011
2019/01/26,23101
2019/01/27,18531
2019/01/28,35287
2019/01/29,33946
2019/01/30,34027
2019/01/31,33880
2019/02/01,36400
2019/02/02,46595
2019/02/03,64165
2019/02/04,62703
2019/02/05,60445
2019/02/06,52808
2019/02/07,37839
2019/02/08,21714
2019/02/09,17532
2019/02/10,21772
2019/02/11,22800
2019/02/12,25197
2019/02/13,30820
2019/02/14,32127
2019/02/15,36180
2019/02/16,33628
2019/02/17,17253
2019/02/18,37558
2019/02/19,43215
2019/02/20,42721
2019/02/21,42151
2019/02/22,41988
2019/02/23,40269
2019/02/24,32458
2019/02/25,25385
2019/02/26,19484
2019/02/27,22125
2019/02/28,23205
2019/03/01,25605
2019/03/02,14400
2019/03/03,23735
2019/03/04,28751
2019/03/05,33073
2019/03/06,35324
2019/03/07,35902
2019/03/08,36721
2019/03/09,34175
2019/03/10,34137
2019/03/11,34870
2019/03/12,34699
2019/03/13,33831
2019/03/14,34717
2019/03/15,33778
2019/03/16,38192
2019/03/17,30071
2019/03/18,34218
2019/03/19,40533
2019/03/20,49721
2019/03/21,50345
2019/03/22,50556
2019/03/23,38733
2019/03/24,30335
2019/03/25,43517
2019/03/26,48724
2019/03/27,49061
2019/03/28,51181
2019/03/29,51234
2019/03/30,38814
2019/03/31,26310
2019/04/01,48926
2019/04/02,77124
2019/04/03,83241
2019/04/04,81861
2019/04/05,80947
2019/04/06,89413
2019/04/07,83555
2019/04/08,80495
2019/04/09,61953
2019/04/10,43616
2019/04/11,55739
2019/04/12,61740
2019/04/13,49529
2019/04/14,69563
2019/04/15,68627
2019/04/16,67782
2019/04/17,67782
2019/04/18,58210
2019/04/19,54446
2019/04/20,78480
2019/04/21,54021
2019/04/22,54012
2019/04/23,50406
2019/04/24,43416
2019/04/25,42409
2019/04/26,48835
2019/04/27,68670
2019/04/28,78767
2019/04/29,70250
2019/04/30,55492
2019/05/01,58333
2019/05/02,58672
2019/05/03,56742
2019/05/04,51430
2019/05/05,47885
2019/05/06,48912
2019/05/07,45233
2019/05/08,36236
2019/05/09,39063
2019/05/10,49661
2019/05/11,40415
2019/05/12,25432
2019/05/13,41181
2019/05/14,63053
2019/05/15,81305
2019/05/16,98391
2019/05/17,94267
2019/05/18,88947
2019/05/19,78144
2019/05/20,76932
2019/05/21,77964
2019/05/22,73247
2019/05/23,49880
2019/05/24,53572
2019/05/25,46677
2019/05/26,38609
2019/05/27,57422
2019/05/28,64588
2019/05/29,78046
2019/05/30,75924
2019/05/31,77602
2019/06/01,117899
2019/06/02,87205
2019/06/03,89046
2019/06/04,99447
2019/06/05,121973
2019/06/06,120964
2019/06/07,148991
2019/06/08,124504
2019/06/09,99993
2019/06/10,87150
2019/06/11,89227
2019/06/12,138005
2019/06/13,131882
2019/06/14,124044
2019/06/15,101565
2019/06/16,125959
2019/06/17,114908
2019/06/18,115148
2019/06/19,99957
2019/06/20,111969
2019/06/21,111383
2019/06/22,111030
2019/06/23,48747
2019/06/24,48886
2019/06/25,44293
2019/06/26,61740
2019/06/27,48167
2019/06/28,52990
2019/06/29,61891
2019/06/30,81114
2019/07/01,82729
2019/07/02,85053
2019/07/03,64878
2019/07/04,57192
2019/07/05,58947
2019/07/06,70155
2019/07/07,83571
2019/07/08,83598
2019/07/09,75219
2019/07/10,66322
2019/07/11,61234
2019/07/12,62815
2019/07/13,75823
2019/07/14,71192
2019/07/15,73266
2019/07/16,71314
2019/07/17,68314
2019/07/18,68055
2019/07/19,60664
2019/07/20,60244
2019/07/21,76298
2019/07/22,63571
2019/07/23,62651
2019/07/24,55192
2019/07/25,50335
2019/07/26,47042
2019/07/27,46721
2019/07/28,36721
2019/07/29,29700
2019/07/30,56748
2019/07/31,51248
2019/08/01,46660
2019/08/02,47187
2019/08/03,57127
2019/08/04,83083
2019/08/05,96655
2019/08/06,102844
2019/08/07,105157
2019/08/08,104944
2019/08/09,108120
2019/08/10,96862
2019/08/11,54030
2019/08/12,54713
2019/08/13,47858
2019/08/14,50266
2019/08/15,50655
2019/08/16,50878
2019/08/17,56505
2019/08/18,57963
2019/08/19,51721
2019/08/20,51802
2019/08/21,51965
2019/08/22,52535
2019/08/23,54124
2019/08/24,48673
2019/08/25,38608
2019/08/26,39183
2019/08/27,38477
2019/08/28,35751
2019/08/29,35462
2019/08/30,30585
2019/08/31,37036
2019/09/01,44551
2019/09/02,43830
2019/09/03,41484
2019/09/04,40886
2019/09/05,49575
2019/09/06,52800
2019/09/07,49110
2019/09/08,39547
2019/09/09,41129
2019/09/10,43702
2019/09/11,43435
2019/09/12,35950
2019/09/13,41215
2019/09/14,44940
2019/09/15,46583
2019/09/16,45839
2019/09/17,46103
2019/09/18,46249
2019/09/19,43658
2019/09/20,41559
2019/09/21,57359
2019/09/22,76496
2019/09/23,73552
2019/09/24,72298
2019/09/25,66845
2019/09/26,64561
2019/09/27,45009
2019/09/28,43858
2019/09/29,44470
2019/09/30,43542
2019/10/01,36409
2019/10/02,32922
2019/10/03,36303
2019/10/04,39365
2019/10/05,39455
2019/10/06,37224
2019/10/07,32086
2019/10/08,33535
2019/10/09,55396
2019/10/10,58122
2019/10/11,53668
2019/10/12,52936
2019/10/13,56206
2019/10/14,55601
2019/10/15,55962
2019/10/16,46216
2019/10/17,41046
2019/10/18,46721
2019/10/19,44959
2019/10/20,38432
