Date,transactionvalue3varUSD
2018/06/01,28625
2018/06/02,134644
2018/06/03,209883
2018/06/04,82205
2018/06/05,109922
2018/06/06,14854
2018/06/07,8134
2018/06/08,11072
2018/06/09,181979
2018/06/10,172766
2018/06/11,53542
2018/06/12,90587
2018/06/13,160004
2018/06/14,66914
2018/06/15,11908
2018/06/16,352686
2018/06/17,379397
2018/06/18,19880
2018/06/19,26760
2018/06/20,8581
2018/06/21,535.395
2018/06/22,8162
2018/06/23,69331
2018/06/24,70190
2018/06/25,41251
2018/06/26,4001
2018/06/27,8786
2018/06/28,3574
2018/06/29,5910
2018/06/30,20240
2018/07/01,44083
2018/07/02,66820
2018/07/03,107129
2018/07/04,13418
2018/07/05,4572
2018/07/06,5136
2018/07/07,52460
2018/07/08,80656
2018/07/09,16865
2018/07/10,18740
2018/07/11,19876
2018/07/12,14661
2018/07/13,262.527
2018/07/14,8332
2018/07/15,7343
2018/07/16,28297
2018/07/17,38374
2018/07/18,7900
2018/07/19,13718
2018/07/20,13683
2018/07/21,27705
2018/07/22,46218
2018/07/23,13450
2018/07/24,20175
2018/07/25,2106
2018/07/26,7818
2018/07/27,2833
2018/07/28,17280
2018/07/29,18353
2018/07/30,41442
2018/07/31,237525
2018/08/01,139630
2018/08/02,154156
2018/08/03,3674
2018/08/04,15788
2018/08/05,8087
2018/08/06,7724
2018/08/07,21531
2018/08/08,69489
2018/08/09,35938
2018/08/10,16138
2018/08/11,15529
2018/08/12,51194
2018/08/13,60366
2018/08/14,94788
2018/08/15,4779
2018/08/16,59093
2018/08/17,29978
2018/08/18,27285
2018/08/19,50457
2018/08/20,10500
2018/08/21,16106
2018/08/22,6243
2018/08/23,5011
2018/08/24,5362
2018/08/25,4597
2018/08/26,6845
2018/08/27,9065
2018/08/28,10672
2018/08/29,4994
2018/08/30,5323
2018/08/31,4166
2018/09/01,8403
2018/09/02,15718
2018/09/03,28037
2018/09/04,167249
2018/09/05,62393
2018/09/06,25462
2018/09/07,5870
2018/09/08,19492
2018/09/09,8742
2018/09/10,1771
2018/09/11,2073
2018/09/12,21342
2018/09/13,23598
2018/09/14,21678
2018/09/15,9554
2018/09/16,16852
2018/09/17,4753
2018/09/18,5995
2018/09/19,2400
2018/09/20,4353
2018/09/21,62020
2018/09/22,40694
2018/09/23,49811
2018/09/24,7447
2018/09/25,7850
2018/09/26,4432
2018/09/27,1126
2018/09/28,1084
2018/09/29,276.626
2018/09/30,2207
2018/10/01,3267
2018/10/02,3594
2018/10/03,2629
2018/10/04,3394
2018/10/05,1419
2018/10/06,8999
2018/10/07,3941
2018/10/08,14916
2018/10/09,10272
2018/10/10,1009
2018/10/11,49174
2018/10/12,39478
2018/10/13,72830
2018/10/14,14889
2018/10/15,143076
2018/10/16,105457
2018/10/17,55411
2018/10/18,4874
2018/10/19,14587
2018/10/20,20286
2018/10/21,13099
2018/10/22,13096
2018/10/23,10032
2018/10/24,831.742
2018/10/25,9398
2018/10/26,8955
2018/10/27,30710
2018/10/28,11833
2018/10/29,12980
2018/10/30,9737
2018/10/31,1988
2018/11/01,442.826
2018/11/02,3644
2018/11/03,10928
2018/11/04,11388
2018/11/05,28595
2018/11/06,10193
2018/11/07,6570
2018/11/08,5760
2018/11/09,6903
2018/11/10,6774
2018/11/11,6924
2018/11/12,11600
2018/11/13,11104
2018/11/14,26905
2018/11/15,29483
2018/11/16,18138
2018/11/17,45472
2018/11/18,11495
2018/11/19,103231
2018/11/20,69680
2018/11/21,29829
2018/11/22,69462
2018/11/23,13462
2018/11/24,2005
2018/11/25,11914
2018/11/26,11793
2018/11/27,13963
2018/11/28,4111
2018/11/29,9684
2018/11/30,1556408
2018/12/01,1520288
2018/12/02,2075123
2018/12/03,2047952
2018/12/04,3122
2018/12/05,1004
2018/12/06,6834
2018/12/07,8959
2018/12/08,15842
2018/12/09,21125
2018/12/10,154.259
2018/12/11,73.283
2018/12/12,199.525
2018/12/13,1011
2018/12/14,1157
2018/12/15,6624
2018/12/16,3303
2018/12/17,14921
2018/12/18,14091
2018/12/19,9585
2018/12/20,11479
2018/12/21,1371
2018/12/22,27383
2018/12/23,23716
2018/12/24,35873
2018/12/25,21385
2018/12/26,35726
2018/12/27,3358
2018/12/28,4580
2018/12/29,22708
2018/12/30,39569
2018/12/31,45168
2019/01/01,690.62
2019/01/02,6453
2019/01/03,6196
2019/01/04,35725
2019/01/05,75070
2019/01/06,47092
2019/01/07,66358
2019/01/08,3043
2019/01/09,3471
2019/01/10,3625
2019/01/11,16684
2019/01/12,42624
2019/01/13,51509
2019/01/14,19961
2019/01/15,13312
2019/01/16,4751
2019/01/17,2911
2019/01/18,9705
2019/01/19,5163
2019/01/20,796.821
2019/01/21,495.449
2019/01/22,157.109
2019/01/23,1263
2019/01/24,5156
2019/01/25,1736
2019/01/26,7447
2019/01/27,3367
2019/01/28,13790
2019/01/29,7088
2019/01/30,6517
2019/01/31,763.332
2019/02/01,923.74
2019/02/02,6920
2019/02/03,2813
2019/02/04,750.662
2019/02/05,1154
2019/02/06,6034
2019/02/07,4832
2019/02/08,3722
2019/02/09,5839
2019/02/10,5215
2019/02/11,7340
2019/02/12,2424
2019/02/13,2432
2019/02/14,129.9
2019/02/15,233.33
2019/02/16,3739
2019/02/17,6913
2019/02/18,49184
2019/02/19,21123
2019/02/20,8225
2019/02/21,6780
2019/02/22,264.041
2019/02/23,2035
2019/02/24,19864
2019/02/25,32435
2019/02/26,35873
2019/02/27,32323
2019/02/28,12616
2019/03/01,12847
2019/03/02,8107
2019/03/03,1563
2019/03/04,3165
2019/03/05,659.438
2019/03/06,22.575
2019/03/07,25.013
2019/03/08,1034
2019/03/09,3095
2019/03/10,3359
2019/03/11,5193
2019/03/12,2989
2019/03/13,3268
2019/03/14,1129
2019/03/15,642.087
2019/03/16,30.865
2019/03/17,448.142
2019/03/18,3109
2019/03/19,7772
2019/03/20,10516
2019/03/21,8384
2019/03/22,5702
2019/03/23,5153
2019/03/24,7083
2019/03/25,6466
2019/03/26,4160
2019/03/27,1450
2019/03/28,281.697
2019/03/29,815.996
2019/03/30,583.579
2019/03/31,1550
2019/04/01,721.422
2019/04/02,25899
2019/04/03,34823
2019/04/04,10796
2019/04/05,13631
2019/04/06,4820
2019/04/07,5317
2019/04/08,38187
2019/04/09,16752
2019/04/10,11772
2019/04/11,8744
2019/04/12,4466
2019/04/13,12039
2019/04/14,5417
2019/04/15,11783
2019/04/16,4868
2019/04/17,3707
2019/04/18,2354
2019/04/19,2003
2019/04/20,5180
2019/04/21,1713
2019/04/22,1606
2019/04/23,2277
2019/04/24,15209
2019/04/25,7378
2019/04/26,16018
2019/04/27,46749
2019/04/28,53459
2019/04/29,8798
2019/04/30,3538
2019/05/01,4512
2019/05/02,2601
2019/05/03,1304
2019/05/04,2071
2019/05/05,3865
2019/05/06,9998
2019/05/07,31009
2019/05/08,6966
2019/05/09,9493
2019/05/10,2343
2019/05/11,47456
2019/05/12,39537
2019/05/13,22884
2019/05/14,9956
2019/05/15,17867
2019/05/16,233505
2019/05/17,127662
2019/05/18,276607
2019/05/19,77055
2019/05/20,5218
2019/05/21,2212
2019/05/22,1007
2019/05/23,415.558
2019/05/24,6833
2019/05/25,17232
2019/05/26,10127
2019/05/27,24120
2019/05/28,5291
2019/05/29,18105
2019/05/30,27229
2019/05/31,1516
2019/06/01,70304
2019/06/02,63159
2019/06/03,27374
2019/06/04,35583
2019/06/05,6751
2019/06/06,33765
2019/06/07,37626
2019/06/08,23936
2019/06/09,23769
2019/06/10,19483
2019/06/11,325.35
2019/06/12,3292
2019/06/13,22826
2019/06/14,8795
2019/06/15,5298
2019/06/16,5748
2019/06/17,20891
2019/06/18,11293
2019/06/19,12000
2019/06/20,15710
2019/06/21,38626
2019/06/22,53623
2019/06/23,15949
2019/06/24,13236
2019/06/25,2145
2019/06/26,58377
2019/06/27,52001
2019/06/28,88730
2019/06/29,60318
2019/06/30,11718
2019/07/01,17273
2019/07/02,4268
2019/07/03,1020
2019/07/04,2425
2019/07/05,10767
2019/07/06,10239
2019/07/07,13366
2019/07/08,15045
2019/07/09,231282
2019/07/10,188853
2019/07/11,105026
2019/07/12,24423
2019/07/13,54844
2019/07/14,30151
2019/07/15,42871
2019/07/16,28471
2019/07/17,22981
2019/07/18,9135
2019/07/19,11213
2019/07/20,13503
2019/07/21,743.416
2019/07/22,1343
2019/07/23,1484
2019/07/24,8784
2019/07/25,7239
2019/07/26,53708
2019/07/27,47080
2019/07/28,50735
2019/07/29,5417
2019/07/30,6097
2019/07/31,167.326
2019/08/01,8834
2019/08/02,7086
2019/08/03,21071
2019/08/04,7117
2019/08/05,65596
2019/08/06,48579
2019/08/07,22506
2019/08/08,5872
2019/08/09,4798
2019/08/10,9750
2019/08/11,2772
2019/08/12,101.048
2019/08/13,658.846
2019/08/14,5450
2019/08/15,7361
2019/08/16,4930
2019/08/17,20010
2019/08/18,6075
2019/08/19,2630
2019/08/20,13132
2019/08/21,7840
2019/08/22,8326
2019/08/23,60.556
2019/08/24,3139
2019/08/25,3660
2019/08/26,3544
2019/08/27,2776
2019/08/28,1350
2019/08/29,1359
2019/08/30,23.148
2019/08/31,4113
2019/09/01,16238
2019/09/02,16653
2019/09/03,17170
2019/09/04,7586
2019/09/05,9512
2019/09/06,1600
2019/09/07,1950
2019/09/08,1147
2019/09/09,854.399
2019/09/10,966.529
2019/09/11,1397
2019/09/12,1591
2019/09/13,5327
2019/09/14,9023
2019/09/15,8750
2019/09/16,14121
2019/09/17,18309
2019/09/18,4749
2019/09/19,6232
2019/09/20,9400
2019/09/21,8895
2019/09/22,7487
2019/09/23,8798
2019/09/24,44634
2019/09/25,17168
