Date,hashrate30wma
2016/01/01,537391551517
2016/01/02,537361992116
2016/01/03,538364393545
2016/01/04,539026713244
2016/01/05,540114269275
2016/01/06,541284501268
2016/01/07,540632298976
2016/01/08,541436831654
2016/01/09,542182667777
2016/01/10,541943250576
2016/01/11,543183271939
2016/01/12,543002415478
2016/01/13,542175852559
2016/01/14,542868383877
2016/01/15,544437494223
2016/01/16,546383649430
2016/01/17,547914707628
2016/01/18,550906356698
2016/01/19,553379201637
2016/01/20,555950111293
2016/01/21,558141845309
2016/01/22,562003294149
2016/01/23,565621137722
2016/01/24,571790211811
2016/01/25,576039770617
2016/01/26,583211128949
2016/01/27,589495829672
2016/01/28,594795160821
2016/01/29,601004056077
2016/01/30,606841073756
2016/01/31,610980997103
2016/02/01,616961656110
2016/02/02,620642567374
2016/02/03,627207537015
2016/02/04,633272235112
2016/02/05,639306225937
2016/02/06,643472648040
2016/02/07,648533794011
2016/02/08,655226618402
2016/02/09,659998633703
2016/02/10,665631240448
2016/02/11,672830044400
2016/02/12,677863721927
2016/02/13,685396626024
2016/02/14,693076292206
2016/02/15,701560807498
2016/02/16,709243572104
2016/02/17,715188402387
2016/02/18,719514756072
2016/02/19,726312235900
2016/02/20,733020935126
2016/02/21,739816469082
2016/02/22,748495178587
2016/02/23,756979517411
2016/02/24,764848957672
2016/02/25,772840168101
2016/02/26,782101319053
2016/02/27,791874342802
2016/02/28,802344560699
2016/02/29,810360574478
2016/03/01,818851347225
2016/03/02,829284605738
2016/03/03,840329207189
2016/03/04,852358342695
2016/03/05,866819703080
2016/03/06,880989750412
2016/03/07,895116902175
2016/03/08,909273962245
2016/03/09,923979088888
2016/03/10,940715310875
2016/03/11,958334953969
2016/03/12,979116631118
2016/03/13,1003754520522
2016/03/14,1024294042750
2016/03/15,1046956180233
2016/03/16,1070225736473
2016/03/17,1095386165305
2016/03/18,1118378748192
2016/03/19,1144297430955
2016/03/20,1170818661651
2016/03/21,1194496986428
2016/03/22,1219230212067
2016/03/23,1237571372285
2016/03/24,1262218352987
2016/03/25,1289909256752
2016/03/26,1319032531917
2016/03/27,1347875606488
2016/03/28,1372909900833
2016/03/29,1400455950593
2016/03/30,1429049882422
2016/03/31,1459534740476
2016/04/01,1489492666530
2016/04/02,1513565197456
2016/04/03,1542362924260
2016/04/04,1574725198080
2016/04/05,1605790383497
2016/04/06,1633413854536
2016/04/07,1653939444668
2016/04/08,1683194583473
2016/04/09,1709701654332
2016/04/10,1739368348298
2016/04/11,1762909697462
2016/04/12,1782173731400
2016/04/13,1806317447175
2016/04/14,1829617614241
2016/04/15,1856592784260
2016/04/16,1883712661289
2016/04/17,1905809371446
2016/04/18,1934403231694
2016/04/19,1961198816163
2016/04/20,1989300829777
2016/04/21,2016852555611
2016/04/22,2038107193730
2016/04/23,2063730394818
2016/04/24,2085521781342
2016/04/25,2113254906594
2016/04/26,2134806967793
2016/04/27,2155893405990
2016/04/28,2178910748541
2016/04/29,2203431694140
2016/04/30,2232555133149
2016/05/01,2258633315430
2016/05/02,2277687043124
2016/05/03,2303939589094
2016/05/04,2326651196913
2016/05/05,2348544620248
2016/05/06,2369716264578
2016/05/07,2388704289855
2016/05/08,2409332619999
2016/05/09,2430105787105
2016/05/10,2453265295747
2016/05/11,2468456816687
2016/05/12,2486478410674
2016/05/13,2514136549383
2016/05/14,2537197451961
2016/05/15,2559978438716
2016/05/16,2580877943818
2016/05/17,2600136249708
2016/05/18,2625398025125
2016/05/19,2653494167313
2016/05/20,2683927144960
2016/05/21,2714274520825
2016/05/22,2742367832305
2016/05/23,2769626529060
2016/05/24,2798512969546
2016/05/25,2827502675539
2016/05/26,2857181667212
2016/05/27,2885969078078
2016/05/28,2917981880115
2016/05/29,2949621096844
2016/05/30,2978868613649
2016/05/31,3003994871916
2016/06/01,3023936914822
2016/06/02,3046840259933
2016/06/03,3079474525688
2016/06/04,3109169009431
2016/06/05,3132479801632
2016/06/06,3161604295026
2016/06/07,3190323240627
2016/06/08,3217995352348
2016/06/09,3254243368379
2016/06/10,3274478432348
2016/06/11,3301423736308
2016/06/12,3328031731082
2016/06/13,3361640066717
2016/06/14,3395423017189
2016/06/15,3425138196433
2016/06/16,3452752028231
2016/06/17,3487356672865
2016/06/18,3513850356848
2016/06/19,3544480348561
2016/06/20,3570705715658
2016/06/21,3591507209053
2016/06/22,3620997760805
2016/06/23,3653767595898
2016/06/24,3684227420106
2016/06/25,3711768318842
2016/06/26,3745255216952
2016/06/27,3781597341989
2016/06/28,3819258580059
2016/06/29,3848395390580
2016/06/30,3877191603770
2016/07/01,3910228358611
2016/07/02,3941752255171
2016/07/03,3977385591972
2016/07/04,4010319623282
2016/07/05,4041326701738
2016/07/06,4070354064549
2016/07/07,4096446918882
2016/07/08,4122271881175
2016/07/09,4146880379727
2016/07/10,4171889351969
2016/07/11,4199288006270
2016/07/12,4224699505381
2016/07/13,4252316875943
2016/07/14,4275247240174
2016/07/15,4292138282984
2016/07/16,4309222739710
2016/07/17,4325913845996
2016/07/18,4349364108073
2016/07/19,4367490874930
2016/07/20,4378498627273
2016/07/21,4399521195708
2016/07/22,4407933269033
2016/07/23,4427250015470
2016/07/24,4437297083810
2016/07/25,4436902761718
2016/07/26,4422444869788
2016/07/27,4396718908211
2016/07/28,4387925514412
2016/07/29,4373080939485
2016/07/30,4353056708710
2016/07/31,4337216522445
2016/08/01,4316016434883
2016/08/02,4276110470151
2016/08/03,4229658580477
2016/08/04,4205475036477
2016/08/05,4188297623671
2016/08/06,4164914842081
2016/08/07,4150949645154
2016/08/08,4142721350689
2016/08/09,4148927220083
2016/08/10,4160949150242
2016/08/11,4179293969390
2016/08/12,4196695301326
2016/08/13,4210898589106
2016/08/14,4225774066441
2016/08/15,4241844665594
2016/08/16,4264919427762
2016/08/17,4287245151795
2016/08/18,4315921932015
2016/08/19,4340897720296
2016/08/20,4374568501366
2016/08/21,4411032194674
2016/08/22,4448623807785
2016/08/23,4491352339078
2016/08/24,4532343704947
2016/08/25,4578980959282
2016/08/26,4634293596650
2016/08/27,4686805512833
2016/08/28,4732879700241
2016/08/29,4772518673888
2016/08/30,4809613829792
2016/08/31,4851496801605
2016/09/01,4894219397803
2016/09/02,4938469808700
2016/09/03,4961265171121
2016/09/04,4972774329777
2016/09/05,4994557282127
2016/09/06,5010562418467
2016/09/07,5032518022321
2016/09/08,5048571633806
2016/09/09,5064872634018
2016/09/10,5082653903038
2016/09/11,5111998572944
2016/09/12,5138375903621
2016/09/13,5160921785955
2016/09/14,5193307266179
2016/09/15,5222669620377
2016/09/16,5247868274117
2016/09/17,5284128882068
2016/09/18,5275213332999
2016/09/19,5273002709680
2016/09/20,5308302597259
2016/09/21,5352716611198
2016/09/22,5361919968476
2016/09/23,5406308619115
2016/09/24,5449853927508
2016/09/25,5505895505520
2016/09/26,5537253260582
2016/09/27,5588092111153
2016/09/28,5640606079772
2016/09/29,5699673506457
2016/09/30,5744981016618
2016/10/01,5802209214157
2016/10/02,5868542821998
2016/10/03,5923481904572
2016/10/04,5984550099732
2016/10/05,6039499557552
2016/10/06,6094818112265
2016/10/07,6132950341447
2016/10/08,6185951504249
2016/10/09,6243495881597
2016/10/10,6300266700716
2016/10/11,6358723074145
2016/10/12,6398469862766
2016/10/13,6451992395911
2016/10/14,6519484652663
2016/10/15,6588420081461
2016/10/16,6665801429759
2016/10/17,6715173188999
2016/10/18,6778688472554
2016/10/19,6836812150735
2016/10/20,6906682648452
2016/10/21,6979995823193
2016/10/22,7050014708251
2016/10/23,7101439324850
2016/10/24,7159392155988
2016/10/25,7220415617266
2016/10/26,7283108666912
2016/10/27,7332242089429
2016/10/28,7358166064954
2016/10/29,7283870990043
2016/10/30,7199770701078
2016/10/31,7142623228805
2016/11/01,7027594694150
2016/11/02,6881885429438
2016/11/03,6725982643260
2016/11/04,6551086848642
2016/11/05,6366053670389
2016/11/06,6183229127969
2016/11/07,6052974614985
2016/11/08,5961142956035
2016/11/09,5864818460908
2016/11/10,5746425722157
2016/11/11,5624954932894
2016/11/12,5513777471710
2016/11/13,5432299760614
2016/11/14,5367721843757
2016/11/15,5309960396415
2016/11/16,5250435116377
2016/11/17,5181666637797
2016/11/18,5141294532501
2016/11/19,5124209721828
2016/11/20,5144548688892
2016/11/21,5190323341626
2016/11/22,5215393900026
2016/11/23,5240430778662
2016/11/24,5229982997620
2016/11/25,5225457037055
2016/11/26,5230610640877
2016/11/27,5240038980379
2016/11/28,5266572113531
2016/11/29,5288035240490
2016/11/30,5294545385836
2016/12/01,5306910487583
2016/12/02,5323978342588
2016/12/03,5357351941345
2016/12/04,5384349283527
2016/12/05,5399248059893
