Date,fee_to_reward30smaUSD
2016/05/05,0.076
2016/05/06,0.077
2016/05/07,0.077
2016/05/08,0.078
2016/05/09,0.078
2016/05/10,0.079
2016/05/11,0.08
2016/05/12,0.082
2016/05/13,0.083
2016/05/14,0.083
2016/05/15,0.084
2016/05/16,0.085
2016/05/17,0.085
2016/05/18,0.086
2016/05/19,0.088
2016/05/20,0.089
2016/05/21,0.09
2016/05/22,0.09
2016/05/23,0.091
2016/05/24,0.092
2016/05/25,0.093
2016/05/26,0.094
2016/05/27,0.096
2016/05/28,0.101
2016/05/29,0.103
2016/05/30,0.103
2016/05/31,0.102
2016/06/01,0.102
2016/06/02,0.102
2016/06/03,0.102
2016/06/04,0.101
2016/06/05,0.1
2016/06/06,0.1
2016/06/07,0.104
2016/06/08,0.104
2016/06/09,0.104
2016/06/10,0.104
2016/06/11,0.103
2016/06/12,0.102
2016/06/13,0.102
2016/06/14,0.103
2016/06/15,0.103
2016/06/16,0.104
2016/06/17,0.122
2016/06/18,0.144
2016/06/19,0.145
2016/06/20,0.147
2016/06/21,0.151
2016/06/22,0.153
2016/06/23,0.153
2016/06/24,0.154
2016/06/25,0.153
2016/06/26,0.152
2016/06/27,0.148
2016/06/28,0.147
2016/06/29,0.15
2016/06/30,0.155
2016/07/01,0.157
2016/07/02,0.157
2016/07/03,0.157
2016/07/04,0.157
2016/07/05,0.158
2016/07/06,0.158
2016/07/07,0.154
2016/07/08,0.156
2016/07/09,0.157
2016/07/10,0.157
2016/07/11,0.157
2016/07/12,0.158
2016/07/13,0.157
2016/07/14,0.156
2016/07/15,0.156
2016/07/16,0.154
2016/07/17,0.135
2016/07/18,0.112
2016/07/19,0.11
2016/07/20,0.112
2016/07/21,0.109
2016/07/22,0.107
2016/07/23,0.107
2016/07/24,0.107
2016/07/25,0.108
2016/07/26,0.11
2016/07/27,0.111
2016/07/28,0.114
2016/07/29,0.113
2016/07/30,0.107
2016/07/31,0.106
2016/08/01,0.107
2016/08/02,0.107
2016/08/03,0.108
2016/08/04,0.108
2016/08/05,0.108
2016/08/06,0.108
2016/08/07,0.106
2016/08/08,0.107
2016/08/09,0.107
2016/08/10,0.108
2016/08/11,0.108
2016/08/12,0.108
2016/08/13,0.107
2016/08/14,0.107
2016/08/15,0.107
2016/08/16,0.108
2016/08/17,0.109
2016/08/18,0.109
2016/08/19,0.105
2016/08/20,0.104
2016/08/21,0.103
2016/08/22,0.103
2016/08/23,0.106
2016/08/24,0.105
2016/08/25,0.104
2016/08/26,0.103
2016/08/27,0.1
2016/08/28,0.098
2016/08/29,0.097
2016/08/30,0.098
2016/08/31,0.098
2016/09/01,0.097
2016/09/02,0.098
2016/09/03,0.098
2016/09/04,0.1
2016/09/05,0.1
2016/09/06,0.101
2016/09/07,0.099
2016/09/08,0.1
2016/09/09,0.101
2016/09/10,0.1
2016/09/11,0.1
2016/09/12,0.101
2016/09/13,0.102
2016/09/14,0.103
2016/09/15,0.103
2016/09/16,0.105
2016/09/17,0.105
2016/09/18,0.105
2016/09/19,0.105
2016/09/20,0.106
2016/09/21,0.106
2016/09/22,0.104
2016/09/23,0.106
2016/09/24,0.109
2016/09/25,0.112
2016/09/26,0.121
2016/09/27,0.127
2016/09/28,0.13
2016/09/29,0.131
2016/09/30,0.132
2016/10/01,0.137
2016/10/02,0.14
2016/10/03,0.144
2016/10/04,0.147
2016/10/05,0.151
2016/10/06,0.152
2016/10/07,0.153
2016/10/08,0.154
2016/10/09,0.155
2016/10/10,0.158
2016/10/11,0.159
2016/10/12,0.159
2016/10/13,0.166
2016/10/14,0.17
2016/10/15,0.173
2016/10/16,0.175
2016/10/17,0.178
2016/10/18,0.184
2016/10/19,0.19
2016/10/20,0.192
2016/10/21,0.193
2016/10/22,0.19
2016/10/23,0.188
2016/10/24,0.186
2016/10/25,0.185
2016/10/26,0.177
2016/10/27,0.172
2016/10/28,0.169
2016/10/29,0.168
2016/10/30,0.167
2016/10/31,0.162
2016/11/01,0.159
2016/11/02,0.156
2016/11/03,0.15
2016/11/04,0.147
2016/11/05,0.144
2016/11/06,0.142
2016/11/07,0.14
2016/11/08,0.138
2016/11/09,0.136
2016/11/10,0.136
2016/11/11,0.136
2016/11/12,0.129
2016/11/13,0.125
2016/11/14,0.122
2016/11/15,0.12
2016/11/16,0.116
2016/11/17,0.11
2016/11/18,0.105
2016/11/19,0.103
2016/11/20,0.102
2016/11/21,0.102
2016/11/22,0.104
2016/11/23,0.107
2016/11/24,0.108
2016/11/25,0.11
2016/11/26,0.114
2016/11/27,0.121
2016/11/28,0.129
2016/11/29,0.135
2016/11/30,0.135
2016/12/01,0.134
2016/12/02,0.134
2016/12/03,0.133
2016/12/04,0.134
2016/12/05,0.134
2016/12/06,0.136
2016/12/07,0.136
2016/12/08,0.137
2016/12/09,0.136
2016/12/10,0.136
2016/12/11,0.135
2016/12/12,0.135
2016/12/13,0.135
2016/12/14,0.135
2016/12/15,0.134
2016/12/16,0.134
2016/12/17,0.134
2016/12/18,0.133
2016/12/19,0.134
2016/12/20,0.136
2016/12/21,0.137
2016/12/22,0.138
2016/12/23,0.133
2016/12/24,0.13
2016/12/25,0.126
2016/12/26,0.122
2016/12/27,0.115
2016/12/28,0.107
2016/12/29,0.101
2016/12/30,0.102
2016/12/31,0.102
2017/01/01,0.102
2017/01/02,0.102
2017/01/03,0.104
2017/01/04,0.104
2017/01/05,0.104
2017/01/06,0.104
2017/01/07,0.104
2017/01/08,0.104
2017/01/09,0.104
2017/01/10,0.105
2017/01/11,0.105
2017/01/12,0.106
2017/01/13,0.106
2017/01/14,0.105
2017/01/15,0.105
2017/01/16,0.105
2017/01/17,0.106
2017/01/18,0.106
2017/01/19,0.105
2017/01/20,0.103
2017/01/21,0.102
2017/01/22,0.103
2017/01/23,0.103
2017/01/24,0.105
2017/01/25,0.107
2017/01/26,0.107
2017/01/27,0.107
2017/01/28,0.106
2017/01/29,0.105
2017/01/30,0.105
2017/01/31,0.106
2017/02/01,0.107
2017/02/02,0.107
2017/02/03,0.106
2017/02/04,0.106
2017/02/05,0.106
2017/02/06,0.107
2017/02/07,0.108
2017/02/08,0.109
2017/02/09,0.109
2017/02/10,0.111
2017/02/11,0.111
2017/02/12,0.111
2017/02/13,0.115
2017/02/14,0.117
2017/02/15,0.12
2017/02/16,0.12
2017/02/17,0.12
2017/02/18,0.122
2017/02/19,0.122
2017/02/20,0.123
2017/02/21,0.125
2017/02/22,0.127
2017/02/23,0.127
2017/02/24,0.128
2017/02/25,0.129
2017/02/26,0.129
2017/02/27,0.13
2017/02/28,0.132
2017/03/01,0.134
2017/03/02,0.136
2017/03/03,0.137
2017/03/04,0.138
2017/03/05,0.139
2017/03/06,0.14
2017/03/07,0.141
2017/03/08,0.141
2017/03/09,0.142
2017/03/10,0.143
2017/03/11,0.144
2017/03/12,0.144
2017/03/13,0.148
2017/03/14,0.152
2017/03/15,0.152
2017/03/16,0.156
2017/03/17,0.158
2017/03/18,0.16
2017/03/19,0.162
2017/03/20,0.163
2017/03/21,0.166
2017/03/22,0.168
2017/03/23,0.169
2017/03/24,0.17
2017/03/25,0.172
2017/03/26,0.174
2017/03/27,0.177
2017/03/28,0.18
2017/03/29,0.182
2017/03/30,0.185
2017/03/31,0.187
2017/04/01,0.188
2017/04/02,0.19
2017/04/03,0.193
2017/04/04,0.196
2017/04/05,0.198
2017/04/06,0.202
2017/04/07,0.205
2017/04/08,0.205
2017/04/09,0.206
2017/04/10,0.208
2017/04/11,0.209
2017/04/12,0.21
2017/04/13,0.208
2017/04/14,0.208
2017/04/15,0.206
2017/04/16,0.203
2017/04/17,0.203
2017/04/18,0.205
2017/04/19,0.208
2017/04/20,0.209
2017/04/21,0.212
2017/04/22,0.214
2017/04/23,0.214
2017/04/24,0.216
2017/04/25,0.218
2017/04/26,0.218
2017/04/27,0.221
2017/04/28,0.223
2017/04/29,0.223
2017/04/30,0.224
2017/05/01,0.229
2017/05/02,0.234
2017/05/03,0.235
2017/05/04,0.238
2017/05/05,0.241
2017/05/06,0.242
2017/05/07,0.246
2017/05/08,0.251
2017/05/09,0.256
2017/05/10,0.261
2017/05/11,0.267
2017/05/12,0.27
2017/05/13,0.275
2017/05/14,0.281
2017/05/15,0.29
2017/05/16,0.299
2017/05/17,0.317
2017/05/18,0.328
2017/05/19,0.339
2017/05/20,0.349
2017/05/21,0.357
2017/05/22,0.369
2017/05/23,0.391
2017/05/24,0.413
2017/05/25,0.429
2017/05/26,0.444
2017/05/27,0.455
2017/05/28,0.468
2017/05/29,0.48
2017/05/30,0.505
2017/05/31,0.549
2017/06/01,0.566
2017/06/02,0.592
2017/06/03,0.608
2017/06/04,0.629
2017/06/05,0.645
2017/06/06,0.665
2017/06/07,0.686
2017/06/08,0.702
2017/06/09,0.72
2017/06/10,0.733
2017/06/11,0.757
2017/06/12,0.799
2017/06/13,0.82
2017/06/14,0.834
2017/06/15,0.85
2017/06/16,0.855
2017/06/17,0.863
2017/06/18,0.872
2017/06/19,0.886
2017/06/20,0.95
2017/06/21,1.035
2017/06/22,1.087
2017/06/23,1.113
2017/06/24,1.158
2017/06/25,1.185
2017/06/26,1.226
2017/06/27,1.245
2017/06/28,1.291
2017/06/29,1.311
2017/06/30,1.297
2017/07/01,1.306
2017/07/02,1.309
2017/07/03,1.332
2017/07/04,1.345
2017/07/05,1.367
2017/07/06,1.372
2017/07/07,1.381
2017/07/08,1.395
2017/07/09,1.397
2017/07/10,1.406
2017/07/11,1.408
2017/07/12,1.397
2017/07/13,1.408
2017/07/14,1.416
2017/07/15,1.422
2017/07/16,1.429
2017/07/17,1.44
2017/07/18,1.467
2017/07/19,1.477
2017/07/20,1.429
2017/07/21,1.359
2017/07/22,1.308
2017/07/23,1.288
2017/07/24,1.259
2017/07/25,1.256
2017/07/26,1.231
2017/07/27,1.226
2017/07/28,1.195
2017/07/29,1.168
2017/07/30,1.153
2017/07/31,1.146
2017/08/01,1.148
2017/08/02,1.134
2017/08/03,1.127
2017/08/04,1.112
2017/08/05,1.112
2017/08/06,1.108
2017/08/07,1.113
2017/08/08,1.133
2017/08/09,1.138
2017/08/10,1.146
2017/08/11,1.154
2017/08/12,1.16
2017/08/13,1.167
2017/08/14,1.179
2017/08/15,1.197
2017/08/16,1.263
2017/08/17,1.285
2017/08/18,1.341
2017/08/19,1.373
2017/08/20,1.38
2017/08/21,1.396
2017/08/22,1.404
2017/08/23,1.408
2017/08/24,1.408
2017/08/25,1.422
2017/08/26,1.437
2017/08/27,1.447
2017/08/28,1.476
2017/08/29,1.532
2017/08/30,1.572
2017/08/31,1.639
2017/09/01,1.685
2017/09/02,1.711
2017/09/03,1.729
2017/09/04,1.774
2017/09/05,1.833
2017/09/06,1.91
2017/09/07,1.977
2017/09/08,2.058
2017/09/09,2.085
2017/09/10,2.1
2017/09/11,2.115
2017/09/12,2.152
2017/09/13,2.177
2017/09/14,2.189
2017/09/15,2.186
2017/09/16,2.213
2017/09/17,2.176
2017/09/18,2.176
2017/09/19,2.196
2017/09/20,2.241
2017/09/21,2.248
2017/09/22,2.264
2017/09/23,2.282
2017/09/24,2.316
2017/09/25,2.344
2017/09/26,2.377
2017/09/27,2.396
2017/09/28,2.388
2017/09/29,2.387
2017/09/30,2.358
2017/10/01,2.345
2017/10/02,2.354
2017/10/03,2.382
2017/10/04,2.38
2017/10/05,2.361
2017/10/06,2.326
2017/10/07,2.276
2017/10/08,2.229
2017/10/09,2.235
2017/10/10,2.249
2017/10/11,2.273
2017/10/12,2.277
2017/10/13,2.294
2017/10/14,2.308
2017/10/15,2.285
2017/10/16,2.245
2017/10/17,2.235
2017/10/18,2.214
2017/10/19,2.195
2017/10/20,2.165
2017/10/21,2.148
2017/10/22,2.118
2017/10/23,2.095
2017/10/24,2.061
2017/10/25,2.027
2017/10/26,1.989
2017/10/27,1.957
2017/10/28,1.917
2017/10/29,1.882
2017/10/30,1.849
2017/10/31,1.826
2017/11/01,1.808
2017/11/02,1.784
2017/11/03,1.747
2017/11/04,1.701
2017/11/05,1.641
2017/11/06,1.611
2017/11/07,1.58
2017/11/08,1.549
2017/11/09,1.514
2017/11/10,1.467
2017/11/11,1.417
2017/11/12,1.368
2017/11/13,1.333
2017/11/14,1.307
2017/11/15,1.301
2017/11/16,1.3
2017/11/17,1.308
2017/11/18,1.303
2017/11/19,1.285
2017/11/20,1.303
2017/11/21,1.326
2017/11/22,1.34
2017/11/23,1.34
2017/11/24,1.343
2017/11/25,1.345
2017/11/26,1.352
2017/11/27,1.373
2017/11/28,1.399
2017/11/29,1.421
2017/11/30,1.436
2017/12/01,1.444
2017/12/02,1.442
2017/12/03,1.461
2017/12/04,1.544
2017/12/05,1.677
2017/12/06,1.848
2017/12/07,2.103
2017/12/08,2.364
2017/12/09,2.609
2017/12/10,2.834
2017/12/11,3.016
2017/12/12,3.19
2017/12/13,3.335
2017/12/14,3.516
2017/12/15,3.658
2017/12/16,3.813
2017/12/17,3.929
2017/12/18,4.055
2017/12/19,4.217
2017/12/20,4.398
2017/12/21,4.589
2017/12/22,4.762
2017/12/23,4.879
2017/12/24,4.982
2017/12/25,5.051
2017/12/26,5.111
2017/12/27,5.176
2017/12/28,5.238
2017/12/29,5.318
2017/12/30,5.397
2017/12/31,5.463
2018/01/01,5.523
2018/01/02,5.613
2018/01/03,5.669
2018/01/04,5.706
2018/01/05,5.866
2018/01/06,5.986
2018/01/07,6.026
2018/01/08,6.098
2018/01/09,6.209
2018/01/10,6.417
2018/01/11,6.572
2018/01/12,6.675
2018/01/13,6.75
2018/01/14,6.835
2018/01/15,6.927
2018/01/16,7.045
2018/01/17,7.153
2018/01/18,7.234
2018/01/19,7.249
2018/01/20,7.242
2018/01/21,7.204
2018/01/22,7.203
2018/01/23,7.25
2018/01/24,7.319
2018/01/25,7.362
2018/01/26,7.381
2018/01/27,7.379
2018/01/28,7.363
2018/01/29,7.401
2018/01/30,7.428
2018/01/31,7.469
2018/02/01,7.53
2018/02/02,7.527
2018/02/03,7.457
2018/02/04,7.213
2018/02/05,6.923
2018/02/06,6.71
2018/02/07,6.47
2018/02/08,6.188
2018/02/09,5.868
2018/02/10,5.607
2018/02/11,5.41
2018/02/12,5.197
2018/02/13,5.005
2018/02/14,4.806
2018/02/15,4.613
2018/02/16,4.43
2018/02/17,4.244
2018/02/18,4.107
2018/02/19,3.969
2018/02/20,3.89
2018/02/21,3.827
2018/02/22,3.723
2018/02/23,3.634
2018/02/24,3.573
2018/02/25,3.515
2018/02/26,3.476
2018/02/27,3.431
2018/02/28,3.363
2018/03/01,3.293
2018/03/02,3.244
2018/03/03,3.109
2018/03/04,3.02
2018/03/05,2.982
2018/03/06,2.935
2018/03/07,2.898
2018/03/08,2.844
2018/03/09,2.796
2018/03/10,2.76
2018/03/11,2.711
2018/03/12,2.677
2018/03/13,2.64
2018/03/14,2.608
2018/03/15,2.574
2018/03/16,2.534
2018/03/17,2.488
2018/03/18,2.454
2018/03/19,2.412
2018/03/20,2.354
2018/03/21,2.325
2018/03/22,2.279
2018/03/23,2.241
2018/03/24,2.207
2018/03/25,2.167
2018/03/26,2.134
2018/03/27,2.107
2018/03/28,2.081
2018/03/29,2.055
2018/03/30,1.999
2018/03/31,1.958
2018/04/01,1.892
2018/04/02,1.863
2018/04/03,1.834
2018/04/04,1.788
2018/04/05,1.783
2018/04/06,1.743
2018/04/07,1.699
2018/04/08,1.668
2018/04/09,1.655
2018/04/10,1.645
2018/04/11,1.618
2018/04/12,1.616
2018/04/13,1.619
2018/04/14,1.608
2018/04/15,1.596
2018/04/16,1.599
2018/04/17,1.597
2018/04/18,1.603
2018/04/19,1.612
2018/04/20,1.612
2018/04/21,1.601
2018/04/22,1.586
2018/04/23,1.587
2018/04/24,1.608
2018/04/25,1.616
2018/04/26,1.629
2018/04/27,1.646
2018/04/28,1.656
2018/04/29,1.683
2018/04/30,1.723
2018/05/01,1.75
2018/05/02,1.772
2018/05/03,1.805
2018/05/04,1.841
2018/05/05,1.832
2018/05/06,1.839
2018/05/07,1.867
2018/05/08,1.893
2018/05/09,1.923
2018/05/10,1.987
2018/05/11,2.041
2018/05/12,2.057
2018/05/13,2.07
2018/05/14,2.12
2018/05/15,2.174
2018/05/16,2.229
2018/05/17,2.288
2018/05/18,2.332
2018/05/19,2.361
2018/05/20,2.382
2018/05/21,2.43
2018/05/22,2.487
2018/05/23,2.539
2018/05/24,2.574
2018/05/25,2.605
2018/05/26,2.625
2018/05/27,2.634
2018/05/28,2.687
2018/05/29,2.726
2018/05/30,2.767
2018/05/31,2.853
2018/06/01,2.911
2018/06/02,2.915
2018/06/03,2.921
2018/06/04,2.964
2018/06/05,3
2018/06/06,3.049
2018/06/07,3.07
2018/06/08,3.073
2018/06/09,3.029
2018/06/10,2.99
2018/06/11,2.984
2018/06/12,2.975
2018/06/13,2.948
2018/06/14,2.927
2018/06/15,2.911
2018/06/16,2.854
2018/06/17,2.793
2018/06/18,2.748
2018/06/19,2.729
2018/06/20,2.695
2018/06/21,2.646
2018/06/22,2.627
2018/06/23,2.573
2018/06/24,2.532
2018/06/25,2.52
2018/06/26,2.497
2018/06/27,2.432
2018/06/28,2.369
2018/06/29,2.304
2018/06/30,2.392
2018/07/01,2.661
2018/07/02,3.198
2018/07/03,3.603
2018/07/04,3.88
2018/07/05,4.126
2018/07/06,4.444
2018/07/07,4.746
2018/07/08,4.859
2018/07/09,4.953
2018/07/10,4.996
2018/07/11,5.049
2018/07/12,5.174
2018/07/13,5.321
2018/07/14,5.628
2018/07/15,5.967
2018/07/16,5.997
2018/07/17,6.023
2018/07/18,6.044
2018/07/19,6.04
2018/07/20,6.059
2018/07/21,6.083
2018/07/22,6.045
2018/07/23,6.076
2018/07/24,6.089
2018/07/25,6.078
2018/07/26,6.08
2018/07/27,6.077
2018/07/28,6.086
2018/07/29,6.072
2018/07/30,5.884
2018/07/31,5.541
2018/08/01,4.967
2018/08/02,4.525
2018/08/03,4.195
2018/08/04,3.903
2018/08/05,3.51
2018/08/06,3.181
2018/08/07,3.172
2018/08/08,3.395
2018/08/09,3.619
2018/08/10,3.71
2018/08/11,3.591
2018/08/12,3.426
2018/08/13,3.116
2018/08/14,2.777
2018/08/15,2.778
2018/08/16,2.779
2018/08/17,2.95
2018/08/18,2.948
2018/08/19,2.92
2018/08/20,2.892
2018/08/21,2.895
2018/08/22,2.91
2018/08/23,2.91
2018/08/24,2.956
2018/08/25,2.947
2018/08/26,2.966
2018/08/27,2.956
2018/08/28,2.969
2018/08/29,2.985
2018/08/30,2.996
2018/08/31,3.013
2018/09/01,3.018
2018/09/02,3.017
2018/09/03,3.025
2018/09/04,3.054
2018/09/05,3.046
2018/09/06,2.937
2018/09/07,2.631
2018/09/08,2.36
2018/09/09,2.214
2018/09/10,2.207
2018/09/11,2.231
2018/09/12,2.234
2018/09/13,2.224
2018/09/14,2.196
2018/09/15,2.181
2018/09/16,1.995
2018/09/17,1.998
2018/09/18,2.01
2018/09/19,2.053
2018/09/20,2.071
2018/09/21,2.066
2018/09/22,2.06
2018/09/23,2.007
2018/09/24,2.036
2018/09/25,2.04
2018/09/26,2.065
2018/09/27,2.094
2018/09/28,2.121
2018/09/29,2.153
2018/09/30,2.166
2018/10/01,2.205
2018/10/02,2.252
2018/10/03,2.264
2018/10/04,2.264
2018/10/05,2.275
2018/10/06,2.245
2018/10/07,2.219
2018/10/08,2.223
2018/10/09,2.218
2018/10/10,2.219
2018/10/11,2.213
2018/10/12,2.205
2018/10/13,2.177
2018/10/14,2.162
2018/10/15,2.167
2018/10/16,2.166
2018/10/17,2.159
2018/10/18,2.147
2018/10/19,2.108
2018/10/20,2.089
2018/10/21,2.047
2018/10/22,2.044
2018/10/23,2.049
2018/10/24,2.041
2018/10/25,2.047
2018/10/26,2.039
2018/10/27,2.006
2018/10/28,1.963
2018/10/29,1.932
2018/10/30,1.917
2018/10/31,1.888
2018/11/01,1.853
2018/11/02,1.853
2018/11/03,1.843
2018/11/04,1.831
2018/11/05,1.862
2018/11/06,1.892
2018/11/07,1.897
2018/11/08,1.914
2018/11/09,1.909
2018/11/10,1.883
2018/11/11,1.857
2018/11/12,1.874
2018/11/13,1.903
2018/11/14,1.929
2018/11/15,1.971
2018/11/16,1.996
2018/11/17,2.004
2018/11/18,2.011
2018/11/19,2.053
2018/11/20,2.102
2018/11/21,2.121
2018/11/22,2.138
2018/11/23,2.148
2018/11/24,2.136
2018/11/25,2.145
2018/11/26,2.172
2018/11/27,2.198
2018/11/28,2.232
2018/11/29,2.278
2018/11/30,2.35
2018/12/01,2.38
2018/12/02,2.393
2018/12/03,2.431
2018/12/04,2.473
2018/12/05,2.499
2018/12/06,2.502
2018/12/07,2.509
2018/12/08,2.489
2018/12/09,2.481
2018/12/10,2.499
2018/12/11,2.518
2018/12/12,2.509
2018/12/13,2.501
2018/12/14,2.478
2018/12/15,2.435
2018/12/16,2.401
2018/12/17,2.402
2018/12/18,2.404
2018/12/19,2.381
2018/12/20,2.355
2018/12/21,2.345
2018/12/22,2.321
2018/12/23,2.3
2018/12/24,2.3
2018/12/25,2.291
2018/12/26,2.273
2018/12/27,2.254
2018/12/28,2.215
2018/12/29,2.157
2018/12/30,2.113
2018/12/31,2.076
2019/01/01,2.044
2019/01/02,2.006
2019/01/03,1.967
2019/01/04,1.928
2019/01/05,1.912
2019/01/06,1.886
2019/01/07,1.884
2019/01/08,1.885
2019/01/09,1.874
2019/01/10,1.876
2019/01/11,1.876
2019/01/12,1.855
2019/01/13,1.836
2019/01/14,1.871
2019/01/15,1.895
2019/01/16,1.898
2019/01/17,1.884
2019/01/18,1.875
2019/01/19,1.859
2019/01/20,1.843
2019/01/21,1.857
2019/01/22,1.878
2019/01/23,1.876
2019/01/24,1.874
2019/01/25,1.874
2019/01/26,1.872
2019/01/27,1.865
2019/01/28,1.889
2019/01/29,1.865
2019/01/30,1.881
2019/01/31,1.91
2019/02/01,1.927
2019/02/02,1.927
2019/02/03,1.917
2019/02/04,1.908
2019/02/05,1.91
2019/02/06,1.914
2019/02/07,1.919
2019/02/08,1.934
2019/02/09,1.93
2019/02/10,1.936
2019/02/11,1.969
2019/02/12,1.998
2019/02/13,1.996
2019/02/14,2.006
2019/02/15,2.036
2019/02/16,2.063
2019/02/17,2.085
2019/02/18,2.142
2019/02/19,2.201
2019/02/20,2.242
2019/02/21,2.266
2019/02/22,2.298
2019/02/23,2.318
2019/02/24,2.363
2019/02/25,2.431
2019/02/26,2.498
2019/02/27,2.532
2019/02/28,2.591
2019/03/01,2.615
2019/03/02,2.618
2019/03/03,2.62
2019/03/04,2.66
2019/03/05,2.704
2019/03/06,2.744
2019/03/07,2.782
2019/03/08,2.816
2019/03/09,2.838
2019/03/10,2.842
2019/03/11,2.863
2019/03/12,2.879
2019/03/13,2.881
2019/03/14,2.88
2019/03/15,2.869
2019/03/16,2.848
2019/03/17,2.813
2019/03/18,2.821
2019/03/19,2.831
2019/03/20,2.804
2019/03/21,2.813
2019/03/22,2.808
2019/03/23,2.781
2019/03/24,2.759
2019/03/25,2.769
2019/03/26,2.763
2019/03/27,2.75
2019/03/28,2.727
2019/03/29,2.727
2019/03/30,2.689
2019/03/31,2.681
2019/04/01,2.708
2019/04/02,2.758
2019/04/03,2.808
2019/04/04,2.824
2019/04/05,2.819
2019/04/06,2.804
2019/04/07,2.791
2019/04/08,2.809
2019/04/09,2.829
2019/04/10,2.893
2019/04/11,3.156
2019/04/12,3.38
2019/04/13,3.546
2019/04/14,3.696
2019/04/15,3.895
2019/04/16,4.15
2019/04/17,4.399
2019/04/18,4.677
2019/04/19,4.793
2019/04/20,4.737
2019/04/21,4.704
2019/04/22,4.707
2019/04/23,4.714
2019/04/24,4.698
2019/04/25,4.669
2019/04/26,4.651
2019/04/27,4.613
2019/04/28,4.566
2019/04/29,4.548
2019/04/30,4.536
2019/05/01,4.504
2019/05/02,4.468
2019/05/03,4.406
2019/05/04,4.364
2019/05/05,4.348
2019/05/06,4.36
2019/05/07,4.387
2019/05/08,4.377
2019/05/09,4.375
2019/05/10,4.327
2019/05/11,4.066
2019/05/12,3.845
2019/05/13,3.707
2019/05/14,3.602
2019/05/15,3.488
2019/05/16,3.371
2019/05/17,3.192
2019/05/18,2.943
2019/05/19,2.848
2019/05/20,2.911
2019/05/21,2.946
2019/05/22,3.008
2019/05/23,3.047
2019/05/24,3.097
2019/05/25,3.125
2019/05/26,3.115
2019/05/27,3.194
2019/05/28,3.266
2019/05/29,3.335
2019/05/30,3.417
2019/05/31,3.479
2019/06/01,3.523
2019/06/02,3.533
2019/06/03,3.584
2019/06/04,3.632
2019/06/05,3.658
2019/06/06,3.661
2019/06/07,3.674
2019/06/08,3.749
2019/06/09,3.732
2019/06/10,3.817
2019/06/11,3.869
2019/06/12,3.855
2019/06/13,3.825
2019/06/14,3.793
2019/06/15,3.738
2019/06/16,3.662
2019/06/17,3.696
2019/06/18,3.695
2019/06/19,3.694
2019/06/20,3.76
2019/06/21,3.711
2019/06/22,3.672
