Date,size7std
2016/01/01,481.181
2016/01/02,509.664
2016/01/03,435.406
2016/01/04,433.156
2016/01/05,481.832
2016/01/06,475.763
2016/01/07,560.913
2016/01/08,516.711
2016/01/09,473.462
2016/01/10,445.547
2016/01/11,420.77
2016/01/12,422.181
2016/01/13,371.879
2016/01/14,253.961
2016/01/15,268.493
2016/01/16,279.785
2016/01/17,315.138
2016/01/18,315.172
2016/01/19,315.838
2016/01/20,138.988
2016/01/21,136.619
2016/01/22,138.887
2016/01/23,151.379
2016/01/24,129.058
2016/01/25,270.118
2016/01/26,299.459
2016/01/27,450.481
2016/01/28,454.616
2016/01/29,431.518
2016/01/30,338.876
2016/01/31,276.262
2016/02/01,317.75
2016/02/02,346.562
2016/02/03,253.854
2016/02/04,162.052
2016/02/05,76.756
2016/02/06,412.004
2016/02/07,425.116
2016/02/08,431.414
2016/02/09,437.085
2016/02/10,432.913
2016/02/11,436.762
2016/02/12,433.809
2016/02/13,188.993
2016/02/14,171.074
2016/02/15,148.708
2016/02/16,115.338
2016/02/17,120.579
2016/02/18,106.531
2016/02/19,106.636
2016/02/20,121.825
2016/02/21,136.499
2016/02/22,138.773
2016/02/23,138.668
2016/02/24,71.771
2016/02/25,72.283
2016/02/26,150.654
2016/02/27,140.512
2016/02/28,130.899
2016/02/29,129.576
2016/03/01,128.091
2016/03/02,127.775
2016/03/03,134.048
2016/03/04,117.49
2016/03/05,135.282
2016/03/06,139.929
2016/03/07,130.904
2016/03/08,107.561
2016/03/09,94.254
2016/03/10,100.101
2016/03/11,107.905
2016/03/12,134.365
2016/03/13,145.367
2016/03/14,202.159
2016/03/15,192.449
2016/03/16,188.64
2016/03/17,170.975
2016/03/18,117.598
2016/03/19,137.495
2016/03/20,139.397
2016/03/21,138.15
2016/03/22,128.287
2016/03/23,90.311
2016/03/24,278.393
2016/03/25,260.52
2016/03/26,255.327
2016/03/27,329.825
2016/03/28,327.583
2016/03/29,347.735
2016/03/30,348.413
2016/03/31,240.652
2016/04/01,212.472
2016/04/02,251.875
2016/04/03,257.767
2016/04/04,239.012
2016/04/05,252.764
2016/04/06,227.084
2016/04/07,227.052
2016/04/08,241.344
2016/04/09,214.716
2016/04/10,199.699
2016/04/11,210.867
2016/04/12,185.9
2016/04/13,196.987
2016/04/14,197.036
2016/04/15,157.696
2016/04/16,190.835
2016/04/17,422.959
2016/04/18,404.665
2016/04/19,417.281
2016/04/20,419.791
2016/04/21,422.793
2016/04/22,435.617
2016/04/23,422.19
2016/04/24,152.83
2016/04/25,154.715
2016/04/26,150.755
2016/04/27,156.13
2016/04/28,116.655
2016/04/29,114.196
2016/04/30,161.935
2016/05/01,247.298
2016/05/02,244.013
2016/05/03,225.548
2016/05/04,181.932
2016/05/05,166.015
2016/05/06,162.633
2016/05/07,194.554
2016/05/08,141.916
2016/05/09,143.582
2016/05/10,139.736
2016/05/11,147.063
2016/05/12,190.675
2016/05/13,207.048
2016/05/14,179.746
2016/05/15,178.34
2016/05/16,166.855
2016/05/17,155.941
2016/05/18,166.467
2016/05/19,157.379
2016/05/20,158.228
2016/05/21,155.148
2016/05/22,167.214
2016/05/23,149.582
2016/05/24,145.559
2016/05/25,139.475
2016/05/26,166.157
2016/05/27,178.899
2016/05/28,597.236
2016/05/29,567.882
2016/05/30,573.024
2016/05/31,559.652
2016/06/01,575.336
2016/06/02,612.948
2016/06/03,643.847
2016/06/04,180.383
2016/06/05,149.359
2016/06/06,145.175
2016/06/07,200.467
2016/06/08,190.42
2016/06/09,190.424
2016/06/10,189.529
2016/06/11,195.28
2016/06/12,187.493
2016/06/13,201.154
2016/06/14,212.837
2016/06/15,206.444
2016/06/16,212.611
2016/06/17,458.425
2016/06/18,485.485
2016/06/19,446.984
2016/06/20,432.304
2016/06/21,442.062
2016/06/22,418.924
2016/06/23,443.034
2016/06/24,314.287
2016/06/25,179.313
2016/06/26,200.478
2016/06/27,188.658
2016/06/28,169.287
2016/06/29,258.135
2016/06/30,639.097
2016/07/01,666.997
2016/07/02,672.846
2016/07/03,680.201
2016/07/04,679.372
2016/07/05,680.652
2016/07/06,672.138
2016/07/07,55.513
2016/07/08,125.638
2016/07/09,118.875
2016/07/10,118.237
2016/07/11,117.462
2016/07/12,145.206
2016/07/13,159.393
2016/07/14,165.643
2016/07/15,138.508
2016/07/16,155.186
2016/07/17,199.651
2016/07/18,200.369
2016/07/19,176.666
