Date,mediantransactionvalue3varUSD
2016/09/15,19.198
2016/09/16,0.017
2016/09/17,3.291
2016/09/18,8.649
2016/09/19,6.815
2016/09/20,2.454
2016/09/21,0.156
2016/09/22,30.323
2016/09/23,29.53
2016/09/24,27.535
2016/09/25,0.019
2016/09/26,0.01
2016/09/27,0.01
2016/09/28,0.024
2016/09/29,0.013
2016/09/30,0
2016/10/01,14.278
2016/10/02,14.056
2016/10/03,13.951
2016/10/04,38.778
2016/10/05,31.782
2016/10/06,17.206
2016/10/07,6.36
2016/10/08,7.889
2016/10/09,0.037
2016/10/10,0.045
2016/10/11,0.041
2016/10/12,1.036
2016/10/13,21.622
2016/10/14,21.536
2016/10/15,26.526
2016/10/16,0.019
2016/10/17,0.017
2016/10/18,4.666
2016/10/19,4.709
2016/10/20,4.868
2016/10/21,17.428
2016/10/22,17.364
2016/10/23,17.178
2016/10/24,13.834
2016/10/25,10.264
2016/10/26,9.026
2016/10/27,2.485
2016/10/28,0.01
2016/10/29,0.103
2016/10/30,0.082
2016/10/31,0.054
2016/11/01,6.074
2016/11/02,5.443
2016/11/03,4.93
2016/11/04,3.551
2016/11/05,0.004
2016/11/06,0
2016/11/07,0.005
2016/11/08,0.005
2016/11/09,0.012
2016/11/10,0.015
2016/11/11,0.01
2016/11/12,0.033
2016/11/13,0.02
2016/11/14,0.002
2016/11/15,0.001
2016/11/16,0.004
2016/11/17,0.006
2016/11/18,0.038
2016/11/19,0.024
2016/11/20,0.002
2016/11/21,0.001
2016/11/22,12.653
2016/11/23,15.506
2016/11/24,15.214
2016/11/25,18.748
2016/11/26,16.439
2016/11/27,9.114
2016/11/28,3.536
2016/11/29,0.115
2016/11/30,0.549
2016/12/01,3.362
2016/12/02,1.815
2016/12/03,0.063
2016/12/04,0.383
2016/12/05,0.27
2016/12/06,0.066
2016/12/07,0.14
2016/12/08,0.458
2016/12/09,0.106
2016/12/10,0.007
2016/12/11,0.006
2016/12/12,0.004
2016/12/13,3.206
2016/12/14,4.548
2016/12/15,0.252
2016/12/16,0.277
2016/12/17,2.224
2016/12/18,2.251
2016/12/19,3.207
2016/12/20,2.624
2016/12/21,0.559
2016/12/22,2.128
2016/12/23,5.257
2016/12/24,6.848
2016/12/25,0.001
2016/12/26,0
2016/12/27,1.139
2016/12/28,1.253
2016/12/29,2.338
2016/12/30,2.671
2016/12/31,2.788
2017/01/01,2.917
2017/01/02,0.011
2017/01/03,1.322
2017/01/04,3.642
2017/01/05,4.891
2017/01/06,0.044
2017/01/07,0.084
2017/01/08,0.011
2017/01/09,0.072
2017/01/10,3.525
2017/01/11,3.565
2017/01/12,4.953
2017/01/13,8.587
2017/01/14,6.156
2017/01/15,6.116
2017/01/16,4.574
2017/01/17,3.993
2017/01/18,2.877
2017/01/19,3.346
2017/01/20,0.018
2017/01/21,0.037
2017/01/22,6.286
2017/01/23,5.086
2017/01/24,2.085
2017/01/25,2.088
2017/01/26,0.613
2017/01/27,0.041
2017/01/28,0.041
2017/01/29,3.11
2017/01/30,3.176
2017/01/31,4.436
2017/02/01,4.854
2017/02/02,4.075
2017/02/03,4.232
2017/02/04,0.068
2017/02/05,0.606
2017/02/06,0.624
2017/02/07,5.007
2017/02/08,4.994
2017/02/09,2.89
2017/02/10,1.907
2017/02/11,0.743
2017/02/12,3.2
2017/02/13,4.508
2017/02/14,4.247
2017/02/15,3.939
2017/02/16,4.634
2017/02/17,0.899
2017/02/18,0.51
2017/02/19,0.436
2017/02/20,2.732
2017/02/21,9.473
2017/02/22,3.753
2017/02/23,13.43
2017/02/24,7.052
2017/02/25,4.664
2017/02/26,5.999
2017/02/27,9.455
2017/02/28,0.737
2017/03/01,0.289
2017/03/02,1.168
2017/03/03,2.506
2017/03/04,0.525
2017/03/05,0.152
2017/03/06,0.09
2017/03/07,20.45
2017/03/08,18.933
2017/03/09,16.11
2017/03/10,17.193
2017/03/11,21.4
2017/03/12,2.887
2017/03/13,9.579
2017/03/14,6.972
2017/03/15,1.518
2017/03/16,28.044
2017/03/17,44.056
2017/03/18,9.604
2017/03/19,10.844
2017/03/20,3.826
2017/03/21,3.086
2017/03/22,1.927
2017/03/23,52.076
2017/03/24,79.151
2017/03/25,120.851
2017/03/26,84.398
2017/03/27,224.972
2017/03/28,44.641
2017/03/29,27.924
2017/03/30,16.882
2017/03/31,43.27
2017/04/01,29.73
2017/04/02,101.336
2017/04/03,115.859
2017/04/04,7.701
2017/04/05,1.833
2017/04/06,0.48
2017/04/07,244.259
2017/04/08,195.543
2017/04/09,28.474
2017/04/10,19.525
2017/04/11,18.997
2017/04/12,6.548
2017/04/13,1.976
2017/04/14,2.506
2017/04/15,5.08
2017/04/16,7.142
2017/04/17,16.181
2017/04/18,22.278
2017/04/19,0.102
2017/04/20,16.54
2017/04/21,20.459
2017/04/22,15.931
2017/04/23,14.18
2017/04/24,36.577
2017/04/25,88.226
2017/04/26,88.061
2017/04/27,13.293
2017/04/28,20.379
2017/04/29,51.199
2017/04/30,19.945
2017/05/01,4.425
2017/05/02,0.17
2017/05/03,0.19
2017/05/04,19.417
2017/05/05,544.792
2017/05/06,332.646
2017/05/07,128.789
2017/05/08,95.913
2017/05/09,23.106
2017/05/10,209.665
2017/05/11,407.607
2017/05/12,76.765
2017/05/13,43.16
2017/05/14,36.692
2017/05/15,35.982
2017/05/16,130.711
2017/05/17,625.017
2017/05/18,480.945
2017/05/19,537.931
2017/05/20,426.287
2017/05/21,372.163
2017/05/22,618.84
2017/05/23,406.082
2017/05/24,168.644
2017/05/25,227.508
2017/05/26,24.714
2017/05/27,82.819
2017/05/28,466.765
2017/05/29,265.59
2017/05/30,528.677
2017/05/31,5307
2017/06/01,3824
2017/06/02,5675
2017/06/03,465.933
2017/06/04,169.949
2017/06/05,249.485
2017/06/06,277.343
2017/06/07,368.106
2017/06/08,271.359
2017/06/09,2.144
2017/06/10,669.406
2017/06/11,819.158
2017/06/12,2673
2017/06/13,2184
2017/06/14,2385
2017/06/15,80.071
2017/06/16,524.581
2017/06/17,675.849
2017/06/18,15.35
2017/06/19,13.945
2017/06/20,18208
2017/06/21,16619
2017/06/22,11624
2017/06/23,11411
2017/06/24,102.697
2017/06/25,307.93
2017/06/26,849.133
2017/06/27,1246
2017/06/28,1496
2017/06/29,12.777
2017/06/30,22.079
2017/07/01,4.511
2017/07/02,111.905
2017/07/03,92.792
2017/07/04,0.992
2017/07/05,1.648
2017/07/06,1.989
2017/07/07,244.69
2017/07/08,225.852
2017/07/09,163.647
2017/07/10,2.064
2017/07/11,43.64
2017/07/12,42.22
2017/07/13,58.259
2017/07/14,5.086
2017/07/15,43.577
2017/07/16,28.526
2017/07/17,22.101
2017/07/18,6.083
2017/07/19,2.261
2017/07/20,3.621
2017/07/21,1.162
2017/07/22,1.209
2017/07/23,1.122
2017/07/24,0.165
2017/07/25,19.727
2017/07/26,14.421
2017/07/27,4.609
2017/07/28,10.069
2017/07/29,17.778
2017/07/30,26.203
2017/07/31,23.024
2017/08/01,77.061
2017/08/02,43.492
2017/08/03,40.03
2017/08/04,62.31
2017/08/05,9.295
2017/08/06,8.559
2017/08/07,14.126
2017/08/08,14.122
2017/08/09,109.159
2017/08/10,122.323
2017/08/11,129.189
2017/08/12,1.301
2017/08/13,0.107
2017/08/14,31.194
2017/08/15,125.262
2017/08/16,148.865
2017/08/17,20.659
2017/08/18,101.518
2017/08/19,298.472
2017/08/20,314.374
2017/08/21,68.402
2017/08/22,14.246
2017/08/23,10.922
2017/08/24,4.818
2017/08/25,0.348
2017/08/26,46.559
2017/08/27,63.058
2017/08/28,58.1
2017/08/29,79.168
2017/08/30,2.178
2017/08/31,197.152
2017/09/01,180.674
2017/09/02,191.358
2017/09/03,4.962
2017/09/04,1.822
2017/09/05,2.137
2017/09/06,51.226
2017/09/07,46.241
2017/09/08,7.47
2017/09/09,14.768
2017/09/10,13.815
2017/09/11,95.118
2017/09/12,49.861
2017/09/13,5.029
2017/09/14,5.535
2017/09/15,28.318
2017/09/16,27.604
2017/09/17,95.619
2017/09/18,29.642
2017/09/19,47.843
2017/09/20,36.971
2017/09/21,34.907
2017/09/22,30.674
2017/09/23,1.241
2017/09/24,4.917
2017/09/25,4.305
2017/09/26,0.458
2017/09/27,0.323
2017/09/28,0.196
2017/09/29,5.19
2017/09/30,5.553
2017/10/01,5.379
2017/10/02,11.349
2017/10/03,1.674
2017/10/04,0.737
2017/10/05,0.688
2017/10/06,0.822
2017/10/07,0.263
2017/10/08,0.25
2017/10/09,21.113
2017/10/10,19.881
2017/10/11,13.992
2017/10/12,10.343
2017/10/13,121.975
2017/10/14,101.009
2017/10/15,47.521
2017/10/16,69.999
2017/10/17,58.703
2017/10/18,0.001
2017/10/19,0.001
2017/10/20,0
2017/10/21,0
2017/10/22,0.008
2017/10/23,0.013
2017/10/24,0.01
2017/10/25,0.015
2017/10/26,0
2017/10/27,0
2017/10/28,0
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,0
2017/11/02,0.427
2017/11/03,0.427
2017/11/04,0.427
2017/11/05,0
2017/11/06,0
2017/11/07,0
2017/11/08,0.273
2017/11/09,0.95
2017/11/10,4.699
2017/11/11,4.534
2017/11/12,100.821
2017/11/13,95.112
2017/11/14,52.036
2017/11/15,13.364
2017/11/16,31.898
2017/11/17,35.062
2017/11/18,24.92
2017/11/19,18.701
2017/11/20,7.406
2017/11/21,53.066
2017/11/22,69.55
2017/11/23,0.449
2017/11/24,1.933
2017/11/25,72.295
2017/11/26,76.351
2017/11/27,94.527
2017/11/28,90.656
2017/11/29,34.002
2017/11/30,35.413
2017/12/01,79.912
2017/12/02,21.548
2017/12/03,3.221
2017/12/04,38.21
2017/12/05,54.652
2017/12/06,1338
2017/12/07,1163
2017/12/08,1253
2017/12/09,76.484
2017/12/10,20.147
2017/12/11,3.233
2017/12/12,80.771
2017/12/13,245.521
2017/12/14,385.915
2017/12/15,116.853
2017/12/16,193.642
2017/12/17,64.752
2017/12/18,141.474
2017/12/19,446.87
2017/12/20,1314
2017/12/21,794.759
2017/12/22,35.442
2017/12/23,1746
2017/12/24,2316
2017/12/25,82.687
2017/12/26,50.262
2017/12/27,140.434
2017/12/28,22.254
2017/12/29,1211
2017/12/30,3436
2017/12/31,3236
2018/01/01,4602
2018/01/02,864.433
2018/01/03,6061
2018/01/04,35197
2018/01/05,17471
2018/01/06,19583
2018/01/07,6877
2018/01/08,217.298
2018/01/09,3159
2018/01/10,2551
2018/01/11,622.373
2018/01/12,5260
2018/01/13,5024
2018/01/14,873.351
2018/01/15,3858
2018/01/16,7728
2018/01/17,1031
2018/01/18,1680
2018/01/19,7777
2018/01/20,6053
2018/01/21,4119
2018/01/22,4049
2018/01/23,2499
2018/01/24,76.749
2018/01/25,386.023
2018/01/26,622.621
2018/01/27,612.431
2018/01/28,303.756
2018/01/29,394.708
2018/01/30,456.466
2018/01/31,15.563
2018/02/01,1723
2018/02/02,1404
2018/02/03,2794
2018/02/04,1344
2018/02/05,107.836
2018/02/06,120.207
2018/02/07,25.117
2018/02/08,207.131
2018/02/09,133.569
2018/02/10,23.06
2018/02/11,189.205
2018/02/12,86.685
2018/02/13,36.073
2018/02/14,148.482
2018/02/15,111.676
2018/02/16,37.601
2018/02/17,242.365
2018/02/18,95.325
2018/02/19,18.474
2018/02/20,40.253
2018/02/21,6.45
2018/02/22,5.759
2018/02/23,0.009
2018/02/24,10.519
2018/02/25,9.706
2018/02/26,15.876
2018/02/27,15.57
2018/02/28,19.233
2018/03/01,17.47
2018/03/02,48.984
2018/03/03,18.251
2018/03/04,0.092
2018/03/05,8.444
2018/03/06,19.598
2018/03/07,231.843
2018/03/08,230.408
2018/03/09,218.94
2018/03/10,12.306
2018/03/11,31.15
2018/03/12,5.617
2018/03/13,2.119
2018/03/14,6.69
2018/03/15,7.547
2018/03/16,7.479
2018/03/17,5.828
2018/03/18,0
2018/03/19,1.952
2018/03/20,1.965
2018/03/21,1.777
2018/03/22,5.717
2018/03/23,5.121
2018/03/24,13.541
2018/03/25,20.126
2018/03/26,20.427
2018/03/27,0.95
2018/03/28,0.364
2018/03/29,8.835
2018/03/30,8.838
2018/03/31,16.036
2018/04/01,2.713
2018/04/02,0
2018/04/03,0
2018/04/04,0.028
2018/04/05,0.03
2018/04/06,0
2018/04/07,0
2018/04/08,0
2018/04/09,0.005
2018/04/10,0.042
2018/04/11,0.042
2018/04/12,0.048
2018/04/13,0.006
2018/04/14,0.008
2018/04/15,0.009
2018/04/16,0.013
2018/04/17,0.011
2018/04/18,0.011
2018/04/19,0
2018/04/20,0
2018/04/21,0.001
2018/04/22,0.001
2018/04/23,0.015
2018/04/24,0.011
2018/04/25,0.013
2018/04/26,0.004
2018/04/27,0.001
2018/04/28,0
2018/04/29,0
2018/04/30,0.066
2018/05/01,0.049
2018/05/02,0.016
2018/05/03,0.058
2018/05/04,1985
2018/05/05,1976
2018/05/06,1947
2018/05/07,0.744
2018/05/08,1.005
2018/05/09,0.001
2018/05/10,0.001
2018/05/11,0.016
2018/05/12,0.019
2018/05/13,0.016
2018/05/14,1.007
2018/05/15,0.853
2018/05/16,0.75
2018/05/17,0.004
2018/05/18,0.018
2018/05/19,0.063
2018/05/20,0.079
2018/05/21,0.032
2018/05/22,0.032
2018/05/23,0.031
2018/05/24,0.029
2018/05/25,0.028
2018/05/26,0.027
2018/05/27,0
2018/05/28,0.064
2018/05/29,0.064
2018/05/30,0.056
2018/05/31,0.095
2018/06/01,0.045
2018/06/02,0.099
2018/06/03,0.012
2018/06/04,0.001
2018/06/05,0.001
2018/06/06,0.006
2018/06/07,0.008
2018/06/08,0.008
2018/06/09,0
2018/06/10,0
2018/06/11,0.001
2018/06/12,0.001
2018/06/13,0.001
2018/06/14,0.004
2018/06/15,0.003
2018/06/16,0.003
2018/06/17,0.001
2018/06/18,0
2018/06/19,0
2018/06/20,0
2018/06/21,0
2018/06/22,0.001
2018/06/23,0.001
2018/06/24,0.001
2018/06/25,0
2018/06/26,0
2018/06/27,0
2018/06/28,0
2018/06/29,0.001
2018/06/30,0.001
2018/07/01,0.002
2018/07/02,78.991
2018/07/03,78.991
2018/07/04,81.353
2018/07/05,70.084
2018/07/06,40.296
2018/07/07,21.576
2018/07/08,31.692
2018/07/09,1.685
2018/07/10,0.004
2018/07/11,0
2018/07/12,0
2018/07/13,0
2018/07/14,0.035
2018/07/15,2.833
2018/07/16,2.833
2018/07/17,3.129
2018/07/18,0
2018/07/19,0
2018/07/20,0
2018/07/21,0
2018/07/22,0
2018/07/23,0
2018/07/24,0
2018/07/25,0
2018/07/26,0
2018/07/27,0
2018/07/28,0
2018/07/29,0
2018/07/30,0
2018/07/31,0
2018/08/01,0
2018/08/02,0
2018/08/03,0
2018/08/04,0
2018/08/05,0
2018/08/06,0
2018/08/07,1.301
2018/08/08,100.642
2018/08/09,73.447
2018/08/10,37.849
2018/08/11,54.449
2018/08/12,13.214
2018/08/13,0
2018/08/14,0.001
2018/08/15,0.001
2018/08/16,0.001
2018/08/17,9.488
2018/08/18,9.488
2018/08/19,9.488
2018/08/20,0
2018/08/21,0
2018/08/22,0
2018/08/23,0.001
2018/08/24,0.005
2018/08/25,0.002
2018/08/26,0.003
2018/08/27,0.001
2018/08/28,0.016
2018/08/29,0.015
2018/08/30,0.012
2018/08/31,0.005
2018/09/01,0.008
2018/09/02,0.009
2018/09/03,0
2018/09/04,0.02
2018/09/05,0.023
2018/09/06,0.47
2018/09/07,0.534
2018/09/08,0.672
2018/09/09,0.005
2018/09/10,0.018
2018/09/11,0.013
2018/09/12,0.006
2018/09/13,0.017
2018/09/14,0.015
2018/09/15,0.018
2018/09/16,0.012
2018/09/17,0
2018/09/18,0.004
2018/09/19,0.115
2018/09/20,0.127
2018/09/21,0.782
2018/09/22,0.84
2018/09/23,1.174
2018/09/24,0.199
2018/09/25,0.206
2018/09/26,0.133
2018/09/27,0.175
2018/09/28,0.185
2018/09/29,0.001
2018/09/30,0.095
2018/10/01,0.076
2018/10/02,0.208
2018/10/03,0.358
2018/10/04,0.014
2018/10/05,0
2018/10/06,0
2018/10/07,0
2018/10/08,0
2018/10/09,0
2018/10/10,0.004
2018/10/11,0.003
2018/10/12,0.003
2018/10/13,0
2018/10/14,0
2018/10/15,0.002
2018/10/16,0.002
2018/10/17,0.002
2018/10/18,0
2018/10/19,0
2018/10/20,0
2018/10/21,0
2018/10/22,0
2018/10/23,0
2018/10/24,0.102
2018/10/25,0.079
2018/10/26,0.052
2018/10/27,0.011
2018/10/28,0.011
2018/10/29,0
2018/10/30,0
2018/10/31,0
2018/11/01,0
2018/11/02,0
2018/11/03,0
2018/11/04,0
2018/11/05,0.002
2018/11/06,0.002
2018/11/07,0.002
2018/11/08,0
2018/11/09,0.01
2018/11/10,0.009
2018/11/11,0.009
2018/11/12,0
2018/11/13,0
2018/11/14,0.01
2018/11/15,0.051
2018/11/16,0.055
2018/11/17,0.073
2018/11/18,0
2018/11/19,0.212
2018/11/20,0.187
2018/11/21,0.187
2018/11/22,0.004
2018/11/23,0
2018/11/24,0
2018/11/25,0.001
2018/11/26,0.001
2018/11/27,0.001
2018/11/28,0
2018/11/29,0
2018/11/30,0.003
2018/12/01,0.003
2018/12/02,0.003
2018/12/03,0
2018/12/04,0
2018/12/05,0
2018/12/06,0
2018/12/07,0.002
2018/12/08,0.001
2018/12/09,0.001
2018/12/10,0
2018/12/11,0
2018/12/12,0
2018/12/13,0
2018/12/14,0
2018/12/15,0
2018/12/16,0
2018/12/17,0
2018/12/18,0
2018/12/19,0
2018/12/20,0
2018/12/21,0
2018/12/22,0
2018/12/23,0
2018/12/24,0
2018/12/25,0
2018/12/26,0
2018/12/27,0
2018/12/28,0
2018/12/29,0
2018/12/30,0.004
2018/12/31,0.004
2019/01/01,0.004
2019/01/02,0
2019/01/03,0
2019/01/04,0
2019/01/05,0
2019/01/06,0
2019/01/07,0
2019/01/08,0
2019/01/09,0
2019/01/10,0
2019/01/11,0
2019/01/12,0
2019/01/13,0
2019/01/14,0.013
2019/01/15,0.01
2019/01/16,0.01
2019/01/17,0.006
2019/01/18,0
2019/01/19,0
2019/01/20,0
2019/01/21,0
2019/01/22,0
2019/01/23,0
2019/01/24,0
2019/01/25,0
2019/01/26,0
2019/01/27,0
2019/01/28,0.001
2019/01/29,0.001
2019/01/30,0.001
2019/01/31,0
2019/02/01,0
2019/02/02,0
2019/02/03,0
2019/02/04,0
2019/02/05,0
2019/02/06,0
2019/02/07,0
2019/02/08,0
2019/02/09,0
2019/02/10,0
2019/02/11,0
2019/02/12,0
2019/02/13,0
2019/02/14,0
2019/02/15,0
2019/02/16,0
2019/02/17,0
2019/02/18,0
2019/02/19,0
2019/02/20,0
2019/02/21,0
2019/02/22,0
2019/02/23,0
2019/02/24,0
2019/02/25,0
2019/02/26,0
2019/02/27,0
2019/02/28,0
2019/03/01,0
2019/03/02,0
2019/03/03,0
2019/03/04,0
2019/03/05,0
2019/03/06,0
2019/03/07,0
2019/03/08,0
2019/03/09,0
2019/03/10,0
2019/03/11,0
2019/03/12,0
2019/03/13,0
2019/03/14,0
2019/03/15,0
2019/03/16,0
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0
2019/04/08,0
2019/04/09,0
2019/04/10,0
2019/04/11,0
2019/04/12,0.001
2019/04/13,0.001
2019/04/14,0.001
2019/04/15,0
2019/04/16,0
2019/04/17,0
2019/04/18,0
2019/04/19,0
2019/04/20,0
2019/04/21,0
2019/04/22,0
2019/04/23,0
2019/04/24,0
2019/04/25,0
2019/04/26,0
2019/04/27,0
2019/04/28,0
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0.001
2019/05/17,0.001
2019/05/18,0.001
2019/05/19,0
2019/05/20,0
2019/05/21,0
2019/05/22,0
2019/05/23,0
2019/05/24,0
2019/05/25,0
2019/05/26,0
2019/05/27,0
2019/05/28,0
2019/05/29,0
2019/05/30,0
2019/05/31,0
2019/06/01,0
2019/06/02,0
2019/06/03,0
2019/06/04,0
2019/06/05,0
2019/06/06,0
2019/06/07,0
2019/06/08,0
2019/06/09,0
2019/06/10,0
2019/06/11,0
2019/06/12,0.008
2019/06/13,0.008
2019/06/14,0.008
2019/06/15,0
2019/06/16,0.008
2019/06/17,0.008
2019/06/18,0.008
2019/06/19,0
2019/06/20,0
2019/06/21,0
2019/06/22,0
2019/06/23,0
2019/06/24,0
2019/06/25,0
2019/06/26,0
2019/06/27,0
2019/06/28,0
2019/06/29,0
2019/06/30,0
2019/07/01,0
2019/07/02,0
2019/07/03,0
2019/07/04,0
2019/07/05,0
2019/07/06,0
2019/07/07,0
2019/07/08,0
2019/07/09,0
2019/07/10,0
2019/07/11,0
2019/07/12,0
2019/07/13,0
2019/07/14,0
2019/07/15,0
2019/07/16,0
2019/07/17,0
2019/07/18,0
2019/07/19,0
2019/07/20,0
2019/07/21,0
2019/07/22,0
2019/07/23,0
2019/07/24,0
2019/07/25,0
2019/07/26,0
2019/07/27,0
2019/07/28,0
2019/07/29,0
2019/07/30,0
2019/07/31,0
2019/08/01,0
2019/08/02,0
2019/08/03,0
2019/08/04,0
2019/08/05,0
2019/08/06,0
2019/08/07,0
2019/08/08,0
2019/08/09,0
2019/08/10,0
2019/08/11,0
2019/08/12,0
2019/08/13,0
2019/08/14,0
2019/08/15,0
2019/08/16,0
2019/08/17,0
2019/08/18,0
2019/08/19,0
2019/08/20,0
2019/08/21,0
2019/08/22,0
2019/08/23,0
2019/08/24,0
2019/08/25,0
2019/08/26,0
2019/08/27,0
