Date,difficulty90rsi
2016/01/01,62.367
2016/01/02,60.956
2016/01/03,61.321
2016/01/04,61.369
2016/01/05,61.269
2016/01/06,61.531
2016/01/07,60.774
2016/01/08,60.984
2016/01/09,61.282
2016/01/10,60.936
2016/01/11,62.045
2016/01/12,62.182
2016/01/13,60.729
2016/01/14,61.295
2016/01/15,61.872
2016/01/16,62.32
2016/01/17,61.841
2016/01/18,62.675
2016/01/19,62.855
2016/01/20,62.406
2016/01/21,62.804
2016/01/22,63.435
2016/01/23,63.772
2016/01/24,63.928
2016/01/25,64.335
2016/01/26,64.907
2016/01/27,65.326
2016/01/28,63.955
2016/01/29,64.828
2016/01/30,64.802
2016/01/31,64.144
2016/02/01,64.592
2016/02/02,63.709
2016/02/03,64.082
2016/02/04,64.598
2016/02/05,64.723
2016/02/06,63.6
2016/02/07,63.975
2016/02/08,64.949
2016/02/09,63.898
2016/02/10,64.71
2016/02/11,65.347
2016/02/12,63.812
2016/02/13,64.843
2016/02/14,65.571
2016/02/15,66.24
2016/02/16,65.631
2016/02/17,65.677
2016/02/18,63.864
2016/02/19,64.72
2016/02/20,65.011
2016/02/21,65.268
2016/02/22,66.092
2016/02/23,66.687
2016/02/24,66.153
2016/02/25,65.987
2016/02/26,66.793
2016/02/27,67.633
2016/02/28,67.908
2016/02/29,68.223
2016/03/01,66.619
2016/03/02,67.478
2016/03/03,68.41
2016/03/04,69.205
2016/03/05,69.678
2016/03/06,70.862
2016/03/07,70.294
2016/03/08,70.731
2016/03/09,71.22
2016/03/10,71.401
2016/03/11,72.251
2016/03/12,73.403
2016/03/13,73.959
2016/03/14,73.694
2016/03/15,66.552
2016/03/16,66.82
2016/03/17,67.158
2016/03/18,67.494
2016/03/19,67.939
2016/03/20,68.885
2016/03/21,68.475
2016/03/22,68.837
2016/03/23,66.758
2016/03/24,68.019
2016/03/25,69.24
2016/03/26,69.83
2016/03/27,70.425
2016/03/28,69.907
2016/03/29,70.685
2016/03/30,70.999
2016/03/31,72.045
2016/04/01,71.701
2016/04/02,71.14
2016/04/03,71.892
2016/04/04,72.772
2016/04/05,73.183
2016/04/06,73.089
2016/04/07,70.659
2016/04/08,72.032
2016/04/09,72.64
2016/04/10,72.843
2016/04/11,72.68
2016/04/12,70.633
2016/04/13,71.644
2016/04/14,71.902
2016/04/15,72.537
2016/04/16,73.003
2016/04/17,71.593
2016/04/18,72.648
2016/04/19,73.041
2016/04/20,73.139
2016/04/21,73.685
2016/04/22,71.367
2016/04/23,72.248
2016/04/24,71.724
2016/04/25,72.426
2016/04/26,72.365
2016/04/27,71.556
2016/04/28,72.275
2016/04/29,72.746
2016/04/30,73.496
2016/05/01,74.031
2016/05/02,69.975
2016/05/03,71.33
2016/05/04,71.334
2016/05/05,70.823
2016/05/06,70.972
2016/05/07,70.975
2016/05/08,71.248
2016/05/09,71.547
2016/05/10,72.122
2016/05/11,70.604
2016/05/12,70.204
2016/05/13,71.749
2016/05/14,71.77
2016/05/15,71.951
2016/05/16,72.127
2016/05/17,70.564
2016/05/18,71.546
2016/05/19,72.585
2016/05/20,72.913
2016/05/21,73.283
2016/05/22,72.303
2016/05/23,72.474
2016/05/24,72.951
2016/05/25,72.804
2016/05/26,73.374
2016/05/27,73.029
2016/05/28,73.608
2016/05/29,74.142
2016/05/30,73.769
2016/05/31,73.883
2016/06/01,71.32
2016/06/02,71.882
2016/06/03,73.113
2016/06/04,73.118
2016/06/05,72.932
2016/06/06,73.163
2016/06/07,73.693
2016/06/08,73.132
2016/06/09,74.406
2016/06/10,72.455
2016/06/11,72.389
2016/06/12,72.699
2016/06/13,73.667
2016/06/14,73.927
2016/06/15,73.976
2016/06/16,73.902
2016/06/17,71.962
2016/06/18,68.242
2016/06/19,70.401
2016/06/20,71.311
2016/06/21,69.842
2016/06/22,70.371
2016/06/23,71.602
2016/06/24,70.796
2016/06/25,71.119
2016/06/26,71.338
2016/06/27,72.018
2016/06/28,72.266
2016/06/29,71.183
2016/06/30,71.212
2016/07/01,71.336
2016/07/02,71.992
2016/07/03,72.524
2016/07/04,72.141
2016/07/05,72.601
2016/07/06,70.961
2016/07/07,71.272
2016/07/08,71.349
2016/07/09,69.63
2016/07/10,70.639
2016/07/11,71.014
2016/07/12,71.236
2016/07/13,71.289
2016/07/14,71.271
2016/07/15,69.966
2016/07/16,69.826
2016/07/17,70.33
2016/07/18,70.409
2016/07/19,70.712
2016/07/20,69.024
2016/07/21,69.444
2016/07/22,69.254
2016/07/23,69.854
2016/07/24,69.912
2016/07/25,66.731
2016/07/26,66.142
2016/07/27,60.242
2016/07/28,62.62
2016/07/29,62.147
2016/07/30,61.74
2016/07/31,61.568
2016/08/01,61.533
2016/08/02,58.454
2016/08/03,56.749
2016/08/04,58.15
2016/08/05,59.351
2016/08/06,59.118
2016/08/07,59.425
2016/08/08,60.077
2016/08/09,61.074
2016/08/10,62.11
2016/08/11,62.711
2016/08/12,62.64
2016/08/13,62.354
2016/08/14,62.464
2016/08/15,62.151
2016/08/16,63.144
2016/08/17,63.059
2016/08/18,62.77
2016/08/19,63.419
2016/08/20,63.885
2016/08/21,63.599
