Date,activeaddresses3mom
2016/04/13,484
2016/04/14,699
2016/04/15,-497
2016/04/16,-1155
2016/04/17,227
2016/04/18,862
2016/04/19,733
2016/04/20,308
2016/04/21,107
2016/04/22,-3
2016/04/23,-518
2016/04/24,291
2016/04/25,428
2016/04/26,754
2016/04/27,140
2016/04/28,-234
2016/04/29,2171
2016/04/30,8207
2016/05/01,3233
2016/05/02,3900
2016/05/03,-5317
2016/05/04,-455
2016/05/05,-3388
2016/05/06,-375
2016/05/07,-364
2016/05/08,1279
2016/05/09,2059
2016/05/10,1734
2016/05/11,2105
2016/05/12,1669
2016/05/13,4814
2016/05/14,42
2016/05/15,-1259
2016/05/16,-4999
2016/05/17,-476
2016/05/18,3564
2016/05/19,3923
2016/05/20,562
2016/05/21,-3310
2016/05/22,-4041
2016/05/23,1504
2016/05/24,1063
2016/05/25,3449
2016/05/26,5796
2016/05/27,4205
2016/05/28,13984
2016/05/29,-5697
2016/05/30,-4410
2016/05/31,-13650
2016/06/01,-1910
2016/06/02,-594
2016/06/03,-1953
2016/06/04,-1447
2016/06/05,-941
2016/06/06,471
2016/06/07,1214
2016/06/08,1572
2016/06/09,-301
2016/06/10,376
2016/06/11,-3963
2016/06/12,1575
2016/06/13,4657
2016/06/14,8706
2016/06/15,962
2016/06/16,-4067
2016/06/17,6344
2016/06/18,7006
2016/06/19,4633
2016/06/20,-7614
2016/06/21,-5231
2016/06/22,996
2016/06/23,-1764
2016/06/24,-1729
2016/06/25,-6570
2016/06/26,1452
2016/06/27,-1268
2016/06/28,3424
2016/06/29,-1455
2016/06/30,719
2016/07/01,-2206
2016/07/02,-566
2016/07/03,-526
2016/07/04,1191
2016/07/05,630
2016/07/06,390
2016/07/07,-653
2016/07/08,131
2016/07/09,-139
2016/07/10,-237
2016/07/11,-1078
2016/07/12,604
2016/07/13,-2427
2016/07/14,1200
2016/07/15,-180
2016/07/16,1900
2016/07/17,-4874
2016/07/18,-1897
2016/07/19,6044
2016/07/20,10008
2016/07/21,5178
2016/07/22,877
2016/07/23,-2388
2016/07/24,7519
2016/07/25,1709
2016/07/26,12574
2016/07/27,1551
2016/07/28,399
2016/07/29,-11217
2016/07/30,-10274
2016/07/31,-4295
2016/08/01,-688
2016/08/02,995
2016/08/03,574
2016/08/04,117
2016/08/05,-987
2016/08/06,-3508
2016/08/07,-2716
2016/08/08,-121
2016/08/09,3958
2016/08/10,1217
2016/08/11,3360
2016/08/12,-3441
2016/08/13,-2107
2016/08/14,-4403
2016/08/15,400
2016/08/16,4070
2016/08/17,807
2016/08/18,-379
2016/08/19,-2750
2016/08/20,-26
2016/08/21,501
2016/08/22,-574
2016/08/23,2127
2016/08/24,-202
2016/08/25,2678
2016/08/26,-1663
2016/08/27,758
2016/08/28,-1794
2016/08/29,1257
2016/08/30,-138
2016/08/31,2305
2016/09/01,1458
2016/09/02,1983
2016/09/03,-2124
2016/09/04,-2724
2016/09/05,-2115
2016/09/06,505
2016/09/07,-946
2016/09/08,3154
2016/09/09,-471
2016/09/10,631
2016/09/11,-2622
2016/09/12,861
2016/09/13,755
2016/09/14,-107
2016/09/15,30
2016/09/16,1484
2016/09/17,924
2016/09/18,-2170
2016/09/19,-1915
2016/09/20,6724
2016/09/21,2546
2016/09/22,-3448
2016/09/23,-10347
2016/09/24,-3389
2016/09/25,979
2016/09/26,-482
2016/09/27,-891
2016/09/28,779
2016/09/29,1004
2016/09/30,558
2016/10/01,682
2016/10/02,2189
2016/10/03,551
2016/10/04,-5785
2016/10/05,-6201
2016/10/06,-4097
2016/10/07,5832
2016/10/08,3268
2016/10/09,6163
2016/10/10,2287
2016/10/11,-493
2016/10/12,-12419
2016/10/13,-16998
2016/10/14,-2463
2016/10/15,1489
2016/10/16,8556
2016/10/17,1314
2016/10/18,11915
2016/10/19,-1099
2016/10/20,5181
2016/10/21,5784
2016/10/22,6009
2016/10/23,-4462
2016/10/24,-8727
2016/10/25,329
2016/10/26,1716
2016/10/27,-268
2016/10/28,105
2016/10/29,-2115
2016/10/30,-4322
2016/10/31,2691
2016/11/01,3268
2016/11/02,6039
2016/11/03,-2726
2016/11/04,-8944
2016/11/05,-4361
2016/11/06,-5449
2016/11/07,6603
2016/11/08,372
2016/11/09,3818
2016/11/10,-3102
2016/11/11,835
2016/11/12,-1363
2016/11/13,3153
2016/11/14,-2583
2016/11/15,756
2016/11/16,-2953
2016/11/17,84
2016/11/18,-726
2016/11/19,51
2016/11/20,894
2016/11/21,-461
2016/11/22,14453
2016/11/23,23149
2016/11/24,-2344
2016/11/25,-3038
2016/11/26,-26751
2016/11/27,555
2016/11/28,-11257
2016/11/29,1318
2016/11/30,1263
2016/12/01,-1887
2016/12/02,2171
2016/12/03,1364
2016/12/04,1996
2016/12/05,-865
2016/12/06,2187
2016/12/07,-1614
2016/12/08,-849
2016/12/09,-3066
2016/12/10,162
2016/12/11,502
2016/12/12,-26
2016/12/13,-235
2016/12/14,1362
2016/12/15,1550
2016/12/16,1976
2016/12/17,-1670
2016/12/18,-4330
2016/12/19,1146
2016/12/20,2910
2016/12/21,3740
2016/12/22,6121
2016/12/23,-379
2016/12/24,-1941
2016/12/25,-10401
2016/12/26,-4387
2016/12/27,-1083
2016/12/28,1859
2016/12/29,2900
2016/12/30,1207
2016/12/31,1330
2017/01/01,-2728
2017/01/02,-195
2017/01/03,-1117
2017/01/04,7302
2017/01/05,5835
2017/01/06,3699
2017/01/07,-3167
2017/01/08,-4952
2017/01/09,-267
2017/01/10,-367
2017/01/11,1868
2017/01/12,-625
2017/01/13,-668
2017/01/14,-2612
2017/01/15,-2442
2017/01/16,1856
2017/01/17,2760
2017/01/18,844
2017/01/19,-1115
2017/01/20,232
2017/01/21,212
2017/01/22,-535
2017/01/23,-1541
2017/01/24,1331
2017/01/25,-436
2017/01/26,-402
2017/01/27,-1848
2017/01/28,-411
2017/01/29,-1004
2017/01/30,560
2017/01/31,552
2017/02/01,1652
2017/02/02,524
2017/02/03,293
2017/02/04,964
2017/02/05,1224
2017/02/06,1195
2017/02/07,-267
2017/02/08,-222
2017/02/09,470
2017/02/10,1596
2017/02/11,-1663
2017/02/12,-577
2017/02/13,2224
2017/02/14,5193
2017/02/15,4449
2017/02/16,-848
2017/02/17,-1542
2017/02/18,-744
2017/02/19,-1324
2017/02/20,959
2017/02/21,-597
2017/02/22,1014
2017/02/23,-1374
2017/02/24,2373
2017/02/25,974
2017/02/26,1548
2017/02/27,378
2017/02/28,6944
2017/03/01,7605
2017/03/02,14148
2017/03/03,4223
2017/03/04,-187
2017/03/05,-10370
2017/03/06,-3293
2017/03/07,-2508
2017/03/08,-401
2017/03/09,1771
2017/03/10,4027
2017/03/11,4584
2017/03/12,3718
2017/03/13,17068
2017/03/14,8620
2017/03/15,7600
2017/03/16,14764
2017/03/17,20787
2017/03/18,6861
2017/03/19,-19924
2017/03/20,-17481
2017/03/21,-5422
2017/03/22,-1666
2017/03/23,-3111
2017/03/24,5013
2017/03/25,4272
2017/03/26,-828
2017/03/27,-4248
2017/03/28,-2023
2017/03/29,4953
2017/03/30,9936
2017/03/31,18711
2017/04/01,-3302
2017/04/02,-6157
2017/04/03,-2627
2017/04/04,6266
2017/04/05,-816
2017/04/06,-2026
2017/04/07,-4197
2017/04/08,-9957
2017/04/09,-20998
2017/04/10,-2880
2017/04/11,1697
2017/04/12,6727
2017/04/13,4789
2017/04/14,3924
2017/04/15,-2801
2017/04/16,-11271
2017/04/17,-6152
2017/04/18,4960
2017/04/19,11133
2017/04/20,11498
2017/04/21,-5102
2017/04/22,-6737
2017/04/23,-8634
2017/04/24,5461
2017/04/25,5607
2017/04/26,11387
2017/04/27,18863
2017/04/28,12627
2017/04/29,907
2017/04/30,-8755
2017/05/01,9079
2017/05/02,10239
2017/05/03,82
2017/05/04,5619
2017/05/05,6872
2017/05/06,2160
2017/05/07,-5034
2017/05/08,7897
2017/05/09,13850
2017/05/10,1595
2017/05/11,-3680
2017/05/12,-7028
2017/05/13,-11688
2017/05/14,-12385
2017/05/15,7419
2017/05/16,15294
2017/05/17,4613
2017/05/18,12487
2017/05/19,31763
2017/05/20,8074
2017/05/21,717
2017/05/22,3957
2017/05/23,42092
2017/05/24,30055
2017/05/25,7614
2017/05/26,-9290
2017/05/27,-25213
2017/05/28,-27367
2017/05/29,-12062
2017/05/30,15343
2017/05/31,29008
2017/06/01,38023
2017/06/02,5553
2017/06/03,-6140
2017/06/04,-21209
2017/06/05,9560
2017/06/06,21904
2017/06/07,15660
2017/06/08,-913
2017/06/09,5346
2017/06/10,16453
2017/06/11,42753
2017/06/12,68321
2017/06/13,51979
2017/06/14,13715
2017/06/15,-22877
2017/06/16,-33356
2017/06/17,-17382
2017/06/18,-18526
2017/06/19,23608
2017/06/20,26756
2017/06/21,-13100
2017/06/22,15116
2017/06/23,11550
2017/06/24,23382
2017/06/25,-50845
2017/06/26,34825
2017/06/27,1918
2017/06/28,32589
2017/06/29,-54620
2017/06/30,-4888
2017/07/01,-17786
2017/07/02,-9936
2017/07/03,23646
2017/07/04,22698
2017/07/05,6979
2017/07/06,-24445
2017/07/07,10082
2017/07/08,-19996
2017/07/09,-26467
2017/07/10,-3107
2017/07/11,33548
2017/07/12,36599
2017/07/13,-36750
2017/07/14,-29258
2017/07/15,-30357
2017/07/16,-1374
2017/07/17,728
2017/07/18,21596
2017/07/19,18221
2017/07/20,9509
2017/07/21,-13785
2017/07/22,-40113
2017/07/23,8970
2017/07/24,4494
2017/07/25,22153
2017/07/26,-32629
2017/07/27,-10906
2017/07/28,2406
2017/07/29,-11725
2017/07/30,-10095
2017/07/31,20718
2017/08/01,12304
2017/08/02,12374
2017/08/03,-29024
2017/08/04,22523
2017/08/05,13324
2017/08/06,14621
2017/08/07,12027
2017/08/08,41476
2017/08/09,20650
2017/08/10,40553
2017/08/11,15123
2017/08/12,22722
2017/08/13,-15501
2017/08/14,42597
2017/08/15,52263
2017/08/16,56923
2017/08/17,2849
2017/08/18,21880
2017/08/19,-32044
2017/08/20,-75240
2017/08/21,-36838
2017/08/22,-10180
2017/08/23,48960
2017/08/24,-25724
2017/08/25,11225
2017/08/26,-58928
2017/08/27,-27484
2017/08/28,-5613
2017/08/29,70319
2017/08/30,68673
2017/08/31,43903
2017/09/01,-1327
2017/09/02,-45109
2017/09/03,-76546
2017/09/04,40584
2017/09/05,68629
2017/09/06,110826
2017/09/07,-28017
2017/09/08,-11063
2017/09/09,-65082
2017/09/10,-62334
2017/09/11,-38148
2017/09/12,36079
2017/09/13,32878
2017/09/14,25601
2017/09/15,26827
2017/09/16,-11062
2017/09/17,-76222
2017/09/18,-55774
2017/09/19,-3231
2017/09/20,27159
2017/09/21,-42876
2017/09/22,-51192
2017/09/23,-47133
2017/09/24,-27283
2017/09/25,23368
2017/09/26,20586
2017/09/27,17279
2017/09/28,12977
2017/09/29,25841
2017/09/30,-8593
2017/10/01,-37115
2017/10/02,-16668
2017/10/03,18424
2017/10/04,15313
2017/10/05,-3660
2017/10/06,-13123
2017/10/07,-7539
2017/10/08,-8040
2017/10/09,3464
2017/10/10,47442
2017/10/11,33139
2017/10/12,27420
2017/10/13,24847
2017/10/14,-9031
2017/10/15,-22619
2017/10/16,-49347
2017/10/17,48968
2017/10/18,32511
2017/10/19,20498
2017/10/20,-12464
2017/10/21,2940
2017/10/22,27163
2017/10/23,-496
2017/10/24,16398
2017/10/25,-23661
2017/10/26,-9134
2017/10/27,-18428
2017/10/28,-230992
2017/10/29,-240118
2017/10/30,-237031
2017/10/31,268499
2017/11/01,283850
2017/11/02,319155
2017/11/03,-471
2017/11/04,-71591
2017/11/05,-111899
2017/11/06,-20877
2017/11/07,37470
2017/11/08,64786
2017/11/09,31346
2017/11/10,25030
2017/11/11,-36779
2017/11/12,-4100
2017/11/13,-12858
2017/11/14,52913
2017/11/15,57333
2017/11/16,30809
2017/11/17,24324
2017/11/18,-60448
2017/11/19,-15530
2017/11/20,3500
2017/11/21,50570
2017/11/22,50642
2017/11/23,11080
2017/11/24,-4580
2017/11/25,-14453
2017/11/26,-10289
2017/11/27,66930
2017/11/28,92854
2017/11/29,127617
2017/11/30,35777
2017/12/01,-23253
2017/12/02,-53167
2017/12/03,6302
2017/12/04,48969
2017/12/05,30094
2017/12/06,168055
2017/12/07,-24991
2017/12/08,46402
2017/12/09,-155465
2017/12/10,13648
2017/12/11,51291
2017/12/12,137768
2017/12/13,204792
2017/12/14,153103
2017/12/15,34931
2017/12/16,-31014
2017/12/17,-78497
2017/12/18,89207
2017/12/19,201685
2017/12/20,163787
2017/12/21,126268
2017/12/22,40445
2017/12/23,-102934
2017/12/24,-317930
2017/12/25,-323229
2017/12/26,-82578
2017/12/27,130605
2017/12/28,160190
2017/12/29,244821
2017/12/30,255274
2017/12/31,-12170
2018/01/01,-169622
2018/01/02,-29272
2018/01/03,315730
2018/01/04,471358
2018/01/05,169477
2018/01/06,-13040
2018/01/07,-246719
2018/01/08,-95847
2018/01/09,35604
2018/01/10,64533
2018/01/11,3712
2018/01/12,-143326
2018/01/13,-49828
2018/01/14,-141095
2018/01/15,89248
2018/01/16,121731
2018/01/17,200788
2018/01/18,-4930
2018/01/19,-262718
2018/01/20,-355967
2018/01/21,-174535
2018/01/22,-31138
2018/01/23,21732
2018/01/24,-121663
2018/01/25,-213167
2018/01/26,11464
2018/01/27,-65040
2018/01/28,108844
2018/01/29,-12593
2018/01/30,54704
2018/01/31,17442
2018/02/01,60842
2018/02/02,77696
2018/02/03,-72033
2018/02/04,-186427
2018/02/05,-101695
2018/02/06,73033
2018/02/07,17738
2018/02/08,-172839
2018/02/09,-99854
2018/02/10,13801
2018/02/11,61137
2018/02/12,44551
2018/02/13,-85805
2018/02/14,4527
2018/02/15,-57407
2018/02/16,-40010
2018/02/17,-46586
2018/02/18,-52452
2018/02/19,77755
2018/02/20,124767
2018/02/21,64210
2018/02/22,-38949
2018/02/23,-132151
2018/02/24,-138339
2018/02/25,-89423
2018/02/26,33863
2018/02/27,58210
2018/02/28,71554
2018/03/01,-47180
2018/03/02,-5354
2018/03/03,-83555
2018/03/04,-82323
2018/03/05,-183
2018/03/06,59165
2018/03/07,187842
2018/03/08,-19044
2018/03/09,-36655
2018/03/10,-169979
2018/03/11,-86039
2018/03/12,-13040
2018/03/13,30777
2018/03/14,103104
2018/03/15,17103
2018/03/16,-17491
2018/03/17,-91691
2018/03/18,-19786
2018/03/19,46549
2018/03/20,37768
2018/03/21,21327
2018/03/22,-47306
2018/03/23,70554
2018/03/24,-10438
2018/03/25,-72705
2018/03/26,-71169
2018/03/27,-44712
2018/03/28,25152
2018/03/29,-20114
2018/03/30,26199
2018/03/31,-1583
2018/04/01,-53983
2018/04/02,-33584
2018/04/03,49582
2018/04/04,52006
2018/04/05,72672
2018/04/06,9014
2018/04/07,-23312
2018/04/08,-50601
2018/04/09,3952
2018/04/10,19534
2018/04/11,-2660
2018/04/12,25796
2018/04/13,72807
2018/04/14,-4699
2018/04/15,-47120
2018/04/16,-40551
2018/04/17,52052
2018/04/18,24735
2018/04/19,45345
2018/04/20,43697
2018/04/21,68641
2018/04/22,45645
2018/04/23,55265
2018/04/24,53099
2018/04/25,-16029
2018/04/26,-58382
2018/04/27,-89077
2018/04/28,-33970
2018/04/29,-46487
2018/04/30,25343
2018/05/01,-17873
2018/05/02,56430
2018/05/03,51392
2018/05/04,333718
2018/05/05,27218
2018/05/06,-41973
2018/05/07,-246242
2018/05/08,26834
2018/05/09,69644
2018/05/10,33047
2018/05/11,-2897
2018/05/12,1014
2018/05/13,-23718
2018/05/14,13947
2018/05/15,-18295
2018/05/16,32897
2018/05/17,39040
2018/05/18,44404
2018/05/19,61380
2018/05/20,-40098
2018/05/21,-44196
2018/05/22,-53084
2018/05/23,31738
2018/05/24,28616
2018/05/25,-30650
2018/05/26,-45042
2018/05/27,-5950
2018/05/28,73071
2018/05/29,31716
2018/05/30,2876
2018/05/31,-56605
2018/06/01,-65871
2018/06/02,-31889
2018/06/03,8255
2018/06/04,32283
2018/06/05,-14993
2018/06/06,-54866
2018/06/07,-11398
2018/06/08,-42040
2018/06/09,-377577
2018/06/10,-505250
2018/06/11,39740
2018/06/12,329921
2018/06/13,472109
2018/06/14,-32780
2018/06/15,42482
2018/06/16,-82889
2018/06/17,-37867
2018/06/18,-52170
2018/06/19,80311
2018/06/20,62516
2018/06/21,42153
2018/06/22,22017
2018/06/23,-44568
2018/06/24,-34358
2018/06/25,80864
2018/06/26,4921
2018/06/27,25301
2018/06/28,-85870
2018/06/29,22156
2018/06/30,-155766
2018/07/01,-245768
2018/07/02,-187758
2018/07/03,-26889
2018/07/04,39176
2018/07/05,32014
2018/07/06,-11835
2018/07/07,-11863
2018/07/08,19219
2018/07/09,92529
2018/07/10,102553
2018/07/11,11016
2018/07/12,-48240
2018/07/13,-80570
2018/07/14,-74560
2018/07/15,-42633
2018/07/16,143562
2018/07/17,171081
2018/07/18,246134
2018/07/19,41923
2018/07/20,-20025
2018/07/21,-148871
2018/07/22,-37831
2018/07/23,66392
2018/07/24,145374
2018/07/25,87913
2018/07/26,-11726
2018/07/27,3369
2018/07/28,-56760
2018/07/29,1568
2018/07/30,-19137
2018/07/31,18453
2018/08/01,9798
2018/08/02,-37079
2018/08/03,17810
2018/08/04,-45949
2018/08/05,-34955
2018/08/06,-57510
2018/08/07,-37918
2018/08/08,-74003
2018/08/09,-87734
2018/08/10,-404364
2018/08/11,-355769
2018/08/12,-359896
2018/08/13,445307
2018/08/14,421659
2018/08/15,404957
2018/08/16,4361
2018/08/17,-45311
2018/08/18,-28179
2018/08/19,-81679
2018/08/20,42833
2018/08/21,-14131
2018/08/22,6826
2018/08/23,-54103
2018/08/24,10644
2018/08/25,-5630
2018/08/26,17207
2018/08/27,31055
2018/08/28,27037
2018/08/29,-55562
2018/08/30,-46556
2018/08/31,-42038
2018/09/01,74915
2018/09/02,60901
2018/09/03,63292
2018/09/04,-20960
2018/09/05,-25688
2018/09/06,-44077
2018/09/07,-7552
2018/09/08,-40052
2018/09/09,-19613
2018/09/10,-21736
2018/09/11,-24367
2018/09/12,-22818
2018/09/13,-7634
2018/09/14,-12565
2018/09/15,-58457
2018/09/16,-74166
2018/09/17,14886
2018/09/18,19766
2018/09/19,12192
2018/09/20,-28517
2018/09/21,27722
2018/09/22,-2737
2018/09/23,-21898
2018/09/24,-39279
2018/09/25,20824
2018/09/26,-1741
2018/09/27,12687
2018/09/28,-1090
2018/09/29,-25003
2018/09/30,2897
2018/10/01,-18549
2018/10/02,19800
2018/10/03,37776
2018/10/04,63096
2018/10/05,91653
2018/10/06,53824
2018/10/07,-37159
2018/10/08,-38122
2018/10/09,-56944
2018/10/10,2034
2018/10/11,6441
2018/10/12,-10137
2018/10/13,17112
2018/10/14,-17175
2018/10/15,33036
2018/10/16,36866
2018/10/17,49206
2018/10/18,-5007
2018/10/19,-17764
2018/10/20,-30512
2018/10/21,-35111
2018/10/22,19466
2018/10/23,13269
2018/10/24,31196
2018/10/25,-26393
2018/10/26,-2184
2018/10/27,-30578
2018/10/28,-21109
2018/10/29,33146
2018/10/30,63740
2018/10/31,53299
2018/11/01,-30907
2018/11/02,-72517
2018/11/03,-74818
2018/11/04,-48922
2018/11/05,40222
2018/11/06,37092
2018/11/07,14879
2018/11/08,-38090
2018/11/09,-583
2018/11/10,-9432
2018/11/11,37756
2018/11/12,5661
2018/11/13,19085
2018/11/14,-7120
2018/11/15,-8507
2018/11/16,-9266
2018/11/17,-44632
2018/11/18,-49130
2018/11/19,60245
2018/11/20,65266
2018/11/21,35417
2018/11/22,-70739
2018/11/23,-49275
2018/11/24,-43968
2018/11/25,-1436
2018/11/26,-879
2018/11/27,23668
2018/11/28,25127
2018/11/29,-16591
2018/11/30,24865
2018/12/01,-49084
2018/12/02,-23636
2018/12/03,-25234
2018/12/04,7644
2018/12/05,43298
2018/12/06,12860
2018/12/07,39091
2018/12/08,27254
2018/12/09,-1883
2018/12/10,2121
2018/12/11,-44180
2018/12/12,-10927
2018/12/13,-31122
2018/12/14,2709
2018/12/15,14214
2018/12/16,30340
2018/12/17,16501
2018/12/18,-13299
2018/12/19,-3764
2018/12/20,10931
2018/12/21,21312
2018/12/22,-57851
2018/12/23,-30366
2018/12/24,14770
2018/12/25,28084
2018/12/26,11001
2018/12/27,-24581
2018/12/28,32991
2018/12/29,8589
2018/12/30,-27923
2018/12/31,-28107
2019/01/01,-45912
2019/01/02,31470
2019/01/03,32276
2019/01/04,31160
2019/01/05,-26522
2019/01/06,-45109
2019/01/07,21511
2019/01/08,46540
2019/01/09,41035
2019/01/10,3
2019/01/11,-26060
2019/01/12,-79132
2019/01/13,-55671
2019/01/14,40215
2019/01/15,67479
2019/01/16,21253
2019/01/17,-62233
2019/01/18,-25354
2019/01/19,-15493
2019/01/20,-23167
2019/01/21,-6217
2019/01/22,150
2019/01/23,29769
2019/01/24,-1935
2019/01/25,16436
2019/01/26,-28211
2019/01/27,70
2019/01/28,33883
2019/01/29,33583
2019/01/30,2927
2019/01/31,-38721
2019/02/01,-25618
2019/02/02,-45780
2019/02/03,-64322
2019/02/04,-57742
2019/02/05,-24296
2019/02/06,3154
2019/02/07,4947
2019/02/08,25586
2019/02/09,-3301
2019/02/10,-14059
2019/02/11,-8742
2019/02/12,19845
2019/02/13,48023
2019/02/14,17945
2019/02/15,18259
2019/02/16,-9516
2019/02/17,-15202
2019/02/18,37540
2019/02/19,48041
2019/02/20,31701
2019/02/21,-40987
2019/02/22,-28275
2019/02/23,-18963
2019/02/24,13389
2019/02/25,14155
2019/02/26,28542
2019/02/27,11280
2019/02/28,9416
2019/03/01,14293
2019/03/02,-7596
2019/03/03,-34553
2019/03/04,7942
2019/03/05,31153
2019/03/06,51041
2019/03/07,-3571
2019/03/08,-4348
2019/03/09,-6773
2019/03/10,-44798
2019/03/11,-21099
2019/03/12,7445
2019/03/13,46183
2019/03/14,23297
2019/03/15,-13960
2019/03/16,-37650
2019/03/17,-28496
2019/03/18,23344
2019/03/19,63136
2019/03/20,61439
2019/03/21,-2059
2019/03/22,-6076
2019/03/23,-45901
2019/03/24,-18673
2019/03/25,38526
2019/03/26,59651
2019/03/27,44873
2019/03/28,-8199
2019/03/29,-8792
2019/03/30,1260
2019/03/31,-36174
2019/04/01,59081
2019/04/02,92586
2019/04/03,100572
2019/04/04,-38147
2019/04/05,-86289
2019/04/06,-102015
2019/04/07,-30670
2019/04/08,32440
2019/04/09,61043
2019/04/10,24573
2019/04/11,22233
2019/04/12,25888
2019/04/13,-14914
2019/04/14,-107988
2019/04/15,-46105
2019/04/16,12603
2019/04/17,64225
2019/04/18,10224
2019/04/19,36048
2019/04/20,75902
2019/04/21,23232
2019/04/22,18287
2019/04/23,-21292
2019/04/24,-7128
2019/04/25,-43311
2019/04/26,-49799
2019/04/27,-77373
2019/04/28,-50949
2019/04/29,-20729
2019/04/30,70929
2019/05/01,72893
2019/05/02,-15587
2019/05/03,-28927
2019/05/04,-70186
2019/05/05,1972
2019/05/06,16886
2019/05/07,38022
2019/05/08,40579
2019/05/09,13489
2019/05/10,39712
2019/05/11,16300
2019/05/12,-6405
2019/05/13,27493
2019/05/14,75297
2019/05/15,113018
2019/05/16,86728
2019/05/17,-8808
2019/05/18,-77908
2019/05/19,-116543
2019/05/20,-20380
2019/05/21,65449
2019/05/22,46687
2019/05/23,15995
2019/05/24,-3220
2019/05/25,-624
2019/05/26,-39675
2019/05/27,41309
2019/05/28,57741
2019/05/29,118922
2019/05/30,-27265
2019/05/31,4474
2019/06/01,95321
2019/06/02,59121
2019/06/03,-6823
2019/06/04,-164870
2019/06/05,-124743
2019/06/06,-1011
2019/06/07,-78015
2019/06/08,-59049
2019/06/09,-72602
2019/06/10,15166
2019/06/11,109329
2019/06/12,147363
2019/06/13,61176
2019/06/14,-20026
2019/06/15,-95056
2019/06/16,127101
2019/06/17,-19406
2019/06/18,-10945
2019/06/19,-156321
2019/06/20,-29356
2019/06/21,338
2019/06/22,26284
2019/06/23,14489
2019/06/24,-16547
2019/06/25,-14243
2019/06/26,86105
2019/06/27,9423
2019/06/28,-22547
2019/06/29,-99067
2019/06/30,-95326
2019/07/01,-18518
2019/07/02,56625
2019/07/03,79481
2019/07/04,23766
2019/07/05,-63077
2019/07/06,-85277
2019/07/07,-92910
2019/07/08,4176
2019/07/09,73538
2019/07/10,75458
2019/07/11,-21349
2019/07/12,-25116
2019/07/13,-84576
2019/07/14,-32178
2019/07/15,5042
2019/07/16,8138
2019/07/17,50129
2019/07/18,-41852
2019/07/19,33292
2019/07/20,-71421
2019/07/21,-73998
2019/07/22,7054
2019/07/23,13109
2019/07/24,18286
2019/07/25,-51510
2019/07/26,16997
2019/07/27,19980
2019/07/28,8687
2019/07/29,2702
2019/07/30,69480
2019/07/31,26384
2019/08/01,-20034
2019/08/02,-41097
2019/08/03,-49077
2019/08/04,-73033
2019/08/05,48308
2019/08/06,115161
2019/08/07,118137
2019/08/08,-34703
2019/08/09,-23770
2019/08/10,-16573
2019/08/11,-41512
2019/08/12,16085
2019/08/13,32887
2019/08/14,68054
2019/08/15,-40719
2019/08/16,427
2019/08/17,-57259
2019/08/18,-40892
2019/08/19,-14949
2019/08/20,52935
2019/08/21,71686
2019/08/22,5087
2019/08/23,6601
2019/08/24,-38812
2019/08/25,-39109
2019/08/26,-10467
2019/08/27,29191
2019/08/28,29522
2019/08/29,-9534
2019/08/30,-25298
2019/08/31,-33612
2019/09/01,-52541
2019/09/02,23671
2019/09/03,38909
2019/09/04,40265
2019/09/05,18247
2019/09/06,14890
2019/09/07,-14496
2019/09/08,-58055
2019/09/09,699
2019/09/10,2645
2019/09/11,25227
2019/09/12,-17830
2019/09/13,-28850
2019/09/14,-37214
2019/09/15,-38615
2019/09/16,66282
