Date,sentbyaddress90sma
2016/06/01,6331
2016/06/02,6363
2016/06/03,6385
2016/06/04,6405
2016/06/05,6435
2016/06/06,6460
2016/06/07,6493
2016/06/08,6521
2016/06/09,6547
2016/06/10,6576
2016/06/11,6596
2016/06/12,6629
2016/06/13,6684
2016/06/14,6745
2016/06/15,6786
2016/06/16,6832
2016/06/17,6939
2016/06/18,7028
2016/06/19,7080
2016/06/20,7130
2016/06/21,7185
2016/06/22,7252
2016/06/23,7298
2016/06/24,7343
2016/06/25,7373
2016/06/26,7401
2016/06/27,7418
2016/06/28,7446
2016/06/29,7485
2016/06/30,7518
2016/07/01,7555
2016/07/02,7594
2016/07/03,7626
2016/07/04,7663
2016/07/05,7703
2016/07/06,7740
2016/07/07,7779
2016/07/08,7815
2016/07/09,7842
2016/07/10,7872
2016/07/11,7903
2016/07/12,7930
2016/07/13,7959
2016/07/14,7999
2016/07/15,8039
2016/07/16,8060
2016/07/17,8075
2016/07/18,8102
2016/07/19,8242
2016/07/20,8306
2016/07/21,8357
2016/07/22,8422
2016/07/23,8473
2016/07/24,8576
2016/07/25,8647
2016/07/26,8782
2016/07/27,8879
2016/07/28,8933
2016/07/29,8959
2016/07/30,8980
2016/07/31,9001
2016/08/01,9035
2016/08/02,9101
2016/08/03,9142
2016/08/04,9178
2016/08/05,9202
2016/08/06,9219
2016/08/07,9233
2016/08/08,9255
2016/08/09,9274
2016/08/10,9280
2016/08/11,9285
2016/08/12,9279
2016/08/13,9281
2016/08/14,9291
2016/08/15,9296
2016/08/16,9305
2016/08/17,9301
2016/08/18,9302
2016/08/19,9313
2016/08/20,9336
2016/08/21,9333
2016/08/22,9328
2016/08/23,9346
2016/08/24,9274
2016/08/25,9273
2016/08/26,9199
2016/08/27,9209
2016/08/28,9214
2016/08/29,9223
2016/08/30,9235
2016/08/31,9261
2016/09/01,9297
2016/09/02,9333
2016/09/03,9355
2016/09/04,9369
2016/09/05,9380
2016/09/06,9393
2016/09/07,9413
2016/09/08,9448
2016/09/09,9474
2016/09/10,9483
2016/09/11,9476
2016/09/12,9470
2016/09/13,9478
2016/09/14,9480
2016/09/15,9428
2016/09/16,9403
2016/09/17,9403
2016/09/18,9396
2016/09/19,9377
2016/09/20,9414
2016/09/21,9456
2016/09/22,9459
2016/09/23,9475
2016/09/24,9496
2016/09/25,9513
2016/09/26,9516
2016/09/27,9525
2016/09/28,9541
2016/09/29,9569
2016/09/30,9598
2016/10/01,9607
2016/10/02,9631
2016/10/03,9639
2016/10/04,9627
2016/10/05,9616
2016/10/06,9614
2016/10/07,9632
2016/10/08,9656
2016/10/09,9687
2016/10/10,9718
2016/10/11,9737
2016/10/12,9706
2016/10/13,9657
2016/10/14,9669
2016/10/15,9669
2016/10/16,9672
2016/10/17,9571
2016/10/18,9581
2016/10/19,9550
2016/10/20,9556
2016/10/21,9582
2016/10/22,9532
2016/10/23,9508
2016/10/24,9413
2016/10/25,9359
2016/10/26,9322
2016/10/27,9311
2016/10/28,9318
2016/10/29,9305
2016/10/30,9281
2016/10/31,9257
2016/11/01,9268
2016/11/02,9250
2016/11/03,9262
2016/11/04,9243
2016/11/05,9238
2016/11/06,9211
2016/11/07,9194
2016/11/08,9185
2016/11/09,9163
2016/11/10,9150
2016/11/11,9158
2016/11/12,9154
2016/11/13,9162
2016/11/14,9139
2016/11/15,9134
2016/11/16,9125
2016/11/17,9115
2016/11/18,9104
2016/11/19,9089
2016/11/20,9084
2016/11/21,9062
2016/11/22,9204
2016/11/23,9426
2016/11/24,9381
2016/11/25,9529
2016/11/26,9493
2016/11/27,9451
2016/11/28,9430
2016/11/29,9395
2016/11/30,9352
2016/12/01,9312
2016/12/02,9292
2016/12/03,9296
2016/12/04,9301
2016/12/05,9285
2016/12/06,9290
2016/12/07,9243
2016/12/08,9217
2016/12/09,9213
2016/12/10,9188
2016/12/11,9168
2016/12/12,9150
2016/12/13,9121
2016/12/14,9116
2016/12/15,9112
2016/12/16,9091
2016/12/17,9082
2016/12/18,9078
2016/12/19,9015
2016/12/20,8973
2016/12/21,8978
2016/12/22,8978
2016/12/23,8961
2016/12/24,8940
2016/12/25,8912
2016/12/26,8882
2016/12/27,8861
2016/12/28,8834
2016/12/29,8813
2016/12/30,8804
2016/12/31,8783
2017/01/01,8753
2017/01/02,8759
2017/01/03,8774
2017/01/04,8806
2017/01/05,8815
2017/01/06,8823
2017/01/07,8802
2017/01/08,8772
2017/01/09,8779
2017/01/10,8812
2017/01/11,8873
2017/01/12,8887
2017/01/13,8911
2017/01/14,8914
2017/01/15,8902
2017/01/16,8875
2017/01/17,8892
2017/01/18,8855
2017/01/19,8820
2017/01/20,8811
2017/01/21,8797
2017/01/22,8784
2017/01/23,8777
2017/01/24,8770
2017/01/25,8753
2017/01/26,8739
2017/01/27,8729
2017/01/28,8724
2017/01/29,8688
2017/01/30,8652
2017/01/31,8648
2017/02/01,8631
2017/02/02,8653
2017/02/03,8652
2017/02/04,8672
2017/02/05,8675
2017/02/06,8681
2017/02/07,8680
2017/02/08,8697
2017/02/09,8700
2017/02/10,8719
2017/02/11,8707
2017/02/12,8723
2017/02/13,8754
2017/02/14,8789
2017/02/15,8823
2017/02/16,8842
2017/02/17,8869
2017/02/18,8902
2017/02/19,8915
2017/02/20,8786
2017/02/21,8562
2017/02/22,8611
2017/02/23,8463
2017/02/24,8517
2017/02/25,8561
2017/02/26,8591
2017/02/27,8639
2017/02/28,8711
2017/03/01,8794
2017/03/02,8952
2017/03/03,9028
2017/03/04,9080
2017/03/05,9147
2017/03/06,9192
2017/03/07,9258
2017/03/08,9326
2017/03/09,9397
2017/03/10,9497
2017/03/11,9577
2017/03/12,9679
2017/03/13,9858
2017/03/14,9975
2017/03/15,10088
2017/03/16,10328
2017/03/17,10563
2017/03/18,10746
2017/03/19,10881
2017/03/20,11013
2017/03/21,11144
2017/03/22,11257
2017/03/23,11382
2017/03/24,11565
2017/03/25,11735
2017/03/26,11870
2017/03/27,12033
2017/03/28,12174
2017/03/29,12310
2017/03/30,12503
2017/03/31,12751
2017/04/01,12906
2017/04/02,13079
2017/04/03,13314
2017/04/04,13444
2017/04/05,13592
2017/04/06,13775
2017/04/07,13897
2017/04/08,14006
2017/04/09,14074
2017/04/10,14197
2017/04/11,14304
2017/04/12,14425
2017/04/13,14570
2017/04/14,14702
2017/04/15,14826
2017/04/16,14893
2017/04/17,14985
2017/04/18,15117
2017/04/19,15245
2017/04/20,15375
2017/04/21,15486
2017/04/22,15588
2017/04/23,15689
2017/04/24,15825
2017/04/25,15959
2017/04/26,16097
2017/04/27,16339
2017/04/28,16545
2017/04/29,16716
2017/04/30,16900
2017/05/01,17124
2017/05/02,17343
2017/05/03,17511
2017/05/04,17761
2017/05/05,17998
2017/05/06,18179
2017/05/07,18403
2017/05/08,18713
2017/05/09,18971
2017/05/10,19197
2017/05/11,19440
2017/05/12,19670
2017/05/13,19845
2017/05/14,20011
2017/05/15,20247
2017/05/16,20483
2017/05/17,20807
2017/05/18,21118
2017/05/19,21537
2017/05/20,21832
2017/05/21,22134
2017/05/22,22535
2017/05/23,22967
2017/05/24,23423
2017/05/25,23859
2017/05/26,24272
2017/05/27,24590
2017/05/28,24878
2017/05/29,25191
2017/05/30,25596
2017/05/31,26109
2017/06/01,26628
2017/06/02,27019
2017/06/03,27411
2017/06/04,27798
2017/06/05,28282
2017/06/06,28757
2017/06/07,29197
2017/06/08,29568
2017/06/09,30072
2017/06/10,30549
2017/06/11,31056
2017/06/12,31893
2017/06/13,32621
2017/06/14,33133
2017/06/15,33680
2017/06/16,34179
2017/06/17,34730
2017/06/18,35303
2017/06/19,35945
2017/06/20,36757
2017/06/21,37547
2017/06/22,38278
2017/06/23,38955
2017/06/24,39613
2017/06/25,40136
2017/06/26,41047
2017/06/27,41729
2017/06/28,41449
2017/06/29,41962
2017/06/30,42576
2017/07/01,43120
2017/07/02,43571
2017/07/03,44290
2017/07/04,44987
2017/07/05,45528
2017/07/06,46118
2017/07/07,46933
2017/07/08,47459
2017/07/09,47917
2017/07/10,48629
2017/07/11,49287
2017/07/12,49900
2017/07/13,50398
2017/07/14,50893
2017/07/15,51424
2017/07/16,51919
2017/07/17,52439
2017/07/18,53012
2017/07/19,53608
2017/07/20,54184
2017/07/21,54683
2017/07/22,55084
2017/07/23,55812
2017/07/24,56342
2017/07/25,56815
2017/07/26,57139
2017/07/27,57544
2017/07/28,58000
2017/07/29,58305
2017/07/30,58576
2017/07/31,59149
2017/08/01,59552
2017/08/02,59932
2017/08/03,60312
2017/08/04,60827
2017/08/05,61329
2017/08/06,61699
2017/08/07,62221
2017/08/08,62899
2017/08/09,63466
2017/08/10,64218
2017/08/11,65024
2017/08/12,65747
2017/08/13,66313
2017/08/14,67176
2017/08/15,67975
2017/08/16,68790
2017/08/17,69502
2017/08/18,70459
2017/08/19,71097
2017/08/20,71535
2017/08/21,72185
2017/08/22,72723
2017/08/23,73346
2017/08/24,73833
2017/08/25,74508
2017/08/26,74924
2017/08/27,75343
2017/08/28,75823
2017/08/29,76284
2017/08/30,76811
2017/08/31,77567
2017/09/01,78255
2017/09/02,78715
2017/09/03,78971
2017/09/04,79817
2017/09/05,80567
2017/09/06,81433
2017/09/07,82055
2017/09/08,82663
2017/09/09,83031
2017/09/10,82871
2017/09/11,83064
2017/09/12,83620
2017/09/13,83962
2017/09/14,84576
2017/09/15,85278
2017/09/16,85488
2017/09/17,85380
2017/09/18,85463
2017/09/19,85557
2017/09/20,85615
2017/09/21,85664
2017/09/22,85612
2017/09/23,85700
2017/09/24,85481
2017/09/25,85573
2017/09/26,86498
2017/09/27,86564
2017/09/28,86774
2017/09/29,87027
2017/09/30,87186
2017/10/01,87031
2017/10/02,87013
2017/10/03,87157
2017/10/04,87253
2017/10/05,87210
2017/10/06,87420
2017/10/07,87638
2017/10/08,87619
2017/10/09,87681
2017/10/10,87965
2017/10/11,88415
2017/10/12,88837
2017/10/13,89436
2017/10/14,89790
2017/10/15,89987
2017/10/16,90138
2017/10/17,90735
2017/10/18,91099
2017/10/19,91437
2017/10/20,92071
2017/10/21,92275
2017/10/22,93016
2017/10/23,93505
2017/10/24,94048
2017/10/25,94416
2017/10/26,94769
2017/10/27,94186
2017/10/28,93599
2017/10/29,92714
2017/10/30,92046
2017/10/31,91324
2017/11/01,92077
2017/11/02,92915
2017/11/03,93370
2017/11/04,93627
2017/11/05,93763
2017/11/06,93953
2017/11/07,94241
2017/11/08,94501
2017/11/09,94783
2017/11/10,95029
2017/11/11,95226
2017/11/12,95309
2017/11/13,95308
2017/11/14,95476
2017/11/15,95817
2017/11/16,95861
2017/11/17,96337
2017/11/18,96659
2017/11/19,96791
2017/11/20,97118
2017/11/21,97504
2017/11/22,98073
2017/11/23,98503
2017/11/24,99175
2017/11/25,99786
2017/11/26,100284
2017/11/27,100964
2017/11/28,101669
2017/11/29,102469
2017/11/30,103143
2017/12/01,103775
2017/12/02,104620
2017/12/03,105164
2017/12/04,105783
2017/12/05,106391
2017/12/06,107629
2017/12/07,108186
2017/12/08,109245
2017/12/09,110556
2017/12/10,111602
2017/12/11,112710
2017/12/12,114490
2017/12/13,116189
2017/12/14,117882
2017/12/15,119829
2017/12/16,121832
2017/12/17,123486
2017/12/18,125406
2017/12/19,127839
2017/12/20,130253
2017/12/21,133037
2017/12/22,136293
2017/12/23,138483
2017/12/24,139787
2017/12/25,141121
2017/12/26,142962
2017/12/27,144865
2017/12/28,146752
2017/12/29,149683
2017/12/30,153020
2017/12/31,155127
2018/01/01,157197
2018/01/02,160537
2018/01/03,163710
2018/01/04,167476
2018/01/05,170927
2018/01/06,174252
2018/01/07,177467
2018/01/08,180487
2018/01/09,184247
2018/01/10,187332
2018/01/11,190502
2018/01/12,193512
2018/01/13,196996
2018/01/14,200153
2018/01/15,203607
2018/01/16,207575
2018/01/17,211533
2018/01/18,215061
2018/01/19,217548
2018/01/20,219026
2018/01/21,222539
2018/01/22,224757
2018/01/23,226888
2018/01/24,228840
2018/01/25,231344
2018/01/26,234658
2018/01/27,237526
2018/01/28,240265
2018/01/29,243377
2018/01/30,244913
2018/01/31,246231
2018/02/01,248414
2018/02/02,250733
2018/02/03,252332
2018/02/04,254019
2018/02/05,255696
2018/02/06,257394
2018/02/07,258773
2018/02/08,259732
2018/02/09,261144
2018/02/10,262535
2018/02/11,263833
2018/02/12,265178
2018/02/13,265912
2018/02/14,267065
2018/02/15,268084
2018/02/16,268901
2018/02/17,269677
2018/02/18,270440
2018/02/19,271292
2018/02/20,272446
2018/02/21,273415
2018/02/22,274177
2018/02/23,274798
2018/02/24,275073
2018/02/25,275071
2018/02/26,275515
2018/02/27,275674
2018/02/28,276155
2018/03/01,276799
2018/03/02,277331
2018/03/03,277217
2018/03/04,276973
2018/03/05,277207
2018/03/06,277120
2018/03/07,278792
2018/03/08,278831
2018/03/09,278699
2018/03/10,278399
2018/03/11,277595
2018/03/12,276435
2018/03/13,275469
2018/03/14,274731
2018/03/15,273884
2018/03/16,272970
2018/03/17,271966
2018/03/18,270857
2018/03/19,269596
2018/03/20,268169
2018/03/21,266781
2018/03/22,264560
2018/03/23,264208
2018/03/24,264211
2018/03/25,263458
2018/03/26,262585
2018/03/27,261452
2018/03/28,260175
2018/03/29,258207
2018/03/30,256075
2018/03/31,254669
2018/04/01,253102
2018/04/02,250555
2018/04/03,248367
2018/04/04,245512
2018/04/05,243365
2018/04/06,241103
2018/04/07,238610
2018/04/08,236310
2018/04/09,233386
2018/04/10,231021
2018/04/11,228536
2018/04/12,226751
2018/04/13,224614
2018/04/14,222421
2018/04/15,219417
2018/04/16,216267
2018/04/17,213275
2018/04/18,210594
2018/04/19,209272
2018/04/20,208710
2018/04/21,206340
2018/04/22,205611
2018/04/23,205222
2018/04/24,204974
2018/04/25,204935
2018/04/26,204074
2018/04/27,203490
2018/04/28,202921
2018/04/29,201929
2018/04/30,201260
2018/05/01,200378
2018/05/02,199408
2018/05/03,198866
2018/05/04,201789
2018/05/05,201852
2018/05/06,201426
2018/05/07,201235
2018/05/08,201451
2018/05/09,202000
2018/05/10,202284
2018/05/11,202359
2018/05/12,202532
2018/05/13,202277
2018/05/14,202690
2018/05/15,203064
2018/05/16,203497
2018/05/17,204533
2018/05/18,205456
2018/05/19,206471
2018/05/20,206963
2018/05/21,207025
2018/05/22,207800
2018/05/23,208605
2018/05/24,209478
2018/05/25,210563
2018/05/26,211536
2018/05/27,212129
2018/05/28,213052
2018/05/29,213806
2018/05/30,214505
2018/05/31,215407
2018/06/01,216161
2018/06/02,217476
2018/06/03,218233
2018/06/04,218633
2018/06/05,217761
2018/06/06,218155
2018/06/07,218930
2018/06/08,219665
2018/06/09,220971
2018/06/10,222208
2018/06/11,222923
2018/06/12,222964
2018/06/13,223312
2018/06/14,223912
2018/06/15,225022
2018/06/16,225256
2018/06/17,225367
2018/06/18,225705
2018/06/19,226269
2018/06/20,227365
2018/06/21,227472
2018/06/22,228176
2018/06/23,229032
2018/06/24,229683
2018/06/25,231897
2018/06/26,233097
2018/06/27,233968
2018/06/28,234611
2018/06/29,235809
2018/06/30,235941
2018/07/01,235369
2018/07/02,234750
2018/07/03,234349
2018/07/04,233511
2018/07/05,233196
2018/07/06,232820
2018/07/07,232304
2018/07/08,232086
2018/07/09,232174
2018/07/10,232208
2018/07/11,231853
2018/07/12,231208
2018/07/13,230764
2018/07/14,230356
2018/07/15,229837
2018/07/16,230224
2018/07/17,230625
2018/07/18,231466
2018/07/19,231757
2018/07/20,231773
2018/07/21,231018
2018/07/22,230699
2018/07/23,231017
2018/07/24,231830
2018/07/25,232590
2018/07/26,233061
2018/07/27,233982
2018/07/28,234331
2018/07/29,234585
2018/07/30,235262
2018/07/31,235420
2018/08/01,235387
2018/08/02,232594
2018/08/03,232613
2018/08/04,232732
2018/08/05,232213
2018/08/06,231785
2018/08/07,231327
2018/08/08,230505
2018/08/09,229511
2018/08/10,228992
2018/08/11,229027
2018/08/12,228823
2018/08/13,228455
2018/08/14,227890
2018/08/15,227125
2018/08/16,226767
2018/08/17,225888
2018/08/18,225215
2018/08/19,224584
2018/08/20,223730
2018/08/21,222651
2018/08/22,221805
2018/08/23,220910
2018/08/24,220341
2018/08/25,219536
2018/08/26,218647
2018/08/27,217967
2018/08/28,217134
2018/08/29,215849
2018/08/30,215132
2018/08/31,214103
2018/09/01,213408
2018/09/02,212940
2018/09/03,212712
2018/09/04,212342
2018/09/05,211766
2018/09/06,211175
2018/09/07,210321
2018/09/08,209326
2018/09/09,208585
2018/09/10,208125
2018/09/11,207427
2018/09/12,206766
2018/09/13,205807
2018/09/14,205393
2018/09/15,204461
2018/09/16,203552
2018/09/17,202566
2018/09/18,201138
2018/09/19,199767
2018/09/20,198365
2018/09/21,197719
2018/09/22,196682
2018/09/23,194172
2018/09/24,192808
2018/09/25,191623
2018/09/26,190402
2018/09/27,189059
2018/09/28,188897
2018/09/29,189069
2018/09/30,189366
2018/10/01,189359
2018/10/02,189378
2018/10/03,189669
2018/10/04,190295
2018/10/05,191142
2018/10/06,191541
2018/10/07,191287
2018/10/08,191088
2018/10/09,191094
2018/10/10,191193
2018/10/11,191631
2018/10/12,191964
2018/10/13,192397
2018/10/14,191679
2018/10/15,191119
2018/10/16,189952
2018/10/17,189402
2018/10/18,188977
2018/10/19,188996
2018/10/20,188345
2018/10/21,187007
2018/10/22,185817
2018/10/23,184571
2018/10/24,183812
2018/10/25,182620
2018/10/26,182114
2018/10/27,181328
2018/10/28,180173
2018/10/29,179660
2018/10/30,179074
2018/10/31,178441
2018/11/01,177372
2018/11/02,176410
2018/11/03,175670
2018/11/04,174806
2018/11/05,174379
2018/11/06,174206
2018/11/07,174051
2018/11/08,173467
2018/11/09,172793
2018/11/10,171939
2018/11/11,171322
2018/11/12,170776
2018/11/13,170169
2018/11/14,169401
2018/11/15,168875
2018/11/16,168332
2018/11/17,167703
2018/11/18,166759
2018/11/19,167056
2018/11/20,166907
2018/11/21,166595
2018/11/22,165977
2018/11/23,165495
2018/11/24,164674
2018/11/25,163851
2018/11/26,163419
2018/11/27,163194
2018/11/28,162967
2018/11/29,162503
2018/11/30,161905
2018/12/01,161013
2018/12/02,160078
2018/12/03,159421
2018/12/04,158679
2018/12/05,158384
2018/12/06,157890
2018/12/07,157671
2018/12/08,157640
2018/12/09,157331
2018/12/10,157336
2018/12/11,157167
2018/12/12,156949
2018/12/13,156872
2018/12/14,157124
2018/12/15,157541
2018/12/16,157548
2018/12/17,157733
2018/12/18,157843
2018/12/19,158077
2018/12/20,158220
2018/12/21,158479
2018/12/22,158387
2018/12/23,158552
2018/12/24,158756
2018/12/25,158996
2018/12/26,159281
2018/12/27,159657
2018/12/28,160187
2018/12/29,160479
2018/12/30,160616
2018/12/31,160967
2019/01/01,160535
2019/01/02,160461
2019/01/03,160315
2019/01/04,159876
2019/01/05,159833
2019/01/06,159691
2019/01/07,159639
2019/01/08,159812
2019/01/09,159783
2019/01/10,159813
2019/01/11,159751
2019/01/12,159448
2019/01/13,158958
2019/01/14,159125
2019/01/15,158895
2019/01/16,158570
2019/01/17,158234
2019/01/18,158029
2019/01/19,157819
2019/01/20,157206
2019/01/21,156831
2019/01/22,156353
2019/01/23,156093
2019/01/24,155748
2019/01/25,155567
2019/01/26,155349
2019/01/27,154766
2019/01/28,154383
2019/01/29,153968
2019/01/30,153626
2019/01/31,153591
2019/02/01,153537
2019/02/02,153169
2019/02/03,152482
2019/02/04,151789
2019/02/05,151335
2019/02/06,150899
2019/02/07,150212
2019/02/08,149909
2019/02/09,149163
2019/02/10,148388
2019/02/11,147940
2019/02/12,147344
2019/02/13,146917
2019/02/14,146633
2019/02/15,146524
2019/02/16,146375
2019/02/17,145395
2019/02/18,145106
2019/02/19,145016
2019/02/20,144854
2019/02/21,144589
2019/02/22,144591
2019/02/23,144368
2019/02/24,144157
2019/02/25,143975
2019/02/26,143822
2019/02/27,143902
2019/02/28,143718
2019/03/01,143986
2019/03/02,144089
2019/03/03,143931
2019/03/04,144074
2019/03/05,144099
2019/03/06,144187
2019/03/07,144058
2019/03/08,143706
2019/03/09,143745
2019/03/10,143369
2019/03/11,143285
2019/03/12,143332
2019/03/13,143358
2019/03/14,143381
2019/03/15,143249
2019/03/16,142869
2019/03/17,142599
2019/03/18,142798
2019/03/19,142828
2019/03/20,142841
2019/03/21,142782
2019/03/22,143111
2019/03/23,143096
2019/03/24,142913
2019/03/25,143311
2019/03/26,143526
2019/03/27,143557
2019/03/28,143636
2019/03/29,143628
2019/03/30,143899
2019/03/31,143934
2019/04/01,144660
2019/04/02,145431
2019/04/03,145808
2019/04/04,146202
2019/04/05,146631
2019/04/06,146725
2019/04/07,146736
2019/04/08,146961
2019/04/09,147268
2019/04/10,147414
2019/04/11,148008
2019/04/12,149242
2019/04/13,149889
2019/04/14,149312
2019/04/15,149359
2019/04/16,149664
2019/04/17,150032
2019/04/18,150499
2019/04/19,151270
2019/04/20,152777
2019/04/21,153438
2019/04/22,154136
2019/04/23,154917
2019/04/24,155507
2019/04/25,155987
2019/04/26,156611
2019/04/27,156774
2019/04/28,156701
2019/04/29,156893
2019/04/30,157498
2019/05/01,158099
2019/05/02,158338
2019/05/03,158970
2019/05/04,159520
2019/05/05,160238
2019/05/06,161033
2019/05/07,161805
2019/05/08,162613
2019/05/09,163339
2019/05/10,164312
2019/05/11,165397
2019/05/12,166190
2019/05/13,167254
2019/05/14,168522
2019/05/15,169850
2019/05/16,171350
2019/05/17,172614
2019/05/18,173649
2019/05/19,174236
2019/05/20,175108
2019/05/21,176246
2019/05/22,177281
2019/05/23,178302
2019/05/24,179500
2019/05/25,180412
2019/05/26,181300
2019/05/27,182599
2019/05/28,183620
2019/05/29,184805
2019/05/30,185766
2019/05/31,187140
2019/06/01,189431
2019/06/02,190631
2019/06/03,191511
2019/06/04,192489
2019/06/05,193221
2019/06/06,194696
2019/06/07,195129
2019/06/08,195813
2019/06/09,196937
2019/06/10,197635
2019/06/11,199129
2019/06/12,201665
2019/06/13,202786
2019/06/14,204051
2019/06/15,205167
2019/06/16,207187
2019/06/17,207747
2019/06/18,208456
2019/06/19,209250
2019/06/20,209798
2019/06/21,211078
2019/06/22,212277
2019/06/23,212771
2019/06/24,213464
2019/06/25,214295
2019/06/26,215473
2019/06/27,216234
2019/06/28,216847
2019/06/29,217448
2019/06/30,217298
2019/07/01,217048
2019/07/02,217699
2019/07/03,218364
2019/07/04,219009
2019/07/05,219724
2019/07/06,220124
2019/07/07,219949
2019/07/08,220247
2019/07/09,220973
2019/07/10,221061
2019/07/11,220742
2019/07/12,221188
2019/07/13,221545
2019/07/14,221604
2019/07/15,222183
2019/07/16,222067
2019/07/17,222328
2019/07/18,222270
2019/07/19,221604
2019/07/20,221295
2019/07/21,220847
2019/07/22,220491
2019/07/23,220235
2019/07/24,219954
2019/07/25,219861
2019/07/26,220295
2019/07/27,220598
2019/07/28,220661
2019/07/29,220664
2019/07/30,221054
2019/07/31,221425
2019/08/01,221454
2019/08/02,221958
2019/08/03,221910
2019/08/04,221895
2019/08/05,222521
2019/08/06,223221
2019/08/07,223445
2019/08/08,223644
2019/08/09,223922
2019/08/10,224119
2019/08/11,223779
2019/08/12,223823
2019/08/13,223428
2019/08/14,222945
2019/08/15,222512
2019/08/16,222615
2019/08/17,222312
2019/08/18,221833
2019/08/19,221515
2019/08/20,221496
2019/08/21,221442
2019/08/22,221196
2019/08/23,221299
2019/08/24,221227
2019/08/25,220565
2019/08/26,220381
2019/08/27,220166
2019/08/28,219812
2019/08/29,219250
2019/08/30,217822
2019/08/31,217107
2019/09/01,216592
2019/09/02,216425
2019/09/03,216452
2019/09/04,215731
2019/09/05,216241
2019/09/06,216731
2019/09/07,216380
2019/09/08,216221
2019/09/09,215656
2019/09/10,213782
2019/09/11,213381
2019/09/12,213160
2019/09/13,212716
2019/09/14,211069
2019/09/15,210856
2019/09/16,210839
2019/09/17,210773
2019/09/18,210918
2019/09/19,210400
2019/09/20,210090
2019/09/21,209454
2019/09/22,208558
2019/09/23,207742
2019/09/24,206831
2019/09/25,206174
2019/09/26,205777
2019/09/27,205445
2019/09/28,205334
2019/09/29,204718
2019/09/30,203757
2019/10/01,203139
2019/10/02,202574
2019/10/03,201944
2019/10/04,201502
2019/10/05,201447
2019/10/06,200808
2019/10/07,200087
2019/10/08,199688
2019/10/09,199865
2019/10/10,199671
2019/10/11,200077
2019/10/12,200075
2019/10/13,199419
2019/10/14,199630
2019/10/15,199430
2019/10/16,199293
2019/10/17,199076
2019/10/18,199448
2019/10/19,199781
2019/10/20,199608
2019/10/21,199760
2019/10/22,200067
2019/10/23,200258
2019/10/24,200201
2019/10/25,200391
2019/10/26,200642
2019/10/27,200389
2019/10/28,200011
