Date,transactionvalue90rsiUSD
2016/01/01,44.067
2016/01/02,44.024
2016/01/03,44.075
2016/01/04,43.995
2016/01/05,44.194
2016/01/06,44.033
2016/01/07,44.037
2016/01/08,44.046
2016/01/09,44.051
2016/01/10,44.036
2016/01/11,44.193
2016/01/12,44.463
2016/01/13,44.166
2016/01/14,44.206
2016/01/15,44.598
2016/01/16,44.4
2016/01/17,44.326
2016/01/18,45.287
2016/01/19,44.813
2016/01/20,44.644
2016/01/21,44.595
2016/01/22,44.743
2016/01/23,45.131
2016/01/24,45.81
2016/01/25,45.671
2016/01/26,45.422
2016/01/27,45.137
2016/01/28,45.059
2016/01/29,45.04
2016/01/30,45.233
2016/01/31,45.305
2016/02/01,44.923
2016/02/02,44.938
2016/02/03,44.983
2016/02/04,44.779
2016/02/05,44.978
2016/02/06,44.643
2016/02/07,45.448
2016/02/08,46.192
2016/02/09,46.411
2016/02/10,47.138
2016/02/11,46.776
2016/02/12,48.162
2016/02/13,46.574
2016/02/14,46.3
2016/02/15,46.135
2016/02/16,46.783
2016/02/17,45.879
2016/02/18,46.455
2016/02/19,45.814
2016/02/20,46.802
2016/02/21,45.967
2016/02/22,46.486
2016/02/23,47.705
2016/02/24,48.404
2016/02/25,46.99
2016/02/26,50.75
2016/02/27,48.968
2016/02/28,47.21
2016/02/29,47.061
2016/03/01,47.825
2016/03/02,51.067
2016/03/03,49.4
2016/03/04,48.647
2016/03/05,50.863
2016/03/06,48.981
2016/03/07,49.012
2016/03/08,49.726
2016/03/09,48.444
2016/03/10,48.167
2016/03/11,48.347
2016/03/12,49.269
2016/03/13,50.333
2016/03/14,49.503
2016/03/15,48.798
2016/03/16,48.703
2016/03/17,48.95
2016/03/18,49.491
2016/03/19,47.757
2016/03/20,47.543
2016/03/21,47.996
2016/03/22,47.8
2016/03/23,47.706
2016/03/24,48.001
2016/03/25,47.557
2016/03/26,47.342
2016/03/27,48.519
2016/03/28,47.996
2016/03/29,48.638
2016/03/30,48.63
2016/03/31,48.247
2016/04/01,47.585
2016/04/02,47.635
2016/04/03,47.423
2016/04/04,47.64
2016/04/05,47.819
2016/04/06,47.841
2016/04/07,48.002
2016/04/08,47.729
2016/04/09,48.637
2016/04/10,48.355
2016/04/11,47.843
2016/04/12,48.13
2016/04/13,48.124
2016/04/14,48.056
2016/04/15,47.735
2016/04/16,47.649
2016/04/17,47.944
2016/04/18,47.88
2016/04/19,47.653
2016/04/20,47.916
2016/04/21,47.653
2016/04/22,48.002
2016/04/23,48.276
2016/04/24,47.63
2016/04/25,47.915
2016/04/26,48.36
2016/04/27,48.02
2016/04/28,47.99
2016/04/29,47.803
2016/04/30,49.375
2016/05/01,48.968
2016/05/02,49.186
2016/05/03,48.855
2016/05/04,48.532
2016/05/05,48.502
2016/05/06,49.399
2016/05/07,49.046
2016/05/08,48.774
2016/05/09,49.494
2016/05/10,49.4
2016/05/11,50.47
2016/05/12,50.515
2016/05/13,54.676
2016/05/14,52.65
2016/05/15,48.971
2016/05/16,49.217
2016/05/17,49.096
2016/05/18,49.577
2016/05/19,50.746
2016/05/20,50.323
2016/05/21,48.86
2016/05/22,48.618
2016/05/23,49.206
2016/05/24,49.691
2016/05/25,49.418
2016/05/26,48.892
2016/05/27,49.963
2016/05/28,49.087
2016/05/29,48.757
2016/05/30,48.866
2016/05/31,48.91
2016/06/01,48.744
2016/06/02,48.437
2016/06/03,48.593
2016/06/04,48.421
2016/06/05,48.411
2016/06/06,48.434
2016/06/07,48.965
2016/06/08,50.748
2016/06/09,48.526
2016/06/10,49.074
2016/06/11,48.659
2016/06/12,49.338
2016/06/13,49.505
2016/06/14,49.825
2016/06/15,49.379
2016/06/16,50.399
2016/06/17,51.926
2016/06/18,51.755
2016/06/19,49.528
2016/06/20,50.29
2016/06/21,49.598
2016/06/22,50.124
2016/06/23,49.946
2016/06/24,49.222
2016/06/25,49.726
2016/06/26,48.772
2016/06/27,48.843
2016/06/28,49.715
2016/06/29,49.146
2016/06/30,48.668
2016/07/01,48.995
2016/07/02,48.588
2016/07/03,48.631
2016/07/04,49.301
2016/07/05,51.454
2016/07/06,49.199
2016/07/07,49.031
2016/07/08,48.783
2016/07/09,48.753
2016/07/10,48.833
2016/07/11,48.965
2016/07/12,48.974
2016/07/13,49.16
2016/07/14,49.039
2016/07/15,52.096
2016/07/16,49.12
2016/07/17,49.162
2016/07/18,51.005
2016/07/19,55.712
2016/07/20,57.849
2016/07/21,49.806
2016/07/22,50.674
2016/07/23,50.668
2016/07/24,55.298
2016/07/25,53.929
2016/07/26,57.569
2016/07/27,54.543
2016/07/28,52.522
2016/07/29,51.391
2016/07/30,50.807
2016/07/31,50.364
2016/08/01,51.237
2016/08/02,52.578
2016/08/03,51.773
2016/08/04,50.174
2016/08/05,50.568
2016/08/06,49.489
2016/08/07,49.609
2016/08/08,49.626
2016/08/09,50.076
2016/08/10,50.955
2016/08/11,50.377
2016/08/12,49.742
2016/08/13,49.662
2016/08/14,49.455
2016/08/15,49.314
2016/08/16,49.008
2016/08/17,49.429
2016/08/18,49.126
2016/08/19,49.101
2016/08/20,49.413
2016/08/21,50.394
2016/08/22,49.705
2016/08/23,50.576
2016/08/24,49.099
2016/08/25,49.046
2016/08/26,49.544
2016/08/27,49.093
2016/08/28,49.073
2016/08/29,49.214
2016/08/30,49.054
2016/08/31,49.187
2016/09/01,49.658
2016/09/02,49.413
2016/09/03,49.316
2016/09/04,49.371
2016/09/05,49.1
2016/09/06,49.11
2016/09/07,49.073
2016/09/08,49.285
2016/09/09,48.954
2016/09/10,49.026
2016/09/11,49.133
2016/09/12,49.157
2016/09/13,49.216
2016/09/14,48.996
2016/09/15,48.94
2016/09/16,49.702
2016/09/17,49.122
2016/09/18,49.817
2016/09/19,49.306
2016/09/20,50.7
2016/09/21,51.376
2016/09/22,49.69
2016/09/23,50.328
2016/09/24,49.549
2016/09/25,50.453
2016/09/26,49.613
2016/09/27,49.378
2016/09/28,50.329
2016/09/29,50.148
2016/09/30,49.422
2016/10/01,49.152
2016/10/02,49.701
2016/10/03,49.095
2016/10/04,49.087
2016/10/05,49.438
2016/10/06,49.43
2016/10/07,49.315
2016/10/08,49.47
2016/10/09,50.288
2016/10/10,50.205
2016/10/11,50.18
2016/10/12,50.979
2016/10/13,49.537
2016/10/14,50.338
2016/10/15,49.609
2016/10/16,49.905
2016/10/17,49.963
2016/10/18,50.213
2016/10/19,49.452
2016/10/20,49.159
2016/10/21,49.003
2016/10/22,49.072
2016/10/23,49.043
2016/10/24,49.046
2016/10/25,49.323
2016/10/26,49.255
2016/10/27,49.257
2016/10/28,49.681
2016/10/29,49.871
2016/10/30,50.244
2016/10/31,49.424
2016/11/01,50.185
2016/11/02,51.22
2016/11/03,54.393
2016/11/04,49.644
2016/11/05,49.342
2016/11/06,49.162
2016/11/07,49.166
2016/11/08,49.187
2016/11/09,49.942
2016/11/10,49.393
