Date,transactions3trx
2016/01/01,-6.632
2016/01/02,-8.576
2016/01/03,-8.268
2016/01/04,-6.677
2016/01/05,3.149
2016/01/06,9.33
2016/01/07,15.019
2016/01/08,4.424
2016/01/09,-1.392
2016/01/10,-5.025
2016/01/11,-5.735
2016/01/12,-5.144
2016/01/13,2.841
2016/01/14,0.399
2016/01/15,-2.889
2016/01/16,-3.616
2016/01/17,-4.223
2016/01/18,-0.604
2016/01/19,2.479
2016/01/20,0.507
2016/01/21,-0.989
2016/01/22,1.792
2016/01/23,0.439
2016/01/24,1.095
2016/01/25,6.041
2016/01/26,7.229
2016/01/27,8.304
2016/01/28,5.762
2016/01/29,3.173
2016/01/30,0.181
2016/01/31,-1.758
2016/02/01,-2.405
2016/02/02,-2.223
2016/02/03,-1.769
2016/02/04,-1.204
2016/02/05,-0.003
2016/02/06,14.498
2016/02/07,6.06
2016/02/08,-0.064
2016/02/09,-2.328
2016/02/10,-1.624
2016/02/11,2.483
2016/02/12,2.165
2016/02/13,2.055
2016/02/14,-0.1
2016/02/15,-1.034
2016/02/16,-0.967
2016/02/17,1.024
2016/02/18,0.02
2016/02/19,0.149
2016/02/20,-0.84
2016/02/21,-1.098
2016/02/22,-0.248
2016/02/23,0.561
2016/02/24,1.628
2016/02/25,1.936
2016/02/26,2.8
2016/02/27,1.512
2016/02/28,0.503
2016/02/29,0.811
2016/03/01,1.931
2016/03/02,3.435
2016/03/03,4.479
2016/03/04,3.946
2016/03/05,4.569
2016/03/06,4.618
2016/03/07,1.671
2016/03/08,0.143
2016/03/09,-0.247
2016/03/10,-0.143
2016/03/11,-0.866
2016/03/12,1.197
2016/03/13,2.524
2016/03/14,2.92
2016/03/15,2.957
2016/03/16,1.754
2016/03/17,3.514
2016/03/18,3.43
2016/03/19,3.974
2016/03/20,2.781
2016/03/21,1.682
2016/03/22,1.092
2016/03/23,0.294
2016/03/24,1.831
2016/03/25,2.543
2016/03/26,2.397
2016/03/27,-0.503
2016/03/28,-0.897
2016/03/29,-0.567
2016/03/30,0.815
2016/03/31,-0.125
2016/04/01,-0.477
2016/04/02,-1.981
2016/04/03,-2.594
2016/04/04,-0.452
2016/04/05,2.717
2016/04/06,1.299
2016/04/07,-0.158
2016/04/08,-0.085
2016/04/09,-0.626
2016/04/10,-0.783
2016/04/11,-1.441
2016/04/12,-0.005
2016/04/13,1.518
2016/04/14,1.586
2016/04/15,1.304
2016/04/16,-0.688
2016/04/17,1.779
2016/04/18,0.859
2016/04/19,-0.427
2016/04/20,-0.951
2016/04/21,0.541
2016/04/22,-0.531
2016/04/23,-1.265
2016/04/24,-0.634
2016/04/25,0.458
2016/04/26,-0.056
2016/04/27,-0.037
2016/04/28,0.228
2016/04/29,1.469
2016/04/30,5.077
2016/05/01,4.091
2016/05/02,3.303
2016/05/03,1.237
2016/05/04,-0.174
2016/05/05,-0.393
2016/05/06,0.515
2016/05/07,-0.684
2016/05/08,-0.12
2016/05/09,-0.082
2016/05/10,0.564
2016/05/11,0.929
2016/05/12,2.283
2016/05/13,3.59
2016/05/14,3.094
2016/05/15,1.466
2016/05/16,-1.254
2016/05/17,-1.792
2016/05/18,0.109
2016/05/19,0.923
2016/05/20,1.257
2016/05/21,0.749
2016/05/22,-1.051
2016/05/23,-0.579
2016/05/24,-0.239
2016/05/25,0.976
2016/05/26,2.914
2016/05/27,2.913
2016/05/28,8.066
2016/05/29,3.424
2016/05/30,-0.853
2016/05/31,-2.526
2016/06/01,-3.344
2016/06/02,-3.96
2016/06/03,-3.787
2016/06/04,-3.712
2016/06/05,-3.267
2016/06/06,-2.283
2016/06/07,0.811
2016/06/08,0.756
2016/06/09,0.062
2016/06/10,-0.28
2016/06/11,-1.369
2016/06/12,-0.095
2016/06/13,1.986
2016/06/14,4.086
2016/06/15,2.398
2016/06/16,0.906
2016/06/17,6.653
2016/06/18,8.074
2016/06/19,4.009
2016/06/20,0.161
2016/06/21,-1.7
2016/06/22,-1.917
2016/06/23,-3.232
2016/06/24,-2.856
2016/06/25,-4.345
2016/06/26,-3.615
2016/06/27,-3.041
2016/06/28,-1.412
2016/06/29,1.761
2016/06/30,7.346
2016/07/01,2.429
2016/07/02,-1.475
2016/07/03,-3.07
2016/07/04,-3.228
2016/07/05,-2.943
2016/07/06,-2.796
2016/07/07,-1.649
2016/07/08,-0.079
2016/07/09,0.127
2016/07/10,-0.284
2016/07/11,-0.772
2016/07/12,-0.242
2016/07/13,-1.398
2016/07/14,0.197
2016/07/15,0.789
2016/07/16,-0.103
2016/07/17,-2.02
2016/07/18,-1.221
2016/07/19,1.314
2016/07/20,4.667
2016/07/21,3.855
2016/07/22,3.55
2016/07/23,1.991
2016/07/24,4.528
2016/07/25,4.604
2016/07/26,5.522
2016/07/27,3.063
2016/07/28,0.106
2016/07/29,-1.742
2016/07/30,-3.609
2016/07/31,-2.556
2016/08/01,-1.993
2016/08/02,-0.739
2016/08/03,0.195
2016/08/04,-0.112
2016/08/05,-1.333
2016/08/06,-2.372
2016/08/07,-2.224
2016/08/08,-1.717
2016/08/09,-0.054
2016/08/10,0.724
2016/08/11,1.428
2016/08/12,0.534
2016/08/13,-1.074
2016/08/14,-1.996
2016/08/15,-1.668
2016/08/16,0.781
2016/08/17,1.002
2016/08/18,1.534
2016/08/19,0.277
2016/08/20,-1.046
2016/08/21,-1.261
2016/08/22,-0.593
2016/08/23,1.129
2016/08/24,1.504
2016/08/25,2.173
2016/08/26,1.535
2016/08/27,1.049
2016/08/28,-0.722
2016/08/29,-0.91
2016/08/30,-0.299
2016/08/31,-0.157
2016/09/01,0.32
2016/09/02,2.7
2016/09/03,0.896
2016/09/04,0.286
2016/09/05,-1.332
2016/09/06,-0.433
2016/09/07,0.295
2016/09/08,2.517
2016/09/09,2.886
2016/09/10,-0.312
2016/09/11,-2.162
2016/09/12,-2.26
2016/09/13,-2.478
2016/09/14,0.712
2016/09/15,2.327
2016/09/16,3.868
2016/09/17,1.348
2016/09/18,-2.722
2016/09/19,-4.084
2016/09/20,-0.413
2016/09/21,-0.324
2016/09/22,1.461
2016/09/23,-2.257
2016/09/24,-2.394
2016/09/25,-3.019
2016/09/26,-1.706
2016/09/27,0.409
2016/09/28,0.35
2016/09/29,-0.683
2016/09/30,-2.573
2016/10/01,1.749
2016/10/02,3.861
2016/10/03,3.055
2016/10/04,4.401
2016/10/05,0.71
2016/10/06,-3.002
2016/10/07,-2.802
2016/10/08,-3.504
2016/10/09,-1.831
2016/10/10,-0.113
2016/10/11,-0.365
2016/10/12,-3.934
2016/10/13,-5.188
2016/10/14,-1.881
2016/10/15,-1.977
2016/10/16,-1.825
2016/10/17,-0.427
2016/10/18,5.203
2016/10/19,3.149
2016/10/20,2.49
2016/10/21,6.402
2016/10/22,1.884
2016/10/23,-2.057
2016/10/24,1.16
2016/10/25,2.098
2016/10/26,1.299
2016/10/27,0.318
2016/10/28,-1.012
2016/10/29,-2.032
2016/10/30,-2.452
2016/10/31,-0.678
2016/11/01,1.778
2016/11/02,1.226
2016/11/03,0.105
2016/11/04,-3.316
2016/11/05,-3.563
2016/11/06,-3.868
2016/11/07,-1.218
2016/11/08,0.6
2016/11/09,0.971
2016/11/10,0.736
2016/11/11,0.738
2016/11/12,0.615
2016/11/13,1.326
2016/11/14,1.662
2016/11/15,1.999
2016/11/16,0.819
2016/11/17,-0.317
2016/11/18,0.05
2016/11/19,-0.904
2016/11/20,-0.607
2016/11/21,-0.039
2016/11/22,3.517
2016/11/23,8.132
2016/11/24,1.619
2016/11/25,2.782
2016/11/26,-0.603
2016/11/27,-1.823
2016/11/28,-0.947
2016/11/29,-0.462
2016/11/30,-2.293
2016/12/01,-3.844
2016/12/02,-2.954
2016/12/03,-1.873
2016/12/04,-1.569
2016/12/05,-0.738
2016/12/06,1.841
2016/12/07,1.145
2016/12/08,-0.371
2016/12/09,-0.638
2016/12/10,-0.801
2016/12/11,-1.192
2016/12/12,-1.407
2016/12/13,0.495
2016/12/14,2.456
2016/12/15,2.706
2016/12/16,1.635
2016/12/17,-0.534
2016/12/18,-2.499
2016/12/19,-0.581
2016/12/20,0.584
2016/12/21,2.92
2016/12/22,5.017
2016/12/23,2.264
2016/12/24,-1.623
2016/12/25,-3.882
2016/12/26,-5.054
2016/12/27,-2.699
2016/12/28,-0.294
2016/12/29,1.926
2016/12/30,2.114
2016/12/31,0.698
2017/01/01,-1
2017/01/02,-1.509
2017/01/03,0.429
2017/01/04,3.087
2017/01/05,3.684
2017/01/06,1.596
2017/01/07,0.038
2017/01/08,-0.929
2017/01/09,-0.277
2017/01/10,0.847
2017/01/11,0.534
2017/01/12,1.609
2017/01/13,2.152
2017/01/14,-0.263
2017/01/15,-1.863
2017/01/16,-1.398
2017/01/17,-0.361
2017/01/18,-0.18
2017/01/19,-0.552
2017/01/20,-0.148
2017/01/21,-0.513
2017/01/22,0.419
2017/01/23,0.616
2017/01/24,1.741
2017/01/25,1.038
2017/01/26,0.507
2017/01/27,0.153
2017/01/28,-0.418
2017/01/29,-1.399
2017/01/30,-1.013
2017/01/31,-0.986
2017/02/01,-0.652
2017/02/02,-0.595
2017/02/03,-0.79
2017/02/04,-0.08
2017/02/05,0.722
2017/02/06,1.25
2017/02/07,2.577
2017/02/08,2.742
2017/02/09,1.469
2017/02/10,1.628
2017/02/11,0.213
2017/02/12,-1.019
2017/02/13,1.244
2017/02/14,3.219
2017/02/15,2.928
2017/02/16,0.788
2017/02/17,-0.632
2017/02/18,-1.191
2017/02/19,-1.509
2017/02/20,-0.989
2017/02/21,1.562
2017/02/22,0.885
2017/02/23,-0.62
2017/02/24,0.172
2017/02/25,0.632
2017/02/26,0.367
2017/02/27,0.323
2017/02/28,2.12
2017/03/01,2.804
2017/03/02,5.13
2017/03/03,4.204
2017/03/04,1.696
2017/03/05,-0.253
2017/03/06,-1.139
2017/03/07,-0.166
2017/03/08,-0.917
2017/03/09,0.46
2017/03/10,1.537
2017/03/11,1.752
2017/03/12,1.896
2017/03/13,4.704
2017/03/14,4.741
2017/03/15,4.519
2017/03/16,8.738
2017/03/17,9.04
2017/03/18,4.919
2017/03/19,1.242
2017/03/20,-1.255
2017/03/21,-1.689
2017/03/22,-2.227
2017/03/23,-1.739
2017/03/24,-0.351
2017/03/25,0.012
2017/03/26,-0.661
2017/03/27,1.19
2017/03/28,0.754
2017/03/29,1.441
2017/03/30,2.175
2017/03/31,3.214
2017/04/01,0.21
2017/04/02,-0.615
2017/04/03,0.853
2017/04/04,-0.144
2017/04/05,-0.774
2017/04/06,0.113
2017/04/07,0.416
2017/04/08,-2.391
2017/04/09,-3.64
2017/04/10,-3.57
2017/04/11,-2.883
2017/04/12,-1.407
2017/04/13,0.229
2017/04/14,0.569
2017/04/15,-0.488
2017/04/16,-1.791
2017/04/17,-1.983
2017/04/18,0.051
2017/04/19,1.757
2017/04/20,2.258
2017/04/21,1.399
2017/04/22,-0.551
2017/04/23,-1.049
2017/04/24,-0.452
2017/04/25,2.018
2017/04/26,2.647
2017/04/27,4.604
2017/04/28,5.229
2017/04/29,2.576
2017/04/30,1.16
2017/05/01,2.697
2017/05/02,3.167
2017/05/03,1.211
2017/05/04,1.991
2017/05/05,1.653
2017/05/06,-0.458
2017/05/07,-0.29
2017/05/08,1.414
2017/05/09,1.711
2017/05/10,1.082
2017/05/11,1.388
2017/05/12,0.343
2017/05/13,-1.045
2017/05/14,-1.668
2017/05/15,0.786
2017/05/16,1.558
2017/05/17,4.209
2017/05/18,4.751
2017/05/19,6.589
2017/05/20,3.555
2017/05/21,2.948
2017/05/22,4.941
2017/05/23,6.357
2017/05/24,5.98
2017/05/25,4.426
2017/05/26,2.007
2017/05/27,-0.977
2017/05/28,-2.02
2017/05/29,-1.84
2017/05/30,1.3
2017/05/31,4.592
2017/06/01,4.37
2017/06/02,2.982
2017/06/03,0.519
2017/06/04,-0.583
2017/06/05,-0.227
2017/06/06,0.847
2017/06/07,1.799
2017/06/08,0.734
2017/06/09,1.7
2017/06/10,2.028
2017/06/11,3.533
2017/06/12,7.035
2017/06/13,6.967
2017/06/14,3.971
2017/06/15,2.34
2017/06/16,0.723
2017/06/17,-0.457
2017/06/18,-0.75
2017/06/19,1.304
2017/06/20,3.522
2017/06/21,-0.046
2017/06/22,0.516
2017/06/23,0.84
2017/06/24,-0.327
2017/06/25,-1.967
2017/06/26,1.446
2017/06/27,0.572
2017/06/28,0.54
2017/06/29,0.071
2017/06/30,-0.745
2017/07/01,-1.685
2017/07/02,-1.599
2017/07/03,1.365
2017/07/04,2.022
2017/07/05,1.324
2017/07/06,0.062
2017/07/07,1.053
2017/07/08,-0.487
2017/07/09,-2.568
2017/07/10,0.217
2017/07/11,1.718
2017/07/12,1.687
2017/07/13,0.216
2017/07/14,-1.227
2017/07/15,-2.621
2017/07/16,-2.239
2017/07/17,-1.567
2017/07/18,0.118
2017/07/19,1.033
2017/07/20,0.275
2017/07/21,-1.187
2017/07/22,-3.205
2017/07/23,-1.217
2017/07/24,0.642
2017/07/25,0.431
2017/07/26,-0.999
