Date,mediantransactionvalue14rsiUSD
2016/01/01,54.815
2016/01/02,53.107
2016/01/03,52.857
2016/01/04,52.089
2016/01/05,42.132
2016/01/06,42.132
2016/01/07,42.132
2016/01/08,52.178
2016/01/09,52.245
2016/01/10,53.801
2016/01/11,53.214
2016/01/12,55.766
2016/01/13,42.449
2016/01/14,52.678
2016/01/15,55.772
2016/01/16,54.743
2016/01/17,54.772
2016/01/18,53.934
2016/01/19,47.068
2016/01/20,58.402
2016/01/21,56.704
2016/01/22,52.458
2016/01/23,57.986
2016/01/24,60.056
2016/01/25,56.052
2016/01/26,58.743
2016/01/27,45.369
2016/01/28,54.954
2016/01/29,55.605
2016/01/30,56.859
2016/01/31,56.596
2016/02/01,54.128
2016/02/02,53.66
2016/02/03,56.452
2016/02/04,56.181
2016/02/05,55.333
2016/02/06,37.959
2016/02/07,55.334
2016/02/08,57.632
2016/02/09,59.5
2016/02/10,65.622
2016/02/11,62.675
2016/02/12,68.852
2016/02/13,59.33
2016/02/14,59.55
2016/02/15,61.076
2016/02/16,57.608
2016/02/17,52.209
2016/02/18,53.319
2016/02/19,54.745
2016/02/20,55.036
2016/02/21,55.855
2016/02/22,58.338
2016/02/23,61.275
2016/02/24,61.128
2016/02/25,63.435
2016/02/26,59.135
2016/02/27,61.5
2016/02/28,64.097
2016/02/29,63.013
2016/03/01,65.393
2016/03/02,69.878
2016/03/03,74.344
2016/03/04,72.451
2016/03/05,80.806
2016/03/06,69.089
2016/03/07,66.425
2016/03/08,61.325
2016/03/09,64.032
2016/03/10,70.681
2016/03/11,59.786
2016/03/12,66.61
2016/03/13,68.028
2016/03/14,67.023
2016/03/15,61.7
2016/03/16,63.418
2016/03/17,56.105
2016/03/18,51.381
2016/03/19,50.006
2016/03/20,49.405
2016/03/21,52.402
2016/03/22,54.172
2016/03/23,55.194
2016/03/24,51.956
2016/03/25,48.962
2016/03/26,49.558
2016/03/27,51.077
2016/03/28,52.282
2016/03/29,54.204
2016/03/30,55.165
2016/03/31,55.145
2016/04/01,53.518
2016/04/02,53.258
2016/04/03,53.642
2016/04/04,51.228
2016/04/05,46.177
2016/04/06,47.324
2016/04/07,45.558
2016/04/08,41.913
2016/04/09,41.084
2016/04/10,35.845
2016/04/11,34.951
2016/04/12,31.562
2016/04/13,30.815
2016/04/14,37.171
2016/04/15,36.61
2016/04/16,37.593
2016/04/17,33.713
2016/04/18,46.257
2016/04/19,45.947
2016/04/20,43.068
2016/04/21,41.429
2016/04/22,39.542
2016/04/23,39.485
2016/04/24,40.671
2016/04/25,37.983
2016/04/26,35.204
2016/04/27,38.567
2016/04/28,37.098
2016/04/29,37.033
2016/04/30,45.507
2016/05/01,50.507
2016/05/02,57.852
2016/05/03,58.453
2016/05/04,56.668
2016/05/05,56.591
2016/05/06,57.229
2016/05/07,54.474
2016/05/08,53.06
2016/05/09,54.617
2016/05/10,53.608
2016/05/11,57.136
2016/05/12,61.872
2016/05/13,67.274
2016/05/14,60.838
2016/05/15,57.647
2016/05/16,61.419
2016/05/17,70.115
2016/05/18,75.787
2016/05/19,78.777
2016/05/20,80.256
2016/05/21,70.76
2016/05/22,72.695
2016/05/23,73.556
2016/05/24,62.92
2016/05/25,56.454
2016/05/26,31.289
2016/05/27,51.009
2016/05/28,30.895
2016/05/29,44.513
2016/05/30,53.353
2016/05/31,54.44
2016/06/01,55.485
2016/06/02,55.383
2016/06/03,55.022
2016/06/04,47.278
2016/06/05,54.324
2016/06/06,54.506
2016/06/07,43.574
2016/06/08,54.35
2016/06/09,54.219
