Date,price30stdUSD
2016/05/06,1.636
2016/05/07,1.524
2016/05/08,1.472
2016/05/09,1.456
2016/05/10,1.482
2016/05/11,1.532
2016/05/12,1.597
2016/05/13,1.694
2016/05/14,1.759
2016/05/15,1.805
2016/05/16,1.875
2016/05/17,2.115
2016/05/18,2.538
2016/05/19,3.05
2016/05/20,3.517
2016/05/21,3.78
2016/05/22,4.027
2016/05/23,4.223
2016/05/24,4.28
2016/05/25,4.241
2016/05/26,4.133
2016/05/27,3.984
2016/05/28,3.793
2016/05/29,3.595
2016/05/30,3.478
2016/05/31,3.434
2016/06/01,3.49
2016/06/02,3.521
2016/06/03,3.509
2016/06/04,3.476
2016/06/05,3.439
2016/06/06,3.35
2016/06/07,3.239
2016/06/08,3.144
2016/06/09,2.987
2016/06/10,2.815
2016/06/11,2.655
2016/06/12,2.578
2016/06/13,2.653
2016/06/14,2.938
2016/06/15,3.189
2016/06/16,3.689
2016/06/17,3.846
2016/06/18,3.875
2016/06/19,3.939
2016/06/20,4.028
2016/06/21,4.096
2016/06/22,4.097
2016/06/23,4.097
2016/06/24,4.056
2016/06/25,4.014
2016/06/26,3.881
2016/06/27,3.74
2016/06/28,3.678
2016/06/29,3.699
2016/06/30,3.741
2016/07/01,3.816
2016/07/02,3.894
2016/07/03,3.975
2016/07/04,4.075
2016/07/05,4.268
2016/07/06,4.43
2016/07/07,4.626
2016/07/08,4.755
2016/07/09,4.83
2016/07/10,4.908
2016/07/11,5
2016/07/12,5.056
2016/07/13,4.962
2016/07/14,4.586
2016/07/15,4.067
2016/07/16,3.105
2016/07/17,2.444
2016/07/18,2.427
2016/07/19,2.433
2016/07/20,2.434
2016/07/21,2.442
2016/07/22,2.363
2016/07/23,2.506
2016/07/24,2.461
2016/07/25,2.373
2016/07/26,2.277
2016/07/27,2.17
2016/07/28,2.144
2016/07/29,2.165
2016/07/30,2.175
2016/07/31,2.176
2016/08/01,2.176
2016/08/02,2.247
2016/08/03,2.373
2016/08/04,2.358
2016/08/05,2.339
2016/08/06,2.29
2016/08/07,2.261
2016/08/08,2.261
2016/08/09,2.239
2016/08/10,2.2
2016/08/11,2.149
2016/08/12,2.085
2016/08/13,2.064
2016/08/14,2.071
2016/08/15,2.086
2016/08/16,2.092
2016/08/17,2.107
2016/08/18,2.126
2016/08/19,2.159
2016/08/20,2.162
2016/08/21,2.076
2016/08/22,1.812
2016/08/23,1.69
2016/08/24,1.552
2016/08/25,1.461
2016/08/26,1.381
2016/08/27,1.278
2016/08/28,1.165
2016/08/29,1.036
2016/08/30,0.966
2016/08/31,0.955
2016/09/01,0.966
2016/09/02,0.824
2016/09/03,0.83
2016/09/04,0.829
2016/09/05,0.807
2016/09/06,0.793
2016/09/07,0.781
2016/09/08,0.775
2016/09/09,0.72
2016/09/10,0.708
2016/09/11,0.715
2016/09/12,0.723
2016/09/13,0.757
2016/09/14,0.777
2016/09/15,0.799
2016/09/16,0.826
2016/09/17,0.89
2016/09/18,0.946
2016/09/19,1.031
2016/09/20,1.237
2016/09/21,1.421
2016/09/22,1.463
2016/09/23,1.51
2016/09/24,1.524
2016/09/25,1.535
2016/09/26,1.525
2016/09/27,1.499
2016/09/28,1.468
2016/09/29,1.429
2016/09/30,1.404
2016/10/01,1.422
2016/10/02,1.437
2016/10/03,1.443
2016/10/04,1.435
2016/10/05,1.411
2016/10/06,1.354
2016/10/07,1.291
2016/10/08,1.215
2016/10/09,1.148
2016/10/10,1.131
2016/10/11,1.126
2016/10/12,1.121
2016/10/13,1.128
2016/10/14,1.129
2016/10/15,1.144
2016/10/16,1.166
2016/10/17,1.206
2016/10/18,1.211
2016/10/19,1.222
2016/10/20,1.187
2016/10/21,1.127
2016/10/22,1.127
2016/10/23,1.111
2016/10/24,1.113
2016/10/25,1.149
2016/10/26,1.183
2016/10/27,1.208
2016/10/28,1.219
2016/10/29,1.308
2016/10/30,1.369
2016/10/31,1.357
2016/11/01,1.374
2016/11/02,1.339
2016/11/03,1.263
2016/11/04,1.183
2016/11/05,1.124
2016/11/06,1.081
2016/11/07,1.082
2016/11/08,1.084
2016/11/09,1.126
2016/11/10,1.158
2016/11/11,1.205
2016/11/12,1.269
2016/11/13,1.322
2016/11/14,1.374
2016/11/15,1.403
2016/11/16,1.415
2016/11/17,1.371
2016/11/18,1.366
2016/11/19,1.369
2016/11/20,1.359
2016/11/21,1.33
2016/11/22,1.261
2016/11/23,1.183
2016/11/24,1.177
2016/11/25,1.168
2016/11/26,1.16
2016/11/27,1.186
2016/11/28,1.282
2016/11/29,1.448
2016/11/30,1.514
2016/12/01,1.591
2016/12/02,1.699
2016/12/03,1.788
2016/12/04,1.874
2016/12/05,1.983
2016/12/06,2.12
2016/12/07,2.117
2016/12/08,2.049
2016/12/09,1.997
2016/12/10,1.941
2016/12/11,1.893
2016/12/12,1.854
2016/12/13,1.808
2016/12/14,1.76
2016/12/15,1.716
2016/12/16,1.657
2016/12/17,1.615
2016/12/18,1.578
2016/12/19,1.543
2016/12/20,1.508
2016/12/21,1.454
2016/12/22,1.348
2016/12/23,1.247
2016/12/24,1.18
2016/12/25,1.113
2016/12/26,1.027
2016/12/27,0.967
2016/12/28,0.929
2016/12/29,0.923
2016/12/30,0.91
2016/12/31,0.881
2017/01/01,0.895
2017/01/02,0.906
2017/01/03,0.976
2017/01/04,1.33
2017/01/05,1.552
2017/01/06,1.697
2017/01/07,1.794
2017/01/08,1.908
2017/01/09,2.064
2017/01/10,2.196
2017/01/11,2.275
2017/01/12,2.307
2017/01/13,2.341
2017/01/14,2.364
2017/01/15,2.382
2017/01/16,2.377
2017/01/17,2.397
2017/01/18,2.415
2017/01/19,2.419
2017/01/20,2.439
2017/01/21,2.452
2017/01/22,2.425
2017/01/23,2.359
2017/01/24,2.255
2017/01/25,2.118
2017/01/26,1.94
2017/01/27,1.717
2017/01/28,1.609
2017/01/29,1.497
2017/01/30,1.316
2017/01/31,1.144
2017/02/01,0.903
2017/02/02,0.753
2017/02/03,0.769
2017/02/04,0.837
2017/02/05,0.887
2017/02/06,0.916
2017/02/07,0.968
2017/02/08,1.018
2017/02/09,1.042
2017/02/10,1.045
2017/02/11,1.011
2017/02/12,0.974
2017/02/13,0.92
2017/02/14,1.013
2017/02/15,1.16
2017/02/16,1.287
2017/02/17,1.398
2017/02/18,1.485
2017/02/19,1.573
2017/02/20,1.651
2017/02/21,1.703
2017/02/22,1.748
2017/02/23,1.787
2017/02/24,1.831
2017/02/25,1.893
2017/02/26,1.98
2017/02/27,2.178
2017/02/28,2.499
2017/03/01,2.777
2017/03/02,3.405
2017/03/03,4.207
2017/03/04,4.745
2017/03/05,5.085
2017/03/06,5.47
2017/03/07,5.729
2017/03/08,5.812
2017/03/09,5.823
2017/03/10,5.869
2017/03/11,6.011
2017/03/12,6.4
2017/03/13,7.533
2017/03/14,8.609
2017/03/15,9.736
2017/03/16,12.693
2017/03/17,16.05
2017/03/18,17.406
2017/03/19,18.551
2017/03/20,19.993
2017/03/21,21.08
2017/03/22,21.744
2017/03/23,22.256
2017/03/24,23.067
2017/03/25,24.174
2017/03/26,24.991
2017/03/27,25.57
2017/03/28,25.87
2017/03/29,26.262
2017/03/30,26.557
2017/03/31,26.42
2017/04/01,26.291
2017/04/02,26.102
2017/04/03,25.502
2017/04/04,24.635
2017/04/05,23.771
2017/04/06,22.641
2017/04/07,21.132
2017/04/08,19.276
2017/04/09,17.193
2017/04/10,14.976
2017/04/11,12.782
2017/04/12,11.144
2017/04/13,9.464
2017/04/14,7.681
2017/04/15,7.434
2017/04/16,7.485
2017/04/17,7.032
2017/04/18,6.603
2017/04/19,6.597
2017/04/20,6.448
2017/04/21,6.09
2017/04/22,5.705
2017/04/23,5.684
2017/04/24,5.659
2017/04/25,5.64
2017/04/26,5.755
2017/04/27,6.71
2017/04/28,9.273
2017/04/29,11.976
2017/04/30,14.56
2017/05/01,17.895
2017/05/02,20.152
2017/05/03,22
2017/05/04,24.549
2017/05/05,27.864
2017/05/06,30.203
2017/05/07,32.248
2017/05/08,33.456
2017/05/09,33.863
2017/05/10,34.308
2017/05/11,34.549
2017/05/12,34.67
2017/05/13,34.726
2017/05/14,34.72
2017/05/15,34.632
2017/05/16,34.272
2017/05/17,33.541
2017/05/18,33.104
2017/05/19,34.494
2017/05/20,37.127
2017/05/21,40.359
2017/05/22,48.147
2017/05/23,53.851
2017/05/24,62.353
2017/05/25,69.929
2017/05/26,73.232
2017/05/27,73.099
2017/05/28,74.882
2017/05/29,77.249
2017/05/30,82.879
2017/05/31,90.39
2017/06/01,95.904
2017/06/02,100
2017/06/03,103.396
2017/06/04,108.32
2017/06/05,112.924
2017/06/06,117.756
2017/06/07,121.488
2017/06/08,123.255
2017/06/09,125.245
2017/06/10,129.694
2017/06/11,137.987
2017/06/12,147.789
2017/06/13,157.514
2017/06/14,162.882
2017/06/15,160.854
2017/06/16,159
2017/06/17,156.894
2017/06/18,155.618
2017/06/19,153.61
2017/06/20,151.234
2017/06/21,148.581
2017/06/22,144.593
2017/06/23,142.13
2017/06/24,139.339
2017/06/25,133.794
2017/06/26,124.13
2017/06/27,116.869
2017/06/28,108.662
2017/06/29,103.51
2017/06/30,99.908
2017/07/01,96.54
2017/07/02,92.834
2017/07/03,88.076
2017/07/04,85.171
2017/07/05,83.697
2017/07/06,83.003
2017/07/07,83.473
2017/07/08,84.889
2017/07/09,86.752
2017/07/10,91.491
2017/07/11,98.584
2017/07/12,101.25
2017/07/13,100.089
2017/07/14,100.411
2017/07/15,105.156
2017/07/16,110.581
2017/07/17,111.533
2017/07/18,107.845
2017/07/19,102.398
2017/07/20,95.553
2017/07/21,91.058
2017/07/22,86.862
2017/07/23,81.275
2017/07/24,75.864
2017/07/25,73.117
2017/07/26,73.47
2017/07/27,74.135
2017/07/28,71.874
2017/07/29,67.201
2017/07/30,62.896
2017/07/31,61.008
2017/08/01,58.347
2017/08/02,53.778
2017/08/03,48.905
2017/08/04,45.475
2017/08/05,42.119
2017/08/06,43.084
2017/08/07,46.201
2017/08/08,51.224
2017/08/09,59.614
2017/08/10,66.488
2017/08/11,72.376
2017/08/12,79.119
2017/08/13,82.122
2017/08/14,84.181
2017/08/15,81.377
2017/08/16,79.909
2017/08/17,81.428
2017/08/18,83.203
2017/08/19,83.839
2017/08/20,84.562
2017/08/21,87.169
2017/08/22,88.769
2017/08/23,90.46
2017/08/24,90.856
2017/08/25,90.531
2017/08/26,89.399
2017/08/27,87.388
2017/08/28,83.577
2017/08/29,81.824
2017/08/30,80.569
2017/08/31,81.414
2017/09/01,82.258
2017/09/02,78.208
2017/09/03,72.198
2017/09/04,66.141
2017/09/05,62.872
2017/09/06,59.743
2017/09/07,57.829
2017/09/08,57.092
2017/09/09,56.951
2017/09/10,57.322
2017/09/11,57.961
2017/09/12,57.498
2017/09/13,59.37
2017/09/14,63.056
2017/09/15,69.255
2017/09/16,72.605
2017/09/17,76.07
2017/09/18,76.213
2017/09/19,76.455
2017/09/20,77.214
2017/09/21,78.472
2017/09/22,80.641
2017/09/23,81.697
2017/09/24,81.863
2017/09/25,81.776
2017/09/26,81.298
2017/09/27,80.224
2017/09/28,77.497
2017/09/29,72.147
2017/09/30,64.865
2017/10/01,54.539
2017/10/02,48.779
2017/10/03,43.715
2017/10/04,42.572
2017/10/05,42.313
2017/10/06,39.293
2017/10/07,36.492
2017/10/08,35.449
2017/10/09,35.341
2017/10/10,35.493
2017/10/11,35.607
2017/10/12,35.693
2017/10/13,37.667
2017/10/14,39.884
2017/10/15,37.077
2017/10/16,37.682
2017/10/17,34.99
2017/10/18,34.748
2017/10/19,34.521
2017/10/20,34.119
2017/10/21,32.874
2017/10/22,29.485
2017/10/23,28.398
2017/10/24,27.528
2017/10/25,27.303
2017/10/26,27.096
2017/10/27,27.152
2017/10/28,27.44
2017/10/29,27.108
2017/10/30,27.07
2017/10/31,27.01
2017/11/01,27.027
2017/11/02,27.719
2017/11/03,27.627
2017/11/04,27.357
2017/11/05,27.442
2017/11/06,27.531
2017/11/07,27.613
2017/11/08,27.63
2017/11/09,27.974
2017/11/10,27.992
2017/11/11,27.997
2017/11/12,27.223
2017/11/13,23.966
2017/11/14,23.29
2017/11/15,22.432
2017/11/16,22.963
2017/11/17,24.928
2017/11/18,26.997
2017/11/19,32.176
2017/11/20,37.203
2017/11/21,41.798
2017/11/22,44.972
2017/11/23,53.867
2017/11/24,66.672
2017/11/25,83.932
2017/11/26,95.215
2017/11/27,106.811
2017/11/28,115.747
2017/11/29,123.371
2017/11/30,125.885
2017/12/01,128.064
2017/12/02,130.086
2017/12/03,132.454
2017/12/04,133.718
2017/12/05,133.791
2017/12/06,131.603
2017/12/07,127.877
2017/12/08,125.099
2017/12/09,124.964
2017/12/10,121.298
2017/12/11,117.354
2017/12/12,122.734
2017/12/13,144.89
2017/12/14,170.442
2017/12/15,183.671
2017/12/16,196.374
2017/12/17,209.074
2017/12/18,220.834
2017/12/19,244.274
2017/12/20,258.702
2017/12/21,271.147
2017/12/22,268.048
2017/12/23,269.534
2017/12/24,267.471
2017/12/25,269.951
2017/12/26,272.866
2017/12/27,275.881
2017/12/28,274.773
2017/12/29,274.454
2017/12/30,268.282
2017/12/31,262.318
2018/01/01,258.137
2018/01/02,260.759
2018/01/03,264.232
2018/01/04,271.996
2018/01/05,276.82
2018/01/06,277.215
2018/01/07,287.986
2018/01/08,307.352
2018/01/09,325.739
2018/01/10,356.186
2018/01/11,371.857
2018/01/12,392.026
2018/01/13,426.239
2018/01/14,450.605
2018/01/15,468.953
2018/01/16,468.313
2018/01/17,462.186
2018/01/18,461.222
2018/01/19,458.757
2018/01/20,458.762
2018/01/21,447.485
2018/01/22,437.426
2018/01/23,419.622
2018/01/24,405.625
2018/01/25,393.272
2018/01/26,379.656
2018/01/27,359.623
2018/01/28,343.625
2018/01/29,319.163
2018/01/30,290.427
2018/01/31,260.899
2018/02/01,242.981
2018/02/02,238.031
2018/02/03,237.477
2018/02/04,244.278
2018/02/05,269.773
2018/02/06,310.342
2018/02/07,326.834
2018/02/08,336.319
2018/02/09,332.946
2018/02/10,332.636
2018/02/11,333.029
2018/02/12,314.895
2018/02/13,293.568
2018/02/14,267.475
2018/02/15,261.463
2018/02/16,261.737
2018/02/17,260.256
2018/02/18,258.578
2018/02/19,251.743
2018/02/20,247.277
2018/02/21,247.434
2018/02/22,250.504
2018/02/23,251.318
2018/02/24,248.369
2018/02/25,246.269
2018/02/26,239.981
2018/02/27,217.747
2018/02/28,190.504
2018/03/01,167.494
2018/03/02,147.444
2018/03/03,119.233
2018/03/04,117.132
2018/03/05,112.212
2018/03/06,111.445
2018/03/07,110.92
2018/03/08,99.368
2018/03/09,115.96
2018/03/10,124.848
2018/03/11,136.425
2018/03/12,144.782
2018/03/13,154.593
2018/03/14,167.64
2018/03/15,187.379
2018/03/16,201.737
2018/03/17,213.688
2018/03/18,233.6
2018/03/19,241.547
2018/03/20,247.572
2018/03/21,248.328
2018/03/22,248.829
2018/03/23,255.705
2018/03/24,261.622
2018/03/25,266.325
2018/03/26,271.428
2018/03/27,278.375
2018/03/28,282.345
2018/03/29,285.676
2018/03/30,289.892
2018/03/31,289.167
2018/04/01,287.356
2018/04/02,281.848
2018/04/03,272.135
2018/04/04,258.241
2018/04/05,245.397
2018/04/06,236.53
2018/04/07,229.147
2018/04/08,224.688
2018/04/09,213.067
2018/04/10,201.866
2018/04/11,184.969
2018/04/12,166.925
2018/04/13,152.053
2018/04/14,144.146
2018/04/15,135.309
2018/04/16,128.558
2018/04/17,128.746
2018/04/18,126.951
2018/04/19,126.888
2018/04/20,128.805
2018/04/21,135.513
2018/04/22,146.047
2018/04/23,157.206
2018/04/24,175.601
2018/04/25,186.05
2018/04/26,194.11
2018/04/27,204.602
2018/04/28,213.368
2018/04/29,219.304
2018/04/30,224.374
2018/05/01,224.178
2018/05/02,224.413
2018/05/03,229.593
2018/05/04,237.166
2018/05/05,243.607
2018/05/06,243.913
2018/05/07,237.899
2018/05/08,231.105
2018/05/09,222.135
2018/05/10,211.233
2018/05/11,196.629
2018/05/12,183.146
2018/05/13,175.661
2018/05/14,166.957
2018/05/15,159.15
2018/05/16,147.742
2018/05/17,134.335
2018/05/18,118.712
2018/05/19,105.519
2018/05/20,97.32
2018/05/21,90.756
2018/05/22,86.164
2018/05/23,89.04
2018/05/24,98.35
2018/05/25,103.576
2018/05/26,107.308
2018/05/27,115.439
2018/05/28,128.282
2018/05/29,138.752
2018/05/30,145.635
2018/05/31,150.619
2018/06/01,155.016
2018/06/02,156.423
2018/06/03,152.014
2018/06/04,143.654
2018/06/05,136.192
2018/06/06,132.71
2018/06/07,127.719
2018/06/08,123.1
2018/06/09,115.651
2018/06/10,115.793
2018/06/11,120.154
2018/06/12,121.605
2018/06/13,124.893
2018/06/14,124.064
2018/06/15,123.916
2018/06/16,122.35
2018/06/17,121.283
2018/06/18,116.674
2018/06/19,106.302
2018/06/20,93.981
2018/06/21,83.615
2018/06/22,84.342
2018/06/23,88.456
2018/06/24,93.69
2018/06/25,96.837
2018/06/26,101.141
2018/06/27,107.573
2018/06/28,113.028
2018/06/29,119.297
2018/06/30,120.882
2018/07/01,121.433
2018/07/02,119.949
2018/07/03,114.955
2018/07/04,110.302
2018/07/05,105.44
2018/07/06,98.368
2018/07/07,89.152
2018/07/08,78.872
2018/07/09,65.611
2018/07/10,60.036
2018/07/11,58.944
2018/07/12,58.271
2018/07/13,59.633
2018/07/14,60.529
2018/07/15,59.964
2018/07/16,58.977
2018/07/17,57.78
2018/07/18,57.208
2018/07/19,52.433
2018/07/20,46.354
2018/07/21,37.746
2018/07/22,35.937
2018/07/23,35.594
2018/07/24,35.709
2018/07/25,36.211
2018/07/26,36.625
2018/07/27,35.498
2018/07/28,34.384
2018/07/29,30.215
2018/07/30,29.854
2018/07/31,30.706
2018/08/01,34.221
2018/08/02,37.67
2018/08/03,41.535
2018/08/04,44.359
2018/08/05,47.48
2018/08/06,49.875
2018/08/07,50.979
2018/08/08,57.496
2018/08/09,64.845
2018/08/10,71.803
2018/08/11,83.886
2018/08/12,93.337
2018/08/13,103.287
2018/08/14,118.617
2018/08/15,126.844
2018/08/16,132.375
2018/08/17,134.031
2018/08/18,135.967
2018/08/19,138.553
2018/08/20,140.697
2018/08/21,142.834
2018/08/22,143.878
2018/08/23,143.874
2018/08/24,141.754
2018/08/25,137.949
2018/08/26,134.526
2018/08/27,129.23
2018/08/28,121.962
2018/08/29,113.8
2018/08/30,107.249
2018/08/31,102.157
2018/09/01,96.223
2018/09/02,89.878
2018/09/03,82.105
2018/09/04,73.68
2018/09/05,64.079
2018/09/06,56.895
2018/09/07,55.634
2018/09/08,55.401
2018/09/09,56.938
2018/09/10,62.083
2018/09/11,66.503
2018/09/12,72.915
2018/09/13,76.911
2018/09/14,78.408
2018/09/15,79.14
2018/09/16,78.864
2018/09/17,78.299
2018/09/18,78.446
2018/09/19,78.137
2018/09/20,78.293
2018/09/21,77.242
2018/09/22,76.398
2018/09/23,75.31
2018/09/24,73.907
2018/09/25,73.273
2018/09/26,72.162
2018/09/27,69.6
2018/09/28,66.028
2018/09/29,63.214
2018/09/30,60.199
2018/10/01,55.455
2018/10/02,49.151
2018/10/03,42.385
2018/10/04,34.384
2018/10/05,29.832
2018/10/06,29.819
2018/10/07,29.857
2018/10/08,30.019
2018/10/09,29.283
2018/10/10,28.16
2018/10/11,26.786
2018/10/12,23.079
2018/10/13,22.779
2018/10/14,23.751
2018/10/15,24.066
2018/10/16,24.284
2018/10/17,24.396
2018/10/18,24.062
2018/10/19,24.453
2018/10/20,24.73
2018/10/21,24.764
2018/10/22,23.814
2018/10/23,22.472
2018/10/24,21.572
2018/10/25,22.035
2018/10/26,22.433
2018/10/27,22.704
2018/10/28,22.534
2018/10/29,22.419
2018/10/30,21.79
2018/10/31,21.143
2018/11/01,20.405
2018/11/02,20.206
2018/11/03,19.586
2018/11/04,18.774
2018/11/05,17.463
2018/11/06,16.407
2018/11/07,15.261
2018/11/08,13.236
2018/11/09,11.175
2018/11/10,11.43
2018/11/11,11.148
2018/11/12,11.107
2018/11/13,10.981
2018/11/14,11.349
2018/11/15,14.85
2018/11/16,17.509
2018/11/17,20.323
2018/11/18,22.314
2018/11/19,26.869
2018/11/20,34.44
2018/11/21,41.227
2018/11/22,46.721
2018/11/23,52.849
2018/11/24,57.975
2018/11/25,63.99
2018/11/26,68.581
2018/11/27,73.105
2018/11/28,75.829
2018/11/29,78.077
2018/11/30,80.243
2018/12/01,81.854
2018/12/02,82.853
2018/12/03,83.935
2018/12/04,84.422
2018/12/05,84.287
2018/12/06,83.8
2018/12/07,82.983
2018/12/08,81.443
2018/12/09,79.256
2018/12/10,76.177
2018/12/11,72.421
2018/12/12,67.392
2018/12/13,61.376
2018/12/14,56.236
2018/12/15,53.139
2018/12/16,48.916
2018/12/17,43.955
2018/12/18,36.685
2018/12/19,31.218
2018/12/20,28.665
2018/12/21,26.782
2018/12/22,24.668
2018/12/23,25.49
2018/12/24,29.152
2018/12/25,30.472
2018/12/26,31.806
2018/12/27,32.517
2018/12/28,32.9
2018/12/29,34.608
2018/12/30,36.235
2018/12/31,37.57
2019/01/01,38.718
2019/01/02,41.273
2019/01/03,43.854
2019/01/04,46.163
2019/01/05,48.613
2019/01/06,49.519
2019/01/07,50.198
2019/01/08,50.431
2019/01/09,50.342
2019/01/10,48.906
2019/01/11,47.154
2019/01/12,45.101
2019/01/13,42.397
2019/01/14,39.143
2019/01/15,35.732
2019/01/16,32.471
2019/01/17,29.687
2019/01/18,28.018
2019/01/19,26.733
2019/01/20,26.115
2019/01/21,25.566
2019/01/22,26.269
2019/01/23,26.482
2019/01/24,27.161
2019/01/25,27.834
2019/01/26,28.3
2019/01/27,28.858
2019/01/28,30.163
2019/01/29,31.438
2019/01/30,32.372
2019/01/31,33.124
2019/02/01,33.031
2019/02/02,32.352
2019/02/03,31.225
2019/02/04,28.879
2019/02/05,26.505
2019/02/06,23.926
2019/02/07,21.208
2019/02/08,16.882
2019/02/09,15.037
2019/02/10,14.404
2019/02/11,13.935
2019/02/12,13.841
2019/02/13,13.885
2019/02/14,13.369
2019/02/15,13.304
2019/02/16,13.374
2019/02/17,13.791
2019/02/18,16.535
2019/02/19,20.047
2019/02/20,22.636
2019/02/21,24.876
2019/02/22,27.036
2019/02/23,29.346
2019/02/24,31.735
2019/02/25,32.284
2019/02/26,32.597
2019/02/27,32.393
2019/02/28,31.963
2019/03/01,31.538
2019/03/02,30.947
2019/03/03,30.102
2019/03/04,29.148
2019/03/05,28.193
2019/03/06,27.136
2019/03/07,25.861
2019/03/08,23.8
2019/03/09,21.532
2019/03/10,19.771
2019/03/11,18.966
2019/03/12,18.028
2019/03/13,17.31
2019/03/14,16.485
2019/03/15,15.747
2019/03/16,14.939
2019/03/17,13.875
2019/03/18,12.771
2019/03/19,12.005
2019/03/20,11.952
2019/03/21,11.475
2019/03/22,11.145
2019/03/23,10.726
2019/03/24,10.044
2019/03/25,8.618
2019/03/26,5.634
2019/03/27,5.582
2019/03/28,5.645
2019/03/29,5.866
2019/03/30,6.371
2019/03/31,6.656
2019/04/01,6.903
2019/04/02,8.979
2019/04/03,14.123
2019/04/04,15.842
2019/04/05,17.917
2019/04/06,19.963
2019/04/07,22.143
2019/04/08,25.797
2019/04/09,28.176
2019/04/10,30.352
2019/04/11,30.813
2019/04/12,30.773
2019/04/13,30.573
2019/04/14,30.432
2019/04/15,30.607
2019/04/16,30.501
2019/04/17,30.416
2019/04/18,30.604
2019/04/19,30.628
2019/04/20,30.511
2019/04/21,29.854
2019/04/22,29.109
2019/04/23,28.241
2019/04/24,26.669
2019/04/25,24.611
2019/04/26,23.021
2019/04/27,21.243
2019/04/28,19.525
2019/04/29,18.141
2019/04/30,16.15
2019/05/01,13.776
2019/05/02,13.094
2019/05/03,13.028
2019/05/04,12.875
2019/05/05,12.881
2019/05/06,12.879
2019/05/07,13.387
2019/05/08,12.497
2019/05/09,11.953
2019/05/10,11.215
2019/05/11,13.515
2019/05/12,16.225
2019/05/13,18.818
2019/05/14,23.335
2019/05/15,32.396
2019/05/16,45.356
2019/05/17,50.593
2019/05/18,55.033
2019/05/19,60.91
2019/05/20,65.329
2019/05/21,69.449
2019/05/22,72.985
2019/05/23,74.86
2019/05/24,76.82
2019/05/25,78.376
2019/05/26,78.94
2019/05/27,80.659
2019/05/28,81.918
2019/05/29,82.152
2019/05/30,82.516
2019/05/31,81.064
2019/06/01,79.686
2019/06/02,78.285
2019/06/03,75.66
2019/06/04,71.524
2019/06/05,67.245
2019/06/06,63.602
2019/06/07,58.439
2019/06/08,52.241
2019/06/09,45.359
2019/06/10,39.905
2019/06/11,34.219
2019/06/12,27.543
2019/06/13,22.427
2019/06/14,21.224
2019/06/15,21.52
2019/06/16,21.688
2019/06/17,21.658
2019/06/18,22.059
2019/06/19,22.274
2019/06/20,22.672
2019/06/21,25.076
2019/06/22,29.702
2019/06/23,34.661
2019/06/24,37.976
