Date,difficulty7sma
2016/01/01,8535619195580
2016/01/02,8491594398013
2016/01/03,8452116229785
2016/01/04,8423869630261
2016/01/05,8381073418436
2016/01/06,8373239788694
2016/01/07,8325731006563
2016/01/08,8290727757865
2016/01/09,8331489861033
2016/01/10,8334966442196
2016/01/11,8405541433905
2016/01/12,8488981606773
2016/01/13,8497692832804
2016/01/14,8572721829153
2016/01/15,8671830321681
2016/01/16,8781766945638
2016/01/17,8886236201780
2016/01/18,8975631173059
2016/01/19,9068301928181
2016/01/20,9201194062205
2016/01/21,9324506493461
2016/01/22,9453200138653
2016/01/23,9575507150376
2016/01/24,9727685128954
2016/01/25,9852851677569
2016/01/26,10006009077570
2016/01/27,10206893227224
2016/01/28,10328354881040
2016/01/29,10469230481662
2016/01/30,10586026221642
2016/01/31,10666407629655
2016/02/01,10750319194103
2016/02/02,10759377684344
2016/02/03,10764675200560
2016/02/04,10859682730133
2016/02/05,10901537104314
2016/02/06,10900213304547
2016/02/07,10950846596902
2016/02/08,11039755866478
2016/02/09,11121348863372
2016/02/10,11235940552132
2016/02/11,11361653280748
2016/02/12,11415496178751
2016/02/13,11591295573938
2016/02/14,11797938472487
2016/02/15,11988638981178
2016/02/16,12195915200637
2016/02/17,12347713704117
2016/02/18,12374619077823
2016/02/19,12531533409974
2016/02/20,12633927388465
2016/02/21,12699935272859
2016/02/22,12779469376789
2016/02/23,12934805196275
2016/02/24,13063598225787
2016/02/25,13262411860217
2016/02/26,13462122733321
2016/02/27,13712232848434
2016/02/28,13966276963233
2016/02/29,14181285067526
2016/03/01,14276980351746
2016/03/02,14472185877307
2016/03/03,14761462319210
2016/03/04,15060258446741
2016/03/05,15332852959784
2016/03/06,15705004569085
2016/03/07,16023248664528
2016/03/08,16457314088682
2016/03/09,16868294932770
2016/03/10,17212229035762
2016/03/11,17575235708140
2016/03/12,18029781009519
2016/03/13,18430819687448
2016/03/14,18845281965337
2016/03/15,18856766445205
2016/03/16,18844055179686
2016/03/17,18848696560997
2016/03/18,18794176294466
2016/03/19,18650860378313
2016/03/20,18547123842820
2016/03/21,18433266239637
2016/03/22,18718320474401
2016/03/23,18859491286912
2016/03/24,19111251995230
2016/03/25,19478567859995
2016/03/26,19873209668819
2016/03/27,20238006362105
2016/03/28,20595079250091
2016/03/29,21015944041937
2016/03/30,21595441012822
2016/03/31,22179480381543
2016/04/01,22590565135359
2016/04/02,22891340976788
2016/04/03,23222588773006
2016/04/04,23719423611802
2016/04/05,24175434410835
2016/04/06,24581816155429
2016/04/07,24689094017725
2016/04/08,25030623014406
2016/04/09,25505455376525
2016/04/10,25903755577710
2016/04/11,26156097090315
2016/04/12,26211756892682
2016/04/13,26436906001855
2016/04/14,26851898737352
2016/04/15,27161419816194
2016/04/16,27452489123031
2016/04/17,27615003652472
2016/04/18,27973803273571
2016/04/19,28535813257229
2016/04/20,28951931364107
2016/04/21,29427144227318
2016/04/22,29631969983433
2016/04/23,29915999955499
2016/04/24,30256370728877
2016/04/25,30542117218775
2016/04/26,30751243507602
2016/04/27,30883695109040
2016/04/28,31048302758597
2016/04/29,31465534353648
2016/04/30,31871229097205
2016/05/01,32425571473019
2016/05/02,32533688604626
2016/05/03,32914863822331
2016/05/04,33355308825109
2016/05/05,33619368943612
2016/05/06,33822170143574
2016/05/07,33875931110517
2016/05/08,33872928572932
