Date,transactionvalue90smaUSD
2017/12/02,9311
2017/12/03,9341
2017/12/04,9373
2017/12/05,9325
2017/12/06,9319
2017/12/07,9295
2017/12/08,9181
2017/12/09,9060
2017/12/10,8969
2017/12/11,8884
2017/12/12,8896
2017/12/13,8872
2017/12/14,8868
2017/12/15,8874
2017/12/16,8830
2017/12/17,8741
2017/12/18,8674
2017/12/19,8674
2017/12/20,8702
2017/12/21,8723
2017/12/22,8734
2017/12/23,8744
2017/12/24,8729
2017/12/25,8705
2017/12/26,8699
2017/12/27,8693
2017/12/28,8716
2017/12/29,8754
2017/12/30,8814
2017/12/31,8814
2018/01/01,8666
2018/01/02,8623
2018/01/03,8637
2018/01/04,8698
2018/01/05,8768
2018/01/06,8808
2018/01/07,8831
2018/01/08,8886
2018/01/09,8964
2018/01/10,9079
2018/01/11,9130
2018/01/12,9169
2018/01/13,9188
2018/01/14,9465
2018/01/15,9529
2018/01/16,9575
2018/01/17,9622
2018/01/18,9684
2018/01/19,9712
2018/01/20,9741
2018/01/21,9744
2018/01/22,9763
2018/01/23,9792
2018/01/24,9830
2018/01/25,9892
2018/01/26,10014
2018/01/27,10106
2018/01/28,10215
2018/01/29,10328
2018/01/30,10358
2018/01/31,10379
2018/02/01,10396
2018/02/02,10443
2018/02/03,10462
2018/02/04,10463
2018/02/05,10479
2018/02/06,10475
2018/02/07,10412
2018/02/08,10359
2018/02/09,10311
2018/02/10,10241
2018/02/11,10199
2018/02/12,10169
2018/02/13,10136
2018/02/14,10087
2018/02/15,10048
2018/02/16,10009
2018/02/17,9960
2018/02/18,9890
2018/02/19,9813
2018/02/20,9741
2018/02/21,9657
2018/02/22,9601
2018/02/23,9492
2018/02/24,9382
2018/02/25,9236
2018/02/26,9070
2018/02/27,8874
2018/02/28,8705
2018/03/01,8560
2018/03/02,8396
2018/03/03,8252
2018/03/04,8116
2018/03/05,8064
2018/03/06,8001
2018/03/07,7945
2018/03/08,7906
2018/03/09,7878
2018/03/10,7849
2018/03/11,7822
2018/03/12,7746
2018/03/13,7690
2018/03/14,7610
2018/03/15,7546
2018/03/16,7489
2018/03/17,7429
2018/03/18,7381
2018/03/19,7306
2018/03/20,7207
2018/03/21,7112
2018/03/22,7028
2018/03/23,6962
2018/03/24,6901
2018/03/25,6846
2018/03/26,6773
2018/03/27,6702
2018/03/28,6619
2018/03/29,6529
2018/03/30,6432
2018/03/31,6367
2018/04/01,6301
2018/04/02,6197
2018/04/03,6097
2018/04/04,5949
2018/04/05,5798
2018/04/06,5667
2018/04/07,5546
2018/04/08,5396
2018/04/09,5233
2018/04/10,5027
2018/04/11,4855
2018/04/12,4718
2018/04/13,4612
2018/04/14,4276
2018/04/15,4143
2018/04/16,4004
2018/04/17,3882
2018/04/18,3764
2018/04/19,3675
2018/04/20,3593
2018/04/21,3519
2018/04/22,3425
2018/04/23,3351
2018/04/24,3270
2018/04/25,3231
2018/04/26,3127
2018/04/27,3055
2018/04/28,2963
2018/04/29,2867
2018/04/30,2768
2018/05/01,2673
2018/05/02,2597
2018/05/03,2508
2018/05/04,2449
2018/05/05,2405
2018/05/06,2353
2018/05/07,2308
2018/05/08,2253
2018/05/09,2227
2018/05/10,2188
2018/05/11,2142
2018/05/12,2110
2018/05/13,2069
2018/05/14,2009
2018/05/15,1965
2018/05/16,1908
2018/05/17,1859
2018/05/18,1816
2018/05/19,1770
2018/05/20,1733
2018/05/21,1697
2018/05/22,1668
2018/05/23,1622
2018/05/24,1598
2018/05/25,1576
2018/05/26,1562
2018/05/27,1547
2018/05/28,1544
2018/05/29,1539
2018/05/30,1532
2018/05/31,1529
2018/06/01,1535
2018/06/02,1531
2018/06/03,1520
2018/06/04,1511
2018/06/05,1507
2018/06/06,1507
2018/06/07,1504
2018/06/08,1510
2018/06/09,1507
2018/06/10,1504
2018/06/11,1490
2018/06/12,1491
2018/06/13,1500
2018/06/14,1514
2018/06/15,1527
2018/06/16,1517
2018/06/17,1508
2018/06/18,1503
2018/06/19,1501
2018/06/20,1501
2018/06/21,1499
2018/06/22,1504
2018/06/23,1503
2018/06/24,1500
2018/06/25,1493
2018/06/26,1485
2018/06/27,1477
2018/06/28,1473
2018/06/29,1475
2018/06/30,1475
2018/07/01,1473
2018/07/02,1476
2018/07/03,1482
2018/07/04,1492
2018/07/05,1500
2018/07/06,1511
2018/07/07,1514
2018/07/08,1513
2018/07/09,1518
2018/07/10,1520
2018/07/11,1514
2018/07/12,1509
2018/07/13,1510
2018/07/14,1508
2018/07/15,1505
2018/07/16,1507
2018/07/17,1506
2018/07/18,1508
2018/07/19,1502
2018/07/20,1501
2018/07/21,1498
2018/07/22,1478
2018/07/23,1464
2018/07/24,1453
2018/07/25,1445
2018/07/26,1434
2018/07/27,1425
2018/07/28,1414
2018/07/29,1400
2018/07/30,1392
2018/07/31,1385
2018/08/01,1366
2018/08/02,1353
2018/08/03,1341
2018/08/04,1328
2018/08/05,1303
2018/08/06,1289
2018/08/07,1277
2018/08/08,1271
2018/08/09,1262
2018/08/10,1259
2018/08/11,1255
2018/08/12,1239
2018/08/13,1231
2018/08/14,1229
2018/08/15,1224
2018/08/16,1216
2018/08/17,1215
2018/08/18,1208
2018/08/19,1196
2018/08/20,1183
2018/08/21,1168
2018/08/22,1160
2018/08/23,1152
2018/08/24,1148
2018/08/25,1138
2018/08/26,1124
2018/08/27,1115
2018/08/28,1106
2018/08/29,1098
2018/08/30,1085
2018/08/31,1082
2018/09/01,1078
2018/09/02,1066
2018/09/03,1058
2018/09/04,1053
2018/09/05,1046
2018/09/06,1038
2018/09/07,1038
2018/09/08,1033
2018/09/09,1025
2018/09/10,1012
2018/09/11,993.916
2018/09/12,977.736
2018/09/13,960.791
2018/09/14,956.717
2018/09/15,953.845
2018/09/16,947.522
2018/09/17,941.24
2018/09/18,934.273
2018/09/19,926.705
2018/09/20,918.581
2018/09/21,922.267
2018/09/22,916.33
2018/09/23,909.673
2018/09/24,906.724
2018/09/25,903.252
2018/09/26,900.467
2018/09/27,894.81
2018/09/28,893.478
2018/09/29,893.637
2018/09/30,886.047
2018/10/01,876.268
2018/10/02,863.921
2018/10/03,854.556
2018/10/04,843.582
2018/10/05,837.719
2018/10/06,831.386
2018/10/07,821.914
2018/10/08,815.697
2018/10/09,811.629
2018/10/10,807.716
2018/10/11,809.174
2018/10/12,808.203
2018/10/13,804.47
2018/10/14,796.845
2018/10/15,797.086
2018/10/16,791.16
2018/10/17,787.038
2018/10/18,783.212
2018/10/19,780.561
2018/10/20,778.817
2018/10/21,776.739
2018/10/22,771.596
2018/10/23,768.343
2018/10/24,766.308
2018/10/25,766.684
2018/10/26,767.885
2018/10/27,766.837
2018/10/28,760.848
2018/10/29,749.357
2018/10/30,745.978
2018/10/31,742.992
2018/11/01,741.043
2018/11/02,742.608
2018/11/03,741.691
2018/11/04,740.502
2018/11/05,740.186
2018/11/06,732.726
2018/11/07,729.981
2018/11/08,725.629
2018/11/09,723.797
2018/11/10,723.513
2018/11/11,716.176
2018/11/12,710.511
2018/11/13,706.207
2018/11/14,710.556
2018/11/15,711.474
2018/11/16,713.556
2018/11/17,714.596
2018/11/18,715.205
2018/11/19,721.543
2018/11/20,726.438
2018/11/21,728.873
2018/11/22,728.376
2018/11/23,730.033
2018/11/24,731.079
2018/11/25,732.596
2018/11/26,732.731
2018/11/27,729.423
2018/11/28,728.912
2018/11/29,729.42
2018/11/30,760.894
2018/12/01,794.23
2018/12/02,788.825
2018/12/03,778.115
2018/12/04,771.43
2018/12/05,764.226
2018/12/06,760.464
2018/12/07,759.629
2018/12/08,756.149
2018/12/09,751.441
2018/12/10,746.626
2018/12/11,738.453
2018/12/12,733.627
2018/12/13,729.073
2018/12/14,726.34
2018/12/15,723.008
2018/12/16,718.027
2018/12/17,715.908
2018/12/18,714.965
2018/12/19,714.511
2018/12/20,709.734
2018/12/21,710.247
2018/12/22,707.54
2018/12/23,705.095
2018/12/24,706.906
2018/12/25,704.502
2018/12/26,702.068
2018/12/27,700.75
2018/12/28,699.696
2018/12/29,703.153
2018/12/30,701.839
2018/12/31,702.277
2019/01/01,700.906
2019/01/02,701.521
2019/01/03,702.432
2019/01/04,709.7
2019/01/05,719.254
2019/01/06,720.214
2019/01/07,721.693
2019/01/08,721.58
2019/01/09,716.04
2019/01/10,716.439
2019/01/11,721.711
2019/01/12,721.283
2019/01/13,712.412
2019/01/14,711.389
2019/01/15,709.871
2019/01/16,707.392
2019/01/17,706.734
2019/01/18,705.006
2019/01/19,699.793
2019/01/20,697.796
2019/01/21,694.935
2019/01/22,691.899
2019/01/23,687.495
2019/01/24,686.345
2019/01/25,686.877
2019/01/26,685.96
2019/01/27,683.641
2019/01/28,684.429
2019/01/29,682.626
2019/01/30,681.652
2019/01/31,679.46
2019/02/01,679.281
2019/02/02,675.735
2019/02/03,670.005
2019/02/04,665.534
2019/02/05,659.148
2019/02/06,656.416
2019/02/07,653.231
2019/02/08,653.457
2019/02/09,652.136
2019/02/10,649.452
2019/02/11,648.269
2019/02/12,641.707
2019/02/13,635.542
2019/02/14,632.259
2019/02/15,631.478
2019/02/16,627.01
2019/02/17,618.665
2019/02/18,613.858
2019/02/19,612.498
2019/02/20,612.427
2019/02/21,611.345
2019/02/22,611.614
2019/02/23,607.805
2019/02/24,609.218
2019/02/25,613.236
2019/02/26,611.344
2019/02/27,610.919
2019/02/28,580.31
2019/03/01,547.278
2019/03/02,547.709
2019/03/03,547.634
2019/03/04,548.397
2019/03/05,548.311
2019/03/06,546.951
2019/03/07,544.294
2019/03/08,545.821
2019/03/09,545.935
2019/03/10,546.649
2019/03/11,548.7
2019/03/12,550.492
2019/03/13,550.513
2019/03/14,551.802
2019/03/15,554.634
2019/03/16,557.302
2019/03/17,556.683
2019/03/18,557.485
2019/03/19,553.645
2019/03/20,551.813
2019/03/21,548.546
2019/03/22,548.259
2019/03/23,547.317
2019/03/24,541.791
2019/03/25,541.917
2019/03/26,542.349
2019/03/27,540.803
2019/03/28,539.235
2019/03/29,534.8
2019/03/30,535.372
2019/03/31,534.517
2019/04/01,534.509
2019/04/02,536.013
2019/04/03,539.456
2019/04/04,535.333
2019/04/05,528.748
2019/04/06,526.349
2019/04/07,526.022
2019/04/08,530.281
2019/04/09,533.672
2019/04/10,533.855
2019/04/11,531.224
2019/04/12,533.204
2019/04/13,532.798
2019/04/14,530.384
2019/04/15,531.658
2019/04/16,530.679
2019/04/17,531.079
2019/04/18,533.878
2019/04/19,536.549
2019/04/20,537.516
2019/04/21,539.419
2019/04/22,541.791
2019/04/23,544.185
2019/04/24,547.86
2019/04/25,551.236
2019/04/26,559.446
2019/04/27,560.517
2019/04/28,560.635
2019/04/29,564.397
2019/04/30,566.696
2019/05/01,567.89
2019/05/02,569.249
2019/05/03,572.981
2019/05/04,575.108
2019/05/05,577.484
2019/05/06,582.534
2019/05/07,587.926
2019/05/08,592.597
2019/05/09,594.471
2019/05/10,598.252
2019/05/11,605.832
2019/05/12,608.39
2019/05/13,614.94
2019/05/14,619.706
2019/05/15,628.33
2019/05/16,646.27
2019/05/17,658.11
2019/05/18,660.836
2019/05/19,660.536
2019/05/20,662.192
2019/05/21,665.191
2019/05/22,668.108
2019/05/23,671.332
2019/05/24,673.55
2019/05/25,670.61
2019/05/26,669.532
2019/05/27,674.712
2019/05/28,674.93
2019/05/29,680.415
2019/05/30,687.801
2019/05/31,695.087
2019/06/01,695.808
2019/06/02,695.413
2019/06/03,699.159
2019/06/04,703.369
2019/06/05,709.275
2019/06/06,709.473
2019/06/07,711.929
2019/06/08,710.053
2019/06/09,709.872
2019/06/10,710.545
2019/06/11,711.637
2019/06/12,713.709
2019/06/13,718.234
2019/06/14,721.634
2019/06/15,727.54
2019/06/16,730.455
2019/06/17,733.339
2019/06/18,736.359
2019/06/19,740.234
2019/06/20,742.335
2019/06/21,747.835
2019/06/22,755.589
2019/06/23,758.527
2019/06/24,763.16
2019/06/25,768.232
2019/06/26,778.954
2019/06/27,788.345
2019/06/28,791.389
2019/06/29,798.001
2019/06/30,802.147
2019/07/01,801.243
2019/07/02,798.87
2019/07/03,800.145
2019/07/04,799.94
2019/07/05,799.948
2019/07/06,796.969
2019/07/07,793.627
2019/07/08,791.07
2019/07/09,801.726
2019/07/10,805.481
2019/07/11,810.489
2019/07/12,813.658
2019/07/13,813.227
2019/07/14,815.706
2019/07/15,819.876
2019/07/16,820.01
2019/07/17,820.805
2019/07/18,823.112
2019/07/19,823.766
2019/07/20,823.736
2019/07/21,822.704
2019/07/22,821.732
2019/07/23,818.265
2019/07/24,813.856
2019/07/25,806.322
2019/07/26,809.971
2019/07/27,807.801
2019/07/28,803.268
2019/07/29,801.813
2019/07/30,800.741
2019/07/31,800.569
2019/08/01,801.523
2019/08/02,801.772
2019/08/03,800.424
2019/08/04,796.724
2019/08/05,796.728
2019/08/06,796.063
2019/08/07,794.63
2019/08/08,794.89
2019/08/09,788.439
2019/08/10,784.926
2019/08/11,778.457
