Date,transactionfees14rocUSD
2016/01/01,-45.105
2016/01/02,-26.912
2016/01/03,-35.837
2016/01/04,-25.554
2016/01/05,40.904
2016/01/06,20.626
2016/01/07,0.022
2016/01/08,-3.191
2016/01/09,40.46
2016/01/10,-17.848
2016/01/11,-1.995
2016/01/12,11.209
2016/01/13,22.641
2016/01/14,23.351
2016/01/15,59.544
2016/01/16,29.188
2016/01/17,4.848
2016/01/18,55.584
2016/01/19,1.577
2016/01/20,-30.84
2016/01/21,-2.242
2016/01/22,44.696
2016/01/23,-22.205
2016/01/24,43.724
2016/01/25,118.574
2016/01/26,113.661
2016/01/27,88.862
2016/01/28,114.295
2016/01/29,96.607
2016/01/30,131.088
2016/01/31,164.351
2016/02/01,49.682
2016/02/02,26.741
2016/02/03,79.628
2016/02/04,100.009
2016/02/05,88.696
2016/02/06,598.096
2016/02/07,152.626
2016/02/08,47.781
2016/02/09,90.475
2016/02/10,105.757
2016/02/11,74.458
2016/02/12,88.523
2016/02/13,53.066
2016/02/14,43.28
2016/02/15,92.266
2016/02/16,100.137
2016/02/17,78.268
2016/02/18,20.564
2016/02/19,40.189
2016/02/20,-62.983
2016/02/21,-27.439
2016/02/22,15.353
2016/02/23,156.337
2016/02/24,3.268
2016/02/25,-5.052
2016/02/26,33.997
2016/02/27,-0.26
2016/02/28,21.331
2016/02/29,6.099
2016/03/01,13.965
2016/03/02,57.448
2016/03/03,89.025
2016/03/04,43.096
2016/03/05,95.668
2016/03/06,107.878
2016/03/07,46.542
2016/03/08,-54.122
2016/03/09,-27.533
2016/03/10,-6.215
2016/03/11,-36.095
2016/03/12,20.881
2016/03/13,31.577
2016/03/14,26.173
2016/03/15,-0.914
2016/03/16,-13.528
2016/03/17,-16.688
2016/03/18,-32.029
2016/03/19,-3.373
2016/03/20,-25.59
2016/03/21,-18.723
2016/03/22,-30.559
2016/03/23,8.531
2016/03/24,33.866
2016/03/25,28.133
2016/03/26,-7.801
2016/03/27,-47.574
2016/03/28,-32.998
2016/03/29,-21.829
2016/03/30,4.78
