Date,difficulty
2016/09/25,75467953969813
2016/09/26,75443249396427
2016/09/27,71521862268249
2016/09/28,81378594783267
2016/09/29,83711044710375
2016/09/30,83323439950598
2016/10/01,76304363076684
2016/10/02,76005234648819
2016/10/03,81560785541695
2016/10/04,86513687351611
2016/10/05,80800228891788
2016/10/06,83821398443637
2016/10/07,69907877300574
2016/10/08,76211065299684
2016/10/09,84950653919291
2016/10/10,86426737611393
2016/10/11,89686038468289
2016/10/12,84156427637320
2016/10/13,82197610286997
2016/10/14,91991159868762
2016/10/15,95454493863866
2016/10/16,95167930108961
2016/10/17,92157415719447
2016/10/18,92931573004157
2016/10/19,92357987224808
2016/10/20,92824518156324
2016/10/21,1.0215571832721E+14
2016/10/22,1.0379360774949E+14
2016/10/23,1.0234054572111E+14
2016/10/24,1.0169123993939E+14
2016/10/25,1.0466884192695E+14
2016/10/26,1.0478360972777E+14
2016/10/27,1.0465882547537E+14
2016/10/28,1.0173527114764E+14
2016/10/29,85036314589228
2016/10/30,76369898449176
2016/10/31,81664327622896
2016/11/01,73350829771605
2016/11/02,64719068491400
2016/11/03,61514730699690
2016/11/04,57159503514602
2016/11/05,53005065702772
2016/11/06,51646857812065
2016/11/07,58599219756578
2016/11/08,67264445718750
2016/11/09,68500747666720
2016/11/10,62531737964001
2016/11/11,60581959748739
2016/11/12,60465042409040
2016/11/13,64651085122085
2016/11/14,68109469050598
2016/11/15,69609625808758
2016/11/16,67942982634482
2016/11/17,66530412520219
2016/11/18,66438055411680
2016/11/19,71949014865557
2016/11/20,78335266346297
2016/11/21,84449596012008
2016/11/22,81077735124448
2016/11/23,75589241102578
2016/11/24,68111219919407
2016/11/25,65986567593840
2016/11/26,69017176974795
2016/11/27,65524158428078
2016/11/28,67649540618317
2016/11/29,69010302114794
2016/11/30,69284299604447
2016/12/01,70310041002384
2016/12/02,71265485462809
2016/12/03,74252936273639
2016/12/04,75672242806020
2016/12/05,73600849613783
2016/12/06,71207341778909
2016/12/07,73643047177206
2016/12/08,76369350674977
2016/12/09,79280439330297
2016/12/10,80985310483737
2016/12/11,82937850219048
2016/12/12,80878029546952
2016/12/13,82224328165903
2016/12/14,81678014786170
2016/12/15,82533566446746
2016/12/16,84138040153489
2016/12/17,84534055963890
2016/12/18,87759902841941
2016/12/19,88901803448092
2016/12/20,90508375478344
2016/12/21,90111207881563
2016/12/22,88551562938904
2016/12/23,82165845261670
2016/12/24,76928058048259
2016/12/25,78749733949108
2016/12/26,82528379445042
2016/12/27,80947196169414
2016/12/28,79482363279121
2016/12/29,78498064490360
2016/12/30,78996386045432
2016/12/31,81073024515394
2017/01/01,79895312719887
2017/01/02,80590621394785
2017/01/03,80544805734306
2017/01/04,87318226210638
2017/01/05,90095806751431
2017/01/06,91836668487686
2017/01/07,93445343692936
2017/01/08,94533533369415
2017/01/09,97381935320019
2017/01/10,98721760527686
2017/01/11,99095850029332
2017/01/12,99976126609117
2017/01/13,1.0135572174708E+14
2017/01/14,1.0251731609855E+14
2017/01/15,1.0364129259949E+14
2017/01/16,1.0413386475642E+14
2017/01/17,1.0381676706914E+14
2017/01/18,1.0205258998206E+14
2017/01/19,1.0718357959237E+14
2017/01/20,1.0685688629655E+14
2017/01/21,1.0835796084258E+14
2017/01/22,1.0881066454634E+14
2017/01/23,1.1110918238257E+14
2017/01/24,1.0988457476756E+14
2017/01/25,1.1002119402993E+14
2017/01/26,1.1165382950181E+14
2017/01/27,1.1270672597133E+14
2017/01/28,1.1159725169047E+14
2017/01/29,1.106772292114E+14
2017/01/30,1.109653613824E+14
2017/01/31,1.1273665584762E+14
2017/02/01,1.1155652919217E+14
2017/02/02,1.1388956967048E+14
2017/02/03,1.1232107156907E+14
2017/02/04,1.1266498285916E+14
2017/02/05,1.1816252160951E+14
2017/02/06,1.1923355391749E+14
2017/02/07,1.1940817405368E+14
2017/02/08,1.2024044207809E+14
2017/02/09,1.211126295995E+14
2017/02/10,1.2442088194501E+14
2017/02/11,1.2472919935136E+14
2017/02/12,1.2645968806787E+14
2017/02/13,1.2752269874344E+14
2017/02/14,1.2997624297687E+14
2017/02/15,1.2959121207436E+14
2017/02/16,1.2999383899871E+14
2017/02/17,1.3327788090209E+14
2017/02/18,1.3501438178409E+14
2017/02/19,1.3721854347786E+14
2017/02/20,1.3708728283847E+14
2017/02/21,1.4024376578706E+14
2017/02/22,1.4052798590321E+14
2017/02/23,1.3977121694973E+14
2017/02/24,1.4024420459593E+14
2017/02/25,1.4292179559439E+14
2017/02/26,1.4740311778642E+14
2017/02/27,1.5076313553536E+14
2017/02/28,1.5453129815878E+14
2017/03/01,1.526096458407E+14
2017/03/02,1.5275043775672E+14
2017/03/03,1.6021826250382E+14
2017/03/04,1.5869620266152E+14
2017/03/05,1.6395707061567E+14
2017/03/06,1.6636475687147E+14
2017/03/07,1.6593278617002E+14
2017/03/08,1.7054835345905E+14
2017/03/09,1.7389350162098E+14
2017/03/10,1.7294602090521E+14
2017/03/11,1.7515096485488E+14
2017/03/12,1.7774490136197E+14
2017/03/13,1.8023456388608E+14
2017/03/14,1.7984486867651E+14
2017/03/15,1.841318379096E+14
2017/03/16,1.8585448249922E+14
2017/03/17,1.9281018159665E+14
2017/03/18,1.9760056382007E+14
2017/03/19,1.9086706270212E+14
2017/03/20,1.9940845594815E+14
2017/03/21,1.996309544215E+14
2017/03/22,2.0163247816642E+14
2017/03/23,2.1087937931599E+14
2017/03/24,2.1099964675984E+14
2017/03/25,2.1120475217651E+14
2017/03/26,2.2117491228208E+14
2017/03/27,2.316571967916E+14
2017/03/28,2.2954864983616E+14
2017/03/29,2.3297994481262E+14
2017/03/30,2.3698247545829E+14
2017/03/31,240138785731439
2017/04/01,2.3904835991216E+14
2017/04/02,2.4203739967902E+14
2017/04/03,2.25777719719E+14
2017/04/04,2.4058816576257E+14
2017/04/05,2.462794647322E+14
2017/04/06,2.4861932750594E+14
2017/04/07,2.4957461756998E+14
2017/04/08,2.5248480772522E+14
2017/04/09,2.5317509994121E+14
2017/04/10,255973416950689
2017/04/11,2.6103695577306E+14
2017/04/12,2.6094204485142E+14
2017/04/13,2.5480615490149E+14
2017/04/14,2.7157549221601E+14
2017/04/15,2.7239747154856E+14
2017/04/16,2.7258132941286E+14
2017/04/17,275532146092829
2017/04/18,2.8274002997455E+14
2017/04/19,2.887509520236E+14
2017/04/20,2.8397210482426E+14
2017/04/21,2.9082299818745E+14
2017/04/22,2.9711134784625E+14
2017/04/23,2.9845123979907E+14
2017/04/24,2.9521152266163E+14
2017/04/25,2.9830805671768E+14
2017/04/26,3.0893076666809E+14
2017/04/27,3.1369564558852E+14
2017/04/28,328632682258865
2017/04/29,342092419789233
2017/04/30,3.3258375233735E+14
2017/05/01,3.3617305913043E+14
2017/05/02,3.3519997219866E+14
2017/05/03,3.3947934881469E+14
2017/05/04,3.3642064831947E+14
2017/05/05,3.4978839385431E+14
2017/05/06,349259962790711
2017/05/07,3.5359323617774E+14
2017/05/08,3.5382837275123E+14
2017/05/09,3.6556965817993E+14
2017/05/10,363678633592458
2017/05/11,3.6926172630412E+14
2017/05/12,3.7925062229343E+14
2017/05/13,3.7849108479744E+14
2017/05/14,4.0477857299201E+14
2017/05/15,4.1404774574902E+14
2017/05/16,4.1707961583291E+14
2017/05/17,4.0810395523552E+14
2017/05/18,4.1444829704694E+14
2017/05/19,4.316500259532E+14
2017/05/20,4.3971432137646E+14
2017/05/21,4.5132709950096E+14
2017/05/22,4.6310260009026E+14
2017/05/23,4.48716876168E+14
2017/05/24,4.5897803322923E+14
2017/05/25,4.5771142909331E+14
2017/05/26,4.5654221759024E+14
2017/05/27,4.7326774783534E+14
2017/05/28,4.6917710843693E+14
2017/05/29,4.8771308039488E+14
2017/05/30,5.1321655399924E+14
2017/05/31,5.1972379025137E+14
2017/06/01,5.6100117769043E+14
2017/06/02,5.7450582945112E+14
2017/06/03,5.7575066085562E+14
2017/06/04,5.9767840242118E+14
2017/06/05,5.9965627491101E+14
2017/06/06,615096733616105
2017/06/07,6.3253410230551E+14
2017/06/08,6.4065477842092E+14
2017/06/09,6.3998832701178E+14
2017/06/10,6.622332244813E+14
2017/06/11,6.828573460346E+14
2017/06/12,6.7633145442402E+14
2017/06/13,6.9461733754353E+14
2017/06/14,7.1318954477743E+14
2017/06/15,7.282504813407E+14
2017/06/16,7.3712477338692E+14
2017/06/17,7.6152952510238E+14
2017/06/18,7.6992264886976E+14
2017/06/19,7.7546602058309E+14
2017/06/20,8.4718481438941E+14
2017/06/21,8.7430876231761E+14
2017/06/22,8.7241931920418E+14
2017/06/23,8.8153242253962E+14
2017/06/24,888679962204642
2017/06/25,9.0465351865722E+14
2017/06/26,9.2385322918468E+14
2017/06/27,9.3035919933239E+14
2017/06/28,9.5006133746053E+14
2017/06/29,9.627490409015E+14
2017/06/30,9.7200900038764E+14
2017/07/01,9.9263646950280E+14
2017/07/02,1.0022083831095E+15
2017/07/03,1.012941506663E+15
2017/07/04,1027254107613641
2017/07/05,1.0229560302637E+15
2017/07/06,1.0372168085721E+15
2017/07/07,1.0381861237043E+15
2017/07/08,1.0559628920622E+15
2017/07/09,1.0711075271466E+15
2017/07/10,1198734948519299
2017/07/11,1.2142027920762E+15
2017/07/12,1185958514378981
2017/07/13,1207944603412642
2017/07/14,1.1825557149918E+15
2017/07/15,1.2079449989948E+15
2017/07/16,1.2437819554643E+15
2017/07/17,1.2044940953681E+15
2017/07/18,1.2138973555541E+15
2017/07/19,1.233998957754E+15
2017/07/20,1271418308086239
2017/07/21,1.3049709010232E+15
2017/07/22,1.2782599088022E+15
2017/07/23,1.3150278493074E+15
2017/07/24,1.3025084997785E+15
2017/07/25,1.3283803256027E+15
2017/07/26,1.3314577705543E+15
2017/07/27,1321720589477607
2017/07/28,1.3323678990976E+15
2017/07/29,1.3321783385552E+15
2017/07/30,1359901481847607
2017/07/31,1.4265512812223E+15
2017/08/01,1.6067300041268E+15
2017/08/02,1.6065244347956E+15
2017/08/03,1555875206148550
2017/08/04,1.5906679106123E+15
2017/08/05,1585688951967804
2017/08/06,1.5989320226454E+15
2017/08/07,1.6199675006101E+15
2017/08/08,1.6362562746649E+15
2017/08/09,1.6613348200931E+15
2017/08/10,1.6501267158589E+15
2017/08/11,1.6401514869074E+15
2017/08/12,1.6925271311126E+15
2017/08/13,1.6908511395037E+15
2017/08/14,1728855046751571
2017/08/15,1.7343486023996E+15
2017/08/16,1713530811032565
2017/08/17,1.7384252941237E+15
2017/08/18,1.7454455563113E+15
2017/08/19,1.7958535316299E+15
2017/08/20,1.7925930743712E+15
2017/08/21,1785087230662370
2017/08/22,1.8043975495427E+15
2017/08/23,1.8430569580424E+15
2017/08/24,1.8281888937158E+15
2017/08/25,2.1546730625186E+15
2017/08/26,2.2000063786783E+15
2017/08/27,2.1801330851943E+15
2017/08/28,2.1332783803725E+15
2017/08/29,2.2040966275701E+15
2017/08/30,2231150404737172
2017/08/31,2.2155372017315E+15
2017/09/01,2.2335689650634E+15
2017/09/02,2231260175994460
2017/09/03,2.2502892399862E+15
2017/09/04,2.2439627584974E+15
2017/09/05,2.2310414934142E+15
2017/09/06,2.23259998532E+15
2017/09/07,2.2538415808351E+15
2017/09/08,2.351173566317E+15
2017/09/09,2.3214051187895E+15
2017/09/10,2289896362744838
2017/09/11,2312746407316729
2017/09/12,2375289937074934
2017/09/13,2.3241379531772E+15
2017/09/14,2321975794050695
2017/09/15,2.366097201603E+15
2017/09/16,2.3501158333897E+15
2017/09/17,2.3908810469163E+15
2017/09/18,2.3516528607463E+15
2017/09/19,2.3807744587276E+15
2017/09/20,2.3809567760883E+15
2017/09/21,2405383475001446
2017/09/22,2.9382369405456E+15
2017/09/23,2960802402189859
2017/09/24,2945612222319664
2017/09/25,2.9124213626908E+15
2017/09/26,2887116463204755
2017/09/27,2.9160430952392E+15
2017/09/28,2896071814918466
2017/09/29,2802970923363752
2017/09/30,2773894950878984
2017/10/01,2865649257474530
2017/10/02,2861170963745518
2017/10/03,2.8388255951579E+15
2017/10/04,2.896354300459E+15
2017/10/05,2.9687469984323E+15
2017/10/06,2912478711912431
2017/10/07,2.8574380768506E+15
2017/10/08,2915521253407421
2017/10/09,2.9309556325219E+15
2017/10/10,2913484732911306
2017/10/11,2.9973861139531E+15
2017/10/12,2911727554677848
2017/10/13,3.0310118354448E+15
2017/10/14,2.9179982734369E+15
2017/10/15,2962491103709443
2017/10/16,1.9223235377802E+15
2017/10/17,1.4307941600408E+15
2017/10/18,1.4126020146754E+15
2017/10/19,1460304538028388
2017/10/20,1448048385228952
2017/10/21,1.4709351107064E+15
2017/10/22,1.479882619648E+15
2017/10/23,1.4558197169244E+15
2017/10/24,1.4969205785522E+15
2017/10/25,1.484204987132E+15
2017/10/26,1.4370176197326E+15
2017/10/27,0
2017/10/28,0
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,1.506463331164E+15
2017/11/02,1443325313524909
2017/11/03,1.4195705288711E+15
2017/11/04,1.4052218833296E+15
2017/11/05,1.4395326155805E+15
2017/11/06,1.4338048597723E+15
2017/11/07,1.4122150800615E+15
2017/11/08,1.4545375060784E+15
2017/11/09,1.4205930574004E+15
2017/11/10,1.4295916544656E+15
2017/11/11,1.4377438838848E+15
2017/11/12,1.487331219801E+15
2017/11/13,1.4567791997647E+15
2017/11/14,1.448755022989E+15
2017/11/15,1.4243602703966E+15
2017/11/16,1.3971352046611E+15
2017/11/17,1.4032159408399E+15
2017/11/18,1.3897382366104E+15
2017/11/19,1402316828783892
2017/11/20,1.4892142489654E+15
2017/11/21,1.4714627294917E+15
2017/11/22,1.4628478848204E+15
2017/11/23,1.5188941483276E+15
2017/11/24,1.5493547657856E+15
2017/11/25,1.5620723896705E+15
2017/11/26,1.5533795939411E+15
2017/11/27,1.5372051702782E+15
2017/11/28,1.5080428536249E+15
2017/11/29,1520780408250060
2017/11/30,1542745956194406
2017/12/01,1.5469495583561E+15
2017/12/02,1.570293136111E+15
2017/12/03,1.5097512493905E+15
2017/12/04,1.5308463992252E+15
2017/12/05,1477492059096129
2017/12/06,1.4684498096958E+15
2017/12/07,1.4807191518432E+15
2017/12/08,1.5528904389455E+15
2017/12/09,1.5532021556492E+15
2017/12/10,1.5494267985763E+15
2017/12/11,1.5757121677835E+15
2017/12/12,1.5562609521379E+15
2017/12/13,1.6127374993022E+15
2017/12/14,1.6412991236348E+15
2017/12/15,1.7162793560769E+15
2017/12/16,1740332446347657
2017/12/17,1.7546903262527E+15
2017/12/18,1783752977656594
2017/12/19,1736464975898556
2017/12/20,1.7161494775469E+15
2017/12/21,1.7415404444076E+15
2017/12/22,1.7258030111794E+15
2017/12/23,1.7923565241985E+15
2017/12/24,1822644898874096
2017/12/25,1853229389024427
2017/12/26,1.8658312769328E+15
2017/12/27,1.8640219656506E+15
2017/12/28,1.9164238115022E+15
2017/12/29,1.8705506855315E+15
2017/12/30,1.8746400204437E+15
2017/12/31,1.9195613466336E+15
2018/01/01,1.9350717266214E+15
2018/01/02,1924729868145049
2018/01/03,1.9043430021247E+15
2018/01/04,1895450077810928
2018/01/05,1.9330640008908E+15
2018/01/06,1.8991322512954E+15
2018/01/07,1.9506465740731E+15
2018/01/08,2.0058098037725E+15
2018/01/09,2.0095169934196E+15
2018/01/10,2005905468357510
2018/01/11,2.0754221961082E+15
2018/01/12,2.0996971980172E+15
2018/01/13,2.1408021628944E+15
2018/01/14,2169168472872537
2018/01/15,2.1893719149843E+15
2018/01/16,2.2017466536276E+15
2018/01/17,2.2571742156561E+15
2018/01/18,2.2754863580547E+15
2018/01/19,2268779620398618
2018/01/20,2.3638228352465E+15
2018/01/21,2.37281463871E+15
2018/01/22,2.3951571905541E+15
2018/01/23,2399287063794763
2018/01/24,2459967161560834
2018/01/25,2.5076033983579E+15
2018/01/26,2.5008525494567E+15
2018/01/27,2.485344291223E+15
2018/01/28,2500393505475140
2018/01/29,2.5913817441719E+15
2018/01/30,2596249976684859
2018/01/31,2.6267645067435E+15
2018/02/01,2666119494491553
2018/02/02,2.7114704304682E+15
2018/02/03,2765665325443517
2018/02/04,2759424946617990
2018/02/05,2.7862472950844E+15
2018/02/06,2.7870769104912E+15
2018/02/07,2837217537152574
2018/02/08,2.8217204698984E+15
2018/02/09,2.8772378154752E+15
2018/02/10,2.8344591712531E+15
2018/02/11,2950749152835298
2018/02/12,2943732872497906
2018/02/13,2.97156015561E+15
2018/02/14,2952816621621494
2018/02/15,2.8923020486611E+15
2018/02/16,2.9912234964307E+15
2018/02/17,2973718885372611
2018/02/18,3.0038218223128E+15
2018/02/19,2976957671534244
2018/02/20,2932875069369740
2018/02/21,2911436258045099
2018/02/22,2981196774998203
2018/02/23,2.9677116950629E+15
2018/02/24,2974924584558781
2018/02/25,3096446035780255
2018/02/26,3.0305333395103E+15
2018/02/27,2978767153901956
2018/02/28,3052568265040553
2018/03/01,3103058386818551
2018/03/02,3.0772443152755E+15
2018/03/03,3.1908153550523E+15
2018/03/04,3.1401644413343E+15
2018/03/05,3135226015752465
2018/03/06,3.1184110019624E+15
2018/03/07,3.1942490464854E+15
2018/03/08,3237862488797109
