Date,size90var
2016/01/01,62588
2016/01/02,62373
2016/01/03,62136
2016/01/04,61948
2016/01/05,64223
2016/01/06,68217
2016/01/07,71994
2016/01/08,71854
2016/01/09,72107
2016/01/10,71866
2016/01/11,71744
2016/01/12,71601
2016/01/13,73664
2016/01/14,73512
2016/01/15,73129
2016/01/16,72825
2016/01/17,72570
2016/01/18,72137
2016/01/19,71808
2016/01/20,71348
2016/01/21,71044
2016/01/22,70516
2016/01/23,69945
2016/01/24,69355
2016/01/25,70219
2016/01/26,70340
2016/01/27,73321
2016/01/28,74507
2016/01/29,74880
2016/01/30,74445
2016/01/31,73830
2016/02/01,73430
2016/02/02,72580
2016/02/03,71989
2016/02/04,71391
2016/02/05,71419
2016/02/06,75725
2016/02/07,74909
2016/02/08,74343
2016/02/09,74349
2016/02/10,73971
2016/02/11,73721
2016/02/12,73631
2016/02/13,73015
2016/02/14,72074
2016/02/15,70949
2016/02/16,69874
2016/02/17,69721
2016/02/18,68846
2016/02/19,68091
2016/02/20,67215
2016/02/21,66599
2016/02/22,65742
2016/02/23,64724
2016/02/24,63520
2016/02/25,62332
2016/02/26,61300
2016/02/27,59945
2016/02/28,59177
2016/02/29,58294
2016/03/01,57183
2016/03/02,55764
2016/03/03,54587
2016/03/04,53597
2016/03/05,53023
2016/03/06,51840
2016/03/07,50135
2016/03/08,48482
2016/03/09,47191
2016/03/10,46233
2016/03/11,45443
2016/03/12,44553
2016/03/13,41495
2016/03/14,37929
2016/03/15,38115
2016/03/16,38103
2016/03/17,38499
2016/03/18,38601
2016/03/19,39468
2016/03/20,40116
2016/03/21,33177
2016/03/22,32960
2016/03/23,34078
2016/03/24,38578
2016/03/25,40221
2016/03/26,39937
2016/03/27,39954
2016/03/28,41314
2016/03/29,40313
2016/03/30,41396
2016/03/31,40458
2016/04/01,40352
2016/04/02,39472
2016/04/03,38732
2016/04/04,39221
2016/04/05,39057
2016/04/06,38099
2016/04/07,38105
2016/04/08,39064
2016/04/09,38652
2016/04/10,38248
2016/04/11,37967
2016/04/12,38081
2016/04/13,38200
2016/04/14,37708
2016/04/15,36954
2016/04/16,35352
2016/04/17,39370
2016/04/18,39076
2016/04/19,37895
2016/04/20,36608
2016/04/21,36291
2016/04/22,34561
2016/04/23,33497
2016/04/24,33667
2016/04/25,33689
2016/04/26,32960
2016/04/27,32805
2016/04/28,32921
2016/04/29,32887
2016/04/30,33394
2016/05/01,34240
2016/05/02,33846
2016/05/03,33209
2016/05/04,32850
2016/05/05,32567
2016/05/06,32203
2016/05/07,31126
2016/05/08,30441
2016/05/09,29461
2016/05/10,28963
2016/05/11,29347
2016/05/12,30063
2016/05/13,30879
2016/05/14,31349
2016/05/15,30941
2016/05/16,30356
2016/05/17,30382
2016/05/18,30498
2016/05/19,30226
2016/05/20,29669
2016/05/21,29023
2016/05/22,27928
2016/05/23,27164
2016/05/24,26184
2016/05/25,25724
2016/05/26,26478
2016/05/27,26111
2016/05/28,35434
2016/05/29,35029
2016/05/30,34025
2016/05/31,33367
2016/06/01,32881
2016/06/02,32306
2016/06/03,32032
2016/06/04,31942
2016/06/05,31249
2016/06/06,30638
2016/06/07,30628
2016/06/08,29855
2016/06/09,28973
2016/06/10,28874
2016/06/11,28900
2016/06/12,28911
2016/06/13,28674
2016/06/14,28805
2016/06/15,28735
2016/06/16,28730
2016/06/17,33119
2016/06/18,36158
2016/06/19,36272
2016/06/20,36659
2016/06/21,36781
2016/06/22,35598
2016/06/23,35486
2016/06/24,35635
2016/06/25,35004
2016/06/26,35036
2016/06/27,34981
2016/06/28,34969
2016/06/29,35618
2016/06/30,43386
2016/07/01,42651
2016/07/02,41966
2016/07/03,42151
2016/07/04,42315
2016/07/05,41920
2016/07/06,41908
2016/07/07,42074
2016/07/08,41559
2016/07/09,40984
2016/07/10,40317
2016/07/11,40389
2016/07/12,40349
2016/07/13,40524
2016/07/14,40336
2016/07/15,39214
2016/07/16,38072
2016/07/17,38522
2016/07/18,38197
2016/07/19,37848
2016/07/20,38174
2016/07/21,37462
2016/07/22,36698
2016/07/23,36577
2016/07/24,36971
2016/07/25,36824
2016/07/26,37760
2016/07/27,37682
2016/07/28,37455
2016/07/29,37459
2016/07/30,37463
2016/07/31,37375
2016/08/01,37202
2016/08/02,37283
2016/08/03,37283
2016/08/04,37275
2016/08/05,36848
2016/08/06,36963
2016/08/07,36930
2016/08/08,36887
2016/08/09,36885
2016/08/10,36779
2016/08/11,36695
2016/08/12,36572
2016/08/13,36788
2016/08/14,37025
2016/08/15,37113
2016/08/16,36989
2016/08/17,37006
2016/08/18,36975
2016/08/19,36928
2016/08/20,37016
2016/08/21,37103
2016/08/22,37105
2016/08/23,39278
2016/08/24,38989
2016/08/25,38813
2016/08/26,30403
2016/08/27,30263
2016/08/28,30390
2016/08/29,30378
2016/08/30,30414
2016/08/31,30295
2016/09/01,30108
2016/09/02,30752
2016/09/03,30460
2016/09/04,30482
2016/09/05,30351
2016/09/06,30411
2016/09/07,30465
2016/09/08,31408
2016/09/09,31780
2016/09/10,31679
2016/09/11,31847
2016/09/12,31658
2016/09/13,31699
2016/09/14,32034
2016/09/15,28885
2016/09/16,28643
2016/09/17,28622
2016/09/18,28660
2016/09/19,29229
2016/09/20,29361
2016/09/21,29328
2016/09/22,30291
2016/09/23,30973
2016/09/24,30832
2016/09/25,30924
2016/09/26,30837
2016/09/27,30398
2016/09/28,23348
2016/09/29,23135
2016/09/30,22945
2016/10/01,23281
2016/10/02,23145
2016/10/03,23246
2016/10/04,27041
2016/10/05,27210
2016/10/06,28537
2016/10/07,98104
2016/10/08,256421
2016/10/09,432455
2016/10/10,1763353
2016/10/11,1769949
2016/10/12,1772912
2016/10/13,1774494
2016/10/14,1773955
2016/10/15,1774323
2016/10/16,1775448
2016/10/17,1776588
2016/10/18,1776514
2016/10/19,1775818
2016/10/20,1776974
2016/10/21,1775758
2016/10/22,1778417
2016/10/23,1781682
2016/10/24,1781585
2016/10/25,1781686
2016/10/26,1782032
2016/10/27,1782531
2016/10/28,1782431
2016/10/29,1783296
2016/10/30,1784354
2016/10/31,1785105
2016/11/01,1785024
2016/11/02,1785761
2016/11/03,1786179
2016/11/04,1788286
2016/11/05,1789344
2016/11/06,1791396
2016/11/07,1792803
2016/11/08,1793622
2016/11/09,1794439
2016/11/10,1794876
2016/11/11,1794616
2016/11/12,1794437
2016/11/13,1794427
2016/11/14,1794651
2016/11/15,1794385
2016/11/16,1795383
2016/11/17,1795495
2016/11/18,1795040
2016/11/19,1795948
2016/11/20,1796321
2016/11/21,1796691
2016/11/22,1796262
2016/11/23,1796210
2016/11/24,1797447
2016/11/25,1796890
2016/11/26,1796510
2016/11/27,1795986
2016/11/28,1795614
2016/11/29,1794910
2016/11/30,1795897
2016/12/01,1797836
2016/12/02,1798220
2016/12/03,1800033
2016/12/04,1800905
2016/12/05,1801982
2016/12/06,1802259
2016/12/07,1803109
2016/12/08,1804796
2016/12/09,1804838
2016/12/10,1805099
2016/12/11,1804731
2016/12/12,1804875
2016/12/13,1805638
2016/12/14,1805608
2016/12/15,1805621
2016/12/16,1806080
2016/12/17,1806203
2016/12/18,1806159
2016/12/19,1806395
2016/12/20,1806712
2016/12/21,1806650
2016/12/22,1803678
2016/12/23,1803703
2016/12/24,1803947
2016/12/25,1805818
2016/12/26,1808418
2016/12/27,1808434
2016/12/28,1807824
2016/12/29,1806538
2016/12/30,1806873
2016/12/31,1807443
2017/01/01,1809181
2017/01/02,1808558
2017/01/03,1808818
2017/01/04,1808580
2017/01/05,1747066
2017/01/06,1595199
2017/01/07,1417830
2017/01/08,42807
2017/01/09,26034
2017/01/10,25438
2017/01/11,24909
2017/01/12,24996
2017/01/13,24371
2017/01/14,23717
2017/01/15,23426
2017/01/16,22985
2017/01/17,22994
2017/01/18,22940
2017/01/19,22582
2017/01/20,22233
2017/01/21,21526
2017/01/22,20919
2017/01/23,20782
2017/01/24,21257
2017/01/25,21346
2017/01/26,21443
2017/01/27,21471
2017/01/28,21333
2017/01/29,21341
2017/01/30,21151
2017/01/31,21116
2017/02/01,21063
2017/02/02,20089
2017/02/03,19628
2017/02/04,18787
2017/02/05,18499
2017/02/06,18418
2017/02/07,19056
2017/02/08,19377
2017/02/09,19260
2017/02/10,19263
2017/02/11,19118
2017/02/12,19120
2017/02/13,19753
2017/02/14,20803
2017/02/15,21214
2017/02/16,21187
2017/02/17,20681
2017/02/18,20827
2017/02/19,20790
2017/02/20,20764
2017/02/21,21084
2017/02/22,21091
2017/02/23,20847
2017/02/24,21039
2017/02/25,21194
2017/02/26,21149
2017/02/27,21554
2017/02/28,18750
2017/03/01,22568
2017/03/02,26110
2017/03/03,27829
2017/03/04,27777
2017/03/05,27890
2017/03/06,28180
2017/03/07,29117
2017/03/08,28739
2017/03/09,34620
2017/03/10,37005
2017/03/11,38284
2017/03/12,39297
2017/03/13,45537
2017/03/14,51364
2017/03/15,57476
2017/03/16,77324
2017/03/17,90776
2017/03/18,95439
2017/03/19,99702
2017/03/20,102432
2017/03/21,108353
2017/03/22,112135
2017/03/23,117067
2017/03/24,121143
2017/03/25,122471
2017/03/26,122562
2017/03/27,133954
2017/03/28,137998
2017/03/29,146114
2017/03/30,155854
2017/03/31,166795
2017/04/01,166504
2017/04/02,170318
2017/04/03,177357
2017/04/04,180415
2017/04/05,183578
2017/04/06,189718
2017/04/07,194893
2017/04/08,193543
2017/04/09,193172
2017/04/10,194304
2017/04/11,193746
2017/04/12,197539
2017/04/13,199881
2017/04/14,198374
2017/04/15,195853
2017/04/16,193453
2017/04/17,192030
2017/04/18,192292
2017/04/19,192662
2017/04/20,192451
2017/04/21,191939
2017/04/22,190042
2017/04/23,187716
2017/04/24,187858
2017/04/25,189588
2017/04/26,190279
2017/04/27,196472
2017/04/28,203484
2017/04/29,201873
2017/04/30,204883
2017/05/01,217905
2017/05/02,228751
2017/05/03,229189
2017/05/04,235222
2017/05/05,236636
2017/05/06,234636
2017/05/07,238629
2017/05/08,247080
2017/05/09,253345
2017/05/10,253885
2017/05/11,257929
2017/05/12,255347
2017/05/13,250453
2017/05/14,250476
2017/05/15,266391
2017/05/16,274944
2017/05/17,300693
2017/05/18,322469
2017/05/19,368375
2017/05/20,383691
2017/05/21,414198
2017/05/22,485296
2017/05/23,642454
2017/05/24,794131
2017/05/25,888139
2017/05/26,952621
2017/05/27,989314
2017/05/28,1038674
2017/05/29,1066383
2017/05/30,1237962
2017/05/31,1384034
2017/06/01,1498388
2017/06/02,1686149
2017/06/03,1788492
2017/06/04,1871990
2017/06/05,1954077
2017/06/06,2097157
2017/06/07,2252819
2017/06/08,2359980
2017/06/09,2499364
