Date,price3emaUSD
2016/01/01,0.938
2016/01/02,0.952
2016/01/03,0.966
2016/01/04,0.969
2016/01/05,0.972
2016/01/06,0.973
2016/01/07,0.984
2016/01/08,0.987
2016/01/09,1.025
2016/01/10,1.054
2016/01/11,1.054
2016/01/12,1.115
2016/01/13,1.122
2016/01/14,1.131
2016/01/15,1.186
2016/01/16,1.214
2016/01/17,1.225
2016/01/18,1.323
2016/01/19,1.348
2016/01/20,1.407
2016/01/21,1.466
2016/01/22,1.493
2016/01/23,1.617
2016/01/24,1.88
2016/01/25,2.09
2016/01/26,2.336
2016/01/27,2.369
2016/01/28,2.429
2016/01/29,2.468
2016/01/30,2.495
2016/01/31,2.441
2016/02/01,2.332
2016/02/02,2.284
2016/02/03,2.356
2016/02/04,2.446
2016/02/05,2.485
2016/02/06,2.497
2016/02/07,2.596
2016/02/08,2.851
2016/02/09,3.172
2016/02/10,3.767
2016/02/11,4.352
2016/02/12,5.13
2016/02/13,5.06
2016/02/14,4.978
2016/02/15,5.223
2016/02/16,5.044
2016/02/17,4.571
2016/02/18,4.303
2016/02/19,4.4
2016/02/20,4.42
2016/02/21,4.425
2016/02/22,4.784
2016/02/23,5.233
2016/02/24,5.523
2016/02/25,5.899
2016/02/26,5.943
2016/02/27,6.083
2016/02/28,6.264
2016/02/29,6.342
2016/03/01,6.545
2016/03/02,7.263
2016/03/03,8.255
2016/03/04,8.756
2016/03/05,9.948
2016/03/06,10.529
2016/03/07,10.43
2016/03/08,10.015
2016/03/09,10.291
2016/03/10,10.962
2016/03/11,11.03
2016/03/12,11.968
2016/03/13,13.147
2016/03/14,13.302
2016/03/15,13.005
2016/03/16,13.119
2016/03/17,12.361
2016/03/18,11.284
2016/03/19,10.926
2016/03/20,10.578
2016/03/21,10.777
2016/03/22,11.191
2016/03/23,11.519
2016/03/24,11.456
2016/03/25,11.119
2016/03/26,10.978
2016/03/27,10.831
2016/03/28,11.01
2016/03/29,11.284
2016/03/30,11.541
2016/03/31,11.648
2016/04/01,11.628
2016/04/02,11.542
2016/04/03,11.517
2016/04/04,11.396
2016/04/05,11.056
2016/04/06,10.822
2016/04/07,10.602
2016/04/08,10.239
2016/04/09,9.924
2016/04/10,9.273
2016/04/11,8.876
2016/04/12,8.374
2016/04/13,8.081
2016/04/14,8.229
2016/04/15,8.275
2016/04/16,8.277
2016/04/17,8.761
2016/04/18,8.911
2016/04/19,8.973
2016/04/20,8.779
2016/04/21,8.62
2016/04/22,8.306
2016/04/23,8.155
2016/04/24,8.166
2016/04/25,7.98
2016/04/26,7.647
2016/04/27,7.624
2016/04/28,7.522
2016/04/29,7.49
2016/04/30,7.874
2016/05/01,8.293
2016/05/02,8.934
2016/05/03,9.281
2016/05/04,9.411
2016/05/05,9.481
2016/05/06,9.58
2016/05/07,9.45
2016/05/08,9.368
2016/05/09,9.398
2016/05/10,9.362
2016/05/11,9.523
2016/05/12,9.825
2016/05/13,10.196
2016/05/14,10.194
2016/05/15,10.164
2016/05/16,10.328
2016/05/17,11.024
2016/05/18,12
2016/05/19,12.961
2016/05/20,13.648
2016/05/21,13.633
2016/05/22,13.841
2016/05/23,13.949
2016/05/24,13.476
2016/05/25,12.939
2016/05/26,12.686
2016/05/27,11.997
2016/05/28,11.668
2016/05/29,11.863
2016/05/30,12.153
2016/05/31,12.708
2016/06/01,13.295
2016/06/02,13.557
2016/06/03,13.597
2016/06/04,13.612
2016/06/05,13.668
2016/06/06,13.754
2016/06/07,13.892
2016/06/08,14.18
2016/06/09,14.276
2016/06/10,14.164
2016/06/11,13.982
2016/06/12,14.329
2016/06/13,15.459
2016/06/14,16.809
2016/06/15,17.564
2016/06/16,18.514
2016/06/17,17.919
2016/06/18,15.393
2016/06/19,13.784
2016/06/20,12.749
2016/06/21,12.354
2016/06/22,13.27
2016/06/23,13.136
2016/06/24,13.493
2016/06/25,13.83
2016/06/26,13.873
2016/06/27,13.866
2016/06/28,13.476
2016/06/29,12.812
2016/06/30,12.622
2016/07/01,12.375
2016/07/02,12.182
2016/07/03,12.02
2016/07/04,11.778
2016/07/05,11.118
2016/07/06,10.844
2016/07/07,10.443
2016/07/08,10.436
2016/07/09,10.691
2016/07/10,10.772
2016/07/11,10.662
2016/07/12,10.587
2016/07/13,10.508
2016/07/14,10.781
2016/07/15,11.335
2016/07/16,11.543
2016/07/17,11.405
2016/07/18,11.365
2016/07/19,11.315
2016/07/20,11.699
2016/07/21,12.045
2016/07/22,12.756
2016/07/23,13.587
2016/07/24,13.478
2016/07/25,13.397
2016/07/26,13.113
2016/07/27,12.873
2016/07/28,12.798
2016/07/29,12.739
2016/07/30,12.692
2016/07/31,12.423
2016/08/01,11.999
2016/08/02,11.096
2016/08/03,10.342
2016/08/04,10.523
2016/08/05,10.728
2016/08/06,10.712
2016/08/07,10.807
2016/08/08,10.88
2016/08/09,11.273
2016/08/10,11.723
2016/08/11,11.783
2016/08/12,11.793
2016/08/13,11.729
2016/08/14,11.59
2016/08/15,11.378
2016/08/16,11.258
2016/08/17,11.117
2016/08/18,10.994
2016/08/19,10.869
2016/08/20,10.979
2016/08/21,11.031
2016/08/22,11.114
2016/08/23,11.089
2016/08/24,11.069
2016/08/25,11.123
2016/08/26,11.215
2016/08/27,11.217
2016/08/28,11.13
2016/08/29,11.046
2016/08/30,11.082
2016/08/31,11.211
2016/09/01,11.687
2016/09/02,11.874
2016/09/03,11.889
2016/09/04,11.779
2016/09/05,11.737
2016/09/06,11.654
2016/09/07,11.622
2016/09/08,11.538
2016/09/09,11.537
2016/09/10,11.607
2016/09/11,11.744
2016/09/12,11.762
2016/09/13,11.879
2016/09/14,11.906
2016/09/15,11.958
2016/09/16,12.084
2016/09/17,12.35
2016/09/18,12.564
2016/09/19,12.726
2016/09/20,13.204
2016/09/21,13.501
2016/09/22,13.313
2016/09/23,13.309
2016/09/24,13.166
2016/09/25,13.076
2016/09/26,12.989
2016/09/27,13.016
2016/09/28,13.137
2016/09/29,13.134
2016/09/30,13.149
2016/10/01,13.136
2016/10/02,13.156
2016/10/03,13.2
2016/10/04,13.283
2016/10/05,13.243
2016/10/06,13.06
2016/10/07,12.874
2016/10/08,12.569
2016/10/09,12.384
2016/10/10,12.101
2016/10/11,12.015
2016/10/12,11.916
2016/10/13,11.921
2016/10/14,11.925
2016/10/15,11.89
2016/10/16,11.913
2016/10/17,11.905
2016/10/18,12.177
2016/10/19,12.213
2016/10/20,12.145
2016/10/21,12.1
2016/10/22,12.077
2016/10/23,12.031
2016/10/24,11.987
2016/10/25,11.752
2016/10/26,11.628
2016/10/27,11.516
2016/10/28,11.379
2016/10/29,11.013
2016/10/30,10.824
2016/10/31,10.981
2016/11/01,10.825
2016/11/02,10.85
2016/11/03,10.874
2016/11/04,10.914
2016/11/05,10.98
2016/11/06,10.98
2016/11/07,10.927
2016/11/08,10.875
2016/11/09,10.733
2016/11/10,10.643
2016/11/11,10.514
2016/11/12,10.309
2016/11/13,10.188
2016/11/14,10.099
2016/11/15,10.074
2016/11/16,10.11
2016/11/17,10.038
2016/11/18,9.855
2016/11/19,9.731
2016/11/20,9.647
2016/11/21,9.603
2016/11/22,9.738
2016/11/23,9.774
2016/11/24,9.627
2016/11/25,9.499
2016/11/26,9.415
2016/11/27,9.242
2016/11/28,9.014
2016/11/29,8.611
2016/11/30,8.506
2016/12/01,8.47
2016/12/02,8.209
2016/12/03,8.038
2016/12/04,7.848
2016/12/05,7.534
2016/12/06,7.18
2016/12/07,7.459
2016/12/08,7.967
2016/12/09,8.157
2016/12/10,8.217
2016/12/11,8.194
2016/12/12,8.259
2016/12/13,8.318
2016/12/14,8.327
2016/12/15,8.14
2016/12/16,7.976
2016/12/17,7.801
2016/12/18,7.809
2016/12/19,7.761
2016/12/20,7.682
2016/12/21,7.704
2016/12/22,7.652
2016/12/23,7.488
2016/12/24,7.363
2016/12/25,7.277
2016/12/26,7.244
2016/12/27,7.202
2016/12/28,7.192
2016/12/29,7.644
2016/12/30,7.934
2016/12/31,7.964
2017/01/01,8.099
2017/01/02,8.14
2017/01/03,8.476
2017/01/04,9.458
2017/01/05,9.968
2017/01/06,9.988
2017/01/07,9.882
2017/01/08,9.934
2017/01/09,10.179
2017/01/10,10.288
2017/01/11,10.162
2017/01/12,9.832
2017/01/13,9.707
2017/01/14,9.658
2017/01/15,9.693
2017/01/16,9.649
2017/01/17,9.812
2017/01/18,9.995
2017/01/19,10.114
2017/01/20,10.312
2017/01/21,10.512
2017/01/22,10.642
2017/01/23,10.667
2017/01/24,10.632
2017/01/25,10.555
2017/01/26,10.526
2017/01/27,10.488
2017/01/28,10.482
2017/01/29,10.461
2017/01/30,10.46
2017/01/31,10.51
2017/02/01,10.567
2017/02/02,10.594
2017/02/03,10.661
2017/02/04,10.938
2017/02/05,11.057
2017/02/06,11.133
2017/02/07,11.245
2017/02/08,11.279
2017/02/09,11.181
2017/02/10,11.09
2017/02/11,11.189
2017/02/12,11.243
2017/02/13,11.237
2017/02/14,11.747
2017/02/15,12.268
2017/02/16,12.491
2017/02/17,12.604
2017/02/18,12.658
2017/02/19,12.697
2017/02/20,12.703
2017/02/21,12.635
2017/02/22,12.636
2017/02/23,12.691
2017/02/24,12.857
2017/02/25,13.086
2017/02/26,13.405
2017/02/27,14.031
2017/02/28,14.855
2017/03/01,15.372
2017/03/02,16.723
2017/03/03,18.222
2017/03/04,18.81
2017/03/05,18.821
2017/03/06,19.152
2017/03/07,19.134
2017/03/08,18.523
2017/03/09,17.893
2017/03/10,18.027
2017/03/11,18.9
2017/03/12,20.592
2017/03/13,23.872
2017/03/14,26.134
2017/03/15,28.173
2017/03/16,34.245
2017/03/17,40.089
2017/03/18,39.576
2017/03/19,39.523
2017/03/20,41.468
2017/03/21,42.204
2017/03/22,41.746
2017/03/23,41.723
2017/03/24,43.933
2017/03/25,47.248
2017/03/26,48.857
2017/03/27,49.684
2017/03/28,49.77
2017/03/29,51.008
2017/03/30,51.903
2017/03/31,51.064
2017/04/01,50.66
2017/04/02,50.24
2017/04/03,47.928
2017/04/04,45.731
2017/04/05,45.826
2017/04/06,45.025
2017/04/07,44.012
2017/04/08,44.248
2017/04/09,44.007
2017/04/10,43.681
2017/04/11,43.74
2017/04/12,43.97
2017/04/13,46.278
2017/04/14,47.152
2017/04/15,47.574
2017/04/16,48.067
2017/04/17,48.171
2017/04/18,48.822
2017/04/19,49.616
2017/04/20,49.3
2017/04/21,49.317
2017/04/22,49.091
2017/04/23,48.946
2017/04/24,49.541
2017/04/25,49.839
2017/04/26,50.908
2017/04/27,54.274
2017/04/28,60.304
2017/04/29,65.162
2017/04/30,68.704
2017/05/01,73.801
2017/05/02,75.275
2017/05/03,76.33
2017/05/04,80.662
2017/05/05,86.436
2017/05/06,88.592
2017/05/07,90.593
2017/05/08,89.521
2017/05/09,86.555
2017/05/10,86.698
2017/05/11,86.819
2017/05/12,87.4
2017/05/13,86.529
2017/05/14,87.214
2017/05/15,88.426
2017/05/16,88.31
2017/05/17,87.073
2017/05/18,89.578
2017/05/19,100.439
2017/05/20,112.439
2017/05/21,122.76
2017/05/22,142.882
2017/05/23,153.173
2017/05/24,169.939
2017/05/25,181.984
2017/05/26,179.612
2017/05/27,164.245
2017/05/28,165.987
2017/05/29,171.373
2017/05/30,189.359
2017/05/31,207.82
2017/06/01,216.042
2017/06/02,219.323
2017/06/03,220.17
2017/06/04,229.359
2017/06/05,237.616
2017/06/06,247.028
2017/06/07,253.424
2017/06/08,254.651
2017/06/09,260.423
2017/06/10,279.532
2017/06/11,309.333
2017/06/12,338.409
2017/06/13,361.681
2017/06/14,367.394
2017/06/15,346.534
2017/06/16,347.518
2017/06/17,352.786
2017/06/18,357.88
2017/06/19,357.91
2017/06/20,359.333
2017/06/21,346.076
2017/06/22,334.931
2017/06/23,331.329
2017/06/24,325.747
2017/06/25,311.428
2017/06/26,286.006
2017/06/27,265.279
2017/06/28,277.269
2017/06/29,291.631
2017/06/30,291.764
2017/07/01,279.923
2017/07/02,273.361
2017/07/03,275.891
2017/07/04,276.02
2017/07/05,269.602
2017/07/06,267.554
2017/07/07,260.863
2017/07/08,250.936
2017/07/09,247.27
2017/07/10,236.849
2017/07/11,216.368
2017/07/12,209.947
2017/07/13,209.5
2017/07/14,202.974
2017/07/15,193.624
2017/07/16,175.006
2017/07/17,173.198
2017/07/18,186.979
2017/07/19,204.113
2017/07/20,210.493
2017/07/21,216.767
2017/07/22,220.241
2017/07/23,223.768
2017/07/24,224.753
2017/07/25,217.776
2017/07/26,209.104
2017/07/27,205.623
2017/07/28,201.413
2017/07/29,194.611
2017/07/30,196.635
2017/07/31,196.522
2017/08/01,206.749
2017/08/02,214.144
2017/08/03,218.299
2017/08/04,220.799
2017/08/05,229.398
2017/08/06,245.126
2017/08/07,255.587
2017/08/08,268.202
2017/08/09,283.631
2017/08/10,292.424
2017/08/11,296.877
2017/08/12,305.101
2017/08/13,300.442
2017/08/14,300.55
2017/08/15,294.471
2017/08/16,294.099
2017/08/17,299.132
2017/08/18,299.492
2017/08/19,295.78
2017/08/20,294.479
2017/08/21,307.2
2017/08/22,309.76
2017/08/23,314.52
2017/08/24,318.066
