Date,difficulty3var
2016/01/01,1.0168255386518E+21
2016/01/02,3.5130420730055E+22
2016/01/03,2.6933764682224E+22
2016/01/04,6.9480811848501E+21
2016/01/05,1.4631982728462E+20
2016/01/06,2.4764461756468E+21
2016/01/07,7.5566886603964E+21
2016/01/08,7.5755645385842E+21
2016/01/09,8.3460349049278E+21
2016/01/10,3.0456746355012E+21
2016/01/11,4.5230371120374E+22
2016/01/12,6.1262658040695E+22
2016/01/13,3.1951268283093E+22
2016/01/14,2.8032353110954E+22
2016/01/15,4.3778873783612E+22
2016/01/16,3.6521307132755E+22
2016/01/17,7.3030045497439E+21
2016/01/18,2.5586789324503E+22
2016/01/19,4.1953976591696E+22
2016/01/20,2.7034073690735E+21
2016/01/21,5.9121688217397E+21
2016/01/22,3.9618712461944E+22
2016/01/23,3.631107302295E+22
2016/01/24,9.7206975810136E+21
2016/01/25,1.312322914392E+22
2016/01/26,3.838600149021E+22
2016/01/27,4.0296997743802E+22
2016/01/28,2.3111172253733E+22
2016/01/29,3.6734440250188E+22
2016/01/30,4.1265752102525E+22
2016/01/31,7.5048352221096E+21
2016/02/01,9.2500991099683E+21
2016/02/02,1.2086584194508E+22
2016/02/03,1.070641180532E+22
2016/02/04,3.2513382757271E+22
2016/02/05,1.9049870450909E+22
2016/02/06,1.7839764783019E+22
2016/02/07,1.6131678355224E+22
2016/02/08,8.0699103015995E+22
2016/02/09,4.0484413761931E+22
2016/02/10,3.0273134195267E+22
2016/02/11,9.3719936255604E+22
2016/02/12,3.5267666076546E+22
2016/02/13,5.570521046493E+22
2016/02/14,1.4964192125243E+23
2016/02/15,1.0074047820075E+23
2016/02/16,2.3824269409547E+22
2016/02/17,6.2105507415496E+21
2016/02/18,6.1819901017556E+22
2016/02/19,5.7402457379402E+22
2016/02/20,7.1803867412906E+22
2016/02/21,1.5777760204302E+22
2016/02/22,6.9488036103855E+22
2016/02/23,1.141492023754E+23
2016/02/24,2.0716552709456E+22
2016/02/25,8.012376026883E+21
2016/02/26,4.5564178506379E+22
2016/02/27,1.6381168985411E+23
2016/02/28,8.5398037141773E+22
2016/02/29,2.3058224940722E+22
2016/03/01,3.9295335614058E+22
2016/03/02,5.8225072280646E+22
2016/03/03,2.1890491866276E+23
2016/03/04,2.2107192510941E+23
2016/03/05,1.2986919006012E+23
2016/03/06,2.5655590184389E+23
2016/03/07,1.4054794416855E+23
2016/03/08,1.7936283877514E+22
2016/03/09,8.2376183407511E+22
2016/03/10,4.7173273285831E+22
2016/03/11,1.2674641764162E+23
2016/03/12,4.5790485548539E+23
2016/03/13,3.7165618924492E+23
2016/03/14,4.6704370081551E+22
2016/03/15,1.4294945555231E+24
2016/03/16,1.2768786709504E+24
2016/03/17,3.6436166962918E+22
2016/03/18,4.5515681056392E+22
2016/03/19,6.3061734832205E+22
2016/03/20,2.2001974878102E+23
2016/03/21,1.1110916468866E+23
2016/03/22,1.4924311736138E+22
2016/03/23,1.0941457000521E+23
2016/03/24,1.9651359521024E+23
2016/03/25,7.3899432864837E+23
2016/03/26,4.4916450040147E+23
2016/03/27,2.0367467566389E+23
2016/03/28,5.3955657671332E+22
2016/03/29,9.8651876858213E+22
2016/03/30,1.9592235873965E+23
2016/03/31,3.4732870408311E+23
2016/04/01,2.240802209515E+23
2016/04/02,2.3228776583997E+22
2016/04/03,1.0597104964348E+23
2016/04/04,4.9832803428349E+23
2016/04/05,3.4473769523773E+23
2016/04/06,4.3392791407215E+22
2016/04/07,2.43461762977E+23
2016/04/08,3.9184283613284E+23
2016/04/09,8.4417134132142E+23
2016/04/10,1.6042321309482E+23
2016/04/11,1.0155151130892E+22
2016/04/12,2.0251245492781E+23
2016/04/13,2.4569281033966E+23
2016/04/14,3.9006841143432E+23
2016/04/15,2.0016607307016E+23
2016/04/16,2.992776253225E+23
2016/04/17,8.5792294739757E+22
2016/04/18,2.8272913506779E+23
2016/04/19,5.8012030346162E+23
2016/04/20,7.4592225458547E+22
2016/04/21,1.3752013212536E+23
2016/04/22,2.1836000866881E+23
2016/04/23,2.8382444414923E+23
2016/04/24,2.3228294221553E+23
2016/04/25,1.4952163681661E+23
2016/04/26,1.8204221933248E+23
2016/04/27,4.0400150325641E+22
2016/04/28,1.4833305049938E+23
2016/04/29,4.200196497442E+23
2016/04/30,4.8259731283194E+23
2016/05/01,5.5831367158643E+23
2016/05/02,8.3292744112228E+23
2016/05/03,9.4409667992959E+23
2016/05/04,7.8798459977882E+23
2016/05/05,1.8889235469856E+22
2016/05/06,1.5224433856523E+22
2016/05/07,9.8518078401484E+21
2016/05/08,3.2171042006169E+22
2016/05/09,1.0603415080237E+23
2016/05/10,2.6504674285784E+23
2016/05/11,1.577955203862E+23
2016/05/12,2.2184975731269E+23
2016/05/13,9.8009156608842E+23
2016/05/14,1.0971880967036E+24
2016/05/15,1.8156308241335E+22
2016/05/16,4.6917472193976E+22
2016/05/17,1.4752704465589E+23
2016/05/18,3.5296790960762E+23
2016/05/19,1.5565253446753E+24
2016/05/20,8.3364839688511E+23
2016/05/21,2.1583311556334E+23
2016/05/22,8.0331206009588E+22
2016/05/23,5.9245539296394E+22
2016/05/24,1.9608247002194E+23
2016/05/25,1.1908815623567E+23
2016/05/26,1.773500894896E+23
2016/05/27,1.6045738615521E+23
2016/05/28,1.7059136441208E+23
2016/05/29,5.868755880345E+23
2016/05/30,1.5138213039599E+23
2016/05/31,9.9651216368634E+21
2016/06/01,4.9887184224332E+23
2016/06/02,4.217699944403E+23
2016/06/03,1.5698465781063E+24
2016/06/04,9.7320231163396E+23
2016/06/05,2.9360990963383E+21
2016/06/06,2.7704845630086E+22
2016/06/07,3.0899954482986E+23
2016/06/08,1.4654750794582E+23
2016/06/09,1.0282690807967E+24
2016/06/10,8.9167832615997E+23
2016/06/11,3.8645041088046E+23
2016/06/12,6.2320999657018E+22
2016/06/13,9.8779273474982E+23
2016/06/14,9.5231702379614E+23
2016/06/15,6.645863656069E+22
2016/06/16,1.4588055297778E+21
2016/06/17,3.9631221982697E+23
2016/06/18,2.7726442611695E+24
2016/06/19,2.4962386536074E+24
2016/06/20,5.2434767220735E+24
2016/06/21,5.2049202126324E+23
2016/06/22,2.6804378905647E+23
2016/06/23,2.1093515078991E+24
2016/06/24,1.0726796695046E+24
2016/06/25,9.6603248869102E+22
2016/06/26,2.0426999524554E+23
2016/06/27,6.2896259576542E+23
2016/06/28,6.7150769986726E+23
2016/06/29,1.3492890756074E+23
2016/06/30,1.6680733986054E+23
2016/07/01,1.8238759812634E+22
2016/07/02,5.0219774950216E+23
2016/07/03,1.0431939456931E+24
2016/07/04,2.2966098835631E+23
2016/07/05,1.6986466475268E+23
2016/07/06,3.323611229414E+23
2016/07/07,3.1210276041484E+23
2016/07/08,1.2214332940032E+23
