Date,hashrate3mom
2016/01/01,-16112959815
2016/01/02,-6494874797
2016/01/03,2115456550
2016/01/04,15210755605
2016/01/05,20807392064
2016/01/06,7341961258
2016/01/07,-15072096131
2016/01/08,1826851990
2016/01/09,-525576160
2016/01/10,11727972354
2016/01/11,10969633822
2016/01/12,-10564347835
2016/01/13,-7385778542
2016/01/14,-7906584133
2016/01/15,26046725046
2016/01/16,43524720049
2016/01/17,14570727168
2016/01/18,24360053033
2016/01/19,10794447697
2016/01/20,19804356490
2016/01/21,-7361297220
2016/01/22,25778370805
2016/01/23,20678134526
2016/01/24,66520809181
2016/01/25,13963784178
2016/01/26,64281235371
2016/01/27,12938098709
2016/01/28,27649581391
2016/01/29,-3046107360
2016/01/30,5194519130
2016/01/31,-5582955442
2016/02/01,9201203773
2016/02/02,-20157581186
2016/02/03,50107851207
2016/02/04,14985476063
2016/02/05,49961539498
2016/02/06,-22268027925
2016/02/07,-885463428
2016/02/08,24791104281
2016/02/09,24809767943
2016/02/10,24716775194
2016/02/11,24160054454
2016/02/12,21530615820
2016/02/13,47893340120
2016/02/14,27752093186
2016/02/15,73843559584
2016/02/16,23689040090
2016/02/17,-5219810472
2016/02/18,-43767354386
2016/02/19,5143509726
2016/02/20,30216697518
2016/02/21,57901622924
2016/02/22,49859163787
2016/02/23,49195218521
2016/02/24,37740832804
2016/02/25,11231617672
2016/02/26,32160120780
2016/02/27,50265810890
2016/02/28,59938756929
2016/02/29,4314010450
2016/03/01,3709395824
2016/03/02,23321160926
2016/03/03,71307805532
2016/03/04,82258165617
2016/03/05,90920799020
2016/03/06,79460808590
2016/03/07,64518958371
2016/03/08,30175951055
2016/03/09,44221715744
2016/03/10,77016261952
2016/03/11,91985926824
2016/03/12,134744727834
2016/03/13,166720195746
2016/03/14,94342130004
2016/03/15,79779431622
2016/03/16,31157376989
2016/03/17,122567720665
2016/03/18,59361528069
2016/03/19,97453796723
2016/03/20,82192136193
2016/03/21,74296994140
2016/03/22,46762752657
2016/03/23,-62025050022
2016/03/24,76050735454
2016/03/25,107775763435
2016/03/26,231389031881
2016/03/27,136644285639
2016/03/28,33910190159
2016/03/29,50095455018
2016/03/30,70352626214
2016/03/31,160899363420
2016/04/01,119039374078
2016/04/02,14764184642
2016/04/03,56810576880
2016/04/04,119380248665
2016/04/05,191447651221
2016/04/06,68593437030
2016/04/07,-96538379836
2016/04/08,54650683826
2016/04/09,65749835766
2016/04/10,224365600462
2016/04/11,-1472592619
2016/04/12,-29716502803
2016/04/13,-9603482435
2016/04/14,68799503248
2016/04/15,191694437418
2016/04/16,123653562937
2016/04/17,58905676156
2016/04/18,102633761733
2016/04/19,72690194010
2016/04/20,170482200859
2016/04/21,64453087432
2016/04/22,-4688819779
2016/04/23,44685462202
2016/04/24,-7223712099
2016/04/25,178644781959
2016/04/26,13367421421
2016/04/27,61434161849
2016/04/28,183694753
2016/04/29,117632309487
2016/04/30,197764103321
2016/05/01,121862431204
2016/05/02,-10228360221
2016/05/03,29181590351
2016/05/04,20577562096
2016/05/05,113481325806
2016/05/06,-11886809572
2016/05/07,6468961568
2016/05/08,48009124546
2016/05/09,61220286727
2016/05/10,131903690892
2016/05/11,-20106907586
2016/05/12,20893107913
2016/05/13,134958244305
2016/05/14,192023617894
2016/05/15,147926260890
2016/05/16,-32062087135
2016/05/17,8565963423
2016/05/18,104280445939
2016/05/19,177430985981
2016/05/20,242581883123
2016/05/21,150604600558
2016/05/22,74605634749
2016/05/23,28091305381
2016/05/24,54095022288
2016/05/25,92677593419
2016/05/26,113432476735
2016/05/27,77718448239
2016/05/28,126654205597
2016/05/29,114395388960
2016/05/30,91035645303
2016/05/31,-26395040457
2016/06/01,-105901721991
2016/06/02,-26119301059
2016/06/03,186746113201
2016/06/04,227073781825
2016/06/05,86012793948
2016/06/06,28559212591
2016/06/07,68576184668
2016/06/08,151983047115
2016/06/09,197822620744
2016/06/10,-41894847733
2016/06/11,77613532579
2016/06/12,-58650595773
2016/06/13,291601816516
2016/06/14,193618899934
2016/06/15,137319826230
2016/06/16,1889721273
2016/06/17,107318248835
2016/06/18,44750072886
2016/06/19,137011030993
2016/06/20,-43137277904
2016/06/21,-7945492800
2016/06/22,59870437651
2016/06/23,180030315392
2016/06/24,232493032163
2016/06/25,57229797453
2016/06/26,96690473303
2016/06/27,177384060238
2016/06/28,244764652211
2016/06/29,24818677019
2016/06/30,-26923831270
2016/07/01,18340685956
2016/07/02,131161423208
2016/07/03,205379696389
2016/07/04,98433185136
2016/07/05,87726699350
2016/07/06,-6598086708
2016/07/07,-11415642981
2016/07/08,11633405397
2016/07/09,18785488516
2016/07/10,64509807695
2016/07/11,109249028081
2016/07/12,98357827139
2016/07/13,131575106544
2016/07/14,16552212833
2016/07/15,-52158586653
2016/07/16,-89667625550
2016/07/17,-26167870799
2016/07/18,167758988657
2016/07/19,86347194262
2016/07/20,-19589393460
2016/07/21,31658270715
2016/07/22,-79970102165
2016/07/23,194735704739
2016/07/24,-103683775572
2016/07/25,-81268546635
2016/07/26,-472892923844
2016/07/27,-522854106094
2016/07/28,-121899026055
2016/07/29,-9929123662
2016/07/30,83283030208
2016/07/31,-110645518402
2016/08/01,-104230221168
2016/08/02,-321733039803
2016/08/03,-505617990837
2016/08/04,-97515202007
2016/08/05,294846197604
2016/08/06,310172960841
2016/08/07,121705785332
2016/08/08,105701819298
2016/08/09,428511786299
2016/08/10,384821565157
2016/08/11,403090107554
2016/08/12,174894258654
2016/08/13,36619604120
2016/08/14,-50297324078
2016/08/15,-17086842032
2016/08/16,143466728576
2016/08/17,127092186029
2016/08/18,205653608657
2016/08/19,43700587329
2016/08/20,192192732699
2016/08/21,142392650241
2016/08/22,224652873978
2016/08/23,170499956529
2016/08/24,109423210500
2016/08/25,185808116695
2016/08/26,262611023236
2016/08/27,272308079915
2016/08/28,98152249543
2016/08/29,-132459288310
2016/08/30,-135668695591
2016/08/31,37493141117
2016/09/01,154977244448
2016/09/02,233977890102
2016/09/03,-148133311820
2016/09/04,-337770918485
2016/09/05,-223295481255
2016/09/06,1919340550
2016/09/07,265094863878
2016/09/08,19683281418
2016/09/09,99446337985
2016/09/10,20645750489
2016/09/11,278611200683
2016/09/12,232240148795
2016/09/13,156429217764
2016/09/14,136601156042
2016/09/15,140859393964
2016/09/16,135622575029
2016/09/17,154853444318
2016/09/18,-500211874918
2016/09/19,-349878584099
2016/09/20,42005000662
2016/09/21,880158138053
2016/09/22,252316786174
2016/09/23,219003141983
2016/09/24,68315042982
2016/09/25,803855964523
2016/09/26,-106073840230
2016/09/27,196342214282
2016/09/28,31887363770
2016/09/29,521543441226
2016/09/30,28214825976
2016/10/01,186711873392
2016/10/02,227324954037
2016/10/03,263766753972
2016/10/04,187727346890
2016/10/05,-30730332719
2016/10/06,158024649038
2016/10/07,-198161131467
2016/10/08,111705901876
2016/10/09,179472146213
2016/10/10,436537566288
2016/10/11,246058247553
2016/10/12,-115445240901
2016/10/13,98479438806
2016/10/14,286952403591
2016/10/15,604331843079
2016/10/16,537168636858
2016/10/17,-100125840734
2016/10/18,88230309941
2016/10/19,-106636586117
2016/10/20,517695813693
2016/10/21,367689041125
2016/10/22,383115131089
2016/10/23,-82811787984
2016/10/24,-45046454187
2016/10/25,49831086519
2016/10/26,338786704713
2016/10/27,42253843702
2016/10/28,-370223630871
2016/10/29,-1962901232134
2016/10/30,-1987522651926
2016/10/31,-1277198814093
2016/11/01,-669757022181
2016/11/02,-1023230252748
2016/11/03,-1641898394430
2016/11/04,-1100121083043
2016/11/05,-817345571849
2016/11/06,-657624474411
2016/11/07,436287167915
2016/11/08,1199790227315
2016/11/09,1129928013862
2016/11/10,-3852203651
2016/11/11,-655446572491
2016/11/12,-444261070897
2016/11/13,340051481307
2016/11/14,651478044211
2016/11/15,599158276492
2016/11/16,113539064672
2016/11/17,-284555159924
2016/11/18,37507166167
2016/11/19,430604431356
2016/11/20,1151039517595
2016/11/21,1131260542148
2016/11/22,474332193676
2016/11/23,-87686931534
2016/11/24,-1033373633694
2016/11/25,-656778778124
2016/11/26,-539409009870
2016/11/27,57472856402
2016/11/28,245065490159
2016/11/29,90046036900
2016/11/30,-138731291505
2016/12/01,-275154851459
2016/12/02,-110523674271
2016/12/03,404410121498
2016/12/04,283036604255
2016/12/05,68721414840
2016/12/06,-247111061149
2016/12/07,-54340873684
2016/12/08,373397962153
2016/12/09,547614892587
2016/12/10,543515452723
2016/12/11,421818672210
2016/12/12,59648898548
2016/12/13,128405440584
2016/12/14,-72817414317
2016/12/15,123064833698
2016/12/16,120852275314
2016/12/17,236963550143
2016/12/18,498026106992
2016/12/19,297615864791
2016/12/20,379150609133
2016/12/21,101850604827
2016/12/22,-111827405876
2016/12/23,-725733631572
2016/12/24,-1025387907372
2016/12/25,-535960054005
2016/12/26,124653743350
2016/12/27,272581111308
2016/12/28,-33560012723
2016/12/29,-262007124250
2016/12/30,-52217363822
2016/12/31,51268735107
2017/01/01,77464264642
2017/01/02,88146907678
2017/01/03,26855436477
2017/01/04,640676958768
2017/01/05,768919017125
2017/01/06,798874229201
2017/01/07,422012960317
2017/01/08,303062976355
2017/01/09,497934711609
2017/01/10,257304302260
2017/01/11,304567240361
2017/01/12,151174037281
2017/01/13,285501860680
2017/01/14,231027214734
2017/01/15,309303398864
2017/01/16,166525801457
2017/01/17,69828630802
2017/01/18,-147918410615
2017/01/19,376108076159
2017/01/20,181293159509
2017/01/21,450552098879
2017/01/22,-27040057101
2017/01/23,394059024745
2017/01/24,80537671002
2017/01/25,61112148628
2017/01/26,134307662617
2017/01/27,118465162572
2017/01/28,133783326811
2017/01/29,-250716932138
2017/01/30,99936045021
2017/01/31,59992630616
2017/02/01,109075919878
2017/02/02,64628976452
2017/02/03,-67535967798
2017/02/04,202386466930
2017/02/05,367145500147
2017/02/06,604183616125
2017/02/07,437588016762
2017/02/08,208282987617
2017/02/09,70053662110
2017/02/10,352170167721
2017/02/11,291692431461
2017/02/12,446900102314
2017/02/13,304875907804
2017/02/14,357407149084
2017/02/15,278419425638
2017/02/16,111265330282
2017/02/17,181558544098
2017/02/18,239679200372
2017/02/19,442341747338
2017/02/20,304381675551
2017/02/21,435437527960
2017/02/22,145920328694
2017/02/23,132228148173
2017/02/24,-45319603288
2017/02/25,390756280230
2017/02/26,788400762074
2017/02/27,777872766955
2017/02/28,966063639756
2017/03/01,154014861725
2017/03/02,292218093574
2017/03/03,211127318237
2017/03/04,448779110916
2017/03/05,798694954237
2017/03/06,411151210253
2017/03/07,484656204218
2017/03/08,396186355947
2017/03/09,391766780919
2017/03/10,496458541858
2017/03/11,305064726780
2017/03/12,318477127085
2017/03/13,813503436934
2017/03/14,383186776110
2017/03/15,718415707928
2017/03/16,356299312984
2017/03/17,1265846366992
2017/03/18,1066941867810
2017/03/19,121919267591
2017/03/20,343155320642
2017/03/21,-135116362005
2017/03/22,997075287667
2017/03/23,562911102256
2017/03/24,772363055839
2017/03/25,527085171946
2017/03/26,796758214821
2017/03/27,1558082419131
2017/03/28,1020239267280
2017/03/29,918538476146
2017/03/30,291185433337
2017/03/31,1183781785117
2017/04/01,200651262444
2017/04/02,137203781553
2017/04/03,-1079402985918
2017/04/04,250235073233
2017/04/05,773791932104
2017/04/06,1403623796382
2017/04/07,660511043143
2017/04/08,249452146820
2017/04/09,39842636671
2017/04/10,-180445598951
2017/04/11,326367352707
2017/04/12,551898580077
2017/04/13,130100345989
2017/04/14,1166749403010
2017/04/15,700414467573
2017/04/16,1392133189759
2017/04/17,52064562963
2017/04/18,1039739450111
2017/04/19,484784921116
2017/04/20,399727710049
2017/04/21,506091262173
2017/04/22,821485591411
2017/04/23,1100472408294
2017/04/24,-135999048997
2017/04/25,680324309631
2017/04/26,-95793487849
2017/04/27,946952608650
2017/04/28,1372103755474
2017/04/29,2173553822656
2017/04/30,1323249725204
2017/05/01,251353695671
2017/05/02,-220834062696
2017/05/03,674739847794
2017/05/04,63920446146
2017/05/05,1218742668402
2017/05/06,800805367162
2017/05/07,1592760567259
2017/05/08,17007243459
2017/05/09,1190782088429
2017/05/10,489121965045
2017/05/11,1313283171393
2017/05/12,1090027936759
2017/05/13,701165461323
2017/05/14,1088177972915
2017/05/15,1119463830182
2017/05/16,2178515999134
2017/05/17,-119622610248
2017/05/18,-74807932079
2017/05/19,588418624021
2017/05/20,2843290838782
2017/05/21,2759287776191
2017/05/22,2563450897383
2017/05/23,628222959032
2017/05/24,480890548923
2017/05/25,-245529434007
2017/05/26,968484530938
2017/05/27,1166639667480
2017/05/28,802939714934
2017/05/29,2814801092351
2017/05/30,4117233238281
2017/05/31,3367449255081
2017/06/01,3230243895070
2017/06/02,31141868130
2017/06/03,2089028498594
2017/06/04,1122969125492
2017/06/05,2996253341481
2017/06/06,2433170803607
2017/06/07,3095976289365
2017/06/08,2538240224878
2017/06/09,1931840121212
2017/06/10,2472160660945
2017/06/11,3195498079651
2017/06/12,3207619907755
2017/06/13,2582183894508
2017/06/14,2626425191218
2017/06/15,3553566722712
2017/06/16,2841822893482
2017/06/17,3334362112363
2017/06/18,3473809001923
2017/06/19,3206924444897
2017/06/20,2628749221872
2017/06/21,2102571003747
2017/06/22,2168142316142
2017/06/23,721985269908
2017/06/24,1595364206557
2017/06/25,1654559967878
2017/06/26,4080407975242
2017/06/27,2627373138091
2017/06/28,3544526377130
2017/06/29,3123676749461
2017/06/30,3328517499601
2017/07/01,2627652562000
2017/07/02,1559027134170
2017/07/03,3352842957662
2017/07/04,3998657236203
2017/07/05,1720162334595
2017/07/06,972148489339
2017/07/07,513194651694
2017/07/08,2655734885871
2017/07/09,2069444943813
2017/07/10,2027801910871
2017/07/11,1160830848359
2017/07/12,-1109177830460
2017/07/13,-1534904814391
2017/07/14,-2478932908956
2017/07/15,1669958462702
2017/07/16,2643863831324
2017/07/17,542243846188
2017/07/18,-199505295306
2017/07/19,961904072810
2017/07/20,6727937959931
2017/07/21,4772249078350
2017/07/22,1793077690537
2017/07/23,2262454209412
2017/07/24,435547206865
2017/07/25,4193728984109
2017/07/26,1153879506183
2017/07/27,1992722397969
2017/07/28,373865911035
2017/07/29,-256414720770
2017/07/30,3430527960255
2017/07/31,3333583649388
2017/08/01,4239818311824
2017/08/02,633402042770
2017/08/03,-4192061392362
2017/08/04,-1074062854056
2017/08/05,-700647457380
2017/08/06,3338314805472
2017/08/07,2587175836275
2017/08/08,4328105439139
2017/08/09,4931613341846
2017/08/10,1080211279566
