Date,transactions14var
2016/06/08,65259431
2016/06/09,63401099
2016/06/10,62202739
2016/06/11,8059830
2016/06/12,6444987
2016/06/13,8184959
2016/06/14,13466062
2016/06/15,13663286
2016/06/16,13643858
2016/06/17,53894019
2016/06/18,75397472
2016/06/19,72747617
2016/06/20,68549990
2016/06/21,68509525
2016/06/22,65257681
2016/06/23,63265112
2016/06/24,59418423
2016/06/25,59769194
2016/06/26,60594532
2016/06/27,65135575
2016/06/28,65750597
2016/06/29,65075825
2016/06/30,80982342
2016/07/01,61028048
2016/07/02,44277640
2016/07/03,43631687
2016/07/04,44453228
2016/07/05,45024046
2016/07/06,44817235
2016/07/07,45136791
2016/07/08,44577830
2016/07/09,42438764
2016/07/10,43125791
2016/07/11,43647225
2016/07/12,43786857
2016/07/13,41711051
2016/07/14,2901240
2016/07/15,3016129
2016/07/16,3211993
2016/07/17,5482386
2016/07/18,5455092
2016/07/19,7040509
2016/07/20,14618637
2016/07/21,15854936
2016/07/22,19594675
2016/07/23,20413748
2016/07/24,37892552
2016/07/25,45253547
2016/07/26,64810496
2016/07/27,60183642
2016/07/28,59033562
2016/07/29,56115287
2016/07/30,51697545
2016/07/31,36424382
2016/08/01,29913438
2016/08/02,27753237
2016/08/03,27721035
2016/08/04,26630591
2016/08/05,29574775
2016/08/06,32693633
2016/08/07,28758421
2016/08/08,26877315
2016/08/09,10649127
2016/08/10,7200608
2016/08/11,7061600
2016/08/12,7017838
2016/08/13,7549189
2016/08/14,8239640
2016/08/15,8602663
2016/08/16,8546172
2016/08/17,6806887
2016/08/18,7233748
2016/08/19,7284625
2016/08/20,7357320
2016/08/21,7454068
2016/08/22,7308246
2016/08/23,7940996
2016/08/24,8090432
2016/08/25,9146061
2016/08/26,9566227
2016/08/27,8916526
2016/08/28,7784925
2016/08/29,6971402
2016/08/30,6341384
2016/08/31,6294747
2016/09/01,6209780
2016/09/02,11609605
2016/09/03,9792030
2016/09/04,8431370
2016/09/05,9273824
2016/09/06,9428837
2016/09/07,9568111
2016/09/08,14267958
2016/09/09,16750747
2016/09/10,18653996
2016/09/11,18136613
2016/09/12,18279221
2016/09/13,20122449
2016/09/14,22409139
2016/09/15,23678826
2016/09/16,26067014
2016/09/17,25202181
2016/09/18,33144802
2016/09/19,35125789
2016/09/20,37597270
2016/09/21,38489399
2016/09/22,35436216
2016/09/23,42135324
2016/09/24,41880782
2016/09/25,45356672
2016/09/26,45756730
2016/09/27,44882293
2016/09/28,41058453
2016/09/29,38544516
2016/09/30,29811876
2016/10/01,35710460
2016/10/02,36641097
2016/10/03,35980453
2016/10/04,39792177
2016/10/05,40576491
2016/10/06,39821207
2016/10/07,34143496
2016/10/08,37162911
2016/10/09,34997787
2016/10/10,34949579
2016/10/11,35257306
2016/10/12,48502677
2016/10/13,56169264
2016/10/14,52727663
2016/10/15,49908671
2016/10/16,45387674
2016/10/17,41659876
2016/10/18,31707783
2016/10/19,31368848
2016/10/20,31972699
2016/10/21,53105971
2016/10/22,53070759
2016/10/23,54028296
2016/10/24,63096422
2016/10/25,66306241
2016/10/26,57428536
2016/10/27,49894082
2016/10/28,49984328
2016/10/29,44141272
2016/10/30,40044456
2016/10/31,37596063
2016/11/01,35031426
2016/11/02,32677133
2016/11/03,32917050
2016/11/04,26847838
2016/11/05,26904728
2016/11/06,27971171
2016/11/07,20232146
2016/11/08,17601876
2016/11/09,16489812
2016/11/10,15643826
2016/11/11,15603990
2016/11/12,15573190
2016/11/13,15983367
2016/11/14,15411330
2016/11/15,12051991
2016/11/16,11531478
2016/11/17,11290491
2016/11/18,7033613
2016/11/19,6393091
2016/11/20,2670985
2016/11/21,2717102
2016/11/22,11622797
2016/11/23,41290011
2016/11/24,44067177
2016/11/25,55448467
2016/11/26,55500270
2016/11/27,55338870
2016/11/28,55613595
2016/11/29,55675777
2016/11/30,57633424
2016/12/01,61121817
2016/12/02,61967198
2016/12/03,60445973
2016/12/04,62067580
2016/12/05,62573236
2016/12/06,58114318
2016/12/07,29390157
2016/12/08,27377618
2016/12/09,11069310
2016/12/10,11124468
2016/12/11,11342636
2016/12/12,8583152
2016/12/13,6984738
2016/12/14,9185251
2016/12/15,8752651
2016/12/16,8899741
2016/12/17,9437749
2016/12/18,11174754
2016/12/19,11960810
2016/12/20,9701938
2016/12/21,14693867
2016/12/22,23806746
2016/12/23,23372440
2016/12/24,25294676
2016/12/25,27447531
2016/12/26,31545167
2016/12/27,31470963
2016/12/28,30203136
2016/12/29,30417439
2016/12/30,30528101
2016/12/31,29832867
2017/01/01,28184368
2017/01/02,28560759
2017/01/03,29064434
2017/01/04,28931339
2017/01/05,21267887
2017/01/06,21137744
2017/01/07,19424715
2017/01/08,16363215
2017/01/09,10685083
2017/01/10,11395233
2017/01/11,11293456
2017/01/12,13410730
2017/01/13,15585258
2017/01/14,15127173
2017/01/15,12789639
2017/01/16,9961339
2017/01/17,9969396
2017/01/18,8506850
2017/01/19,7656654
2017/01/20,7464471
2017/01/21,7559054
2017/01/22,7150319
2017/01/23,7145834
2017/01/24,8221518
2017/01/25,8176311
2017/01/26,6696653
2017/01/27,4863252
2017/01/28,3958503
2017/01/29,3562647
2017/01/30,3563011
2017/01/31,3791203
2017/02/01,3842777
2017/02/02,3820992
2017/02/03,4322149
2017/02/04,4003152
2017/02/05,3808851
2017/02/06,4023235
2017/02/07,5179294
2017/02/08,7168640
2017/02/09,7366867
2017/02/10,9913529
2017/02/11,9794693
2017/02/12,8704183
2017/02/13,14119755
2017/02/14,20315759
2017/02/15,21870410
2017/02/16,19461067
2017/02/17,15790440
2017/02/18,14113324
2017/02/19,13351248
2017/02/20,12544930
2017/02/21,16393376
2017/02/22,16447344
2017/02/23,16582764
2017/02/24,17080113
2017/02/25,15474383
2017/02/26,12245171
2017/02/27,11213987
2017/02/28,13242856
2017/03/01,16555450
2017/03/02,37578507
2017/03/03,42493370
2017/03/04,40717928
2017/03/05,36410616
2017/03/06,33440276
2017/03/07,35520383
2017/03/08,32328921
2017/03/09,27150102
2017/03/10,27946977
2017/03/11,26491140
2017/03/12,22927745
2017/03/13,42685481
2017/03/14,53900740
2017/03/15,69382341
2017/03/16,196785419
2017/03/17,287251502
2017/03/18,292614254
2017/03/19,275222784
2017/03/20,247317651
2017/03/21,231167152
2017/03/22,187109471
2017/03/23,165309725
2017/03/24,143448471
2017/03/25,115133579
2017/03/26,91593515
2017/03/27,94048622
2017/03/28,87104552
2017/03/29,85316928
2017/03/30,55956267
2017/03/31,47192931
2017/04/01,49596035
2017/04/02,49537967
2017/04/03,56686747
2017/04/04,55772647
2017/04/05,48679674
2017/04/06,47127824
2017/04/07,47139647
2017/04/08,67735022
2017/04/09,76535095
2017/04/10,86191359
2017/04/11,95206133
2017/04/12,95423165
2017/04/13,88124997
2017/04/14,64908990
2017/04/15,69870912
2017/04/16,77939537
2017/04/17,57574832
2017/04/18,55596581
2017/04/19,54015213
2017/04/20,39078561
2017/04/21,25431390
2017/04/22,24315582
2017/04/23,23321685
2017/04/24,22715530
2017/04/25,34517622
2017/04/26,40370484
2017/04/27,77219191
2017/04/28,114440222
2017/04/29,110489682
2017/04/30,98903363
2017/05/01,120776884
2017/05/02,143705229
2017/05/03,142476103
2017/05/04,169475525
2017/05/05,166095760
2017/05/06,125514694
2017/05/07,93951274
2017/05/08,79777003
2017/05/09,77640392
2017/05/10,61892654
2017/05/11,70075553
2017/05/12,70060090
2017/05/13,54520110
2017/05/14,46164811
2017/05/15,59943914
2017/05/16,63678489
2017/05/17,112661394
2017/05/18,154784049
2017/05/19,300945653
2017/05/20,270329055
2017/05/21,309777146
2017/05/22,490147747
2017/05/23,700945379
2017/05/24,844254868
2017/05/25,932809299
2017/05/26,872574786
2017/05/27,708768348
2017/05/28,519608940
2017/05/29,440955785
2017/05/30,384374433
2017/05/31,507233846
2017/06/01,488967207
2017/06/02,510345343
2017/06/03,361695886
2017/06/04,299487472
2017/06/05,304438664
2017/06/06,327467813
2017/06/07,367963325
2017/06/08,368964784
2017/06/09,415986079
2017/06/10,341181497
2017/06/11,377190438
2017/06/12,818348343
2017/06/13,1141658673
2017/06/14,1230626328
2017/06/15,1336192998
2017/06/16,1326889438
2017/06/17,1155089627
2017/06/18,979955730
2017/06/19,991043406
2017/06/20,1141228552
2017/06/21,1070987975
2017/06/22,835574827
2017/06/23,726304861
2017/06/24,566036314
2017/06/25,602510361
2017/06/26,743010923
2017/06/27,731348633
2017/06/28,727572288
2017/06/29,727068475
2017/06/30,717609491
2017/07/01,722822510
2017/07/02,716198079
2017/07/03,781164330
2017/07/04,665814995
2017/07/05,526585546
2017/07/06,509136005
2017/07/07,562315687
2017/07/08,568468413
2017/07/09,601284751
2017/07/10,513052664
2017/07/11,542796359
2017/07/12,556981157
2017/07/13,559871811
2017/07/14,568128232
2017/07/15,607066659
2017/07/16,605644906
2017/07/17,535505843
2017/07/18,516977424
2017/07/19,515389999
2017/07/20,526089944
2017/07/21,494509076
2017/07/22,675932589
2017/07/23,607384350
2017/07/24,457235568
2017/07/25,358528334
2017/07/26,322209687
2017/07/27,335762241
2017/07/28,334308445
2017/07/29,465909025
2017/07/30,542066782
2017/07/31,544447910
2017/08/01,486914746
2017/08/02,393629485
2017/08/03,371640890
2017/08/04,415507208
2017/08/05,401446462
2017/08/06,418271509
2017/08/07,505848948
2017/08/08,932387649
2017/08/09,975723714
2017/08/10,1449850786
2017/08/11,2098498308
2017/08/12,2086540624
2017/08/13,1923928899
2017/08/14,2861515144
2017/08/15,3256410932
2017/08/16,3443141503
2017/08/17,3542257442
2017/08/18,3760678649
2017/08/19,3206595623
2017/08/20,2751842117
2017/08/21,2318624814
2017/08/22,2135155778
2017/08/23,1497257849
2017/08/24,1429518517
2017/08/25,1443674438
2017/08/26,1699475589
2017/08/27,1759646112
2017/08/28,1676407244
2017/08/29,1591493437
2017/08/30,1522406622
2017/08/31,1289491044
2017/09/01,902065699
2017/09/02,949471737
2017/09/03,1006313796
2017/09/04,1405693917
2017/09/05,1845110690
2017/09/06,2926553010
2017/09/07,3191102210
2017/09/08,3503037152
2017/09/09,2947500430
2017/09/10,2937492054
2017/09/11,2929289795
2017/09/12,2931106639
2017/09/13,3003719399
2017/09/14,3012027529
2017/09/15,3145735504
2017/09/16,2855094116
2017/09/17,3052577988
2017/09/18,3010377486
2017/09/19,3027918856
2017/09/20,2334891807
2017/09/21,2125893805
2017/09/22,1918408021
2017/09/23,2392406802
2017/09/24,2643186742
2017/09/25,2668954988
2017/09/26,2357710437
2017/09/27,2281054402
2017/09/28,2057288400
2017/09/29,969982482
2017/09/30,707356397
2017/10/01,724715082
2017/10/02,494481368
2017/10/03,453389087
2017/10/04,419263982
2017/10/05,414724999
2017/10/06,360147385
2017/10/07,223799764
2017/10/08,180191742
2017/10/09,204760823
2017/10/10,304880711
2017/10/11,365938933
2017/10/12,508980939
2017/10/13,754730697
2017/10/14,706247968
2017/10/15,578650739
2017/10/16,954090828
2017/10/17,2865191144
2017/10/18,3686201518
2017/10/19,4675643195
2017/10/20,6392843779
2017/10/21,5959859898
2017/10/22,5176116820
2017/10/23,4825969682
2017/10/24,4727578834
2017/10/25,4185918872
2017/10/26,3774923105
2017/10/27,16958642446
2017/10/28,28418054345
2017/10/29,38732303683
2017/10/30,47684950759
2017/10/31,52899319582
2017/11/01,54291981076
2017/11/02,55426876637
2017/11/03,53711244730
2017/11/04,52576666313
2017/11/05,52255530271
2017/11/06,53404746063
2017/11/07,52856066147
2017/11/08,53326632690
2017/11/09,53344182766
2017/11/10,47197654483
2017/11/11,38408300895
2017/11/12,28131871829
2017/11/13,15941547174
2017/11/14,1732045392
2017/11/15,1905161058
2017/11/16,1612125126
2017/11/17,1713733839
2017/11/18,1394909069
2017/11/19,1199026141
2017/11/20,1327907175
2017/11/21,1500871818
2017/11/22,1826745840
2017/11/23,2009828427
2017/11/24,2036321480
2017/11/25,1575667190
2017/11/26,1290278145
2017/11/27,1509037683
2017/11/28,2185965013
2017/11/29,3300813437
2017/11/30,3876729611
2017/12/01,3988229963
2017/12/02,3383909477
2017/12/03,3256129952
2017/12/04,3711877633
2017/12/05,3687517759
2017/12/06,5255244299
2017/12/07,4568200054
2017/12/08,4412498552
2017/12/09,3784467039
2017/12/10,2635961177
2017/12/11,3548405662
2017/12/12,5204348888
2017/12/13,7436163554
2017/12/14,9768058731
2017/12/15,9811049802
2017/12/16,9095175622
2017/12/17,8748114177
2017/12/18,9870350280
2017/12/19,12906109212
2017/12/20,13692043383
2017/12/21,12719206263
2017/12/22,13962884670
2017/12/23,10464799945
2017/12/24,9272257721
2017/12/25,10867668120
2017/12/26,11613827620
2017/12/27,11605567176
2017/12/28,11621392482
2017/12/29,13222450001
2017/12/30,15461922760
2017/12/31,14946564422
2018/01/01,15122200127
2018/01/02,16538733237
2018/01/03,21522713828
2018/01/04,30187849374
2018/01/05,34489227516
2018/01/06,36566419803
2018/01/07,31214731189
2018/01/08,24787218644
2018/01/09,19819395008
2018/01/10,16281540552
2018/01/11,13253250417
2018/01/12,13005395477
2018/01/13,12945888952
2018/01/14,9871137126
2018/01/15,4268488423
2018/01/16,4469770791
2018/01/17,4732875833
2018/01/18,3266927270
2018/01/19,4437358495
2018/01/20,6893043721
2018/01/21,8626858465
2018/01/22,10517762911
2018/01/23,12204517734
2018/01/24,14527181698
2018/01/25,20189060681
2018/01/26,20857444670
2018/01/27,22866324856
2018/01/28,24006084634
2018/01/29,21643910315
2018/01/30,16081335044
2018/01/31,9380652809
2018/02/01,4655155365
2018/02/02,3918128683
2018/02/03,4441298170
2018/02/04,4556328913
2018/02/05,4174138831
2018/02/06,4079396619
2018/02/07,4363310912
2018/02/08,6581836458
2018/02/09,6547848161
2018/02/10,6489457942
2018/02/11,6986078058
2018/02/12,6531023001
2018/02/13,6935970873
2018/02/14,7338834323
2018/02/15,4938402663
2018/02/16,3339441899
2018/02/17,3325194661
2018/02/18,3384926184
2018/02/19,2836309659
2018/02/20,2816293554
2018/02/21,3052656334
2018/02/22,2304003105
2018/02/23,2515374130
2018/02/24,2362756195
2018/02/25,2863225099
2018/02/26,2664695229
2018/02/27,2977535376
2018/02/28,3077245678
2018/03/01,3410356590
2018/03/02,3243016644
2018/03/03,3654312494
2018/03/04,4375729209
2018/03/05,4009059527
2018/03/06,2271669808
2018/03/07,1358496268
2018/03/08,1260092979
2018/03/09,1489213393
2018/03/10,2312875492
2018/03/11,2839840447
2018/03/12,2688217915
2018/03/13,2693982662
2018/03/14,2627339751
2018/03/15,2687107241
2018/03/16,2424111923
2018/03/17,2880122933
2018/03/18,2833058157
2018/03/19,2435704182
2018/03/20,2295288317
2018/03/21,1340078414
2018/03/22,1366059847
2018/03/23,1396080487
2018/03/24,1223761989
2018/03/25,2258324251
2018/03/26,2246212037
2018/03/27,2297061181
2018/03/28,2450636342
2018/03/29,2576183703
2018/03/30,2528631917
2018/03/31,2576897197
2018/04/01,2722399992
2018/04/02,2149846457
2018/04/03,2047798089
2018/04/04,1478803605
2018/04/05,2042350486
2018/04/06,1814314528
2018/04/07,2139059946
2018/04/08,1717048867
2018/04/09,1686568665
2018/04/10,1734964813
2018/04/11,1690772653
2018/04/12,2128785021
2018/04/13,3022026646
2018/04/14,2930331299
2018/04/15,2472539572
2018/04/16,2482402941
2018/04/17,3287406710
2018/04/18,3538836105
2018/04/19,5329705795
2018/04/20,7436160102
2018/04/21,6439879314
2018/04/22,6115300408
2018/04/23,6303874627
2018/04/24,5558605032
2018/04/25,4836662315
2018/04/26,4868084535
2018/04/27,4875439409
2018/04/28,3474921829
2018/04/29,2002656664
2018/04/30,1167508461
2018/05/01,1363628697
2018/05/02,975627043
2018/05/03,1139354917
2018/05/04,4213709596
2018/05/05,4038753981
2018/05/06,4659678639
2018/05/07,4653467067
2018/05/08,4667351888
2018/05/09,4764114091
2018/05/10,4999639725
2018/05/11,4943383181
2018/05/12,4901164252
2018/05/13,4863556663
2018/05/14,4809189798
2018/05/15,4223425949
2018/05/16,4182146799
2018/05/17,4168578256
2018/05/18,1529760694
2018/05/19,1652628566
2018/05/20,749240084
2018/05/21,722291708
2018/05/22,725400368
2018/05/23,731909848
2018/05/24,591726052
2018/05/25,572207935
2018/05/26,689807971
2018/05/27,618943552
2018/05/28,813745295
2018/05/29,738605379
2018/05/30,737159307
2018/05/31,728100820
2018/06/01,893420261
2018/06/02,872091014
2018/06/03,825459878
2018/06/04,825265105
2018/06/05,837895353
2018/06/06,901360780
2018/06/07,910110969
2018/06/08,1264045508
2018/06/09,1239650469
2018/06/10,1249754947
2018/06/11,856873812
2018/06/12,791673516
2018/06/13,710829927
2018/06/14,479269090
2018/06/15,469596392
2018/06/16,1652995247
2018/06/17,2318912241
2018/06/18,2270222923
2018/06/19,2260681825
2018/06/20,2488467714
2018/06/21,2430702073
2018/06/22,2411597666
2018/06/23,2727893290
2018/06/24,2980754469
2018/06/25,3612517956
2018/06/26,3548700443
2018/06/27,3373852183
2018/06/28,3313894877
2018/06/29,3249342149
2018/06/30,3342578083
2018/07/01,3696807441
2018/07/02,7535760997
2018/07/03,8478097741
2018/07/04,11689532303
2018/07/05,12577934654
2018/07/06,14073222792
2018/07/07,15454220610
2018/07/08,15282798653
2018/07/09,11826283985
2018/07/10,11214614887
2018/07/11,9240242913
2018/07/12,7544760538
2018/07/13,5760587073
2018/07/14,5671413300
2018/07/15,6088927585
2018/07/16,7304590133
2018/07/17,8547414643
2018/07/18,9062970420
2018/07/19,9906443990
2018/07/20,8319044772
2018/07/21,6803159802
2018/07/22,6909014103
2018/07/23,7875398507
2018/07/24,9062621539
2018/07/25,10257073494
2018/07/26,9744510319
2018/07/27,9549324851
2018/07/28,7024327257
2018/07/29,2206352285
2018/07/30,2253328962
2018/07/31,2221829698
2018/08/01,2257927109
2018/08/02,2420043398
2018/08/03,2136222117
2018/08/04,1099360504
2018/08/05,859831195
2018/08/06,1008967839
2018/08/07,1618657027
2018/08/08,3188043726
2018/08/09,5310950966
2018/08/10,5242902897
2018/08/11,5309735971
2018/08/12,5386542323
2018/08/13,4984099187
2018/08/14,4667893665
2018/08/15,4172409815
2018/08/16,3422281678
2018/08/17,2954139049
2018/08/18,2624610581
2018/08/19,2478582459
2018/08/20,2251287371
2018/08/21,2311833217
2018/08/22,2084530717
2018/08/23,1483674131
2018/08/24,1570618467
2018/08/25,1785056821
2018/08/26,2005479980
2018/08/27,1698195737
2018/08/28,1370138778
2018/08/29,1631874630
2018/08/30,797722161
2018/08/31,840151473
2018/09/01,1003404645
2018/09/02,1021323588
2018/09/03,817390188
2018/09/04,826938787
2018/09/05,866436895
2018/09/06,879770045
2018/09/07,905807844
2018/09/08,1100425735
2018/09/09,1135526384
2018/09/10,1038117363
2018/09/11,1078792866
2018/09/12,974296841
2018/09/13,1052200404
2018/09/14,1407635384
2018/09/15,1631585162
2018/09/16,2219240249
2018/09/17,1815578073
2018/09/18,1882226900
2018/09/19,1466666750
2018/09/20,1359426327
2018/09/21,1184089505
2018/09/22,1392045677
2018/09/23,1441306882
2018/09/24,1364234218
2018/09/25,1210520386
2018/09/26,922152618
2018/09/27,711340779
2018/09/28,694514269
2018/09/29,952898728
2018/09/30,871922879
2018/10/01,639204239
2018/10/02,632544071
2018/10/03,934243687
2018/10/04,1215996506
2018/10/05,1720459667
2018/10/06,2207120434
2018/10/07,2086261690
2018/10/08,2051319800
2018/10/09,2076133880
2018/10/10,2027256133
2018/10/11,2162443894
2018/10/12,2194420585
2018/10/13,1493945036
2018/10/14,1294485824
2018/10/15,1003977577
2018/10/16,807525757
2018/10/17,858978828
2018/10/18,867189257
2018/10/19,903388276
2018/10/20,784309155
2018/10/21,714879404
2018/10/22,755069184
2018/10/23,735305476
2018/10/24,666210856
2018/10/25,669097552
2018/10/26,663181729
2018/10/27,848898032
2018/10/28,859136857
2018/10/29,1138751811
2018/10/30,1316108516
2018/10/31,1337104581
2018/11/01,1406319598
2018/11/02,1261947749
2018/11/03,1399661590
2018/11/04,1382526764
2018/11/05,1402541787
2018/11/06,1537166350
2018/11/07,1502435687
2018/11/08,1471838206
2018/11/09,1476201668
2018/11/10,1568005742
2018/11/11,1466613463
2018/11/12,1246191447
2018/11/13,1034632792
2018/11/14,1018486590
2018/11/15,924576161
2018/11/16,924703409
2018/11/17,920984532
2018/11/18,1112392639
2018/11/19,1418914458
2018/11/20,1660689595
2018/11/21,1699628921
2018/11/22,1713748581
2018/11/23,1710591513
2018/11/24,1638877163
2018/11/25,1633856552
2018/11/26,1618229331
2018/11/27,1624221547
2018/11/28,1879436665
2018/11/29,1879451965
2018/11/30,1978755932
2018/12/01,1842504585
2018/12/02,1760407629
2018/12/03,1506046400
2018/12/04,1172312718
2018/12/05,1248285389
2018/12/06,1321348668
2018/12/07,1336050803
2018/12/08,1054071584
2018/12/09,1186865131
2018/12/10,1188100419
2018/12/11,1225060309
2018/12/12,935147537
2018/12/13,946811242
2018/12/14,804508975
2018/12/15,756458102
2018/12/16,587008322
2018/12/17,599651539
2018/12/18,592989313
2018/12/19,603608483
2018/12/20,670908955
2018/12/21,827374421
2018/12/22,1091966137
2018/12/23,936275678
2018/12/24,1161769634
2018/12/25,1165479832
2018/12/26,1108525238
2018/12/27,1122122848
2018/12/28,1127446190
2018/12/29,1143982103
2018/12/30,1716254016
2018/12/31,1784328960
2019/01/01,2528253595
2019/01/02,2475457712
2019/01/03,2430651286
2019/01/04,2149558209
2019/01/05,2063175333
2019/01/06,2264766968
2019/01/07,1831217174
2019/01/08,1856315063
2019/01/09,1852163798
2019/01/10,1995812168
2019/01/11,1907144354
2019/01/12,2349356543
2019/01/13,2173197685
2019/01/14,2308787551
2019/01/15,1736664103
2019/01/16,1609811593
2019/01/17,1330551517
2019/01/18,1307886908
2019/01/19,1289915793
2019/01/20,1146704798
2019/01/21,1289606662
2019/01/22,1595856261
2019/01/23,1570916114
2019/01/24,1434206975
2019/01/25,1483250813
2019/01/26,1361151769
2019/01/27,1310625513
2019/01/28,1260437053
2019/01/29,1334847828
2019/01/30,1306623867
2019/01/31,1306696346
2019/02/01,1404258869
2019/02/02,1868755351
2019/02/03,2566039615
2019/02/04,2911830463
2019/02/05,2671567271
2019/02/06,2811843567
2019/02/07,2934722281
2019/02/08,2892063681
2019/02/09,3133356939
2019/02/10,3686833197
2019/02/11,2956221685
2019/02/12,2052006865
2019/02/13,1342434524
2019/02/14,1016420293
2019/02/15,824587980
2019/02/16,832522396
2019/02/17,821642017
2019/02/18,1106515324
2019/02/19,1494603968
2019/02/20,1790563364
2019/02/21,2118887453
2019/02/22,2356005272
2019/02/23,2096442373
2019/02/24,1538915320
2019/02/25,1648883941
2019/02/26,1494168255
2019/02/27,1523130327
2019/02/28,1454483302
2019/03/01,1314274325
2019/03/02,947782901
2019/03/03,567134426
2019/03/04,1040827603
2019/03/05,1263118598
2019/03/06,1324619466
2019/03/07,1365482770
2019/03/08,1347434816
2019/03/09,909051701
2019/03/10,1256405815
2019/03/11,1240343704
2019/03/12,1252215490
2019/03/13,1270118692
2019/03/14,1282114749
2019/03/15,1277432819
2019/03/16,1408061833
2019/03/17,1386210889
2019/03/18,1098116075
2019/03/19,1443252664
2019/03/20,1797372875
2019/03/21,2029830869
2019/03/22,2330143122
2019/03/23,2323643884
2019/03/24,1836769643
2019/03/25,2113392828
2019/03/26,2252470775
2019/03/27,2356381422
2019/03/28,2479628016
2019/03/29,2499015713
2019/03/30,2077345449
2019/03/31,1108634171
2019/04/01,1205078129
2019/04/02,2331993982
2019/04/03,3106973364
2019/04/04,3091073498
2019/04/05,3114646925
2019/04/06,3149438639
2019/04/07,2846339850
2019/04/08,2864887380
2019/04/09,2823641635
2019/04/10,2782334300
2019/04/11,3060679828
2019/04/12,3069385479
2019/04/13,3263686575
2019/04/14,4113593983
2019/04/15,4119182899
2019/04/16,3266513590
2019/04/17,2611979084
2019/04/18,2762236840
2019/04/19,2885930466
2019/04/20,2345949522
2019/04/21,1870193641
2019/04/22,2094334373
2019/04/23,2358895700
2019/04/24,2357716267
2019/04/25,2103274089
2019/04/26,2041475760
2019/04/27,2583340929
2019/04/28,2041512422
2019/04/29,2003982366
2019/04/30,2125724765
2019/05/01,2203046107
2019/05/02,2247651600
2019/05/03,2187052615
2019/05/04,2230908914
2019/05/05,2209773409
