Date,median_transaction_fee90rocUSD
2016/10/12,33.945
2016/10/13,501.548
2016/10/14,182.308
2016/10/15,344.085
2016/10/16,226.764
2016/10/17,209.864
2016/10/18,148.387
2016/10/19,50.589
2016/10/20,12.096
2016/10/21,4.526
2016/10/22,12.262
2016/10/23,7.542
2016/10/24,16.361
2016/10/25,10.5
2016/10/26,5.702
2016/10/27,12.419
2016/10/28,11.146
2016/10/29,9.492
2016/10/30,5.665
2016/10/31,36.579
2016/11/01,32.234
2016/11/02,15.412
2016/11/03,14.157
2016/11/04,11.696
2016/11/05,18.345
2016/11/06,11.83
2016/11/07,5.937
2016/11/08,2.243
2016/11/09,-1.887
2016/11/10,5.933
2016/11/11,2.001
2016/11/12,5.345
2016/11/13,10.069
2016/11/14,11.921
2016/11/15,9.43
2016/11/16,7.861
2016/11/17,9.921
2016/11/18,3.176
2016/11/19,4.315
2016/11/20,-1.375
2016/11/21,-3.375
2016/11/22,-3.686
2016/11/23,2.17
2016/11/24,19.079
2016/11/25,-16.46
2016/11/26,5.611
2016/11/27,5.194
2016/11/28,7.987
2016/11/29,-5.911
2016/11/30,-23.642
2016/12/01,-29.694
2016/12/02,-21.179
2016/12/03,-36.437
2016/12/04,-28.455
2016/12/05,-31.081
2016/12/06,-40.996
2016/12/07,-25.429
2016/12/08,-24.742
2016/12/09,-21.882
2016/12/10,-25.618
2016/12/11,-25.633
2016/12/12,-22.133
2016/12/13,-28.172
2016/12/14,-29.347
2016/12/15,-33.469
2016/12/16,-32.347
2016/12/17,-36.269
2016/12/18,-39.346
2016/12/19,-35.7
2016/12/20,-38.121
2016/12/21,-34.261
2016/12/22,-66.412
2016/12/23,-65.096
2016/12/24,-72.87
2016/12/25,-74.442
2016/12/26,-72.047
2016/12/27,-63.12
2016/12/28,-60.159
2016/12/29,-54.245
2016/12/30,-63.558
2016/12/31,-62.825
2017/01/01,-58.24
2017/01/02,-67.617
2017/01/03,-31.435
2017/01/04,-26.652
2017/01/05,-19.473
2017/01/06,-24.298
2017/01/07,-29.749
2017/01/08,-16.032
2017/01/09,-16.666
2017/01/10,-14.996
2017/01/11,-84.669
2017/01/12,-67.637
2017/01/13,-78.903
2017/01/14,-72.278
2017/01/15,-69.608
2017/01/16,-67.776
2017/01/17,-40.59
2017/01/18,-26.484
2017/01/19,-26.066
2017/01/20,-23.772
2017/01/21,-18.433
2017/01/22,-21.166
2017/01/23,-18.848
2017/01/24,-16.337
2017/01/25,-18.936
2017/01/26,-9.88
2017/01/27,-10.814
2017/01/28,-6.423
2017/01/29,-12.928
2017/01/30,-14.31
2017/01/31,0.595
2017/02/01,-2.821
2017/02/02,-2.862
2017/02/03,-9.148
2017/02/04,0.036
2017/02/05,-0.94
2017/02/06,-1.61
2017/02/07,22.179
2017/02/08,6.167
2017/02/09,6.751
2017/02/10,4.594
2017/02/11,6.434
2017/02/12,-1.344
2017/02/13,16.876
2017/02/14,25.58
2017/02/15,25.771
2017/02/16,21.414
2017/02/17,24.607
2017/02/18,25.296
2017/02/19,16.445
2017/02/20,30.499
2017/02/21,37.55
2017/02/22,12.934
2017/02/23,48.594
2017/02/24,23.599
2017/02/25,37.196
2017/02/26,25.031
2017/02/27,50.09
2017/02/28,83.751
2017/03/01,87.768
2017/03/02,102.43
2017/03/03,130.741
2017/03/04,152.444
2017/03/05,150.799
2017/03/06,182.199
2017/03/07,124.229
2017/03/08,94.201
2017/03/09,106.384
2017/03/10,111.195
2017/03/11,123.278
2017/03/12,138.542
2017/03/13,211.507
2017/03/14,229.71
2017/03/15,251.807
2017/03/16,388.266
2017/03/17,481.512
2017/03/18,399.467
2017/03/19,365.184
2017/03/20,410.391
2017/03/21,346.359
2017/03/22,398.835
2017/03/23,448.187
2017/03/24,486.6
2017/03/25,546.812
2017/03/26,598.446
2017/03/27,609.09
2017/03/28,577.881
2017/03/29,531.814
2017/03/30,501.264
2017/03/31,476.103
2017/04/01,478.976
2017/04/02,482.413
2017/04/03,314.174
2017/04/04,294.531
2017/04/05,321.956
2017/04/06,317.862
2017/04/07,374.547
2017/04/08,275.019
2017/04/09,297.238
2017/04/10,261.708
2017/04/11,319.434
2017/04/12,350.235
2017/04/13,383.285
2017/04/14,410.512
2017/04/15,375.27
2017/04/16,407.871
2017/04/17,374.887
2017/04/18,387.505
2017/04/19,399.775
2017/04/20,366.436
2017/04/21,381.795
2017/04/22,355.465
2017/04/23,356.404
2017/04/24,354.319
2017/04/25,374.498
2017/04/26,310.381
2017/04/27,409.921
2017/04/28,532.023
2017/04/29,506.539
2017/04/30,568.314
2017/05/01,598.295
2017/05/02,591.995
2017/05/03,600.18
2017/05/04,661.336
2017/05/05,690.214
2017/05/06,654.233
2017/05/07,693.882
2017/05/08,525.369
2017/05/09,558.654
2017/05/10,617.883
2017/05/11,623.521
2017/05/12,627.169
2017/05/13,662.596
2017/05/14,576.126
2017/05/15,543.557
2017/05/16,547.448
2017/05/17,637.676
2017/05/18,600.391
2017/05/19,741.401
2017/05/20,875.2
2017/05/21,947.038
2017/05/22,1016
2017/05/23,1083
2017/05/24,1385
2017/05/25,1391
2017/05/26,1051
2017/05/27,953.092
2017/05/28,1045
2017/05/29,989.541
2017/05/30,1214
2017/05/31,1330
2017/06/01,1229
2017/06/02,1077
2017/06/03,1091
2017/06/04,1260
2017/06/05,1195
2017/06/06,1473
2017/06/07,1487
2017/06/08,1469
2017/06/09,1339
2017/06/10,1307
2017/06/11,1212
2017/06/12,1378
2017/06/13,1317
2017/06/14,852.904
2017/06/15,667.557
2017/06/16,833.711
2017/06/17,818.617
2017/06/18,774.554
2017/06/19,771.928
2017/06/20,1065
2017/06/21,2180
2017/06/22,1649
2017/06/23,1515
2017/06/24,1411
2017/06/25,971.215
2017/06/26,813.198
2017/06/27,692.529
2017/06/28,1146
2017/06/29,968.716
2017/06/30,515.731
2017/07/01,463.093
2017/07/02,517.664
2017/07/03,666.302
2017/07/04,491.357
2017/07/05,524.866
2017/07/06,448.353
2017/07/07,522.976
2017/07/08,455.48
2017/07/09,501.328
2017/07/10,392.345
2017/07/11,330.364
2017/07/12,324.296
2017/07/13,319.129
2017/07/14,289.622
2017/07/15,282.047
2017/07/16,211.918
2017/07/17,232.614
2017/07/18,306.122
2017/07/19,333.666
2017/07/20,295.183
2017/07/21,355.026
2017/07/22,340.542
2017/07/23,343.68
2017/07/24,340.197
2017/07/25,354.879
2017/07/26,271.189
2017/07/27,204.28
2017/07/28,181.635
2017/07/29,150.902
2017/07/30,141.267
2017/07/31,148.959
2017/08/01,229.387
2017/08/02,172.972
2017/08/03,146.202
2017/08/04,141.845
2017/08/05,157.034
2017/08/06,208.489
2017/08/07,218.285
2017/08/08,223.367
2017/08/09,261.573
2017/08/10,232.475
2017/08/11,261.919
2017/08/12,270.414
2017/08/13,232.049
2017/08/14,228.251
2017/08/15,223.166
2017/08/16,330.624
2017/08/17,225.337
2017/08/18,264.602
2017/08/19,125.596
2017/08/20,84.986
2017/08/21,94.772
2017/08/22,65.124
2017/08/23,55.953
2017/08/24,81.896
2017/08/25,129.214
2017/08/26,89.463
2017/08/27,89.534
2017/08/28,58.942
2017/08/29,61.172
2017/08/30,82.293
2017/08/31,179.571
2017/09/01,147.362
2017/09/02,80.242
2017/09/03,48.597
2017/09/04,53.041
2017/09/05,52.303
2017/09/06,132.683
2017/09/07,141.457
2017/09/08,154.441
2017/09/09,43.752
2017/09/10,-0.219
2017/09/11,-21.406
2017/09/12,-4.315
2017/09/13,-14.109
2017/09/14,-12.768
2017/09/15,4.032
2017/09/16,44.131
2017/09/17,34.929
2017/09/18,-10.39
2017/09/19,-67.462
2017/09/20,-52.576
2017/09/21,-62.696
2017/09/22,-63.767
2017/09/23,-51.206
2017/09/24,-25.842
2017/09/25,-26.171
2017/09/26,-45.556
2017/09/27,-36.381
2017/09/28,5.818
2017/09/29,9.28
2017/09/30,53.936
2017/10/01,9.823
2017/10/02,25.482
2017/10/03,34.227
2017/10/04,36.217
2017/10/05,22.927
2017/10/06,59.375
2017/10/07,36.02
2017/10/08,66.746
2017/10/09,81.496
2017/10/10,58.752
2017/10/11,65.765
2017/10/12,90.407
2017/10/13,112.969
2017/10/14,170.285
2017/10/15,124.94
2017/10/16,50.756
2017/10/17,-2.311
2017/10/18,2.364
2017/10/19,-28.772
2017/10/20,-21.769
2017/10/21,-38.626
2017/10/22,-50.98
2017/10/23,-9.495
2017/10/24,1.301
2017/10/25,-30.765
2017/10/26,-35.558
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,11.682
2017/11/02,27.696
2017/11/03,-20.357
2017/11/04,-47.966
2017/11/05,-58.198
2017/11/06,-79.426
2017/11/07,-55.18
2017/11/08,-15.623
2017/11/09,-6.641
2017/11/10,-24.927
2017/11/11,-6.234
2017/11/12,-2.146
2017/11/13,-4.947
2017/11/14,-24.921
2017/11/15,-11.829
2017/11/16,-33.6
2017/11/17,-8.879
2017/11/18,-22.769
2017/11/19,1.227
2017/11/20,5.603
2017/11/21,8.838
2017/11/22,8.246
2017/11/23,9.917
2017/11/24,23.78
2017/11/25,-1.539
2017/11/26,26.47
2017/11/27,8.608
2017/11/28,-1.85
2017/11/29,-32.15
2017/11/30,-26.22
2017/12/01,-13.984
2017/12/02,1.971
2017/12/03,8.188
2017/12/04,7.004
2017/12/05,1.968
2017/12/06,34.088
2017/12/07,73.861
2017/12/08,167.98
2017/12/09,247.092
2017/12/10,243.802
2017/12/11,151.585
2017/12/12,295.251
2017/12/13,232.909
2017/12/14,334.922
2017/12/15,193.069
2017/12/16,173.5
2017/12/17,107.275
2017/12/18,137.436
2017/12/19,262.319
2017/12/20,421.635
2017/12/21,457.888
2017/12/22,370.186
2017/12/23,304.858
2017/12/24,197.345
2017/12/25,105.775
2017/12/26,129.071
2017/12/27,133.266
2017/12/28,120.908
2017/12/29,70.178
2017/12/30,86.017
2017/12/31,108.191
2018/01/01,112.581
2018/01/02,123.922
2018/01/03,172.465
2018/01/04,237.668
2018/01/05,928.423
2018/01/06,1220
2018/01/07,1160
2018/01/08,1411
2018/01/09,1373
2018/01/10,1897
2018/01/11,1305
2018/01/12,735.643
2018/01/13,1122
2018/01/14,1133
2018/01/15,1426
2018/01/16,1196
2018/01/17,1302
2018/01/18,1522
2018/01/19,1734
2018/01/20,2276
2018/01/21,1144
2018/01/22,577.991
2018/01/23,1225
2018/01/24,1423
2018/01/25,0
2018/01/26,0
2018/01/27,0
2018/01/28,0
2018/01/29,0
2018/01/30,370.919
2018/01/31,324.315
2018/02/01,1156
2018/02/02,1043
2018/02/03,1055
2018/02/04,1543
2018/02/05,425.178
2018/02/06,180.124
2018/02/07,214.032
2018/02/08,208.729
2018/02/09,171.199
2018/02/10,182.03
2018/02/11,162.223
2018/02/12,161.837
2018/02/13,152.645
2018/02/14,169.265
2018/02/15,211.953
2018/02/16,273.119
2018/02/17,172.423
2018/02/18,227.363
2018/02/19,158.002
2018/02/20,156.413
2018/02/21,79.035
2018/02/22,35.688
2018/02/23,118.69
2018/02/24,84.905
2018/02/25,50.295
2018/02/26,29.855
2018/02/27,32.42
2018/02/28,100.227
2018/03/01,68.123
2018/03/02,110.749
2018/03/03,28.991
2018/03/04,75.487
2018/03/05,24.133
2018/03/06,-10.651
2018/03/07,-43.605
2018/03/08,-58.618
2018/03/09,-70.716
2018/03/10,-69.001
2018/03/11,-64.125
2018/03/12,-71.695
2018/03/13,-75.049
2018/03/14,-85.823
2018/03/15,-84.083
2018/03/16,-80.782
2018/03/17,-75.108
2018/03/18,-67.729
2018/03/19,-85.996
2018/03/20,-86.373
2018/03/21,-86.855
2018/03/22,-85.874
2018/03/23,-85.636
2018/03/24,-84.252
2018/03/25,-78.149
2018/03/26,-74.428
2018/03/27,-79.231
2018/03/28,-75.706
2018/03/29,-79.991
2018/03/30,-85.961
2018/03/31,-86.742
2018/04/01,-87.795
2018/04/02,-88.538
2018/04/03,-89.107
2018/04/04,-93.14
2018/04/05,-97.392
2018/04/06,-98.491
2018/04/07,-98.386
2018/04/08,-98.476
2018/04/09,-98.453
2018/04/10,-98.864
2018/04/11,-98.268
2018/04/12,-96.963
2018/04/13,-97.369
2018/04/14,-97.398
2018/04/15,-96.466
2018/04/16,-95.453
2018/04/17,-95.696
2018/04/18,-94.823
2018/04/19,-94.859
2018/04/20,-92.84
2018/04/21,-94.326
2018/04/22,-89.508
2018/04/23,-91.601
2018/04/24,-87.557
2018/04/25,-85.411
2018/04/26,-73.715
2018/04/27,-69.235
2018/04/28,-71.546
2018/04/29,-80.447
2018/04/30,-66.062
2018/05/01,-73.074
2018/05/02,-86.604
2018/05/03,-77.383
2018/05/04,-76.78
2018/05/05,-64.707
2018/05/06,-64.286
2018/05/07,-65.625
2018/05/08,-68.318
2018/05/09,-45.518
2018/05/10,-16.919
2018/05/11,-29.919
2018/05/12,-55.867
2018/05/13,-39.012
2018/05/14,-16.079
2018/05/15,-15.014
2018/05/16,-25.454
2018/05/17,-19.335
2018/05/18,-24.533
2018/05/19,-47.535
2018/05/20,-29.105
2018/05/21,-24.988
2018/05/22,9.913
2018/05/23,12.713
2018/05/24,-15.205
2018/05/25,-29.836
2018/05/26,-25.998
2018/05/27,-24.812
2018/05/28,-0.635
2018/05/29,-19.932
2018/05/30,-1.159
2018/05/31,1.7
2018/06/01,33.593
2018/06/02,-33.56
2018/06/03,-31.753
2018/06/04,-16.764
2018/06/05,-20.099
2018/06/06,12.068
2018/06/07,35.125
2018/06/08,49.947
2018/06/09,11.739
2018/06/10,-9.963
2018/06/11,18.99
2018/06/12,41.891
2018/06/13,43.977
2018/06/14,61.864
2018/06/15,124.974
2018/06/16,-0.266
2018/06/17,-15.719
2018/06/18,3.862
2018/06/19,61.3
2018/06/20,37.493
2018/06/21,25.038
2018/06/22,37.357
2018/06/23,-29.545
2018/06/24,-34.571
2018/06/25,81.795
2018/06/26,14.82
2018/06/27,28.563
2018/06/28,58.873
2018/06/29,66.148
2018/06/30,741.129
2018/07/01,2098
2018/07/02,2354
2018/07/03,2895
2018/07/04,1627
2018/07/05,1833
2018/07/06,2943
2018/07/07,2571
2018/07/08,1280
2018/07/09,809.919
2018/07/10,428.382
2018/07/11,329.682
2018/07/12,538.376
2018/07/13,765.762
2018/07/14,1341
2018/07/15,726.506
2018/07/16,232.286
2018/07/17,71.559
2018/07/18,94.004
2018/07/19,-10.263
2018/07/20,83.285
2018/07/21,84.571
2018/07/22,-25.891
2018/07/23,27.114
2018/07/24,-30.287
2018/07/25,-41.373
2018/07/26,-55.533
2018/07/27,-69.577
2018/07/28,-78.797
2018/07/29,-83.575
2018/07/30,-71.851
2018/07/31,-73.752
2018/08/01,-77.143
2018/08/02,-73.413
2018/08/03,-65.825
2018/08/04,-70.355
2018/08/05,-68.408
2018/08/06,-66.457
2018/08/07,-17.794
2018/08/08,106.59
2018/08/09,113.431
2018/08/10,100.533
2018/08/11,-63.527
2018/08/12,-80.07
2018/08/13,-80.371
2018/08/14,-78.068
2018/08/15,-71.293
2018/08/16,-80.494
2018/08/17,-8.982
2018/08/18,-77.617
2018/08/19,-89.465
2018/08/20,-90.521
2018/08/21,-84.033
2018/08/22,-78.531
2018/08/23,-81.607
2018/08/24,-73.774
2018/08/25,-83.423
2018/08/26,-86.518
2018/08/27,-83.588
2018/08/28,-83.769
2018/08/29,-81.903
2018/08/30,-83.483
2018/08/31,-74.318
2018/09/01,-80.256
2018/09/02,-85.406
2018/09/03,-83.764
2018/09/04,-79.329
2018/09/05,-81.823
2018/09/06,-75.09
2018/09/07,-63.85
2018/09/08,-58.327
2018/09/09,-59.913
2018/09/10,-65.589
2018/09/11,-64.027
2018/09/12,-68.869
2018/09/13,-67.448
2018/09/14,-43.367
2018/09/15,-11.195
2018/09/16,-42.211
2018/09/17,-57.672
2018/09/18,-41.994
2018/09/19,-17.737
2018/09/20,-12.545
2018/09/21,98.477
2018/09/22,29.895
2018/09/23,-51.126
2018/09/24,-0.005
2018/09/25,1.12
2018/09/26,36.027
2018/09/27,31.149
2018/09/28,-70.627
2018/09/29,-87.835
2018/09/30,-91.016
2018/10/01,-91.541
2018/10/02,-84.992
2018/10/03,-90.161
2018/10/04,-93.875
2018/10/05,-94.2
2018/10/06,-95.139
2018/10/07,-87.813
2018/10/08,-71.146
2018/10/09,-74.657
2018/10/10,-79.637
2018/10/11,-84.617
2018/10/12,-91.651
2018/10/13,-92.832
2018/10/14,-77.411
2018/10/15,-41.321
2018/10/16,-61.272
2018/10/17,-36.952
2018/10/18,-61.248
2018/10/19,-53.545
2018/10/20,1.412
2018/10/21,-64.424
2018/10/22,-43.704
2018/10/23,-17.653
2018/10/24,18.643
2018/10/25,77.294
2018/10/26,82.821
2018/10/27,69.304
2018/10/28,16.822
2018/10/29,59.724
2018/10/30,63.094
2018/10/31,53.683
2018/11/01,5.512
2018/11/02,110.088
2018/11/03,81.722
2018/11/04,44.231
2018/11/05,-42.659
2018/11/06,-85.067
2018/11/07,-85.026
2018/11/08,-73.217
2018/11/09,-12.601
2018/11/10,-26.077
2018/11/11,-45.432
2018/11/12,-17.992
2018/11/13,-39.834
2018/11/14,19.971
2018/11/15,-68.274
2018/11/16,-4.891
2018/11/17,41.378
2018/11/18,45.701
2018/11/19,24.061
2018/11/20,-1.182
2018/11/21,-7.855
2018/11/22,-31.768
2018/11/23,21.618
2018/11/24,-7.814
2018/11/25,-17.973
2018/11/26,-28.289
2018/11/27,-55.696
2018/11/28,-27.335
2018/11/29,-18.117
2018/11/30,41.336
2018/12/01,5.623
2018/12/02,-5.391
2018/12/03,-26.999
2018/12/04,-11.067
2018/12/05,-23.752
2018/12/06,-32.176
2018/12/07,-40.493
2018/12/08,-62.755
2018/12/09,-60.406
2018/12/10,-58.947
2018/12/11,-57.621
2018/12/12,-65.357
2018/12/13,-44.429
2018/12/14,-56.508
2018/12/15,-62.116
2018/12/16,-74.827
2018/12/17,-61.287
2018/12/18,-65.071
2018/12/19,-55.779
2018/12/20,-61.778
2018/12/21,-46.243
2018/12/22,-49.287
2018/12/23,-48.113
2018/12/24,-36.127
2018/12/25,-47.805
2018/12/26,-60.237
2018/12/27,-65.843
2018/12/28,-65.076
2018/12/29,-65.915
2018/12/30,-58.14
2018/12/31,-65.488
2019/01/01,-48.326
2019/01/02,-33.754
2019/01/03,-33.924
2019/01/04,101.64
2019/01/05,-15.435
2019/01/06,-48.762
2019/01/07,-24.294
2019/01/08,-46.262
2019/01/09,-43.097
2019/01/10,-37.295
2019/01/11,-3.833
2019/01/12,-19.55
2019/01/13,-58.848
2019/01/14,15.714
2019/01/15,0.851
2019/01/16,-12.008
2019/01/17,-37.806
2019/01/18,-28.426
2019/01/19,-39.755
2019/01/20,-20.26
2019/01/21,-37.643
2019/01/22,-55.904
2019/01/23,-54.234
2019/01/24,-47.279
2019/01/25,-34.076
2019/01/26,-34.6
2019/01/27,-58.259
2019/01/28,-42.384
2019/01/29,-48.673
2019/01/30,-40.616
2019/01/31,-49.458
2019/02/01,-49.412
2019/02/02,-57.946
2019/02/03,-67.281
2019/02/04,-68.224
2019/02/05,-67.146
2019/02/06,-65.636
2019/02/07,-56.441
2019/02/08,-24.411
2019/02/09,-1.461
2019/02/10,-32.24
2019/02/11,-23.284
2019/02/12,-50.452
2019/02/13,-46.862
2019/02/14,-42.367
2019/02/15,1.456
2019/02/16,-14.077
2019/02/17,-17.766
2019/02/18,3.185
2019/02/19,46.074
2019/02/20,53.706
2019/02/21,44.96
2019/02/22,83.85
2019/02/23,43.061
2019/02/24,78.086
2019/02/25,96.948
2019/02/26,53.438
2019/02/27,14.428
2019/02/28,-6.901
2019/03/01,-5.806
2019/03/02,-11.567
2019/03/03,-16.393
2019/03/04,-19.539
2019/03/05,-6.104
2019/03/06,3.57
2019/03/07,31.08
2019/03/08,82.72
2019/03/09,52.706
2019/03/10,34.105
2019/03/11,27.76
2019/03/12,17.971
2019/03/13,-15.359
2019/03/14,-2.769
2019/03/15,36.626
2019/03/16,93.14
2019/03/17,8.109
2019/03/18,-6.63
2019/03/19,18.819
2019/03/20,-21.34
2019/03/21,-6.384
2019/03/22,-7.604
2019/03/23,-37.523
2019/03/24,-46.076
2019/03/25,-36.086
2019/03/26,-19.567
2019/03/27,-4.485
2019/03/28,-23.26
2019/03/29,1.546
2019/03/30,-31.193
2019/03/31,-25.807
2019/04/01,-3.848
2019/04/02,8.723
2019/04/03,88.497
2019/04/04,-0.318
2019/04/05,6.826
2019/04/06,-7.321
2019/04/07,-17.044
2019/04/08,5.492
2019/04/09,6.662
2019/04/10,-2.941
2019/04/11,31.575
2019/04/12,60.481
2019/04/13,28.338
2019/04/14,-44.898
2019/04/15,-32.888
2019/04/16,-13.496
2019/04/17,-3.753
2019/04/18,2.018
2019/04/19,25.213
2019/04/20,-35.106
2019/04/21,-15.224
2019/04/22,3.709
2019/04/23,2.582
2019/04/24,5.134
2019/04/25,2.278
2019/04/26,24.754
2019/04/27,-0.469
2019/04/28,-20.128
2019/04/29,-3.261
2019/04/30,-14.311
2019/05/01,-22.719
2019/05/02,12.94
2019/05/03,29.042
2019/05/04,19.847
2019/05/05,17.525
2019/05/06,30.289
2019/05/07,79.143
2019/05/08,25.343
2019/05/09,16.699
2019/05/10,21.785
2019/05/11,14.314
2019/05/12,1.822
2019/05/13,37.851
2019/05/14,61.599
2019/05/15,174.518
2019/05/16,213.445
