Date,hashrate7trx
2016/05/23,1.145
2016/05/24,1.141
2016/05/25,1.132
2016/05/26,1.122
2016/05/27,1.102
2016/05/28,1.103
2016/05/29,1.106
2016/05/30,1.086
2016/05/31,1.02
2016/06/01,0.9
2016/06/02,0.799
2016/06/03,0.797
2016/06/04,0.813
2016/06/05,0.786
2016/06/06,0.79
2016/06/07,0.803
2016/06/08,0.812
2016/06/09,0.881
2016/06/10,0.845
2016/06/11,0.821
2016/06/12,0.803
2016/06/13,0.841
2016/06/14,0.896
2016/06/15,0.92
2016/06/16,0.911
2016/06/17,0.938
2016/06/18,0.917
2016/06/19,0.904
2016/06/20,0.865
2016/06/21,0.781
2016/06/22,0.748
2016/06/23,0.763
2016/06/24,0.78
2016/06/25,0.775
2016/06/26,0.798
2016/06/27,0.847
2016/06/28,0.905
2016/06/29,0.901
2016/06/30,0.865
2016/07/01,0.848
2016/07/02,0.83
2016/07/03,0.84
2016/07/04,0.842
2016/07/05,0.826
2016/07/06,0.792
2016/07/07,0.738
2016/07/08,0.681
2016/07/09,0.625
2016/07/10,0.58
2016/07/11,0.562
2016/07/12,0.549
2016/07/13,0.555
2016/07/14,0.541
2016/07/15,0.487
2016/07/16,0.427
2016/07/17,0.374
2016/07/18,0.37
2016/07/19,0.362
2016/07/20,0.316
2016/07/21,0.319
2016/07/22,0.277
2016/07/23,0.285
2016/07/24,0.264
2016/07/25,0.18
2016/07/26,0.008
2016/07/27,-0.235
2016/07/28,-0.378
2016/07/29,-0.484
2016/07/30,-0.579
2016/07/31,-0.624
2016/08/01,-0.664
2016/08/02,-0.793
2016/08/03,-0.974
2016/08/04,-1.02
2016/08/05,-0.951
2016/08/06,-0.867
2016/08/07,-0.727
2016/08/08,-0.541
2016/08/09,-0.274
2016/08/10,0.027
2016/08/11,0.33
2016/08/12,0.576
2016/08/13,0.728
2016/08/14,0.809
2016/08/15,0.841
2016/08/16,0.875
2016/08/17,0.887
2016/08/18,0.91
2016/08/19,0.899
2016/08/20,0.913
2016/08/21,0.937
2016/08/22,0.956
2016/08/23,0.985
2016/08/24,0.992
2016/08/25,1.009
2016/08/26,1.066
2016/08/27,1.111
2016/08/28,1.103
2016/08/29,1.033
2016/08/30,0.932
2016/08/31,0.854
2016/09/01,0.8
2016/09/02,0.775
2016/09/03,0.667
2016/09/04,0.489
2016/09/05,0.361
2016/09/06,0.253
2016/09/07,0.206
2016/09/08,0.17
2016/09/09,0.152
2016/09/10,0.156
2016/09/11,0.227
2016/09/12,0.307
2016/09/13,0.364
2016/09/14,0.452
2016/09/15,0.527
2016/09/16,0.565
2016/09/17,0.633
2016/09/18,0.494
2016/09/19,0.317
2016/09/20,0.324
2016/09/21,0.449
2016/09/22,0.448
2016/09/23,0.549
2016/09/24,0.674
2016/09/25,0.84
2016/09/26,0.882
2016/09/27,0.941
2016/09/28,0.999
2016/09/29,1.068
2016/09/30,1.065
2016/10/01,1.074
2016/10/02,1.116
2016/10/03,1.109
2016/10/04,1.102
2016/10/05,1.067
2016/10/06,1.023
2016/10/07,0.91
2016/10/08,0.841
2016/10/09,0.818
2016/10/10,0.815
2016/10/11,0.826
2016/10/12,0.769
2016/10/13,0.743
2016/10/14,0.786
2016/10/15,0.856
2016/10/16,0.955
2016/10/17,0.948
2016/10/18,0.944
2016/10/19,0.924
2016/10/20,0.945
2016/10/21,0.988
2016/10/22,1.019
2016/10/23,0.976
2016/10/24,0.927
2016/10/25,0.891
2016/10/26,0.869
2016/10/27,0.81
2016/10/28,0.669
2016/10/29,0.187
2016/10/30,-0.397
2016/10/31,-0.848
2016/11/01,-1.358
2016/11/02,-1.919
2016/11/03,-2.453
2016/11/04,-2.963
2016/11/05,-3.424
2016/11/06,-3.787
2016/11/07,-3.842
2016/11/08,-3.563
2016/11/09,-3.146
2016/11/10,-2.788
2016/11/11,-2.506
2016/11/12,-2.239
2016/11/13,-1.873
2016/11/14,-1.429
2016/11/15,-0.983
2016/11/16,-0.622
2016/11/17,-0.409
2016/11/18,-0.176
2016/11/19,0.124
2016/11/20,0.563
2016/11/21,1.083
2016/11/22,1.413
2016/11/23,1.566
2016/11/24,1.408
2016/11/25,1.132
2016/11/26,0.855
2016/11/27,0.604
2016/11/28,0.451
2016/11/29,0.329
2016/11/30,0.165
2016/12/01,0.023
2016/12/02,-0.067
2016/12/03,-0.042
2016/12/04,0.011
2016/12/05,0.026
2016/12/06,0.01
2016/12/07,0.021
2016/12/08,0.123
2016/12/09,0.284
2016/12/10,0.474
2016/12/11,0.685
2016/12/12,0.793
2016/12/13,0.882
2016/12/14,0.923
2016/12/15,0.912
2016/12/16,0.919
2016/12/17,0.938
2016/12/18,1.004
2016/12/19,1.058
2016/12/20,1.123
2016/12/21,1.148
2016/12/22,1.075
2016/12/23,0.843
2016/12/24,0.481
2016/12/25,0.184
2016/12/26,0.009
2016/12/27,-0.139
2016/12/28,-0.261
2016/12/29,-0.354
2016/12/30,-0.413
2016/12/31,-0.427
2017/01/01,-0.411
2017/01/02,-0.374
2017/01/03,-0.328
2017/01/04,-0.119
2017/01/05,0.165
2017/01/06,0.442
2017/01/07,0.725
2017/01/08,0.959
2017/01/09,1.173
2017/01/10,1.322
2017/01/11,1.415
2017/01/12,1.462
2017/01/13,1.489
2017/01/14,1.481
2017/01/15,1.47
2017/01/16,1.432
2017/01/17,1.348
2017/01/18,1.221
2017/01/19,1.192
2017/01/20,1.127
2017/01/21,1.083
2017/01/22,1.045
2017/01/23,1.03
2017/01/24,0.986
2017/01/25,0.925
2017/01/26,0.897
2017/01/27,0.847
2017/01/28,0.789
2017/01/29,0.692
2017/01/30,0.629
2017/01/31,0.578
2017/02/01,0.509
2017/02/02,0.471
2017/02/03,0.418
2017/02/04,0.39
2017/02/05,0.438
2017/02/06,0.521
2017/02/07,0.595
2017/02/08,0.666
2017/02/09,0.705
2017/02/10,0.764
2017/02/11,0.819
2017/02/12,0.871
2017/02/13,0.922
2017/02/14,0.968
2017/02/15,0.995
2017/02/16,0.986
2017/02/17,0.978
2017/02/18,0.973
2017/02/19,0.981
2017/02/20,0.984
2017/02/21,1.006
2017/02/22,0.994
2017/02/23,0.957
2017/02/24,0.91
2017/02/25,0.9
2017/02/26,0.961
2017/02/27,1.03
2017/02/28,1.152
2017/03/01,1.195
2017/03/02,1.204
2017/03/03,1.242
2017/03/04,1.24
2017/03/05,1.28
2017/03/06,1.312
2017/03/07,1.301
2017/03/08,1.314
2017/03/09,1.317
2017/03/10,1.295
2017/03/11,1.278
2017/03/12,1.25
2017/03/13,1.271
2017/03/14,1.261
2017/03/15,1.267
2017/03/16,1.278
2017/03/17,1.359
2017/03/18,1.452
2017/03/19,1.412
2017/03/20,1.415
2017/03/21,1.375
2017/03/22,1.341
2017/03/23,1.352
2017/03/24,1.345
2017/03/25,1.321
2017/03/26,1.358
2017/03/27,1.464
2017/03/28,1.506
2017/03/29,1.561
2017/03/30,1.588
2017/03/31,1.62
2017/04/01,1.587
2017/04/02,1.503
2017/04/03,1.313
2017/04/04,1.19
2017/04/05,1.144
2017/04/06,1.104
2017/04/07,1.082
2017/04/08,1.061
2017/04/09,0.994
2017/04/10,0.909
2017/04/11,0.87
2017/04/12,0.831
2017/04/13,0.753
2017/04/14,0.805
2017/04/15,0.837
2017/04/16,0.871
2017/04/17,0.91
2017/04/18,0.966
2017/04/19,0.983
2017/04/20,0.982
2017/04/21,1.001
2017/04/22,1.016
2017/04/23,1.049
2017/04/24,1.007
2017/04/25,0.999
2017/04/26,0.965
2017/04/27,0.936
2017/04/28,1.001
2017/04/29,1.117
2017/04/30,1.174
2017/05/01,1.197
2017/05/02,1.185
2017/05/03,1.167
2017/05/04,1.105
2017/05/05,1.102
2017/05/06,1.102
2017/05/07,1.115
2017/05/08,1.085
2017/05/09,1.102
2017/05/10,1.099
2017/05/11,1.099
2017/05/12,1.142
2017/05/13,1.133
2017/05/14,1.138
2017/05/15,1.189
2017/05/16,1.256
2017/05/17,1.203
2017/05/18,1.152
2017/05/19,1.155
2017/05/20,1.209
2017/05/21,1.306
2017/05/22,1.433
2017/05/23,1.457
2017/05/24,1.454
2017/05/25,1.423
2017/05/26,1.365
2017/05/27,1.334
2017/05/28,1.285
2017/05/29,1.326
2017/05/30,1.493
2017/05/31,1.604
2017/06/01,1.744
2017/06/02,1.79
2017/06/03,1.814
2017/06/04,1.839
2017/06/05,1.87
2017/06/06,1.889
2017/06/07,1.941
2017/06/08,1.977
2017/06/09,1.961
2017/06/10,1.986
2017/06/11,2.032
2017/06/12,2.038
2017/06/13,2.053
2017/06/14,2.076
2017/06/15,2.093
2017/06/16,2.099
2017/06/17,2.121
2017/06/18,2.143
2017/06/19,2.142
2017/06/20,2.129
2017/06/21,2.09
2017/06/22,2.031
2017/06/23,1.925
2017/06/24,1.827
2017/06/25,1.74
2017/06/26,1.704
2017/06/27,1.662
2017/06/28,1.643
2017/06/29,1.656
2017/06/30,1.653
2017/07/01,1.64
2017/07/02,1.612
2017/07/03,1.607
2017/07/04,1.627
2017/07/05,1.577
2017/07/06,1.509
2017/07/07,1.45
2017/07/08,1.389
2017/07/09,1.327
2017/07/10,1.28
2017/07/11,1.213
2017/07/12,1.086
2017/07/13,0.953
2017/07/14,0.789
2017/07/15,0.686
2017/07/16,0.652
2017/07/17,0.557
2017/07/18,0.484
2017/07/19,0.488
2017/07/20,0.57
2017/07/21,0.654
2017/07/22,0.71
2017/07/23,0.795
2017/07/24,0.818
2017/07/25,0.878
2017/07/26,0.921
2017/07/27,0.907
2017/07/28,0.899
2017/07/29,0.859
2017/07/30,0.851
2017/07/31,0.882
2017/08/01,0.909
2017/08/02,0.889
2017/08/03,0.776
2017/08/04,0.695
2017/08/05,0.612
2017/08/06,0.554
2017/08/07,0.553
2017/08/08,0.586
2017/08/09,0.652
2017/08/10,0.678
2017/08/11,0.697
2017/08/12,0.75
2017/08/13,0.804
2017/08/14,0.872
2017/08/15,0.944
2017/08/16,0.998
2017/08/17,1.042
2017/08/18,1.043
2017/08/19,1.076
2017/08/20,1.058
2017/08/21,1.05
2017/08/22,1.032
2017/08/23,1.037
2017/08/24,1.015
2017/08/25,0.934
2017/08/26,0.838
2017/08/27,0.731
2017/08/28,0.574
2017/08/29,0.526
2017/08/30,0.528
2017/08/31,0.514
2017/09/01,0.504
2017/09/02,0.488
2017/09/03,0.456
2017/09/04,0.441
2017/09/05,0.436
2017/09/06,0.415
2017/09/07,0.418
2017/09/08,0.504
2017/09/09,0.56
2017/09/10,0.56
2017/09/11,0.527
2017/09/12,0.566
2017/09/13,0.548
2017/09/14,0.531
2017/09/15,0.567
2017/09/16,0.576
2017/09/17,0.577
2017/09/18,0.531
2017/09/19,0.508
2017/09/20,0.47
2017/09/21,0.455
2017/09/22,0.429
2017/09/23,0.33
2017/09/24,0.252
2017/09/25,0.116
2017/09/26,-0.005
2017/09/27,-0.061
2017/09/28,-0.136
2017/09/29,-0.266
2017/09/30,-0.403
2017/10/01,-0.447
2017/10/02,-0.445
2017/10/03,-0.418
2017/10/04,-0.335
2017/10/05,-0.182
2017/10/06,-0.095
2017/10/07,-0.081
2017/10/08,-0.047
2017/10/09,0.001
2017/10/10,0.068
2017/10/11,0.18
2017/10/12,0.232
2017/10/13,0.317
2017/10/14,0.322
2017/10/15,0.34
2017/10/16,0.402
2017/10/17,0.506
2017/10/18,0.593
2017/10/19,0.71
2017/10/20,0.797
2017/10/21,0.837
2017/10/22,0.867
2017/10/23,0.859
2017/10/24,0.876
2017/10/25,0.844
2017/10/26,0.73
2017/10/27,-0.996
2017/10/28,-3.145
2017/10/29,-5.234
2017/10/30,-7.107
2017/10/31,-8.737
2017/11/01,-7.974
2017/11/02,-5.891
2017/11/03,-3.244
2017/11/04,-0.682
2017/11/05,1.512
2017/11/06,3.039
2017/11/07,3.905
2017/11/08,4.297
2017/11/09,4.299
2017/11/10,4.096
2017/11/11,3.771
2017/11/12,3.431
2017/11/13,3.068
2017/11/14,2.661
2017/11/15,2.272
2017/11/16,1.862
2017/11/17,1.496
2017/11/18,1.168
2017/11/19,0.911
2017/11/20,0.812
2017/11/21,0.761
2017/11/22,0.719
2017/11/23,0.729
2017/11/24,0.782
2017/11/25,0.839
2017/11/26,0.871
2017/11/27,0.85
2017/11/28,0.768
2017/11/29,0.69
2017/11/30,0.633
2017/12/01,0.593
2017/12/02,0.557
2017/12/03,0.472
2017/12/04,0.424
2017/12/05,0.361
2017/12/06,0.298
2017/12/07,0.261
2017/12/08,0.263
2017/12/09,0.29
2017/12/10,0.297
2017/12/11,0.312
2017/12/12,0.33
2017/12/13,0.405
2017/12/14,0.529
2017/12/15,0.721
2017/12/16,0.875
2017/12/17,0.985
2017/12/18,1.095
2017/12/19,1.136
2017/12/20,1.111
2017/12/21,1.046
2017/12/22,0.95
2017/12/23,0.914
2017/12/24,0.886
2017/12/25,0.87
2017/12/26,0.857
2017/12/27,0.844
2017/12/28,0.864
2017/12/29,0.847
2017/12/30,0.815
2017/12/31,0.793
2018/01/01,0.791
2018/01/02,0.781
2018/01/03,0.753
2018/01/04,0.749
2018/01/05,0.783
2018/01/06,0.779
2018/01/07,0.808
2018/01/08,0.829
2018/01/09,0.85
2018/01/10,0.888
2018/01/11,0.965
2018/01/12,1.034
2018/01/13,1.079
2018/01/14,1.127
2018/01/15,1.114
2018/01/16,1.111
2018/01/17,1.129
2018/01/18,1.118
2018/01/19,1.073
2018/01/20,1.073
2018/01/21,1.036
2018/01/22,1.013
2018/01/23,0.978
2018/01/24,0.971
2018/01/25,0.975
2018/01/26,0.966
2018/01/27,0.926
2018/01/28,0.886
2018/01/29,0.905
2018/01/30,0.91
2018/01/31,0.935
2018/02/01,0.989
2018/02/02,1.056
2018/02/03,1.093
2018/02/04,1.092
2018/02/05,1.101
2018/02/06,1.073
2018/02/07,1.057
2018/02/08,1.011
2018/02/09,0.969
2018/02/10,0.93
2018/02/11,0.897
2018/02/12,0.891
2018/02/13,0.892
2018/02/14,0.836
2018/02/15,0.767
2018/02/16,0.724
2018/02/17,0.69
2018/02/18,0.653
2018/02/19,0.605
2018/02/20,0.53
2018/02/21,0.46
2018/02/22,0.409
2018/02/23,0.383
2018/02/24,0.355
2018/02/25,0.364
2018/02/26,0.362
2018/02/27,0.323
2018/02/28,0.327
2018/03/01,0.349
2018/03/02,0.382
2018/03/03,0.443
2018/03/04,0.453
2018/03/05,0.44
2018/03/06,0.417
2018/03/07,0.438
2018/03/08,0.462
2018/03/09,0.438
2018/03/10,0.407
2018/03/11,0.364
2018/03/12,0.329
2018/03/13,0.293
2018/03/14,0.242
2018/03/15,0.207
2018/03/16,0.238
2018/03/17,0.276
2018/03/18,0.294
2018/03/19,0.302
2018/03/20,0.308
2018/03/21,0.285
2018/03/22,0.247
2018/03/23,0.212
2018/03/24,0.17
2018/03/25,0.136
2018/03/26,0.152
2018/03/27,0.146
2018/03/28,0.128
2018/03/29,0.078
2018/03/30,0.04
2018/03/31,-0.01
2018/04/01,-0.055
2018/04/02,-0.088
2018/04/03,-0.145
2018/04/04,-0.187
2018/04/05,-0.205
2018/04/06,-0.167
2018/04/07,-0.136
2018/04/08,-0.121
2018/04/09,-0.163
2018/04/10,-0.183
2018/04/11,-0.202
2018/04/12,-0.223
2018/04/13,-0.222
2018/04/14,-0.207
2018/04/15,-0.184
2018/04/16,-0.154
2018/04/17,-0.124
2018/04/18,-0.137
2018/04/19,-0.119
2018/04/20,-0.128
2018/04/21,-0.086
2018/04/22,-0.047
2018/04/23,0.011
2018/04/24,0.035
2018/04/25,0.055
2018/04/26,0.127
2018/04/27,0.15
2018/04/28,0.124
2018/04/29,0.149
2018/04/30,0.18
2018/05/01,0.159
2018/05/02,0.15
2018/05/03,0.152
2018/05/04,0.174
2018/05/05,0.224
2018/05/06,0.277
2018/05/07,0.352
2018/05/08,0.403
2018/05/09,0.406
2018/05/10,0.384
2018/05/11,0.364
2018/05/12,0.378
2018/05/13,0.395
2018/05/14,0.372
2018/05/15,0.31
2018/05/16,0.239
2018/05/17,0.188
2018/05/18,0.138
2018/05/19,0.102
2018/05/20,0.098
2018/05/21,0.121
2018/05/22,0.132
2018/05/23,0.128
2018/05/24,0.061
2018/05/25,-0.011
2018/05/26,-0.05
2018/05/27,-0.104
2018/05/28,-0.128
2018/05/29,-0.139
2018/05/30,-0.153
2018/05/31,-0.128
2018/06/01,-0.152
2018/06/02,-0.15
2018/06/03,-0.147
2018/06/04,-0.134
2018/06/05,-0.122
2018/06/06,-0.119
2018/06/07,-0.104
2018/06/08,-0.077
2018/06/09,0.019
2018/06/10,0.066
2018/06/11,0.111
2018/06/12,0.168
2018/06/13,0.174
2018/06/14,0.152
2018/06/15,0.115
2018/06/16,0.092
2018/06/17,0.064
2018/06/18,0.097
2018/06/19,0.163
2018/06/20,0.211
2018/06/21,0.262
2018/06/22,0.312
2018/06/23,0.325
2018/06/24,0.322
2018/06/25,0.314
2018/06/26,0.285
2018/06/27,0.292
2018/06/28,0.26
2018/06/29,0.199
2018/06/30,0.193
2018/07/01,0.142
2018/07/02,0.106
2018/07/03,0.104
2018/07/04,0.102
2018/07/05,0.15
2018/07/06,0.183
2018/07/07,0.22
2018/07/08,0.218
2018/07/09,0.238
2018/07/10,0.22
2018/07/11,0.143
2018/07/12,0.067
2018/07/13,-0.011
2018/07/14,-0.076
2018/07/15,-0.115
2018/07/16,-0.134
2018/07/17,-0.105
2018/07/18,-0.072
2018/07/19,-0.06
2018/07/20,-0.083
2018/07/21,-0.176
2018/07/22,-0.212
2018/07/23,-0.163
2018/07/24,-0.109
2018/07/25,-0.02
2018/07/26,0.058
2018/07/27,0.115
2018/07/28,0.159
2018/07/29,0.195
2018/07/30,0.217
2018/07/31,0.233
2018/08/01,0.222
2018/08/02,0.229
2018/08/03,0.2
2018/08/04,0.197
2018/08/05,0.203
2018/08/06,0.21
2018/08/07,0.206
2018/08/08,0.211
2018/08/09,0.22
2018/08/10,0.206
2018/08/11,0.188
2018/08/12,0.125
2018/08/13,0.05
2018/08/14,-0.012
2018/08/15,-0.075
2018/08/16,-0.151
2018/08/17,-0.188
2018/08/18,-0.223
2018/08/19,-0.24
2018/08/20,-0.234
2018/08/21,-0.202
2018/08/22,-0.141
2018/08/23,-0.134
2018/08/24,-0.127
2018/08/25,-0.116
2018/08/26,-0.075
2018/08/27,-0.045
2018/08/28,-0.037
2018/08/29,-0.066
2018/08/30,-0.097
2018/08/31,-0.117
2018/09/01,-0.144
2018/09/02,-0.182
2018/09/03,-0.216
2018/09/04,-0.229
2018/09/05,-0.226
2018/09/06,-0.215
2018/09/07,-0.223
2018/09/08,-0.242
2018/09/09,-0.333
2018/09/10,-0.42
2018/09/11,-0.515
2018/09/12,-0.608
2018/09/13,-0.714
2018/09/14,-0.757
2018/09/15,-0.751
2018/09/16,-0.72
2018/09/17,-0.667
2018/09/18,-0.606
2018/09/19,-0.517
2018/09/20,-0.428
2018/09/21,-0.354
2018/09/22,-0.247
2018/09/23,-0.154
2018/09/24,-0.07
2018/09/25,-0.017
2018/09/26,0.059
2018/09/27,0.126
2018/09/28,0.168
2018/09/29,0.165
2018/09/30,0.163
2018/10/01,0.131
2018/10/02,0.092
2018/10/03,0.047
2018/10/04,0.024
2018/10/05,0.006
2018/10/06,0.004
2018/10/07,0.021
2018/10/08,0.056
2018/10/09,0.078
2018/10/10,0.09
2018/10/11,0.071
2018/10/12,0.037
2018/10/13,-0.011
2018/10/14,-0.044
2018/10/15,-0.079
2018/10/16,-0.105
2018/10/17,-0.13
2018/10/18,-0.123
2018/10/19,-0.121
2018/10/20,-0.137
2018/10/21,-0.176
2018/10/22,-0.231
2018/10/23,-0.262
2018/10/24,-0.268
2018/10/25,-0.281
2018/10/26,-0.299
2018/10/27,-0.301
2018/10/28,-0.303
2018/10/29,-0.314
2018/10/30,-0.315
2018/10/31,-0.277
2018/11/01,-0.267
2018/11/02,-0.303
2018/11/03,-0.348
2018/11/04,-0.361
2018/11/05,-0.363
2018/11/06,-0.353
2018/11/07,-0.324
2018/11/08,-0.273
2018/11/09,-0.248
2018/11/10,-0.221
2018/11/11,-0.161
2018/11/12,-0.135
2018/11/13,-0.113
2018/11/14,-0.091
2018/11/15,-0.077
2018/11/16,-0.041
2018/11/17,-0.059
2018/11/18,-0.091
2018/11/19,-0.141
2018/11/20,-0.217
2018/11/21,-0.345
2018/11/22,-0.509
2018/11/23,-0.638
2018/11/24,-0.74
2018/11/25,-0.83
2018/11/26,-0.89
2018/11/27,-1.03
2018/11/28,-1.221
2018/11/29,-1.371
2018/11/30,-1.469
2018/12/01,-1.477
2018/12/02,-1.484
2018/12/03,-1.471
2018/12/04,-1.402
2018/12/05,-1.333
2018/12/06,-1.229
2018/12/07,-1.173
2018/12/08,-1.158
2018/12/09,-1.16
2018/12/10,-1.074
2018/12/11,-1.002
2018/12/12,-0.973
2018/12/13,-0.966
2018/12/14,-0.982
2018/12/15,-0.959
2018/12/16,-0.929
2018/12/17,-0.91
2018/12/18,-0.916
2018/12/19,-0.902
2018/12/20,-0.876
2018/12/21,-0.821
2018/12/22,-0.728
2018/12/23,-0.614
2018/12/24,-0.427
2018/12/25,-0.182
2018/12/26,0.118
2018/12/27,0.344
2018/12/28,0.469
2018/12/29,0.53
2018/12/30,0.554
2018/12/31,0.573
2019/01/01,0.481
2019/01/02,0.404
2019/01/03,0.342
2019/01/04,0.284
2019/01/05,0.277
2019/01/06,0.301
2019/01/07,0.358
2019/01/08,0.367
2019/01/09,0.394
2019/01/10,0.384
2019/01/11,0.358
2019/01/12,0.276
2019/01/13,0.191
2019/01/14,0.136
2019/01/15,0.131
2019/01/16,0.069
2019/01/17,-0.024
2019/01/18,-0.115
2019/01/19,-0.132
2019/01/20,-0.113
2019/01/21,-0.134
2019/01/22,-0.151
2019/01/23,-0.259
2019/01/24,-0.328
2019/01/25,-0.362
2019/01/26,-0.41
2019/01/27,-0.47
2019/01/28,-0.631
2019/01/29,-0.881
2019/01/30,-1.135
2019/01/31,-1.297
2019/02/01,-1.441
2019/02/02,-1.539
2019/02/03,-1.617
2019/02/04,-1.637
2019/02/05,-1.6
2019/02/06,-1.543
2019/02/07,-1.463
2019/02/08,-1.334
2019/02/09,-1.195
2019/02/10,-1.015
2019/02/11,-0.858
2019/02/12,-0.666
2019/02/13,-0.53
2019/02/14,-0.456
2019/02/15,-0.416
2019/02/16,-0.347
2019/02/17,-0.309
2019/02/18,-0.239
2019/02/19,-0.061
2019/02/20,0.123
2019/02/21,0.269
2019/02/22,0.35
2019/02/23,0.492
2019/02/24,0.587
2019/02/25,0.615
2019/02/26,0.626
2019/02/27,0.614
2019/02/28,0.601
2019/03/01,0.53
2019/03/02,0.441
2019/03/03,0.334
2019/03/04,0.22
2019/03/05,0.143
2019/03/06,0.075
2019/03/07,0.027
2019/03/08,0.01
2019/03/09,-0.041
2019/03/10,-0.06
2019/03/11,-0.098
2019/03/12,-0.145
2019/03/13,-0.202
2019/03/14,-0.239
2019/03/15,-0.26
2019/03/16,-0.209
2019/03/17,-0.154
2019/03/18,-0.128
2019/03/19,-0.161
2019/03/20,-0.149
2019/03/21,-0.141
2019/03/22,-0.146
2019/03/23,-0.147
2019/03/24,-0.146
2019/03/25,-0.144
2019/03/26,-0.188
2019/03/27,-0.251
2019/03/28,-0.31
2019/03/29,-0.348
2019/03/30,-0.422
2019/03/31,-0.482
2019/04/01,-0.442
2019/04/02,-0.377
2019/04/03,-0.319
2019/04/04,-0.219
2019/04/05,-0.126
2019/04/06,-0.035
2019/04/07,0.031
2019/04/08,0.084
2019/04/09,0.136
2019/04/10,0.212
2019/04/11,0.276
2019/04/12,0.309
2019/04/13,0.348
2019/04/14,0.397
2019/04/15,0.441
2019/04/16,0.441
2019/04/17,0.376
2019/04/18,0.283
2019/04/19,0.224
2019/04/20,0.169
2019/04/21,0.135
2019/04/22,0.129
2019/04/23,0.116
2019/04/24,0.071
2019/04/25,0.023
2019/04/26,-0.012
2019/04/27,-0.006
2019/04/28,0
2019/04/29,0.03
2019/04/30,0.081
2019/05/01,0.129
2019/05/02,0.151
2019/05/03,0.129
2019/05/04,0.169
2019/05/05,0.216
2019/05/06,0.213
2019/05/07,0.217
2019/05/08,0.205
2019/05/09,0.189
2019/05/10,0.176
2019/05/11,0.167
2019/05/12,0.186
2019/05/13,0.19
2019/05/14,0.237
2019/05/15,0.311
2019/05/16,0.364
2019/05/17,0.49
2019/05/18,0.626
2019/05/19,0.697
2019/05/20,0.693
2019/05/21,0.622
2019/05/22,0.544
2019/05/23,0.442
2019/05/24,0.313
2019/05/25,0.212
2019/05/26,0.125
2019/05/27,0.101
