Date,sentinusd3rocUSD
2016/01/01,35.27
2016/01/02,29.432
2016/01/03,-2.205
2016/01/04,-54.679
2016/01/05,303.56
2016/01/06,-29.835
2016/01/07,132.492
2016/01/08,-80.756
2016/01/09,-12.229
2016/01/10,-56.175
2016/01/11,173.552
2016/01/12,420.089
2016/01/13,213.131
2016/01/14,-28.756
2016/01/15,0.728
2016/01/16,48.308
2016/01/17,20.917
2016/01/18,174.528
2016/01/19,140.204
2016/01/20,91.89
2016/01/21,-76.544
2016/01/22,-18.035
2016/01/23,126.553
2016/01/24,444.706
2016/01/25,252.433
2016/01/26,87.339
2016/01/27,-29.004
2016/01/28,-53.357
2016/01/29,-41.988
2016/01/30,-14.567
2016/01/31,13.92
2016/02/01,-38.425
2016/02/02,-44.494
2016/02/03,-42.382
2016/02/04,-37.269
2016/02/05,5.074
2016/02/06,-61.019
2016/02/07,188.565
2016/02/08,214.294
2016/02/09,831.958
2016/02/10,250.085
2016/02/11,93.88
2016/02/12,127.011
2016/02/13,-23.691
2016/02/14,-49.239
2016/02/15,-67.751
2016/02/16,-1.918
2016/02/17,-31.382
2016/02/18,13.481
2016/02/19,-64.86
2016/02/20,71.312
2016/02/21,-53.512
2016/02/22,86.158
2016/02/23,66.413
2016/02/24,476.101
2016/02/25,39.951
2016/02/26,172.711
2016/02/27,11.036
2016/02/28,-13.247
2016/02/29,-80.983
2016/03/01,-34.925
2016/03/02,471.891
2016/03/03,324.759
2016/03/04,59.036
2016/03/05,11.058
2016/03/06,-7.635
2016/03/07,9.203
2016/03/08,-35.394
2016/03/09,-33.676
2016/03/10,-34.724
2016/03/11,-49.358
2016/03/12,65.835
2016/03/13,184.814
2016/03/14,110.497
2016/03/15,-16.459
2016/03/16,-48.065
2016/03/17,-7.899
2016/03/18,46.031
2016/03/19,-43.251
2016/03/20,-71.906
2016/03/21,-59.306
2016/03/22,-4.984
2016/03/23,19.473
2016/03/24,11.092
2016/03/25,-24.864
2016/03/26,-46.793
2016/03/27,15.309
2016/03/28,48.537
2016/03/29,313.483
2016/03/30,28.568
2016/03/31,18.917
2016/04/01,-70.272
2016/04/02,-73.264
2016/04/03,-76.225
2016/04/04,11.498
2016/04/05,71.38
2016/04/06,148.42
2016/04/07,51.78
2016/04/08,-26.451
2016/04/09,101.417
2016/04/10,35.409
2016/04/11,-2.636
2016/04/12,-31.652
2016/04/13,-12.922
2016/04/14,49.499
2016/04/15,-42.623
2016/04/16,-59.513
2016/04/17,-3.538
2016/04/18,17.493
2016/04/19,2.881
2016/04/20,-24.046
2016/04/21,-30.784
2016/04/22,63.284
2016/04/23,40.114
2016/04/24,-23.374
2016/04/25,-7.85
2016/04/26,4.869
2016/04/27,93.6
2016/04/28,3.984
2016/04/29,-46.709
2016/04/30,276.422
2016/05/01,166.198
2016/05/02,305.061
2016/05/03,-39.282
2016/05/04,-31.759
2016/05/05,-42.564
2016/05/06,45.955
2016/05/07,35.105
2016/05/08,25.289
2016/05/09,-3.45
2016/05/10,36.05
2016/05/11,123.649
2016/05/12,72.868
2016/05/13,345.374
2016/05/14,103.895
2016/05/15,-54.167
2016/05/16,-81.774
2016/05/17,-74.272
2016/05/18,55.801
2016/05/19,136.688
2016/05/20,109.137
2016/05/21,-42.476
2016/05/22,-74.513
2016/05/23,-45.735
2016/05/24,68.685
2016/05/25,125.413
2016/05/26,-9.422
2016/05/27,29.02
2016/05/28,17.861
2016/05/29,-23.971
2016/05/30,-57.396
2016/05/31,-46.022
2016/06/01,-9.764
2016/06/02,-45.211
2016/06/03,-36.924
2016/06/04,-42.043
2016/06/05,-9.527
2016/06/06,-22.207
2016/06/07,121.579
2016/06/08,398.551
2016/06/09,-0.04
2016/06/10,-10.455
2016/06/11,-76.638
2016/06/12,142.993
2016/06/13,55.77
2016/06/14,253.158
2016/06/15,4.192
2016/06/16,47.23
2016/06/17,183.687
2016/06/18,293.512
2016/06/19,-23.415
2016/06/20,-57.964
2016/06/21,-67.706
2016/06/22,32.489
2016/06/23,-24.587
2016/06/24,-27.206
2016/06/25,-39.143
2016/06/26,-62.49
2016/06/27,-41.87
2016/06/28,14.552
2016/06/29,77.736
2016/06/30,19.421
2016/07/01,-48.897
2016/07/02,-63.969
2016/07/03,-43.565
2016/07/04,29.477
2016/07/05,578.339
2016/07/06,84.113
2016/07/07,-26.667
2016/07/08,-80.885
2016/07/09,-42.247
2016/07/10,-27.178
2016/07/11,18.263
2016/07/12,40.445
2016/07/13,36.325
2016/07/14,20.783
2016/07/15,410.225
2016/07/16,-6.52
2016/07/17,-16.221
2016/07/18,-30.251
2016/07/19,1096
2016/07/20,1871
2016/07/21,-32.705
2016/07/22,-62.738
2016/07/23,-77.663
2016/07/24,686.161
2016/07/25,219.175
2016/07/26,603.692
2016/07/27,-8.064
2016/07/28,-25.597
2016/07/29,-74.62
2016/07/30,-69.784
2016/07/31,-54.691
2016/08/01,-6.962
2016/08/02,117.547
2016/08/03,90.625
2016/08/04,-37.41
2016/08/05,-55.718
2016/08/06,-76.913
2016/08/07,-41.962
2016/08/08,-49.194
2016/08/09,90.689
2016/08/10,156.51
2016/08/11,97.874
2016/08/12,-26.663
2016/08/13,-60.323
2016/08/14,-59.994
2016/08/15,-40.986
2016/08/16,-55.35
2016/08/17,5.058
2016/08/18,-19.434
2016/08/19,5.966
2016/08/20,-11.319
2016/08/21,205.507
2016/08/22,127.074
2016/08/23,188.652
2016/08/24,-71.917
2016/08/25,-58.704
2016/08/26,-55.382
2016/08/27,-2.214
2016/08/28,-11.337
2016/08/29,-40.944
2016/08/30,-11.824
2016/08/31,35.217
2016/09/01,84.43
2016/09/02,122.007
2016/09/03,20.156
2016/09/04,-28.186
2016/09/05,-55.068
2016/09/06,-24.833
2016/09/07,-41.007
2016/09/08,82.584
2016/09/09,-28.329
2016/09/10,-23.516
2016/09/11,-42.169
2016/09/12,36.521
2016/09/13,46.982
2016/09/14,-10.523
2016/09/15,-32.344
2016/09/16,141.341
2016/09/17,12.265
2016/09/18,170.142
2016/09/19,-57.121
2016/09/20,399.952
2016/09/21,178.924
2016/09/22,108.428
2016/09/23,-46.02
2016/09/24,-68.752
2016/09/25,30.451
2016/09/26,-31.219
2016/09/27,-15.262
2016/09/28,2.354
2016/09/29,48.071
2016/09/30,-18.682
2016/10/01,-67.317
2016/10/02,-14.505
2016/10/03,-32.727
2016/10/04,-13.15
2016/10/05,-42.049
2016/10/06,48.368
2016/10/07,26.541
2016/10/08,-6.123
2016/10/09,163.021
2016/10/10,157.209
2016/10/11,112.794
2016/10/12,-1.548
2016/10/13,-60.171
2016/10/14,14.525
2016/10/15,-55.73
2016/10/16,56.891
2016/10/17,-30.553
2016/10/18,159.216
2016/10/19,-31.913
2016/10/20,-59.796
2016/10/21,-79.027
2016/10/22,-53.461
2016/10/23,-40.881
2016/10/24,4.103
2016/10/25,110.499
2016/10/26,106.582
2016/10/27,35.714
2016/10/28,36.076
2016/10/29,85.606
2016/10/30,144.491
2016/10/31,-20.117
2016/11/01,55.073
2016/11/02,81.525
2016/11/03,683.818
2016/11/04,-57.441
2016/11/05,-79.626
2016/11/06,-94.789
2016/11/07,-46.865
2016/11/08,-23.401
2016/11/09,281.618
2016/11/10,54.583
2016/11/11,434.599
2016/11/12,-41.765
2016/11/13,18.23
2016/11/14,-86.324
2016/11/15,-17.229
2016/11/16,-13.916
2016/11/17,498.752
2016/11/18,0.625
2016/11/19,-24.635
2016/11/20,-80.9
2016/11/21,-39.553
2016/11/22,209.061
2016/11/23,290.936
2016/11/24,25.878
2016/11/25,-44.255
2016/11/26,-72.551
2016/11/27,-18.832
2016/11/28,-50.852
2016/11/29,64.802
2016/11/30,54.244
2016/12/01,25.45
2016/12/02,143.613
2016/12/03,280.929
2016/12/04,47.5
2016/12/05,-0.118
2016/12/06,12.538
2016/12/07,45.964
2016/12/08,-19.347
2016/12/09,-50.633
2016/12/10,-38.182
2016/12/11,-25.056
2016/12/12,-57.994
2016/12/13,-20.658
2016/12/14,-44.643
2016/12/15,90.467
2016/12/16,19.542
2016/12/17,168.93
2016/12/18,0.152
2016/12/19,-3.856
2016/12/20,-55.311
2016/12/21,-4.99
2016/12/22,137.701
2016/12/23,332.738
2016/12/24,6.043
2016/12/25,-69.928
2016/12/26,-86.917
2016/12/27,-40.445
2016/12/28,173.36
2016/12/29,520.183
2016/12/30,166.191
2016/12/31,144.041
2017/01/01,-59.713
2017/01/02,-13.412
2017/01/03,-12.194
2017/01/04,448.299
2017/01/05,262.336
2017/01/06,66.273
2017/01/07,-47.581
2017/01/08,-70.502
2017/01/09,-38.023
2017/01/10,10.894
2017/01/11,85.372
2017/01/12,-5.99
2017/01/13,-49.894
2017/01/14,-80.549
2017/01/15,-86.839
2017/01/16,-67.684
2017/01/17,72.446
2017/01/18,56.048
2017/01/19,32.732
2017/01/20,82.576
2017/01/21,14.05
2017/01/22,2.901
2017/01/23,-66.737
2017/01/24,-17.448
2017/01/25,-5.95
2017/01/26,18.964
2017/01/27,28.108
2017/01/28,-36.626
2017/01/29,-18.955
2017/01/30,-31.984
2017/01/31,114.582
2017/02/01,48.281
2017/02/02,79.292
2017/02/03,30.245
2017/02/04,47.084
2017/02/05,-36.248
2017/02/06,-12.402
2017/02/07,-26.94
2017/02/08,62.248
2017/02/09,-3.736
2017/02/10,24.768
2017/02/11,-22.066
2017/02/12,-7.704
2017/02/13,-24.891
2017/02/14,306.155
2017/02/15,292.171
2017/02/16,123.539
2017/02/17,-23.116
2017/02/18,-43.566
2017/02/19,-1.653
2017/02/20,-5.236
2017/02/21,57.333
2017/02/22,14.062
2017/02/23,6.329
2017/02/24,39.975
2017/02/25,24.688
2017/02/26,59.366
2017/02/27,100.728
2017/02/28,317.65
2017/03/01,254.843
2017/03/02,133.891
2017/03/03,83.191
2017/03/04,10.596
2017/03/05,-44.913
2017/03/06,-8.158
2017/03/07,-4.362
2017/03/08,16.862
2017/03/09,-13.962
2017/03/10,23.804
2017/03/11,56.119
2017/03/12,109.424
2017/03/13,108.437
2017/03/14,-28.915
2017/03/15,-55.847
2017/03/16,149.014
2017/03/17,230.392
2017/03/18,287.483
2017/03/19,-83.84
2017/03/20,-61.255
2017/03/21,-38.689
2017/03/22,129.271
2017/03/23,68.889
2017/03/24,30.494
2017/03/25,29.71
2017/03/26,0.278
2017/03/27,-24.421
2017/03/28,-10.321
2017/03/29,43.006
2017/03/30,63.834
2017/03/31,34.269
2017/04/01,-30.089
2017/04/02,-17.03
2017/04/03,5.325
2017/04/04,-24.252
2017/04/05,-26.008
2017/04/06,-1.456
2017/04/07,-39.81
2017/04/08,-46.217
2017/04/09,-61.173
2017/04/10,68.809
2017/04/11,24.298
2017/04/12,18.328
2017/04/13,-23.524
2017/04/14,-8.213
2017/04/15,-51.405
2017/04/16,-69.388
2017/04/17,-66.284
2017/04/18,147.025
2017/04/19,459.135
2017/04/20,366.019
2017/04/21,-9.328
2017/04/22,-30.495
2017/04/23,-36.663
2017/04/24,12.264
2017/04/25,16.052
2017/04/26,69.924
2017/04/27,104.846
2017/04/28,144.5
2017/04/29,69.222
2017/04/30,32.494
2017/05/01,100.045
2017/05/02,58.454
2017/05/03,49.768
2017/05/04,1.099
2017/05/05,37.926
2017/05/06,-19.398
2017/05/07,-5.52
2017/05/08,-19.761
2017/05/09,15.95
2017/05/10,-11.988
2017/05/11,15.281
2017/05/12,-2.265
2017/05/13,-29.097
2017/05/14,-44.491
2017/05/15,-4.598
2017/05/16,66.968
2017/05/17,10.959
2017/05/18,-42.706
2017/05/19,-12.554
2017/05/20,-1.602
2017/05/21,96.374
2017/05/22,155.218
2017/05/23,119.566
2017/05/24,70.377
2017/05/25,-33.792
2017/05/26,10.553
2017/05/27,-38.456
2017/05/28,-41.42
2017/05/29,-36.875
2017/05/30,38.442
2017/05/31,213.947
2017/06/01,101.58
2017/06/02,46.074
2017/06/03,-34.507
2017/06/04,-11.419
2017/06/05,15.754
2017/06/06,52.655
2017/06/07,41.421
2017/06/08,-5.514
2017/06/09,-18.056
2017/06/10,-28.041
2017/06/11,4.041
2017/06/12,125.326
2017/06/13,145.865
2017/06/14,20.246
2017/06/15,-29.728
2017/06/16,-22.764
2017/06/17,-26.036
2017/06/18,-49.106
2017/06/19,-37.604
2017/06/20,42.321
2017/06/21,-44.158
2017/06/22,-31.204
2017/06/23,-36.289
2017/06/24,88.766
2017/06/25,-55.813
2017/06/26,-17.144
2017/06/27,-21.293
2017/06/28,152.805
2017/06/29,23.823
2017/06/30,1.848
2017/07/01,-20.608
2017/07/02,-44.726
2017/07/03,136.37
2017/07/04,129.633
2017/07/05,-1.784
2017/07/06,-67.805
2017/07/07,-58.345
2017/07/08,-2.615
2017/07/09,-62.211
2017/07/10,4.328
2017/07/11,39.384
2017/07/12,212.852
2017/07/13,87.613
2017/07/14,95.777
2017/07/15,72.806
2017/07/16,-11.843
2017/07/17,-20.28
2017/07/18,17.792
2017/07/19,29.122
2017/07/20,13.629
2017/07/21,-12.004
2017/07/22,-80.186
2017/07/23,-64.637
2017/07/24,0.655
2017/07/25,377.152
2017/07/26,140.489
2017/07/27,-9.699
2017/07/28,-1.26
2017/07/29,9.509
2017/07/30,-33.71
2017/07/31,-64.363
2017/08/01,-50.215
2017/08/02,-29.711
2017/08/03,-1.947
2017/08/04,-15.936
2017/08/05,9.313
2017/08/06,34.162
2017/08/07,49.567
2017/08/08,41.747
2017/08/09,47.004
2017/08/10,168.278
2017/08/11,355.628
2017/08/12,161.273
2017/08/13,28.694
2017/08/14,-48.096
2017/08/15,-35.754
2017/08/16,-49.622
2017/08/17,-36.62
2017/08/18,-15.832
2017/08/19,-24.183
2017/08/20,-35.832
2017/08/21,-15.356
2017/08/22,3.272
2017/08/23,40.663
2017/08/24,-4.008
2017/08/25,-3.233
2017/08/26,-57.502
2017/08/27,72.867
2017/08/28,181.565
2017/08/29,329.343
2017/08/30,105.707
2017/08/31,-33.937
2017/09/01,-19.763
2017/09/02,-63.574
2017/09/03,-41.876
2017/09/04,-15.43
2017/09/05,-3.219
2017/09/06,45.273
2017/09/07,-26.095
2017/09/08,-11.357
2017/09/09,10.861
2017/09/10,31.55
2017/09/11,4.829
2017/09/12,-23.26
2017/09/13,-46.598
2017/09/14,-14.666
2017/09/15,-8.255
2017/09/16,-4.035
2017/09/17,-20.764
2017/09/18,26.148
2017/09/19,65.089
2017/09/20,-8.693
2017/09/21,-51.791
