Date,mediantransactionvalue7wmaUSD
2016/06/16,16.872
2016/06/17,14.255
2016/06/18,12.601
2016/06/19,11.608
2016/06/20,10.319
2016/06/21,10.241
2016/06/22,10.896
2016/06/23,11.405
2016/06/24,10.673
2016/06/25,11.637
2016/06/26,10.822
2016/06/27,11.547
2016/06/28,11.884
2016/06/29,9.889
2016/06/30,7.589
2016/07/01,8.429
2016/07/02,9.057
2016/07/03,9.729
2016/07/04,10.18
2016/07/05,10.446
2016/07/06,10.836
2016/07/07,10.855
2016/07/08,10.094
2016/07/09,10.133
2016/07/10,10.222
2016/07/11,10.274
2016/07/12,10.216
2016/07/13,10.292
2016/07/14,9.429
2016/07/15,9.989
2016/07/16,9.212
2016/07/17,9.625
2016/07/18,10.031
2016/07/19,10.487
2016/07/20,8.651
2016/07/21,8.854
2016/07/22,9.874
2016/07/23,10.862
2016/07/24,11.615
2016/07/25,12.246
2016/07/26,12.72
2016/07/27,13.02
2016/07/28,13.014
2016/07/29,12.455
2016/07/30,12.119
2016/07/31,12.025
2016/08/01,11.837
2016/08/02,11.409
2016/08/03,9.474
2016/08/04,9.541
2016/08/05,9.733
2016/08/06,9.866
2016/08/07,10.077
2016/08/08,10.346
2016/08/09,10.814
2016/08/10,11.054
2016/08/11,10.685
2016/08/12,9.741
2016/08/13,9.062
2016/08/14,9.478
2016/08/15,9.406
2016/08/16,8.14
2016/08/17,7.359
2016/08/18,6.706
2016/08/19,6.593
2016/08/20,6.805
2016/08/21,6.951
2016/08/22,6.968
2016/08/23,6.741
2016/08/24,6.289
2016/08/25,5.651
2016/08/26,5.179
2016/08/27,4.858
2016/08/28,5.974
2016/08/29,5.485
2016/08/30,5.332
2016/08/31,6.011
2016/09/01,7.643
2016/09/02,6.584
2016/09/03,7.082
2016/09/04,6.689
2016/09/05,7.739
2016/09/06,6.949
2016/09/07,5.68
2016/09/08,4.702
2016/09/09,4.045
2016/09/10,4.837
2016/09/11,6.515
2016/09/12,6.844
2016/09/13,8.432
2016/09/14,7.452
2016/09/15,6.39
2016/09/16,5.404
2016/09/17,5.332
2016/09/18,6.201
2016/09/19,7.855
2016/09/20,9.503
2016/09/21,11.122
2016/09/22,9.411
2016/09/23,10.541
2016/09/24,11.211
2016/09/25,11.676
2016/09/26,11.97
2016/09/27,12.304
2016/09/28,12.716
2016/09/29,13.156
2016/09/30,13.194
2016/10/01,11.231
2016/10/02,11.516
2016/10/03,11.818
2016/10/04,8.795
2016/10/05,8.74
2016/10/06,7.933
2016/10/07,8.908
2016/10/08,9.798
2016/10/09,10.451
2016/10/10,11.017
2016/10/11,11.658
2016/10/12,11.321
2016/10/13,8.85
2016/10/14,9.259
2016/10/15,9.78
2016/10/16,10.257
2016/10/17,10.707
2016/10/18,10.026
2016/10/19,10.68
2016/10/20,11.243
2016/10/21,9.204
2016/10/22,9.684
2016/10/23,10.149
2016/10/24,8.654
2016/10/25,8.428
2016/10/26,9.025
2016/10/27,9.62
2016/10/28,10.203
2016/10/29,10.35
2016/10/30,10.543
2016/10/31,10.91
2016/11/01,9.662
2016/11/02,8.82
2016/11/03,9.126
2016/11/04,9.477
2016/11/05,9.846
2016/11/06,10.19
2016/11/07,10.49
2016/11/08,10.791
2016/11/09,10.855
2016/11/10,10.768
2016/11/11,10.652
2016/11/12,10.489
2016/11/13,10.348
2016/11/14,10.225
2016/11/15,10.135
2016/11/16,10.109
2016/11/17,10.055
2016/11/18,9.949
2016/11/19,9.853
2016/11/20,9.763
2016/11/21,9.689
2016/11/22,7.745
2016/11/23,5.729
2016/11/24,6.278
2016/11/25,4.483
2016/11/26,4.876
2016/11/27,4.306
2016/11/28,4.057
2016/11/29,4.132
2016/11/30,4.459
2016/12/01,5.383
2016/12/02,6.221
2016/12/03,6.757
2016/12/04,6.959
2016/12/05,7.195
2016/12/06,7.203
2016/12/07,7.342
2016/12/08,7.581
2016/12/09,7.788
2016/12/10,7.962
2016/12/11,8.095
2016/12/12,8.211
2016/12/13,7.319
2016/12/14,6.236
2016/12/15,5.566
2016/12/16,5.084
2016/12/17,5.507
2016/12/18,6.003
2016/12/19,5.539
2016/12/20,5.553
2016/12/21,5.097
2016/12/22,4.187
2016/12/23,4.753
2016/12/24,5.247
2016/12/25,5.744
2016/12/26,6.269
2016/12/27,6.107
2016/12/28,5.909
2016/12/29,6.497
2016/12/30,5.958
2016/12/31,6.388
2017/01/01,6.852
2017/01/02,7.265
2017/01/03,7.04
2017/01/04,7.954
2017/01/05,8.673
2017/01/06,9.191
2017/01/07,9.454
2017/01/08,9.703
2017/01/09,10
2017/01/10,9.17
2017/01/11,9.273
2017/01/12,8.069
2017/01/13,6.68
2017/01/14,7
2017/01/15,6.288
2017/01/16,6.956
2017/01/17,6.833
2017/01/18,7.669
2017/01/19,8.517
2017/01/20,9.231
2017/01/21,9.739
2017/01/22,8.833
2017/01/23,8.364
2017/01/24,7.1
2017/01/25,6.344
2017/01/26,5.778
2017/01/27,5.49
2017/01/28,5.261
2017/01/29,6.216
2017/01/30,6.137
2017/01/31,7.365
2017/02/01,7.28
2017/02/02,8.233
2017/02/03,9.02
2017/02/04,9.75
2017/02/05,9.804
2017/02/06,9.951
2017/02/07,8.713
2017/02/08,7.785
2017/02/09,7.737
2017/02/10,7.296
2017/02/11,7.011
2017/02/12,7.823
2017/02/13,7.342
2017/02/14,7.471
2017/02/15,8.25
2017/02/16,9.415
2017/02/17,10.056
2017/02/18,10.916
2017/02/19,11.254
2017/02/20,10.885
2017/02/21,9.219
2017/02/22,8.321
2017/02/23,9.099
2017/02/24,9.562
2017/02/25,9.059
2017/02/26,10.215
2017/02/27,11.565
2017/02/28,12.96
2017/03/01,13.989
2017/03/02,15.231
2017/03/03,16.705
2017/03/04,17.793
2017/03/05,18.316
2017/03/06,18.822
2017/03/07,16.676
2017/03/08,16.836
2017/03/09,14.754
2017/03/10,15.216
2017/03/11,16.135
2017/03/12,17.673
2017/03/13,20.318
2017/03/14,22.978
2017/03/15,25.425
2017/03/16,29.983
2017/03/17,34.893
2017/03/18,37.022
2017/03/19,38.521
2017/03/20,40.413
2017/03/21,40.888
2017/03/22,41.237
2017/03/23,37.226
2017/03/24,38.971
2017/03/25,41.79
2017/03/26,38.882
2017/03/27,32.511
2017/03/28,30.363
2017/03/29,27.669
2017/03/30,28.145
2017/03/31,29.847
2017/04/01,28.494
2017/04/02,34.205
2017/04/03,38.14
2017/04/04,40.304
2017/04/05,41.747
2017/04/06,42.893
2017/04/07,35.135
2017/04/08,31.653
2017/04/09,26.51
2017/04/10,25.229
2017/04/11,23.201
2017/04/12,22.057
2017/04/13,22.334
2017/04/14,22.374
2017/04/15,21.625
2017/04/16,19.854
2017/04/17,20.611
2017/04/18,21.543
2017/04/19,22.472
2017/04/20,21.072
2017/04/21,19.629
2017/04/22,20.661
2017/04/23,20.762
2017/04/24,24.151
2017/04/25,21.459
2017/04/26,21.428
2017/04/27,20.665
2017/04/28,22.565
2017/04/29,25.611
2017/04/30,29.354
2017/05/01,32.494
2017/05/02,35.235
2017/05/03,37.055
2017/05/04,40.576
2017/05/05,54.064
2017/05/06,58.342
2017/05/07,64.635
2017/05/08,72.523
2017/05/09,77.451
2017/05/10,73.773
2017/05/11,64.165
2017/05/12,58.267
2017/05/13,50.278
2017/05/14,45.041
2017/05/15,37.495
2017/05/16,39.244
2017/05/17,50.409
2017/05/18,47.219
2017/05/19,55.082
2017/05/20,50.991
2017/05/21,48.466
2017/05/22,58.289
2017/05/23,59.671
2017/05/24,68.089
2017/05/25,77.259
2017/05/26,81.11
2017/05/27,82.063
2017/05/28,71.542
2017/05/29,66.754
2017/05/30,71.435
2017/05/31,108.881
2017/06/01,109.835
2017/06/02,97.602
2017/06/03,94.706
2017/06/04,87.178
2017/06/05,88.408
2017/06/06,86.14
2017/06/07,74.854
2017/06/08,70.27
2017/06/09,67.465
2017/06/10,77.811
2017/06/11,89.744
2017/06/12,125.311
2017/06/13,132.796
2017/06/14,134.475
2017/06/15,139.056
2017/06/16,126.927
2017/06/17,114.134
2017/06/18,100.283
2017/06/19,88.642
2017/06/20,153.805
2017/06/21,204.43
2017/06/22,193.571
2017/06/23,177.792
2017/06/24,161.732
2017/06/25,135.605
2017/06/26,127.744
2017/06/27,98.33
2017/06/28,77.944
2017/06/29,69.73
2017/06/30,64.772
2017/07/01,59.972
2017/07/02,51.93
2017/07/03,44.433
2017/07/04,41.114
2017/07/05,37.771
2017/07/06,35.735
2017/07/07,25.775
2017/07/08,24.96
2017/07/09,24.467
2017/07/10,23.978
2017/07/11,27.392
2017/07/12,27.419
2017/07/13,26.301
2017/07/14,26.654
2017/07/15,29.01
2017/07/16,28.302
2017/07/17,28.277
2017/07/18,28.958
2017/07/19,29.156
2017/07/20,28.885
2017/07/21,28.135
2017/07/22,26.949
2017/07/23,25.962
2017/07/24,25.114
2017/07/25,26.756
2017/07/26,27.121
2017/07/27,28.522
2017/07/28,27.8
2017/07/29,29.582
2017/07/30,28.094
2017/07/31,28.373
2017/08/01,31.991
2017/08/02,35.142
2017/08/03,34.443
2017/08/04,32.426
2017/08/05,32.18
2017/08/06,30.913
2017/08/07,31.785
2017/08/08,31.271
2017/08/09,37.207
2017/08/10,37.002
2017/08/11,36.07
2017/08/12,34.954
2017/08/13,34.023
2017/08/14,29.906
2017/08/15,33.24
2017/08/16,35.23
2017/08/17,35.772
2017/08/18,42.253
2017/08/19,37.146
2017/08/20,35.529
2017/08/21,35.975
2017/08/22,33.762
2017/08/23,33.432
2017/08/24,33.097
2017/08/25,33.154
2017/08/26,30.328
2017/08/27,26.645
2017/08/28,27.797
2017/08/29,29.699
2017/08/30,31.601
2017/08/31,40.717
2017/09/01,41.718
2017/09/02,41.795
2017/09/03,40.692
2017/09/04,38.776
2017/09/05,36.247
2017/09/06,30.516
2017/09/07,25.196
2017/09/08,20.47
2017/09/09,15.675
2017/09/10,14.237
2017/09/11,17.113
2017/09/12,20.305
2017/09/13,22.222
2017/09/14,23.888
2017/09/15,27.985
2017/09/16,28.362
2017/09/17,24.833
2017/09/18,22.191
2017/09/19,23.234
2017/09/20,24.387
2017/09/21,22.25
2017/09/22,20.95
2017/09/23,20.44
2017/09/24,18.93
2017/09/25,17.75
2017/09/26,16.246
2017/09/27,15.494
2017/09/28,15.253
2017/09/29,13.843
2017/09/30,12.656
2017/10/01,13.054
2017/10/02,14.196
2017/10/03,14.74
2017/10/04,15.336
2017/10/05,15.388
2017/10/06,15.47
2017/10/07,15.656
2017/10/08,15.636
2017/10/09,13.151
2017/10/10,13.383
2017/10/11,12.353
2017/10/12,10.922
2017/10/13,15.899
2017/10/14,16.976
2017/10/15,17.282
2017/10/16,13.499
2017/10/17,9.948
2017/10/18,6.929
2017/10/19,4.258
2017/10/20,1.853
2017/10/21,0.593
2017/10/22,0.057
2017/10/23,0.115
2017/10/24,0.102
2017/10/25,0.083
2017/10/26,0.066
2017/10/27,0.048
2017/10/28,0.03
2017/10/29,0.012
2017/10/30,0.001
2017/10/31,0
2017/11/01,0
2017/11/02,0.347
2017/11/03,0.297
2017/11/04,0.248
2017/11/05,0.198
2017/11/06,0.149
2017/11/07,0.099
2017/11/08,0.327
2017/11/09,0.834
2017/11/10,2.262
2017/11/11,2.222
2017/11/12,7.976
2017/11/13,8.841
2017/11/14,9.805
2017/11/15,12.111
2017/11/16,10.393
2017/11/17,11.321
2017/11/18,9.355
2017/11/19,8.299
2017/11/20,6.203
2017/11/21,8.804
2017/11/22,11.129
2017/11/23,13.751
2017/11/24,16.278
2017/11/25,13.784
2017/11/26,11.525
2017/11/27,14.44
2017/11/28,16.535
2017/11/29,21.519
2017/11/30,22.646
2017/12/01,21.419
2017/12/02,20.033
2017/12/03,17.621
2017/12/04,18.541
2017/12/05,20.083
2017/12/06,40.586
2017/12/07,41.792
2017/12/08,39.263
2017/12/09,34.447
2017/12/10,28.949
2017/12/11,24.486
2017/12/12,24.435
2017/12/13,29.62
2017/12/14,43.114
2017/12/15,51.001
2017/12/16,52.849
2017/12/17,54.113
2017/12/18,60.052
2017/12/19,70.896
2017/12/20,94.109
2017/12/21,113.857
2017/12/22,133.732
2017/12/23,126.233
2017/12/24,113.938
2017/12/25,99.258
2017/12/26,89.466
2017/12/27,83.496
2017/12/28,78.587
2017/12/29,95.781
2017/12/30,130.237
2017/12/31,124.719
2018/01/01,116.313
2018/01/02,123.842
2018/01/03,159.406
2018/01/04,269.376
2018/01/05,315.814
2018/01/06,313.216
2018/01/07,303.107
2018/01/08,296.817
2018/01/09,308.86
2018/01/10,317.434
2018/01/11,307.629
2018/01/12,278.935
2018/01/13,244.295
2018/01/14,209.959
2018/01/15,213.58
2018/01/16,235.323
2018/01/17,254.265
2018/01/18,254.928
2018/01/19,224.356
2018/01/20,184.253
2018/01/21,185.502
2018/01/22,159.227
2018/01/23,134.291
2018/01/24,116.54
2018/01/25,97.177
2018/01/26,99.562
2018/01/27,95.568
2018/01/28,85.879
2018/01/29,93.202
2018/01/30,98.708
2018/01/31,102.877
2018/02/01,128.814
2018/02/02,134.004
2018/02/03,121.525
2018/02/04,105.277
2018/02/05,95.865
2018/02/06,87.214
2018/02/07,77.767
2018/02/08,63.631
2018/02/09,55.539
2018/02/10,48.179
2018/02/11,36.676
2018/02/12,28.427
2018/02/13,24.382
2018/02/14,27.387
2018/02/15,31.833
2018/02/16,32.5
2018/02/17,27.587
2018/02/18,25.54
2018/02/19,20.745
2018/02/20,14.802
2018/02/21,10.882
2018/02/22,8.288
2018/02/23,7.055
2018/02/24,5.047
2018/02/25,3.439
2018/02/26,4.505
2018/02/27,5.578
2018/02/28,8.706
2018/03/01,9.321
2018/03/02,7.678
2018/03/03,6.059
2018/03/04,4.535
2018/03/05,4.494
2018/03/06,5.747
2018/03/07,14.306
2018/03/08,13.473
2018/03/09,14.49
2018/03/10,13.094
2018/03/11,10.048
2018/03/12,7.824
2018/03/13,4.982
2018/03/14,4.117
2018/03/15,4.181
2018/03/16,3.009
2018/03/17,2.31
2018/03/18,1.798
2018/03/19,2.022
2018/03/20,1.505
2018/03/21,1.062
2018/03/22,2.064
2018/03/23,3.003
2018/03/24,5.746
2018/03/25,5.391
2018/03/26,5.549
2018/03/27,5.359
2018/03/28,4.979
2018/03/29,6.097
2018/03/30,5.507
2018/03/31,4.09
2018/04/01,3.137
2018/04/02,2.265
2018/04/03,1.562
2018/04/04,0.892
2018/04/05,0.347
2018/04/06,0.16
2018/04/07,0.121
2018/04/08,0.081
2018/04/09,0.096
2018/04/10,0.198
2018/04/11,0.173
2018/04/12,0.163
2018/04/13,0.183
2018/04/14,0.141
2018/04/15,0.111
2018/04/16,0.135
2018/04/17,0.099
2018/04/18,0.086
2018/04/19,0.062
2018/04/20,0.041
2018/04/21,0.043
2018/04/22,0.052
2018/04/23,0.118
2018/04/24,0.134
2018/04/25,0.125
2018/04/26,0.1
2018/04/27,0.075
2018/04/28,0.051
2018/04/29,0.028
2018/04/30,0.145
2018/05/01,0.186
2018/05/02,0.289
2018/05/03,0.455
2018/05/04,24.176
2018/05/05,20.936
2018/05/06,17.98
2018/05/07,14.421
2018/05/08,10.862
2018/05/09,7.31
2018/05/10,3.755
2018/05/11,0.305
2018/05/12,0.171
2018/05/13,0.085
2018/05/14,0.601
2018/05/15,0.6
2018/05/16,0.561
2018/05/17,0.554
2018/05/18,0.576
2018/05/19,0.437
2018/05/20,0.299
2018/05/21,0.258
2018/05/22,0.185
2018/05/23,0.218
2018/05/24,0.243
2018/05/25,0.184
2018/05/26,0.144
2018/05/27,0.104
2018/05/28,0.199
2018/05/29,0.154
2018/05/30,0.222
2018/05/31,0.361
2018/06/01,0.357
2018/06/02,0.286
2018/06/03,0.216
2018/06/04,0.164
2018/06/05,0.11
2018/06/06,0.102
2018/06/07,0.058
2018/06/08,0.041
2018/06/09,0.032
2018/06/10,0.022
2018/06/11,0.025
2018/06/12,0.017
2018/06/13,0.009
2018/06/14,0.04
2018/06/15,0.051
2018/06/16,0.042
2018/06/17,0.033
2018/06/18,0.024
2018/06/19,0.017
2018/06/20,0.01
2018/06/21,0.002
2018/06/22,0.015
2018/06/23,0.013
2018/06/24,0.023
2018/06/25,0.025
2018/06/26,0.024
2018/06/27,0.018
2018/06/28,0.024
2018/06/29,0.039
2018/06/30,0.032
2018/07/01,0.024
2018/07/02,4.731
2018/07/03,4.053
2018/07/04,8.225
2018/07/05,7.842
2018/07/06,9.628
2018/07/07,8.355
2018/07/08,6.309
2018/07/09,4.225
2018/07/10,2.815
2018/07/11,1.404
2018/07/12,0.687
2018/07/13,0.11
2018/07/14,0.104
2018/07/15,1.023
2018/07/16,0.875
2018/07/17,0.727
2018/07/18,0.579
2018/07/19,0.43
2018/07/20,0.283
2018/07/21,0.136
2018/07/22,0.002
2018/07/23,0.001
2018/07/24,0.001
2018/07/25,0.001
2018/07/26,0
2018/07/27,0
2018/07/28,0
2018/07/29,0
2018/07/30,0
2018/07/31,0.004
2018/08/01,0.004
2018/08/02,0.003
2018/08/03,0.003
2018/08/04,0.002
2018/08/05,0.001
2018/08/06,0.001
2018/08/07,0.605
2018/08/08,6.115
2018/08/09,9.732
2018/08/10,10.131
2018/08/11,8.326
2018/08/12,6.522
2018/08/13,4.717
2018/08/14,2.924
2018/08/15,1.204
2018/08/16,0.284
2018/08/17,1.64
2018/08/18,1.405
2018/08/19,1.17
2018/08/20,0.935
2018/08/21,0.7
2018/08/22,0.467
2018/08/23,0.248
2018/08/24,0.054
2018/08/25,0.064
2018/08/26,0.064
2018/08/27,0.052
2018/08/28,0.112
2018/08/29,0.111
2018/08/30,0.093
2018/08/31,0.117
2018/09/01,0.092
2018/09/02,0.069
2018/09/03,0.058
2018/09/04,0.114
2018/09/05,0.19
2018/09/06,0.607
2018/09/07,0.546
2018/09/08,0.449
2018/09/09,0.352
2018/09/10,0.326
2018/09/11,0.252
2018/09/12,0.179
2018/09/13,0.189
2018/09/14,0.231
2018/09/15,0.207
2018/09/16,0.184
2018/09/17,0.148
2018/09/18,0.157
2018/09/19,0.322
2018/09/20,0.511
2018/09/21,1.119
2018/09/22,1.116
2018/09/23,0.996
2018/09/24,1.136
2018/09/25,1.033
2018/09/26,0.916
2018/09/27,1.027
2018/09/28,1.133
2018/09/29,1.285
2018/09/30,1.241
2018/10/01,1.289
2018/10/02,1.061
2018/10/03,0.777
2018/10/04,0.527
2018/10/05,0.32
2018/10/06,0.17
2018/10/07,0.079
2018/10/08,0.023
2018/10/09,0.01
2018/10/10,0.041
2018/10/11,0.04
2018/10/12,0.033
2018/10/13,0.026
2018/10/14,0.019
2018/10/15,0.039
2018/10/16,0.038
2018/10/17,0.031
2018/10/18,0.024
2018/10/19,0.019
2018/10/20,0.016
2018/10/21,0.01
2018/10/22,0.004
2018/10/23,0.012
2018/10/24,0.184
2018/10/25,0.205
2018/10/26,0.232
2018/10/27,0.19
2018/10/28,0.158
2018/10/29,0.124
2018/10/30,0.08
2018/10/31,0.043
2018/11/01,0.024
2018/11/02,0.011
2018/11/03,0.008
2018/11/04,0.004
2018/11/05,0.028
2018/11/06,0.023
2018/11/07,0.019
2018/11/08,0.015
2018/11/09,0.064
2018/11/10,0.058
2018/11/11,0.046
2018/11/12,0.04
2018/11/13,0.036
2018/11/14,0.085
2018/11/15,0.209
2018/11/16,0.171
2018/11/17,0.14
2018/11/18,0.109
2018/11/19,0.323
2018/11/20,0.293
2018/11/21,0.225
2018/11/22,0.164
2018/11/23,0.125
2018/11/24,0.085
2018/11/25,0.06
2018/11/26,0.019
2018/11/27,0.012
2018/11/28,0.01
2018/11/29,0.007
2018/11/30,0.034
2018/12/01,0.027
2018/12/02,0.021
2018/12/03,0.024
2018/12/04,0.019
2018/12/05,0.014
2018/12/06,0.009
2018/12/07,0.025
2018/12/08,0.032
2018/12/09,0.031
2018/12/10,0.032
2018/12/11,0.025
2018/12/12,0.019
2018/12/13,0.012
2018/12/14,0.006
2018/12/15,0.003
2018/12/16,0.006
2018/12/17,0.004
2018/12/18,0.004
2018/12/19,0.003
2018/12/20,0.002
2018/12/21,0.001
2018/12/22,0.001
2018/12/23,0
2018/12/24,0
2018/12/25,0
2018/12/26,0
2018/12/27,0
2018/12/28,0
2018/12/29,0
2018/12/30,0.035
2018/12/31,0.03
2019/01/01,0.025
2019/01/02,0.02
2019/01/03,0.015
2019/01/04,0.01
2019/01/05,0.005
2019/01/06,0
2019/01/07,0
2019/01/08,0.004
2019/01/09,0.003
2019/01/10,0.003
2019/01/11,0.005
2019/01/12,0.004
2019/01/13,0.003
2019/01/14,0.062
2019/01/15,0.092
2019/01/16,0.078
2019/01/17,0.063
2019/01/18,0.048
2019/01/19,0.034
2019/01/20,0.02
2019/01/21,0.006
2019/01/22,0
2019/01/23,0
2019/01/24,0
2019/01/25,0
2019/01/26,0
2019/01/27,0
2019/01/28,0.015
2019/01/29,0.013
2019/01/30,0.01
2019/01/31,0.008
2019/02/01,0.006
2019/02/02,0.004
2019/02/03,0.002
2019/02/04,0
2019/02/05,0
2019/02/06,0
2019/02/07,0
2019/02/08,0
2019/02/09,0
2019/02/10,0
2019/02/11,0
2019/02/12,0
2019/02/13,0
2019/02/14,0
2019/02/15,0
2019/02/16,0
2019/02/17,0
2019/02/18,0.002
2019/02/19,0.002
2019/02/20,0.002
2019/02/21,0.001
2019/02/22,0.001
2019/02/23,0.001
2019/02/24,0
2019/02/25,0
2019/02/26,0
2019/02/27,0
2019/02/28,0
2019/03/01,0
2019/03/02,0
2019/03/03,0
2019/03/04,0
2019/03/05,0
2019/03/06,0
2019/03/07,0
2019/03/08,0
2019/03/09,0
2019/03/10,0
2019/03/11,0
2019/03/12,0
2019/03/13,0
2019/03/14,0
2019/03/15,0
2019/03/16,0
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0.008
2019/04/08,0.018
2019/04/09,0.024
2019/04/10,0.02
2019/04/11,0.016
2019/04/12,0.032
2019/04/13,0.03
2019/04/14,0.022
2019/04/15,0.019
2019/04/16,0.014
2019/04/17,0.01
2019/04/18,0.006
2019/04/19,0.002
2019/04/20,0.001
2019/04/21,0
2019/04/22,0
2019/04/23,0
2019/04/24,0
2019/04/25,0
2019/04/26,0
2019/04/27,0
2019/04/28,0
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0.018
2019/05/17,0.015
2019/05/18,0.013
2019/05/19,0.01
2019/05/20,0.008
2019/05/21,0.005
2019/05/22,0.003
2019/05/23,0
2019/05/24,0
2019/05/25,0
2019/05/26,0
2019/05/27,0
2019/05/28,0
2019/05/29,0
2019/05/30,0
2019/05/31,0
2019/06/01,0
2019/06/02,0
2019/06/03,0
2019/06/04,0
2019/06/05,0
2019/06/06,0
2019/06/07,0
2019/06/08,0
2019/06/09,0
2019/06/10,0
2019/06/11,0
2019/06/12,0.048
2019/06/13,0.041
2019/06/14,0.034
2019/06/15,0.027
2019/06/16,0.067
2019/06/17,0.053
2019/06/18,0.04
2019/06/19,0.026
2019/06/20,0.02
2019/06/21,0.013
2019/06/22,0.007
2019/06/23,0
2019/06/24,0
2019/06/25,0
2019/06/26,0
2019/06/27,0
2019/06/28,0
2019/06/29,0
2019/06/30,0
2019/07/01,0
2019/07/02,0
2019/07/03,0
2019/07/04,0
2019/07/05,0
2019/07/06,0
2019/07/07,0
2019/07/08,0
2019/07/09,0
2019/07/10,0
2019/07/11,0
2019/07/12,0
2019/07/13,0
2019/07/14,0
2019/07/15,0
2019/07/16,0
2019/07/17,0
2019/07/18,0
2019/07/19,0
